@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric

@data

0.047958,0.041178,0.061867,-54.135201,0.23674,-0.755923,0.735018,-0.150538,0.020612,6.111286,0.379401,0.14214,0.41099,0.970617,0.414677,0.36262,0.514319,0.406346,0.40194,0.164076,0.021925,0.015425,0.238021,0.231474,0.397227,0.46564,0.123736,0.093547,0.114826,4.348461,0.234384,0.038811,0.039227,0.161765,0.213122,7934.042417,10.940753,59.44029,2.942848,1.060208,0.785318,0.594664,0.852691,0.133662,120.0071,7.42089,98.54053,0.236804,0.011207,0.025392,0.018846,0.000354,0.010312,6058.645,1.034484,0,0.950732,0.141515,0,0.046872,0.003453,488.7817,25481.91
0.047958,0.041178,0.061867,-54.135201,0.23674,-0.755923,0.735018,-0.150538,0.020612,6.111286,0.379401,0.14214,0.41099,0.970617,0.414677,0.36262,0.514319,0.406346,0.40194,0.164076,0.021925,0.015425,0.238021,0.231474,0.397227,0.46564,0.123736,0.093547,0.114826,4.348461,0.234384,0.038811,0.039227,0.161765,0.213122,7934.042417,10.940753,59.44029,2.942848,1.060208,0.785318,0.594664,0.852691,0.133662,120.0071,7.42089,98.54053,0.236804,0.011207,0.025392,0.018846,0.000354,0.010312,6058.645,1.034484,0,0.950732,0.141515,0,0.046872,0.003453,488.7817,25481.91
0.03337,0.024864,0.041644,-54.434955,1.405582,0.636454,1.285797,-0.095176,-0.729752,4.693556,0.534281,0.105681,0.453242,0.972653,0.487335,0.409486,0.370305,0.333305,0.347332,0.15942,0.060086,0.007312,0.268239,0.331288,0.623285,0.464914,0.153886,0.171896,0.122996,4.425695,0.320746,0.043092,0.044101,0.154523,0.219082,9472.389206,33.258383,64.33631,3.062406,1.000938,0.816066,0.800875,0.852076,0.133966,106.1312,9.244445,333.161,1.222322,0.027946,0.097519,0.55411,0.000844,0.007076,3163.289,3.745327,0,0.873502,0.082864,0,0.11057,0.002587,288.8137,9479.018
0.037863,0.024782,0.043889,-54.093723,2.168114,0.17308,0.95595,0.743632,0.433632,4.048034,0.535737,0.103148,0.561357,1.019419,0.481153,0.38802,0.187085,0.38601,0.473773,0.193712,0.048403,0.016745,0.30435,0.292806,0.285716,0.394569,0.086705,0.068481,0.084324,4.216754,0.201675,0.030113,0.03334,0.152089,0.214273,7297.640656,11.168746,63.84512,3.672346,1.145153,0.991941,0.889802,0.888286,0.107429,72.15189,7.087312,157.7428,0.661125,0.020755,0.092559,0.172303,0.000228,0.007317,2217.778,1.543356,0,0.994674,0.120841,0,0.005301,0.002261,276.5619,43452.51
0.026813,0.02128,0.036275,-52.977724,1.8327,0.83495,0.256498,0.070336,0.353602,5.875385,0.452062,0.103459,0.478537,0.921051,0.425697,0.432446,0.266741,0.415751,0.406847,0.148191,0.042954,0.012436,0.31943,0.312768,0.380387,0.564085,0.145646,0.074042,0.200846,4.202727,0.235224,0.050145,0.035962,0.150979,0.219927,8928.34669,16.245148,50.80761,2.674689,0.988709,0.698106,0.294687,0.863655,0.079079,122.998,8.037422,166.3495,0.843392,0.033194,0.076702,0.044825,0.000234,0.004467,7115.429,2.115238,0,0.966045,0.101728,0,0.032824,0.000887,262.8429,19745.67
0.055864,0.045566,0.078519,-51.991565,0.612999,0.396936,0.611101,-0.003179,-0.280153,5.820919,0.408902,0.143573,0.459079,0.961074,0.523254,0.441436,0.455413,0.416339,0.394853,0.175019,0.039727,0.012042,0.258057,0.315492,0.391224,0.680352,0.137722,0.100315,0.190129,4.09464,0.16965,0.040458,0.046479,0.149229,0.218551,7986.473207,0,73.67857,3.817027,1.175163,0.69448,0.667231,0.870861,0.129426,117.4049,6.953131,363.8829,1.450428,0.031752,0.019961,0.072967,0.000388,0.009692,7802.059,1.410826,0,0.564581,0.088964,0,0.245993,0.006756,512.3695,34775.7
0.05478,0.04356,0.06775,-49.781594,1.855319,0.304434,1.302264,0.376886,0.227889,7.818443,0.228231,0.131479,0.561082,1.03365,0.472713,0.409913,0.382092,0.403277,0.387273,0.135194,0.032761,0.020339,0.338836,0.350155,0.508481,0.505819,0.181391,0.097135,0.082387,3.927644,0.306243,0.053689,0.042632,0.150775,0.21434,7690.323287,12.72787,55.94445,4.540718,1.479334,0.362077,0.255074,0.877953,0.109413,142.7003,3.864113,212.2036,0.556735,0.010983,0.017711,0.025943,0.000276,0.0063,7947.14,0.395244,0,0.816245,0.139821,0,0.150089,0.005256,518.8988,87997.52
0.040123,0.024853,0.061955,-47.219347,0.95524,0.004497,0.474715,0.132675,0.10146,4.78008,0.48315,0.133126,0.559177,1.04789,0.444992,0.385527,0.185564,0.428626,0.369465,0.203753,0.047657,0.010831,0.224412,0.246348,0.293668,0.406531,0.086029,0.075079,0.06633,3.676691,0.120661,0.040895,0.036015,0.152689,0.212552,14374.763431,33.265823,65.34007,3.98594,1.221414,0.965735,1.076587,0.899231,0.086746,46.38272,6.422889,65.0844,0.438211,0.01386,0.040456,0.069012,0.000177,0.005671,1422.066,0.401489,0,0.946072,0.122889,0,0.051054,0.00399,267.1588,25193.22
0.069536,0.054482,0.108953,-50.397848,1.753633,0.082298,0.075421,0.790015,-0.211313,7.294058,0.339067,0.158879,0.541103,0.999566,0.493323,0.448803,0.607742,0.388398,0.400755,0.197053,0.043993,0.01908,0.287986,0.253577,0.41889,0.605858,0.114996,0.098164,0.091745,4.05884,0.263066,0.039661,0.031536,0.152304,0.21706,8062.441414,10.60227,71.76325,4.249051,1.275059,0.567557,0.649262,0.884293,0.126398,160.5431,6.055914,327.2884,1.032888,0.022429,0.058095,0.093678,0.000215,0.008474,11543.71,0.745772,0,0.841545,0.083425,0,0.133436,0.003147,587.7484,76481.7
0.040206,0.025023,0.049126,-50.240642,1.854522,1.961195,0.136606,0.798648,0.257757,5.826049,0.402868,0.0971,0.558,1.068964,0.535631,0.474056,0.221481,0.416907,0.47833,0.192144,0.05019,0.013353,0.277144,0.311581,0.382737,0.439939,0.103094,0.105516,0.082612,3.775389,0.174449,0.041756,0.027434,0.157722,0.210411,11106.56637,21.656836,58.57839,3.842623,1.222028,0.955163,0.606992,0.883674,0.054332,48.8197,6.458023,87.16562,0.836735,0.029236,0.185254,0.092483,0.000247,0.003258,2289.456,1.060421,0,0.797603,0.063997,0,0.16154,0.002002,280.6163,62970.86
0.043256,0.029547,0.053181,-58.194629,2.682553,0.222036,0.601406,0.130674,0.208596,7.677325,0.244659,0.113292,0.5418,0.965484,0.531634,0.473832,0.228952,0.413221,0.371782,0.172593,0.042571,0.015999,0.298046,0.288642,0.506453,0.568436,0.193972,0.074293,0.221045,4.590787,0.379701,0.041122,0.047992,0.150413,0.222509,3907.923314,6.282758,77.26224,4.289406,1.214071,0.608973,0.722235,0.888508,0.09198,187.0024,7.187244,355.3151,1.716355,0.04002,0.082082,0.138569,0.00016,0.003591,11260.26,1.732187,0,0.989348,0.112387,0,0.010546,0.000654,358.1641,76871.97
0.031867,0.025672,0.039689,-60.581998,1.383588,0.872644,1.00891,0.589273,0.054317,5.995501,0.394023,0.103184,0.508884,1.011926,0.442976,0.460902,0.376141,0.48809,0.474099,0.195163,0.044665,0.015611,0.325183,0.268736,0.317265,0.591131,0.101833,0.109298,0.132569,4.649559,0.223312,0.037946,0.040323,0.15526,0.215938,3830.057006,7.509051,60.00479,3.249671,1.069854,1.087895,0.775526,0.870029,0.097083,87.5453,7.716287,583.1602,1.244662,0.029743,0.432969,0.139566,0.000358,0.012133,6985.223,1.104575,0,0.8502,0.091316,0,0.127445,0.003714,310.9227,56175.88
0.057366,0.037114,0.095153,-51.657412,1.30045,0.608299,0.734344,0.523367,0.364198,5.405694,0.411945,0.133473,0.581895,1.06405,0.593619,0.524863,0.329705,0.439321,0.462208,0.185882,0.055867,0.022408,0.242026,0.310296,0.305139,0.399464,0.086788,0.069461,0.082422,3.742579,0.156315,0.03284,0.037582,0.154755,0.216562,8295.377427,23.612623,65.76956,4.329888,1.310283,0.745845,0.683397,0.892876,0.091952,69.11753,5.808149,245.5132,0.910161,0.028854,0.058969,0.13434,0.000263,0.008246,4972.103,1.154676,0,0.341545,0.040462,0,0.225042,0.004167,400.7346,138393.9
0.04915,0.038494,0.06658,-51.562186,2.482951,-0.038808,1.019547,0.425962,-0.023851,7.563502,0.239071,0.12838,0.526695,0.967354,0.471091,0.434302,0.484254,0.488037,0.409857,0.179449,0.048189,0.02098,0.27317,0.279992,0.433196,0.470674,0.111795,0.06734,0.122344,3.827946,0.236376,0.038185,0.050137,0.15126,0.212843,7586.371323,25.517047,67.32638,3.88916,1.193852,0.731332,0.636408,0.883563,0.10714,181.4018,6.528587,348.3661,1.291951,0.027208,0.143141,0.084386,0.000155,0.005277,18459.28,0.793097,0,0.991345,0.135113,0,0.008586,0.001308,449.2391,90165.26
0.045602,0.032889,0.063263,-55.504891,1.775856,0.64829,0.245663,-0.365305,0.203867,4.772085,0.482272,0.128296,0.556777,1.036268,0.574509,0.386584,0.398737,0.38321,0.381458,0.175405,0.053832,0.025863,0.320083,0.295564,0.524954,0.767326,0.162306,0.091708,0.062645,4.34606,0.17409,0.038327,0.036316,0.156721,0.218494,5357.362258,9.835223,55.49446,3.52865,1.167388,0.864337,0.613635,0.865713,0.120195,127.9712,6.351703,362.2691,1.333085,0.028899,0.091281,0.250679,0.000689,0.012607,13496.54,0.987929,0,0.786285,0.100864,0,0.168153,0.003615,391.137,96344.3
0.044358,0.024365,0.221761,-49.778302,0.225158,-0.627017,-0.120556,0.44919,-0.313045,7.655635,0.216002,0.134969,0.622708,1.097034,0.549173,0.544161,0.201556,0.413124,0.44223,0.190752,0.043152,0.017264,0.214956,0.332481,0.388133,0.649057,0.142539,0.097726,0.076002,4.074537,0.178676,0.032268,0.037671,0.145153,0.215778,8018.560745,46.564448,55.94416,4.293598,1.35979,0.64595,0.497118,0.885362,0.096853,69.75589,4.935166,172.3646,0.647183,0.019074,0.133237,0.215778,0.00032,0.008368,4420.037,0.84875,0,0.85486,0.094231,0,0.124157,0.00332,269.3071,124748.6
0.044358,0.024365,0.221761,-49.778302,0.225158,-0.627017,-0.120556,0.44919,-0.313045,7.655635,0.216002,0.134969,0.622708,1.097034,0.549173,0.544161,0.201556,0.413124,0.44223,0.190752,0.043152,0.017264,0.214956,0.332481,0.388133,0.649057,0.142539,0.097726,0.076002,4.074537,0.178676,0.032268,0.037671,0.145153,0.215778,8018.560745,46.564448,55.94416,4.293598,1.35979,0.64595,0.497118,0.885362,0.096853,69.75589,4.935166,172.3646,0.647183,0.019074,0.133237,0.215778,0.00032,0.008368,4420.037,0.84875,0,0.85486,0.094231,0,0.124157,0.00332,269.3071,124748.6
0.104371,0.082921,0.174289,-54.87137,1.875727,0.099962,0.482864,-0.16143,0.471013,6.584502,0.31272,0.165783,0.595438,1.032362,0.624953,0.484726,0.666563,0.37825,0.398424,0.186771,0.047743,0.046572,0.275916,0.308849,0.364331,0.535703,0.112669,0.119689,0.099215,5.845101,0.209096,0.045044,0.039361,0.160073,0.221468,3882.031362,8.627456,136.5723,7.527242,1.486734,0.697721,1.509748,0.885761,0.149747,159.2455,6.506856,5765.629,14.39692,0.080796,0.232995,0.654065,0.000819,0.012103,13473.56,1.656073,0,0.586551,0.088913,0,0.24267,0.00641,805.3531,282776.6
0.054041,0.03073,0.090483,-48.287133,0.877096,0.224771,0.391729,0.070964,-0.004256,5.767442,0.414079,0.136971,0.605785,1.086664,0.441036,0.432724,0.218443,0.433279,0.425848,0.181467,0.052573,0.015204,0.282414,0.248017,0.396103,0.421025,0.128836,0.073509,0.033986,3.783827,0.208287,0.038867,0.031785,0.153834,0.216973,10997.939823,33.758834,64.59402,4.303833,1.303983,0.688296,0.677042,0.897446,0.1185,96.20198,5.833249,177.2265,0.89935,0.023243,0.026845,0.126064,0.000205,0.006612,4622.543,0.659201,0,0.849534,0.101381,0,0.127911,0.003757,316.5465,47785.06
0.041261,0.03464,0.045496,-53.976896,0.604113,1.301876,1.050349,0.891921,-0.769768,6.845315,0.337809,0.117942,0.455052,1.043085,0.476458,0.450092,0.457845,0.412809,0.47542,0.161398,0.034189,0.00543,0.335011,0.320164,0.33961,0.378041,0.086676,0.048785,0.074817,4.355122,0.300374,0.030214,0.04059,0.156132,0.213287,6097.04137,19.352181,57.30253,3.353973,1.161407,0.641893,0.427069,0.863393,0.072867,104.6699,6.317352,129.318,0.182449,0.006978,0.02892,0.035442,0.000556,0.004019,3160.151,1.256889,0,0.430093,0.070074,0,0.245276,0.007255,384.1008,2864.469
0.055807,0.033846,0.069887,-50.031337,1.861889,0.050406,1.242536,0.457401,-0.359019,6.345829,0.353436,0.129592,0.566074,1.052291,0.603847,0.501293,0.289488,0.407605,0.42561,0.202185,0.071091,0.015042,0.397078,0.349526,0.404593,0.589425,0.116955,0.127748,0.070497,3.751867,0.293062,0.055035,0.071423,0.150062,0.215681,9579.266837,66.958679,71.79834,4.64318,1.327229,0.653798,0.775519,0.89293,0.047193,42.68181,5.908078,212.314,0.895221,0.020366,0.096819,0.267252,0.000178,0.003335,1390.721,0.50316,0,0.784288,0.084966,0,0.169293,0.003612,418.3027,36525.27
0.063604,0.04168,0.094481,-51.235557,0.95408,0.874238,0.287661,0.245414,0.41614,5.617014,0.415827,0.143532,0.560655,1.058542,0.488286,0.431614,0.406845,0.413391,0.39601,0.175498,0.045944,0.023783,0.417749,0.44638,0.43874,0.501232,0.140002,0.10548,0.029204,3.997,0.230906,0.043219,0.035734,0.159356,0.211689,8579.770412,30.276436,77.59107,4.889223,1.372611,0.719466,1.21292,0.893731,0.062945,31.93471,5.876134,432.9259,1.175095,0.021303,0.076486,0.76899,0.00023,0.005539,1089.29,1.320003,0,0.655792,0.099412,0,0.225879,0.006764,475.2321,130405.8
0.080348,0.060769,0.119338,-51.948104,1.160483,0.511948,0.805882,0.709406,0.896123,7.579038,0.263732,0.135632,0.601883,1.061,0.516091,0.463807,0.445931,0.400237,0.391564,0.194474,0.053975,0.041976,0.320763,0.4144,0.430029,0.519785,0.10655,0.07569,0.139643,4.044733,0.154355,0.055577,0.053398,0.152362,0.222298,5581.860389,12.837278,64.26714,4.623529,1.375121,0.848838,0.584361,0.878512,0.073127,80.23886,5.319217,391.9687,2.347634,0.066574,0.321051,0.08502,0.000481,0.004205,3494.07,1.62379,0,0.972703,0.134239,0,0.02657,0.002206,572.7493,511834.1
0.06183,0.045398,0.087046,-52.000848,0.989671,0.167243,0.793805,0.122913,0.430454,6.660233,0.348662,0.148852,0.546051,1.037431,0.514135,0.48604,0.539275,0.391986,0.424339,0.19626,0.039496,0.025174,0.382085,0.27346,0.255606,0.733526,0.116801,0.110617,0.094232,4.445263,0.239859,0.044316,0.031753,0.155362,0.215333,6114.247936,17.694623,72.30131,4.650511,1.330664,0.648878,0.699083,0.887545,0.060375,47.6893,5.767779,363.5581,1.402932,0.026321,0.088884,0.144533,0.000184,0.004196,1402.382,0.522771,0,0.945406,0.108221,0,0.051648,0.00333,517.3213,89906.86
0.049238,0.040023,0.064914,-53.250354,2.323282,0.749113,-0.33417,0.032732,0.001163,5.528655,0.436484,0.132986,0.495231,0.91489,0.382615,0.375949,0.377429,0.362297,0.331418,0.159042,0.0303,0.013085,0.261838,0.300778,0.332597,0.464828,0.112218,0.103365,0.209991,4.321413,0.253781,0.039714,0.032088,0.149543,0.219123,6661.490169,11.528698,65.1733,3.422836,1.12702,0.738105,0.588267,0.868227,0.211292,357.3762,6.916975,179.6422,0.763284,0.017974,0.035761,0.075392,0.00023,0.011732,32242.06,1.155636,0,0.808256,0.095418,0,0.155082,0.004188,449.2091,36759.73
0.04571,0.032461,0.055425,-51.677052,1.149804,0.816132,1.190387,0.382541,-0.148916,7.209126,0.313047,0.122655,0.52268,1.032943,0.60318,0.470149,0.49968,0.42863,0.414009,0.174457,0.039577,0.014152,0.310995,0.307867,0.419888,0.569724,0.147305,0.103742,0.079623,3.793677,0.318675,0.046956,0.037708,0.151644,0.214158,6462.781943,11.418913,64.62012,3.636906,1.148997,0.789389,0.613607,0.882366,0.088694,112.0065,7.091779,244.8772,0.57347,0.017643,0.095441,0.097465,0.000334,0.006709,6584.768,1.607338,0,0.76032,0.073006,0,0.182355,0.002143,333.2801,32487
0.055901,0.040312,0.085602,-53.011713,1.747559,0.04086,0.481515,-0.016128,-0.103626,6.836376,0.383492,0.152995,0.522187,0.928486,0.409111,0.368901,0.313191,0.325085,0.378173,0.188755,0.025929,0.016673,0.293349,0.318602,0.503544,0.401246,0.151388,0.078199,0.081989,4.507842,0.244078,0.044161,0.045891,0.155703,0.217765,6184.984002,9.364534,88.55965,4.259604,1.177292,0.697574,1.165233,0.895859,0.159883,168.2968,7.569895,158.469,0.416022,0.008078,0.013164,0.128457,0.000074,0.006697,5170.921,0.758088,0,0.940746,0.119207,0,0.05578,0.003355,462.6294,19298.5
0.055901,0.040312,0.085602,-53.011713,1.747559,0.04086,0.481515,-0.016128,-0.103626,6.836376,0.383492,0.152995,0.522187,0.928486,0.409111,0.368901,0.313191,0.325085,0.378173,0.188755,0.025929,0.016673,0.293349,0.318602,0.503544,0.401246,0.151388,0.078199,0.081989,4.507842,0.244078,0.044161,0.045891,0.155703,0.217765,6184.984002,9.364534,88.55965,4.259604,1.177292,0.697574,1.165233,0.895859,0.159883,168.2968,7.569895,158.469,0.416022,0.008078,0.013164,0.128457,0.000074,0.006697,5170.921,0.758088,0,0.940746,0.119207,0,0.05578,0.003355,462.6294,19298.5
0.035875,0.027615,0.069648,-57.489253,0.962124,0.488503,0.048744,-0.746225,-0.507141,6.941042,0.322513,0.117605,0.54165,1.083365,0.530378,0.580558,0.441234,0.411399,0.363763,0.184057,0.038862,0.020578,0.340566,0.26468,0.549579,0.926333,0.196443,0.193405,0.069264,4.274627,0.286111,0.033321,0.064378,0.158026,0.214848,3846.583574,8.104924,58.26624,3.611462,1.178889,0.710286,0.350165,0.860067,0.048899,124.2569,6.747261,123.5318,0.319225,0.011364,0.092319,0.071493,0.000456,0.001976,5924.651,1.101047,0,0.91012,0.085331,0,0.081856,0.001689,297.0701,37966.44
0.052343,0.033045,0.058034,-48.514407,1.557591,0.535245,0.082176,0.584684,-0.131047,5.486384,0.393397,0.130518,0.577584,1.092973,0.477566,0.526743,0.383088,0.427077,0.421203,0.200837,0.050276,0.015942,0.313865,0.315005,0.427088,0.431076,0.099043,0.071623,0.090759,3.793911,0.187283,0.042166,0.031672,0.15178,0.212042,11448.735068,15.268463,69.1866,4.429964,1.295875,0.780563,0.799877,0.894317,0.118894,90.08653,6.136477,153.0349,0.704199,0.019302,0.06009,0.07687,0.000187,0.008366,3758.844,0.638865,0,0.962051,0.128136,0,0.036534,0.001959,366.5995,34666.82
0.070955,0.050111,0.105131,-53.923173,1.508348,0.68352,0.594088,0.399815,0.002643,5.359922,0.417306,0.127798,0.572196,1.042786,0.521265,0.454467,0.330122,0.433863,0.429541,0.184346,0.067175,0.034555,0.247328,0.282503,0.296162,0.478704,0.114493,0.08193,0.101172,3.606307,0.228614,0.041523,0.037235,0.143844,0.21314,5210.112596,20.446283,69.75436,4.399948,1.281401,0.724986,0.828275,0.889461,0.111219,127.5115,6.291316,351.3404,2.14237,0.061454,0.071125,0.283429,0.000393,0.01141,15763.56,1.806246,0,0.92743,0.117046,0,0.067348,0.002605,510.5562,336362.3
0.067142,0.057372,0.100776,-60.294098,0.45645,0.204372,0.396339,-0.576035,0.078554,6.31834,0.312847,0.166614,0.489289,0.955814,0.54634,0.444741,0.556671,0.443102,0.433042,0.191621,0.036008,0.029619,0.282368,0.281709,0.443447,0.537258,0.144302,0.095662,0.167518,4.360281,0.28304,0.047521,0.04303,0.15207,0.214222,3054.041689,9.699066,35.14821,2.765838,1.171583,0.782015,0.270467,0.853278,0.160086,91.84317,4.92648,560.6961,1.447686,0.061029,0.13951,0.148162,0.001294,0.026856,13377.19,6.080771,0,0.695739,0.091164,0,0.211827,0.004908,562.233,192515.4
0.067142,0.057372,0.100776,-60.294098,0.45645,0.204372,0.396339,-0.576035,0.078554,6.31834,0.312847,0.166614,0.489289,0.955814,0.54634,0.444741,0.556671,0.443102,0.433042,0.191621,0.036008,0.029619,0.282368,0.281709,0.443447,0.537258,0.144302,0.095662,0.167518,4.360281,0.28304,0.047521,0.04303,0.15207,0.214222,3054.041689,9.699066,35.14821,2.765838,1.171583,0.782015,0.270467,0.853278,0.160086,91.84317,4.92648,560.6961,1.447686,0.061029,0.13951,0.148162,0.001294,0.026856,13377.19,6.080771,0,0.695739,0.091164,0,0.211827,0.004908,562.233,192515.4
0.043919,0.035035,0.05686,-54.5865,1.748426,0.395574,1.117261,0.214711,0.047137,6.96733,0.321454,0.118058,0.47624,0.987435,0.554026,0.559381,0.439276,0.426068,0.378083,0.178319,0.044672,0.013198,0.382686,0.392842,0.615758,0.528463,0.185587,0.077908,0.183829,4.022125,0.249433,0.055363,0.061768,0.162237,0.217889,6774.529972,14.968245,59.43557,3.474258,1.155927,0.64935,0.499404,0.868195,0.064209,73.02709,6.519572,517.824,1.325333,0.028294,0.095209,0.1522,0.000661,0.004101,4183.406,1.76856,0,0.800266,0.112613,0,0.159947,0.004198,402.4468,36423.12
0.043919,0.035035,0.05686,-54.5865,1.748426,0.395574,1.117261,0.214711,0.047137,6.96733,0.321454,0.118058,0.47624,0.987435,0.554026,0.559381,0.439276,0.426068,0.378083,0.178319,0.044672,0.013198,0.382686,0.392842,0.615758,0.528463,0.185587,0.077908,0.183829,4.022125,0.249433,0.055363,0.061768,0.162237,0.217889,6774.529972,14.968245,59.43557,3.474258,1.155927,0.64935,0.499404,0.868195,0.064209,73.02709,6.519572,517.824,1.325333,0.028294,0.095209,0.1522,0.000661,0.004101,4183.406,1.76856,0,0.800266,0.112613,0,0.159947,0.004198,402.4468,36423.12
0.037315,0.023802,0.056341,-50.184781,1.836395,0.45766,0.784486,0.571632,0.148646,5.628661,0.399947,0.105029,0.57584,1.044769,0.469999,0.467435,0.219329,0.429013,0.4406,0.1802,0.055102,0.014023,0.280732,0.303881,0.382239,0.419459,0.116571,0.095622,0.08755,4.138513,0.195205,0.036611,0.042614,0.152103,0.21169,11881.903877,23.140785,65.42101,4.008297,1.21717,0.992723,0.979757,0.893655,0.081175,75.52494,6.662362,190.4952,0.919125,0.030941,0.152336,0.226487,0.000242,0.005257,3916.076,1.294845,0,0.882823,0.107014,0,0.103516,0.004042,280.4825,51821.44
0.042187,0.024994,0.052161,-54.555903,2.005518,0.199483,0.589894,0.62986,0.457418,7.519031,0.31321,0.095347,0.622813,1.064666,0.48418,0.424334,0.233815,0.328903,0.31794,0.188371,0.073429,0.024522,0.406224,0.414833,0.492146,0.693756,0.161586,0.156592,0.128477,4.293213,0.236775,0.051085,0.048198,0.148576,0.211482,6565.15226,13.027389,52.33149,4.08286,1.293027,0.747428,0.475113,0.873344,0.05495,52.44471,5.690533,368.1217,2.406744,0.079667,0.184962,0.39386,0.000897,0.003224,1727.023,2.965187,0,0.953396,0.081509,0,0.044462,0.001676,256.223,116495.3
0.100419,0.067968,0.152735,-49.055967,1.804913,-0.194017,0.816742,0.295682,0.458529,5.957771,0.346773,0.157632,0.612021,1.027948,0.5191,0.459259,0.374173,0.430658,0.444852,0.187243,0.056936,0.044015,0.339273,0.301443,0.380664,0.39402,0.15059,0.123952,0.094195,3.729815,0.235709,0.037575,0.03252,0.147076,0.211452,11930.280767,27.556309,87.24958,5.767231,1.473726,0.628212,1.210017,0.894183,0.113374,69.03564,5.513322,532.1862,2.391423,0.041188,0.072117,0.541697,0.000348,0.012491,6506.026,1.548501,0,0.920772,0.109106,0,0.072999,0.003785,740.8622,438898.5
0.059101,0.040289,0.068576,-50.733182,2.10864,-0.113856,0.653606,0.645262,0.485239,7.250882,0.215291,0.127487,0.593011,0.999558,0.444189,0.45499,0.34632,0.399595,0.462639,0.15618,0.057863,0.019675,0.372933,0.325381,0.357717,0.465721,0.12069,0.080653,0.095553,3.800916,0.231848,0.045858,0.035283,0.148818,0.206956,7579.60386,27.120771,68.13174,4.418307,1.300731,0.699422,0.715286,0.893781,0.17521,165.4781,5.748399,299.3801,1.324291,0.027309,0.060363,0.263977,0.000154,0.010622,10847.97,0.933525,0,0.908123,0.096477,0,0.083492,0.002352,438.3566,170658.9
0.059101,0.040289,0.068576,-50.733182,2.10864,-0.113856,0.653606,0.645262,0.485239,7.250882,0.215291,0.127487,0.593011,0.999558,0.444189,0.45499,0.34632,0.399595,0.462639,0.15618,0.057863,0.019675,0.372933,0.325381,0.357717,0.465721,0.12069,0.080653,0.095553,3.800916,0.231848,0.045858,0.035283,0.148818,0.206956,7579.60386,27.120771,68.13174,4.418307,1.300731,0.699422,0.715286,0.893781,0.17521,165.4781,5.748399,299.3801,1.324291,0.027309,0.060363,0.263977,0.000154,0.010622,10847.97,0.933525,0,0.908123,0.096477,0,0.083492,0.002352,438.3566,170658.9
0.059101,0.040289,0.068576,-50.733182,2.10864,-0.113856,0.653606,0.645262,0.485239,7.250882,0.215291,0.127487,0.593011,0.999558,0.444189,0.45499,0.34632,0.399595,0.462639,0.15618,0.057863,0.019675,0.372933,0.325381,0.357717,0.465721,0.12069,0.080653,0.095553,3.800916,0.231848,0.045858,0.035283,0.148818,0.206956,7579.60386,27.120771,68.13174,4.418307,1.300731,0.699422,0.715286,0.893781,0.17521,165.4781,5.748399,299.3801,1.324291,0.027309,0.060363,0.263977,0.000154,0.010622,10847.97,0.933525,0,0.908123,0.096477,0,0.083492,0.002352,438.3566,170658.9
0.027164,0.019131,0.045897,-58.924961,1.281991,0.367899,0.591934,0.349667,0.410381,4.810261,0.501234,0.08401,0.548216,1.035303,0.486315,0.376441,0.314697,0.450817,0.457937,0.197781,0.058562,0.014871,0.392682,0.297899,0.472383,0.605256,0.170465,0.122081,0.159661,4.528144,0.157407,0.048062,0.045188,0.160489,0.214073,4889.567833,10.938208,47.20625,2.860168,1.021965,1.433112,0.754288,0.851168,0.077124,108.0408,7.869172,329.5889,0.86952,0.036677,0.481723,0.19983,0.00086,0.005094,9548.641,2.522869,0,0.990679,0.137047,0,0.00924,0.001799,196.3471,29529.25
0.044348,0.032113,0.070151,-51.129039,1.266831,-0.418211,-0.500815,0.898935,0.50512,5.823851,0.428179,0.140958,0.541668,0.972867,0.58603,0.499232,0.407585,0.444528,0.395245,0.136633,0.066614,0.018104,0.319044,0.277926,0.347077,0.868284,0.137198,0.082873,0.090779,3.82657,0.310914,0.034567,0.045814,0.156384,0.213231,9102.987942,16.584837,65.70418,3.693399,1.149163,0.783123,0.778608,0.877492,0.048861,33.10669,7.27872,174.8332,1.388209,0.038273,0.066333,0.165385,0.00038,0.004148,812.6769,1.137468,0,0.949401,0.109841,0,0.048071,0.001904,337.3818,80215.49
0.044385,0.025807,0.050464,-51.347919,1.403387,0.365239,0.37526,-0.068342,0.062547,6.029603,0.40394,0.125316,0.596424,1.049836,0.442951,0.404223,0.316513,0.451514,0.394775,0.191194,0.039028,0.01496,0.302144,0.26741,0.390291,0.447072,0.115021,0.076507,0.063308,3.765486,0.164552,0.04622,0.033091,0.158947,0.2172,7889.837601,26.76785,60.35212,4.03589,1.271521,0.745954,0.601359,0.896628,0.136215,133.5562,5.863801,167.5322,0.541555,0.013058,0.035777,0.116202,0.000362,0.007697,7184.64,0.570898,0,0.896139,0.088045,0,0.093136,0.003678,282.964,53632.75
