@attribute mfcc_sma_de[12]_range numeric
@attribute mfcc_sma_de[12]_minPos numeric
@attribute mfcc_sma_de[12]_linregerrQ numeric
@attribute mfcc_sma_de[12]_stddev numeric
@attribute pcm_zcr_sma_de_linregc2 numeric
@attribute pcm_zcr_sma_de_linregerrQ numeric
@attribute voiceProb_sma_de_max numeric
@attribute voiceProb_sma_de_linregerrQ numeric
@attribute voiceProb_sma_de_stddev numeric
@attribute output {sleepy,notsleepy}

@data

0.005111,0.007089,0.006983,2.900532,-0.8652,-0.022249,2116,-9.912645,2746,101,2985,0.411705,-1.939842,2.999161,-3.819768,0.064236,0.060981,2777,0.018106,0.000001,13.49198,0.000008,0.01583,5.163885,-0.431444,1.045252,5.373324,-0.236821,5.093116,7.112998,2893,4.048386,10.2318,6,0.894991,0.946043,0.000007,0.000054,0.146032,0.000803,0.028331,sleepy
0.005111,0.007089,0.006983,2.900532,-0.8652,-0.022249,2116,-9.912645,2746,101,2985,0.411705,-1.939842,2.999161,-3.819768,0.064236,0.060981,2777,0.018106,0.000001,13.49198,0.000008,0.01583,5.163885,-0.431444,1.045252,5.373324,-0.236821,5.093116,7.112998,2893,4.048386,10.2318,6,0.894991,0.946043,0.000007,0.000054,0.146032,0.000803,0.028331,sleepy
0.01218,0.011346,0.00984,2.359549,2.526037,-0.689651,2166,-3.988003,1613,879,1574,-0.176038,1.43744,-9.789397,-1.395407,0.04468,0.039068,1456,0.010774,-0.000002,8.572282,0.000002,-0.426711,6.761833,-0.42408,0.870902,6.889624,0.280522,5.172156,6.409443,2429,4.417348,9.634691,2412,0.965372,0.982559,0.000031,0.000016,0.130922,0.000724,0.0269,sleepy
0.01218,0.011346,0.00984,2.359549,2.526037,-0.689651,2166,-3.988003,1613,879,1574,-0.176038,1.43744,-9.789397,-1.395407,0.04468,0.039068,1456,0.010774,-0.000002,8.572282,0.000002,-0.426711,6.761833,-0.42408,0.870902,6.889624,0.280522,5.172156,6.409443,2429,4.417348,9.634691,2412,0.965372,0.982559,0.000031,0.000016,0.130922,0.000724,0.0269,sleepy
0.01772,0.01281,0.01084,1.951113,-2.680227,-1.047868,1719,-0.154572,2800,679,121,-0.361965,-0.833894,-5.767898,-2.619758,0.038936,0.02932,561,0.020121,0.000002,4.706843,-0.000001,0.204296,3.759648,0.045791,0.899234,5.402827,0.000821,3.851078,3.77935,676,3.461344,6.892733,1794,0.876579,0.936269,0.00003,0.000061,0.1048,0.000781,0.027953,sleepy
0.011644,0.013785,0.012694,2.873464,-4.983606,-0.026581,256,0.560139,1846,2562,1911,-0.086171,-0.747018,-0.470917,8.801875,0.037632,0.045634,860,0.01593,0.000002,6.88414,-0.000002,0.863959,6.083307,0.433033,0.878668,4.170803,0.165832,4.329988,5.611433,1937,5.534862,7.813542,1721,0.940611,0.969885,0.000031,0.000061,0.122361,0.000837,0.028927,sleepy
0.032078,0.021322,0.026415,2.342785,-9.090232,0.036321,2217,-3.118021,774,1646,1068,-0.6908,-1.332711,-3.158097,0.380704,0.101758,0.082099,1999,0.028287,0.000019,8.70718,-0.00001,0.435703,4.28137,-0.301083,1.043666,3.833133,-0.187878,3.76874,3.543952,821,3.300987,7.406746,268,0.899992,0.94868,0.000043,0.000112,0.131339,0.000705,0.026543,sleepy
0.014407,0.015022,0.013462,4.405614,-4.307635,-0.828063,2878,-3.083026,2146,1438,259,-0.341057,-6.656412,-5.423159,-3.861345,0.056825,0.059067,323,0.025949,-0.000002,6.58207,0,0.609991,5.777019,1.08762,0.705943,4.17291,0.203492,3.940303,4.847769,1418,3.549418,7.756415,1445,0.649179,0.805724,-0.000003,0.000069,0.107892,0.000595,0.024386,sleepy
0.014407,0.015022,0.013462,4.405614,-4.307635,-0.828063,2878,-3.083026,2146,1438,259,-0.341057,-6.656412,-5.423159,-3.861345,0.056825,0.059067,323,0.025949,-0.000002,6.58207,0,0.609991,5.777019,1.08762,0.705943,4.17291,0.203492,3.940303,4.847769,1418,3.549418,7.756415,1445,0.649179,0.805724,-0.000003,0.000069,0.107892,0.000595,0.024386,sleepy
0.014407,0.015022,0.013462,4.405614,-4.307635,-0.828063,2878,-3.083026,2146,1438,259,-0.341057,-6.656412,-5.423159,-3.861345,0.056825,0.059067,323,0.025949,-0.000002,6.58207,0,0.609991,5.777019,1.08762,0.705943,4.17291,0.203492,3.940303,4.847769,1418,3.549418,7.756415,1445,0.649179,0.805724,-0.000003,0.000069,0.107892,0.000595,0.024386,sleepy
0.005628,0.006538,0.005503,2.445142,0.144448,-0.841778,459,4.34807,2074,1679,1259,-0.445936,2.223074,0.743838,-1.729209,0.023753,0.027761,2389,0.004756,0.000001,6.977574,0.000008,-0.13493,4.720471,-0.23178,0.785711,3.368103,0.159488,5.367757,3.931447,740,3.911947,6.970929,235,0.612444,0.782589,0.000034,0.000015,0.130811,0.000515,0.022699,sleepy
0.01935,0.017678,0.016171,4.432547,-0.455914,-1.140068,398,-1.590687,995,244,2115,0.50014,1.46134,-0.498088,-2.889129,0.043216,0.040905,643,0.023406,0.000015,5.386071,0.000001,0.067558,4.156153,0.032022,1.10253,3.836714,0.086841,3.444846,4.959249,506,3.370536,8.171749,2038,0.938102,0.968559,-0.000024,0.000054,0.110914,0.000747,0.027337,sleepy
0.012282,0.011539,0.008933,2.546686,-4.945662,-1.018,2783,1.4193,294,2760,2985,-0.0377,0.285507,2.376133,0.945496,0.043127,0.04224,2013,0.013095,0,4.585326,-0.000005,0.33763,5.000819,0.129167,0.744673,4.284519,0.138427,3.760877,3.991455,597,3.191357,7.507766,592,0.616848,0.785404,-0.000007,0.000041,0.153649,0.000497,0.022299,sleepy
0.002684,0.000883,0.002125,1.202768,6.86176,-0.051231,2450,2.057496,1137,279,1167,-0.002732,-8.169947,-3.317955,-5.272917,0.027197,0.022795,710,0.002456,-0.000001,4.618629,0.000009,-0.087123,4.408751,0.308283,0.716791,4.329347,0.074769,5.127923,4.574155,2029,5.760339,9.229114,287,0.78427,0.885603,0.000006,0.000002,0.146548,0.000627,0.025045,sleepy
0.011444,0.013435,0.009117,2.329052,-3.849819,-0.822278,1709,-7.491571,2281,130,2926,-0.309036,-3.911671,-3.028947,-1.583315,0.062124,0.066706,2479,0.011209,0.000001,11.90284,-0.000004,0.16436,4.981801,0.20883,1.102451,4.135596,0.262577,5.414224,3.38544,2877,3.222861,6.692193,890,0.864662,0.929879,0.000056,0.00007,0.116539,0.000719,0.026809,sleepy
0.018443,0.020963,0.014313,0.827938,1.026749,-0.874971,1401,-7.998054,1241,282,910,0.077802,-0.470629,-7.011562,-4.247954,0.05469,0.057797,1661,0.012142,0.000008,6.563473,0.000003,-0.386904,6.328483,-0.167066,0.823562,3.792944,0.108031,4.71284,3.804542,2381,4.48425,7.526455,2889,0.813127,0.901741,0.000025,0.000015,0.173781,0.00072,0.026829,sleepy
0.016276,0.012174,0.009324,1.599931,-9.277068,0.177997,1156,-2.067326,2087,1301,2882,0.026731,-1.568632,-1.495484,0.397732,0.090614,0.057865,846,0.012493,0.000002,7.273585,-0.000002,-0.039524,3.912049,0.060735,0.674695,3.264419,-0.035779,3.959658,3.149596,1261,3.938672,6.038214,1250,0.664507,0.815173,0.000033,0.000073,0.125453,0.000571,0.023898,sleepy
0.016276,0.012174,0.009324,1.599931,-9.277068,0.177997,1156,-2.067326,2087,1301,2882,0.026731,-1.568632,-1.495484,0.397732,0.090614,0.057865,846,0.012493,0.000002,7.273585,-0.000002,-0.039524,3.912049,0.060735,0.674695,3.264419,-0.035779,3.959658,3.149596,1261,3.938672,6.038214,1250,0.664507,0.815173,0.000033,0.000073,0.125453,0.000571,0.023898,sleepy
0.013567,0.010769,0.010567,3.034139,-4.108553,0.205354,2648,4.394697,2913,727,1469,-0.096938,-3.235164,-1.665453,-6.443982,0.048977,0.05363,1679,0.021081,0.000003,7.034531,-0.000006,0.133712,4.458759,0.068945,0.815935,4.590238,0.233219,5.171354,4.705758,2023,3.637432,6.846556,2929,0.774939,0.880313,-0.000059,0.000061,0.13421,0.000615,0.024796,sleepy
0.019063,0.015357,0.007935,2.195387,-1.659672,-0.488514,1878,-1.244572,1428,2470,1858,-0.060751,5.912946,2.895223,-3.106014,0.042,0.037621,461,0.01392,0.000001,3.975219,-0.000007,0.153662,4.189463,0.229888,0.72133,4.50586,-0.065338,3.526411,4.317019,1722,3.660449,10.01913,485,0.948787,0.974059,-0.000019,0.000026,0.118795,0.000592,0.02434,sleepy
0.019063,0.015357,0.007935,2.195387,-1.659672,-0.488514,1878,-1.244572,1428,2470,1858,-0.060751,5.912946,2.895223,-3.106014,0.042,0.037621,461,0.01392,0.000001,3.975219,-0.000007,0.153662,4.189463,0.229888,0.72133,4.50586,-0.065338,3.526411,4.317019,1722,3.660449,10.01913,485,0.948787,0.974059,-0.000019,0.000026,0.118795,0.000592,0.02434,sleepy
0.00736,0.007006,0.005922,2.370806,-7.692408,-0.612486,589,6.591604,894,2826,290,-0.182975,-2.581776,-0.113543,-0.298148,0.055852,0.035508,69,0.007858,0,7.241787,0.000002,-0.188604,5.019695,-0.043921,0.706085,4.279561,0.201307,4.031991,3.603579,927,3.968859,8.398325,691,0.750426,0.866273,0.000046,0.000078,0.067551,0.00029,0.017045,sleepy
0.025237,0.014927,0.012224,0.22616,-7.158614,0.048205,2330,6.865121,2830,767,1033,-0.31329,-2.374551,-1.094463,-1.808946,0.062437,0.048775,1388,0.021846,0.000007,3.994091,-0.000001,1.164369,5.495992,0.926335,1.681242,6.514579,0.470292,3.917534,7.324146,902,3.763499,8.435058,665,1.150888,1.072796,0.000028,0.000055,0.127759,0.001508,0.038834,sleepy
0.005049,0.005094,0.004228,1.714301,8.350927,-0.878071,2445,-15.41203,1861,438,777,0.580539,-5.300519,-10.56719,-5.639434,0.068437,0.065899,2199,0.005236,-0.000001,11.3882,-0.000002,-0.306764,9.037786,0.009994,1.198218,6.233209,0.133597,4.879072,4.769679,2093,4.85723,12.91056,495,1.229934,1.109027,0.000018,0.000067,0.151525,0.000616,0.024827,sleepy
0.005049,0.005094,0.004228,1.714301,8.350927,-0.878071,2445,-15.41203,1861,438,777,0.580539,-5.300519,-10.56719,-5.639434,0.068437,0.065899,2199,0.005236,-0.000001,11.3882,-0.000002,-0.306764,9.037786,0.009994,1.198218,6.233209,0.133597,4.879072,4.769679,2093,4.85723,12.91056,495,1.229934,1.109027,0.000018,0.000067,0.151525,0.000616,0.024827,sleepy
0.003445,0.003516,0.001835,1.856984,1.221973,-0.296655,889,3.37379,290,975,395,0.090835,-2.400529,-0.466453,-1.925752,0.030737,0.032324,1381,0.002286,-0.000001,5.159005,0.000003,-0.129668,4.832181,0.169982,1.321659,5.131567,-0.280994,3.976756,4.965237,328,3.894673,8.477041,196,1.03159,1.015679,0.000015,0.000031,0.155579,0.001183,0.034392,sleepy
0.013364,0.014534,0.011024,4.511852,1.561661,-0.650852,1793,-4.411404,444,1639,2454,0.186584,-2.709723,-7.983006,-5.178482,0.046977,0.052283,78,0.024283,-0.000001,10.19622,-0.000012,-0.207933,4.766851,0.129176,0.888235,7.400854,0.240197,4.106898,4.75689,2468,6.031135,7.728417,1934,0.766413,0.875453,-0.000029,0.000044,0.090864,0.000515,0.022703,sleepy
0.013389,0.011499,0.008326,1.247917,0.576637,-1.031524,779,-1.530697,2152,194,200,-0.214465,-4.808333,-9.925215,-3.449941,0.045185,0.040866,1904,0.012645,0.000004,6.984959,0.000009,-0.192081,5.806416,0.184993,1.248,5.701159,-0.116355,3.822523,6.097869,593,4.185865,8.143475,2740,1.147885,1.071418,-0.000039,0.000037,0.144328,0.001115,0.033395,sleepy
0.013389,0.011499,0.008326,1.247917,0.576637,-1.031524,779,-1.530697,2152,194,200,-0.214465,-4.808333,-9.925215,-3.449941,0.045185,0.040866,1904,0.012645,0.000004,6.984959,0.000009,-0.192081,5.806416,0.184993,1.248,5.701159,-0.116355,3.822523,6.097869,593,4.185865,8.143475,2740,1.147885,1.071418,-0.000039,0.000037,0.144328,0.001115,0.033395,sleepy
0.024657,0.017298,0.011811,1.907388,-16.28703,-0.150496,80,-7.694677,1419,1735,1125,-0.068476,2.072565,-2.335777,1.16971,0.183894,0.269797,985,0.01935,0.00001,4.974093,-0.000003,0.543165,6.302576,0.388802,0.794387,3.814494,0.020484,3.182309,3.251871,1380,3.085486,7.005284,1501,0.885275,0.940924,-0.000002,0.000223,0.144265,0.002179,0.046677,sleepy
0.008832,0.011673,0.006774,1.194506,-2.300305,-1.051765,989,-5.836284,1955,1885,449,-0.804088,1.623138,-3.253799,-1.658304,0.051915,0.056178,2612,0.006171,0,11.56428,-0.000004,0.030875,5.653812,-0.774744,0.700542,4.370241,0.231958,4.369226,3.134731,1931,3.886349,5.45185,2290,0.561361,0.749241,-0.000048,0.000039,0.127269,0.000485,0.022032,sleepy
0.008832,0.011673,0.006774,1.194506,-2.300305,-1.051765,989,-5.836284,1955,1885,449,-0.804088,1.623138,-3.253799,-1.658304,0.051915,0.056178,2612,0.006171,0,11.56428,-0.000004,0.030875,5.653812,-0.774744,0.700542,4.370241,0.231958,4.369226,3.134731,1931,3.886349,5.45185,2290,0.561361,0.749241,-0.000048,0.000039,0.127269,0.000485,0.022032,sleepy
0.002793,0.002025,0.00244,2.144486,2.131227,-0.328379,1534,15.38873,2288,2070,2546,-0.935209,4.449578,-1.742006,-8.501184,0.017887,0.021524,2054,0.003185,0,18.43333,-0.000004,-0.897849,16.9901,-0.183264,0.531508,4.118646,0.38043,4.424713,3.696603,1598,4.227483,6.611053,1536,0.494993,0.70356,-0.000005,0.000002,0.161583,0.000283,0.016822,sleepy
0.016627,0.017535,0.007505,2.621995,2.273946,-0.72091,2115,-7.159884,136,696,2783,0.287143,-4.452633,-5.73875,-1.71451,0.045143,0.049986,2792,0.009945,-0.000001,8.237364,-0.000009,-0.223181,5.353436,0.13783,0.477814,3.754552,0.0322,4.292071,3.267604,813,3.892499,7.330818,2912,0.558526,0.747352,-0.000022,0.000018,0.14404,0.000346,0.018606,sleepy
0.009339,0.010245,0.007003,1.625471,0.01555,-1.248569,418,0.754608,1823,393,2976,0.13277,-7.916427,-10.86868,-4.366473,0.035379,0.037824,1335,0.007304,0.000005,5.666561,0.000003,-0.214269,4.956913,-0.024478,0.936465,5.106914,0.119335,4.304952,6.987927,2587,4.310657,8.733946,1007,0.972878,0.986352,0.000025,0.000016,0.119104,0.000694,0.026349,sleepy
0.023791,0.007713,0.02109,2.522443,-9.501867,-0.905722,542,-1.164448,119,925,1360,-0.234588,-3.568552,0.261497,0.111962,0.097373,0.053101,491,0.032726,0.000009,8.1455,-0.000008,1.378354,8.087627,-0.03285,1.324264,6.213564,0.277313,4.233445,5.448023,1463,4.632651,8.844632,1321,0.949563,0.974471,0.000029,0.000299,0.161791,0.001,0.031623,sleepy
0.0045,0.003451,0.003395,3.351074,-0.680521,-1.089392,2226,2.563902,701,99,797,-0.309836,-1.389067,-6.824667,-3.282916,0.032275,0.02624,836,0.005441,0,6.060108,-0.000004,-0.275249,5.300111,0.120848,0.905662,4.358339,-0.003065,4.357833,4.708468,2958,3.821201,8.19525,2268,0.840255,0.916656,0.000004,0.000035,0.087781,0.000469,0.021656,sleepy
0.011527,0.010932,0.007426,1.198125,1.421692,-1.164517,437,-6.791483,603,76,2282,0.072632,-9.701524,-16.297,-6.509854,0.042101,0.049203,205,0.007189,-0.000001,6.005754,-0.000002,0.019372,4.939804,-0.57798,1.018366,4.225649,0.115868,4.831975,4.452544,279,4.456669,8.563808,846,1.122776,1.059613,-0.000029,0.00002,0.138203,0.000957,0.030932,sleepy
0.009951,0.010901,0.00813,2.286227,3.75537,-0.577299,796,-4.640077,786,524,619,-0.719803,0.743231,-0.247983,-8.959698,0.031462,0.036737,135,0.010762,-0.000004,4.275631,0.000001,0.036533,4.196404,-0.160951,0.751284,3.736548,-0.12538,4.227749,4.890769,786,3.618279,7.396111,2946,0.844752,0.919142,-0.000024,0.000013,0.115625,0.000716,0.026766,sleepy
0.016172,0.017431,0.010697,2.652097,-0.681688,-0.385342,2265,4.054244,1359,1523,696,-0.110478,-4.595442,-6.105723,-2.100825,0.031577,0.034491,64,0.014081,-0.000001,5.548103,-0.000003,-0.381413,5.446935,-0.002376,0.731289,2.633963,0.016375,3.463516,3.626427,617,3.949108,6.59123,73,0.688756,0.829913,-0.000023,0.000024,0.077967,0.000638,0.025269,sleepy
0.016172,0.017431,0.010697,2.652097,-0.681688,-0.385342,2265,4.054244,1359,1523,696,-0.110478,-4.595442,-6.105723,-2.100825,0.031577,0.034491,64,0.014081,-0.000001,5.548103,-0.000003,-0.381413,5.446935,-0.002376,0.731289,2.633963,0.016375,3.463516,3.626427,617,3.949108,6.59123,73,0.688756,0.829913,-0.000023,0.000024,0.077967,0.000638,0.025269,sleepy
0.001216,0.0012,0.000532,1.442355,-2.723324,-1.485764,2764,16.77232,1571,1139,918,0.500315,-5.303316,-4.808086,-4.648882,0.016393,0.012972,807,0.001664,0.000001,9.905682,0.000004,-0.771196,8.09612,-0.098742,0.517511,4.439646,0.181947,4.187138,2.711248,1445,3.926809,6.478639,1816,0.551066,0.742339,0.000013,0.000001,0.140578,0.000307,0.017534,sleepy
0.014986,0.019265,0.015635,3.765199,-4.549345,-0.795388,2593,-0.87013,1797,606,1797,-0.200445,-4.590708,-3.300265,-0.04808,0.066892,0.075633,1027,0.021374,0.000013,5.151431,0.000003,0.734487,4.44897,0.929889,1.367306,5.183534,-0.267904,3.60895,5.362354,2371,4.170251,8.451102,1975,1.302771,1.141423,0.000036,0.000148,0.103542,0.001249,0.035335,sleepy
0.009304,0.012399,0.005736,1.912382,-6.07713,-0.224917,2966,1.44134,2572,2909,2586,0.087341,-13.16186,-10.6746,-7.655347,0.044943,0.04005,2085,0.00748,-0.000002,4.721326,-0.000004,0.084539,4.6632,-0.382231,1.198638,4.694932,0.019227,3.739577,4.446187,2650,3.813029,9.425613,851,1.280305,1.131521,0.000045,0.000059,0.137649,0.001113,0.03336,sleepy
0.021692,0.020497,0.008866,1.992003,-6.313272,-1.027052,974,-4.930308,2623,1594,1543,-0.168644,1.153395,0.441789,1.02985,0.056015,0.051887,977,0.011412,0.000001,5.39466,-0.000002,-0.079558,3.668422,-0.213996,0.563601,3.533599,-0.092068,3.912551,3.642594,77,3.555715,7.124354,610,0.585483,0.765172,0.000012,0.000032,0.102062,0.000445,0.021085,sleepy
0.00443,0.004823,0.005748,3.563004,2.627483,-1.077807,1146,0.77511,1776,822,458,-0.397091,-0.358896,-3.343689,-1.744492,0.03819,0.043643,2387,0.00935,0,8.013592,-0.000009,-0.244152,6.645337,-0.032836,1.326701,4.41768,-0.015722,5.087759,4.542387,913,4.684421,11.03609,826,0.74997,0.86602,0.00002,0.000092,0.115148,0.000449,0.021198,sleepy
0.030272,0.0213,0.028196,0.872221,-5.188719,-0.080625,2580,-2.578306,805,560,2100,0.176004,-4.977676,-0.648614,4.431964,0.066316,0.050863,427,0.021901,0,6.226719,0.000001,-0.115872,4.428477,0.056987,0.968672,3.547893,0.120189,3.572119,4.746951,1542,4.353241,7.291869,866,0.732855,0.85607,0.000072,0.000052,0.132022,0.000664,0.025772,sleepy
0.021792,0.017185,0.013139,2.37533,-1.996267,0.321253,10,-3.059611,2421,553,2464,-0.126902,-2.529792,-1.647024,2.480505,0.054039,0.056856,2877,0.026767,0.000007,5.063005,0.000006,-0.180191,2.979025,0.167311,1.36219,4.494559,0.170451,3.432391,5.091851,555,3.19842,7.477681,641,0.957009,0.978269,-0.000005,0.000056,0.138036,0.000852,0.029186,sleepy
0.010631,0.009886,0.013229,4.401818,-5.970223,-0.626986,2507,2.529134,1800,2285,1254,-0.296314,-2.072791,0.085222,2.734194,0.070189,0.06735,946,0.02423,0.000003,8.069183,-0.000003,-0.228003,6.241182,-0.162911,0.793864,5.841094,0.003,4.01553,5.975141,1435,3.892438,7.153886,2439,0.738867,0.859574,0.00006,0.000133,0.160112,0.00088,0.02967,sleepy
0.021199,0.022946,0.007549,1.166693,-2.032001,-0.330242,2704,-4.013597,645,33,1558,0.317379,-6.248769,-0.813017,-4.302898,0.062895,0.063,338,0.007513,0.000002,6.358088,-0.000001,0.317017,4.905099,0.284237,0.717112,3.716628,0.303615,3.966273,3.633068,673,3.851638,7.104414,328,0.638507,0.799078,-0.000002,0.000017,0.108767,0.000489,0.022124,sleepy
0.039072,0.028879,0.025597,2.941468,-7.746908,-0.562447,1953,2.225715,1980,704,1583,-0.301632,-3.921571,-4.063788,0.512212,0.076454,0.065465,547,0.028858,0.000002,4.488719,-0.000003,0.731013,4.237489,0.469722,1.022227,3.631681,0.426092,3.646872,3.98454,252,3.074819,7.024717,1636,0.894158,0.945604,0.000039,0.000109,0.111354,0.000817,0.028591,sleepy
0.021879,0.022758,0.008626,2.206705,-1.591235,-0.221738,535,1.657152,2870,603,2881,-0.079191,-1.777083,-0.744784,-3.613199,0.037946,0.040977,670,0.010315,0.000001,4.251615,-0.000009,0.317619,4.0374,0.056778,0.60839,3.438897,0.105535,3.01298,3.681419,777,2.953137,5.780834,742,0.718437,0.847608,-0.00001,0.000022,0.081348,0.000523,0.022868,sleepy
0.006334,0.004297,0.002568,2.607723,-3.028918,-0.383272,1745,2.150455,881,2864,971,0.063489,1.251695,1.365803,-0.988453,0.01638,0.01391,2924,0.005976,0,4.23904,-0.000002,-0.065901,3.800351,0.098012,0.891213,3.346075,-0.054831,3.247278,2.834577,472,3.451216,6.115902,1968,0.715432,0.845832,-0.000009,0.000009,0.14192,0.000423,0.020558,sleepy
0.005424,0.005616,0.00477,3.863089,4.488878,-2.74289,243,-1.534884,2546,163,2033,-0.399752,-6.509403,-7.652999,-5.498323,0.043544,0.041034,1363,0.010801,0,21.49805,-0.000002,-0.2129,7.367586,-0.530853,0.601483,3.470817,0.26078,5.144918,4.155348,316,5.167232,6.423926,1119,0.637844,0.798652,0.000017,0.000033,0.091333,0.000432,0.020794,sleepy
0.010263,0.008812,0.009112,2.704985,-2.853263,-0.6155,2229,4.539646,699,150,750,-0.23732,0.756651,-2.945737,0.679538,0.026128,0.022711,92,0.014377,0,5.179271,-0.000004,0.080935,3.606246,0.09685,1.364297,4.749479,0.167504,3.411835,4.468853,772,3.668168,11.01491,1060,1.181576,1.087005,-0.000023,0.000027,0.140473,0.001272,0.035663,sleepy
0.015589,0.0153,0.004319,1.043635,-8.732294,-0.149645,1438,-2.529913,1977,569,841,-0.004591,-1.57655,-1.166177,-0.237133,0.07307,0.072438,1599,0.004929,-0.000001,3.532949,0.000002,-0.045736,3.378801,0.119072,0.645922,2.897417,-0.007408,3.162598,3.910417,323,2.900309,7.250833,1808,0.693847,0.832979,-0.000006,0.000028,0.065175,0.000259,0.016085,sleepy
0.020505,0.020809,0.015659,2.186129,-5.325558,-0.968958,2679,-0.305728,749,2677,901,-0.247007,-7.336915,-3.700921,3.626227,0.057719,0.062136,337,0.016427,-0.000012,5.116263,0,-0.030198,3.843296,-0.13414,0.648508,2.895229,-0.004532,3.120797,3.266361,1969,3.954134,7.190249,2717,0.864953,0.930049,-0.000353,0.000046,0.078187,0.00037,0.019226,sleepy
0.010883,0.009331,0.007262,1.903832,-0.34675,-0.417231,1851,4.107093,503,2650,1880,-0.492833,0.113271,-4.986583,-4.066172,0.031964,0.030761,2601,0.012481,0.000001,7.533437,-0.000003,0.124106,6.055938,-0.072068,0.856094,5.004916,0.063554,5.176221,5.128617,1764,4.415984,7.952469,235,0.876284,0.936101,0.000029,0.000021,0.17145,0.000578,0.024037,sleepy
0.010091,0.012262,0.005901,1.968984,5.81257,-0.133267,1589,-12.4443,740,1417,543,0.192867,-5.455511,-12.28098,-12.75259,0.043735,0.046548,2358,0.00486,0,6.34211,0.000002,0.051972,4.389824,-0.048602,1.288119,4.56319,-0.117459,4.965121,5.056581,375,4.110667,9.263219,376,1.282812,1.132613,0.000016,0.000008,0.117984,0.000574,0.023966,sleepy
0.003863,0.004415,0.002305,1.264941,0.023483,-0.540547,2177,-5.406971,1522,1801,1458,-0.038807,-2.001652,-4.001242,-4.875244,0.051561,0.047755,359,0.003217,0.000002,8.116684,0.000003,-0.099141,6.096479,0.508852,0.404277,4.89327,-0.173376,3.851304,2.540925,1212,4.061604,5.151529,1943,0.493673,0.702621,-0.000005,0.000015,0.140906,0.000475,0.0218,sleepy
0.013786,0.012508,0.014061,6.277558,-4.631797,-2.55013,301,-0.320685,2053,1419,2073,-0.023394,-2.264215,-0.34533,-1.943241,0.043825,0.041035,423,0.023587,0,9.270765,0,-0.071884,3.739935,-0.072023,0.5756,2.630182,-0.117746,3.395226,3.484368,846,3.350675,5.793357,1583,0.575699,0.758753,0.000023,0.000053,0.070993,0.000288,0.016983,sleepy
0.012695,0.001959,0.011049,1.330414,-5.541996,-0.228283,2863,-2.503285,1384,713,94,0.761467,-2.356766,1.714712,4.463068,0.064412,0.063033,2530,0.013732,0.000004,6.669439,0,-0.128071,4.032412,0.877019,0.806367,4.95111,-0.065886,4.069228,4.817561,2757,4.153325,7.873641,384,0.788285,0.887856,-0.000007,0.000049,0.137719,0.000623,0.024968,sleepy
0.012695,0.001959,0.011049,1.330414,-5.541996,-0.228283,2863,-2.503285,1384,713,94,0.761467,-2.356766,1.714712,4.463068,0.064412,0.063033,2530,0.013732,0.000004,6.669439,0,-0.128071,4.032412,0.877019,0.806367,4.95111,-0.065886,4.069228,4.817561,2757,4.153325,7.873641,384,0.788285,0.887856,-0.000007,0.000049,0.137719,0.000623,0.024968,sleepy
0.03379,0.032669,0.012117,0.1282,-5.313234,-0.695607,2199,-0.462508,114,1065,2204,0.116999,4.13737,-0.680278,0.238754,0.048726,0.046509,2287,0.015735,0.000003,4.286778,0.000001,-0.000812,3.326108,-0.256827,0.569924,3.156573,0.058703,3.222851,3.03436,1512,3.229755,6.969359,905,0.700847,0.837179,-0.000109,0.000017,0.136943,0.000729,0.027007,sleepy
0.011505,0.011833,0.003259,0.872111,3.470311,-0.030271,2542,-2.632288,1432,1122,2505,0.185473,-4.373671,-5.62752,-4.584812,0.045391,0.04865,508,0.005922,0.000001,8.197028,0.000001,-0.612882,6.241407,-0.166177,0.466228,4.972856,-0.009485,5.617184,4.432771,2668,5.454317,8.49178,171,0.846355,0.919985,0,0.000004,0.092352,0.000499,0.022335,sleepy
0.027637,0.016816,0.013242,1.413524,-8.357944,-0.068016,231,-10.00218,1983,417,190,0.466941,2.284997,1.325558,-5.106017,0.073015,0.09918,508,0.024716,0.000003,8.39337,0.000009,0.909932,5.630622,-0.176991,1.250294,5.879647,0.370429,3.900785,5.092146,1683,2.874886,6.882944,260,0.985021,0.992484,-0.000013,0.000044,0.09977,0.000429,0.020712,sleepy
0.027637,0.016816,0.013242,1.413524,-8.357944,-0.068016,231,-10.00218,1983,417,190,0.466941,2.284997,1.325558,-5.106017,0.073015,0.09918,508,0.024716,0.000003,8.39337,0.000009,0.909932,5.630622,-0.176991,1.250294,5.879647,0.370429,3.900785,5.092146,1683,2.874886,6.882944,260,0.985021,0.992484,-0.000013,0.000044,0.09977,0.000429,0.020712,sleepy
0.006051,0.00631,0.005585,2.523038,-2.522867,-0.848307,2210,2.59637,694,219,341,0.157801,-5.055435,-2.342073,-5.832957,0.063995,0.065055,2316,0.009384,-0.000001,6.933192,-0.000009,-0.405637,4.67356,0.016338,1.133453,7.122052,-0.083947,5.211918,4.980605,879,3.823777,9.205107,936,0.998912,0.999456,-0.000045,0.000179,0.146402,0.001103,0.033219,sleepy
