@attribute Std_Acc1000_Mean_Mem40_SFM_11 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_21 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_8 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_2 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_4 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_13 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_18 numeric
@attribute BeatHisto_Sum numeric
@attribute BeatHisto_LowPeakAmp numeric

@data

0.042448,0.026713,0.059014,-53.248292,2.250868,0.708337,1.261199,0.330565,-0.05777,6.92592,0.329067,0.091074,0.625433,1.081336,0.475682,0.476408,0.319446,0.391568,0.422272,0.191772,0.065758,0.017558,0.397241,0.337639,0.458403,0.480274,0.123009,0.095516,0.113788,4.051284,0.195674,0.065616,0.034458,0.154131,0.211359,6994.552757,27.284429
0.053756,0.040102,0.071442,-50.758412,1.324871,-0.434472,0.746051,0.409386,0.096211,5.942692,0.420325,0.142625,0.52254,1.032336,0.570951,0.569186,0.726555,0.441692,0.371946,0.185103,0.062522,0.020697,0.272369,0.308659,0.428937,0.576635,0.116194,0.140447,0.094018,3.912912,0.296634,0.026824,0.034527,0.165223,0.215944,11098.467891,17.533638
0.035311,0.027808,0.045621,-60.964256,1.031331,0.272921,-0.327689,0.411847,0.044846,4.689602,0.473438,0.116306,0.482921,1.000608,0.481038,0.409892,0.277046,0.415289,0.362619,0.197693,0.047476,0.007723,0.247591,0.23905,0.399728,0.440073,0.149334,0.096605,0.163892,4.653566,0.219952,0.026836,0.038692,0.153682,0.21438,3766.380531,5.727949
0.035311,0.027808,0.045621,-60.964256,1.031331,0.272921,-0.327689,0.411847,0.044846,4.689602,0.473438,0.116306,0.482921,1.000608,0.481038,0.409892,0.277046,0.415289,0.362619,0.197693,0.047476,0.007723,0.247591,0.23905,0.399728,0.440073,0.149334,0.096605,0.163892,4.653566,0.219952,0.026836,0.038692,0.153682,0.21438,3766.380531,5.727949
0.028678,0.017568,0.045606,-52.725225,1.647642,-0.026864,0.956893,0.395299,0.04081,4.741932,0.470613,0.094934,0.587946,1.018748,0.47151,0.368216,0.125846,0.345349,0.363643,0.181118,0.045958,0.014516,0.235865,0.285573,0.442306,0.375819,0.110793,0.093513,0.078835,3.84825,0.123873,0.044312,0.041137,0.149414,0.218127,8121.842373,18.976868
0.028678,0.017568,0.045606,-52.725225,1.647642,-0.026864,0.956893,0.395299,0.04081,4.741932,0.470613,0.094934,0.587946,1.018748,0.47151,0.368216,0.125846,0.345349,0.363643,0.181118,0.045958,0.014516,0.235865,0.285573,0.442306,0.375819,0.110793,0.093513,0.078835,3.84825,0.123873,0.044312,0.041137,0.149414,0.218127,8121.842373,18.976868
0.028678,0.017568,0.045606,-52.725225,1.647642,-0.026864,0.956893,0.395299,0.04081,4.741932,0.470613,0.094934,0.587946,1.018748,0.47151,0.368216,0.125846,0.345349,0.363643,0.181118,0.045958,0.014516,0.235865,0.285573,0.442306,0.375819,0.110793,0.093513,0.078835,3.84825,0.123873,0.044312,0.041137,0.149414,0.218127,8121.842373,18.976868
0.074416,0.047227,0.083836,-51.871782,1.41741,1.212841,0.733652,-0.042546,0.033255,5.277859,0.444183,0.111926,0.639943,1.127575,0.50174,0.431667,0.240643,0.364099,0.353971,0.18955,0.05728,0.026004,0.250836,0.244818,0.464114,0.459628,0.119701,0.079425,0.054221,3.965409,0.139757,0.043125,0.041882,0.158142,0.215526,8439.148828,25.54207
0.074416,0.047227,0.083836,-51.871782,1.41741,1.212841,0.733652,-0.042546,0.033255,5.277859,0.444183,0.111926,0.639943,1.127575,0.50174,0.431667,0.240643,0.364099,0.353971,0.18955,0.05728,0.026004,0.250836,0.244818,0.464114,0.459628,0.119701,0.079425,0.054221,3.965409,0.139757,0.043125,0.041882,0.158142,0.215526,8439.148828,25.54207
0.030464,0.02293,0.032197,-51.811006,2.465782,0.76888,0.720735,0.279596,-0.036252,6.29998,0.381133,0.100423,0.517191,0.939778,0.488004,0.448745,0.347272,0.350211,0.494287,0.186994,0.042031,0.006224,0.279329,0.31849,0.324324,0.458947,0.090035,0.085795,0.095176,3.850993,0.149605,0.040301,0.029322,0.159286,0.215854,11711.040798,21.669731
0.059101,0.040289,0.068576,-50.733182,2.10864,-0.113856,0.653606,0.645262,0.485239,7.250882,0.215291,0.127487,0.593011,0.999558,0.444189,0.45499,0.34632,0.399595,0.462639,0.15618,0.057863,0.019675,0.372933,0.325381,0.357717,0.465721,0.12069,0.080653,0.095553,3.800916,0.231848,0.045858,0.035283,0.148818,0.206956,7579.60386,27.120771
0.054077,0.03377,0.156249,-51.176883,0.869064,0.289288,0.792078,0.023859,0.33589,6.295712,0.372047,0.130668,0.573692,1.070959,0.586419,0.442911,0.333181,0.435037,0.45763,0.191924,0.061691,0.021237,0.300872,0.372563,0.255451,0.467489,0.10747,0.079384,0.051818,3.477519,0.20421,0.038251,0.036639,0.158797,0.209872,8442.285843,80.313554
0.047435,0.036888,0.059982,-57.486329,1.961622,0.429919,1.334322,0.666942,-0.026121,6.977347,0.356544,0.117488,0.542454,1.060723,0.575415,0.637245,0.555498,0.481928,0.453559,0.209851,0.089813,0.014336,0.343485,0.284713,0.33242,0.610259,0.114584,0.158621,0.098583,3.921659,0.287977,0.046625,0.038556,0.14529,0.21815,4675.274133,11.702072
0.125403,0.118655,0.159765,-52.411046,1.256194,1.531482,0.749935,0.283281,0.322969,4.658267,0.491066,0.272307,0.550263,1.05279,0.492094,0.470416,0.983592,0.420546,0.42052,0.191647,0.030478,0.044239,0.423134,0.347847,0.649662,0.6648,0.240492,0.091969,0.050823,4.292388,0.289347,0.076943,0.079166,0.156923,0.213464,5672.221403,9.269874
0.125403,0.118655,0.159765,-52.411046,1.256194,1.531482,0.749935,0.283281,0.322969,4.658267,0.491066,0.272307,0.550263,1.05279,0.492094,0.470416,0.983592,0.420546,0.42052,0.191647,0.030478,0.044239,0.423134,0.347847,0.649662,0.6648,0.240492,0.091969,0.050823,4.292388,0.289347,0.076943,0.079166,0.156923,0.213464,5672.221403,9.269874
0.059316,0.051129,0.073294,-53.505708,1.658888,0.299105,0.957673,0.786055,-0.296822,6.814748,0.303527,0.137628,0.530141,1.035451,0.619287,0.549972,0.834603,0.409845,0.429577,0.173259,0.066129,0.025021,0.408631,0.376467,0.497595,0.801311,0.162912,0.106768,0.107224,4.314118,0.23051,0.066316,0.062974,0.152977,0.212191,5619.184009,10.547323
0.048008,0.038914,0.158866,-56.112296,0.601323,0.505881,0.286126,0.53327,0.349719,7.723648,0.285477,0.116437,0.549724,1.078786,0.626297,0.498128,0.619852,0.448096,0.452818,0.192669,0.061497,0.030904,0.419403,0.368963,0.57508,0.568149,0.185868,0.124272,0.136085,4.654188,0.338,0.062496,0.04816,0.156021,0.216551,4332.718973,10.309619
0.075519,0.056497,0.107394,-49.616929,1.315524,0.592758,0.496697,0.685299,0.438263,5.419124,0.453961,0.125561,0.607772,1.091522,0.49844,0.550855,0.486736,0.42499,0.467445,0.209087,0.069658,0.024698,0.31597,0.34931,0.430956,0.434508,0.112453,0.068637,0.058693,3.703886,0.151931,0.043302,0.036479,0.15397,0.21286,10614.829227,80.603175
0.054283,0.035294,0.057768,-52.310541,1.631374,1.39964,0.579138,-0.28155,0.03507,4.725404,0.478323,0.125525,0.539088,1.068194,0.438183,0.371689,0.307472,0.392792,0.440876,0.187099,0.034289,0.010127,0.238903,0.271882,0.331815,0.442996,0.133073,0.081728,0.04793,3.85925,0.21272,0.041931,0.040737,0.157803,0.215677,6660.728341,29.084143
0.021491,0.016864,0.038413,-59.300625,2.82409,0.600471,0.932688,0.022274,0.512661,5.589179,0.406365,0.079277,0.513648,0.965035,0.528204,0.454826,0.33611,0.42391,0.454914,0.197195,0.049361,0.006985,0.271765,0.367592,0.479566,0.724796,0.142502,0.10776,0.116765,4.510378,0.162017,0.050423,0.03869,0.156268,0.218081,4915.307425,11.080472
0.047958,0.041178,0.061867,-54.135201,0.23674,-0.755923,0.735018,-0.150538,0.020612,6.111286,0.379401,0.14214,0.41099,0.970617,0.414677,0.36262,0.514319,0.406346,0.40194,0.164076,0.021925,0.015425,0.238021,0.231474,0.397227,0.46564,0.123736,0.093547,0.114826,4.348461,0.234384,0.038811,0.039227,0.161765,0.213122,7934.042417,10.940753
0.047958,0.041178,0.061867,-54.135201,0.23674,-0.755923,0.735018,-0.150538,0.020612,6.111286,0.379401,0.14214,0.41099,0.970617,0.414677,0.36262,0.514319,0.406346,0.40194,0.164076,0.021925,0.015425,0.238021,0.231474,0.397227,0.46564,0.123736,0.093547,0.114826,4.348461,0.234384,0.038811,0.039227,0.161765,0.213122,7934.042417,10.940753
0.03337,0.024864,0.041644,-54.434955,1.405582,0.636454,1.285797,-0.095176,-0.729752,4.693556,0.534281,0.105681,0.453242,0.972653,0.487335,0.409486,0.370305,0.333305,0.347332,0.15942,0.060086,0.007312,0.268239,0.331288,0.623285,0.464914,0.153886,0.171896,0.122996,4.425695,0.320746,0.043092,0.044101,0.154523,0.219082,9472.389206,33.258383
0.037863,0.024782,0.043889,-54.093723,2.168114,0.17308,0.95595,0.743632,0.433632,4.048034,0.535737,0.103148,0.561357,1.019419,0.481153,0.38802,0.187085,0.38601,0.473773,0.193712,0.048403,0.016745,0.30435,0.292806,0.285716,0.394569,0.086705,0.068481,0.084324,4.216754,0.201675,0.030113,0.03334,0.152089,0.214273,7297.640656,11.168746
0.026813,0.02128,0.036275,-52.977724,1.8327,0.83495,0.256498,0.070336,0.353602,5.875385,0.452062,0.103459,0.478537,0.921051,0.425697,0.432446,0.266741,0.415751,0.406847,0.148191,0.042954,0.012436,0.31943,0.312768,0.380387,0.564085,0.145646,0.074042,0.200846,4.202727,0.235224,0.050145,0.035962,0.150979,0.219927,8928.34669,16.245148
0.055864,0.045566,0.078519,-51.991565,0.612999,0.396936,0.611101,-0.003179,-0.280153,5.820919,0.408902,0.143573,0.459079,0.961074,0.523254,0.441436,0.455413,0.416339,0.394853,0.175019,0.039727,0.012042,0.258057,0.315492,0.391224,0.680352,0.137722,0.100315,0.190129,4.09464,0.16965,0.040458,0.046479,0.149229,0.218551,7986.473207,0
0.05478,0.04356,0.06775,-49.781594,1.855319,0.304434,1.302264,0.376886,0.227889,7.818443,0.228231,0.131479,0.561082,1.03365,0.472713,0.409913,0.382092,0.403277,0.387273,0.135194,0.032761,0.020339,0.338836,0.350155,0.508481,0.505819,0.181391,0.097135,0.082387,3.927644,0.306243,0.053689,0.042632,0.150775,0.21434,7690.323287,12.72787
0.040123,0.024853,0.061955,-47.219347,0.95524,0.004497,0.474715,0.132675,0.10146,4.78008,0.48315,0.133126,0.559177,1.04789,0.444992,0.385527,0.185564,0.428626,0.369465,0.203753,0.047657,0.010831,0.224412,0.246348,0.293668,0.406531,0.086029,0.075079,0.06633,3.676691,0.120661,0.040895,0.036015,0.152689,0.212552,14374.763431,33.265823
0.069536,0.054482,0.108953,-50.397848,1.753633,0.082298,0.075421,0.790015,-0.211313,7.294058,0.339067,0.158879,0.541103,0.999566,0.493323,0.448803,0.607742,0.388398,0.400755,0.197053,0.043993,0.01908,0.287986,0.253577,0.41889,0.605858,0.114996,0.098164,0.091745,4.05884,0.263066,0.039661,0.031536,0.152304,0.21706,8062.441414,10.60227
0.040206,0.025023,0.049126,-50.240642,1.854522,1.961195,0.136606,0.798648,0.257757,5.826049,0.402868,0.0971,0.558,1.068964,0.535631,0.474056,0.221481,0.416907,0.47833,0.192144,0.05019,0.013353,0.277144,0.311581,0.382737,0.439939,0.103094,0.105516,0.082612,3.775389,0.174449,0.041756,0.027434,0.157722,0.210411,11106.56637,21.656836
0.043256,0.029547,0.053181,-58.194629,2.682553,0.222036,0.601406,0.130674,0.208596,7.677325,0.244659,0.113292,0.5418,0.965484,0.531634,0.473832,0.228952,0.413221,0.371782,0.172593,0.042571,0.015999,0.298046,0.288642,0.506453,0.568436,0.193972,0.074293,0.221045,4.590787,0.379701,0.041122,0.047992,0.150413,0.222509,3907.923314,6.282758
0.031867,0.025672,0.039689,-60.581998,1.383588,0.872644,1.00891,0.589273,0.054317,5.995501,0.394023,0.103184,0.508884,1.011926,0.442976,0.460902,0.376141,0.48809,0.474099,0.195163,0.044665,0.015611,0.325183,0.268736,0.317265,0.591131,0.101833,0.109298,0.132569,4.649559,0.223312,0.037946,0.040323,0.15526,0.215938,3830.057006,7.509051
0.057366,0.037114,0.095153,-51.657412,1.30045,0.608299,0.734344,0.523367,0.364198,5.405694,0.411945,0.133473,0.581895,1.06405,0.593619,0.524863,0.329705,0.439321,0.462208,0.185882,0.055867,0.022408,0.242026,0.310296,0.305139,0.399464,0.086788,0.069461,0.082422,3.742579,0.156315,0.03284,0.037582,0.154755,0.216562,8295.377427,23.612623
0.04915,0.038494,0.06658,-51.562186,2.482951,-0.038808,1.019547,0.425962,-0.023851,7.563502,0.239071,0.12838,0.526695,0.967354,0.471091,0.434302,0.484254,0.488037,0.409857,0.179449,0.048189,0.02098,0.27317,0.279992,0.433196,0.470674,0.111795,0.06734,0.122344,3.827946,0.236376,0.038185,0.050137,0.15126,0.212843,7586.371323,25.517047
0.045602,0.032889,0.063263,-55.504891,1.775856,0.64829,0.245663,-0.365305,0.203867,4.772085,0.482272,0.128296,0.556777,1.036268,0.574509,0.386584,0.398737,0.38321,0.381458,0.175405,0.053832,0.025863,0.320083,0.295564,0.524954,0.767326,0.162306,0.091708,0.062645,4.34606,0.17409,0.038327,0.036316,0.156721,0.218494,5357.362258,9.835223
0.044358,0.024365,0.221761,-49.778302,0.225158,-0.627017,-0.120556,0.44919,-0.313045,7.655635,0.216002,0.134969,0.622708,1.097034,0.549173,0.544161,0.201556,0.413124,0.44223,0.190752,0.043152,0.017264,0.214956,0.332481,0.388133,0.649057,0.142539,0.097726,0.076002,4.074537,0.178676,0.032268,0.037671,0.145153,0.215778,8018.560745,46.564448
0.044358,0.024365,0.221761,-49.778302,0.225158,-0.627017,-0.120556,0.44919,-0.313045,7.655635,0.216002,0.134969,0.622708,1.097034,0.549173,0.544161,0.201556,0.413124,0.44223,0.190752,0.043152,0.017264,0.214956,0.332481,0.388133,0.649057,0.142539,0.097726,0.076002,4.074537,0.178676,0.032268,0.037671,0.145153,0.215778,8018.560745,46.564448
0.104371,0.082921,0.174289,-54.87137,1.875727,0.099962,0.482864,-0.16143,0.471013,6.584502,0.31272,0.165783,0.595438,1.032362,0.624953,0.484726,0.666563,0.37825,0.398424,0.186771,0.047743,0.046572,0.275916,0.308849,0.364331,0.535703,0.112669,0.119689,0.099215,5.845101,0.209096,0.045044,0.039361,0.160073,0.221468,3882.031362,8.627456
0.054041,0.03073,0.090483,-48.287133,0.877096,0.224771,0.391729,0.070964,-0.004256,5.767442,0.414079,0.136971,0.605785,1.086664,0.441036,0.432724,0.218443,0.433279,0.425848,0.181467,0.052573,0.015204,0.282414,0.248017,0.396103,0.421025,0.128836,0.073509,0.033986,3.783827,0.208287,0.038867,0.031785,0.153834,0.216973,10997.939823,33.758834
0.041261,0.03464,0.045496,-53.976896,0.604113,1.301876,1.050349,0.891921,-0.769768,6.845315,0.337809,0.117942,0.455052,1.043085,0.476458,0.450092,0.457845,0.412809,0.47542,0.161398,0.034189,0.00543,0.335011,0.320164,0.33961,0.378041,0.086676,0.048785,0.074817,4.355122,0.300374,0.030214,0.04059,0.156132,0.213287,6097.04137,19.352181
0.055807,0.033846,0.069887,-50.031337,1.861889,0.050406,1.242536,0.457401,-0.359019,6.345829,0.353436,0.129592,0.566074,1.052291,0.603847,0.501293,0.289488,0.407605,0.42561,0.202185,0.071091,0.015042,0.397078,0.349526,0.404593,0.589425,0.116955,0.127748,0.070497,3.751867,0.293062,0.055035,0.071423,0.150062,0.215681,9579.266837,66.958679
0.063604,0.04168,0.094481,-51.235557,0.95408,0.874238,0.287661,0.245414,0.41614,5.617014,0.415827,0.143532,0.560655,1.058542,0.488286,0.431614,0.406845,0.413391,0.39601,0.175498,0.045944,0.023783,0.417749,0.44638,0.43874,0.501232,0.140002,0.10548,0.029204,3.997,0.230906,0.043219,0.035734,0.159356,0.211689,8579.770412,30.276436
0.080348,0.060769,0.119338,-51.948104,1.160483,0.511948,0.805882,0.709406,0.896123,7.579038,0.263732,0.135632,0.601883,1.061,0.516091,0.463807,0.445931,0.400237,0.391564,0.194474,0.053975,0.041976,0.320763,0.4144,0.430029,0.519785,0.10655,0.07569,0.139643,4.044733,0.154355,0.055577,0.053398,0.152362,0.222298,5581.860389,12.837278
0.06183,0.045398,0.087046,-52.000848,0.989671,0.167243,0.793805,0.122913,0.430454,6.660233,0.348662,0.148852,0.546051,1.037431,0.514135,0.48604,0.539275,0.391986,0.424339,0.19626,0.039496,0.025174,0.382085,0.27346,0.255606,0.733526,0.116801,0.110617,0.094232,4.445263,0.239859,0.044316,0.031753,0.155362,0.215333,6114.247936,17.694623
0.049238,0.040023,0.064914,-53.250354,2.323282,0.749113,-0.33417,0.032732,0.001163,5.528655,0.436484,0.132986,0.495231,0.91489,0.382615,0.375949,0.377429,0.362297,0.331418,0.159042,0.0303,0.013085,0.261838,0.300778,0.332597,0.464828,0.112218,0.103365,0.209991,4.321413,0.253781,0.039714,0.032088,0.149543,0.219123,6661.490169,11.528698
0.04571,0.032461,0.055425,-51.677052,1.149804,0.816132,1.190387,0.382541,-0.148916,7.209126,0.313047,0.122655,0.52268,1.032943,0.60318,0.470149,0.49968,0.42863,0.414009,0.174457,0.039577,0.014152,0.310995,0.307867,0.419888,0.569724,0.147305,0.103742,0.079623,3.793677,0.318675,0.046956,0.037708,0.151644,0.214158,6462.781943,11.418913
0.055901,0.040312,0.085602,-53.011713,1.747559,0.04086,0.481515,-0.016128,-0.103626,6.836376,0.383492,0.152995,0.522187,0.928486,0.409111,0.368901,0.313191,0.325085,0.378173,0.188755,0.025929,0.016673,0.293349,0.318602,0.503544,0.401246,0.151388,0.078199,0.081989,4.507842,0.244078,0.044161,0.045891,0.155703,0.217765,6184.984002,9.364534
0.055901,0.040312,0.085602,-53.011713,1.747559,0.04086,0.481515,-0.016128,-0.103626,6.836376,0.383492,0.152995,0.522187,0.928486,0.409111,0.368901,0.313191,0.325085,0.378173,0.188755,0.025929,0.016673,0.293349,0.318602,0.503544,0.401246,0.151388,0.078199,0.081989,4.507842,0.244078,0.044161,0.045891,0.155703,0.217765,6184.984002,9.364534
0.035875,0.027615,0.069648,-57.489253,0.962124,0.488503,0.048744,-0.746225,-0.507141,6.941042,0.322513,0.117605,0.54165,1.083365,0.530378,0.580558,0.441234,0.411399,0.363763,0.184057,0.038862,0.020578,0.340566,0.26468,0.549579,0.926333,0.196443,0.193405,0.069264,4.274627,0.286111,0.033321,0.064378,0.158026,0.214848,3846.583574,8.104924
0.052343,0.033045,0.058034,-48.514407,1.557591,0.535245,0.082176,0.584684,-0.131047,5.486384,0.393397,0.130518,0.577584,1.092973,0.477566,0.526743,0.383088,0.427077,0.421203,0.200837,0.050276,0.015942,0.313865,0.315005,0.427088,0.431076,0.099043,0.071623,0.090759,3.793911,0.187283,0.042166,0.031672,0.15178,0.212042,11448.735068,15.268463
0.070955,0.050111,0.105131,-53.923173,1.508348,0.68352,0.594088,0.399815,0.002643,5.359922,0.417306,0.127798,0.572196,1.042786,0.521265,0.454467,0.330122,0.433863,0.429541,0.184346,0.067175,0.034555,0.247328,0.282503,0.296162,0.478704,0.114493,0.08193,0.101172,3.606307,0.228614,0.041523,0.037235,0.143844,0.21314,5210.112596,20.446283
0.067142,0.057372,0.100776,-60.294098,0.45645,0.204372,0.396339,-0.576035,0.078554,6.31834,0.312847,0.166614,0.489289,0.955814,0.54634,0.444741,0.556671,0.443102,0.433042,0.191621,0.036008,0.029619,0.282368,0.281709,0.443447,0.537258,0.144302,0.095662,0.167518,4.360281,0.28304,0.047521,0.04303,0.15207,0.214222,3054.041689,9.699066
0.067142,0.057372,0.100776,-60.294098,0.45645,0.204372,0.396339,-0.576035,0.078554,6.31834,0.312847,0.166614,0.489289,0.955814,0.54634,0.444741,0.556671,0.443102,0.433042,0.191621,0.036008,0.029619,0.282368,0.281709,0.443447,0.537258,0.144302,0.095662,0.167518,4.360281,0.28304,0.047521,0.04303,0.15207,0.214222,3054.041689,9.699066
0.043919,0.035035,0.05686,-54.5865,1.748426,0.395574,1.117261,0.214711,0.047137,6.96733,0.321454,0.118058,0.47624,0.987435,0.554026,0.559381,0.439276,0.426068,0.378083,0.178319,0.044672,0.013198,0.382686,0.392842,0.615758,0.528463,0.185587,0.077908,0.183829,4.022125,0.249433,0.055363,0.061768,0.162237,0.217889,6774.529972,14.968245
