@attribute Std_Acc1000_Mean_Mem40_SFM_11 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_21 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_8 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_2 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_4 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_13 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_18 numeric
@attribute BeatHisto_Sum numeric
@attribute BeatHisto_LowPeakAmp numeric

@data

0.043919,0.035035,0.05686,-54.5865,1.748426,0.395574,1.117261,0.214711,0.047137,6.96733,0.321454,0.118058,0.47624,0.987435,0.554026,0.559381,0.439276,0.426068,0.378083,0.178319,0.044672,0.013198,0.382686,0.392842,0.615758,0.528463,0.185587,0.077908,0.183829,4.022125,0.249433,0.055363,0.061768,0.162237,0.217889,6774.529972,14.968245
0.037315,0.023802,0.056341,-50.184781,1.836395,0.45766,0.784486,0.571632,0.148646,5.628661,0.399947,0.105029,0.57584,1.044769,0.469999,0.467435,0.219329,0.429013,0.4406,0.1802,0.055102,0.014023,0.280732,0.303881,0.382239,0.419459,0.116571,0.095622,0.08755,4.138513,0.195205,0.036611,0.042614,0.152103,0.21169,11881.903877,23.140785
0.042187,0.024994,0.052161,-54.555903,2.005518,0.199483,0.589894,0.62986,0.457418,7.519031,0.31321,0.095347,0.622813,1.064666,0.48418,0.424334,0.233815,0.328903,0.31794,0.188371,0.073429,0.024522,0.406224,0.414833,0.492146,0.693756,0.161586,0.156592,0.128477,4.293213,0.236775,0.051085,0.048198,0.148576,0.211482,6565.15226,13.027389
0.100419,0.067968,0.152735,-49.055967,1.804913,-0.194017,0.816742,0.295682,0.458529,5.957771,0.346773,0.157632,0.612021,1.027948,0.5191,0.459259,0.374173,0.430658,0.444852,0.187243,0.056936,0.044015,0.339273,0.301443,0.380664,0.39402,0.15059,0.123952,0.094195,3.729815,0.235709,0.037575,0.03252,0.147076,0.211452,11930.280767,27.556309
0.059101,0.040289,0.068576,-50.733182,2.10864,-0.113856,0.653606,0.645262,0.485239,7.250882,0.215291,0.127487,0.593011,0.999558,0.444189,0.45499,0.34632,0.399595,0.462639,0.15618,0.057863,0.019675,0.372933,0.325381,0.357717,0.465721,0.12069,0.080653,0.095553,3.800916,0.231848,0.045858,0.035283,0.148818,0.206956,7579.60386,27.120771
0.059101,0.040289,0.068576,-50.733182,2.10864,-0.113856,0.653606,0.645262,0.485239,7.250882,0.215291,0.127487,0.593011,0.999558,0.444189,0.45499,0.34632,0.399595,0.462639,0.15618,0.057863,0.019675,0.372933,0.325381,0.357717,0.465721,0.12069,0.080653,0.095553,3.800916,0.231848,0.045858,0.035283,0.148818,0.206956,7579.60386,27.120771
0.059101,0.040289,0.068576,-50.733182,2.10864,-0.113856,0.653606,0.645262,0.485239,7.250882,0.215291,0.127487,0.593011,0.999558,0.444189,0.45499,0.34632,0.399595,0.462639,0.15618,0.057863,0.019675,0.372933,0.325381,0.357717,0.465721,0.12069,0.080653,0.095553,3.800916,0.231848,0.045858,0.035283,0.148818,0.206956,7579.60386,27.120771
0.027164,0.019131,0.045897,-58.924961,1.281991,0.367899,0.591934,0.349667,0.410381,4.810261,0.501234,0.08401,0.548216,1.035303,0.486315,0.376441,0.314697,0.450817,0.457937,0.197781,0.058562,0.014871,0.392682,0.297899,0.472383,0.605256,0.170465,0.122081,0.159661,4.528144,0.157407,0.048062,0.045188,0.160489,0.214073,4889.567833,10.938208
0.044348,0.032113,0.070151,-51.129039,1.266831,-0.418211,-0.500815,0.898935,0.50512,5.823851,0.428179,0.140958,0.541668,0.972867,0.58603,0.499232,0.407585,0.444528,0.395245,0.136633,0.066614,0.018104,0.319044,0.277926,0.347077,0.868284,0.137198,0.082873,0.090779,3.82657,0.310914,0.034567,0.045814,0.156384,0.213231,9102.987942,16.584837
0.044385,0.025807,0.050464,-51.347919,1.403387,0.365239,0.37526,-0.068342,0.062547,6.029603,0.40394,0.125316,0.596424,1.049836,0.442951,0.404223,0.316513,0.451514,0.394775,0.191194,0.039028,0.01496,0.302144,0.26741,0.390291,0.447072,0.115021,0.076507,0.063308,3.765486,0.164552,0.04622,0.033091,0.158947,0.2172,7889.837601,26.76785
0.02677,0.023838,0.02832,-66.459533,2.136675,1.356022,1.382122,-0.046489,0.228505,6.06029,0.469259,0.089496,0.448402,0.956725,0.424169,0.489846,0.330333,0.422917,0.420891,0.171848,0.038986,0.005721,0.418913,0.444353,0.406839,0.588674,0.165525,0.151751,0.112443,5.044058,0.327771,0.075723,0.071917,0.153616,0.223398,2609.263273,4.814934
0.062933,0.046297,0.087729,-52.066221,2.221352,0.255683,0.686722,0.184504,-0.018165,6.887869,0.324903,0.135504,0.574622,1.015657,0.48352,0.447539,0.427128,0.427285,0.398426,0.187378,0.044162,0.028367,0.263556,0.268914,0.391149,0.452298,0.152028,0.093057,0.069452,4.260653,0.200404,0.041235,0.047419,0.157692,0.213665,6382.874084,9.667555
0.057019,0.049541,0.073245,-51.820715,0.960514,-0.750488,0.66174,0.496763,-0.212133,7.219597,0.335221,0.16121,0.484831,1.019335,0.518069,0.489601,0.940273,0.412508,0.393253,0.176504,0.046604,0.014727,0.339798,0.30391,0.359984,0.626606,0.109862,0.114508,0.073265,4.370089,0.229991,0.035135,0.042998,0.151056,0.217412,6132.071793,12.90481
0.084623,0.054456,0.13448,-50.591346,1.454692,0.850701,-0.08142,0.468616,0.666929,5.868396,0.403433,0.148104,0.608928,1.051032,0.506243,0.415984,0.234784,0.392188,0.4097,0.173328,0.039276,0.039951,0.24686,0.364363,0.345582,0.516761,0.138983,0.080428,0.078031,3.776013,0.183918,0.042608,0.028975,0.152267,0.209976,7952.849348,22.382145
0.084623,0.054456,0.13448,-50.591346,1.454692,0.850701,-0.08142,0.468616,0.666929,5.868396,0.403433,0.148104,0.608928,1.051032,0.506243,0.415984,0.234784,0.392188,0.4097,0.173328,0.039276,0.039951,0.24686,0.364363,0.345582,0.516761,0.138983,0.080428,0.078031,3.776013,0.183918,0.042608,0.028975,0.152267,0.209976,7952.849348,22.382145
0.049614,0.034933,0.05838,-53.225519,2.275072,0.196564,0.294474,0.063135,-0.024547,5.606317,0.427606,0.118028,0.606546,1.067086,0.518835,0.425279,0.323638,0.402037,0.412434,0.179386,0.070244,0.019803,0.267142,0.309848,0.433532,0.589635,0.151348,0.082153,0.088849,4.018515,0.176499,0.035687,0.036407,0.158224,0.216822,7221.640081,16.416201
0.040086,0.026298,0.046597,-49.518583,1.366362,0.343404,0.442673,-0.239389,0.01618,7.590315,0.309707,0.135465,0.534501,1.017834,0.55918,0.659056,0.316451,0.425421,0.449646,0.175307,0.041463,0.007729,0.275314,0.327279,0.367667,0.612463,0.111574,0.073058,0.068804,3.632345,0.220778,0.046728,0.039954,0.154463,0.212716,10754.113991,30.17052
0.040086,0.026298,0.046597,-49.518583,1.366362,0.343404,0.442673,-0.239389,0.01618,7.590315,0.309707,0.135465,0.534501,1.017834,0.55918,0.659056,0.316451,0.425421,0.449646,0.175307,0.041463,0.007729,0.275314,0.327279,0.367667,0.612463,0.111574,0.073058,0.068804,3.632345,0.220778,0.046728,0.039954,0.154463,0.212716,10754.113991,30.17052
0.05106,0.029026,0.048762,-56.144089,2.030317,1.252552,0.889619,-0.075759,-0.031988,5.879254,0.335044,0.097576,0.630996,1.10597,0.482373,0.427482,0.199191,0.394698,0.384257,0.180612,0.054579,0.016662,0.315335,0.31237,0.490541,0.714781,0.213148,0.11792,0.039633,4.230922,0.158842,0.052968,0.05916,0.160864,0.215063,4722.414139,19.175275
0.059779,0.041035,0.072549,-49.278483,1.445247,0.169905,0.426782,-0.012485,-0.223521,5.481493,0.442744,0.138331,0.611301,1.114067,0.515115,0.496014,0.62969,0.362986,0.392828,0.215633,0.064285,0.014097,0.387068,0.343412,0.420583,0.591564,0.099349,0.08513,0.065817,4.068822,0.1588,0.066692,0.044594,0.157473,0.217043,11672.009792,69.27555
0.071218,0.060564,0.106991,-59.463936,0.982775,0.294812,0.472193,0.738036,-0.358341,7.797513,0.290985,0.152559,0.459459,0.864263,0.658476,0.545544,0.520993,0.392218,0.407607,0.190929,0.035985,0.024928,0.325049,0.384731,0.481198,0.943776,0.146953,0.135506,0.298408,4.578647,0.19499,0.053939,0.042598,0.154686,0.231646,2711.113448,4.484957
0.071218,0.060564,0.106991,-59.463936,0.982775,0.294812,0.472193,0.738036,-0.358341,7.797513,0.290985,0.152559,0.459459,0.864263,0.658476,0.545544,0.520993,0.392218,0.407607,0.190929,0.035985,0.024928,0.325049,0.384731,0.481198,0.943776,0.146953,0.135506,0.298408,4.578647,0.19499,0.053939,0.042598,0.154686,0.231646,2711.113448,4.484957
0.032642,0.02307,0.035965,-60.382112,1.253343,0.490714,1.017646,0.461912,0.599675,6.651199,0.38223,0.096915,0.51241,1.023385,0.546516,0.497786,0.43268,0.484429,0.485593,0.209704,0.059342,0.008964,0.316907,0.284575,0.383593,0.427957,0.105454,0.088566,0.085036,4.435442,0.222049,0.041133,0.03873,0.148598,0.21205,4288.100229,11.11315
0.048612,0.040355,0.064808,-54.205418,1.590946,-0.878272,0.203677,0.661,1.037112,7.069747,0.285751,0.137543,0.526185,0.950934,0.696441,0.477626,0.694549,0.453836,0.460977,0.177091,0.055851,0.018005,0.35827,0.305901,0.469316,0.583447,0.141086,0.114925,0.08782,3.937668,0.290366,0.055796,0.054398,0.146926,0.217202,6668.575905,13.175171
0.046167,0.035442,0.05828,-53.1956,1.366343,0.635497,0.710287,0.985986,0.794022,6.27173,0.382961,0.120703,0.508641,0.993583,0.620109,0.54983,0.562654,0.467794,0.454568,0.199608,0.054978,0.014181,0.286808,0.363981,0.490661,0.54795,0.129952,0.091787,0.084267,4.272097,0.21986,0.046474,0.052543,0.151916,0.215316,7115.267603,11.42757
0.046167,0.035442,0.05828,-53.1956,1.366343,0.635497,0.710287,0.985986,0.794022,6.27173,0.382961,0.120703,0.508641,0.993583,0.620109,0.54983,0.562654,0.467794,0.454568,0.199608,0.054978,0.014181,0.286808,0.363981,0.490661,0.54795,0.129952,0.091787,0.084267,4.272097,0.21986,0.046474,0.052543,0.151916,0.215316,7115.267603,11.42757
0.195093,0.163299,0.370618,-50.732023,1.147624,0.245007,-0.008605,0.257533,0.153325,7.202978,0.356827,0.200764,0.647616,1.154996,0.404249,0.424592,0.912833,0.359838,0.379929,0.174336,0.028975,0.087275,0.211316,0.395846,0.284737,0.314411,0.140859,0.078576,0.036345,4.075498,0.104451,0.048089,0.040014,0.16007,0.218059,8185.339446,19.925607
0.052407,0.038514,0.067174,-54.39701,2.378078,-0.255616,1.098923,-0.037999,0.498139,6.507922,0.314948,0.136708,0.555086,0.995684,0.470065,0.3826,0.371906,0.36114,0.406265,0.167061,0.041863,0.018861,0.440005,0.351131,0.355681,0.551271,0.142362,0.096423,0.085585,4.302904,0.295707,0.069101,0.040164,0.153413,0.215235,4623.447261,12.066279
0.052407,0.038514,0.067174,-54.39701,2.378078,-0.255616,1.098923,-0.037999,0.498139,6.507922,0.314948,0.136708,0.555086,0.995684,0.470065,0.3826,0.371906,0.36114,0.406265,0.167061,0.041863,0.018861,0.440005,0.351131,0.355681,0.551271,0.142362,0.096423,0.085585,4.302904,0.295707,0.069101,0.040164,0.153413,0.215235,4623.447261,12.066279
0.019957,0.015983,0.020402,-65.79057,2.22799,1.09811,0.697419,0.278885,0.59581,3.952377,0.598115,0.06579,0.526074,1.081121,0.333689,0.319098,0.216955,0.319514,0.422619,0.182458,0.04961,0.005883,0.517062,0.422685,0.647687,1.145813,0.189897,0.102699,0.127539,5.360738,0.158006,0.059841,0.058527,0.163563,0.221998,3248.564184,4.885766
0.047625,0.034592,0.058718,-49.520222,2.744092,-0.295174,1.078904,0.27668,0.028867,6.4332,0.355426,0.121515,0.536258,0.94814,0.384174,0.400624,0.319826,0.401029,0.354792,0.183399,0.040914,0.013448,0.294548,0.313349,0.385378,0.398764,0.146515,0.104855,0.131492,3.868961,0.183342,0.041904,0.046116,0.158696,0.21484,10688.836503,23.291831
0.037871,0.030322,0.042178,-54.395339,2.524392,0.590075,0.802795,0.729245,-0.119779,6.804892,0.320576,0.105394,0.555759,1.034365,0.608924,0.500082,0.482944,0.443608,0.428455,0.177427,0.063105,0.01218,0.295584,0.355679,0.461737,0.548794,0.13773,0.079562,0.07734,4.333719,0.177105,0.039611,0.042088,0.148459,0.214892,5661.698418,9.204274
0.088086,0.062055,0.176171,-50.743399,0.922429,-0.196983,0.912095,0.262187,0.051799,5.416784,0.438974,0.159411,0.618351,1.062418,0.481223,0.457412,0.55751,0.459784,0.473065,0.202932,0.066938,0.037892,0.261634,0.318518,0.413824,0.601118,0.133057,0.09054,0.05154,4.222988,0.232637,0.041933,0.043308,0.149682,0.2136,8743.56823,31.964499
0.032929,0.023766,0.038736,-58.402196,2.146934,1.247425,1.499158,0.371639,-0.117955,5.633007,0.393914,0.090019,0.539366,1.056485,0.5884,0.452081,0.260048,0.420804,0.396827,0.179577,0.056717,0.011759,0.280908,0.252484,0.41901,0.422547,0.116851,0.078586,0.057087,4.267205,0.140592,0.039355,0.041821,0.154433,0.217649,4483.95454,8.690292
0.043885,0.037489,0.058325,-54.607626,1.748962,0.705294,0.940722,0.54094,0.605604,6.866393,0.371502,0.120289,0.488447,0.939832,0.52621,0.525367,0.467023,0.455187,0.430316,0.163006,0.056766,0.011338,0.375418,0.338052,0.430945,0.610137,0.104335,0.076616,0.099597,4.201492,0.29838,0.047041,0.039841,0.156077,0.216679,6639.631914,17.101554
0.035709,0.026015,0.045062,-53.050986,1.688401,0.64398,1.02365,-0.181765,0.397079,5.900644,0.401369,0.105755,0.492625,0.953102,0.445193,0.488948,0.230213,0.388983,0.440907,0.184248,0.041044,0.012952,0.265332,0.361415,0.332368,0.398514,0.119777,0.066781,0.168159,3.757289,0.187987,0.04045,0.029565,0.155912,0.204306,6668.272213,13.420443
0.033746,0.023417,0.035767,-50.868662,1.764853,0.706556,0.712798,0.599387,0.285899,4.635974,0.497001,0.095456,0.564778,1.060408,0.451971,0.373122,0.224683,0.37272,0.347864,0.174235,0.064908,0.00748,0.27546,0.298221,0.446637,0.446274,0.195146,0.070875,0.097181,3.763077,0.217226,0.039432,0.051862,0.15813,0.216109,10768.981021,40.923925
0.033746,0.023417,0.035767,-50.868662,1.764853,0.706556,0.712798,0.599387,0.285899,4.635974,0.497001,0.095456,0.564778,1.060408,0.451971,0.373122,0.224683,0.37272,0.347864,0.174235,0.064908,0.00748,0.27546,0.298221,0.446637,0.446274,0.195146,0.070875,0.097181,3.763077,0.217226,0.039432,0.051862,0.15813,0.216109,10768.981021,40.923925
0.016344,0.01338,0.076584,-69.166041,2.477272,1.791407,1.366499,0.726168,0.517364,4.352392,0.543964,0.056906,0.621554,1.126579,0.322626,0.319184,0.151442,0.431201,0.473315,0.197986,0.046322,0.003721,0.455523,0.381583,0.56098,0.563243,0.159719,0.096571,0.087051,6.208039,0.129395,0.081662,0.058277,0.165385,0.225003,1960.884044,3.731903
0.07027,0.056676,0.089283,-52.07307,1.18482,0.274083,0.120318,0.454893,0.467174,5.780697,0.419508,0.14781,0.562008,1.033812,0.618535,0.5066,0.787336,0.420152,0.403851,0.188093,0.070511,0.029794,0.334498,0.309048,0.33144,0.774938,0.101322,0.089475,0.084936,3.653309,0.38951,0.060575,0.040109,0.152057,0.214861,7154.439591,50.375117
0.04482,0.034614,0.045979,-54.255888,1.643376,0.517402,0.988307,0.19291,0.476867,7.005676,0.311929,0.107806,0.572543,1.077172,0.597075,0.570534,0.427824,0.470223,0.446777,0.183075,0.061478,0.015281,0.336771,0.35155,0.426306,0.466888,0.10025,0.097428,0.07167,4.013221,0.242911,0.045179,0.036501,0.162,0.21207,6199.890175,12.693386
0.055438,0.030664,0.087343,-47.23356,0.647849,0.857821,0.373727,0.104303,0.008584,4.719154,0.488238,0.155476,0.566493,1.070242,0.420656,0.398554,0.193276,0.396967,0.405154,0.191348,0.035268,0.012182,0.279328,0.284726,0.370759,0.458297,0.115574,0.071504,0.04329,3.700286,0.215783,0.028172,0.038507,0.159625,0.216704,11614.479858,41.590262
0.040373,0.030104,0.065917,-60.611712,0.957557,0.520164,0.615754,0.671795,0.101361,4.393726,0.521754,0.104341,0.502678,1.024197,0.45354,0.412584,0.261827,0.419516,0.391071,0.187329,0.070067,0.023483,0.324182,0.318432,0.442948,0.649713,0.130757,0.128482,0.13583,4.459833,0.264663,0.039481,0.04559,0.154663,0.221834,3863.853372,6.553402
0.064962,0.046278,0.112155,-49.123537,1.114238,0.81934,0.217759,0.387627,-0.026864,6.825899,0.309764,0.133862,0.561812,1.018787,0.568036,0.461762,0.390171,0.416662,0.437674,0.183942,0.049651,0.029026,0.228976,0.29146,0.298262,0.393881,0.111575,0.079967,0.079196,4.073261,0.145266,0.043338,0.031776,0.152643,0.209559,9211.082507,17.259155
0.055102,0.039982,0.075302,-49.10355,0.597223,0.367014,0.265855,-0.117787,0.069478,4.91231,0.467062,0.141716,0.530318,1.014079,0.561791,0.476469,0.333066,0.413329,0.374564,0.179839,0.064012,0.011573,0.228501,0.232885,0.432791,0.394908,0.154664,0.082839,0.09216,3.768989,0.191114,0.034954,0.042721,0.155085,0.214063,11797.227852,68.780557
0.070269,0.044009,0.091735,-54.510766,1.275247,0.477814,0.635006,-0.147695,-0.146531,7.356569,0.255867,0.129697,0.624269,1.061531,0.614381,0.498106,0.217175,0.422862,0.332021,0.178149,0.051522,0.030459,0.273495,0.295098,0.295534,0.688319,0.120057,0.095503,0.063816,4.308057,0.198903,0.038229,0.043443,0.156965,0.216444,5145.026942,11.396726
0.06243,0.043819,0.089534,-47.895355,0.479288,0.566444,-0.506968,0.076203,-0.351201,6.069991,0.388485,0.170602,0.545332,1.003832,0.41475,0.420987,0.364685,0.419674,0.423183,0.176392,0.034235,0.013263,0.236498,0.261057,0.282273,0.552135,0.111425,0.087651,0.069557,3.556363,0.22759,0.036048,0.036767,0.158016,0.210755,10922.403903,29.778652
0.074124,0.049061,0.094769,-45.518489,0.387926,0.001762,0.390003,0.454614,0.301094,5.102787,0.4645,0.160684,0.605198,1.101147,0.491031,0.45113,0.498531,0.394502,0.434975,0.210084,0.052064,0.022772,0.219322,0.259168,0.337635,0.623793,0.123365,0.06661,0.042067,3.571516,0.215271,0.033333,0.03649,0.155043,0.214282,15745.034905,89.912902
0.04025,0.023103,0.043136,-47.512941,0.252772,0.273299,0.604399,0.109748,0.155148,5.044964,0.44835,0.127498,0.541894,1.066829,0.434597,0.386663,0.20077,0.404022,0.452075,0.177399,0.037367,0.009453,0.324857,0.303417,0.337807,0.415644,0.122264,0.069927,0.070203,3.571113,0.152024,0.042217,0.023876,0.156412,0.21795,13800.616818,30.774749
0.017268,0.009245,0.248766,-55.626095,2.05904,0.779769,1.056129,0.371754,0.626722,4.552377,0.50728,0.065998,0.597718,1.040518,0.421415,0.371315,0.112219,0.422245,0.460516,0.177815,0.036784,0.005471,0.271216,0.289852,0.375828,0.329417,0.118762,0.070072,0.102824,4.178991,0.111996,0.026357,0.037203,0.156836,0.221299,7161.152975,12.399627
0.042853,0.035173,0.060902,-58.444575,0.113184,0.364409,0.609586,0.319248,0.027146,4.93876,0.485916,0.124505,0.440166,1.012371,0.388048,0.407537,0.305187,0.399534,0.389876,0.164134,0.040803,0.01277,0.254927,0.288704,0.300469,0.461655,0.100767,0.097723,0.08156,5.04403,0.179098,0.036905,0.038578,0.159489,0.219819,4085.621141,15.111682
0.026759,0.015304,0.152888,-53.805743,1.440118,0.363566,1.012563,0.444931,0.366079,5.483217,0.412483,0.091873,0.569806,1.054579,0.48011,0.457357,0.235716,0.43509,0.428388,0.20866,0.067626,0.005248,0.315427,0.316937,0.369093,0.42618,0.12155,0.0666,0.068302,3.932336,0.169118,0.046953,0.032637,0.156718,0.217071,8786.04397,73.183134
0.073955,0.043101,0.088805,-48.874375,1.770299,0.780421,0.477668,-0.012376,-0.038938,4.923239,0.459928,0.142986,0.609731,1.063091,0.410537,0.407135,0.325488,0.423572,0.491809,0.185598,0.035212,0.011744,0.250261,0.277112,0.319743,0.434951,0.098822,0.084277,0.035029,3.871181,0.184976,0.032339,0.028025,0.155711,0.216478,9491.276737,18.000568
0.058198,0.036159,0.074745,-48.708141,1.457883,0.350132,0.863564,0.464748,-0.170945,4.76212,0.467405,0.127994,0.598989,1.036574,0.459074,0.425828,0.242094,0.384456,0.406635,0.184152,0.055104,0.018712,0.251399,0.284433,0.418038,0.408874,0.144134,0.107564,0.085282,3.430294,0.214609,0.035654,0.043118,0.155401,0.210852,10134.795564,16.888101
0.034273,0.022247,0.045844,-53.865811,1.509161,0.610106,0.855194,0.680761,0.414839,4.862247,0.474368,0.094188,0.537756,1.068907,0.490543,0.479264,0.246227,0.402481,0.420968,0.184167,0.062968,0.014973,0.397078,0.277498,0.46173,0.455158,0.155889,0.082145,0.09864,4.41959,0.268843,0.04998,0.059424,0.156268,0.217356,7989.595638,12.864704
0.04604,0.03847,0.05621,-53.413433,2.631501,-0.668754,0.744291,0.541654,-0.210824,6.664124,0.345081,0.131427,0.495001,0.898919,0.54125,0.444764,0.495852,0.395923,0.396552,0.179607,0.050375,0.011548,0.25408,0.304882,0.383126,0.698256,0.115161,0.087301,0.181548,3.875035,0.191676,0.033995,0.037694,0.142337,0.215693,6719.455754,15.813846
0.05138,0.037179,0.072894,-56.804543,0.908859,0.060871,0.482926,0.548491,0.019774,6.244453,0.371661,0.152736,0.520205,0.983318,0.428779,0.451165,0.416222,0.433734,0.390537,0.160836,0.037643,0.00833,0.333186,0.300652,0.417992,0.575153,0.141577,0.100437,0.092161,4.343322,0.164528,0.039652,0.049069,0.153287,0.214994,3399.473992,9.230656
0.04529,0.028407,0.049811,-51.153273,2.314573,0.842651,0.397557,0.395281,-0.013073,6.009757,0.381858,0.104949,0.60277,1.045181,0.47462,0.388522,0.200703,0.362803,0.375649,0.174911,0.039782,0.021568,0.318991,0.324828,0.516217,0.427323,0.159043,0.084447,0.073674,4.066026,0.208931,0.041243,0.044475,0.15342,0.215548,8493.591788,16.141636
0.063428,0.043111,0.089873,-54.463924,2.044597,0.538309,1.365921,-0.621762,-0.006216,6.845333,0.270597,0.134697,0.56484,1.026035,0.444958,0.400954,0.366738,0.347683,0.388614,0.172726,0.047769,0.012788,0.278578,0.327941,0.459658,0.595477,0.135334,0.092032,0.09151,5.224575,0.203603,0.040877,0.043601,0.162359,0.218416,5778.941695,12.924816
0.063428,0.043111,0.089873,-54.463924,2.044597,0.538309,1.365921,-0.621762,-0.006216,6.845333,0.270597,0.134697,0.56484,1.026035,0.444958,0.400954,0.366738,0.347683,0.388614,0.172726,0.047769,0.012788,0.278578,0.327941,0.459658,0.595477,0.135334,0.092032,0.09151,5.224575,0.203603,0.040877,0.043601,0.162359,0.218416,5778.941695,12.924816
0.051294,0.032876,0.06423,-45.282616,0.699598,0.2087,0.101933,0.310877,0.205333,6.104543,0.363614,0.161441,0.572856,1.078946,0.424982,0.424365,0.286743,0.427628,0.379274,0.148561,0.033121,0.017044,0.302789,0.258628,0.393853,0.595262,0.129286,0.11131,0.039972,3.50347,0.256669,0.028104,0.035147,0.162009,0.216286,14952.341939,42.588077
0.046748,0.040116,0.047587,-54.638031,1.457022,0.008267,0.357521,-0.299286,0.013886,5.368452,0.478386,0.131489,0.450534,0.997935,0.546157,0.490291,0.439637,0.438369,0.37856,0.135835,0.048324,0.008009,0.376002,0.36709,0.400548,1.112703,0.206886,0.130251,0.197201,4.063661,0.21922,0.055494,0.057861,0.161043,0.215237,6178.909183,15.821402
0.078622,0.054479,0.233362,-47.468696,0.646188,-0.09097,0.016167,0.291037,0.112613,4.460371,0.50172,0.182441,0.587019,1.024043,0.432027,0.432691,0.453796,0.441232,0.410174,0.192575,0.041962,0.02882,0.227539,0.211176,0.255558,0.764517,0.079913,0.066797,0.070677,3.908356,0.171046,0.035351,0.033848,0.148545,0.212278,12532.652815,27.392742
0.078622,0.054479,0.233362,-47.468696,0.646188,-0.09097,0.016167,0.291037,0.112613,4.460371,0.50172,0.182441,0.587019,1.024043,0.432027,0.432691,0.453796,0.441232,0.410174,0.192575,0.041962,0.02882,0.227539,0.211176,0.255558,0.764517,0.079913,0.066797,0.070677,3.908356,0.171046,0.035351,0.033848,0.148545,0.212278,12532.652815,27.392742
0.065409,0.050896,0.089543,-58.719459,0.663161,0.840246,0.174894,0.491263,0.422975,5.696341,0.41839,0.123304,0.53274,1.050795,0.766734,0.549174,0.541333,0.480104,0.490707,0.20792,0.076347,0.029087,0.314742,0.256058,0.354156,0.441681,0.105613,0.092761,0.087944,4.184388,0.23291,0.056554,0.048333,0.153777,0.217532,3595.216564,0
0.033193,0.023904,0.04138,-60.631055,1.995803,0.303698,0.7796,0.326666,0.102542,6.554672,0.350551,0.091363,0.49845,0.954174,0.594368,0.558177,0.256317,0.419011,0.401679,0.185404,0.065775,0.017677,0.276392,0.309058,0.381519,0.483803,0.126273,0.09076,0.217962,4.344907,0.216347,0.048103,0.043471,0.146167,0.211826,3985.968875,11.880733
0.027358,0.019768,0.043281,-59.124602,0.771195,0.592017,0.224381,0.033553,0.377719,4.524435,0.515518,0.104616,0.501716,1.049687,0.542317,0.389793,0.241498,0.35131,0.40238,0.169275,0.03906,0.012448,0.389607,0.371346,0.463545,0.674807,0.176703,0.116439,0.095796,4.521207,0.215952,0.04453,0.042256,0.155682,0.215718,4013.38192,6.243497
0.045697,0.026902,0.054637,-51.041921,0.842928,0.359334,0.688316,0.379447,0.230553,5.805362,0.399412,0.114435,0.582588,1.115112,0.506185,0.446545,0.243754,0.419196,0.441351,0.190956,0.051944,0.014446,0.319607,0.351699,0.458735,0.582039,0.126172,0.114343,0.073006,4.191984,0.199862,0.051149,0.045153,0.155159,0.216098,9851.095292,45.910755
0.0551,0.040809,0.138126,-55.8708,0.181512,0.015787,0.509142,-0.059166,-0.626831,4.490951,0.510828,0.137784,0.490176,1.075321,0.465815,0.413896,0.541773,0.335312,0.335031,0.170659,0.063742,0.013457,0.295432,0.312275,0.404473,0.723342,0.122494,0.156269,0.07016,4.417805,0.305227,0.044066,0.037753,0.155603,0.217752,6785.286955,65.082301
0.040736,0.035111,0.048339,-60.306363,1.707881,0.335882,0.328054,0.135407,-0.237601,6.577069,0.33219,0.126838,0.48868,0.940054,0.410524,0.420413,0.518882,0.43202,0.385326,0.188409,0.026963,0.006969,0.288982,0.245659,0.344689,0.449496,0.099045,0.08474,0.098102,4.880069,0.196825,0.044054,0.034734,0.154382,0.224605,2937.669581,4.786962
0.026418,0.021239,0.033118,-63.105311,1.84339,1.224446,0.69774,0.622753,0.391311,4.734483,0.514342,0.080475,0.520699,1.057347,0.538299,0.506951,0.263702,0.431821,0.449126,0.215307,0.065572,0.020712,0.36299,0.309418,0.351344,0.636366,0.099761,0.105421,0.13289,4.301984,0.318201,0.045816,0.036551,0.159347,0.219775,3719.934178,9.235237
0.035785,0.022851,0.231682,-52.234174,1.258216,0.242078,0.067377,0.128595,-0.205527,5.691315,0.427992,0.10729,0.562133,1.040867,0.556676,0.516498,0.342409,0.390508,0.389015,0.199907,0.059519,0.012657,0.258368,0.240607,0.389427,0.430911,0.103068,0.084025,0.112902,3.782838,0.223374,0.042527,0.035916,0.153431,0.208384,8639.25067,27.205084
