@attribute Std_Acc1000_Std_Mem40_SCF_8 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_9 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_3 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_1 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_2 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_4 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_9 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_18 numeric
@attribute BeatHisto_HighPeakAmp numeric
@attribute BeatHisto_PeriodicCentroid1 numeric

@data

0.050957,0.038833,0.068192,1.210615,1.30219,0.370838,0.790627,0.000058,1.434756,2.237324,6.876475,0.351658,0.113008,0.581952,0.734278,2.711329,0.421863,0.150827,0.037695,0.088911,0.01652,0.475027,0.356728,0.299714,2.256726,0.118324,0.111536,0.019549,0.031124,3.735289,0.69698,0.089548,0.140178,0.188037,0.287152,0.276002,0.0377,0.013718,0.02125,0.037742,0.100049,0.214428,9.396578,0.49274
0.035311,0.027808,0.045621,1.62431,1.031331,0.272921,0.025072,0.000017,1.495322,1.912399,5.160275,0.380656,0.116306,0.482921,0.649448,2.770305,0.362619,0.141362,0.020985,0.061184,0.00535,0.394166,0.247591,0.399728,0.996476,0.098256,0.149334,0.020761,0.005033,4.653566,0.784037,0.084011,0.108623,0.114657,0.219952,0.274372,0.040581,0.009803,0.012116,0.032462,0.103702,0.21438,8.421918,0.505233
0.092459,0.054021,0.176926,0.266811,1.270743,0.2419,-0.023676,0.00021,1.508797,1.909225,6.376398,0.541305,0.156523,0.656359,0.822578,2.686546,0.428133,0.150396,0.036295,0.058808,0.016983,0.226189,0.246545,0.328352,1.180164,0.108979,0.097505,0.022938,0.012871,3.648612,0.292601,0.083507,0.112776,0.134044,0.135967,0.1697,0.038444,0.010228,0.023902,0.044708,0.10222,0.214325,31.192563,0.44332
0.063518,0.047291,0.094312,0.982948,1.227294,0.606489,0.189081,0.000054,1.489116,2.119163,6.234397,0.452937,0.142607,0.575268,0.729767,2.697682,0.436287,0.139146,0.025727,0.053782,0.015622,0.644541,0.379882,0.401393,1.87958,0.194532,0.172835,0.035768,0.022159,5.273477,0.494772,0.088368,0.126078,0.124099,0.183955,0.252866,0.051373,0.011608,0.028816,0.04679,0.1088,0.217682,14.525078,0.478937
0.040701,0.023382,0.064856,0.339619,1.635416,0.460758,0.53253,0.000161,1.542077,1.908404,6.306162,0.554359,0.108654,0.587326,0.723035,2.719009,0.452439,0.134867,0.027414,0.048172,0.007022,0.476484,0.280804,0.366477,1.555091,0.108481,0.104924,0.020375,0.00667,4.08573,0.336642,0.090417,0.11935,0.136739,0.153454,0.17679,0.03718,0.005872,0.017777,0.046261,0.104164,0.213904,25.365043,0.498507
0.055901,0.040312,0.085602,-1.656246,1.747559,0.04086,-0.158151,0.000031,1.466939,1.842287,6.398662,0.441475,0.152995,0.522187,0.656657,2.705266,0.378173,0.108706,0.018161,0.031084,0.013216,0.184342,0.293349,0.503544,1.855425,0.12779,0.151388,0.026777,0.002435,4.507842,0.64395,0.08413,0.109956,0.149058,0.244078,0.174331,0.053414,0.007353,0.017561,0.036828,0.096288,0.217765,11.930685,0.490522
0.03337,0.024864,0.041644,1.450682,1.405582,0.636454,0.516558,0.000404,1.382727,1.733757,4.816322,0.27935,0.105681,0.453242,0.6393,2.751544,0.347332,0.163916,0.016009,0.077594,0.005796,0.934276,0.268239,0.623285,1.114927,0.124497,0.153886,0.017983,0.004871,4.425695,0.714397,0.08753,0.130197,0.263137,0.320746,0.386889,0.03329,0.008592,0.025037,0.034738,0.09796,0.219082,38.620917,0.45586
0.057396,0.043513,0.073123,1.33016,1.616014,0.022526,0.550576,0.0002,1.477418,2.066831,7.423535,0.34977,0.133044,0.573496,0.757007,2.705411,0.390093,0.13707,0.026498,0.066682,0.016197,0.53145,0.372257,0.420685,1.971597,0.161697,0.155618,0.03105,0.024968,4.142758,0.779586,0.086932,0.11836,0.172877,0.301378,0.213864,0.04739,0.013864,0.02145,0.041253,0.096143,0.212076,26.732277,0.516845
0.057347,0.043979,0.083001,0.465161,1.684225,0.606289,0.323166,0.000271,1.643973,1.876412,6.950346,0.308733,0.138481,0.541385,0.687541,2.832078,0.404178,0.160581,0.040342,0.054824,0.018757,0.694417,0.289755,0.397603,2.184018,0.140315,0.115354,0.034462,0.016157,3.696723,0.521706,0.122838,0.110776,0.135986,0.205705,0.418227,0.038056,0.014534,0.017455,0.039556,0.095402,0.226803,21.58549,0.535891
0.136085,0.105311,0.221515,-1.266794,0.365899,-0.204646,0.870101,0.000212,1.483424,1.81925,5.527697,0.368613,0.241776,0.619573,0.743647,2.71094,0.424928,0.114488,0.025121,0.032234,0.018868,0.650062,0.222355,0.38256,0.755796,0.088582,0.097818,0.048122,0.015723,3.687809,0.432372,0.077272,0.103597,0.124915,0.235505,0.301598,0.039024,0.016063,0.020041,0.044432,0.092502,0.215498,37.771534,0.502167
0.042669,0.035088,0.052384,0.740802,2.015124,0.689279,0.62212,0.000249,1.537928,1.914884,6.265654,0.473616,0.112349,0.53705,0.715162,2.726452,0.428146,0.147961,0.027694,0.075931,0.012348,0.408399,0.313123,0.4335,1.148436,0.119566,0.128965,0.023577,0.024056,4.489232,0.683512,0.083288,0.080252,0.196007,0.231909,0.186933,0.040062,0.018963,0.024076,0.036222,0.101741,0.214925,15.468024,0.491916
0.189271,0.15267,0.308047,-1.206426,1.16616,0.110674,0.196648,0.00007,1.465683,1.917386,5.887759,0.430353,0.247613,0.666256,0.786549,2.666356,0.434353,0.123757,0.041481,0.040293,0.036196,0.324639,0.279764,0.312406,0.991225,0.12068,0.116513,0.032595,0.017292,3.684193,0.178273,0.071606,0.110252,0.16143,0.212148,0.177637,0.040174,0.015401,0.029588,0.048846,0.111976,0.211732,23.8683,0.488137
0.041834,0.032553,0.042398,2.481595,2.446647,1.110993,0.274635,0.000121,1.48532,1.785297,7.109628,0.438764,0.115695,0.546775,0.743945,2.715209,0.355702,0.157153,0.010881,0.058729,0.005042,0.350432,0.294918,0.396568,2.687661,0.136028,0.09576,0.018414,0.00604,4.876415,0.717488,0.103104,0.151136,0.216635,0.146952,0.206152,0.038729,0.007248,0.017755,0.025015,0.103453,0.226073,21.213783,0.445198
0.026813,0.02128,0.036275,0.158475,1.8327,0.83495,-0.298911,0.000548,1.418538,1.827557,6.482711,0.201646,0.103459,0.478537,0.607901,2.762337,0.406847,0.194735,0.017354,0.04791,0.009877,0.448739,0.31943,0.380387,2.430475,0.169054,0.145646,0.024308,0.007997,4.202727,0.91304,0.059094,0.154655,0.137139,0.235224,0.279601,0.042265,0.011209,0.016359,0.037915,0.093498,0.219927,38.57766,0.503654
0.037315,0.023802,0.056341,0.514013,1.836395,0.45766,0.273305,0.000454,1.47052,1.896232,6.75591,0.470265,0.105029,0.57584,0.723398,2.703537,0.4406,0.144739,0.025946,0.059896,0.009855,0.390643,0.280732,0.382239,1.656794,0.109371,0.116571,0.024603,0.015116,4.138513,0.575056,0.080943,0.109408,0.123134,0.195205,0.285822,0.037817,0.008973,0.018642,0.044039,0.100728,0.21169,27.146194,0.489984
0.043296,0.031975,0.054677,0.631613,1.188291,0.023043,-0.071943,0.00015,1.57453,1.816899,6.351471,0.501113,0.128769,0.519921,0.725662,2.691889,0.404545,0.141343,0.022,0.057603,0.006017,0.217998,0.260337,0.313336,1.363055,0.106658,0.110506,0.018117,0.004658,3.722275,0.447566,0.079278,0.114923,0.13043,0.172775,0.197026,0.033826,0.008897,0.016692,0.037492,0.103027,0.214166,14.852489,0.529331
0.033746,0.023417,0.035767,1.621073,1.764853,0.706556,0.508743,0.000608,1.435246,1.839521,4.846363,0.523232,0.095456,0.564778,0.734709,2.708362,0.347864,0.127257,0.022848,0.071098,0.004576,0.239196,0.27546,0.446637,1.099141,0.114074,0.195146,0.01651,0.007842,3.763077,0.489347,0.084821,0.132305,0.136556,0.217226,0.262573,0.049349,0.010591,0.018419,0.039168,0.104174,0.216109,68.233628,0.460721
0.062984,0.045771,0.081165,0.63049,1.145756,0.006644,-0.193745,0.000254,1.575605,1.951124,10.408473,0.405659,0.137287,0.532647,0.747789,2.671101,0.376075,0.109849,0.021744,0.061114,0.013507,0.430708,0.306563,0.414638,2.135923,0.120371,0.1308,0.022171,0.019219,3.59413,0.637058,0.099927,0.117561,0.194948,0.259098,0.22812,0.060677,0.011665,0.019989,0.039146,0.104428,0.207643,22.128819,0.506478
0.064135,0.044895,0.091588,1.397444,1.664583,0.798838,0.442308,0.000327,1.521238,1.984017,6.779024,0.488701,0.122412,0.589539,0.749393,2.697969,0.442262,0.165598,0.035355,0.068624,0.024401,0.560224,0.306447,0.424482,1.516562,0.128608,0.14131,0.028775,0.023543,3.961962,0.527843,0.093912,0.119883,0.16717,0.199293,0.18382,0.042103,0.014062,0.017407,0.044342,0.104746,0.213068,66.74392,0.513075
0.057403,0.035082,0.106851,1.263011,2.208484,0.053675,-0.06268,0.000514,1.529633,1.810141,5.603779,0.488988,0.111857,0.654649,0.802959,2.722783,0.466599,0.144726,0.029624,0.072954,0.017147,0.309862,0.241526,0.397386,1.025288,0.099387,0.101788,0.023194,0.024687,3.599745,0.573249,0.077776,0.11737,0.143013,0.1484,0.211483,0.043103,0.009438,0.023094,0.045406,0.096626,0.214452,113.75699,0.563782
0.051201,0.040586,0.069609,1.275516,1.33388,0.170411,0.209687,0.000026,1.458284,1.973732,6.353191,0.523327,0.121438,0.545908,0.70167,2.736524,0.398621,0.140981,0.020475,0.067043,0.025367,0.381038,0.340722,0.293683,1.685866,0.148557,0.112599,0.02806,0.040388,4.316145,0.818602,0.100598,0.144948,0.121693,0.148934,0.248113,0.040271,0.01456,0.026003,0.04704,0.104015,0.216211,7.967086,0.509172
0.060812,0.047055,0.080912,0.290789,1.579135,-0.131258,-0.212336,0.00009,1.509725,1.978841,7.920382,0.363171,0.149457,0.544194,0.708638,2.715465,0.45404,0.135895,0.032723,0.057032,0.01504,0.368691,0.303197,0.308408,1.821277,0.123309,0.10302,0.025456,0.02725,3.692815,0.569612,0.083218,0.115186,0.163563,0.302505,0.337604,0.038243,0.016995,0.021198,0.037751,0.096587,0.211387,10.889114,0.468404
0.093676,0.060027,0.342606,2.679551,0.999417,0.838412,0.277194,0.000378,1.435546,1.822375,4.852235,0.580007,0.096414,0.704302,0.884773,2.714335,0.453841,0.118456,0.05129,0.067675,0.049774,0.121697,0.230028,0.314452,0.83142,0.095302,0.101816,0.028974,0.05216,3.561148,0.575152,0.081991,0.093049,0.13912,0.136034,0.182644,0.041833,0.020945,0.023348,0.05297,0.113793,0.216888,76.38662,0.570732
0.046249,0.036544,0.063028,0.952921,1.559745,0.022356,0.127595,0.00006,1.533788,2.046282,6.059383,0.385736,0.119665,0.543216,0.705674,2.708913,0.396274,0.131466,0.026006,0.072197,0.023218,0.422966,0.417384,0.384894,1.440036,0.201889,0.119056,0.022544,0.041268,4.051559,0.70479,0.07962,0.193374,0.157506,0.212124,0.373729,0.048314,0.013395,0.018238,0.035162,0.095119,0.21391,7.828162,0.49459
0.051467,0.036886,0.1012,0.788477,1.73926,0.72205,0.843553,0.000024,1.485664,1.839958,6.149178,0.529478,0.11161,0.595698,0.746589,2.68306,0.411185,0.136194,0.026414,0.061681,0.024472,0.404339,0.286847,0.44809,1.689708,0.131297,0.131956,0.019464,0.044686,4.191623,0.63289,0.081865,0.108866,0.182762,0.183318,0.275598,0.042894,0.009609,0.01803,0.043308,0.108719,0.211141,8.221287,0.497941
0.125403,0.118655,0.159765,-3.11233,1.256194,1.531482,-0.889557,0.000032,1.517447,2.0949,5.548887,0.477,0.272307,0.550263,0.70419,2.693131,0.42052,0.118546,0.056657,0.04327,0.042698,0.668233,0.423134,0.649662,1.353759,0.225821,0.240492,0.102373,0.041466,4.292388,0.723327,0.099405,0.165996,0.215482,0.289347,0.262167,0.069553,0.048954,0.036456,0.042251,0.102669,0.213464,12.27754,0.502243
0.06243,0.043819,0.089534,-1.037633,0.479288,0.566444,0.731465,0.000244,1.486471,1.821682,6.529135,0.408098,0.170602,0.545332,0.686229,2.687393,0.423183,0.138519,0.023262,0.045511,0.011548,0.336518,0.236498,0.282273,1.183147,0.095819,0.111425,0.024844,0.007944,3.556363,0.496131,0.079957,0.096445,0.134185,0.22759,0.254452,0.039912,0.011756,0.018369,0.042231,0.10801,0.210755,34.05995,0.51448
0.07027,0.056676,0.089283,0.571109,1.18482,0.274083,0.14352,0.000241,1.607075,1.910017,5.607653,0.380141,0.14781,0.562008,0.733964,2.739883,0.403851,0.138257,0.044484,0.066509,0.02752,0.469134,0.334498,0.33144,1.322968,0.143781,0.101322,0.036451,0.041007,3.653309,0.569353,0.11234,0.123738,0.16348,0.38951,0.37559,0.049668,0.017026,0.026098,0.034574,0.096744,0.214861,67.172339,0.46203
0.040726,0.029886,0.094832,0.365606,1.3586,0.38849,0.427453,0.000246,1.450565,2.056622,6.409675,0.302411,0.121916,0.514705,0.703253,2.733093,0.412514,0.160726,0.033686,0.06282,0.014373,0.350505,0.417116,0.477974,1.518897,0.176307,0.170085,0.038791,0.011285,3.97626,0.681667,0.09785,0.145442,0.180231,0.22556,0.300181,0.038033,0.013218,0.019958,0.04152,0.105826,0.217091,13.570257,0.512028
0.130318,0.103764,0.202052,-0.922956,0.715858,-0.093826,-0.232752,0.000275,1.520926,1.979202,6.480975,0.443171,0.205464,0.587807,0.750348,2.694478,0.43331,0.136636,0.029763,0.057464,0.023843,0.342224,0.261683,0.34696,1.832189,0.11476,0.143841,0.030024,0.037316,3.287138,0.487029,0.084255,0.116082,0.17639,0.301317,0.263726,0.041223,0.014155,0.02343,0.045494,0.101756,0.211299,70.194557,0.427638
0.058311,0.039569,0.078413,0.24373,2.099633,-0.235283,0.15715,0.000053,1.56342,1.904589,7.858633,0.424448,0.125326,0.595923,0.773382,2.68335,0.440724,0.13454,0.035095,0.066864,0.021597,0.360748,0.290862,0.288872,1.187077,0.120351,0.126417,0.036631,0.013985,4.486617,0.498572,0.097381,0.115554,0.150289,0.151756,0.208354,0.037027,0.015349,0.024779,0.048622,0.101547,0.214749,10.400581,0.461819
0.079579,0.053304,0.144271,1.175894,0.858229,0.656156,0.122442,0.000122,1.438804,2.002818,5.467718,0.478167,0.139121,0.603282,0.796623,2.709203,0.484551,0.136749,0.046276,0.079043,0.02034,0.190012,0.30457,0.275621,1.178866,0.112674,0.084871,0.025488,0.025626,3.967292,0.412088,0.080708,0.090606,0.141018,0.134677,0.19011,0.028173,0.006211,0.014503,0.038121,0.10311,0.213825,59.870185,0.437827
0.040961,0.029193,0.044883,0.387613,2.42061,0.299327,0.35063,0.000023,1.487518,1.742852,5.790381,0.51907,0.116629,0.569444,0.703862,2.716807,0.400281,0.137296,0.019138,0.051843,0.007016,0.190139,0.232249,0.344529,1.052018,0.112094,0.111386,0.01716,0.006858,4.297944,0.481436,0.087021,0.111169,0.172423,0.132063,0.251138,0.043721,0.009002,0.016951,0.042179,0.103394,0.217415,16.298414,0.548517
0.030253,0.021562,0.047869,1.959185,1.796131,0.728815,-0.012261,0.000251,1.559416,1.79314,6.25322,0.428669,0.089809,0.532694,0.746428,2.713519,0.38457,0.140951,0.024582,0.061294,0.014018,0.473769,0.315143,0.337812,1.209211,0.123275,0.102496,0.031535,0.013345,4.279899,0.583155,0.107193,0.109215,0.153449,0.196185,0.216541,0.03687,0.015729,0.026378,0.04453,0.107463,0.217114,32.839504,0.428376
0.048676,0.038158,0.07339,-0.204651,1.192793,0.753866,0.674124,0.000064,1.492653,1.977004,6.930633,0.517452,0.119881,0.536179,0.715687,2.699847,0.374836,0.159019,0.030866,0.066858,0.017628,0.316546,0.333821,0.314164,0.984149,0.122658,0.109538,0.03291,0.027076,4.48825,0.493768,0.100343,0.099186,0.241681,0.148634,0.169032,0.030902,0.010026,0.017204,0.040604,0.104615,0.214755,10.312075,0.533664
0.030267,0.022008,0.03485,1.127669,1.717308,0.814201,0.087491,0.000031,1.491183,1.83444,5.958711,0.418243,0.100433,0.530603,0.685126,2.711616,0.364201,0.137042,0.020836,0.057562,0.007938,0.44593,0.307287,0.483843,1.291064,0.126455,0.121978,0.03045,0.008395,4.961085,0.579269,0.098715,0.114365,0.154507,0.172597,0.18514,0.057463,0.008819,0.012872,0.037413,0.102832,0.218913,9.056543,0.487089
0.067168,0.042321,0.095585,0.38313,1.583838,0.369387,0.102498,0.000254,1.492831,1.904514,6.083758,0.475952,0.136482,0.597997,0.762087,2.69023,0.458095,0.152611,0.035949,0.068271,0.015043,0.258658,0.26545,0.343106,1.184387,0.103206,0.125251,0.029166,0.012934,3.789532,0.434459,0.077078,0.09023,0.112177,0.174513,0.248932,0.047357,0.0094,0.015976,0.040672,0.10066,0.215289,20.348577,0.437635
0.065136,0.048217,0.094029,0.408459,2.109036,0.236302,0.057373,0.000044,1.634765,2.061496,7.529305,0.370902,0.12139,0.588933,0.757941,2.728201,0.467302,0.14709,0.038372,0.077616,0.018068,0.479084,0.339078,0.432551,2.541006,0.148374,0.117496,0.024949,0.028871,3.962093,0.586459,0.082015,0.160831,0.183399,0.274564,0.209491,0.050692,0.010222,0.021198,0.043217,0.097622,0.213345,12.426811,0.516768
0.055817,0.040699,0.072526,0.592099,1.0572,0.899621,-0.238973,0.000061,1.581656,2.16761,7.876026,0.442858,0.129776,0.544898,0.713616,2.679864,0.433096,0.131163,0.031848,0.051265,0.023357,0.340507,0.384166,0.34209,2.399825,0.14741,0.134961,0.027834,0.03088,3.817545,0.394131,0.107985,0.103243,0.134723,0.216209,0.248915,0.046565,0.013143,0.01896,0.04317,0.10292,0.213831,13.642646,0.480526
0.043885,0.037489,0.058325,-0.572746,1.748962,0.705294,0.858533,0.000176,1.506461,2.145982,6.601453,0.315013,0.120289,0.488447,0.646563,2.722048,0.430316,0.156624,0.02912,0.063199,0.010135,0.379306,0.375418,0.430945,1.568747,0.147245,0.104335,0.02723,0.010712,4.201492,0.677838,0.097856,0.096227,0.157011,0.29838,0.369006,0.040557,0.013216,0.017412,0.032771,0.092914,0.216679,29.180106,0.46986
0.070715,0.055507,0.103309,0.363504,0.517938,0.270765,0.368101,0.000067,1.547578,2.014843,6.481262,0.438908,0.157371,0.543744,0.737943,2.734186,0.479881,0.146322,0.031,0.057074,0.01743,0.198593,0.281927,0.313539,1.243308,0.112183,0.093724,0.021404,0.035226,3.948277,0.513108,0.085824,0.108429,0.148111,0.161366,0.272455,0.033271,0.011209,0.01821,0.038315,0.108184,0.217935,20.9429,0.528747
0.046167,0.035442,0.05828,0.405819,1.366343,0.635497,0.281434,0.000259,1.56948,1.9821,7.280305,0.363641,0.120703,0.508641,0.647328,2.72528,0.454568,0.173088,0.035831,0.061025,0.01058,0.428598,0.286808,0.490661,1.864383,0.112806,0.129952,0.0276,0.013017,4.272097,0.545399,0.11177,0.153318,0.153254,0.21986,0.341062,0.053218,0.011623,0.017425,0.046371,0.092551,0.215316,19.406802,0.530345
0.054617,0.044512,0.073704,0.92433,2.56302,-0.34745,0.160947,0.000058,1.570061,2.135434,8.078847,0.268108,0.129845,0.567411,0.723999,2.752412,0.398153,0.14981,0.029979,0.069669,0.01937,0.838529,0.323014,0.48849,2.37552,0.134509,0.158971,0.035252,0.028863,3.986899,0.627175,0.106797,0.155931,0.179135,0.241205,0.323751,0.050995,0.016122,0.020162,0.03672,0.106696,0.216236,14.649342,0.529359
0.053069,0.02974,0.058271,0.259477,2.445322,0.633082,0.126027,0.000184,1.422632,1.838843,7.140996,0.556825,0.11138,0.60669,0.763987,2.700455,0.432773,0.137122,0.021646,0.042867,0.009406,0.204091,0.241531,0.42766,0.892212,0.10142,0.12446,0.022309,0.006224,3.660571,0.303739,0.075538,0.105517,0.145015,0.180315,0.157183,0.035717,0.009041,0.019431,0.044918,0.101301,0.212713,39.442568,0.45653
0.047541,0.033006,0.057882,0.607726,1.863117,0.698223,0.07024,0.000052,1.460477,1.944142,6.797333,0.457736,0.113931,0.565236,0.718997,2.716968,0.382548,0.144633,0.023766,0.062621,0.015691,0.293327,0.293627,0.448736,2.185962,0.129038,0.134925,0.026727,0.027784,4.280578,0.542069,0.079111,0.143583,0.166953,0.214604,0.212624,0.039002,0.007995,0.017638,0.04124,0.098233,0.213629,16.482425,0.496271
0.032929,0.023766,0.038736,0.970211,2.146934,1.247425,0.098709,0.000059,1.509957,1.906445,6.210361,0.519349,0.090019,0.539366,0.707307,2.694543,0.396827,0.140687,0.016098,0.064376,0.007476,0.400861,0.280908,0.41901,0.888224,0.10999,0.116851,0.014596,0.017646,4.267205,0.685498,0.070733,0.117781,0.175869,0.140592,0.286571,0.041796,0.007206,0.019185,0.03225,0.098088,0.217649,14.702313,0.500279
0.029327,0.023623,0.032453,1.499659,2.402632,0.784209,0.666827,0.00012,1.586538,2.033361,6.936061,0.373365,0.082553,0.56385,0.719359,2.715567,0.398617,0.18382,0.022111,0.074493,0.009665,0.536965,0.298347,0.32813,1.435244,0.131433,0.129146,0.019744,0.024361,3.787373,0.628864,0.101222,0.148506,0.181207,0.211607,0.185152,0.051305,0.013481,0.018477,0.042281,0.104295,0.217071,10.595266,0.517817
0.065121,0.041104,0.08372,0.901509,1.378779,0.762294,0.068998,0.000237,1.519637,1.892454,6.481262,0.505809,0.123294,0.620975,0.788495,2.693206,0.434583,0.150753,0.023302,0.062313,0.022055,0.366207,0.275131,0.384212,2.113846,0.118844,0.128935,0.019419,0.024951,3.738296,0.34808,0.10051,0.109121,0.143984,0.18585,0.221082,0.040187,0.009027,0.018792,0.043049,0.104138,0.217512,39.29138,0.473618
0.052738,0.040438,0.064917,0.237355,1.190152,0.0799,0.21654,0.000124,1.461295,1.913661,6.63356,0.414464,0.146528,0.524066,0.721417,2.788156,0.379675,0.115784,0.020465,0.041616,0.007542,0.295592,0.283282,0.54892,1.316882,0.10744,0.19041,0.024757,0.003784,3.773273,0.535143,0.069859,0.113746,0.192311,0.198443,0.211728,0.050861,0.010958,0.01722,0.037807,0.107908,0.218218,24.432277,0.504393
0.046576,0.027505,0.04552,1.379564,1.81014,0.900507,0.546244,0.000278,1.517809,1.971871,7.571598,0.459656,0.106369,0.618814,0.755044,2.682831,0.471956,0.16268,0.027702,0.059574,0.011404,0.367584,0.316656,0.317222,2.181656,0.150654,0.115019,0.023292,0.018062,3.868757,0.567165,0.103282,0.13091,0.142806,0.188377,0.298264,0.030759,0.012788,0.017565,0.047062,0.109276,0.214756,31.965422,0.568148
0.060558,0.039915,0.094575,0.659255,1.074148,0.491856,0.790029,0.000276,1.576332,1.981219,6.929514,0.360951,0.125788,0.566538,0.753727,2.694791,0.45613,0.170258,0.038315,0.082505,0.020685,0.392023,0.265816,0.337482,1.489678,0.120448,0.126083,0.043658,0.01295,3.753098,0.522151,0.090335,0.128208,0.131188,0.18975,0.273057,0.038338,0.014073,0.02,0.051325,0.105613,0.212708,17.269182,0.485337
0.045371,0.028419,0.054934,0.692456,1.421585,0.281821,0.084183,0.000326,1.595906,1.988151,4.426861,0.561138,0.120189,0.579574,0.762857,2.711419,0.437526,0.14214,0.020537,0.058472,0.009653,0.195606,0.247184,0.275678,1.202946,0.090004,0.099557,0.015823,0.021362,3.623365,0.583998,0.107703,0.108642,0.128697,0.149415,0.210683,0.030694,0.007521,0.021702,0.044297,0.107194,0.217958,33.852658,0.508633
0.067142,0.057372,0.100776,-1.311145,0.45645,0.204372,0.056844,0.000022,1.519485,1.906407,7.888429,0.459454,0.166614,0.489289,0.641156,2.762023,0.433042,0.156234,0.023499,0.050093,0.028224,0.334861,0.282368,0.443447,1.856949,0.141483,0.144302,0.052402,0.0246,4.360281,0.783481,0.078241,0.162158,0.218766,0.28304,0.232681,0.047681,0.013253,0.026086,0.050794,0.101646,0.214222,18.028189,0.510512
0.056877,0.039833,0.072947,0.084497,1.059534,0.146894,0.724701,0.000071,1.460925,2.056198,6.801043,0.468992,0.142129,0.586415,0.74698,2.693332,0.446828,0.140246,0.034655,0.05625,0.012834,0.294153,0.305601,0.369111,1.357991,0.158585,0.121457,0.029946,0.011624,3.577661,0.376707,0.076657,0.159003,0.193711,0.231714,0.27357,0.039683,0.010346,0.018031,0.038779,0.096651,0.209794,16.662711,0.472496
0.042265,0.03587,0.057468,0.757292,1.091792,0.401902,0.149538,0.000021,1.524044,1.88979,4.386742,0.308355,0.123283,0.425326,0.591159,2.776356,0.372191,0.107916,0.018481,0.032725,0.008718,0.341413,0.327123,0.405926,0.575229,0.142007,0.15255,0.022435,0.003482,5.115126,0.768473,0.115042,0.116078,0.172215,0.183413,0.452852,0.043922,0.008747,0.012662,0.031285,0.103894,0.221015,8.294875,0.492967
0.046899,0.037015,0.063596,0.753563,2.415254,0.114369,0.130317,0.000213,1.498689,2.228932,9.317558,0.304829,0.12204,0.546334,0.713058,2.711768,0.442826,0.157166,0.037656,0.075875,0.013649,0.70683,0.431949,0.403263,3.871057,0.184796,0.117867,0.035758,0.007659,4.197434,0.679122,0.110402,0.125558,0.202969,0.237701,0.338887,0.049426,0.01467,0.017067,0.042536,0.097267,0.213349,18.42748,0.444972
0.062984,0.045771,0.081165,0.63049,1.145756,0.006644,-0.193745,0.000254,1.575605,1.951124,10.408473,0.405659,0.137287,0.532647,0.747789,2.671101,0.376075,0.109849,0.021744,0.061114,0.013507,0.430708,0.306563,0.414638,2.135923,0.120371,0.1308,0.022171,0.019219,3.59413,0.637058,0.099927,0.117561,0.194948,0.259098,0.22812,0.060677,0.011665,0.019989,0.039146,0.104428,0.207643,22.128819,0.506478
0.05696,0.044173,0.078597,0.949759,1.680486,1.720424,0.333113,0.000169,1.570436,2.07752,7.433199,0.335328,0.122217,0.52543,0.700203,2.695224,0.383489,0.156762,0.024598,0.061423,0.032943,0.585011,0.354104,0.423394,1.721684,0.171786,0.134396,0.036561,0.030312,3.965556,0.508394,0.086202,0.132987,0.164172,0.253525,0.356131,0.055814,0.014581,0.017388,0.04777,0.10187,0.211931,12.600003,0.489801
0.057633,0.038674,0.076562,0.140982,2.673517,-0.644871,0.322857,0.000108,1.48835,1.925751,5.923569,0.402336,0.13506,0.583864,0.726435,2.667801,0.375109,0.131954,0.029202,0.060459,0.009404,0.507121,0.293592,0.360737,1.053595,0.098125,0.114644,0.021821,0.018548,3.89098,0.558458,0.078346,0.093938,0.170521,0.315865,0.244659,0.04751,0.010925,0.017806,0.044064,0.095895,0.208976,17.560825,0.518644
0.074838,0.057224,0.115979,-0.985573,2.331121,-0.074712,0.56807,0.000007,1.506189,2.037023,9.119021,0.370218,0.149137,0.573916,0.696529,2.753271,0.337266,0.117448,0.030721,0.052133,0.018102,0.637347,0.337694,0.47101,3.018646,0.192739,0.12062,0.026083,0.035607,4.189953,0.726824,0.088454,0.138605,0.195406,0.279586,0.291059,0.037499,0.012061,0.023652,0.044676,0.10102,0.214159,7.370994,0.499627
0.02677,0.023838,0.02832,1.39217,2.136675,1.356022,0.446362,0.000023,1.487803,2.247541,5.915082,0.376248,0.089496,0.448402,0.636609,2.832291,0.420891,0.212933,0.010901,0.046645,0.005402,0.598546,0.418913,0.406839,1.487966,0.182523,0.165525,0.015217,0.002277,5.044058,0.731748,0.138864,0.161887,0.158994,0.327771,0.399839,0.063715,0.006227,0.011234,0.033672,0.094204,0.223398,8.198226,0.525527
0.031721,0.021808,0.032471,1.211391,1.257511,0.721857,0.385962,0.00027,1.512046,2.140843,5.881445,0.450763,0.099202,0.551365,0.720749,2.711763,0.442209,0.128425,0.027831,0.065664,0.005838,0.349094,0.407628,0.524992,2.030861,0.165133,0.14126,0.022926,0.007591,4.213933,0.552442,0.091436,0.11581,0.203835,0.167208,0.280591,0.041622,0.011023,0.014055,0.039913,0.103661,0.213913,14.870198,0.495711
