@relation 'arff_file/psysound.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute mean_Loudness numeric
@attribute std_Loudness numeric
@attribute std_SharpnessZ numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute mean_Spectral_Dissonance(S) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute std_Volume numeric
@attribute mean_SpectralCentroid numeric
@attribute output {calm,notcalm}

@data
83.89369,5.627212,0.896982,48.97509,5.407805,0.007793,0.487598,701.7576,notcalm
75.65916,5.613026,0.891726,22.26867,4.65158,0.020932,0.368771,848.7159,notcalm
69.41359,3.939501,0.886827,84.52229,7.026138,0.003565,0.857318,316.2226,notcalm
69.41359,3.939501,0.886827,84.52229,7.026138,0.003565,0.857318,316.2226,notcalm
76.29934,4.960308,0.892465,34.56361,5.513985,0.009783,0.744573,706.9303,notcalm
63.18002,3.520835,0.8664,101.0439,6.840905,0.002331,1.467545,415.737,notcalm
63.18002,3.520835,0.8664,101.0439,6.840905,0.002331,1.467545,415.737,notcalm
79.13048,4.736278,0.889492,39.45985,5.954416,0.006647,1.426797,642.0856,notcalm
79.13048,4.736278,0.889492,39.45985,5.954416,0.006647,1.426797,642.0856,notcalm
79.13048,4.736278,0.889492,39.45985,5.954416,0.006647,1.426797,642.0856,notcalm
104.632,5.549336,0.889334,85.31716,6.859,0.005961,0.841501,623.2714,notcalm
104.632,5.549336,0.889334,85.31716,6.859,0.005961,0.841501,623.2714,notcalm
71.78439,4.337265,0.887835,86.04478,6.245695,0.006513,0.505383,381.3835,notcalm
80.73064,5.567702,0.893766,64.39119,5.222242,0.007429,0.521136,653.6522,notcalm
80.73064,5.567702,0.893766,64.39119,5.222242,0.007429,0.521136,653.6522,notcalm
72.64244,3.94171,0.87723,169.8052,7.051896,0.015542,3.268813,570.0248,notcalm
70.81272,5.278077,0.890292,15.7461,4.767996,0.008784,1.141272,873.9773,notcalm
52.95264,3.153627,0.865861,97.94457,6.39447,0.005581,1.204116,416.405,notcalm
52.95264,3.153627,0.865861,97.94457,6.39447,0.005581,1.204116,416.405,notcalm
69.95847,6.000194,0.888326,20.35709,4.165921,0.013912,0.435117,945.2235,notcalm
69.95847,6.000194,0.888326,20.35709,4.165921,0.013912,0.435117,945.2235,notcalm
90.36765,5.282582,0.876344,195.4057,6.216584,0.014487,0.491953,493.8016,notcalm
90.36765,5.282582,0.876344,195.4057,6.216584,0.014487,0.491953,493.8016,notcalm
76.86675,4.790814,0.897713,51.77673,5.831395,0.009537,0.405758,451.6446,notcalm
98.66378,6.968339,0.886455,34.08581,4.633863,0.026335,0.361918,1576.365,notcalm
98.66378,6.968339,0.886455,34.08581,4.633863,0.026335,0.361918,1576.365,notcalm
64.16267,5.658641,0.885441,17.39616,4.136972,0.016072,1.540793,688.8901,notcalm
69.84287,4.77536,0.899404,29.51966,5.54783,0.009549,0.53046,429.4395,notcalm
69.84287,4.77536,0.899404,29.51966,5.54783,0.009549,0.53046,429.4395,notcalm
69.84287,4.77536,0.899404,29.51966,5.54783,0.009549,0.53046,429.4395,notcalm
69.84287,4.77536,0.899404,29.51966,5.54783,0.009549,0.53046,429.4395,notcalm
69.84287,4.77536,0.899404,29.51966,5.54783,0.009549,0.53046,429.4395,notcalm
69.84287,4.77536,0.899404,29.51966,5.54783,0.009549,0.53046,429.4395,notcalm
69.84287,4.77536,0.899404,29.51966,5.54783,0.009549,0.53046,429.4395,notcalm
88.04457,5.769192,0.902183,142.103,5.405881,0.006613,0.094861,690.8921,notcalm
49.79701,2.922139,0.843669,94.16735,6.734488,0.002455,2.203076,371.5626,notcalm
71.48283,4.247804,0.897762,132.6651,6.706026,0.009621,0.825067,340.278,notcalm
61.84175,3.761133,0.877701,77.99895,6.53288,0.003696,1.758876,304.0965,notcalm
50.6824,4.004917,0.878122,12.68016,4.867791,0.002992,2.067517,444.5279,notcalm
67.01638,4.431634,0.889564,79.19437,5.800821,0.008813,1.297575,539.6957,notcalm
74.59823,5.650937,0.909754,172.2256,5.027626,0.041973,0.557665,561.1286,notcalm
58.27608,3.544749,0.875249,41.36333,6.792003,0.005095,1.537404,280.6258,notcalm
71.32089,4.349429,0.869448,77.54994,5.589384,0.007889,0.559305,667.0574,notcalm
71.32089,4.349429,0.869448,77.54994,5.589384,0.007889,0.559305,667.0574,notcalm
71.32089,4.349429,0.869448,77.54994,5.589384,0.007889,0.559305,667.0574,notcalm
71.32089,4.349429,0.869448,77.54994,5.589384,0.007889,0.559305,667.0574,notcalm
89.2729,5.351114,0.881302,40.60153,6.129921,0.00266,1.037112,537.8088,notcalm
81.70138,5.335417,0.891228,67.55399,5.731189,0.011894,2.388103,752.6852,notcalm
81.70138,5.335417,0.891228,67.55399,5.731189,0.011894,2.388103,752.6852,notcalm
86.79584,6.236805,0.905034,62.03051,4.915446,0.014032,0.236448,759.9834,notcalm
67.65857,4.515067,0.899233,55.35361,5.864028,0.011051,1.828601,437.6289,notcalm
67.65857,4.515067,0.899233,55.35361,5.864028,0.011051,1.828601,437.6289,notcalm
67.65857,4.515067,0.899233,55.35361,5.864028,0.011051,1.828601,437.6289,notcalm
49.01063,3.732678,0.86254,73.61492,4.484893,0.006659,0.534596,731.3445,notcalm
80.75252,5.204699,0.894681,136.2412,5.512459,0.01394,1.422473,690.8828,notcalm
87.55856,6.190192,0.90065,64.9726,5.146473,0.014,0.223275,701.83,notcalm
93.42326,6.243594,0.898289,48.23045,5.025811,0.016664,0.202513,1120.158,notcalm
93.42326,6.243594,0.898289,48.23045,5.025811,0.016664,0.202513,1120.158,notcalm
84.22542,5.380505,0.90386,45.15431,5.791576,0.011878,0.233412,583.9636,notcalm
83.8285,5.659323,0.892446,73.48238,5.266047,0.008014,0.504283,651.576,notcalm
48.4742,3.081789,0.885537,57.72443,6.328808,0.009442,1.152093,259.0434,notcalm
48.4742,3.081789,0.885537,57.72443,6.328808,0.009442,1.152093,259.0434,notcalm
75.54743,4.35816,0.892257,144.2679,6.380889,0.006552,0.551002,483.9496,notcalm
91.22118,5.977852,0.89869,23.00051,5.321518,0.010914,0.254498,903.648,notcalm
91.22118,5.977852,0.89869,23.00051,5.321518,0.010914,0.254498,903.648,notcalm
55.63099,4.149692,0.893195,102.8876,5.557161,0.005078,0.856001,286.565,notcalm
55.63099,4.149692,0.893195,102.8876,5.557161,0.005078,0.856001,286.565,notcalm
55.63099,4.149692,0.893195,102.8876,5.557161,0.005078,0.856001,286.565,notcalm
65.43014,4.508315,0.887919,23.59494,5.526331,0.011997,0.951597,410.6183,notcalm
93.32607,6.036815,0.901304,90.71054,5.355824,0.010332,0.253313,875.8168,notcalm
85.62259,5.371012,0.893101,37.09585,5.58691,0.012625,0.367746,721.9666,notcalm
58.26624,3.611462,0.860067,124.2569,6.747261,0.001976,1.101047,297.0701,notcalm
58.26624,3.611462,0.860067,124.2569,6.747261,0.001976,1.101047,297.0701,notcalm
74.3488,4.507379,0.875219,73.08117,5.60817,0.004154,0.514856,672.4478,notcalm
74.3488,4.507379,0.875219,73.08117,5.60817,0.004154,0.514856,672.4478,notcalm
74.3488,4.507379,0.875219,73.08117,5.60817,0.004154,0.514856,672.4478,notcalm
68.70344,4.061509,0.882972,76.5001,6.275373,0.008136,1.285051,555.2527,notcalm
79.01668,5.393056,0.886957,59.89294,5.100055,0.005312,0.423999,959.9404,notcalm
79.98813,5.13924,0.888063,52.8291,5.572346,0.014345,0.578778,723.5172,notcalm
74.32485,4.858168,0.893025,40.87735,5.701608,0.006694,0.876834,663.5316,notcalm
63.12495,4.239126,0.868633,64.41986,5.742696,0.004551,1.590794,477.0765,notcalm
63.12495,4.239126,0.868633,64.41986,5.742696,0.004551,1.590794,477.0765,notcalm
80.1544,5.756409,0.895486,28.48885,4.710793,0.020097,0.863684,858.6912,notcalm
80.1544,5.756409,0.895486,28.48885,4.710793,0.020097,0.863684,858.6912,notcalm
80.1544,5.756409,0.895486,28.48885,4.710793,0.020097,0.863684,858.6912,notcalm
79.14953,4.53888,0.891946,150.9444,6.262234,0.010227,0.25149,547.9808,notcalm
76.99302,5.205659,0.883183,21.19357,5.439847,0.004502,1.875245,772.5526,notcalm
82.05285,5.142152,0.89352,30.31725,5.794043,0.011861,0.776841,655.9339,notcalm
70.35708,5.069639,0.898036,19.31623,5.260877,0.004983,1.080512,623.8671,notcalm
82.05285,5.142152,0.89352,30.31725,5.794043,0.011861,0.776841,655.9339,notcalm
56.64852,3.350838,0.879655,94.91699,6.82954,0.004364,0.805986,267.2176,notcalm
59.70812,3.937046,0.869163,72.56228,5.612521,0.009541,1.383981,496.2645,notcalm
59.70812,3.937046,0.869163,72.56228,5.612521,0.009541,1.383981,496.2645,notcalm
72.17335,4.880401,0.902716,65.37017,5.808719,0.006374,0.556235,366.7553,notcalm
72.17335,4.880401,0.902716,65.37017,5.808719,0.006374,0.556235,366.7553,notcalm
72.17335,4.880401,0.902716,65.37017,5.808719,0.006374,0.556235,366.7553,notcalm
83.81557,6.091701,0.885796,33.91592,4.558989,0.008598,0.950377,1229.532,notcalm
68.43906,6.045794,0.88479,13.7937,3.881248,0.015705,0.463598,600.4045,notcalm
84.69055,5.770525,0.899652,46.08124,5.098013,0.012192,0.40824,631.9531,notcalm
84.69055,5.770525,0.899652,46.08124,5.098013,0.012192,0.40824,631.9531,notcalm
98.78705,6.189179,0.899727,156.5869,5.833664,0.010535,0.607092,697.3229,notcalm
95.77401,6.254381,0.902236,26.48163,5.353251,0.01402,0.258662,961.3209,notcalm
80.30049,4.600585,0.884301,152.3726,6.657046,0.006589,0.860183,490.9633,notcalm
78.59842,5.224477,0.901991,52.70387,5.529702,0.009308,0.321509,495.393,notcalm
99.51439,5.857807,0.89605,100.0234,6.072183,0.017786,0.775573,600.7339,notcalm
95.96789,6.355222,0.896642,54.9183,5.572732,0.01337,0.597809,738.7858,notcalm
67.14286,4.79678,0.897542,73.58806,5.460298,0.013023,0.848912,415.0912,notcalm
67.14286,4.79678,0.897542,73.58806,5.460298,0.013023,0.848912,415.0912,notcalm
67.14286,4.79678,0.897542,73.58806,5.460298,0.013023,0.848912,415.0912,notcalm
67.14286,4.79678,0.897542,73.58806,5.460298,0.013023,0.848912,415.0912,notcalm
72.58076,4.29546,0.888329,117.8099,6.362303,0.003987,0.62034,441.1463,notcalm
72.58076,4.29546,0.888329,117.8099,6.362303,0.003987,0.62034,441.1463,notcalm
86.15426,5.763101,0.891773,18.96289,5.426343,0.016139,0.844293,864.4428,notcalm
50.58478,3.659915,0.893709,46.29536,5.743023,0.002836,0.772037,178.518,notcalm
82.46617,4.911323,0.89149,168.8532,6.155882,0.011921,0.475332,617.1582,notcalm
82.46617,4.911323,0.89149,168.8532,6.155882,0.011921,0.475332,617.1582,notcalm
78.90321,4.671966,0.901684,108.8899,6.004067,0.006598,0.232677,550.1719,notcalm
80.94961,5.774409,0.902111,36.75581,5.157303,0.012138,0.769434,695.9775,notcalm
90.7096,6.323073,0.887347,57.35276,4.955803,0.014504,0.08316,840.4328,notcalm
90.7096,6.323073,0.887347,57.35276,4.955803,0.014504,0.08316,840.4328,notcalm
90.7096,6.323073,0.887347,57.35276,4.955803,0.014504,0.08316,840.4328,notcalm
97.95794,6.07657,0.894385,49.62952,5.586073,0.010891,0.648522,873.3383,notcalm
83.32484,5.737449,0.896257,35.26219,5.113477,0.010552,0.578357,851.2426,notcalm
69.95655,5.222377,0.888808,37.99405,4.956841,0.007731,1.401955,600.4154,notcalm
86.51777,5.390289,0.902206,63.48364,5.891057,0.00998,0.507528,635.3813,notcalm
86.51777,5.390289,0.902206,63.48364,5.891057,0.00998,0.507528,635.3813,notcalm
56.14152,3.46418,0.886615,175.8224,5.839859,0.012094,0.718933,493.7405,notcalm
61.08536,4.634742,0.90259,60.25821,5.278215,0.006433,0.601509,258.5176,notcalm
107.5861,6.232763,0.899094,201.6053,6.25277,0.007829,0.470284,690.4479,notcalm
83.48557,4.842848,0.895195,114.4259,6.183227,0.008149,0.807411,623.5244,notcalm
87.91289,5.343727,0.896865,46.71865,5.726209,0.006634,0.278081,779.0966,notcalm
87.91289,5.343727,0.896865,46.71865,5.726209,0.006634,0.278081,779.0966,notcalm
89.30832,5.947084,0.898877,62.48883,5.31117,0.010133,0.157071,724.3481,notcalm
97.51266,6.434427,0.89449,75.96813,5.20199,0.040995,0.124051,923.0846,notcalm
97.51266,6.434427,0.89449,75.96813,5.20199,0.040995,0.124051,923.0846,notcalm
70.42438,3.919965,0.88599,192.3856,6.700689,0.010072,1.275623,492.8964,notcalm
81.16412,4.962348,0.894097,34.17953,5.823538,0.004623,0.644442,651.1419,notcalm
81.16412,4.962348,0.894097,34.17953,5.823538,0.004623,0.644442,651.1419,notcalm
71.43073,4.558126,0.884673,5.038738,5.514094,0.005697,0.429245,607.5722,notcalm
71.43073,4.558126,0.884673,5.038738,5.514094,0.005697,0.429245,607.5722,notcalm
79.96578,4.703869,0.888366,137.5,6.019067,0.022235,1.256009,753.3265,notcalm
79.96578,4.703869,0.888366,137.5,6.019067,0.022235,1.256009,753.3265,notcalm
91.70121,6.540439,0.896778,52.52333,4.858698,0.008746,0.128479,1016.456,notcalm
68.54342,4.753037,0.888196,66.51247,5.494068,0.010388,1.662987,589.979,notcalm
80.7183,4.875517,0.897743,120.3442,6.28494,0.016333,0.941782,452.5185,notcalm
101.4342,6.524152,0.898036,36.06784,5.256334,0.023139,0.102021,1103.728,notcalm
88.70079,6.338788,0.900245,31.066,4.873022,0.017796,0.490867,1168.797,notcalm
88.70079,6.338788,0.900245,31.066,4.873022,0.017796,0.490867,1168.797,notcalm
88.70079,6.338788,0.900245,31.066,4.873022,0.017796,0.490867,1168.797,notcalm
79.38718,5.385904,0.891975,34.06821,5.322289,0.010216,0.713475,657.5709,notcalm
79.38718,5.385904,0.891975,34.06821,5.322289,0.010216,0.713475,657.5709,notcalm
65.88336,4.301569,0.878738,35.25223,5.762383,0.004328,1.446961,407.8473,notcalm
48.46327,3.2193,0.883678,80.40698,6.487825,0.005127,2.01864,230.1995,notcalm
91.82809,5.698775,0.907351,106.8406,5.801169,0.009363,0.203529,613.5232,notcalm
87.21551,4.498494,0.8864,33.73161,7.642626,0.00259,2.24827,386.3001,notcalm
61.00698,4.126602,0.896309,13.70494,5.982737,0.004588,0.779908,249.9736,notcalm
94.02217,6.259544,0.896539,63.50377,5.376111,0.008804,0.37756,828.3929,notcalm
59.58588,3.806905,0.873301,42.91168,5.61071,0.004138,0.779687,491.8223,notcalm
59.58588,3.806905,0.873301,42.91168,5.61071,0.004138,0.779687,491.8223,notcalm
59.58588,3.806905,0.873301,42.91168,5.61071,0.004138,0.779687,491.8223,notcalm
65.01885,3.48089,0.8669,187.7205,7.494149,0.007014,2.746013,340.6489,notcalm
65.01885,3.48089,0.8669,187.7205,7.494149,0.007014,2.746013,340.6489,notcalm
76.03914,4.16298,0.878332,27.68218,7.158593,0.007105,0.687676,414.5472,notcalm
78.75242,4.518703,0.899846,141.5002,6.309238,0.013258,0.199348,459.1787,notcalm
73.17456,4.340451,0.883856,98.03571,6.291967,0.009455,0.874025,468.5796,notcalm
57.05287,4.301819,0.898274,134.6531,4.805814,0.013899,0.958157,459.6081,notcalm
77.85064,4.070957,0.881828,147.7706,7.002161,0.013727,0.715495,538.6737,notcalm
80.12381,5.590025,0.896075,42.61003,5.12039,0.010423,0.803396,821.9623,notcalm
74.84112,5.324249,0.901897,39.28129,5.104804,0.006446,0.270852,517.436,notcalm
88.26042,5.771839,0.893182,62.01995,5.379165,0.006339,0.634344,695.1059,notcalm
88.26042,5.771839,0.893182,62.01995,5.379165,0.006339,0.634344,695.1059,notcalm
88.26042,5.771839,0.893182,62.01995,5.379165,0.006339,0.634344,695.1059,notcalm
80.13422,4.93498,0.894723,127.1923,6.203454,0.014094,1.520984,435.4802,notcalm
74.74322,4.520366,0.889382,59.47967,6.066362,0.013277,0.665105,524.2406,notcalm
74.74322,4.520366,0.889382,59.47967,6.066362,0.013277,0.665105,524.2406,notcalm
93.65339,4.967357,0.88727,76.67051,7.279932,0.006265,1.833828,442.8685,notcalm
56.39003,3.622426,0.875392,63.08987,6.297386,0.006407,2.247605,411.9623,notcalm
82.87465,5.204191,0.906212,66.90185,5.877834,0.00764,0.223743,442.2269,notcalm
70.37328,4.354219,0.895298,204.1397,6.589581,0.015638,0.625136,298.6182,notcalm
70.37328,4.354219,0.895298,204.1397,6.589581,0.015638,0.625136,298.6182,notcalm
72.51514,5.134902,0.882199,27.35478,5.044005,0.007126,0.914343,843.7663,notcalm
56.6866,3.302787,0.853508,78.8806,6.497687,0.011292,1.936975,454.1977,notcalm
49.66102,3.088839,0.860705,104.5067,5.852855,0.003053,1.101716,512.4772,notcalm
53.09128,2.811514,0.858603,219.709,7.665655,0.012064,2.413652,411.1086,notcalm
53.09128,2.811514,0.858603,219.709,7.665655,0.012064,2.413652,411.1086,notcalm
48.78224,3.792696,0.872767,20.40493,4.942139,0.007002,2.223883,588.9131,notcalm
48.78224,3.792696,0.872767,20.40493,4.942139,0.007002,2.223883,588.9131,notcalm
79.38972,4.698762,0.890433,118.7359,6.620364,0.008057,1.021183,497.7503,notcalm
79.38972,4.698762,0.890433,118.7359,6.620364,0.008057,1.021183,497.7503,notcalm
93.78921,5.231172,0.893384,110.3818,6.114261,0.0191,0.28,913.0019,notcalm
78.52992,4.76288,0.901746,82.84793,5.971395,0.011994,0.327413,547.3149,notcalm
80.05809,5.157029,0.887055,65.54514,5.544396,0.007713,0.532602,727.1942,notcalm
65.53494,4.396697,0.897173,68.36526,5.741877,0.010125,0.739963,427.5798,notcalm
88.26417,5.352103,0.895679,146.3333,6.210795,0.012717,1.222969,525.5016,notcalm
74.64718,4.798442,0.896146,39.84261,5.817527,0.005842,1.584142,630.9762,notcalm
76.79544,4.988063,0.902487,39.08897,5.748999,0.007132,0.297951,388.5159,notcalm
76.79544,4.988063,0.902487,39.08897,5.748999,0.007132,0.297951,388.5159,notcalm
88.05237,5.980118,0.901943,37.01101,5.223774,0.013937,0.353342,828.9324,notcalm
56.17953,3.503975,0.876874,133.4156,6.541514,0.006475,2.14389,377.753,notcalm
56.17953,3.503975,0.876874,133.4156,6.541514,0.006475,2.14389,377.753,notcalm
75.0261,5.14351,0.900406,183.3713,5.318598,0.016882,0.441933,648.0649,notcalm
75.0261,5.14351,0.900406,183.3713,5.318598,0.016882,0.441933,648.0649,notcalm
89.67092,4.616615,0.873325,167.415,7.633121,0.006646,1.773446,496.5853,notcalm
79.39776,5.374136,0.899015,37.79317,5.503775,0.009961,0.394036,501.7781,notcalm
99.41403,6.279514,0.903752,50.01596,5.504524,0.011394,0.214088,728.8776,notcalm
65.82259,5.17983,0.902286,38.72944,4.533344,0.016913,0.332934,539.3978,notcalm
65.82259,5.17983,0.902286,38.72944,4.533344,0.016913,0.332934,539.3978,notcalm
73.60586,4.408865,0.895573,49.38638,6.351178,0.006413,0.406954,385.7847,notcalm
86.37088,6.601814,0.898215,18.2622,4.464993,0.015102,0.378073,1218.678,notcalm
85.34902,6.197018,0.90377,27.48977,4.989632,0.014291,0.234561,881.4828,notcalm
85.34902,6.197018,0.90377,27.48977,4.989632,0.014291,0.234561,881.4828,notcalm
85.34902,6.197018,0.90377,27.48977,4.989632,0.014291,0.234561,881.4828,notcalm
89.59052,5.735426,0.908762,65.82016,5.763129,0.00974,0.419337,620.0043,notcalm
94.26603,6.629521,0.892991,46.72142,4.938046,0.012148,0.272523,967.2645,notcalm
81.18845,5.130925,0.900891,74.89592,5.665152,0.018137,0.201383,486.7113,notcalm
74.75436,5.362177,0.897088,203.8761,4.904779,0.038974,0.325925,565.4542,notcalm
77.39703,5.476145,0.88401,59.87889,5.012335,0.004603,0.172649,588.7673,notcalm
77.39703,5.476145,0.88401,59.87889,5.012335,0.004603,0.172649,588.7673,notcalm
77.39703,5.476145,0.88401,59.87889,5.012335,0.004603,0.172649,588.7673,notcalm
81.94475,5.471306,0.897245,73.81498,5.53154,0.006167,0.656903,729.4577,notcalm
81.94475,5.471306,0.897245,73.81498,5.53154,0.006167,0.656903,729.4577,notcalm
53.69911,4.027469,0.870111,52.5072,4.587333,0.004199,1.794797,674.1383,notcalm
49.925,3.509905,0.878891,163.5986,6.067336,0.005093,1.188867,243.6544,notcalm
49.925,3.509905,0.878891,163.5986,6.067336,0.005093,1.188867,243.6544,notcalm
57.87826,4.580182,0.886402,36.23513,4.753536,0.002094,0.473582,329.5785,notcalm
57.87826,4.580182,0.886402,36.23513,4.753536,0.002094,0.473582,329.5785,notcalm
57.84394,3.639872,0.86907,98.20224,6.454513,0.008565,2.414644,395.0876,notcalm
57.84394,3.639872,0.86907,98.20224,6.454513,0.008565,2.414644,395.0876,notcalm
76.29905,4.982204,0.904883,75.82653,5.634856,0.009361,0.172649,456.9065,notcalm
53.89368,3.92085,0.886161,31.96061,5.830287,0.003632,0.964894,184.6952,notcalm
108.1967,6.54622,0.890593,65.22498,5.892647,0.014053,0.808946,835.903,notcalm
82.36292,5.209508,0.885521,41.1044,5.400087,0.007406,2.546806,591.8906,notcalm
82.36292,5.209508,0.885521,41.1044,5.400087,0.007406,2.546806,591.8906,notcalm
