@relation 'wav/all//opensmile.arff-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute pcm_RMSenergy_sma_max numeric
@attribute pcm_RMSenergy_sma_amean numeric
@attribute mfcc_sma[1]_amean numeric
@attribute mfcc_sma[1]_skewness numeric
@attribute mfcc_sma[2]_max numeric
@attribute mfcc_sma[2]_linregc2 numeric
@attribute mfcc_sma[7]_linregc2 numeric
@attribute mfcc_sma[8]_linregc2 numeric
@attribute mfcc_sma[11]_amean numeric
@attribute pcm_zcr_sma_min numeric
@attribute pcm_zcr_sma_range numeric
@attribute pcm_zcr_sma_amean numeric
@attribute pcm_zcr_sma_linregc2 numeric
@attribute pcm_zcr_sma_stddev numeric
@attribute voiceProb_sma_amean numeric
@attribute voiceProb_sma_linregc2 numeric
@attribute voiceProb_sma_skewness numeric
@attribute voiceProb_sma_kurtosis numeric
@attribute F0_sma_minPos numeric
@attribute pcm_RMSenergy_sma_de_kurtosis numeric
@attribute mfcc_sma_de[1]_skewness numeric
@attribute mfcc_sma_de[4]_minPos numeric
@attribute mfcc_sma_de[4]_linregerrQ numeric
@attribute mfcc_sma_de[5]_kurtosis numeric
@attribute mfcc_sma_de[8]_amean numeric
@attribute mfcc_sma_de[11]_linregc1 numeric
@attribute mfcc_sma_de[11]_kurtosis numeric
@attribute output {calm,notcalm}

@data
0.008162,0.002314,-0.817512,-1.134632,12.97703,2.483629,1.615491,2.623891,-5.507593,0.00484,0.117362,0.032766,0.037001,0.011334,0.404054,0.400679,0.665911,3.436709,0,18.77442,-1.571169,772,0.494632,4.480192,-0.002783,0.000001,3.639642,calm
0.052343,0.004152,0.295448,-1.547158,19.2508,4.366034,-1.631935,0.026863,0.129883,0.00726,0.318814,0.025854,0.023101,0.034781,0.567781,0.615791,0.039789,2.076758,13,45.51461,-0.425846,259,1.073296,4.690331,0.000153,-0.000004,3.607895,calm
0.060537,0.014588,-0.373806,-0.361021,17.94412,2.011029,-8.612196,-3.856018,-1.033347,0.007864,0.203267,0.038436,0.033438,0.025179,0.53584,0.483698,0.163309,2.264091,0,16.29982,-0.114628,176,0.649688,4.621588,-0.002491,0.000006,3.444439,calm
0.085218,0.009262,-4.878407,-1.43674,14.92878,-6.990928,-4.571556,-7.52494,-6.99401,0.015729,0.516636,0.071453,0.071488,0.072682,0.533832,0.675836,0.053543,1.91196,37,29.83103,-0.775199,2296,0.810015,7.009462,-0.003215,-0.000007,4.529217,calm
0.069954,0.005111,-0.8652,-0.022249,21.29904,-9.912645,-8.341583,-6.95671,0.820049,0.00242,0.451906,0.064236,0.060981,0.045962,0.452937,0.523643,0.987631,3.248906,0,57.80178,-1.080132,2674,0.670061,6.020267,0.00844,0.000006,4.048386,calm
0.061749,0.011484,-5.88091,-1.282889,14.28995,-5.597293,-9.905131,-11.37494,-6.557411,0.015124,0.519056,0.074135,0.059,0.066308,0.405585,0.45758,0.370564,2.350489,0,13.70966,-0.365962,1376,0.703159,4.557985,-0.005728,0.000008,3.566863,calm
0.078011,0.01218,2.526037,-0.689651,19.2786,-3.988003,-18.11632,-1.308961,-2.568322,0.009074,0.173624,0.04468,0.039068,0.024021,0.552506,0.632087,0.239314,2.618101,12,20.89504,-1.037358,1610,0.852506,5.837188,-0.009106,0.000007,4.417348,calm
0.048104,0.008243,-3.743097,0.245391,9.677912,-2.330716,-6.053895,-1.244422,-1.878072,0.009074,0.358742,0.05743,0.054164,0.036758,0.528004,0.523786,0.106095,1.930904,15,28.82019,-1.473881,730,0.505055,3.311825,-0.005204,0.000005,3.653454,calm
0.041951,0.014721,-1.692209,0.670478,3.149086,-3.570947,-14.67765,-6.908144,-8.121564,0.019359,0.08409,0.049199,0.055023,0.014046,0.451225,0.417423,0.62025,2.890013,0,7.270665,-0.885256,2479,0.503412,4.343374,0.000234,0.000006,4.055851,calm
0.106175,0.032229,-9.290332,-0.081782,11.03806,-4.610375,3.512724,-2.150164,1.083917,0.00484,0.344223,0.075788,0.077324,0.042276,0.533189,0.510419,0.168315,1.674695,0,6.594299,-0.133706,193,0.945703,4.031898,-0.000786,0.000012,3.752707,calm
0.09157,0.023057,-7.061254,-0.651339,13.43237,-1.472276,-2.216739,-4.186703,-1.50771,0.007864,0.30974,0.078831,0.077385,0.054183,0.42398,0.423759,0.511264,2.048774,0,10.66513,-0.782711,302,0.828747,5.166809,-0.001191,-0.000014,3.230938,calm
0.110997,0.015408,-4.130135,-1.646587,13.26436,0.298981,-0.850531,-1.77295,-4.982712,0.00605,0.272837,0.043022,0.046426,0.037607,0.322269,0.333034,0.789966,3.295968,0,20.07124,-1.07129,390,0.389354,3.491432,-0.000593,0.000006,3.455217,calm
0.011111,0.003954,-0.494872,-0.660851,14.35548,-4.232084,-2.444583,-7.005447,-4.512571,0.010889,0.133696,0.038611,0.044998,0.016943,0.376655,0.392625,0.535439,3.258897,0,5.676152,-1.101692,203,0.584156,4.068085,0.001519,-0.000008,4.441973,calm
0.118146,0.01791,-2.513028,-1.304133,21.15913,2.774019,-7.420923,-8.138863,-3.35446,0.010284,0.444041,0.051423,0.069227,0.054822,0.518659,0.551322,-0.001695,2.157251,13,23.09991,-0.385284,1293,0.87381,4.707035,-0.000451,0.000001,3.923404,calm
0.063016,0.007426,5.416208,-1.138811,24.48132,11.27769,3.242132,2.314749,1.116462,0.004235,0.177254,0.016584,0.015484,0.017511,0.436804,0.446242,-0.065588,3.628961,0,16.01361,-0.559944,295,1.036582,3.808508,0.001463,-0.000001,3.767884,calm
0.047077,0.018665,-1.074095,-0.551694,11.71055,-3.939869,2.54496,1.403411,-1.069901,0.010284,0.105263,0.045401,0.04552,0.016368,0.462851,0.499245,0.556115,2.618164,0,8.529464,-1.55787,401,0.415638,3.663755,-0.000583,-0.000001,3.168021,calm
0.081374,0.011131,-1.177439,-0.942919,26.78513,6.84725,4.83997,9.779874,7.778773,0.005445,0.209316,0.023228,0.024516,0.01963,0.49405,0.546044,0.062292,2.48805,0,12.06789,-0.201555,593,1.260623,4.274701,0.001562,-0.000003,3.833927,calm
0.082985,0.026443,-12.33522,-0.431079,11.48616,-0.624392,-2.036523,1.207065,2.94414,0.013309,0.453116,0.096895,0.091485,0.05301,0.331204,0.343103,0.831627,2.944838,5,6.242232,-0.217348,1406,0.95562,3.710391,-0.00284,0.000006,4.133181,calm
0.009527,0.003191,5.800787,0.020584,18.30477,0.694406,2.364494,-4.781,-8.983627,0.007864,0.097399,0.032568,0.037746,0.013616,0.438108,0.429865,0.256478,3.102253,0,8.232255,-1.604956,189,0.569815,3.596403,-0.000159,-0.00001,3.167652,calm
0.091937,0.018521,-1.001426,0.485641,17.96613,-12.29842,-7.901829,-7.811627,-4.200006,0.016334,0.447066,0.070854,0.058965,0.057909,0.525538,0.502417,-0.11026,2.213857,14,10.96877,-2.490398,1241,0.918083,4.769808,0.000898,0.000004,4.098959,calm
0.051206,0.014126,5.777703,-0.748236,16.12192,1.352046,-8.94703,-10.45088,3.509003,0.00726,0.089534,0.032884,0.030909,0.012358,0.588297,0.614227,-0.302408,2.218412,177,17.07382,-1.443185,2287,0.778697,5.961879,0.006346,-0.000002,5.831439,calm
0.083533,0.016392,-1.438691,-0.491568,19.18839,-0.200585,-1.04523,-2.917238,-0.833284,0.00242,0.159105,0.026404,0.030069,0.02404,0.376521,0.388138,0.227017,2.998431,0,9.823889,-1.042735,2378,0.823915,5.153895,0.000678,0.000006,3.939378,calm
0.089015,0.017599,-4.527896,-0.892348,14.35308,2.892795,-9.242783,-2.957698,-1.971367,0,0.222626,0.038792,0.040632,0.021907,0.355673,0.345896,0.822038,3.58438,0,14.80338,-0.99447,1697,0.466796,3.434494,0.000851,0.000003,3.129258,calm
0.08295,0.014729,-1.839023,-0.95319,13.68334,-1.440584,-4.16298,-7.027166,-1.940491,0.015124,0.358742,0.050217,0.054227,0.03428,0.477331,0.451703,0.182629,2.221652,0,13.69009,-1.640791,220,0.4715,5.017789,0.005469,-0.000007,3.894567,calm
0.086756,0.018859,-6.825049,-0.28581,17.74133,-3.122531,-1.400288,-0.049215,-2.100395,0.015124,0.475499,0.0782,0.069022,0.0529,0.400804,0.403964,0.592254,2.105462,4,8.729757,-1.892767,2153,0.705714,3.99021,-0.002887,-0.000004,3.595559,calm
0.054794,0.013049,-6.171321,-0.452161,11.42763,-0.178119,-0.786126,-1.685681,-5.160726,0.00726,0.240774,0.059038,0.051431,0.031472,0.434611,0.378793,0.64726,2.354389,0,8.153545,-0.872312,2142,0.586631,4.331094,-0.003233,0.000005,3.551482,calm
0.06195,0.011881,-6.98767,-0.181736,12.21525,3.806356,-5.725232,-12.22803,1.120717,0.012099,0.347852,0.071237,0.039753,0.042153,0.493317,0.548547,0.315624,1.886088,0,13.61287,-0.143536,362,0.591483,4.738563,0.002763,0.000004,3.621674,calm
0.159261,0.011269,-2.198529,-1.883188,22.32908,0.453784,1.181475,-9.166093,-8.406015,0.009074,0.603751,0.052394,0.058559,0.071741,0.576522,0.568829,-0.150948,2.263941,0,43.17507,-1.414399,298,0.681962,5.720123,-0.003407,-0.000003,4.304353,calm
0.051805,0.009022,-3.970761,-0.450327,19.91199,2.703605,-3.980071,-5.420652,-6.269937,0.008469,0.435572,0.055017,0.064818,0.051321,0.370975,0.365203,0.559064,2.657428,5,20.78387,-1.286389,576,0.614754,4.030068,-0.000766,0.000001,3.360337,calm
0.044255,0.007154,1.813778,-0.377924,33.39979,1.226242,0.400997,1.968697,4.958937,0.00363,0.399879,0.019177,0.026751,0.025601,0.403817,0.397037,0.490642,3.015002,0,33.51968,-0.804736,1408,1.574977,4.262555,-0.002903,0.000009,3.93192,calm
0.088471,0.016172,-0.681688,-0.385342,25.14778,4.054244,-3.146788,-4.784405,-1.579206,0.009074,0.22565,0.031577,0.034491,0.022781,0.381192,0.39492,0.494667,2.777608,0,10.97001,-1.37801,1357,0.525443,4.80599,-0.002913,0.000002,3.949108,calm
0.129265,0.03045,-8.287219,-0.461509,14.07489,1.269889,-0.710827,-0.487293,-1.015517,0.008469,0.262553,0.057909,0.052834,0.036237,0.30202,0.315986,1.111483,3.990643,0,9.215476,-1.416265,764,0.504309,2.894743,0.00118,-0.000001,3.47926,calm
0.1011,0.020496,-5.482594,0.312663,15.41071,-1.426116,-2.613208,0.425338,4.040137,0.005445,0.257713,0.062885,0.060562,0.04949,0.422681,0.438333,0.601853,2.365812,0,10.6105,-1.386485,2060,0.987694,5.289211,0.004758,-0.000005,4.178239,calm
0.08697,0.024503,-6.264343,-0.482969,13.83194,1.097787,-1.813813,-0.632633,0.980724,0.00484,0.438597,0.066335,0.064036,0.043363,0.484551,0.335807,0.454888,1.714827,0,8.536001,-0.97543,2765,0.864368,4.569261,-0.006496,-0.000001,3.429715,calm
0.071101,0.022378,-3.732529,-0.200844,12.47925,-3.885641,-0.040866,6.545887,2.004941,0.00605,0.275257,0.052084,0.062195,0.034499,0.462796,0.496026,0.296255,2.386976,0,7.207432,-2.649309,296,0.607897,4.343277,-0.002889,-0.000002,3.937193,calm
0.215555,0.057668,-8.563033,-0.22031,13.14597,-1.69435,-2.166942,2.333946,-3.099655,0.012704,0.45493,0.110109,0.109902,0.062676,0.508482,0.576224,-0.119303,1.750171,0,11.57942,-0.587925,1143,0.73759,3.578557,-0.001642,0.000005,3.048862,calm
0.073791,0.02239,-11.47699,-0.653233,19.46313,1.004085,-4.558571,-10.72698,-8.677066,0.018754,0.410768,0.109701,0.110864,0.060087,0.412625,0.368424,0.60656,2.125916,0,6.395561,-0.73816,1390,0.648558,5.689157,-0.001489,-0.000004,3.45605,calm
0.184882,0.01935,-0.455914,-1.140068,14.01705,-1.590687,10.57957,0.778457,-2.739779,0.00726,0.364791,0.043216,0.040905,0.036962,0.493574,0.664743,-0.045312,2.105521,0,31.62988,-0.541373,1528,0.748178,4.135048,-0.006133,-0.000006,3.370536,calm
0.142849,0.02588,-8.565042,-0.336806,18.28383,0.963922,-5.967769,-10.70418,-4.736373,0.00605,0.424682,0.072377,0.065892,0.06755,0.393221,0.448076,0.580029,2.466301,0,8.125055,-0.695213,2161,1.37152,5.662559,0.001328,-0.000005,4.362222,calm
0.029338,0.005052,-5.629377,-1.321408,10.66244,-3.808635,-5.103663,-8.788272,-6.002019,0.018149,0.387175,0.065743,0.062594,0.049434,0.480674,0.495275,0.169725,2.068663,0,16.96464,-0.853484,360,0.453245,3.62366,0.001164,-0.000005,3.097119,calm
0.07745,0.014974,0.955989,-0.271782,11.76153,-5.1617,-4.530285,-4.275243,-5.69269,0.012704,0.182093,0.05037,0.035926,0.030808,0.564378,0.488669,0.418318,1.781529,0,20.37536,-1.412197,2350,0.600014,4.083992,-0.004584,-0.000009,3.927807,calm
0.135907,0.021711,-5.169049,-0.816966,19.18051,-6.260094,1.261922,2.263549,-0.57815,0.003025,0.46703,0.071021,0.060256,0.059584,0.402491,0.433304,0.430903,2.236612,0,23.42018,-0.521865,2823,0.628979,3.352157,0.00288,0.000003,3.503913,calm
0.091509,0.016935,-5.522445,-0.336637,17.38854,2.080253,-12.94168,-12.76431,-6.217273,0.019359,0.395644,0.07584,0.073637,0.058294,0.47347,0.478026,0.407556,1.965443,0,13.86548,-1.002074,432,0.834046,4.488955,-0.001661,-0.000009,4.249163,calm
0.16095,0.044475,-8.099217,-1.210061,7.836926,-7.033392,1.664261,0.672354,-3.021137,0.026013,0.320024,0.097168,0.073545,0.046469,0.296441,0.326759,1.064278,4.632086,0,15.44433,-0.672743,1922,0.321384,4.115234,0.00267,0,3.044978,calm
0.024668,0.00706,1.559162,-0.490019,8.910933,-7.665792,-8.493782,-11.05619,-5.505029,0.022989,0.194192,0.049515,0.053272,0.016499,0.556049,0.4678,0.165301,2.248766,0,15.15191,-0.920205,1092,0.5902,3.956383,0.003177,-0.000004,5.286615,calm
0.096762,0.036496,-16.70687,-0.228595,2.942391,-8.34868,4.008033,0.202467,1.523688,0.029643,0.410163,0.19077,0.212431,0.056264,0.326596,0.339983,1.072445,4.058508,0,10.3569,0.044337,712,0.668399,3.194764,0.000891,-0.000005,3.048696,calm
0.069954,0.005111,-0.8652,-0.022249,21.29904,-9.912645,-8.341583,-6.95671,0.820049,0.00242,0.451906,0.064236,0.060981,0.045962,0.452937,0.523643,0.987631,3.248906,0,57.80178,-1.080132,2674,0.670061,6.020267,0.00844,0.000006,4.048386,calm
0.064482,0.008013,-1.081338,-0.912486,17.8826,1.112604,-8.165167,-7.061253,-4.816131,0.010889,0.527526,0.040321,0.025996,0.052644,0.580778,0.608353,-0.214866,2.051924,0,29.60422,-0.363429,2870,0.900404,4.90323,0.000655,-0.000001,4.182413,calm
0.034437,0.009008,-1.639393,0.312467,18.58669,1.014628,-10.0911,-2.75743,-3.017432,0.009074,0.343013,0.047221,0.049429,0.033438,0.590636,0.592536,-0.21711,1.773844,6,18.38095,-1.080278,526,1.318758,5.039383,-0.001016,0.000005,5.412066,calm
0.099112,0.008619,-0.164985,-1.449895,22.63875,-3.425,-3.001333,0.747609,-1.837143,0.00726,0.379915,0.033307,0.045842,0.031717,0.453713,0.417719,0.346199,2.974161,4,56.01861,0.004307,1181,0.960894,4.344132,0.002218,0.000007,4.847154,calm
0.105613,0.026533,-8.799948,-0.124856,16.2177,-0.903967,-0.019889,-1.979539,2.75839,0.013309,0.332728,0.079501,0.103395,0.042472,0.340496,0.331284,0.789644,2.6472,0,14.10788,-1.102414,1100,0.483391,3.504705,0.002591,0.000001,3.690732,calm
0.065544,0.013787,1.771691,-0.134218,13.09122,-9.542663,-3.653367,-5.154784,-8.572536,0.013914,0.23049,0.05273,0.0536,0.028362,0.555047,0.54402,0.19831,1.841762,0,12.93096,-1.15348,582,0.836014,5.051117,0.00108,0.000005,4.795622,calm
0.161878,0.042819,-9.597289,-1.04608,6.968417,-6.38284,-5.668815,5.204016,0.613373,0.030248,0.355717,0.104734,0.100962,0.036663,0.498996,0.428466,0.197283,2.243279,4,28.17669,-0.886843,1361,0.547745,3.488669,-0.003489,-0.000001,3.325605,calm
0.026627,0.007414,-7.594539,-0.337053,18.03479,6.951915,3.926645,4.195051,1.71886,0.004235,0.227465,0.033568,0.035415,0.025358,0.31595,0.281874,1.002634,4.184435,0,6.743683,-1.087664,129,0.831877,3.19273,-0.003961,-0.000011,3.264377,calm
0.054242,0.009881,-2.27736,-0.546025,16.84629,3.528969,-0.006783,3.218239,-0.267952,0.005445,0.428312,0.032578,0.025262,0.037916,0.433552,0.350038,0.856304,2.876584,0,14.27669,-1.365398,1013,0.548909,5.004323,-0.001057,0.000002,3.712185,calm
0.069433,0.016627,2.273946,-0.72091,14.37132,-7.159884,-9.434799,-4.098959,-0.244973,0.015124,0.234725,0.045143,0.049986,0.024974,0.409429,0.424995,0.450766,2.530268,0,34.50204,-0.703482,1539,0.382827,5.942057,-0.001465,-0.000002,3.892499,calm
0.095569,0.02168,-2.085065,-0.269983,16.48091,-7.750392,0.388508,-8.313007,-2.48002,0.005445,0.374471,0.046602,0.048502,0.038129,0.477452,0.544377,0.27289,2.022685,21,8.985558,-1.497436,1642,0.801946,6.414115,0.004327,0.000005,3.60447,calm
0.022839,0.006323,-9.314275,-0.400027,-2.572457,-9.752284,-9.146842,-7.961515,2.312387,0.032063,0.173624,0.084495,0.097421,0.029225,0.461585,0.396446,0.212612,2.008521,0,11.67626,0.751624,2900,0.35375,3.09009,-0.00298,-0.000002,3.046423,calm
0.026762,0.003993,2.280149,0.185659,9.629543,0.679475,-3.562654,-6.196351,-4.696555,0.013309,0.114943,0.029856,0.033308,0.012974,0.450778,0.539328,1.153278,4.568866,0,25.36773,-1.529197,2419,0.385907,4.27519,0.003812,-0.000004,4.752617,calm
0.0577,0.021199,-2.032001,-0.330242,4.186362,-4.013597,6.870499,-6.732026,-4.296875,0.016939,0.189958,0.062895,0.063,0.019785,0.407992,0.516547,0.82023,3.294109,0,9.557366,-2.620254,620,0.523052,4.855147,0.000407,0,3.851638,calm
0.042483,0.017827,-0.810933,0.173671,12.90552,1.737008,-5.793066,-6.274004,1.451061,0.007864,0.146401,0.039041,0.033059,0.016391,0.443581,0.462041,0.304592,2.169075,4,6.444784,-1.608688,320,0.629671,3.844277,0.004266,0.000008,4.283783,calm
0.015427,0.006925,-1.506322,-0.312271,-1.712427,-10.78105,-2.275464,0.033581,-3.875095,0.014519,0.114943,0.06097,0.070862,0.021326,0.43475,0.460021,0.176499,2.741354,0,5.196793,0.473391,947,0.44128,3.09693,-0.000614,0.000002,3.477429,calm
0.066682,0.017611,-4.906439,0.223371,22.81149,0.675823,-2.402262,-3.707992,-1.485873,0.003025,0.217786,0.056085,0.076553,0.040388,0.51949,0.52994,0.110772,1.954188,0,7.118789,-1.545486,153,0.984538,4.76171,-0.008946,0.000007,4.152544,calm
0.035708,0.011251,-2.273781,0.307745,24.81072,3.424645,-2.472834,-4.258348,-5.390402,0.011494,0.113128,0.044677,0.035977,0.017968,0.454113,0.494602,0.497298,2.240738,0,11.16889,-1.373769,629,0.606371,3.851002,0.00345,-0.000001,3.780864,calm
0.023376,0.0051,-2.55939,-0.147646,25.08152,5.846585,4.933108,-1.301361,0.2385,0.005445,0.287356,0.036862,0.03645,0.024912,0.512332,0.521362,-0.1289,2.011372,19,7.315586,-0.971811,1343,0.892572,4.690467,-0.003787,0.000001,3.948136,calm
0.084756,0.010516,-2.478156,-1.305271,18.36416,3.777669,-1.052952,0.805485,2.186547,0.007864,0.413793,0.040483,0.032816,0.033206,0.418436,0.395865,0.920981,3.557126,0,44.83932,-0.057735,1481,0.61064,3.661009,-0.003088,0.000007,3.934082,calm
0.05127,0.011536,-0.794498,0.101414,5.445501,-1.099592,-8.892244,-0.720358,-4.498041,0.013914,0.127042,0.043041,0.038399,0.016995,0.336365,0.323354,1.053842,4.909276,0,17.45285,-1.868765,1651,0.409392,4.030251,0.001095,0.000004,3.307327,calm
0.090724,0.012137,-2.987263,-0.99741,17.29774,1.823647,5.739871,4.035145,-2.048486,0.004235,0.428917,0.052097,0.048024,0.045643,0.487171,0.444958,0.604736,2.20532,0,18.86726,-1.160767,272,1.049352,5.017827,-0.000222,-0.000007,3.687187,calm
0.038045,0.005165,-2.890058,0.290899,20.19573,2.713077,-4.917968,3.300839,-3.693625,0.010284,0.45614,0.053659,0.051544,0.044525,0.456939,0.501422,0.757564,2.65777,0,29.1472,-0.23545,1346,0.620747,5.270046,0.000507,-0.000009,6.401241,calm
0.102474,0.018009,-4.95774,-0.208828,16.28312,2.026374,-7.83546,-9.337874,2.860485,0.00484,0.217181,0.042034,0.051248,0.037602,0.390161,0.417331,0.537598,2.635071,8,15.58695,-2.200273,1027,1.514564,5.023829,0.000757,0.000005,3.260007,calm
0.047077,0.018665,-1.074095,-0.551694,11.71055,-3.939869,2.54496,1.403411,-1.069901,0.010284,0.105263,0.045401,0.04552,0.016368,0.462851,0.499245,0.556115,2.618164,0,8.529464,-1.55787,401,0.415638,3.663755,-0.000583,-0.000001,3.168021,calm
0.049267,0.011262,-1.608347,-1.290039,14.81662,-5.208288,-3.662328,0.916712,-6.263358,0.019964,0.402904,0.06092,0.057461,0.046417,0.53578,0.572672,0.282279,2.19148,0,16.44989,-0.448797,1425,0.651617,5.714741,0.00289,0.000001,3.952196,calm
0.019286,0.004525,3.602611,-0.249499,6.693609,0.322393,-3.941128,-4.360499,-5.222139,0.010284,0.059891,0.025678,0.024408,0.009315,0.4206,0.490038,0.597413,3.483761,0,70.71441,4.26841,2982,0.243685,5.940686,0.004193,0.000003,4.769374,calm
0.023289,0.006163,1.779428,-0.627517,12.99535,-2.884044,-2.389786,2.581535,1.192803,0.00363,0.107683,0.021202,0.017761,0.014089,0.445338,0.405397,0.892169,3.015001,0,13.7005,-1.021787,1474,0.547678,5.532994,-0.002569,-0.000011,3.676238,calm
0.037942,0.013006,-4.994047,-0.573893,14.77497,-2.940695,-3.771088,4.308316,-0.806794,0.006655,0.22686,0.051465,0.068536,0.034921,0.477441,0.64293,0.436958,1.860398,14,6.997622,-0.883434,2006,0.744833,3.464125,-0.00244,0.000009,3.36489,calm
0.033721,0.011505,3.470311,-0.030271,14.00956,-2.632288,-16.02331,-0.08685,-6.89325,0.027828,0.120387,0.045391,0.04865,0.010706,0.595767,0.497769,-0.017294,2.216837,0,33.12482,-1.468783,1517,0.537911,5.252628,-0.004251,0.000003,5.454317,calm
0.035135,0.00838,-2.187336,-1.09697,21.94844,-1.269674,-3.705857,-7.824576,-2.978734,0.00726,0.239564,0.042863,0.041402,0.026477,0.522662,0.511533,0.359388,2.645619,0,16.61966,-2.04917,506,0.516635,4.209547,-0.003498,0.000004,4.091424,calm
0.073616,0.017823,-3.47011,-0.543725,16.64683,2.613867,1.544756,0.419694,-1.931864,0.00605,0.237145,0.041042,0.044172,0.036926,0.421247,0.413052,0.634595,2.605911,0,10.39178,-1.020237,1349,0.61996,4.293401,-0.003761,0.000001,3.635686,calm
0.021342,0.005504,1.575357,-0.734616,13.36327,0.163638,-3.949779,-6.255664,-2.074369,0.008469,0.215971,0.036284,0.024981,0.029982,0.600898,0.583182,0.039505,1.974766,13,8.481147,-0.504593,625,0.875791,4.092422,0.001132,-0.000005,3.825521,calm
0.059533,0.013538,-1.174536,0.652306,15.8494,8.434753,-20.82844,-12.02322,-0.712598,0.018149,0.105868,0.041999,0.033733,0.014605,0.461624,0.611413,0.187548,2.32739,5,27.09211,-1.756937,2259,0.371923,3.274717,0.001239,-0.000003,3.391142,calm
0.013794,0.004992,-1.465659,-0.513522,13.11051,-4.049549,-9.757455,-1.049133,-0.447527,0.016334,0.177254,0.050548,0.049094,0.015269,0.451571,0.417726,0.493656,2.269889,0,10.88877,-0.115697,835,0.504329,3.132509,0.000645,0.000001,3.11886,calm
0.028928,0.0045,-0.680521,-1.089392,18.42476,2.563902,-9.921533,-1.80507,-3.734436,0.012704,0.323049,0.032275,0.02624,0.029246,0.40882,0.429384,0.344694,2.843934,0,33.41754,-0.151942,993,0.598626,4.697423,-0.001905,0.000009,3.821201,calm
0.016766,0.003466,5.087171,-0.560971,15.68374,0.33215,-5.610762,-2.544011,0.56887,0.00726,0.08409,0.036937,0.027885,0.015973,0.483697,0.568605,0.521006,2.413763,0,24.95846,-1.844298,2776,0.271246,3.498338,-0.000459,0.000007,3.3446,calm
0.115567,0.028744,-7.856803,-0.887163,15.75766,-0.168337,-4.564458,0.029434,-0.246033,0.006655,0.54144,0.079426,0.073695,0.057178,0.404626,0.422218,0.414365,2.185117,0,8.087649,-0.392805,204,1.120856,4.402379,0.000113,-0.000003,3.538146,calm
0.057527,0.020984,-4.033612,-0.257961,13.84307,1.534562,-3.340155,-3.171808,-0.833743,0.009074,0.157895,0.05822,0.052012,0.028181,0.497694,0.494587,0.18396,1.871425,6,7.635667,-0.905483,1353,1.351043,4.841644,0.003853,-0.000007,3.80143,calm
0.160541,0.045886,-9.821409,-0.34309,9.453629,-10.28491,-10.1927,-2.919749,-2.35078,0.024198,0.470054,0.125837,0.144644,0.064345,0.399502,0.444143,0.623696,2.528543,0,7.201339,-1.224528,165,0.596418,5.14045,0.003572,0.000001,3.489696,calm
0.070694,0.010517,-5.9756,-0.15892,15.67832,-0.093216,-4.310724,-3.703477,-5.482606,0.005445,0.264973,0.063801,0.048704,0.044906,0.500171,0.452415,0.241022,2.166276,5,16.71145,-0.678302,348,0.629787,3.876479,0.002567,0.000005,3.785981,calm
0.028309,0.009063,1.880888,-0.288271,3.002742,-8.056714,-0.524579,-0.382128,-2.601099,0.015124,0.104053,0.050366,0.04912,0.015417,0.517877,0.512685,0.48775,2.460736,0,11.93062,-2.1759,2077,0.484419,4.827205,0.001519,0.000007,3.852623,calm
0.053695,0.020425,-5.968348,0.766802,22.61923,0.720062,-5.166602,12.95144,-4.653342,0.00726,0.303085,0.068465,0.052216,0.046802,0.429085,0.415145,0.501239,2.173301,7,5.144894,-1.114312,799,1.218856,4.355494,0.000472,-0.000024,3.766962,calm
0.091805,0.019746,-5.697447,-0.08022,14.59439,1.036008,-0.692979,-2.777213,-2.827524,0.010889,0.410163,0.053896,0.050827,0.030569,0.409793,0.410083,0.646786,2.321048,0,19.49118,-0.7712,1360,0.692211,4.713239,0.00144,0.000004,3.627106,calm
0.202555,0.035466,-3.630652,-1.070472,9.590285,1.440033,1.722121,-2.260738,-1.227606,0.010284,0.377496,0.098141,0.099758,0.053593,0.561753,0.243987,-0.102591,1.666474,0,18.87582,-1.718101,1054,0.612016,3.821033,0.002631,0.000003,3.583606,calm
0.049595,0.014596,-2.441282,0.360438,18.96228,4.248222,1.691675,1.444204,-6.742243,0.010889,0.321234,0.050247,0.046658,0.027215,0.565197,0.575352,-0.271911,2.121999,0,11.35061,-1.751078,2075,0.548811,4.467088,-0.000348,-0.000001,4.671272,calm
0.18393,0.030776,-8.510078,0.255941,20.22466,1.215379,3.303884,2.047595,0.857991,0.004235,0.539625,0.056191,0.054734,0.054166,0.357354,0.341951,1.175265,3.575858,0,13.85308,-1.575777,2530,0.897059,4.204812,0.001287,0.000005,3.422814,calm
0.033891,0.011376,-1.89536,-0.38259,17.94,3.151713,1.558756,-3.24504,-6.474143,0.008469,0.202662,0.031838,0.030138,0.018661,0.471003,0.462308,0.47557,2.739082,0,9.907071,-0.734172,2753,0.586283,3.697999,-0.001311,0.000001,3.316566,calm
