@relation 'wav/all//opensmile.arff-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute pcm_RMSenergy_sma_max numeric
@attribute pcm_RMSenergy_sma_amean numeric
@attribute mfcc_sma[1]_amean numeric
@attribute mfcc_sma[1]_skewness numeric
@attribute mfcc_sma[2]_max numeric
@attribute mfcc_sma[2]_linregc2 numeric
@attribute mfcc_sma[7]_linregc2 numeric
@attribute mfcc_sma[9]_amean numeric
@attribute mfcc_sma[11]_amean numeric
@attribute pcm_zcr_sma_range numeric
@attribute pcm_zcr_sma_amean numeric
@attribute pcm_zcr_sma_linregc1 numeric
@attribute pcm_zcr_sma_linregc2 numeric
@attribute pcm_zcr_sma_linregerrQ numeric
@attribute pcm_zcr_sma_skewness numeric
@attribute voiceProb_sma_linregc2 numeric
@attribute voiceProb_sma_skewness numeric
@attribute voiceProb_sma_kurtosis numeric
@attribute pcm_RMSenergy_sma_de_kurtosis numeric
@attribute mfcc_sma_de[1]_skewness numeric
@attribute mfcc_sma_de[4]_minPos numeric
@attribute mfcc_sma_de[4]_linregerrQ numeric
@attribute mfcc_sma_de[5]_kurtosis numeric
@attribute mfcc_sma_de[6]_kurtosis numeric
@attribute mfcc_sma_de[8]_amean numeric
@attribute mfcc_sma_de[11]_linregc1 numeric
@attribute mfcc_sma_de[11]_kurtosis numeric
@attribute mfcc_sma_de[12]_linregerrQ numeric
@attribute pcm_zcr_sma_de_linregc2 numeric
@attribute F0_sma_de_maxPos numeric
@attribute output {calm,notcalm}

@data
0.059979,0.008937,-5.858846,-0.608829,16.11983,-1.330602,3.198948,0.034118,-3.558009,0.462795,0.058026,-0.000002,0.060445,0.002473,4.344322,0.334143,0.761049,3.041908,13.75534,-1.47534,2803,0.717565,3.399525,4.435836,-0.002913,0,3.558017,0.843016,-0.000003,2398,calm
0.070841,0.029524,-2.95183,-0.753738,8.15024,-9.683623,-7.356191,1.539372,-4.961814,0.120387,0.054062,-0.000015,0.076352,0.000396,0.129788,0.443466,0.704858,3.572113,13.48237,0.396651,2741,0.370208,3.277656,3.679103,-0.001784,0,3.800233,0.675671,0.000019,2364,calm
0.078011,0.01218,2.526037,-0.689651,19.2786,-3.988003,-18.11632,-9.789397,-2.568322,0.173624,0.04468,0.000004,0.039068,0.000566,1.444505,0.632087,0.239314,2.618101,20.89504,-1.037358,1610,0.852506,5.837188,5.565724,-0.009106,0.000007,4.417348,0.965372,0.000031,564,calm
0.038902,0.010091,5.81257,-0.133267,4.908484,-12.4443,-6.659274,-12.28098,-9.238683,0.15003,0.043735,-0.000002,0.046548,0.000214,1.41624,0.482009,0.725144,3.060827,16.73251,-1.118516,462,0.765891,3.854519,4.666833,-0.001367,-0.000002,4.110667,1.282812,0.000016,2356,calm
0.069954,0.005111,-0.8652,-0.022249,21.29904,-9.912645,-8.341583,2.999161,0.820049,0.451906,0.064236,0.000002,0.060981,0.002109,2.317451,0.523643,0.987631,3.248906,57.80178,-1.080132,2674,0.670061,6.020267,5.170417,0.00844,0.000006,4.048386,0.894991,0.000007,970,calm
0.077763,0.018209,-0.133264,0.665937,7.865954,-6.289044,-8.533907,-4.688946,2.266568,0.180278,0.060186,0.000006,0.051355,0.000691,1.126928,0.404716,0.257458,2.508954,12.57801,-1.450184,477,0.549284,3.797713,3.508624,-0.001958,-0.000013,3.34188,0.904045,-0.00006,2937,calm
0.052343,0.004152,0.295448,-1.547158,19.2508,4.366034,-1.631935,-2.020935,0.129883,0.318814,0.025854,0.000002,0.023101,0.001207,4.728421,0.615791,0.039789,2.076758,45.51461,-0.425846,259,1.073296,4.690331,5.603666,0.000153,-0.000004,3.607895,1.311353,0.000022,2617,calm
0.094051,0.011332,-3.481635,-1.350528,15.50219,0.242302,-0.057622,-1.998378,-0.126664,0.259528,0.035068,-0.000001,0.036895,0.000721,3.945292,0.472981,0.908959,3.565381,38.36748,0.259633,2388,0.532247,5.006621,4.438343,0.002358,-0.000001,4.035428,0.767864,-0.000018,509,calm
0.073791,0.02239,-11.47699,-0.653233,19.46313,1.004085,-4.558571,-3.679223,-8.677066,0.410768,0.109701,-0.000001,0.110864,0.00361,1.944749,0.368424,0.60656,2.125916,6.395561,-0.73816,1390,0.648558,5.689157,4.91017,-0.001489,-0.000004,3.45605,0.992547,0.000051,2008,calm
0.159674,0.027612,-5.042141,-0.638181,13.09784,1.820418,-2.217735,-1.341224,-0.354073,0.563823,0.057358,0.000002,0.054074,0.002122,5.440781,0.350179,1.104015,3.878784,12.76767,-0.974171,249,0.751403,4.372906,4.575047,0.001314,0.000005,3.590983,0.930067,0.000015,1936,calm
0.02248,0.005287,7.22631,-0.343679,8.304132,-11.2354,-14.73173,-8.938857,-1.747435,0.112523,0.039006,-0.000004,0.045061,0.000189,1.830362,0.541698,0.332045,2.567455,8.104894,0.262427,300,1.490729,5.730844,5.144802,-0.001342,-0.000002,4.268881,1.796476,0.000029,1736,calm
0.117477,0.041834,-10.01454,-0.053626,8.247998,-1.508518,-2.670019,-2.615988,-5.027883,0.251059,0.106829,0.000021,0.076071,0.002103,0.62081,0.340246,0.156079,1.903824,9.765664,-0.409086,1668,0.986444,4.06802,3.989026,0.000278,0.000002,3.58511,1.271653,-0.000045,2397,calm
0.033875,0.005628,0.144448,-0.841778,18.58388,4.34807,3.092722,0.743838,-1.974625,0.265578,0.023753,-0.000003,0.027761,0.000573,4.543932,0.547897,0.149221,2.257884,23.45085,-1.553019,2212,0.476916,6.423988,4.368129,0.001628,0.000006,3.911947,0.612444,0.000034,68,calm
0.091937,0.018521,-1.001426,0.485641,17.96613,-12.29842,-7.901829,-5.399578,-4.200006,0.447066,0.070854,0.000008,0.058965,0.003306,2.942421,0.502417,-0.11026,2.213857,10.96877,-2.490398,1241,0.918083,4.769808,5.144534,0.000898,0.000004,4.098959,1.30836,-0.000041,902,calm
0.068736,0.016904,-4.46325,-1.375752,7.898695,-1.648493,-7.504631,-2.846884,-1.427687,0.276467,0.060905,-0.000004,0.067255,0.000699,2.668143,0.401306,0.308653,2.502676,15.047,-0.200003,1583,0.582456,3.145741,3.01482,-0.000976,-0.000003,3.205614,0.753437,0.000029,2079,calm
0.095569,0.02168,-2.085065,-0.269983,16.48091,-7.750392,0.388508,-4.796972,-2.48002,0.374471,0.046602,-0.000001,0.048502,0.001453,3.666407,0.544377,0.27289,2.022685,8.985558,-1.497436,1642,0.801946,6.414115,3.965263,0.004327,0.000005,3.60447,0.945514,-0.000021,2173,calm
0.09715,0.0254,-9.719025,-0.599061,9.878558,-9.457783,-6.353648,-2.810923,-2.788335,0.46219,0.107069,-0.00001,0.122296,0.002547,3.090734,0.534064,0.203622,1.690122,9.499259,-0.817162,2852,0.654912,4.849028,3.887755,0.004615,0,3.82737,1.083792,0.000005,1347,calm
0.087595,0.020329,-5.884646,-0.652377,13.36854,-0.148731,-0.915404,-2.066223,-7.55022,0.452511,0.072383,0,0.072491,0.003481,3.183341,0.378912,1.158644,3.9008,19.22245,-1.567549,1534,0.541561,4.484578,5.748903,-0.006146,-0.000001,3.941971,0.860966,0.000037,2724,calm
0.175519,0.015531,-9.452193,-0.578136,17.37112,0.054378,-1.175516,-2.510885,-5.424436,0.483364,0.072077,0.000011,0.055323,0.005483,2.951771,0.390225,0.832873,3.24699,25.41887,-0.972486,1483,0.855767,4.539667,4.110341,-0.004175,-0.000009,4.381095,0.89819,0.000049,999,calm
0.069705,0.023334,-5.551993,-0.325829,16.03623,-1.255158,-3.305989,2.368374,3.206974,0.514822,0.048191,-0.000008,0.060169,0.002187,3.356599,0.348791,0.404454,2.477997,5.006217,-0.365566,1184,2.08321,3.945132,4.052959,0.004235,-0.000005,3.555711,2.024102,-0.000098,1218,calm
0.057705,0.009304,-6.07713,-0.224917,15.81536,1.44134,-16.82004,-10.6746,-7.772037,0.566848,0.044943,0.000003,0.04005,0.001265,7.974444,0.576084,0.196659,2.065265,11.13907,-0.849875,1190,0.707344,4.127965,3.881361,-0.000713,-0.000007,3.813029,1.280305,0.000045,2083,calm
0.021342,0.005504,1.575357,-0.734616,13.36327,0.163638,-3.949779,-7.549495,-2.074369,0.215971,0.036284,0.000008,0.024981,0.000856,2.754983,0.583182,0.039505,1.974766,8.481147,-0.504593,625,0.875791,4.092422,3.501172,0.001132,-0.000005,3.825521,1.637638,0.000013,2625,calm
0.053347,0.00443,2.627483,-1.077807,13.99061,0.77511,0.856523,-3.343689,-1.277319,0.436782,0.03819,-0.000004,0.043643,0.00246,4.635666,0.393185,1.163645,3.89063,25.35418,-0.736552,884,0.723078,5.534477,7.413315,-0.000881,-0.000002,4.684421,0.74997,0.00002,2385,calm
0.05206,0.010644,-3.704284,-1.465212,10.32283,-2.977748,-7.331316,-5.824589,-4.677296,0.289776,0.057596,0.000002,0.054198,0.000682,3.514081,0.396757,0.55069,2.764507,10.15277,-0.788872,2908,0.522909,3.561388,4.428104,-0.000927,0.000002,3.664109,0.764679,0.000002,2325,calm
0.034373,0.005608,-2.421954,0.566452,22.32608,4.533857,-8.573878,-3.752966,-5.731005,0.395039,0.04956,0.000002,0.046151,0.001789,2.941978,0.418694,0.527663,2.72135,8.695427,-1.24737,1867,1.495967,3.991621,4.830837,0.003199,0.000003,3.38395,1.22828,0.000042,2454,calm
0.071396,0.010883,-0.34675,-0.417231,18.81793,4.107093,-1.607179,-4.986583,-1.182729,0.245614,0.031964,0.000001,0.030761,0.000646,3.435564,0.323494,1.054618,3.693237,21.95942,-1.674798,1227,0.5714,5.047342,4.495708,0.001608,0.000001,4.415984,0.876284,0.000029,2356,calm
0.07745,0.014974,0.955989,-0.271782,11.76153,-5.1617,-4.530285,-6.872389,-5.69269,0.182093,0.05037,0.00001,0.035926,0.00088,1.56498,0.488669,0.418318,1.781529,20.37536,-1.412197,2350,0.600014,4.083992,4.196797,-0.004584,-0.000009,3.927807,0.670623,0.000029,2003,calm
0.040828,0.008362,-3.172172,-0.376998,13.39024,-3.788558,-3.199191,-3.8423,-1.807937,0.566243,0.080136,0.000007,0.069159,0.003163,2.901295,0.504366,0.129224,1.669065,18.36939,-1.307172,1051,0.735182,4.641252,4.325728,0.004773,0,5.082914,0.915343,-0.000088,1108,calm
0.051805,0.009022,-3.970761,-0.450327,19.91199,2.703605,-3.980071,-3.619389,-6.269937,0.435572,0.055017,-0.000007,0.064818,0.002602,4.163687,0.365203,0.559064,2.657428,20.78387,-1.286389,576,0.614754,4.030068,3.472077,-0.000766,0.000001,3.360337,0.957357,0.000067,229,calm
0.100524,0.025924,-7.979817,-0.537383,15.4756,-1.380367,-1.626345,0.569173,2.533158,0.397459,0.094814,-0.000001,0.096815,0.003405,2.635336,0.399443,0.491956,2.08249,12.06438,-0.604835,877,1.0776,3.774595,3.277393,-0.000646,0.000003,3.937017,1.184213,0.000018,379,calm
0.038104,0.004999,4.288026,-0.267816,20.01737,-4.812574,-7.803182,-4.55238,-4.879733,0.581367,0.043489,0.000002,0.040419,0.002226,7.465896,0.529211,0.635494,2.736387,35.73103,-0.941014,1447,0.730346,6.002146,4.150721,-0.000616,-0.000011,4.934494,1.066204,-0.000036,1721,calm
0.1271,0.026383,-3.113231,-1.281602,14.9952,-0.092163,-6.312326,-0.806291,-1.690743,0.295826,0.056133,0.000018,0.029938,0.000715,2.271458,0.375322,0.433992,2.328052,15.92282,-0.361591,2579,0.584129,3.521266,3.573084,0.002628,-0.00001,3.94616,0.986139,0.000034,2309,calm
0.034437,0.009008,-1.639393,0.312467,18.58669,1.014628,-10.0911,-9.109346,-3.017432,0.343013,0.047221,-0.000001,0.049429,0.001116,3.822477,0.592536,-0.21711,1.773844,18.38095,-1.080278,526,1.318758,5.039383,4.446523,-0.001016,0.000005,5.412066,0.786109,0.000057,360,calm
0.035708,0.011251,-2.273781,0.307745,24.81072,3.424645,-2.472834,-3.424873,-5.390402,0.113128,0.044677,0.000006,0.035977,0.000298,0.588076,0.494602,0.497298,2.240738,11.16889,-1.373769,629,0.606371,3.851002,3.809143,0.00345,-0.000001,3.780864,0.836399,0.000038,1814,calm
0.044255,0.007154,1.813778,-0.377924,33.39979,1.226242,0.400997,-1.469694,4.958937,0.399879,0.019177,-0.000005,0.026751,0.000636,7.174682,0.397037,0.490642,3.015002,33.51968,-0.804736,1408,1.574977,4.262555,3.845657,-0.002903,0.000009,3.93192,1.566123,0.00002,2617,calm
0.146364,0.020813,-2.962177,-0.87711,17.31782,-0.573793,-1.009601,0.919772,-2.377778,0.280097,0.033379,0.000001,0.03137,0.000809,3.325393,0.394095,0.440292,2.750415,15.96201,-1.01268,2917,1.033106,4.201093,4.473641,0.004499,0.000005,3.68611,0.996293,-0.000064,1887,calm
0.025473,0.004819,-0.452706,-0.639032,15.06634,-0.142769,-5.534219,-5.458246,-2.010004,0.144586,0.038225,0.000002,0.034851,0.000413,1.619793,0.496159,0.398722,2.401237,16.01186,-1.132167,581,0.441373,3.328767,3.459181,0.0009,-0.000009,3.315761,1.061849,0.000031,1122,calm
0.102857,0.02519,-5.396778,-0.932378,18.39035,-3.214218,-4.12756,1.117145,-1.046788,0.551724,0.068732,-0.000011,0.085613,0.003014,3.566406,0.474302,0.341273,2.802484,7.283906,-0.67181,408,0.839782,3.643116,3.816273,0.004585,0.000002,3.76276,0.989983,-0.00002,2353,calm
0.082267,0.015388,-4.97205,0.099472,19.08827,1.583447,-1.463677,-4.8757,-4.511808,0.344828,0.057264,-0.000004,0.062918,0.001432,2.377499,0.511291,0.370366,2.044523,37.66727,-1.401,269,0.505068,4.555041,4.193391,-0.002736,0.000009,4.513014,0.605085,-0.000065,2954,calm
0.184882,0.01935,-0.455914,-1.140068,14.01705,-1.590687,10.57957,-0.498088,-2.739779,0.364791,0.043216,0.000002,0.040905,0.001364,4.026959,0.664743,-0.045312,2.105521,31.62988,-0.541373,1528,0.748178,4.135048,3.882717,-0.006133,-0.000006,3.370536,0.938102,-0.000024,360,calm
0.076089,0.009884,-1.836541,-0.337917,16.97399,0.690551,-5.095375,-6.24032,-4.703464,0.31095,0.04402,0.000002,0.040569,0.001353,4.389375,0.485864,0.487108,2.218813,30.32933,-0.523959,223,0.587614,4.880661,6.092306,-0.001339,-0.000003,4.90669,0.942113,-0.000009,1984,calm
0.1762,0.01577,-6.82603,-1.279256,15.01253,3.29614,-1.573739,1.66525,-1.556427,0.485178,0.056641,0.000011,0.039599,0.005218,3.994674,0.34938,0.630613,2.186266,31.48885,0.36826,2071,0.518084,4.690989,4.178693,-0.001568,0,3.948816,0.808399,0.000047,217,calm
0.038045,0.005165,-2.890058,0.290899,20.19573,2.713077,-4.917968,-2.561924,-3.693625,0.45614,0.053659,0.000001,0.051544,0.001981,4.256746,0.501422,0.757564,2.65777,29.1472,-0.23545,1346,0.620747,5.270046,6.758389,0.000507,-0.000009,6.401241,0.698439,-0.000061,2535,calm
0.028309,0.009063,1.880888,-0.288271,3.002742,-8.056714,-0.524579,-3.947079,-2.601099,0.104053,0.050366,0.000001,0.04912,0.000237,0.740048,0.512685,0.48775,2.460736,11.93062,-2.1759,2077,0.484419,4.827205,4.204255,0.001519,0.000007,3.852623,0.802038,0.000012,2522,calm
0.060537,0.014588,-0.373806,-0.361021,17.94412,2.011029,-8.612196,-2.401762,-1.033347,0.203267,0.038436,0.000003,0.033438,0.000626,1.718508,0.483698,0.163309,2.264091,16.29982,-0.114628,176,0.649688,4.621588,4.595917,-0.002491,0.000006,3.444439,0.776036,0.000005,727,calm
0.048104,0.008243,-3.743097,0.245391,9.677912,-2.330716,-6.053895,-6.461331,-1.878072,0.358742,0.05743,0.000002,0.054164,0.001348,2.392942,0.523786,0.106095,1.930904,28.82019,-1.473881,730,0.505055,3.311825,3.759543,-0.005204,0.000005,3.653454,0.836819,0.000001,386,calm
0.161878,0.042819,-9.597289,-1.04608,6.968417,-6.38284,-5.668815,1.552308,0.613373,0.355717,0.104734,0.000003,0.100962,0.001339,2.759601,0.428466,0.197283,2.243279,28.17669,-0.886843,1361,0.547745,3.488669,3.124549,-0.003489,-0.000001,3.325605,0.774301,0.000007,954,calm
0.067626,0.011444,-3.849819,-0.822278,19.40426,-7.491571,-7.440022,-3.028947,-0.316195,0.453721,0.062124,-0.000003,0.066706,0.002624,3.735338,0.519954,0.38637,2.521382,31.31104,-0.688207,1790,0.62198,4.118273,4.204212,-0.00108,-0.000005,3.222861,0.864662,0.000056,2477,calm
0.081374,0.011131,-1.177439,-0.942919,26.78513,6.84725,4.83997,1.112584,7.778773,0.209316,0.023228,-0.000001,0.024516,0.000385,4.156931,0.546044,0.062292,2.48805,12.06789,-0.201555,593,1.260623,4.274701,4.101167,0.001562,-0.000003,3.833927,1.925424,0.000032,1846,calm
0.058887,0.022948,-7.468345,0.57478,10.62379,-6.700149,-2.601276,-2.469176,-2.160917,0.30611,0.079151,0.000005,0.072159,0.00273,0.979797,0.377691,1.214983,3.785124,8.093141,-1.569616,2508,0.669104,3.939219,4.135241,0.001521,0,3.622844,0.890603,0.000014,915,calm
0.063009,0.018443,1.026749,-0.874971,11.5639,-7.998054,-2.549335,-7.011562,-4.063913,0.275257,0.05469,-0.000002,0.057797,0.000442,1.727319,0.593236,-0.158932,1.877883,11.72906,-0.600647,576,0.673769,4.485857,5.09774,0.00192,0.000007,4.48425,0.813127,0.000025,841,calm
0.08295,0.014729,-1.839023,-0.95319,13.68334,-1.440584,-4.16298,-2.403757,-1.940491,0.358742,0.050217,-0.000003,0.054227,0.00117,5.121183,0.451703,0.182629,2.221652,13.69009,-1.640791,220,0.4715,5.017789,4.03915,0.005469,-0.000007,3.894567,0.914548,0.000021,660,calm
0.022839,0.006323,-9.314275,-0.400027,-2.572457,-9.752284,-9.146842,-3.165839,2.312387,0.173624,0.084495,-0.000009,0.097421,0.000798,1.004331,0.396446,0.212612,2.008521,11.67626,0.751624,2900,0.35375,3.09009,3.972695,-0.00298,-0.000002,3.046423,0.667305,0.000027,2508,calm
0.070581,0.012798,-3.75497,-0.770677,10.43143,-6.738686,-8.634083,-8.965535,-4.577152,0.480944,0.06625,0.000003,0.061424,0.001412,6.03891,0.523494,-0.154669,2.160434,23.44914,-0.826809,2426,0.621368,4.024344,3.946445,-0.005223,0.000003,4.024194,0.96976,-0.000012,1168,calm
0.078686,0.012884,-0.669111,-0.08768,15.29951,2.16503,-4.266803,0.307555,-0.053131,0.255293,0.035059,0.000005,0.027568,0.000604,3.217811,0.446829,0.37086,2.68877,16.04373,-1.345667,1317,0.620914,3.930176,4.334611,-0.000228,-0.000008,3.613338,0.926086,0.000037,239,calm
0.099983,0.013931,0.875155,-0.777448,16.42751,-3.976271,-2.891772,1.861185,2.928173,0.323049,0.048279,-0.000007,0.059066,0.000589,4.589689,0.558825,0.320086,2.290426,29.57323,-0.683146,853,1.59859,4.838865,4.914972,0.00484,-0.00001,4.322393,2.219504,-0.000012,1021,calm
0.078081,0.017884,6.391558,-0.127534,13.80441,1.659951,-4.329505,-3.714983,0.929216,0.255293,0.040977,0.000003,0.036029,0.000263,4.126286,0.495821,0.297543,2.451144,23.378,-1.661233,1276,0.675674,5.819323,4.962562,0.002658,0.000005,4.832437,0.905994,0.000003,1894,calm
0.026762,0.003993,2.280149,0.185659,9.629543,0.679475,-3.562654,-1.717282,-4.696555,0.114943,0.029856,-0.000002,0.033308,0.000164,2.475567,0.539328,1.153278,4.568866,25.36773,-1.529197,2419,0.385907,4.27519,4.781664,0.003812,-0.000004,4.752617,0.704736,-0.000021,348,calm
0.065805,0.00829,-1.45081,-1.272227,11.87364,-5.590516,-9.639775,-10.21481,-6.368757,0.381125,0.054367,-0.000001,0.056213,0.001271,4.363055,0.522747,0.199649,2.264209,38.79245,-1.400245,2340,0.703003,3.950591,4.552505,0.000971,0.000007,3.488158,0.845295,0.00002,297,calm
0.104734,0.052045,-8.916807,-0.1725,3.651996,-6.352576,-5.361808,-4.961208,-4.425484,0.281912,0.103774,0.000003,0.098867,0.001171,1.582339,0.291018,0.924476,3.554697,4.628884,-0.43549,555,0.833064,3.253839,3.505534,-0.003219,0.000006,3.305815,0.829791,-0.000022,1816,calm
0.015427,0.006925,-1.506322,-0.312271,-1.712427,-10.78105,-2.275464,-6.034899,-3.875095,0.114943,0.06097,-0.000007,0.070862,0.000422,0.384046,0.460021,0.176499,2.741354,5.196793,0.473391,947,0.44128,3.09693,2.964433,-0.000614,0.000002,3.477429,0.813873,0.000076,2216,calm
0.023289,0.006163,1.779428,-0.627517,12.99535,-2.884044,-2.389786,3.378766,1.192803,0.107683,0.021202,0.000002,0.017761,0.000195,1.60218,0.405397,0.892169,3.015001,13.7005,-1.021787,1474,0.547678,5.532994,3.810324,-0.002569,-0.000011,3.676238,0.55124,0.000014,2656,calm
0.08302,0.012055,-4.02877,-0.964214,20.41176,-1.15972,-6.221542,-6.281272,-3.30273,0.438597,0.059659,0.000006,0.051425,0.002402,4.530742,0.323236,0.535201,2.796091,17.23261,-0.271892,2948,0.674892,3.804773,4.092477,-0.004727,-0.000001,3.589396,0.966649,0,527,calm
0.063552,0.009043,1.193576,-1.082426,14.02136,-1.587645,-2.833621,-7.3328,-7.924771,0.45735,0.035088,-0.000006,0.04477,0.000929,6.27895,0.5312,0.090185,2.456804,15.6746,-0.082682,1016,0.913924,4.115559,3.621465,0.002541,0,4.753998,1.183627,0.000007,141,calm
0.055548,0.016742,-5.737338,-0.458582,18.97039,0.579259,-2.196533,-0.025946,-1.303838,0.433757,0.060513,0.000001,0.058926,0.004183,2.812348,0.404099,0.620404,2.415073,8.706556,-0.616908,961,0.979013,4.783194,3.913169,0.000192,-0.000002,4.207125,0.873909,-0.00003,201,calm
0.086756,0.018859,-6.825049,-0.28581,17.74133,-3.122531,-1.400288,-0.615542,-2.100395,0.475499,0.0782,0.000006,0.069022,0.00277,3.043525,0.403964,0.592254,2.105462,8.729757,-1.892767,2153,0.705714,3.99021,4.154526,-0.002887,-0.000004,3.595559,0.872742,0.000033,2675,calm
0.043606,0.015268,-1.283816,-0.931062,13.00592,-3.121352,-6.945117,-6.829577,-1.48644,0.312765,0.072393,0.000006,0.06288,0.001675,2.451059,0.479922,-0.27954,1.855302,9.042019,-0.545004,1900,0.510772,4.853476,5.610413,-0.007905,0.000002,3.872872,0.843752,0.000026,2022,calm
0.074278,0.013726,-9.153666,-0.353116,19.70448,0.516721,-5.039713,-3.998112,-3.784471,0.54628,0.109531,-0.000014,0.130473,0.004203,2.913753,0.488001,0.369533,2.482515,20.1482,-0.732583,2839,0.694659,4.783211,3.785907,-0.000491,-0.000001,3.410022,0.970649,-0.000402,2822,calm
0.098806,0.039421,-13.41426,-0.10393,12.21085,-4.254815,-1.64771,5.132437,3.114819,0.53297,0.115179,0.000001,0.113662,0.007693,1.335283,0.354688,1.214271,4.293369,3.75504,-0.091576,1424,2.140372,3.02522,3.476417,-0.002858,-0.00001,3.139599,2.170805,-0.000068,699,calm
0.084756,0.010516,-2.478156,-1.305271,18.36416,3.777669,-1.052952,-1.937176,2.186547,0.413793,0.040483,0.000005,0.032816,0.001083,5.751538,0.395865,0.920981,3.557126,44.83932,-0.057735,1481,0.61064,3.661009,3.39362,-0.003088,0.000007,3.934082,0.67712,0.000012,880,calm
0.091543,0.008219,-3.274284,-1.033795,20.0977,1.341098,-2.196591,-7.565654,-3.624933,0.410163,0.050265,-0.000002,0.052513,0.002826,3.858449,0.431316,-0.089518,2.253857,32.80436,-0.589402,344,0.935273,5.991913,4.717788,0.001925,-0.000006,4.230289,0.972997,-0.000027,917,calm
0.009527,0.003191,5.800787,0.020584,18.30477,0.694406,2.364494,-3.992376,-8.983627,0.097399,0.032568,-0.000003,0.037746,0.000176,1.342363,0.429865,0.256478,3.102253,8.232255,-1.604956,189,0.569815,3.596403,3.516005,-0.000159,-0.00001,3.167652,0.697278,0.000025,1740,calm
0.082985,0.026443,-12.33522,-0.431079,11.48616,-0.624392,-2.036523,1.038896,2.94414,0.453116,0.096895,0.000004,0.091485,0.0028,1.97404,0.343103,0.831627,2.944838,6.242232,-0.217348,1406,0.95562,3.710391,3.477119,-0.00284,0.000006,4.133181,1.522926,0.000024,2015,calm
0.06195,0.011881,-6.98767,-0.181736,12.21525,3.806356,-5.725232,-5.382447,1.120717,0.347852,0.071237,0.000021,0.039753,0.001446,1.956573,0.548547,0.315624,1.886088,13.61287,-0.143536,362,0.591483,4.738563,5.365745,0.002763,0.000004,3.621674,1.042478,0.00005,363,calm
0.051635,0.009872,-2.920993,-0.074658,14.87179,-0.135757,1.601405,0.260808,2.053298,0.175439,0.038311,0,0.03777,0.000496,1.221395,0.462858,0.533596,2.654776,11.98797,-0.854133,2919,0.671711,4.240857,3.607561,-0.00132,-0.000017,3.509906,0.935866,-0.000014,725,calm
0.016322,0.008139,-0.268331,0.520225,-2.708582,-11.40368,-1.890657,-0.155097,-2.096974,0.087719,0.05702,0.000001,0.056237,0.00029,-0.164745,0.393117,0.650719,2.935117,4.157279,-0.036482,124,0.344896,2.982756,3.025976,-0.002279,0.000001,2.809888,0.618161,0.000043,2661,calm
0.051206,0.014126,5.777703,-0.748236,16.12192,1.352046,-8.94703,-0.321597,3.509003,0.089534,0.032884,0.000001,0.030909,0.000151,1.056574,0.614227,-0.302408,2.218412,17.07382,-1.443185,2287,0.778697,5.961879,4.212845,0.006346,-0.000002,5.831439,0.730666,-0.000037,1214,calm
0.099813,0.018382,-4.974921,-0.846067,18.08923,1.92791,-8.289369,-5.392858,-4.486028,0.414398,0.060321,0.000013,0.041518,0.001933,4.07221,0.501023,-0.003656,2.145854,25.6876,-1.263878,2727,0.499916,6.77729,4.796901,0.003122,0,3.481305,0.640719,-0.000042,655,calm
0.094822,0.024416,-3.05381,-0.087551,23.30288,-0.224007,0.708464,4.652457,-0.231304,0.397459,0.052876,0.000001,0.052003,0.001271,2.455869,0.557524,-0.06024,1.859366,9.190395,-0.711049,134,1.111343,4.776566,5.553216,0.005418,-0.000005,3.830076,1.364479,-0.000042,733,calm
0.108476,0.046016,-11.60301,0.436155,4.536552,-14.30671,1.155154,-5.874749,2.613043,0.324259,0.13689,0.000009,0.12305,0.001812,1.128678,0.570222,0.33911,1.873808,6.267697,-0.684488,2706,0.670551,3.579089,3.398631,-0.004346,-0.000003,3.132229,1.022394,0.000062,65,calm
0.052075,0.016418,-0.510123,-1.03691,10.6801,1.590027,-6.467569,-0.123962,-3.043072,0.396854,0.042483,0,0.04288,0.001067,5.327671,0.418431,0.178183,2.671551,12.02964,0.066361,1425,0.997543,4.376188,4.784768,-0.000244,0.000002,4.542131,1.141188,0.000012,2953,calm
0.096762,0.036496,-16.70687,-0.228595,2.942391,-8.34868,4.008033,1.19368,1.523688,0.410163,0.19077,-0.000015,0.212431,0.003009,0.106498,0.339983,1.072445,4.058508,10.3569,0.044337,712,0.668399,3.194764,3.132179,0.000891,-0.000005,3.048696,0.918246,-0.000173,473,calm
0.059533,0.013538,-1.174536,0.652306,15.8494,8.434753,-20.82844,0.452868,-0.712598,0.105868,0.041999,0.000006,0.033733,0.00019,1.616642,0.611413,0.187548,2.32739,27.09211,-1.756937,2259,0.371923,3.274717,3.447942,0.001239,-0.000003,3.391142,0.555729,-0.000012,716,calm
0.068805,0.016083,7.208194,-1.027809,17.12314,-1.054506,-1.472371,-3.896066,-0.351135,0.149425,0.027901,0.000003,0.02409,0.000295,2.642986,0.476514,0.600342,2.505838,36.50212,-0.431628,2567,0.50825,5.179547,4.8566,0.002372,-0.000001,4.519556,0.646703,0.000004,2508,calm
