@attribute Std_Acc1000_Std_Mem40_SCF_2 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_4 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_8 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_3 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_2 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_3 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_4 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_9 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_18 numeric
@attribute BeatHisto_HighPeakAmp numeric

@data

0.030485,0.023266,0.032768,-60.260164,8.013087,0.774743,1.619271,0.787776,0.438016,0.000045,0.000041,1.554782,2.542332,8.405793,10.661348,0.530411,0.45434,0.411028,0.102487,0.520701,0.682116,1.342507,0.372741,2.8384,0.147554,0.164143,0.01866,0.039947,0.056219,0.546287,9.708991,0.261767,0.352678,0.472792,1.851798,0.1482,0.163164,0.02033,0.0038,0.627726,0.184883,0.092145,0.143511,0.230176,0.258409,0.059846,0.016147,0.023582,0.043926,0.101608,0.207729,11.719731
0.06243,0.043819,0.089534,-47.895355,6.96298,-1.037633,0.479288,0.566444,0.731465,0.000253,0.000272,1.486471,2.660546,7.309544,8.187574,0.488713,0.408098,0.385235,0.170602,0.545332,0.686229,1.38419,0.423183,2.352643,0.1358,0.138519,0.023262,0.034235,0.045511,0.642854,2.060023,0.236498,0.261057,0.282273,1.183147,0.095819,0.111425,0.024844,0.007944,0.496131,0.091429,0.079957,0.096445,0.134185,0.22759,0.039912,0.018369,0.03241,0.042231,0.10801,0.210755,34.05995
0.038736,0.025811,0.048345,-50.250723,7.295183,0.442137,0.918998,0.913669,0.654759,0.000633,0.000487,1.506704,2.460523,5.566513,6.892056,0.500827,0.431246,0.496967,0.113879,0.517574,0.695255,1.35901,0.429996,2.200964,0.144258,0.1425,0.02479,0.049319,0.075461,0.54766,1.344611,0.320148,0.334323,0.277957,0.838263,0.102008,0.139555,0.022763,0.004649,0.545767,0.099405,0.081315,0.142761,0.144854,0.185722,0.03906,0.018966,0.024786,0.031769,0.098794,0.218643,42.993819
0.064639,0.045377,0.104596,-54.008999,6.737678,-1.680705,1.934578,0.613728,-0.092346,0.000036,0.000026,1.54317,2.541992,7.747227,8.79242,0.491614,0.467913,0.386546,0.150338,0.531387,0.66745,1.252131,0.4194,2.235704,0.110658,0.093188,0.027004,0.027539,0.026675,0.337368,1.32001,0.251001,0.249575,0.323537,1.128062,0.117023,0.113816,0.020902,0.005966,0.465967,0.075433,0.094064,0.122512,0.099896,0.170886,0.048274,0.019141,0.033163,0.041616,0.098831,0.217304,17.094316
0.060558,0.039915,0.094575,-51.879449,5.209677,0.659255,1.074148,0.491856,0.790029,0.000295,0.000272,1.576332,2.847596,7.523823,9.914669,0.406506,0.360951,0.369389,0.125788,0.566538,0.753727,1.381026,0.45613,2.945624,0.177054,0.170258,0.038315,0.074025,0.082505,1.032705,1.828684,0.265816,0.25895,0.337482,1.489678,0.120448,0.126083,0.043658,0.01295,0.522151,0.232803,0.090335,0.128208,0.131188,0.18975,0.038338,0.02,0.040898,0.051325,0.105613,0.212708,17.269182
0.044908,0.032105,0.054672,-52.147144,7.105661,1.056971,0.844758,0.282082,0.229871,0.000175,0.000145,1.440508,2.830526,6.339838,8.911911,0.456649,0.415145,0.424838,0.133944,0.532022,0.725408,1.372471,0.40011,1.773682,0.118946,0.126736,0.030725,0.046203,0.058411,0.640253,1.30101,0.37495,0.267448,0.309717,1.534026,0.156096,0.099868,0.030009,0.003943,0.590608,0.086063,0.086279,0.114501,0.12342,0.207069,0.024303,0.014211,0.025394,0.03826,0.108563,0.211358,19.083172
0.039167,0.028806,0.07157,-57.529802,6.44745,1.923905,0.975028,0.598865,0.234052,0.000055,0.000068,1.594422,3.144224,8.012403,7.674123,0.352294,0.329798,0.386049,0.120677,0.55267,0.741493,1.410361,0.42954,2.762993,0.170008,0.160011,0.028779,0.075995,0.079686,0.651379,4.190353,0.38015,0.358475,0.369736,1.217764,0.13374,0.088413,0.019428,0.014105,0.536445,0.125344,0.102605,0.13045,0.189656,0.253042,0.04595,0.013329,0.025553,0.036135,0.105341,0.213141,20.048476
0.04018,0.02762,0.046066,-54.338568,6.223055,1.716032,1.946226,0.207868,-0.136776,0.000106,0.00013,1.484968,2.460893,10.428564,11.902124,0.532958,0.337383,0.261119,0.110122,0.590474,0.755201,1.343431,0.341861,2.998371,0.120975,0.118695,0.020793,0.056502,0.056541,0.439199,1.077839,0.250964,0.245255,0.328723,1.819406,0.10094,0.115389,0.020833,0.023324,0.666692,0.153484,0.073439,0.100788,0.12928,0.254705,0.048509,0.016079,0.028553,0.043421,0.098601,0.210785,13.195175
0.043296,0.031975,0.054677,-51.417598,7.603205,0.631613,1.188291,0.023043,-0.071943,0.000161,0.000141,1.57453,2.418249,8.021827,8.595395,0.527192,0.501113,0.399735,0.128769,0.519921,0.725662,1.325654,0.404545,2.104205,0.13145,0.141343,0.022,0.046542,0.057603,0.322609,2.119792,0.260337,0.244295,0.313336,1.363055,0.106658,0.110506,0.018117,0.004658,0.447566,0.096739,0.079278,0.114923,0.13043,0.172775,0.033826,0.016692,0.02778,0.037492,0.103027,0.214166,14.852489
0.051889,0.039878,0.167813,-56.409569,5.818976,0.029193,1.597733,0.416525,-0.152415,0.0001,0.000116,1.483437,2.915969,6.715713,8.232187,0.434318,0.410848,0.437117,0.129061,0.556327,0.721131,1.330976,0.486385,2.326176,0.153276,0.152865,0.045065,0.061045,0.060694,1.164894,5.973861,0.344423,0.324704,0.367842,1.174713,0.146199,0.113854,0.042478,0.020709,0.583807,0.112319,0.108336,0.128068,0.148462,0.188246,0.038063,0.037088,0.035888,0.045167,0.103045,0.215113,39.186555
0.053471,0.039022,0.065372,-58.86884,6.403536,1.083284,1.185226,0.375258,-0.310038,0.000021,0.000032,1.577249,2.767274,6.415547,7.171634,0.447422,0.388797,0.415521,0.123829,0.540982,0.744078,1.352179,0.4032,1.774765,0.130694,0.13732,0.028136,0.059804,0.07522,0.668946,3.442492,0.402663,0.346016,0.376998,1.64467,0.205495,0.154906,0.024433,0.03094,0.761333,0.16654,0.105633,0.170024,0.195388,0.274834,0.055253,0.03005,0.039449,0.048277,0.109517,0.214654,6.498716
0.047316,0.031354,0.13377,-50.965917,5.83808,1.36339,1.428344,0.723756,0.487484,0.000604,0.000637,1.554911,2.782966,5.55365,7.257651,0.48574,0.52715,0.480501,0.109797,0.589456,0.757319,1.40524,0.42065,1.791221,0.136636,0.12573,0.033688,0.066055,0.068399,0.679512,3.666105,0.257639,0.432601,0.469744,0.95376,0.131652,0.175125,0.017375,0.013693,0.408439,0.09316,0.101844,0.079478,0.140748,0.161209,0.058864,0.015705,0.031029,0.040348,0.105602,0.215299,89.724447
0.046344,0.03147,0.065354,-48.777552,7.17936,-0.209391,0.662396,-0.518833,0.01215,0.000325,0.000336,1.432452,2.664468,7.359148,8.670442,0.481243,0.385757,0.379612,0.158803,0.520589,0.718958,1.320368,0.436446,2.376805,0.123854,0.120735,0.022984,0.043761,0.053159,0.567065,0.701136,0.254841,0.293494,0.357628,1.204231,0.09723,0.106787,0.02509,0.003996,0.444998,0.087079,0.071951,0.099751,0.108017,0.209455,0.037757,0.01792,0.033212,0.03879,0.099673,0.215162,36.347156
0.060812,0.047055,0.080912,-53.162618,7.214614,0.290789,1.579135,-0.131258,-0.212336,0.000104,0.00007,1.509725,2.548649,8.415619,10.082483,0.481874,0.363171,0.330592,0.149457,0.544194,0.708638,1.305166,0.45404,3.047754,0.135449,0.135895,0.032723,0.048034,0.057032,0.661984,8.166071,0.303197,0.291843,0.308408,1.821277,0.123309,0.10302,0.025456,0.02725,0.569612,0.123733,0.083218,0.115186,0.163563,0.302505,0.038243,0.021198,0.030446,0.037751,0.096587,0.211387,10.889114
0.02621,0.019718,0.027143,-58.603592,8.6735,0.754864,1.7066,0.960416,0.450121,0.000089,0.000089,1.5155,2.321214,6.552293,8.147941,0.571169,0.541568,0.461813,0.094421,0.501545,0.660939,1.325313,0.33985,1.994411,0.130677,0.127195,0.012611,0.028429,0.032686,0.528914,1.946566,0.280298,0.413347,0.599781,1.062891,0.146674,0.203459,0.020189,0.002955,0.817446,0.074762,0.101233,0.144892,0.181965,0.287704,0.059271,0.01339,0.022856,0.033446,0.102911,0.217089,8.358341
0.021692,0.015002,0.034545,-56.812892,7.025427,-0.493651,2.903395,1.288956,0.11372,0.000124,0.000138,1.413964,2.887181,5.455577,5.204771,0.438891,0.537295,0.565146,0.083193,0.519163,0.658564,1.256582,0.374301,2.040092,0.128862,0.116087,0.018586,0.054386,0.048782,0.738552,0.369598,0.334541,0.324848,0.433881,1.092176,0.152758,0.129495,0.016976,0.005963,0.601882,0.098641,0.118327,0.135033,0.176043,0.274441,0.04007,0.02595,0.033258,0.039446,0.09664,0.214934,13.239253
0.051585,0.030673,0.071802,-52.780962,5.254089,-0.003817,1.365782,1.091981,0.03546,0.000208,0.000204,1.45373,2.543636,7.906355,11.464164,0.518222,0.452251,0.294459,0.106508,0.544681,0.727979,1.348952,0.448454,2.500697,0.148833,0.142929,0.030901,0.044034,0.062497,0.641741,1.117177,0.313474,0.293335,0.405351,1.052814,0.123067,0.127577,0.031129,0.009358,0.305407,0.152998,0.077025,0.10663,0.166711,0.220049,0.041682,0.022401,0.038161,0.040494,0.103967,0.216703,29.51989
0.046748,0.040116,0.047587,-54.638031,9.085185,1.866901,1.457022,0.008267,-1.001137,0.000186,0.000108,1.588462,2.666575,5.639097,6.03327,0.403354,0.269754,0.511879,0.131489,0.450534,0.685339,1.324193,0.37856,2.4794,0.181719,0.177079,0.010641,0.048324,0.059296,0.549727,52.739057,0.376002,0.36709,0.400548,1.906303,0.160318,0.206886,0.018726,0.006555,0.548172,0.155712,0.111326,0.127,0.203327,0.21922,0.04947,0.013448,0.032893,0.037938,0.102926,0.215237,21.112887
0.042874,0.029855,0.050449,-54.578185,6.287856,0.726557,2.232116,0.40172,0.810003,0.00008,0.000077,1.530684,2.597374,7.37108,9.53851,0.518806,0.414791,0.417551,0.10606,0.582097,0.713493,1.297369,0.380343,3.306256,0.164033,0.176158,0.027097,0.055083,0.050774,0.65479,0.677937,0.264987,0.269588,0.348123,2.083355,0.097973,0.113189,0.019618,0.008016,0.518143,0.130761,0.091702,0.104243,0.099473,0.282727,0.043813,0.014679,0.028116,0.039867,0.099308,0.214379,11.325339
0.04294,0.02605,0.067892,-50.889725,5.879906,1.033517,1.451944,0.508271,0.307864,0.000538,0.000579,1.43544,2.769942,5.62832,7.661093,0.455179,0.419361,0.474394,0.112982,0.57894,0.734752,1.37492,0.455524,2.276432,0.134291,0.128007,0.038379,0.072264,0.06657,0.492722,0.955355,0.275425,0.273159,0.378673,0.923688,0.113001,0.119355,0.026035,0.016671,0.5961,0.105994,0.059561,0.12633,0.175484,0.258326,0.038392,0.021437,0.026693,0.035549,0.102404,0.216289,51.554744
0.035234,0.026735,0.039808,-59.338525,7.393086,0.493532,2.209272,1.504507,0.552909,0.000098,0.00006,1.531483,2.578753,6.935318,6.274633,0.495157,0.465457,0.524045,0.084394,0.510952,0.653555,1.301073,0.461851,2.700469,0.177915,0.165443,0.019438,0.0556,0.058126,0.560805,3.083114,0.36694,0.309552,0.401326,1.48287,0.134292,0.104703,0.014853,0.013853,0.565945,0.158146,0.099814,0.114973,0.152879,0.220838,0.038793,0.020327,0.027611,0.037869,0.096224,0.217961,28.131616
0.041834,0.032553,0.042398,-54.63572,7.732362,2.481595,2.446647,1.110993,0.274635,0.000098,0.000263,1.48532,4.427838,7.577067,10.333602,0.134941,0.438764,0.41901,0.115695,0.546775,0.743945,1.405013,0.355702,2.063333,0.145378,0.157153,0.010881,0.043696,0.058729,1.160354,4.688959,0.294918,0.303756,0.396568,2.687661,0.136028,0.09576,0.018414,0.00604,0.717488,0.077042,0.103104,0.151136,0.216635,0.146952,0.038729,0.017755,0.016804,0.025015,0.103453,0.226073,21.213783
0.052489,0.040884,0.069921,-55.467059,7.337686,0.146136,0.856491,0.245417,-0.378052,0.000019,0.000017,1.453829,2.6163,9.958137,10.516663,0.421253,0.432513,0.261153,0.145405,0.501535,0.684484,1.314389,0.377201,2.303391,0.115808,0.117791,0.019369,0.036066,0.039893,0.356747,1.943654,0.246013,0.250394,0.388283,1.268688,0.091752,0.141933,0.022052,0.007038,0.505997,0.127921,0.068715,0.084819,0.16201,0.26679,0.048252,0.019104,0.031163,0.039048,0.097908,0.20918,9.656816
0.032929,0.023766,0.038736,-58.402196,7.050661,0.970211,2.146934,1.247425,0.098709,0.000062,0.000056,1.509957,2.894652,6.422133,9.534451,0.449808,0.519349,0.420052,0.090019,0.539366,0.707307,1.329314,0.396827,2.005681,0.137468,0.140687,0.016098,0.056717,0.064376,0.514131,0.816925,0.280908,0.252484,0.41901,0.888224,0.10999,0.116851,0.014596,0.017646,0.685498,0.108239,0.070733,0.117781,0.175869,0.140592,0.041796,0.019185,0.025757,0.03225,0.098088,0.217649,14.702313
0.031983,0.025557,0.040287,-66.377067,9.497693,0.260555,0.96405,0.802865,0.352791,0.000005,0.000014,1.401728,3.474086,5.289528,6.180015,0.357741,0.444422,0.516312,0.106877,0.477387,0.639836,1.325594,0.359774,2.11067,0.12423,0.132362,0.016177,0.024553,0.033094,1.751437,3.859727,0.395669,0.315969,0.504419,1.550907,0.15888,0.157201,0.022658,0.004727,0.844123,0.113125,0.102465,0.16307,0.191595,0.273547,0.057688,0.016654,0.026864,0.034074,0.094038,0.22331,8.803291
0.082187,0.055858,0.162726,-48.047404,4.670732,0.453818,1.410927,-0.098434,0.018412,0.000325,0.000379,1.514186,2.819735,6.138336,7.820638,0.439763,0.459692,0.404304,0.154112,0.61128,0.784161,1.371858,0.473392,2.340508,0.138495,0.141763,0.034646,0.066287,0.077019,0.628624,3.187054,0.28962,0.3949,0.362592,0.889685,0.155724,0.096686,0.027674,0.029893,0.561576,0.094178,0.062124,0.147775,0.118089,0.138064,0.045885,0.02493,0.032821,0.049106,0.094244,0.21728,33.62659
0.055807,0.033846,0.069887,-50.031337,5.618071,1.189118,1.861889,0.050406,-0.235275,0.000278,0.000294,1.577663,2.833332,6.624117,8.578835,0.356729,0.290016,0.407681,0.129592,0.566074,0.75799,1.32489,0.42561,2.612696,0.163903,0.164958,0.026483,0.071091,0.081104,0.45945,0.696218,0.397078,0.349526,0.404593,2.554691,0.181201,0.116955,0.021528,0.004884,0.428236,0.194141,0.097905,0.154826,0.237445,0.293062,0.075706,0.013022,0.023431,0.033235,0.095715,0.215681,44.004282
0.130318,0.103764,0.202052,-45.066032,4.727026,-0.922956,0.715858,-0.093826,-0.232752,0.000244,0.0002,1.520926,2.471811,8.155315,9.37143,0.493822,0.443171,0.361696,0.205464,0.587807,0.750348,1.367578,0.43331,2.37954,0.133163,0.136636,0.029763,0.048798,0.057464,0.653308,7.121263,0.261683,0.289866,0.34696,1.832189,0.11476,0.143841,0.030024,0.037316,0.487029,0.123045,0.084255,0.116082,0.17639,0.301317,0.041223,0.02343,0.03951,0.045494,0.101756,0.211299,70.194557
0.058311,0.039569,0.078413,-55.540448,4.925748,0.24373,2.099633,-0.235283,0.15715,0.000054,0.000056,1.56342,2.524749,6.576402,8.49678,0.462231,0.424448,0.395307,0.125326,0.595923,0.773382,1.297322,0.440724,2.797745,0.129469,0.13454,0.035095,0.057311,0.066864,0.826546,0.985238,0.290862,0.342273,0.288872,1.187077,0.120351,0.126417,0.036631,0.013985,0.498572,0.093806,0.097381,0.115554,0.150289,0.151756,0.037027,0.024779,0.036822,0.048622,0.101547,0.214749,10.400581
0.050586,0.036949,0.070427,-53.115056,7.900508,-0.849561,2.571775,-0.473729,-0.115594,0.000078,0.000043,1.438233,2.473518,7.956584,6.804868,0.409555,0.368384,0.46723,0.144834,0.533141,0.661314,1.202102,0.399906,2.951151,0.124822,0.135792,0.019734,0.039593,0.041053,0.857409,2.945687,0.309219,0.293876,0.365763,1.718945,0.10131,0.090401,0.019421,0.004622,0.457194,0.121159,0.088315,0.123095,0.172863,0.189366,0.039178,0.016924,0.027681,0.043388,0.094435,0.215806,14.228981
0.066177,0.043447,0.103427,-50.415199,5.422679,1.151591,1.367819,-0.323447,-0.869712,0.000304,0.000347,1.59194,2.666692,6.937468,9.665548,0.44097,0.37346,0.424933,0.145121,0.573298,0.783811,1.323383,0.321535,2.795186,0.169704,0.206693,0.031631,0.076165,0.08585,0.743797,1.019907,0.362613,0.281382,0.325434,1.170324,0.156511,0.0933,0.021459,0.015681,0.481802,0.176496,0.111562,0.17265,0.148117,0.188818,0.032206,0.016588,0.024197,0.038162,0.093296,0.212518,60.593251
0.053895,0.033463,0.060696,-48.507235,5.506167,0.834842,0.90187,0.032779,-0.046881,0.000278,0.000318,1.599494,2.838045,5.95888,7.625204,0.42098,0.437786,0.447728,0.147087,0.578901,0.76955,1.368246,0.428048,2.074322,0.139243,0.12695,0.023905,0.04541,0.061027,0.427616,4.252913,0.299426,0.412073,0.414039,1.52072,0.12734,0.124206,0.029366,0.012126,0.455651,0.083707,0.105554,0.146159,0.136045,0.20453,0.050315,0.020255,0.035588,0.046844,0.105663,0.215542,57.309168
0.095509,0.069813,0.140801,-47.201481,6.280468,-0.26426,0.353807,0.300128,-0.570616,0.000424,0.000381,1.462704,2.432902,11.320139,11.816008,0.553549,0.447046,0.239896,0.166409,0.525062,0.712986,1.334921,0.395635,2.481719,0.082676,0.093971,0.024142,0.03453,0.04296,1.236334,11.783788,0.257023,0.283845,0.27266,4.522891,0.105284,0.10018,0.026467,0.026434,0.635819,0.118263,0.076351,0.112519,0.111942,0.188482,0.040386,0.021194,0.036766,0.045131,0.106461,0.212787,31.355968
0.052501,0.037691,0.069344,-52.112039,6.669476,1.328677,1.365142,0.513472,0.018063,0.000177,0.000174,1.575104,2.733901,8.729064,12.030438,0.340931,0.388192,0.312907,0.135467,0.557763,0.733236,1.405528,0.41902,2.355405,0.15107,0.155656,0.026193,0.067921,0.065344,0.953156,2.3887,0.397479,0.361742,0.400945,1.642442,0.149295,0.161439,0.023838,0.014846,0.581992,0.131397,0.113178,0.120935,0.151457,0.219699,0.055497,0.01731,0.031939,0.042584,0.103621,0.212358,21.617848
0.057403,0.035082,0.106851,-49.018345,3.63139,1.263011,2.208484,0.053675,-0.06268,0.000593,0.000575,1.529633,2.512153,6.354808,7.563005,0.497588,0.488988,0.376093,0.111857,0.654649,0.802959,1.371869,0.466599,2.712177,0.158953,0.144726,0.029624,0.075079,0.072954,0.791244,0.446237,0.241526,0.351646,0.397386,1.025288,0.099387,0.101788,0.023194,0.024687,0.573249,0.120786,0.077776,0.11737,0.143013,0.1484,0.043103,0.023094,0.039601,0.045406,0.096626,0.214452,113.75699
0.031721,0.021808,0.032471,-52.827072,6.539954,1.211391,1.257511,0.721857,0.385962,0.000284,0.000281,1.512046,2.920905,6.341,8.544929,0.370724,0.450763,0.440153,0.099202,0.551365,0.720749,1.353228,0.442209,2.523885,0.139267,0.128425,0.027831,0.049528,0.065664,0.816554,0.883108,0.407628,0.37843,0.524992,2.030861,0.165133,0.14126,0.022926,0.007591,0.552442,0.143084,0.091436,0.11581,0.203835,0.167208,0.041622,0.014055,0.02813,0.039913,0.103661,0.213913,14.870198
0.045551,0.030803,0.053742,-61.012167,6.127311,1.344026,1.149948,0.478355,0.430364,0.000016,0.00001,1.632229,2.362918,13.274373,11.557381,0.582761,0.447277,0.213541,0.120069,0.577812,0.755093,1.38422,0.423027,2.07943,0.125405,0.128096,0.033106,0.043401,0.044853,0.585155,2.537538,0.366551,0.264237,0.378627,2.438455,0.149819,0.102049,0.025493,0.017328,0.411148,0.073792,0.099752,0.119004,0.124569,0.229636,0.039005,0.019919,0.03275,0.042711,0.104208,0.213207,5.028894
0.037417,0.027526,0.049679,-57.283836,7.598046,0.785704,1.4025,0.101694,-0.35921,0.000046,0.000057,1.617592,2.860012,5.753516,8.950921,0.484874,0.38405,0.455648,0.118161,0.518926,0.699718,1.300652,0.433788,1.829604,0.117639,0.109308,0.025741,0.045211,0.039461,0.654809,1.405265,0.284019,0.284208,0.444228,0.754657,0.10838,0.121064,0.021485,0.005738,0.470105,0.09735,0.117771,0.110753,0.136076,0.234007,0.038342,0.014867,0.026111,0.037786,0.101788,0.209543,12.50058
0.04274,0.038378,0.0528,-61.192701,9.416657,0.554596,1.715334,0.368627,0.274283,0.000074,0.000029,1.462279,2.743704,6.333587,6.383378,0.381326,0.40175,0.60645,0.119731,0.474545,0.645523,1.273087,0.410516,2.768681,0.169292,0.206684,0.023252,0.042812,0.048962,0.835388,54.942895,0.345139,0.326287,0.497164,2.811009,0.204701,0.19691,0.037078,0.039322,0.595055,0.134312,0.077017,0.173586,0.247603,0.262997,0.05459,0.025304,0.035048,0.04264,0.10722,0.205623,9.830687
0.028555,0.018855,0.0307,-53.051967,5.512011,1.942002,1.955215,0.831234,0.09731,0.000293,0.000407,1.508161,3.089519,5.820443,7.82899,0.424122,0.474679,0.440587,0.089144,0.591676,0.789075,1.396334,0.355516,1.861355,0.115644,0.111749,0.018501,0.04717,0.056716,0.511883,0.732207,0.268614,0.42865,0.37151,0.871966,0.106889,0.102418,0.020034,0.012715,0.430194,0.089918,0.100146,0.12236,0.208364,0.235296,0.052757,0.016126,0.026863,0.038223,0.10756,0.217935,28.149583
0.069193,0.048748,0.094322,-56.376676,4.996528,0.847475,2.011631,0.833309,0.022055,0.000015,0.000019,1.429531,2.762122,6.104978,9.233517,0.453918,0.515154,0.412255,0.126279,0.595748,0.75792,1.36361,0.455929,2.092175,0.129087,0.129641,0.030001,0.06231,0.072229,0.48124,1.550705,0.316682,0.271217,0.333677,1.112757,0.126153,0.098673,0.018096,0.021977,0.550726,0.115726,0.090111,0.090626,0.142403,0.139814,0.037418,0.021226,0.035227,0.043875,0.102825,0.213728,10.835624
0.087606,0.053153,0.129797,-45.484429,3.681778,0.308623,0.850974,0.669216,0.156642,0.000536,0.000558,1.49594,2.515108,6.557387,8.924864,0.523322,0.468434,0.427343,0.160169,0.622397,0.783023,1.415621,0.382066,2.348196,0.152072,0.152308,0.039492,0.042988,0.056458,0.532176,1.272876,0.25907,0.220066,0.34513,1.113026,0.103933,0.103252,0.027714,0.012945,0.315679,0.180998,0.07807,0.110776,0.123244,0.257561,0.03734,0.022176,0.031854,0.041853,0.107845,0.213148,53.632253
0.031998,0.02356,0.043438,-61.145434,7.687843,2.398331,1.74611,0.941152,0.052047,0.000071,0.000056,1.487736,2.282796,5.617795,8.025937,0.593284,0.566549,0.487604,0.083272,0.54686,0.714154,1.354995,0.397865,1.896417,0.138734,0.139176,0.0149,0.058103,0.066293,0.784718,0.910051,0.326895,0.274482,0.39108,0.877984,0.138198,0.128635,0.015576,0.035676,0.9647,0.101492,0.088314,0.101646,0.198961,0.170897,0.054738,0.020894,0.034723,0.043803,0.099866,0.221217,8.146344
0.054018,0.04017,0.073824,-52.53615,6.883864,0.578153,1.767247,0.015974,-0.157038,0.000131,0.000147,1.519021,2.693762,7.86856,11.482904,0.417435,0.422175,0.349633,0.137835,0.549786,0.725666,1.318826,0.411151,2.844479,0.145808,0.142248,0.023226,0.052099,0.052806,0.990846,1.752575,0.276864,0.242041,0.357867,1.530237,0.128656,0.122062,0.039943,0.015971,0.630875,0.144963,0.074959,0.121529,0.141007,0.272951,0.040472,0.014991,0.025625,0.034303,0.099716,0.220685,19.309155
0.045697,0.026902,0.054637,-51.041921,5.875236,1.73895,0.842928,0.359334,0.105625,0.00034,0.000391,1.47136,2.465954,7.449264,10.366446,0.520503,0.438007,0.360053,0.114435,0.582588,0.784442,1.401023,0.441351,2.178947,0.130387,0.138176,0.023852,0.051944,0.062723,0.646153,1.204193,0.319607,0.351699,0.458735,1.343186,0.135956,0.126172,0.026275,0.01701,0.621336,0.099822,0.079503,0.154322,0.125805,0.199862,0.043254,0.024733,0.030101,0.036365,0.103119,0.216098,73.586026
0.053405,0.034725,0.087869,-52.212513,4.939571,1.618372,1.53743,0.212228,0.05102,0.000188,0.000163,1.589183,2.738075,7.020661,11.001166,0.408311,0.447098,0.367738,0.120806,0.611695,0.773176,1.366893,0.387191,1.770853,0.134151,0.119317,0.029561,0.076099,0.074486,0.553083,1.090871,0.349163,0.437628,0.398856,0.908602,0.121532,0.110207,0.026724,0.040398,0.787938,0.102091,0.107559,0.176558,0.160893,0.176687,0.051414,0.027777,0.038441,0.042902,0.105992,0.213361,12.984176
0.035042,0.021227,0.076124,-49.464178,6.195496,-0.091676,1.030633,1.385344,0.197009,0.001029,0.00106,1.484717,2.522137,7.37131,8.076629,0.523865,0.447368,0.432977,0.1033,0.533394,0.704514,1.374523,0.373429,2.193054,0.145565,0.128988,0.030151,0.04207,0.059954,0.545346,0.327063,0.25717,0.225421,0.380768,2.90211,0.096288,0.144991,0.024956,0.00835,0.345238,0.094988,0.080548,0.103469,0.15256,0.164474,0.034034,0.028275,0.035947,0.040977,0.105712,0.216306,44.888939
0.054388,0.044391,0.077169,-57.272926,8.643814,-0.71542,1.055393,-0.424052,-0.531198,0.000028,0.000032,1.57662,2.803103,8.460341,7.685758,0.426765,0.415573,0.390247,0.147684,0.494115,0.649967,1.255275,0.410282,3.245067,0.150386,0.148387,0.024161,0.044397,0.049072,0.691419,6.952075,0.323193,0.343749,0.347735,2.875223,0.139928,0.087775,0.029287,0.028977,0.695991,0.107703,0.106239,0.115326,0.162941,0.305945,0.044914,0.01928,0.027623,0.031764,0.091576,0.220096,10.968856
0.077056,0.052633,0.133301,-48.204892,5.115816,-0.368822,0.840187,0.328876,0.409701,0.000376,0.000419,1.539453,2.603054,7.271384,7.881614,0.496589,0.48993,0.367129,0.161778,0.579008,0.739485,1.356582,0.452727,1.770519,0.126186,0.125412,0.046974,0.051178,0.061582,0.917059,1.847258,0.278466,0.315697,0.337447,0.81164,0.143758,0.125422,0.027811,0.01589,0.64731,0.11888,0.087236,0.141541,0.176898,0.214436,0.037824,0.01839,0.020673,0.029927,0.091724,0.224305,46.441927
0.057826,0.046049,0.072039,-51.94714,6.952265,0.488682,1.341403,-0.30805,0.027314,0.000083,0.000068,1.494528,2.573628,7.688096,9.249839,0.502558,0.424857,0.365229,0.152067,0.549304,0.727577,1.30829,0.436005,2.468619,0.128149,0.130088,0.029299,0.046865,0.057899,0.720246,2.607188,0.278738,0.314776,0.353591,0.952081,0.139011,0.105506,0.033758,0.013826,0.555875,0.129528,0.060775,0.14634,0.162099,0.191659,0.033763,0.014344,0.027879,0.049665,0.094494,0.207639,14.845236
0.0345,0.021319,0.047734,-52.116228,6.067996,1.00033,1.55131,0.529727,0.023662,0.000273,0.00028,1.502597,2.549076,7.106216,10.144834,0.544254,0.481768,0.373108,0.107001,0.577968,0.737527,1.365277,0.413569,2.523624,0.144869,0.146013,0.019111,0.041753,0.044999,0.692769,0.710722,0.370926,0.396185,0.381375,0.975284,0.176285,0.140225,0.022502,0.01104,0.532326,0.138189,0.094844,0.128717,0.183833,0.236283,0.051335,0.018069,0.030178,0.043512,0.106477,0.215219,18.414929
0.033193,0.023904,0.04138,-60.631055,8.197003,1.14459,1.995803,0.303698,0.44629,0.000041,0.000041,1.534489,2.767975,8.483473,10.426618,0.464897,0.417764,0.441163,0.091363,0.49845,0.689023,1.236909,0.401679,2.970166,0.195415,0.219322,0.022688,0.065775,0.080255,0.645601,0.905974,0.276392,0.309058,0.381519,2.49228,0.121622,0.126273,0.017122,0.025179,0.620659,0.141259,0.10197,0.106511,0.147064,0.216347,0.035359,0.016576,0.030495,0.039418,0.090577,0.211826,8.96365
