@attribute Std_Acc1000_Std_Mem40_SFM_14 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_16 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_19 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_20 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_18 numeric
@attribute BeatHisto_LowPeakAmp numeric
@attribute BeatHisto_MidPeakAmp numeric
@attribute BeatHisto_HighPeakAmp numeric
@attribute BeatHisto_MaxHPS numeric
@attribute output {happy,nothappy}

@data

0.077422,-48.657123,-0.560963,1.825259,3.5278,0.211798,0.192055,0.463094,-4.558798,0.472904,0.170921,0.145708,0.145526,5.425025,0.844043,0.352556,0.319552,0.000031,0.494131,0.211728,0.401287,0.608758,2.770302,0.120362,0.095588,0.076262,0.056412,0.082919,0.037493,0.062371,0.073978,0.089421,4.397893,0.000055,0.249122,0.146669,0.351091,0.045049,0.027104,0.018714,0.018,0.016946,0.017484,0.217704,15.123525,18.94274,20.556635,1.002932,happy
0.04574,-46.418917,-0.5434,1.948436,3.981109,0.323301,0.162091,0.451729,-4.580656,0.385317,0.188808,0.15494,0.167608,5.364542,0.970404,0.288728,0.240288,0.000159,0.417386,0.172455,0.523848,0.647387,1.826275,0.136914,0.087157,0.088234,0.066649,0.055046,0.038434,0.055991,0.066961,0.081049,3.869299,0.00011,0.271386,0.17977,0.224801,0.043606,0.042976,0.031301,0.026912,0.030054,0.030382,0.212481,24.239254,35.908616,24.589037,1.003575,happy
0.066552,-49.145384,-0.658331,1.80633,3.67303,0.346907,0.163935,0.44584,-9.799613,0.511526,0.194345,0.17292,0.164312,5.803556,1.25799,0.345671,0.237503,0.000034,0.327135,0.174102,0.512089,0.456001,1.660192,0.101647,0.101723,0.083804,0.077916,0.082493,0.034283,0.054936,0.066842,0.082818,3.466085,0.00003,0.276396,0.127141,0.27709,0.041609,0.030309,0.028985,0.02868,0.038174,0.032273,0.213995,50.148512,54.948783,72.768782,1.007859,happy
0.091731,-41.982123,-1.765942,1.803499,3.153747,0.280462,0.22366,0.44939,-5.033499,0.418723,0.182629,0.168101,0.16172,4.798484,0.625037,0.141663,0.162953,0.000059,0.34683,0.164902,0.361365,0.439814,1.405675,0.067935,0.059497,0.066823,0.062882,0.065347,0.035574,0.05114,0.062031,0.083507,3.262554,0.000167,0.172995,0.120162,0.149712,0.038706,0.026377,0.022821,0.021764,0.02589,0.025377,0.214558,41.807142,67.480205,40.752755,1.003786,happy
0.079972,-60.794537,-0.740217,2.101288,3.954027,0.264651,0.212721,0.413525,-9.911849,0.572099,0.199375,0.197919,0.178247,7.080649,0.856189,0.333149,0.43631,0.000004,0.75906,0.16543,0.610939,0.703635,1.954564,0.099776,0.107157,0.103027,0.10105,0.088035,0.032312,0.055372,0.066449,0.087834,4.860867,0.000002,0.322218,0.201601,0.266991,0.040028,0.034718,0.029996,0.028714,0.020277,0.023109,0.216634,3.007867,3.473894,4.779492,1.003002,happy
0.051962,-46.711824,0.796927,1.921694,3.849597,0.292111,0.153985,0.468947,-2.289801,0.524475,0.21613,0.213163,0.205222,5.469792,0.917799,0.18314,0.184527,0.000124,0.185817,0.173364,0.475374,0.545136,1.703927,0.075241,0.090431,0.072773,0.084274,0.07365,0.039794,0.061332,0.074993,0.095196,3.659211,0.000122,0.189229,0.093972,0.211006,0.033499,0.025942,0.022541,0.026825,0.033059,0.027629,0.214391,55.879216,57.898767,90.990998,1.007048,happy
0.044435,-50.538395,0.703154,1.989468,3.688682,0.265789,0.123952,0.464126,-4.789072,0.502616,0.222455,0.180131,0.175938,6.070811,0.920186,0.278761,0.221128,0.000133,0.222143,0.214492,0.412137,0.502724,1.725925,0.098907,0.091977,0.071847,0.081017,0.081429,0.038383,0.056374,0.074286,0.099087,3.587134,0.000204,0.167949,0.149221,0.20176,0.03801,0.032032,0.023209,0.021098,0.029435,0.028899,0.216569,49.138282,63.887415,84.754254,1.009754,happy
0.034977,-47.5752,0.9204,1.902946,3.900808,0.292453,0.125629,0.478675,-2.275035,0.464483,0.20736,0.168887,0.167701,5.953395,0.975753,0.515222,0.278777,0.000291,0.25063,0.180568,0.477679,0.614478,2.066553,0.136759,0.101433,0.110323,0.072122,0.079091,0.04455,0.065772,0.076136,0.102262,3.585205,0.000207,0.152775,0.118196,0.254439,0.043326,0.029506,0.023037,0.029085,0.031098,0.02585,0.218627,27.440165,50.553869,25.651356,1.005441,happy
0.037236,-47.494488,0.798596,1.795098,3.407974,0.269129,0.144489,0.442138,-2.889029,0.466448,0.209389,0.188379,0.168256,5.66034,0.977657,0.187019,0.195102,0.000215,0.283786,0.177993,0.351452,0.547931,1.10723,0.100466,0.087443,0.081539,0.083467,0.07978,0.043762,0.058202,0.073284,0.095254,3.400245,0.000235,0.208628,0.136732,0.20752,0.029645,0.034385,0.028995,0.028078,0.026881,0.024048,0.21395,47.333527,44.886218,46.631442,1.004621,happy
0.111933,-45.621049,-0.471975,1.833756,3.106258,0.228798,0.209448,0.530846,-2.933148,0.362114,0.184498,0.156052,0.140132,5.2258,0.425258,0.177231,0.163808,0.000041,0.19705,0.243578,0.336759,0.428378,1.084772,0.132919,0.106999,0.0792,0.062893,0.063103,0.049492,0.062117,0.076357,0.090142,3.57826,0.00001,0.116864,0.150326,0.166111,0.037574,0.027035,0.02565,0.02647,0.024635,0.018521,0.213385,24.194505,26.053404,24.747744,1.002655,happy
0.090191,-41.472532,-0.803557,1.847244,4.02187,0.23657,0.204324,0.499158,-4.544556,0.469311,0.19377,0.18818,0.170076,4.651145,0.513002,0.278733,0.255353,0.000279,0.324544,0.188484,0.57301,0.629094,1.34144,0.100315,0.109504,0.085283,0.086777,0.066785,0.046644,0.060239,0.072734,0.088136,3.367432,0.000133,0.178035,0.150783,0.206414,0.037966,0.031643,0.021406,0.026516,0.027978,0.022073,0.215124,48.454248,65.402464,51.475617,1.003415,happy
0.090374,-41.729052,-0.499491,1.842286,3.384839,0.23701,0.196978,0.518672,-4.236874,0.429063,0.208535,0.19411,0.180993,4.752304,0.486988,0.228788,0.265377,0.000152,0.465301,0.165973,0.468128,0.449686,1.882141,0.145135,0.089168,0.092179,0.073986,0.079107,0.049769,0.060325,0.072831,0.091786,3.275196,0.000153,0.187968,0.11745,0.314651,0.031821,0.032229,0.02184,0.025015,0.028922,0.025432,0.21441,62.316853,56.734817,82.397189,1.004088,happy
0.056364,-50.062308,0.355951,1.955768,3.597493,0.305936,0.161054,0.488022,-3.053786,0.488762,0.194117,0.18242,0.166535,5.922849,0.715896,0.335355,0.491608,0.000056,0.546953,0.182116,0.790799,0.646869,1.331849,0.111032,0.144386,0.091833,0.135442,0.111221,0.044375,0.060669,0.076016,0.093054,3.763638,0.000029,0.360008,0.142987,0.264767,0.039882,0.030458,0.02834,0.026839,0.025697,0.016955,0.217593,25.245961,21.646879,34.402755,1.004089,happy
0.050996,-44.954888,-0.343166,1.852626,3.07391,0.253122,0.139619,0.523361,-3.792774,0.396608,0.186617,0.162215,0.155374,5.260646,0.889935,0.125003,0.064851,0.000478,0.149905,0.195863,0.313714,0.422085,1.205382,0.077384,0.076169,0.068531,0.073463,0.063348,0.052801,0.062923,0.076222,0.091687,3.163803,0.000405,0.103173,0.115374,0.148889,0.028096,0.026467,0.029525,0.027396,0.026071,0.023413,0.21449,103.354307,84.05376,171.849522,1.011009,happy
0.042352,-50.451447,1.428455,1.996719,3.192322,0.32521,0.11363,0.490941,-2.64335,0.42763,0.203448,0.174494,0.162812,6.168344,0.879497,0.219472,0.168772,0.000141,0.293278,0.195547,0.385835,0.486263,1.415962,0.096197,0.08025,0.07242,0.064966,0.064617,0.04174,0.064267,0.081359,0.100182,3.942234,0.000174,0.183372,0.148124,0.253921,0.046473,0.029029,0.029347,0.026547,0.03703,0.032562,0.215342,47.386921,51.238258,71.05256,1.00729,happy
0.043942,-44.421414,0.030276,1.809427,3.639189,0.2369,0.151792,0.476785,-3.860432,0.438299,0.188973,0.172046,0.160569,5.115227,1.006442,0.383111,0.187444,0.000139,0.190917,0.170889,0.424444,0.49871,1.465298,0.146954,0.08684,0.076122,0.060663,0.073527,0.042138,0.062244,0.071403,0.090247,3.524301,0.00019,0.097084,0.129354,0.164174,0.038831,0.02731,0.02137,0.026244,0.019502,0.024729,0.208163,62.70973,99.801395,51.519404,1.006928,happy
0.117051,-45.063891,-1.555959,1.986515,3.931917,0.135128,0.226278,0.50903,-6.394441,0.489061,0.174954,0.169367,0.14042,5.150079,0.646291,0.266951,0.23232,0.000093,0.505684,0.178381,0.552089,0.505268,3.158915,0.132074,0.090625,0.064556,0.038892,0.066873,0.040104,0.064714,0.070538,0.088289,3.502639,0.00007,0.144673,0.110368,0.184195,0.031131,0.020447,0.024966,0.021629,0.029783,0.02903,0.212269,25.65239,29.78911,33.920825,1.003215,happy
0.03954,-47.926326,-0.182182,1.813238,4.747215,0.398193,0.136818,0.412138,-9.997715,0.526574,0.162478,0.169228,0.136015,5.43788,1.360014,0.63528,0.419242,0.000387,0.355574,0.159036,0.420359,0.578637,1.433875,0.08415,0.097858,0.146143,0.079158,0.100974,0.054574,0.070808,0.072243,0.088811,3.823752,0.00043,0.259397,0.177817,0.18305,0.040619,0.048406,0.031273,0.034781,0.030198,0.041266,0.218511,34.148509,46.56734,39.951604,1.004097,happy
0.029164,-50.496928,1.55013,1.878946,4.186776,0.306649,0.115017,0.380071,-4.41927,0.351566,0.157,0.129082,0.121726,6.057885,1.970627,0.619015,0.344845,0.00009,0.365987,0.193698,0.417873,0.601658,4.10176,0.126931,0.090127,0.094289,0.123966,0.141121,0.030572,0.069904,0.091532,0.126762,4.432622,0.000043,0.12196,0.17047,0.241601,0.052828,0.034356,0.035435,0.053668,0.054989,0.050327,0.210307,18.841559,20.914592,20.520266,1.002496,happy
0.038733,-46.276853,-0.150977,1.630547,3.965048,0.430551,0.142673,0.412891,-8.521808,0.498347,0.217855,0.188209,0.187451,5.64001,2.333505,0.193989,0.456845,0.00036,0.219647,0.190142,0.476236,0.574757,2.230814,0.089624,0.065772,0.075682,0.085311,0.131645,0.056809,0.073179,0.081822,0.099043,3.220106,0.000171,0.228951,0.132365,0.221683,0.040244,0.030719,0.031617,0.043083,0.035606,0.02754,0.211703,69.732605,51.944672,51.507321,1.004768,happy
0.141937,-44.624037,0.745549,1.867685,3.919366,0.308568,0.204101,0.552888,-1.504963,0.55855,0.218414,0.200875,0.18667,5.338013,0.590315,0.343544,0.318648,0.000213,0.368079,0.166822,0.738649,0.642686,1.281287,0.096842,0.116959,0.081713,0.082024,0.07979,0.058876,0.072706,0.089317,0.104258,3.350695,0.000185,0.272823,0.134956,0.1982,0.03736,0.029259,0.02603,0.02267,0.024218,0.021163,0.217009,59.83994,79.083743,59.128767,1.004872,happy
0.093689,-47.010764,-0.573447,2.04029,3.889351,0.179579,0.189634,0.519917,-5.575972,0.456267,0.189945,0.154058,0.148935,5.525935,1.014469,0.331962,0.274421,0.000081,0.330956,0.212819,0.468083,0.556766,7.285962,0.096101,0.087787,0.080088,0.066337,0.074762,0.048979,0.069565,0.079403,0.093563,3.82745,0.000033,0.21493,0.129491,0.172165,0.03743,0.02427,0.025987,0.024218,0.022425,0.023748,0.212459,28.288581,27.876708,39.38437,1.003853,happy
0.047648,-48.521261,1.312681,1.952276,3.77631,0.246728,0.15265,0.455367,-1.896348,0.467215,0.209819,0.188367,0.184933,5.547521,0.703445,0.299643,0.360326,0.000076,0.473989,0.179982,0.5193,1.19074,2.334543,0.161473,0.126773,0.103132,0.100913,0.113034,0.039185,0.060199,0.07694,0.094222,3.773443,0.000045,0.254198,0.163626,0.374943,0.034864,0.033386,0.036827,0.032346,0.025748,0.025,0.218262,46.777142,65.08257,30.32786,1.006477,happy
0.072331,-45.278214,0.299003,1.819014,3.34676,0.2541,0.170198,0.492604,-3.009941,0.485444,0.203034,0.187207,0.183292,5.515924,0.905041,0.273344,0.278969,0.000242,0.324736,0.186756,0.42133,0.479572,1.782185,0.092266,0.091954,0.078627,0.075971,0.074934,0.044104,0.06443,0.076158,0.089455,3.42463,0.000283,0.196938,0.149227,0.180295,0.038206,0.034732,0.02718,0.025651,0.028492,0.026789,0.215462,81.443896,44.904492,90.392869,1.006533,happy
0.098145,-52.541295,-0.480368,1.770592,3.027552,0.213633,0.204959,0.496118,-4.436831,0.406573,0.188612,0.170621,0.15853,6.465039,0.945586,0.139859,0.253459,0.000012,0.460573,0.170736,0.383152,0.603797,1.363489,0.095666,0.108089,0.104483,0.0862,0.089906,0.045178,0.061309,0.075858,0.094393,3.924872,0.000014,0.328885,0.134956,0.334378,0.045243,0.028983,0.028418,0.032294,0.02639,0.021298,0.212853,35.551369,57.217385,17.959555,1.010692,happy
0.043483,-49.416804,-0.77939,1.901858,3.529563,0.286165,0.161148,0.437541,-2.894695,0.473094,0.206073,0.19854,0.177231,5.802519,0.943622,0.215173,0.160361,0.000065,0.344955,0.187057,0.466253,0.56763,1.152085,0.104992,0.077087,0.065968,0.084179,0.063322,0.035604,0.055538,0.066754,0.080751,3.729827,0.00004,0.263518,0.12638,0.222497,0.042911,0.031023,0.028123,0.026999,0.025647,0.022415,0.217058,41.334165,39.457351,70.292571,1.007731,happy
0.066694,-50.215476,0.357619,1.905949,3.502912,0.301829,0.149838,0.486882,-4.347511,0.568275,0.231828,0.201366,0.203407,5.877078,0.87711,0.200103,0.171343,0.000079,0.372628,0.18783,0.453687,0.678458,1.339122,0.100149,0.110384,0.08557,0.072361,0.068747,0.037376,0.059958,0.071923,0.088126,3.697974,0.000124,0.241512,0.14054,0.327524,0.037305,0.03329,0.030739,0.035845,0.027996,0.024423,0.215229,27.936115,76.079494,31.733078,1.007539,happy
0.044645,-47.622414,0.218047,1.910485,3.790349,0.266151,0.13238,0.500362,-5.785922,0.475221,0.250514,0.215639,0.207873,5.944184,1.278624,0.319388,0.191707,0.000166,0.23391,0.176821,0.721312,0.577696,2.419997,0.080011,0.136094,0.120545,0.121082,0.084259,0.051415,0.074746,0.08705,0.102551,3.206018,0.000208,0.240644,0.103529,0.27896,0.040399,0.03824,0.029477,0.037773,0.034785,0.026935,0.214027,60.989713,67.131631,94.019407,1.006702,happy
0.081103,-46.347792,-1.888165,1.862441,3.590006,0.246267,0.212301,0.454284,-6.101383,0.424505,0.197479,0.175131,0.161623,5.287758,0.926431,0.233153,0.267103,0.000063,0.355819,0.190075,0.512222,0.425592,1.967609,0.109975,0.094056,0.063149,0.058532,0.062525,0.036484,0.05249,0.063733,0.082417,3.647789,0.000046,0.146478,0.151572,0.181898,0.042187,0.033759,0.022979,0.022425,0.024573,0.022441,0.215688,25.470897,29.731367,30.219802,1.003211,happy
0.030662,-48.330809,0.887965,1.965512,3.326847,0.284555,0.132489,0.42402,-2.915515,0.403239,0.19243,0.173326,0.166611,5.587574,0.832824,0.213889,0.281809,0.000235,0.274713,0.184461,0.530634,0.538876,1.077951,0.09243,0.10668,0.082289,0.073175,0.066865,0.034388,0.052668,0.06887,0.087642,3.508405,0.000112,0.183941,0.167707,0.214944,0.037734,0.034645,0.028745,0.022391,0.026026,0.0233,0.216148,76.028027,46.770382,41.226941,1.00539,happy
0.063253,-42.565391,-0.069063,1.907813,3.423662,0.313572,0.191815,0.463406,-2.481408,0.443323,0.186073,0.174488,0.163592,4.840694,0.690872,0.177334,0.27973,0.000169,0.308819,0.177772,0.448486,0.547028,0.831992,0.092918,0.096096,0.077471,0.069999,0.063421,0.037682,0.056238,0.069723,0.089083,3.302217,0.000108,0.164283,0.132708,0.315826,0.04131,0.023954,0.028751,0.028982,0.028054,0.029619,0.214672,59.17526,58.820041,70.997233,1.004257,happy
0.131046,-44.391843,-0.29701,1.839414,4.128197,0.232527,0.219167,0.549307,-4.800241,0.48475,0.194732,0.180815,0.187624,5.115008,0.98047,0.242466,0.410708,0.00007,0.365684,0.189739,0.445316,0.639697,1.612219,0.099323,0.110325,0.10201,0.070118,0.079724,0.04702,0.07009,0.076197,0.093659,3.499689,0.000064,0.217254,0.172564,0.316138,0.036084,0.024795,0.02345,0.024112,0.020992,0.02561,0.21387,36.276346,56.74724,33.377172,1.004157,happy
0.033977,-46.608212,-0.161121,1.964982,4.539985,0.292221,0.149931,0.399073,-7.356972,0.470172,0.19214,0.164,0.167268,5.485417,0.848594,0.22225,0.319623,0.000344,0.237565,0.206691,0.393092,0.850099,1.68459,0.1216,0.080658,0.084089,0.078351,0.068198,0.035008,0.049455,0.066811,0.085468,3.594353,0.00012,0.141193,0.168102,0.209139,0.042487,0.027184,0.023218,0.024921,0.023398,0.018425,0.214525,33.160057,38.096054,59.177968,1.00519,happy
0.033276,-58.70116,0.692639,1.997282,3.627069,0.303468,0.109258,0.431404,-7.609145,0.469958,0.221497,0.197414,0.187162,7.362337,1.291694,0.536452,0.170188,0.000052,0.318902,0.233394,0.506115,0.70038,2.238047,0.133962,0.13339,0.147111,0.135111,0.092431,0.052886,0.067557,0.081072,0.087811,4.420737,0.000087,0.235872,0.164092,0.321116,0.043799,0.042579,0.040272,0.037736,0.035892,0.028816,0.214151,19.053778,24.224679,20.5815,1.004211,happy
0.045432,-50.289225,-1.470769,1.753551,3.862295,0.480045,0.145297,0.413487,-15.714881,0.458835,0.177367,0.158672,0.165388,6.159435,1.263772,0.483117,0.229577,0.000138,0.317879,0.19078,0.395001,0.538304,1.626657,0.102511,0.078755,0.074212,0.086151,0.06463,0.035135,0.056681,0.068659,0.08995,4.093603,0.00025,0.213522,0.125103,0.284155,0.036604,0.034248,0.019499,0.019566,0.051444,0.048454,0.223078,26.104381,29.636916,40.091286,1.004505,happy
0.034331,-50.903832,-0.626072,1.864593,3.581858,0.304998,0.154565,0.433774,-4.619097,0.45572,0.189092,0.17016,0.157603,5.881162,0.734827,0.316487,0.216626,0.000027,0.204097,0.188336,0.417629,0.418046,1.10562,0.101953,0.075141,0.088185,0.062818,0.068134,0.036728,0.05347,0.068124,0.084351,3.906528,0.000012,0.158671,0.125335,0.189626,0.029962,0.029114,0.021049,0.022629,0.024934,0.022262,0.212972,17.671859,22.148871,21.930105,1.002944,happy
0.068987,-44.833591,0.165746,1.788355,3.462031,0.308833,0.184397,0.466035,-3.895694,0.431091,0.197347,0.1744,0.176152,5.275438,0.693113,0.306889,0.207789,0.000192,0.303692,0.176188,0.51007,0.505985,1.186034,0.102204,0.105857,0.086898,0.083893,0.071683,0.041895,0.058928,0.073187,0.097269,3.79044,0.00017,0.128244,0.13064,0.197587,0.037703,0.029242,0.024594,0.027936,0.026456,0.027667,0.215163,52.571244,50.057796,81.387648,1.005312,happy
0.056782,-45.064816,-0.387576,1.936567,4.16737,0.302748,0.174513,0.454775,-6.033779,0.452247,0.174852,0.16796,0.165985,5.262657,0.828249,0.326173,0.247343,0.000182,0.325494,0.20836,0.395743,0.618462,1.240566,0.120785,0.082182,0.067432,0.063198,0.060945,0.042075,0.055075,0.070678,0.087937,3.375962,0.000203,0.274686,0.140253,0.217092,0.044035,0.027579,0.028547,0.025174,0.022532,0.020542,0.214946,48.945277,46.412816,81.226104,1.00585,happy
0.076129,-43.852515,1.056626,1.799002,3.783337,0.275066,0.185581,0.475345,-2.215485,0.425498,0.192338,0.174023,0.164601,5.115564,0.872525,0.279787,0.240376,0.000094,0.318665,0.184517,0.337603,0.595866,1.534054,0.092079,0.126805,0.074569,0.07377,0.063777,0.039817,0.063684,0.079192,0.094685,3.315353,0.000064,0.236068,0.124701,0.254908,0.037321,0.032472,0.021913,0.020821,0.023749,0.020389,0.214791,39.819975,45.391627,54.500477,1.003453,happy
0.027657,-48.438553,-0.466777,1.908353,3.626761,0.341546,0.131883,0.446114,-5.321932,0.439117,0.208378,0.169437,0.165733,5.766667,1.023113,0.304024,0.287618,0.000169,0.165335,0.175898,0.510435,0.507561,2.371015,0.090384,0.104146,0.079162,0.125499,0.123295,0.038309,0.060867,0.068291,0.093753,3.472151,0.000162,0.106045,0.184873,0.188012,0.036853,0.030708,0.028593,0.02754,0.03908,0.028457,0.216915,68.19349,50.723397,110.159808,1.008169,happy
0.048181,-51.103746,0.826589,1.922158,3.827468,0.396271,0.151253,0.416031,-4.582653,0.700642,0.210932,0.206947,0.196365,7.052513,1.032804,0.480905,0.240882,0.000218,0.780435,0.20195,0.51581,1.042582,1.179542,0.164296,0.117173,0.093479,0.073834,0.0891,0.044134,0.055012,0.075702,0.088839,3.503652,0.000139,0.403811,0.225927,0.349359,0.037132,0.042274,0.032927,0.030232,0.027284,0.033914,0.215297,34.347193,81.417495,32.777084,1.007524,happy
0.069424,-44.850492,0.844494,2.11101,3.789182,0.272514,0.157978,0.498695,-3.189989,0.479275,0.190884,0.170135,0.16725,5.091145,0.742136,0.2759,0.218726,0.000126,0.238095,0.184107,0.520433,0.510881,1.276218,0.105199,0.096896,0.083793,0.081295,0.08275,0.039883,0.062542,0.075513,0.098234,3.550585,0.000119,0.267886,0.157267,0.241733,0.03824,0.031509,0.027937,0.025834,0.024747,0.022772,0.210441,62.119947,59.477665,51.63597,1.004884,happy
0.057666,-47.534789,0.672943,1.985708,3.523464,0.262674,0.156492,0.460135,-6.162669,0.422357,0.200123,0.183488,0.17179,5.582481,0.722941,0.31557,0.197427,0.000059,0.322786,0.193397,0.503453,0.597472,2.284226,0.120377,0.116118,0.080597,0.085925,0.079927,0.038522,0.056781,0.075758,0.097624,3.668431,0.000034,0.13568,0.116892,0.281817,0.0354,0.031154,0.022332,0.026256,0.022516,0.021021,0.212218,30.35516,38.680757,33.339729,1.004066,happy
0.086428,-45.83988,0.906824,1.839608,3.469011,0.187702,0.175165,0.559673,-2.820368,0.372068,0.174023,0.163425,0.152789,5.237001,0.496028,0.204965,0.174247,0.000025,0.180763,0.195233,0.3527,0.434004,1.656734,0.104779,0.08764,0.068304,0.070296,0.055776,0.045141,0.065974,0.080143,0.098068,3.597287,0.000024,0.08469,0.152633,0.195787,0.029698,0.027484,0.017813,0.020755,0.030708,0.022976,0.214166,31.0698,36.711568,27.680246,1.002906,happy
0.052219,-47.305162,1.428739,1.786322,2.9333,0.239925,0.13553,0.500961,-2.357599,0.443768,0.198476,0.168086,0.163049,5.831416,0.639875,0.290625,0.152596,0.000316,0.216281,0.174968,0.373643,0.41782,1.098341,0.08948,0.085628,0.068679,0.071022,0.06479,0.038655,0.058507,0.08161,0.098806,3.106158,0.000328,0.171211,0.132488,0.178061,0.034925,0.029733,0.029568,0.032537,0.026085,0.019353,0.215073,0,78.875637,94.483333,1.007581,happy
0.038833,-55.917466,1.210615,2.237324,4.061303,0.359243,0.113008,0.41551,-4.930274,0.5053,0.182174,0.166448,0.170353,6.961831,1.180791,0.475027,0.238185,0.000031,0.245525,0.180572,0.356592,0.556559,4.846045,0.105169,0.144021,0.096812,0.096636,0.104641,0.035539,0.065539,0.08398,0.094033,3.735289,0.000026,0.205626,0.188037,0.276002,0.0377,0.037544,0.033092,0.0297,0.031967,0.038088,0.214428,7.970594,9.458149,9.396578,1.002947,happy
0.050836,-49.570471,0.196966,1.927702,4.108993,0.352343,0.140518,0.433444,-6.010777,0.515611,0.207016,0.179635,0.167554,6.063437,1.387787,0.455031,0.437734,0.000116,0.404173,0.181926,0.511008,0.63792,1.470775,0.117695,0.110321,0.110231,0.107842,0.102803,0.037528,0.062797,0.07917,0.094245,3.752467,0.000088,0.192258,0.170514,0.210097,0.043964,0.043354,0.040212,0.033679,0.040649,0.036725,0.212489,19.329548,20.968764,28.642141,1.003026,happy
0.053582,-47.510342,0.01069,1.847436,3.952074,0.244465,0.164396,0.420226,-2.731605,0.483691,0.203975,0.188068,0.170045,5.731373,0.910626,0.305709,0.320758,0.000189,0.370921,0.188849,0.513627,0.546368,1.500145,0.100523,0.095122,0.088674,0.068101,0.054949,0.034247,0.05164,0.068188,0.092279,3.429476,0.000186,0.158603,0.164429,0.204245,0.044721,0.033232,0.023395,0.030835,0.028532,0.028155,0.213407,55.751588,95.215297,41.965144,1.008323,happy
0.042514,-47.02374,-0.079153,1.984616,3.295893,0.275586,0.136245,0.47405,-3.154772,0.482671,0.183078,0.171454,0.170768,6.140491,1.205209,0.259456,0.240369,0.000328,0.264777,0.18281,0.390547,0.364296,2.334457,0.106529,0.094165,0.092155,0.102384,0.090558,0.0479,0.066455,0.074734,0.087355,3.751767,0.000209,0.123098,0.16993,0.216966,0.039518,0.02463,0.026199,0.030539,0.02969,0.025396,0.219215,63.352245,73.877085,43.464706,1.006024,happy
0.057564,-52.204373,-0.482864,1.908366,3.282595,0.308536,0.171486,0.44934,-7.323367,0.423931,0.192939,0.1745,0.16618,6.231916,1.044178,0.215095,0.237477,0.000013,0.366505,0.164695,0.415424,0.418844,1.558484,0.096388,0.085417,0.091896,0.073506,0.072159,0.037242,0.05207,0.066336,0.086926,3.759242,0.000027,0.275596,0.161456,0.157966,0.045949,0.031871,0.023779,0.024442,0.01728,0.02503,0.215112,30.751307,18.201672,36.885451,1.00615,happy
0.076099,-44.825,0.79617,1.942535,3.865299,0.177096,0.192017,0.454254,-4.907123,0.437921,0.176917,0.155257,0.160607,5.115399,0.559726,0.295819,0.25517,0.000072,0.22238,0.202987,0.406114,0.593864,2.04642,0.103533,0.127735,0.068095,0.068002,0.058514,0.039387,0.057817,0.076895,0.095491,3.5819,0.000022,0.178638,0.105983,0.310949,0.029827,0.027214,0.019829,0.015356,0.015311,0.016565,0.212997,28.217282,31.25714,44.604729,1.003296,happy
0.07139,-47.643986,-0.328754,2.013954,3.756389,0.262028,0.175473,0.488419,-1.092238,0.481122,0.1977,0.206358,0.191784,5.667524,0.662948,0.426088,0.204539,0.00019,0.408909,0.180868,0.484691,0.687026,1.242954,0.121428,0.112119,0.08808,0.096355,0.096358,0.044299,0.062272,0.071819,0.098615,3.601253,0.000138,0.21875,0.159654,0.25838,0.035105,0.026494,0.022431,0.021519,0.020672,0.016434,0.216332,76.524015,43.320764,114.628321,1.010193,happy
0.068951,-43.217647,-0.893911,1.860855,3.508317,0.22622,0.192641,0.471116,-5.45525,0.428779,0.191507,0.17849,0.168465,5.040862,0.624929,0.196679,0.156146,0.000218,0.292044,0.175532,0.3614,0.483676,1.150626,0.087293,0.078365,0.071977,0.071319,0.061049,0.04253,0.056523,0.073594,0.089319,3.254306,0.000265,0.198412,0.128537,0.187765,0.03383,0.023345,0.03186,0.021918,0.027259,0.026036,0.210678,48.033249,79.914042,58.674303,1.005469,happy
0.12128,-45.445426,0.649811,1.901186,2.948879,0.25076,0.182821,0.551391,-2.19702,0.395368,0.184863,0.159221,0.155101,5.275171,0.279112,0.155682,0.118901,0.000031,0.156701,0.168794,0.357029,0.348345,1.238697,0.097151,0.093592,0.065718,0.060576,0.063639,0.050567,0.064289,0.083401,0.096396,3.40581,0.000019,0.099211,0.150795,0.170246,0.035137,0.021935,0.0262,0.028891,0.028906,0.027033,0.214958,46.385813,42.950531,34.047107,1.004229,happy
0.098471,-45.427361,0.813205,1.836522,3.49676,0.224835,0.176481,0.524876,-3.109275,0.489969,0.189542,0.164809,0.157471,5.345839,0.898396,0.321958,0.206409,0.00021,0.334937,0.202083,0.426864,0.563538,1.451569,0.092244,0.094894,0.067464,0.059662,0.058382,0.050844,0.070169,0.087661,0.104662,3.549761,0.000391,0.141332,0.108365,0.164272,0.039087,0.020696,0.021812,0.01586,0.019179,0.014723,0.214575,38.573633,37.837425,71.570961,1.005253,happy
