@attribute Std_Acc1000_Std_Mem40_SFM_14 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_16 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_19 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_20 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_18 numeric
@attribute BeatHisto_LowPeakAmp numeric
@attribute BeatHisto_MidPeakAmp numeric
@attribute BeatHisto_HighPeakAmp numeric
@attribute BeatHisto_MaxHPS numeric
@attribute output {happy,nothappy}

@data

0.082495,-43.205548,0.297888,1.910106,3.29251,0.22099,0.181398,0.514321,-3.589356,0.415593,0.211594,0.195292,0.177079,4.937721,0.884613,0.159575,0.305339,0.000206,0.276541,0.17456,0.435826,0.437183,1.641186,0.103749,0.094506,0.098065,0.091157,0.079063,0.043048,0.06868,0.083867,0.095709,3.226785,0.000143,0.186574,0.153143,0.172275,0.044255,0.036814,0.032688,0.037527,0.035835,0.027548,0.213572,97.802945,120.095353,63.082061,1.007339,happy
0.084194,-46.72605,-0.252701,1.888273,3.570388,0.25498,0.171138,0.471372,-5.347981,0.593731,0.219043,0.195933,0.196689,5.49785,0.928791,0.295151,0.245704,0.000279,0.389716,0.173759,0.431494,0.456013,1.691207,0.091164,0.090411,0.086308,0.078916,0.063409,0.042599,0.062167,0.075752,0.093844,3.451596,0.000302,0.285306,0.131491,0.222066,0.04142,0.039152,0.032051,0.023696,0.028051,0.033754,0.205799,67.004406,90.559518,56.929318,1.007214,happy
0.052013,-50.384865,1.130992,1.864122,3.579093,0.316377,0.131182,0.456108,-3.336967,0.499197,0.197775,0.176071,0.171338,5.835535,0.820936,0.172995,0.186803,0.000056,0.336662,0.192422,0.393511,0.446716,1.522474,0.092185,0.095239,0.084922,0.074401,0.070071,0.038681,0.055839,0.068108,0.087093,3.738899,0.000039,0.194965,0.108679,0.18891,0.038836,0.024328,0.024521,0.028309,0.028506,0.027192,0.215314,22.942197,20.985397,21.644449,1.002851,happy
0.071515,-45.688031,0.409505,1.990511,3.757144,0.238954,0.185553,0.437207,-7.241654,0.469506,0.19255,0.16864,0.156334,5.736261,0.637729,0.609227,0.264748,0.000179,0.51472,0.175538,0.428641,0.486804,3.177145,0.10891,0.103012,0.077841,0.06015,0.054321,0.033977,0.06137,0.073836,0.093771,3.961506,0.000239,0.203951,0.118425,0.171122,0.042586,0.028516,0.025478,0.026019,0.028413,0.026989,0.214816,23.327606,27.970334,34.631481,1.003261,happy
0.067235,-45.438776,-0.202136,1.836664,3.759878,0.249818,0.180407,0.459944,-5.708862,0.497323,0.213809,0.186641,0.181548,5.436381,1.007016,0.338217,0.191278,0.000173,0.509113,0.178324,0.491404,0.58923,1.602101,0.102272,0.091953,0.101601,0.081677,0.07703,0.045139,0.059396,0.071126,0.090009,3.612917,0.000188,0.366172,0.118255,0.163568,0.048947,0.028614,0.025452,0.028365,0.026891,0.025476,0.214267,60.491536,48.315565,79.395416,1.006048,happy
0.063832,-45.214889,-0.384853,1.863193,4.321219,0.233748,0.187687,0.474563,-3.959217,0.454241,0.201865,0.187317,0.188719,5.475809,0.839927,0.404777,0.268788,0.000077,0.324745,0.180443,0.441364,0.479178,1.25704,0.168464,0.113726,0.089783,0.064965,0.052942,0.047989,0.058819,0.077212,0.089662,3.447068,0.000149,0.186808,0.198055,0.193915,0.032979,0.026093,0.031344,0.01888,0.024667,0.022909,0.21703,48.598337,49.985642,71.265537,1.005208,happy
0.078763,-51.757804,0.069245,1.775277,4.12243,0.273955,0.193596,0.481307,-2.295265,0.457064,0.185632,0.164843,0.163889,6.006969,0.780679,0.450741,0.287938,0.000016,0.544495,0.199581,0.471034,0.551325,1.697758,0.125935,0.100371,0.115861,0.077051,0.070666,0.043828,0.066553,0.074528,0.094573,3.926006,0.000032,0.299899,0.185166,0.214479,0.0403,0.027494,0.034562,0.028776,0.023947,0.027541,0.214392,20.54245,17.193244,27.826759,1.005019,happy
0.051081,-43.732565,0.409125,1.740548,3.58916,0.265077,0.163466,0.492986,-2.581138,0.526987,0.217618,0.203171,0.183453,5.008484,0.642448,0.275426,0.253267,0.000213,0.222866,0.182413,0.40491,0.668445,1.208416,0.097048,0.080221,0.103986,0.085027,0.078168,0.042908,0.060075,0.078957,0.090763,3.33039,0.000142,0.173612,0.136071,0.168713,0.033565,0.031047,0.033241,0.030541,0.035292,0.027829,0.21693,67.234099,45.447078,48.263766,1.003943,happy
0.069189,-49.436224,-0.799288,1.789347,3.46832,0.314123,0.183609,0.408804,-4.952969,0.449581,0.179655,0.168934,0.157794,6.052364,1.168832,0.430405,0.270674,0.000054,0.557443,0.18158,0.442809,0.591405,1.795434,0.098636,0.083415,0.091369,0.08002,0.065295,0.044727,0.058296,0.068446,0.085571,3.68044,0.000065,0.279563,0.141406,0.248519,0.031556,0.029065,0.030876,0.035386,0.031851,0.024306,0.213155,24.040398,24.473737,21.267349,1.004366,happy
0.082202,-48.279273,0.37771,1.814172,4.414117,0.263933,0.185935,0.497848,-4.308955,0.503007,0.207275,0.173491,0.178574,5.524576,0.77178,0.29714,0.414692,0.000034,0.455075,0.172829,0.469346,0.549834,1.8046,0.106104,0.107111,0.102598,0.090565,0.092563,0.045385,0.063082,0.079731,0.095302,3.714407,0.000039,0.204768,0.13148,0.244069,0.040874,0.042888,0.02922,0.032311,0.026397,0.027462,0.213024,34.205157,24.010924,52.713658,1.006207,happy
0.055764,-44.845111,-0.15887,1.80704,4.05557,0.235066,0.166187,0.465647,-2.172548,0.437105,0.194817,0.170527,0.155133,5.088751,1.057472,0.479624,0.269368,0.000169,0.367523,0.187403,0.440592,0.56411,2.154251,0.103568,0.103446,0.077891,0.093107,0.074501,0.041494,0.069244,0.075585,0.087987,3.718506,0.000214,0.185174,0.191081,0.285886,0.038301,0.030501,0.025682,0.024846,0.023834,0.024577,0.214164,32.912193,55.819253,48.714317,1.003784,happy
0.170174,-46.752396,0.836913,1.942157,3.547277,0.127628,0.199329,0.546175,-6.759483,0.447215,0.204165,0.178786,0.175494,5.489239,0.583434,0.349664,0.236438,0.000018,0.381922,0.184147,0.532964,0.59851,1.763271,0.138135,0.128718,0.085806,0.067948,0.065514,0.051791,0.072092,0.083192,0.096598,3.447695,0.000049,0.192262,0.221926,0.200182,0.03044,0.036348,0.024838,0.027917,0.02871,0.024001,0.210837,33.914544,29.876524,23.016305,1.003566,happy
0.053735,-52.690209,0.316547,1.889273,3.763169,0.291569,0.154387,0.445057,-5.345547,0.509126,0.20026,0.196123,0.181398,6.498705,1.048575,0.274946,0.230275,0.000022,0.381769,0.203457,0.579208,0.815795,1.533543,0.12588,0.101649,0.120674,0.096618,0.105245,0.037512,0.064655,0.075446,0.092257,3.752046,0.00002,0.267874,0.115166,0.296544,0.04057,0.031936,0.028906,0.030352,0.029761,0.025109,0.212051,17.832833,33.480667,25.573018,1.006888,happy
0.052739,-46.06433,0.785515,2.010884,3.828914,0.278583,0.152083,0.426202,-6.663926,0.454854,0.189913,0.170797,0.174373,5.673396,1.151523,0.324389,0.275026,0.000305,0.389581,0.213232,0.520969,0.57516,1.766053,0.144352,0.130378,0.091696,0.099791,0.086906,0.03971,0.068514,0.078147,0.092668,3.501341,0.000211,0.227948,0.157959,0.252369,0.038288,0.035957,0.021907,0.027891,0.029596,0.030671,0.21539,21.632244,25.671859,42.401858,1.003751,happy
0.055636,-51.123523,-0.445011,1.910355,3.895942,0.444551,0.1445,0.41296,-13.993532,0.512734,0.197382,0.144894,0.144973,6.290962,1.384055,0.435934,0.179561,0.000016,0.291758,0.199352,0.39506,0.516757,2.54604,0.095258,0.102257,0.059847,0.073056,0.050108,0.037685,0.053338,0.069395,0.093139,3.626464,0.000018,0.12349,0.175388,0.240871,0.048779,0.022914,0.029506,0.022215,0.028187,0.032672,0.213647,26.071618,17.50787,18.448302,1.003285,happy
0.065617,-54.610391,0.213675,1.847741,3.66625,0.305282,0.1556,0.505622,-2.000339,0.555997,0.218728,0.1932,0.191901,6.976265,0.88604,0.177891,0.271521,0.000019,0.320223,0.182648,0.435461,0.53502,1.157104,0.11355,0.09078,0.073134,0.071895,0.060592,0.044624,0.058495,0.073747,0.092209,3.835648,0.000018,0.363913,0.114928,0.225343,0.043021,0.026235,0.026691,0.020879,0.023374,0.029409,0.217498,58.238645,26.97772,44.759143,1.008552,happy
0.084761,-43.514984,0.571133,1.890765,3.472299,0.240339,0.176698,0.537392,-1.691126,0.457125,0.210779,0.189645,0.174804,4.922136,0.520558,0.234353,0.221715,0.000186,0.226813,0.183652,0.519735,0.496399,1.39633,0.103013,0.109614,0.078614,0.086863,0.071219,0.045444,0.064649,0.077702,0.095007,3.477012,0.000123,0.198407,0.152343,0.196353,0.033313,0.029505,0.02324,0.028437,0.028148,0.025236,0.21541,69.812104,60.939382,115.701342,1.007568,happy
0.039719,-46.703163,-0.583669,1.77729,3.386999,0.292908,0.165592,0.483686,-4.036378,0.423463,0.192262,0.164186,0.156871,5.424043,0.655287,0.193133,0.265504,0.000068,0.159182,0.180579,0.356706,0.388026,1.006972,0.097313,0.093837,0.076921,0.061945,0.056401,0.045651,0.060902,0.074362,0.091312,3.569436,0.000064,0.117862,0.115976,0.216085,0.031728,0.02539,0.01963,0.024089,0.023567,0.020817,0.21326,48.018109,50.385329,74.832872,1.005537,happy
0.072066,-52.350705,0.116572,1.909933,3.57675,0.317378,0.164063,0.433463,-4.498146,0.545342,0.208274,0.193019,0.186917,6.530031,1.190759,0.263053,0.246667,0.00005,0.348378,0.182928,0.375709,0.509799,1.178704,0.103945,0.097982,0.083163,0.071272,0.066205,0.037044,0.052799,0.072896,0.090968,3.855492,0.00006,0.291808,0.137895,0.249754,0.041988,0.034786,0.026614,0.023159,0.026066,0.023467,0.210064,21.459591,25.190441,32.941226,1.005207,happy
0.053589,-49.799691,-0.622937,1.701186,3.180699,0.281509,0.141839,0.540961,-8.192563,0.402322,0.181801,0.175508,0.171012,5.769107,0.457881,0.173261,0.170227,0.000063,0.194741,0.182892,0.391033,0.314208,2.206953,0.079692,0.07471,0.072642,0.054642,0.02413,0.039648,0.062998,0.070618,0.083411,3.446241,0.000063,0.105067,0.102472,0.169034,0.035341,0.029768,0.022368,0.023403,0.025481,0.018242,0.206648,60.998185,43.000336,80.132575,1.00919,happy
0.084671,-42.154423,0.641196,1.803691,3.553522,0.270982,0.177272,0.547471,-1.904155,0.401866,0.209763,0.177327,0.170973,4.867414,0.425981,0.288471,0.156455,0.00015,0.223684,0.189986,0.395474,0.487279,1.47876,0.080623,0.079564,0.082871,0.059639,0.060754,0.044,0.065716,0.079847,0.094177,3.30062,0.000123,0.126729,0.118538,0.171323,0.03509,0.033188,0.02128,0.020456,0.02648,0.02239,0.214581,62.693256,86.249904,52.214581,1.004471,happy
0.066246,-44.348957,0.12645,1.906168,3.47748,0.300885,0.182345,0.479375,-3.290725,0.427406,0.196189,0.163529,0.166228,5.367159,1.138364,0.241279,0.282717,0.000106,0.279898,0.179691,0.500937,0.612455,1.209758,0.093348,0.115565,0.092373,0.08189,0.077403,0.044771,0.059175,0.079555,0.093276,3.316837,0.00013,0.141202,0.143216,0.231864,0.037598,0.025794,0.027371,0.02703,0.028236,0.029826,0.215385,39.867254,34.189653,65.191952,1.004748,happy
0.043936,-50.538324,1.863051,1.902094,3.427157,0.33796,0.126516,0.405667,-2.744702,0.484759,0.185412,0.177521,0.172895,6.028113,1.384649,0.282367,0.446955,0.000148,0.369086,0.201193,0.560235,0.841976,1.433747,0.115276,0.128631,0.083848,0.091086,0.071782,0.032034,0.067852,0.077243,0.090678,3.744603,0.000058,0.163998,0.169802,0.311166,0.034547,0.021953,0.027549,0.018098,0.023467,0.030718,0.209737,22.817079,23.24099,24.081314,1.003184,happy
0.056981,-50.857482,0.687026,1.920823,4.04695,0.300917,0.143742,0.424997,-3.050607,0.497787,0.21684,0.179723,0.183504,5.9847,1.561319,0.31474,0.295465,0.000062,0.494202,0.197508,0.45998,0.715708,1.74985,0.123177,0.12045,0.111238,0.09818,0.094676,0.036534,0.078039,0.081748,0.089886,3.713536,0.000045,0.218105,0.188388,0.345658,0.045421,0.038653,0.034933,0.024377,0.029434,0.024357,0.211512,29.8723,40.871765,43.075259,1.0054,happy
0.048196,-49.155098,0.545695,2.027937,3.569014,0.253775,0.157698,0.441465,-4.810502,0.564697,0.213366,0.206571,0.180291,5.888951,0.887003,0.35459,0.203163,0.000079,0.376318,0.190331,0.522171,0.475728,1.21441,0.078594,0.094914,0.089815,0.067577,0.064131,0.03093,0.056731,0.074661,0.092024,3.465442,0.000115,0.294492,0.117638,0.184656,0.041675,0.028403,0.025785,0.024653,0.024174,0.023888,0.209837,52.492891,50.988649,30.677079,1.006606,happy
0.067968,-49.055967,-0.373471,2.085987,3.851048,0.318117,0.157632,0.482669,-9.633158,0.474571,0.187243,0.180011,0.16651,5.986763,1.518184,0.405758,0.515144,0.000179,0.542449,0.201872,0.431995,0.566507,3.207865,0.128468,0.137787,0.123952,0.14148,0.133163,0.054573,0.074157,0.092024,0.104629,3.729815,0.000179,0.339516,0.146843,0.192147,0.033575,0.029984,0.031898,0.034977,0.023921,0.029656,0.211452,27.556309,45.435543,40.817218,1.004638,happy
0.058391,-50.252662,-0.94413,1.849132,3.858188,0.294817,0.175401,0.446908,-12.090966,0.481994,0.200961,0.157649,0.147686,5.923537,0.840841,0.217113,0.280506,0.000042,0.289879,0.183679,0.491813,0.495658,3.936472,0.109273,0.079665,0.0695,0.058002,0.070478,0.032378,0.052705,0.063502,0.081577,3.957778,0.000107,0.231545,0.184639,0.211496,0.029819,0.02389,0.026587,0.02411,0.023781,0.025321,0.2138,20.29041,18.290951,33.220109,1.004768,happy
0.071746,-46.377117,-0.232938,1.809966,3.846147,0.228973,0.172613,0.456255,-5.411173,0.485803,0.199494,0.18407,0.172163,5.462844,0.689132,0.492096,0.360168,0.000181,0.356367,0.183603,0.449752,0.604751,1.265853,0.097699,0.097067,0.072007,0.080975,0.07117,0.043832,0.06111,0.075576,0.095511,3.458882,0.000118,0.232756,0.125305,0.229452,0.040979,0.030063,0.026865,0.02987,0.022555,0.021146,0.211936,32.471737,89.527023,39.557614,1.005861,happy
0.092683,-44.415399,0.049677,2.132562,3.849668,0.250765,0.177201,0.486974,-8.216809,0.462059,0.224251,0.188584,0.184803,5.156525,0.631683,0.309834,0.278987,0.000127,0.278756,0.200791,0.456714,0.525167,1.434464,0.105088,0.096719,0.079366,0.068042,0.067356,0.048257,0.063133,0.078202,0.090685,3.193804,0.000119,0.218536,0.134736,0.218751,0.040257,0.028113,0.024216,0.024526,0.026356,0.023572,0.211186,45.513065,40.344064,56.466771,1.004254,happy
0.073553,-45.014632,-0.297948,1.797733,3.849631,0.258001,0.180592,0.507828,-3.760378,0.444817,0.198372,0.174604,0.168135,5.525808,0.659453,0.256826,0.287456,0.000197,0.326336,0.184137,0.545482,0.574879,1.525601,0.126209,0.110932,0.084375,0.072883,0.080037,0.046067,0.061808,0.075813,0.09003,3.226385,0.000237,0.229799,0.111571,0.142484,0.038742,0.034121,0.024757,0.024495,0.026329,0.026262,0.213451,84.993196,98.542395,77.017246,1.006403,happy
0.04925,-46.793551,-0.424557,1.783107,3.468186,0.315569,0.177735,0.435695,-3.388183,0.420798,0.190018,0.189026,0.17433,6.158097,0.872801,0.323536,0.209733,0.000362,0.512185,0.162482,0.389275,0.504846,1.02486,0.096826,0.103646,0.092675,0.088499,0.087505,0.038728,0.054415,0.076155,0.089278,3.208925,0.000393,0.329222,0.115738,0.175833,0.039433,0.025986,0.025184,0.025018,0.028774,0.025318,0.214807,64.304928,80.475285,65.081612,1.006469,happy
0.053043,-45.228271,0.730423,2.138137,3.755151,0.238998,0.152788,0.487659,-4.277548,0.482022,0.206121,0.199148,0.190347,5.258284,0.86925,0.32935,0.305842,0.000158,0.297554,0.177127,0.446868,0.529869,1.520032,0.094542,0.09021,0.09119,0.088572,0.110891,0.040312,0.059494,0.07569,0.092879,3.584193,0.000116,0.165959,0.12392,0.171402,0.04599,0.030506,0.028721,0.036571,0.029619,0.02717,0.212763,57.180484,50.560566,40.659246,1.006161,happy
0.093109,-45.391235,-1.86778,1.890577,3.627101,0.326289,0.209994,0.489656,-9.651118,0.412417,0.215855,0.170519,0.168028,5.35878,0.867773,0.267109,0.261182,0.000118,0.523624,0.174335,0.525384,0.559577,1.396277,0.084042,0.083127,0.093309,0.058495,0.06512,0.041207,0.061541,0.066916,0.078054,3.266939,0.000136,0.218053,0.140716,0.208604,0.037082,0.03168,0.02353,0.032306,0.036913,0.039157,0.214349,49.371378,57.333334,63.884579,1.00558,happy
0.110422,-47.150881,-0.299859,1.85535,3.386516,0.201502,0.199757,0.508345,-3.896887,0.434123,0.208306,0.18023,0.180919,5.625094,0.724521,0.296199,0.261411,0.000081,0.357149,0.173922,0.484389,0.543589,1.686814,0.091074,0.094121,0.091229,0.09132,0.096447,0.04359,0.061839,0.076862,0.095294,3.31416,0.00006,0.185084,0.123871,0.207336,0.04167,0.025299,0.026249,0.022364,0.034,0.026615,0.213422,55.506441,32.426382,29.140783,1.006311,happy
0.041886,-46.771707,0.908025,1.843372,3.855694,0.282231,0.140767,0.471423,-3.755304,0.460626,0.193836,0.165762,0.155964,5.375968,0.812656,0.217875,0.158774,0.000305,0.290836,0.179399,0.362592,0.535895,2.193548,0.102845,0.124883,0.114744,0.07369,0.093768,0.043652,0.055756,0.071268,0.091247,3.781089,0.000201,0.194589,0.123786,0.262352,0.033279,0.020881,0.029054,0.025507,0.028213,0.028475,0.215499,37.702596,60.666723,54.155563,1.004711,happy
0.068491,-43.656789,-0.441609,1.972819,3.578833,0.313186,0.19086,0.46949,-2.254931,0.384141,0.202251,0.172311,0.165881,4.953953,0.681475,0.25632,0.159524,0.000172,0.265467,0.174252,0.417241,0.472586,1.094748,0.08837,0.090128,0.07306,0.064843,0.071421,0.041672,0.058166,0.069168,0.090659,3.486523,0.000208,0.153048,0.145243,0.177863,0.039267,0.020664,0.01857,0.030331,0.031313,0.030807,0.21665,54.153773,54.433495,50.476001,1.00408,happy
0.034893,-47.06011,-0.026723,1.74752,3.348135,0.30373,0.161667,0.436528,-3.975479,0.461904,0.187747,0.171827,0.169527,5.557809,0.846752,0.37457,0.284814,0.000078,0.193252,0.177215,0.403872,0.581094,1.031651,0.098346,0.08515,0.103599,0.062048,0.059024,0.038193,0.058752,0.070133,0.084647,3.494708,0.000145,0.140652,0.133286,0.22083,0.043679,0.03209,0.025289,0.029039,0.024368,0.024455,0.213761,25.379192,23.417636,34.712588,1.002948,happy
0.095496,-41.229382,-1.080081,1.848304,3.486711,0.245533,0.214035,0.499442,-4.818802,0.445553,0.208967,0.186431,0.179633,4.86356,0.625959,0.268158,0.178694,0.000124,0.292844,0.179634,0.401435,0.485678,1.534665,0.107495,0.072092,0.08205,0.078961,0.07307,0.043278,0.057993,0.074625,0.089602,3.076096,0.000138,0.198731,0.122724,0.168673,0.041948,0.028162,0.024247,0.026631,0.027154,0.021424,0.212644,94.946926,67.07663,61.129912,1.004838,happy
