@relation 'arff_file/psysound.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute mean_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_SharpnessZ numeric
@attribute std_Spectral_Dissonance(S) numeric
@attribute std_Timbral_Width numeric
@attribute mean_Tonal_Dissonance(HK) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute std_Volume numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute output {happy,nothappy}

@data
1.622623,1.07804,0.899658,28.41136,0.002461,0.001214,0.020121,0.085907,0.003738,1248.118,happy
1.348454,1.011436,0.884647,1078.697,0.043548,0.033634,0.006329,0.944942,0.006089,617.3577,happy
1.58224,1.281878,0.890917,85.15438,0.00907,0.007225,0.01893,0.314403,0.002333,1186.159,happy
1.258108,0.82937,0.892257,223.3396,0.011471,0.074714,0.006552,0.551002,0.001545,483.9496,happy
1.523781,1.228699,0.901877,98.09365,0.008051,0.005863,0.009576,0.21928,0.00253,836.5396,happy
1.431037,0.777604,0.898025,104.8026,0.008026,0.048761,0.007442,0.482758,0.002422,493.2118,happy
1.370066,0.692908,0.888524,271.8475,0.028659,0.048949,0.004388,1.667654,0.005341,641.4935,happy
1.043442,0.723599,0.868002,115.6568,0.039358,0.130837,0.03327,3.061383,0.002599,233.0874,happy
1.27339,0.778046,0.879866,199.6362,0.01432,0.024843,0.005282,1.279404,0.005617,517.3712,happy
1.581322,1.247334,0.900997,170.3896,0.007913,0.007183,0.00673,0.127047,0.006955,959.9565,happy
1.268654,0.874907,0.878679,159.6994,0.026185,0.179702,0.003514,1.297679,0.003095,396.2832,happy
1.297793,0.606354,0.889071,132.9548,0.034598,0.072378,0.033205,0.840753,0.003039,590.5922,happy
1.403597,1.176765,0.90098,139.9707,0.021791,0.017731,0.009883,0.714701,0.002495,623.0354,happy
1.399685,1.103025,0.901967,144.9568,0.01325,0.024016,0.009704,0.285809,0.004001,645.4176,happy
1.423314,0.745059,0.893567,539.3817,0.014111,0.016622,0.013811,0.419667,0.002477,734.483,happy
1.432619,0.995193,0.90439,92.63024,0.014712,0.012803,0.01286,0.264835,0.003526,727.5262,happy
1.516225,0.959164,0.894653,252.5364,0.018858,0.068887,0.008604,0.344242,0.005015,515.2108,happy
1.524457,1.28059,0.895078,155.9708,0.013318,0.015612,0.018235,0.466591,0.003737,1029.519,happy
1.380785,0.88498,0.902487,155.0551,0.015001,0.027988,0.007132,0.297951,0.00369,388.5159,happy
1.495374,1.048257,0.898862,227.1417,0.017579,0.013525,0.007301,0.559786,0.00503,857.5177,happy
1.503521,1.286933,0.903991,133.3216,0.00969,0.019856,0.012367,0.270634,0.003116,807.3789,happy
1.287149,0.689082,0.888438,164.9419,0.021716,0.138428,0.00601,0.835764,0.004016,360.2925,happy
1.444975,1.190718,0.902972,92.42151,0.01068,0.021267,0.007418,0.213558,0.002866,746.1663,happy
1.568852,0.969224,0.892815,66.99298,0.008414,0.005571,0.010019,0.186407,0.004692,1310.579,happy
1.383939,0.836981,0.893025,215.2496,0.024355,0.064136,0.006694,0.876834,0.003485,663.5316,happy
1.55797,1.209807,0.899908,229.8492,0.021975,0.025524,0.006224,0.3792,0.002496,784.1757,happy
1.16472,1.061229,0.882184,168.447,0.012242,0.103549,0.007409,0.959659,0.002404,354.6034,happy
1.65609,1.162903,0.893023,241.3026,0.021588,0.042405,0.005396,0.752911,0.006011,1137.92,happy
1.397005,0.866385,0.891989,207.6817,0.014468,0.060556,0.006199,0.655643,0.004702,611.4627,happy
1.399241,1.094787,0.895064,460.7982,0.025774,0.019819,0.010837,1.589288,0.003325,541.5151,happy
1.481133,1.151678,0.898153,225.2238,0.013317,0.01222,0.022358,0.394301,0.002445,940.2964,happy
1.386168,0.816737,0.890623,248.314,0.012163,0.029074,0.01028,0.295878,0.004732,696.8621,happy
1.37658,0.853241,0.895478,273.7745,0.010857,0.021644,0.007517,0.369576,0.003408,667.7631,happy
1.443846,1.124152,0.897669,204.9273,0.00826,0.021312,0.012837,0.537706,0.003431,692.3133,happy
1.264923,0.721743,0.879294,164.2204,0.018652,0.157461,0.003503,0.822893,0.003582,337.9177,happy
1.37058,0.701654,0.886164,225.285,0.023266,0.037129,0.007632,1.092984,0.004472,556.1248,happy
1.566788,1.541978,0.89625,372.6974,0.027535,0.018923,0.011948,0.855818,0.00632,864.686,happy
1.367342,0.952722,0.900693,73.12441,0.011185,0.020523,0.004841,0.388993,0.002017,419.6959,happy
1.330122,0.700027,0.886033,344.4409,0.03185,0.015488,0.004374,0.399762,0.004241,632.9392,happy
1.454907,1.078958,0.894904,202.5436,0.012942,0.018145,0.007878,0.451536,0.003319,713.3983,happy
1.442245,1.193087,0.904674,142.196,0.011042,0.009391,0.012407,0.216285,0.002068,478.3214,happy
1.263075,0.427191,0.87511,330.3765,0.055374,0.090249,0.006917,2.344329,0.003228,575.5093,happy
1.388145,0.878758,0.896237,441.3963,0.016905,0.073834,0.008871,0.565803,0.004766,468.8406,happy
1.480982,0.894777,0.88598,436.9148,0.028101,0.020678,0.015863,0.488894,0.005572,1031.201,happy
1.322531,0.610045,0.886896,118.8792,0.026379,0.029884,0.005217,0.756869,0.001639,616.0537,happy
1.725974,1.059635,0.888866,427.5594,0.020623,0.012479,0.016184,0.678504,0.002638,1495.284,happy
1.761165,0.897977,0.889426,187.2642,0.027922,0.006136,0.016474,0.270535,0.002771,2006.143,happy
1.403377,0.820174,0.890967,268.182,0.023224,0.036999,0.018241,0.610444,0.005945,628.0188,happy
1.379948,0.877336,0.88732,689.3111,0.049634,0.055987,0.008613,1.39202,0.0046,790.6025,happy
1.665055,0.998356,0.897159,114.421,0.009691,0.004497,0.010867,0.306284,0.00718,1466.017,happy
1.486069,1.159957,0.892153,596.0385,0.013482,0.009854,0.006223,1.122175,0.004678,860.8007,happy
1.549639,0.77581,0.893002,222.5744,0.025972,0.013477,0.012034,0.359051,0.004953,712.4848,happy
1.349085,0.855253,0.886193,378.4524,0.01337,0.049119,0.010954,0.796292,0.003595,799.3024,happy
1.101,0.709362,0.882138,375.2194,0.032586,0.146659,0.012372,3.381717,0.00246,265.7554,happy
1.419533,1.039092,0.883221,676.3798,0.040281,0.111834,0.003976,2.006233,0.004295,772.0347,happy
1.541874,0.754085,0.895098,222.9341,0.009533,0.011697,0.006243,0.311957,0.00452,935.6547,happy
1.178109,0.769058,0.887496,134.323,0.028188,0.149379,0.003971,1.870077,0.003945,255.933,happy
1.408802,1.307663,0.900102,82.92532,0.012211,0.020892,0.008231,0.376987,0.006151,584.8829,happy
1.21717,0.979757,0.893655,190.4952,0.030941,0.152336,0.005257,1.294845,0.004042,280.4825,happy
1.446935,1.085432,0.891792,135.0754,0.013736,0.01135,0.008934,0.479984,0.002775,595.1123,happy
1.540512,1.248694,0.901715,205.3237,0.009427,0.005228,0.021111,0.296847,0.004203,903.6525,happy
1.439459,1.108629,0.898088,344.0527,0.033678,0.035818,0.01109,0.961155,0.003032,749.8167,happy
1.503849,0.926899,0.895837,1025.501,0.058647,0.059986,0.006462,1.881719,0.003398,993.1063,happy
1.421251,1.036918,0.901045,208.9211,0.017273,0.018926,0.013442,0.467017,0.003427,544.632,happy
1.677445,1.242818,0.886176,518.9048,0.045146,0.098078,0.016189,1.435698,0.004427,1196.673,happy
1.489802,1.040192,0.90115,229.5489,0.012618,0.032809,0.007845,0.248527,0.002714,748.797,happy
1.579362,1.062921,0.895959,242.4291,0.024504,0.014798,0.018064,0.33747,0.002837,1285.377,happy
1.36556,1.118776,0.893384,135.7066,0.007716,0.007507,0.0191,0.28,0.004015,913.0019,happy
1.516856,0.924678,0.896119,339.7252,0.014669,0.073564,0.007171,0.672799,0.004604,653.5739,happy
1.477954,0.874138,0.890737,469.7901,0.036246,0.083945,0.005553,1.073554,0.002517,719.3692,happy
1.640031,0.981218,0.900041,337.5223,0.019287,0.00829,0.017016,0.591626,0.002976,1304.312,happy
1.444733,1.01936,0.895749,445.9065,0.010704,0.010269,0.018168,0.96499,0.004315,831.8945,happy
1.303513,0.784886,0.897529,174.4985,0.021531,0.116329,0.005847,0.652595,0.002794,249.1898,happy
1.498144,0.782492,0.892047,233.4386,0.018117,0.020708,0.007664,0.470112,0.004601,945.2891,happy
1.444387,1.131125,0.904918,333.5502,0.021705,0.012766,0.010889,0.402103,0.004105,572.6093,happy
1.442192,0.729915,0.889051,291.4068,0.017278,0.026939,0.00713,0.63652,0.004858,575.4143,happy
1.537988,0.85046,0.894304,211.0402,0.016805,0.037449,0.010222,0.379314,0.002108,863.5168,happy
1.491741,0.917833,0.901392,346.8097,0.021834,0.017513,0.00864,0.443328,0.003353,676.106,happy
1.459339,1.028929,0.89983,224.2869,0.020525,0.021264,0.019088,0.417084,0.00263,657.3603,happy
1.364781,1.05874,0.902506,140.4842,0.015826,0.061985,0.013749,0.542169,0.005318,486.1828,happy
1.497024,0.981867,0.897339,360.6631,0.020885,0.035017,0.014161,1.103757,0.005236,908.7886,happy
1.479334,0.255074,0.877953,212.2036,0.010983,0.017711,0.0063,0.395244,0.005256,518.8988,happy
1.514092,0.899469,0.897835,332.636,0.008486,0.016851,0.017984,0.569981,0.003971,985.3977,happy
1.433391,0.520587,0.871609,671.6316,0.055803,0.140191,0.019924,2.846621,0.005311,1012.352,happy
1.716793,2.508464,0.881776,7941.926,0.033661,0.021374,0.018956,3.982684,0.005222,1125.405,happy
1.451208,0.998255,0.901605,269.1936,0.02097,0.028944,0.012228,0.665455,0.003889,561.5738,happy
1.329729,1.076245,0.893445,292.9334,0.022395,0.06165,0.009319,0.670719,0.00365,651.8104,happy
1.60179,1.315706,0.894674,428.5163,0.020916,0.009607,0.011842,0.562831,0.004651,1000.7,happy
1.406155,0.834947,0.893749,263.6277,0.025621,0.174622,0.004189,1.290657,0.004958,409.8266,happy
1.404934,1.449821,0.900398,221.6826,0.014261,0.056569,0.007333,0.457728,0.004387,507.904,happy
1.272301,0.572869,0.876079,116.2774,0.038848,0.096102,0.007263,1.196846,0.004044,503.3384,happy
1.373568,0.991516,0.90436,214.5585,0.016922,0.043125,0.01171,0.290348,0.005234,430.1807,happy
1.3992,1.101113,0.891329,323.8088,0.013682,0.058199,0.010083,0.81661,0.0052,592.1498,happy
1.339224,0.830676,0.882032,621.3397,0.065077,0.127929,0.005358,2.437757,0.003609,482.3776,happy
1.515927,1.032136,0.899747,258.9924,0.021114,0.022262,0.010358,0.302619,0.002705,891.7829,happy
1.555896,0.959205,0.896179,145.5823,0.01733,0.012946,0.014527,0.325586,0.002771,775.1447,happy
1.122669,0.618535,0.881811,152.1222,0.015206,0.051446,0.008836,1.056739,0.002451,367.4149,happy
1.589707,1.197064,0.900245,309.601,0.022942,0.02171,0.017796,0.490867,0.004262,1168.797,happy
1.216654,0.799679,0.885,159.3117,0.053426,0.108375,0.008672,2.187695,0.0039,330.4673,happy
1.222028,0.606992,0.883674,87.16562,0.029236,0.185254,0.003258,1.060421,0.002002,280.6163,happy
1.466557,1.30509,0.904019,20.70802,0.003322,0.006716,0.010271,0.106456,0.004728,818.6579,happy
1.547191,1.185465,0.893295,388.1315,0.018766,0.02468,0.010084,0.463364,0.002757,1016.725,happy
1.443452,1.056162,0.893532,46.23087,0.002285,0.009411,0.007374,0.184383,0.008061,1015.042,happy
1.359667,0.562421,0.880717,550.4153,0.048267,0.053875,0.007337,2.899311,0.005215,643.9932,happy
1.55271,1.207851,0.894398,349.8703,0.023016,0.014123,0.013045,0.424525,0.002574,1059.862,happy
1.378826,1.78887,0.882788,5833.282,0.095641,0.121415,0.0072,1.333395,0.002369,584.9139,happy
1.065822,0.607125,0.869982,132.6342,0.02415,0.248047,0.002934,3.330525,0.002826,245.2898,happy
1.248157,0.730012,0.887025,144.2331,0.010732,0.039161,0.007007,0.49393,0.005653,384.136,happy
1.352587,0.796193,0.892301,281.8281,0.029865,0.103223,0.005774,1.410874,0.003157,584.8491,happy
1.553506,0.86857,0.893757,285.8325,0.020126,0.014429,0.008983,0.478964,0.004589,1041.187,happy
1.331833,0.751611,0.893889,254.3802,0.028521,0.042906,0.006319,1.073035,0.004032,507.4307,happy
1.470929,1.282149,0.903619,184.9674,0.013119,0.027561,0.016579,0.292898,0.005025,420.8413,happy
1.605814,0.990492,0.894123,200.2143,0.020568,0.024634,0.010201,0.538803,0.003883,1117.611,happy
1.405833,0.953763,0.900969,176.5683,0.016587,0.021867,0.009425,0.348148,0.003742,436.1839,happy
1.485048,1.064756,0.903511,139.6892,0.025997,0.032085,0.008161,0.558709,0.002585,679.9634,happy
1.367898,0.973694,0.897943,185.2108,0.016135,0.039138,0.008246,0.692172,0.003279,409.9549,happy
1.499748,1.048642,0.896099,584.5083,0.019498,0.027861,0.010554,0.662804,0.004886,830.5232,happy
1.623092,1.064704,0.897618,203.3776,0.009835,0.016297,0.013273,0.398606,0.003741,1228.194,happy
1.670092,0.929321,0.893304,386.1229,0.018454,0.012258,0.010795,0.345667,0.002301,1422.278,happy
1.324021,0.892832,0.888366,371.8612,0.040243,0.021021,0.022235,1.256009,0.00457,753.3265,happy
1.506216,1.125557,0.896441,70.74093,0.007714,0.010107,0.011822,0.209767,0.004151,1072.682,happy
1.41506,1.118744,0.902504,94.60348,0.008834,0.015549,0.013274,0.242523,0.003015,676.3525,happy
1.5235,1.918275,0.90126,1876.694,0.016918,0.027474,0.011404,2.136607,0.003703,500.5837,happy
1.476077,1.543894,0.903245,288.6912,0.015504,0.072635,0.010957,0.618116,0.004945,629.1122,happy
1.555059,0.880119,0.89002,240.1254,0.019454,0.012793,0.010794,0.223905,0.002332,586.8905,happy
1.58434,1.404288,0.894539,63.22726,0.012746,0.00568,0.026436,0.169982,0.004595,1169.098,nothappy
1.396702,0.932193,0.894943,336.8017,0.022655,0.135163,0.012619,1.310367,0.004888,496.1106,nothappy
1.297576,0.600252,0.880362,503.0958,0.043033,0.2855,0.007876,1.698128,0.003127,317.1322,nothappy
1.485387,1.454324,0.903073,200.1191,0.011873,0.030287,0.006762,0.555626,0.004894,717.5693,nothappy
1.364704,1.376088,0.901192,70.64239,0.006619,0.019052,0.018079,0.213035,0.002363,573.112,nothappy
1.322379,0.429563,0.884163,319.4293,0.027501,0.0508,0.010967,1.388688,0.002695,553.2341,nothappy
1.263663,0.8427,0.893843,287.255,0.016305,0.09876,0.005223,0.882444,0.004558,345.7262,nothappy
1.503183,1.233892,0.898451,400.1663,0.016533,0.02462,0.014337,0.910102,0.002833,754.8105,nothappy
1.503183,1.233892,0.898451,400.1663,0.016533,0.02462,0.014337,0.910102,0.002833,754.8105,nothappy
1.357732,0.586157,0.885763,204.5858,0.024534,0.033899,0.0069,0.923805,0.004653,630.7932,nothappy
1.357732,0.586157,0.885763,204.5858,0.024534,0.033899,0.0069,0.923805,0.004653,630.7932,nothappy
1.421614,0.916192,0.895956,191.069,0.011527,0.026491,0.010108,0.419894,0.004095,740.4802,nothappy
1.325035,1.085796,0.893491,221.1669,0.023513,0.13324,0.008007,0.44745,0.002737,246.7887,nothappy
1.50014,1.117096,0.903362,152.6599,0.01067,0.014182,0.019914,0.540236,0.005165,833.7963,nothappy
1.50014,1.117096,0.903362,152.6599,0.01067,0.014182,0.019914,0.540236,0.005165,833.7963,nothappy
1.363813,0.927552,0.90106,189.4968,0.024873,0.044816,0.007189,0.667146,0.00547,442.5963,nothappy
1.68917,0.847764,0.888046,463.9287,0.047511,0.016456,0.013553,1.125897,0.004606,1599.696,nothappy
1.68917,0.847764,0.888046,463.9287,0.047511,0.016456,0.013553,1.125897,0.004606,1599.696,nothappy
1.515703,1.129026,0.901034,152.4883,0.015169,0.020828,0.010039,0.401306,0.003568,728.8981,nothappy
1.515703,1.129026,0.901034,152.4883,0.015169,0.020828,0.010039,0.401306,0.003568,728.8981,nothappy
1.472095,0.787024,0.887452,382.8465,0.024166,0.046676,0.004816,0.783191,0.005191,842.9282,nothappy
1.472095,0.787024,0.887452,382.8465,0.024166,0.046676,0.004816,0.783191,0.005191,842.9282,nothappy
1.472095,0.787024,0.887452,382.8465,0.024166,0.046676,0.004816,0.783191,0.005191,842.9282,nothappy
1.167944,1.36981,0.872514,481.1593,0.014337,0.067407,0.008833,2.918893,0.004503,347.982,nothappy
1.206695,0.524207,0.869605,213.6202,0.017741,0.091187,0.003182,0.94771,0.006096,411.5353,nothappy
1.141491,0.442562,0.870555,189.9843,0.018209,0.051342,0.007761,1.117186,0.003277,404.5552,nothappy
1.566753,1.019839,0.901047,67.89347,0.008703,0.010469,0.01857,0.195466,0.005926,732.5132,nothappy
1.117917,0.463141,0.853981,746.8907,0.07033,0.132639,0.013489,3.506694,0.002356,419.0627,nothappy
1.117917,0.463141,0.853981,746.8907,0.07033,0.132639,0.013489,3.506694,0.002356,419.0627,nothappy
1.117917,0.463141,0.853981,746.8907,0.07033,0.132639,0.013489,3.506694,0.002356,419.0627,nothappy
1.467258,1.037122,0.896982,184.8532,0.022966,0.020533,0.007793,0.487598,0.003051,701.7576,nothappy
1.530552,0.970271,0.891726,429.6891,0.014254,0.043126,0.020932,0.368771,0.005771,848.7159,nothappy
1.19045,0.696922,0.886827,91.75266,0.017717,0.045404,0.003565,0.857318,0.001606,316.2226,nothappy
1.19045,0.696922,0.886827,91.75266,0.017717,0.045404,0.003565,0.857318,0.001606,316.2226,nothappy
1.19045,0.696922,0.886827,91.75266,0.017717,0.045404,0.003565,0.857318,0.001606,316.2226,nothappy
1.393443,0.900108,0.892465,190.388,0.016909,0.065257,0.009783,0.744573,0.003462,706.9303,nothappy
1.148567,0.510025,0.8664,257.3494,0.037868,0.026463,0.002331,1.467545,0.002952,415.737,nothappy
1.148567,0.510025,0.8664,257.3494,0.037868,0.026463,0.002331,1.467545,0.002952,415.737,nothappy
1.148567,0.510025,0.8664,257.3494,0.037868,0.026463,0.002331,1.467545,0.002952,415.737,nothappy
1.334113,1.032055,0.889492,589.6779,0.024325,0.093355,0.006647,1.426797,0.003847,642.0856,nothappy
1.334113,1.032055,0.889492,589.6779,0.024325,0.093355,0.006647,1.426797,0.003847,642.0856,nothappy
1.334113,1.032055,0.889492,589.6779,0.024325,0.093355,0.006647,1.426797,0.003847,642.0856,nothappy
1.350592,1.085896,0.889334,606.6926,0.029681,0.030078,0.005961,0.841501,0.002363,623.2714,nothappy
1.350592,1.085896,0.889334,606.6926,0.029681,0.030078,0.005961,0.841501,0.002363,623.2714,nothappy
1.256977,0.66435,0.887835,139.6184,0.014318,0.015978,0.006513,0.505383,0.002409,381.3835,nothappy
1.474498,0.734295,0.893766,380.2242,0.029797,0.02949,0.007429,0.521136,0.004337,653.6522,nothappy
1.474498,0.734295,0.893766,380.2242,0.029797,0.02949,0.007429,0.521136,0.004337,653.6522,nothappy
1.201058,0.844904,0.87723,630.8009,0.061937,0.055865,0.015542,3.268813,0.002663,570.0248,nothappy
1.508952,0.838591,0.890292,186.7578,0.024898,0.171018,0.008784,1.141272,0.006048,873.9773,nothappy
1.112908,0.350588,0.865861,518.3034,0.033532,0.125471,0.005581,1.204116,0.001713,416.405,nothappy
1.112908,0.350588,0.865861,518.3034,0.033532,0.125471,0.005581,1.204116,0.001713,416.405,nothappy
1.648118,0.810076,0.888326,141.01,0.022809,0.056465,0.013912,0.435117,0.003511,945.2235,nothappy
1.648118,0.810076,0.888326,141.01,0.022809,0.056465,0.013912,0.435117,0.003511,945.2235,nothappy
1.337374,1.059398,0.897713,210.1255,0.009747,0.04287,0.009537,0.405758,0.006352,451.6446,nothappy
1.201325,0.798704,0.890163,286.8936,0.017454,0.02015,0.01475,0.716815,0.003995,361.6678,nothappy
1.657787,0.981884,0.886455,228.896,0.012082,0.004934,0.026335,0.361918,0.00417,1576.365,nothappy
1.657787,0.981884,0.886455,228.896,0.012082,0.004934,0.026335,0.361918,0.00417,1576.365,nothappy
1.626831,0.674072,0.885441,920.5238,0.053031,0.15457,0.016072,1.540793,0.004352,688.8901,nothappy
1.365756,0.994561,0.899404,329.4914,0.024676,0.069601,0.009549,0.53046,0.00276,429.4395,nothappy
1.365756,0.994561,0.899404,329.4914,0.024676,0.069601,0.009549,0.53046,0.00276,429.4395,nothappy
1.365756,0.994561,0.899404,329.4914,0.024676,0.069601,0.009549,0.53046,0.00276,429.4395,nothappy
1.365756,0.994561,0.899404,329.4914,0.024676,0.069601,0.009549,0.53046,0.00276,429.4395,nothappy
1.365756,0.994561,0.899404,329.4914,0.024676,0.069601,0.009549,0.53046,0.00276,429.4395,nothappy
1.365756,0.994561,0.899404,329.4914,0.024676,0.069601,0.009549,0.53046,0.00276,429.4395,nothappy
1.46808,1.148978,0.902183,101.74,0.006681,0.008734,0.006613,0.094861,0.004319,690.8921,nothappy
1.081868,0.286311,0.843669,371.9356,0.022622,0.111548,0.002455,2.203076,0.004541,371.5626,nothappy
1.25143,1.100731,0.897762,96.46214,0.019488,0.040297,0.009621,0.825067,0.004478,340.278,nothappy
1.194821,0.522017,0.877701,502.9346,0.015937,0.097604,0.003696,1.758876,0.003103,304.0965,nothappy
1.327829,0.40934,0.878122,431.3479,0.054651,0.295373,0.002992,2.067517,0.003189,444.5279,nothappy
1.306466,1.011653,0.889564,466.5761,0.049301,0.159283,0.008813,1.297575,0.003305,539.6957,nothappy
1.532172,1.037922,0.909754,218.4725,0.027077,0.051681,0.041973,0.557665,0.003878,561.1286,nothappy
1.149181,0.658484,0.875249,466.0667,0.036352,0.0959,0.005095,1.537404,0.002345,280.6258,nothappy
1.313819,0.535759,0.869448,192.6394,0.019413,0.018597,0.007889,0.559305,0.005808,667.0574,nothappy
1.313819,0.535759,0.869448,192.6394,0.019413,0.018597,0.007889,0.559305,0.005808,667.0574,nothappy
1.378115,0.788454,0.881302,901.6699,0.032019,0.095138,0.00266,1.037112,0.005922,537.8088,nothappy
1.415947,1.03887,0.891228,475.8052,0.066482,0.102335,0.011894,2.388103,0.003499,752.6852,nothappy
1.415947,1.03887,0.891228,475.8052,0.066482,0.102335,0.011894,2.388103,0.003499,752.6852,nothappy
1.583378,0.906052,0.905034,55.17236,0.008392,0.005728,0.014032,0.236448,0.00408,759.9834,nothappy
1.326209,0.803162,0.899233,314.5376,0.042844,0.04866,0.011051,1.828601,0.003475,437.6289,nothappy
1.326209,0.803162,0.899233,314.5376,0.042844,0.04866,0.011051,1.828601,0.003475,437.6289,nothappy
1.326209,0.803162,0.899233,314.5376,0.042844,0.04866,0.011051,1.828601,0.003475,437.6289,nothappy
1.289969,0.20155,0.86254,919.2132,0.069829,0.089866,0.006659,0.534596,0.003274,731.3445,nothappy
1.416468,0.791551,0.894681,754.4751,0.024625,0.038056,0.01394,1.422473,0.003584,690.8828,nothappy
1.547568,1.139072,0.90065,189.9319,0.021452,0.009297,0.014,0.223275,0.002533,701.83,nothappy
1.551302,1.168921,0.898289,84.62841,0.003237,0.008451,0.016664,0.202513,0.002784,1120.158,nothappy
1.418599,1.429001,0.90386,133.4402,0.01226,0.051688,0.011878,0.233412,0.0054,583.9636,nothappy
1.480062,1.044506,0.892446,297.6364,0.02697,0.03535,0.008014,0.504283,0.005579,651.576,nothappy
1.112845,0.693185,0.885537,126.7817,0.013277,0.158804,0.009442,1.152093,0.002526,259.0434,nothappy
1.112845,0.693185,0.885537,126.7817,0.013277,0.158804,0.009442,1.152093,0.002526,259.0434,nothappy
1.258108,0.82937,0.892257,223.3396,0.011471,0.074714,0.006552,0.551002,0.001545,483.9496,nothappy
1.496602,1.18746,0.89869,265.8532,0.010363,0.014359,0.010914,0.254498,0.003089,903.648,nothappy
1.415325,1.220735,0.903455,102.0382,0.021106,0.007638,0.012453,0.312048,0.002511,743.1881,nothappy
1.324362,0.514167,0.893195,163.8877,0.033055,0.143394,0.005078,0.856001,0.002575,286.565,nothappy
1.324362,0.514167,0.893195,163.8877,0.033055,0.143394,0.005078,0.856001,0.002575,286.565,nothappy
1.324362,0.514167,0.893195,163.8877,0.033055,0.143394,0.005078,0.856001,0.002575,286.565,nothappy
1.324362,0.514167,0.893195,163.8877,0.033055,0.143394,0.005078,0.856001,0.002575,286.565,nothappy
1.34154,0.741525,0.887919,302.0525,0.03672,0.076413,0.011997,0.951597,0.002811,410.6183,nothappy
1.498299,1.228811,0.901304,40.62844,0.008457,0.00613,0.010332,0.253313,0.005829,875.8168,nothappy
1.408869,1.08048,0.893101,132.0175,0.017568,0.024695,0.012625,0.367746,0.002931,721.9666,nothappy
1.225945,0.84086,0.868896,460.5599,0.083664,0.384701,0.005139,2.545901,0.00115,397.1667,nothappy
1.178889,0.350165,0.860067,123.5318,0.011364,0.092319,0.001976,1.101047,0.001689,297.0701,nothappy
1.178889,0.350165,0.860067,123.5318,0.011364,0.092319,0.001976,1.101047,0.001689,297.0701,nothappy
1.178889,0.350165,0.860067,123.5318,0.011364,0.092319,0.001976,1.101047,0.001689,297.0701,nothappy
1.331247,0.5288,0.875219,200.2824,0.020663,0.014403,0.004154,0.514856,0.003469,672.4478,nothappy
1.331247,0.5288,0.875219,200.2824,0.020663,0.014403,0.004154,0.514856,0.003469,672.4478,nothappy
1.241637,0.77411,0.882972,330.6427,0.025794,0.060114,0.008136,1.285051,0.003215,555.2527,nothappy
1.457576,0.829961,0.886957,424.9308,0.038642,0.047436,0.005312,0.423999,0.005695,959.9404,nothappy
1.409377,0.905864,0.888063,171.5408,0.024781,0.052892,0.014345,0.578778,0.006398,723.5172,nothappy
1.29824,0.426137,0.868633,511.7934,0.067978,0.074028,0.004551,1.590794,0.005614,477.0765,nothappy
1.29824,0.426137,0.868633,511.7934,0.067978,0.074028,0.004551,1.590794,0.005614,477.0765,nothappy
1.547735,0.89737,0.895486,421.602,0.017186,0.040368,0.020097,0.863684,0.005266,858.6912,nothappy
1.547735,0.89737,0.895486,421.602,0.017186,0.040368,0.020097,0.863684,0.005266,858.6912,nothappy
1.284124,0.819312,0.891946,54.36649,0.006135,0.012848,0.010227,0.25149,0.003194,547.9808,nothappy
1.44101,0.853237,0.883183,784.6336,0.041259,0.154294,0.004502,1.875245,0.004319,772.5526,nothappy
1.443833,0.914521,0.898036,312.9748,0.030704,0.105,0.004983,1.080512,0.003662,623.8671,nothappy
1.443833,0.914521,0.898036,312.9748,0.030704,0.105,0.004983,1.080512,0.003662,623.8671,nothappy
1.389359,0.908491,0.89352,324.9458,0.025168,0.027819,0.011861,0.776841,0.004496,655.9339,nothappy
1.11924,0.525202,0.879655,63.10161,0.00788,0.104756,0.004364,0.805986,0.001244,267.2176,nothappy
1.26586,0.503243,0.869163,490.0171,0.038266,0.047749,0.009541,1.383981,0.002536,496.2645,nothappy
1.26586,0.503243,0.869163,490.0171,0.038266,0.047749,0.009541,1.383981,0.002536,496.2645,nothappy
1.26586,0.503243,0.869163,490.0171,0.038266,0.047749,0.009541,1.383981,0.002536,496.2645,nothappy
1.374076,1.029236,0.902716,206.2827,0.024481,0.071995,0.006374,0.556235,0.003058,366.7553,nothappy
1.374076,1.029236,0.902716,206.2827,0.024481,0.071995,0.006374,0.556235,0.003058,366.7553,nothappy
1.374076,1.029236,0.902716,206.2827,0.024481,0.071995,0.006374,0.556235,0.003058,366.7553,nothappy
1.374076,1.029236,0.902716,206.2827,0.024481,0.071995,0.006374,0.556235,0.003058,366.7553,nothappy
1.671952,0.681941,0.88479,218.1881,0.024321,0.021162,0.015705,0.463598,0.000836,600.4045,nothappy
1.503647,0.978129,0.899652,299.1969,0.015773,0.013438,0.012192,0.40824,0.006463,631.9531,nothappy
1.503647,0.978129,0.899652,299.1969,0.015773,0.013438,0.012192,0.40824,0.006463,631.9531,nothappy
