@attribute Std_Acc1000_Std_Mem40_PeakRatio_Chroma_D numeric
@attribute Std_Acc1000_Std_Mem40_SCF_3 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_2 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_4 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_19 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_18 numeric
@attribute BeatHisto_LowPeakAmp numeric
@attribute BeatHisto_MidPeakAmp numeric
@attribute BeatHisto_HighPeakAmp numeric
@attribute BeatHisto_MaxHPS numeric

@data

0.138269,-46.519166,0.420675,-0.002904,1.882945,0.445666,0.255603,0.226627,0.527785,1.109851,2.593525,0.47226,0.726716,0.212768,0.195405,0.163892,0.163634,5.39616,0.386155,0.291973,0.000016,0.000018,0.320526,0.416904,0.405523,0.661796,1.025238,0.102905,0.106582,0.078145,0.073402,0.055416,0.083452,0.097598,0.000018,0.094207,0.0335,0.030428,0.016044,0.212801,24.761499,39.438151,28.289062,1.004403
0.057564,-47.59483,0.551915,0.344784,1.971553,0.462641,0.350556,0.136834,0.480715,1.030384,2.528833,0.459455,0.889588,0.21875,0.202255,0.173294,0.173355,6.800884,0.501597,0.263913,0.000161,0.000169,0.254021,0.603932,0.604424,0.618412,1.206303,0.112683,0.11554,0.073639,0.064728,0.060612,0.085182,0.10119,0.00024,0.113783,0.043856,0.038808,0.017093,0.213522,63.105563,24.657497,31.238637,1.004651
0.051257,-50.37056,0.245688,0.053415,1.924739,0.413412,0.245143,0.135996,0.440728,1.124311,2.591884,0.455505,0.957953,0.226746,0.187415,0.179846,0.179032,5.754186,0.414605,0.332372,0.000119,0.000103,0.283257,0.494381,0.543208,0.733831,1.67412,0.122703,0.104529,0.071793,0.056757,0.071693,0.077058,0.097318,0.000044,0.120929,0.035725,0.043501,0.016175,0.212471,21.579234,30.236636,29.800272,1.003572
0.047527,-47.788823,0.248627,0.025597,1.882523,0.492287,0.253461,0.159337,0.461306,1.028563,2.533752,0.414016,0.734655,0.222045,0.192609,0.177857,0.15867,6.793481,0.670967,0.15757,0.000231,0.00028,0.210462,0.455074,0.681332,0.626846,2.957814,0.108841,0.10667,0.09019,0.101861,0.08845,0.080753,0.099557,0.000161,0.107105,0.045436,0.035515,0.03028,0.212264,52.991894,32.130931,54.580874,1.004617
0.111898,-45.687863,-0.230208,-0.101402,1.937251,0.460069,0.267246,0.207017,0.51115,1.093845,2.582348,0.445307,0.703659,0.220589,0.202826,0.180468,0.17188,5.227785,0.346168,0.150841,0.000027,0.000026,0.310923,0.320284,0.443269,0.602338,1.48733,0.109177,0.077238,0.06996,0.064658,0.067653,0.075661,0.090137,0.000081,0.09224,0.028559,0.0348,0.028905,0.217462,52.852983,60.646557,46.862907,1.004779
0.051499,-46.625052,0.901072,0.365308,1.909485,0.46534,0.271404,0.142692,0.461038,1.08315,2.565794,0.460055,0.796272,0.211881,0.199327,0.178894,0.159827,5.376478,0.32985,0.223472,0.000185,0.000175,0.216104,0.409763,0.447654,0.659646,2.120623,0.108925,0.084569,0.077151,0.063735,0.061697,0.074279,0.094409,0.000091,0.126264,0.037786,0.02822,0.033115,0.211184,57.46702,38.81747,88.658076,1.006615
0.015002,-56.812892,0.812728,0.164977,1.856381,0.459393,0.650987,0.083193,0.411583,0.936184,2.55759,0.405782,0.759561,0.159913,0.194839,0.182194,0.171868,6.730421,0.936647,0.260054,0.000039,0.00004,0.159648,0.614443,0.671695,0.937595,1.229534,0.157883,0.134589,0.108987,0.074649,0.074217,0.069182,0.077997,0.000017,0.185883,0.042564,0.051237,0.028739,0.214934,9.897934,11.823056,13.239253,1.002258
0.073553,-45.014632,0.354649,0.351496,1.797733,0.406195,0.258001,0.180592,0.507828,1.077023,2.571568,0.444817,0.79753,0.210987,0.198372,0.174604,0.168135,5.525808,0.537729,0.287456,0.000172,0.000197,0.326336,0.545482,0.574879,0.768359,1.525601,0.102037,0.110932,0.084375,0.065489,0.080037,0.075813,0.09003,0.000248,0.105865,0.038497,0.032417,0.026329,0.213451,84.993196,98.542395,77.017246,1.006403
0.080899,-47.592385,0.442049,0.246606,1.749547,0.343424,0.23988,0.171015,0.495157,1.127243,2.577116,0.492964,0.815388,0.203365,0.193402,0.194208,0.190625,5.529649,0.645754,0.472132,0.000088,0.000116,0.474664,0.506683,0.735502,0.899095,1.699995,0.115465,0.144283,0.114692,0.071424,0.0812,0.085766,0.097629,0.000081,0.103479,0.042382,0.033146,0.028995,0.216139,47.12276,88.582952,35.674553,1.007946
0.085593,-46.856137,0.200456,0.182692,1.890057,0.371343,0.24544,0.160914,0.51189,1.038726,2.565169,0.508831,0.902442,0.201119,0.196347,0.172523,0.16167,5.462323,0.805961,0.226997,0.000063,0.000086,0.611155,0.420455,0.494031,0.814071,2.7284,0.099906,0.117272,0.065635,0.083724,0.085055,0.073901,0.096354,0.000227,0.109586,0.026901,0.050438,0.033567,0.214863,24.913853,43.966561,23.392863,1.003906
0.043954,-51.125848,0.208164,-0.078328,1.796119,0.533733,0.230562,0.158306,0.41457,1.084797,2.55873,0.407207,0.772477,0.218875,0.188946,0.171243,0.16233,6.069779,0.396726,0.193198,0.000035,0.000041,0.341966,0.502373,0.471845,0.608107,1.238747,0.098905,0.09809,0.072026,0.066809,0.071282,0.070373,0.09089,0.000043,0.097984,0.042801,0.034573,0.028473,0.215307,25.93384,22.149795,44.890801,1.006427
0.042933,-47.647988,0.036936,0.938779,1.782571,0.412064,0.372609,0.161975,0.453491,0.995155,2.524017,0.379618,0.601488,0.217297,0.175104,0.146477,0.149812,5.559274,0.555216,0.211288,0.000053,0.000053,0.228713,0.336445,0.553222,0.772786,1.507084,0.108707,0.088241,0.079224,0.067091,0.068171,0.0702,0.081943,0.000024,0.10356,0.038832,0.029124,0.023698,0.213072,16.239753,19.738029,21.953136,1.002482
0.058153,-44.51071,0.266479,-0.04868,1.900152,0.441018,0.237739,0.162501,0.500387,1.097259,2.590226,0.469384,0.782318,0.219637,0.197659,0.179981,0.171768,5.233464,0.406688,0.184295,0.000098,0.000094,0.18748,0.402753,0.418919,0.71275,1.204048,0.101793,0.072889,0.061988,0.05438,0.059166,0.074633,0.089823,0.000133,0.09551,0.04224,0.027622,0.023541,0.215356,46.031141,53.559805,56.515746,1.003657
0.03954,-47.926326,0.401634,0.054617,1.813238,0.275569,0.398193,0.136818,0.412138,1.043233,2.538709,0.526574,0.669273,0.230449,0.162478,0.169228,0.136015,5.43788,0.581813,0.419242,0.000337,0.000387,0.355574,0.420359,0.578637,1.549716,1.433875,0.10138,0.097858,0.146143,0.072053,0.100974,0.072243,0.088811,0.000391,0.099071,0.04609,0.032594,0.030198,0.218511,34.148509,46.56734,39.951604,1.004097
0.092594,-43.094282,0.314779,0.169091,1.757739,0.504147,0.280589,0.195595,0.517899,1.041525,2.566119,0.428811,0.762253,0.20681,0.199461,0.181321,0.169373,5.015922,0.433437,0.157317,0.000093,0.000104,0.24233,0.34447,0.421037,0.56024,1.078562,0.093655,0.077709,0.067821,0.069221,0.067581,0.076384,0.091785,0.000112,0.09408,0.035266,0.037697,0.025537,0.21378,58.256617,90.63002,51.575529,1.005336
0.034331,-50.903832,0.210089,0.127688,1.864593,0.417461,0.304998,0.154565,0.433774,1.039593,2.576194,0.45572,0.811265,0.211207,0.189092,0.17016,0.157603,5.881162,0.378542,0.216626,0.000022,0.000027,0.204097,0.417629,0.418046,1.265648,1.10562,0.098685,0.075141,0.088185,0.064623,0.068134,0.068124,0.084351,0.000017,0.10203,0.041353,0.030049,0.024934,0.212972,17.671859,22.148871,21.930105,1.002944
0.067968,-49.055967,0.816742,0.295682,2.085987,0.367075,0.318117,0.157632,0.482669,1.027948,2.540936,0.474571,0.676827,0.214069,0.187243,0.180011,0.16651,5.986763,0.567837,0.515144,0.000162,0.000179,0.542449,0.431995,0.566507,1.206078,3.207865,0.129128,0.137787,0.123952,0.122794,0.133163,0.092024,0.104629,0.000148,0.123927,0.037575,0.03252,0.023921,0.211452,27.556309,45.435543,40.817218,1.004638
0.090716,-46.224875,0.481277,0.261632,1.87387,0.261192,0.236792,0.186539,0.492212,1.114243,2.581464,0.633283,0.92639,0.215057,0.213548,0.180509,0.178307,5.64876,0.677289,0.418862,0.000113,0.000076,0.355005,0.512268,0.537432,0.929486,1.481656,0.12222,0.087504,0.083378,0.100909,0.082525,0.081396,0.098409,0.000101,0.117061,0.045887,0.031325,0.016097,0.212586,86.644703,67.242283,130.618954,1.009358
0.093109,-45.391235,-0.310326,0.337572,1.890577,0.418844,0.326289,0.209994,0.489656,1.000113,2.553559,0.412417,0.901558,0.20607,0.215855,0.170519,0.168028,5.35878,0.632174,0.261182,0.000094,0.000118,0.523624,0.525384,0.559577,0.911769,1.396277,0.118724,0.083127,0.093309,0.038935,0.06512,0.066916,0.078054,0.000094,0.108289,0.033691,0.026639,0.036913,0.214349,49.371378,57.333334,63.884579,1.00558
0.034576,-49.268313,0.494711,0.459264,2.058662,0.513746,0.340528,0.103873,0.484646,1.123719,2.603716,0.441311,0.841597,0.243876,0.214382,0.188244,0.190521,5.983958,0.614449,0.188778,0.000238,0.000276,0.214177,0.419825,0.623016,0.757135,1.012316,0.113764,0.100804,0.08771,0.074139,0.088381,0.076539,0.094084,0.00018,0.100792,0.04304,0.042647,0.02826,0.218056,97.833529,42.337076,138.332399,1.010005
0.051962,-46.711824,0.136444,0.199404,1.921694,0.377608,0.292111,0.153985,0.468947,1.101759,2.589557,0.524475,0.928634,0.227421,0.21613,0.213163,0.205222,5.469792,0.392685,0.184527,0.000119,0.000124,0.185817,0.475374,0.545136,0.77731,1.703927,0.104413,0.090431,0.072773,0.075001,0.07365,0.074993,0.095196,0.000121,0.090999,0.034919,0.0349,0.033059,0.214391,55.879216,57.898767,90.990998,1.007048
0.082283,-44.72846,0.086447,0.363284,1.895355,0.462965,0.248616,0.184378,0.508411,1.060866,2.571403,0.419156,0.857899,0.22095,0.21692,0.194002,0.178034,5.608295,0.462606,0.185243,0.000108,0.000097,0.226834,0.410328,0.446957,0.716282,1.462258,0.102292,0.105079,0.080368,0.058159,0.077992,0.07729,0.087283,0.000097,0.098496,0.028693,0.03133,0.028904,0.214758,74.009408,42.471474,37.534821,1.006203
0.10461,-45.460585,0.46721,-0.308586,1.872137,0.383024,0.206638,0.194572,0.484952,1.08909,2.550869,0.480597,0.775834,0.247498,0.214495,0.187073,0.177952,5.396674,0.410173,0.270915,0.000174,0.000172,0.338021,0.481714,0.51047,0.895458,1.652533,0.116113,0.115464,0.103441,0.092202,0.082537,0.075308,0.092335,0.000219,0.113284,0.04111,0.034567,0.028172,0.211451,61.506669,89.184506,90.556541,1.007016
0.048181,-51.103746,0.375553,0.500162,1.922158,0.392125,0.396271,0.151253,0.416031,1.079421,2.574373,0.700642,0.763822,0.171566,0.210932,0.206947,0.196365,7.052513,0.421758,0.240882,0.000197,0.000218,0.780435,0.51581,1.042582,1.054568,1.179542,0.125813,0.117173,0.093479,0.097888,0.0891,0.075702,0.088839,0.000229,0.129237,0.05388,0.050763,0.027284,0.215297,34.347193,81.417495,32.777084,1.007524
0.057666,-47.534789,0.70442,0.189808,1.985708,0.448682,0.262674,0.156492,0.460135,1.056753,2.544233,0.422357,0.792304,0.22205,0.200123,0.183488,0.17179,5.582481,0.342957,0.197427,0.000055,0.000059,0.322786,0.503453,0.597472,0.85766,2.284226,0.111758,0.116118,0.080597,0.065458,0.079927,0.075758,0.097624,0.000047,0.120755,0.03353,0.034262,0.022516,0.212218,30.35516,38.680757,33.339729,1.004066
0.076096,-48.071833,0.248897,0.049653,1.916644,0.467184,0.263113,0.163462,0.487884,1.061583,2.578341,0.641111,0.884995,0.22697,0.228618,0.19933,0.196852,5.545902,0.591373,0.197228,0.000224,0.000242,0.394901,0.446267,0.834025,0.774745,1.641517,0.098986,0.112144,0.07948,0.090147,0.083284,0.076086,0.092857,0.00023,0.119435,0.040021,0.042967,0.029249,0.212967,124.610682,37.16002,131.317494,1.009599
0.04574,-46.418917,0.492049,0.267562,1.948436,0.359439,0.323301,0.162091,0.451729,1.018553,2.593082,0.385317,0.760915,0.221236,0.188808,0.15494,0.167608,5.364542,0.549643,0.240288,0.000159,0.000159,0.417386,0.523848,0.647387,1.014884,1.826275,0.102831,0.087157,0.088234,0.057209,0.055046,0.066961,0.081049,0.0001,0.108401,0.035802,0.044652,0.030054,0.212481,24.239254,35.908616,24.589037,1.003575
0.068488,-42.572623,-0.278951,0.479714,1.933813,0.528152,0.232719,0.144067,0.524591,1.029745,2.568487,0.448306,0.768183,0.233589,0.196581,0.169021,0.161474,4.824817,0.436105,0.137686,0.000211,0.000224,0.256656,0.385213,0.421289,0.592329,1.123336,0.087603,0.082405,0.08114,0.057972,0.05896,0.071162,0.082209,0.000123,0.109017,0.033629,0.031754,0.017673,0.218448,47.378134,52.740175,41.150749,1.003278
0.071693,-46.414467,0.201655,0.05648,1.705935,0.571043,0.309093,0.191257,0.487459,1.108842,2.590576,0.378844,0.591654,0.197419,0.180777,0.157785,0.148647,5.307722,0.122829,0.088652,0.000028,0.000027,0.146918,0.299332,0.375672,0.449403,1.109891,0.094722,0.077297,0.073624,0.07257,0.064811,0.072263,0.091991,0.000019,0.07861,0.044041,0.036397,0.025405,0.212849,41.700062,57.416471,34.015551,1.005574
0.065753,-45.862896,0.593553,0.241018,1.87902,0.404953,0.272459,0.182789,0.437001,1.050903,2.535076,0.499581,0.851044,0.222896,0.225113,0.201488,0.188352,5.556697,0.60569,0.183166,0.000164,0.000127,0.508945,0.510064,0.639799,0.881841,1.942394,0.124365,0.142579,0.100263,0.099801,0.086529,0.073801,0.088658,0.000157,0.107209,0.037568,0.034627,0.032086,0.213247,51.444022,37.05479,32.445915,1.005073
0.048932,-46.417613,0.85769,0.18104,1.858517,0.390534,0.362364,0.153685,0.444962,1.019722,2.557745,0.443592,0.766862,0.23772,0.210471,0.197671,0.192902,5.633009,0.416197,0.223807,0.000109,0.000112,0.223616,0.398936,0.507353,0.615214,1.352962,0.111494,0.083063,0.074608,0.052545,0.052279,0.070217,0.088545,0.000116,0.096631,0.044132,0.03937,0.021853,0.212988,50.761369,42.67537,95.29747,1.006662
0.028476,-58.40406,0.394227,0.009324,1.847267,0.476868,0.307458,0.107888,0.413859,1.073617,2.555569,0.489214,0.781659,0.237807,0.208207,0.189339,0.185393,6.984817,0.647955,0.238379,0.000013,0.000012,0.272782,0.389797,0.48982,0.570851,1.693059,0.112552,0.08961,0.082157,0.069725,0.066043,0.075712,0.096404,0.000014,0.092172,0.034987,0.029509,0.023704,0.215051,12.269906,11.057994,20.03876,1.00486
0.042514,-47.02374,-0.02989,0.117554,1.984616,0.481761,0.275586,0.136245,0.47405,1.033373,2.59845,0.482671,0.700483,0.225541,0.183078,0.171454,0.170768,6.140491,0.658356,0.240369,0.000303,0.000328,0.264777,0.390547,0.364296,0.808572,2.334457,0.10507,0.094165,0.092155,0.097414,0.090558,0.074734,0.087355,0.000322,0.108051,0.039785,0.031551,0.02969,0.219215,63.352245,73.877085,43.464706,1.006024
0.081322,-44.162285,0.235541,-0.456518,1.919251,0.364883,0.258727,0.184596,0.457659,1.057777,2.552199,0.482901,0.704039,0.205128,0.179222,0.149534,0.143782,5.052213,0.40282,0.242103,0.000207,0.00018,0.528913,0.508353,0.598172,0.897237,1.447909,0.14487,0.10314,0.059506,0.065592,0.062657,0.069292,0.087523,0.000153,0.165928,0.035941,0.036265,0.024134,0.210224,26.659736,25.244869,32.685877,1.002607
0.092683,-44.415399,0.235289,0.211665,2.132562,0.370936,0.250765,0.177201,0.486974,1.085179,2.527884,0.462059,0.883224,0.23222,0.224251,0.188584,0.184803,5.156525,0.709722,0.278987,0.000102,0.000127,0.278756,0.456714,0.525167,0.711527,1.434464,0.106776,0.096719,0.079366,0.058103,0.067356,0.078202,0.090685,0.00032,0.09764,0.02842,0.034789,0.026356,0.211186,45.513065,40.344064,56.466771,1.004254
0.092258,-51.757246,-0.023162,-0.052614,1.758785,0.434401,0.47471,0.182928,0.477278,0.896036,2.552282,0.366965,0.61005,0.180586,0.145223,0.141703,0.130332,6.763881,0.49222,0.252129,0.000035,0.000034,0.408,0.449448,0.872703,1.094607,2.155637,0.135367,0.085625,0.073322,0.058049,0.062473,0.070767,0.089875,0.000013,0.158059,0.029061,0.034402,0.037625,0.223225,14.844202,18.887483,20.494161,1.002471
0.052739,-46.06433,0.427219,-0.286677,2.010884,0.382369,0.278583,0.152083,0.426202,1.040258,2.545081,0.454854,0.816617,0.229213,0.189913,0.170797,0.174373,5.673396,0.996633,0.275026,0.000277,0.000305,0.389581,0.520969,0.57516,0.81341,1.766053,0.168998,0.130378,0.091696,0.096289,0.086906,0.078147,0.092668,0.000176,0.148854,0.047452,0.041181,0.029596,0.21539,21.632244,25.671859,42.401858,1.003751
0.034608,-51.20771,0.601064,0.362218,1.871158,0.483126,0.289066,0.130312,0.450993,1.03671,2.536421,0.415015,0.901513,0.215661,0.201958,0.172537,0.164105,5.979431,0.572507,0.229632,0.000037,0.000041,0.245314,0.542181,0.982007,0.988315,2.308022,0.097285,0.142366,0.121607,0.07924,0.080705,0.076322,0.091125,0.000045,0.116235,0.032305,0.031739,0.034305,0.210558,23.506759,21.440062,28.753737,1.003295
0.066483,-44.514638,0.282403,0.350963,1.931727,0.464598,0.292496,0.178896,0.454247,1.06212,2.56101,0.426509,0.704577,0.232785,0.207351,0.186512,0.173111,5.196663,0.493149,0.175322,0.000292,0.000296,0.399736,0.44421,0.57212,0.862184,1.264172,0.105822,0.106553,0.097111,0.067037,0.080626,0.073018,0.090276,0.00019,0.100308,0.032889,0.026656,0.026528,0.215597,51.267225,98.690551,79.371467,1.007406
0.073945,-48.918863,0.408328,0.055457,1.96488,0.354067,0.21717,0.174671,0.451521,1.086735,2.549003,0.620416,1.092758,0.228735,0.227015,0.214958,0.207747,6.025717,0.48984,0.258836,0.000059,0.000064,0.568167,0.600234,0.58961,0.817561,1.654649,0.156643,0.105521,0.103054,0.085795,0.084521,0.070032,0.088224,0.000173,0.132804,0.045776,0.035586,0.028679,0.213598,21.256617,36.760224,25.518037,1.005094
0.044963,-47.025748,0.340232,-0.058559,1.711522,0.418403,0.320155,0.138096,0.463637,1.143692,2.60289,0.416596,0.826754,0.209347,0.223656,0.223661,0.218014,5.388619,0.192446,0.102335,0.000108,0.000121,0.206558,0.368494,0.461937,0.601371,0.784996,0.11609,0.089419,0.066323,0.061225,0.072689,0.076189,0.091361,0.00012,0.07815,0.036525,0.027659,0.021611,0.217063,113.748942,91.74388,161.887616,1.010453
0.030662,-48.330809,0.512967,0.298735,1.965512,0.49802,0.284555,0.132489,0.42402,1.083833,2.575298,0.403239,0.850083,0.223274,0.19243,0.173326,0.166611,5.587574,0.266848,0.281809,0.000204,0.000235,0.274713,0.530634,0.538876,0.577493,1.077951,0.100785,0.10668,0.082289,0.064905,0.066865,0.06887,0.087642,0.000118,0.097749,0.039688,0.035567,0.026026,0.216148,76.028027,46.770382,41.226941,1.00539
0.074799,-51.592588,0.567259,0.233965,1.792704,0.288049,0.264598,0.174141,0.494253,1.046483,2.548677,0.528597,0.626506,0.217638,0.216562,0.161232,0.170755,5.88169,0.319033,0.134425,0.00002,0.000022,0.192183,0.345755,0.55371,0.62779,1.198137,0.102226,0.077264,0.060973,0.059257,0.046902,0.074742,0.090806,0.000049,0.091651,0.036532,0.042655,0.019976,0.214723,30.424894,35.459753,29.616568,1.005902
0.12128,-45.445426,0.693041,0.07475,1.901186,0.552815,0.25076,0.182821,0.551391,1.114043,2.568452,0.395368,0.728479,0.208032,0.184863,0.159221,0.155101,5.275171,0.381006,0.118901,0.000033,0.000031,0.156701,0.357029,0.348345,0.657952,1.238697,0.09718,0.093592,0.065718,0.06355,0.063639,0.083401,0.096396,0.000021,0.088934,0.034494,0.02343,0.028906,0.214958,46.385813,42.950531,34.047107,1.004229
0.06672,-48.993309,0.363073,-0.133882,1.896439,0.413327,0.285401,0.161515,0.469556,1.065298,2.57629,0.500842,0.803669,0.207389,0.199461,0.174682,0.175635,5.659524,0.606529,0.15981,0.000041,0.000045,0.40788,0.533928,0.520655,0.990776,1.891541,0.125278,0.108959,0.080518,0.088075,0.080846,0.080299,0.095142,0.000045,0.108719,0.044726,0.037516,0.029718,0.214611,30.134038,55.281993,38.808639,1.006505
0.072331,-45.278214,-0.136542,0.177169,1.819014,0.478107,0.2541,0.170198,0.492604,1.101141,2.58211,0.485444,0.888047,0.22243,0.203034,0.187207,0.183292,5.515924,0.591293,0.278969,0.000219,0.000242,0.324736,0.42133,0.479572,0.717584,1.782185,0.104984,0.091954,0.078627,0.072739,0.074934,0.076158,0.089455,0.000273,0.092475,0.047965,0.032253,0.028492,0.215462,81.443896,44.904492,90.392869,1.006533
0.067235,-45.438776,0.123891,-0.194833,1.836664,0.405042,0.249818,0.180407,0.459944,1.036477,2.565423,0.497323,0.879995,0.220068,0.213809,0.186641,0.181548,5.436381,0.48328,0.191278,0.000135,0.000173,0.509113,0.491404,0.58923,0.948774,1.602101,0.10153,0.091953,0.101601,0.081465,0.07703,0.071126,0.090009,0.000144,0.084017,0.03939,0.046801,0.026891,0.214267,60.491536,48.315565,79.395416,1.006048
0.052219,-47.305162,0.531741,0.142176,1.786322,0.564482,0.239925,0.13553,0.500961,1.137805,2.571916,0.443768,0.74764,0.212274,0.198476,0.168086,0.163049,5.831416,0.293209,0.152596,0.00028,0.000316,0.216281,0.373643,0.41782,0.526206,1.098341,0.102829,0.085628,0.068679,0.063132,0.06479,0.08161,0.098806,0.000344,0.090453,0.036207,0.034086,0.026085,0.215073,0,78.875637,94.483333,1.007581
0.06076,-50.0699,0.328673,-0.008639,1.721249,0.479717,0.239829,0.151621,0.492991,1.121639,2.55284,0.406686,0.771735,0.203091,0.190738,0.173259,0.174759,5.712941,0.4525,0.214387,0.000018,0.000019,0.222369,0.353557,0.401925,0.802233,1.40097,0.102379,0.077976,0.091245,0.062369,0.06475,0.077982,0.093753,0.000015,0.10078,0.038826,0.036477,0.027196,0.212781,33.4714,30.677101,54.834775,1.006473
0.040636,-45.607421,0.333302,-0.069232,1.871367,0.455296,0.279137,0.139378,0.447225,1.089198,2.56416,0.467245,0.698385,0.22191,0.202006,0.172942,0.173175,5.250947,0.359136,0.196108,0.000103,0.000109,0.196662,0.357219,0.51629,0.87646,1.191524,0.117764,0.080684,0.081886,0.070059,0.068921,0.069426,0.089157,0.000063,0.098934,0.036881,0.035101,0.02816,0.212649,36.801302,38.506949,56.07671,1.003681
0.03214,-56.836016,0.280073,0.139714,1.786165,0.372872,0.246676,0.122079,0.447464,1.039317,2.547692,0.55654,0.901767,0.213177,0.207992,0.172045,0.163662,6.745559,0.411141,0.401268,0.000011,0.000013,0.241817,0.514787,0.440831,0.930523,1.806253,0.118305,0.083367,0.088702,0.08734,0.074421,0.072613,0.10292,0.000017,0.11554,0.038374,0.033076,0.02633,0.212089,11.61311,13.376569,15.686751,1.00333
0.04723,-49.847017,-0.136055,0.064893,1.835766,0.466183,0.362383,0.140617,0.47454,1.09272,2.600306,0.536698,0.886807,0.214726,0.198299,0.19851,0.176773,5.873353,0.304903,0.282995,0.000117,0.000137,0.245676,0.504935,0.598979,0.869606,1.415673,0.092821,0.09744,0.084078,0.099908,0.100309,0.07603,0.092768,0.000187,0.076472,0.028106,0.024955,0.028842,0.215225,84.568064,77.62508,112.279697,1.011926
0.048434,-43.820914,0.518951,0.163772,1.80346,0.525653,0.290294,0.148387,0.489583,1.077889,2.570095,0.393665,0.622032,0.21572,0.181091,0.164632,0.159783,5.155797,0.386628,0.125787,0.000133,0.000132,0.178045,0.29103,0.359806,0.508953,0.887589,0.091017,0.07728,0.06896,0.060365,0.063049,0.07419,0.089991,0.000097,0.117464,0.037499,0.029799,0.027865,0.213097,60.769681,58.901282,86.547616,1.004832
0.054682,-45.56736,0.459773,0.275496,1.926126,0.385623,0.328147,0.167156,0.454023,1.004495,2.514731,0.441071,0.748368,0.214307,0.184619,0.164487,0.15401,5.452277,0.504008,0.229412,0.00011,0.000116,0.233642,0.373134,0.456275,0.631877,0.986003,0.123427,0.100964,0.062823,0.062982,0.068497,0.071868,0.088984,0.000052,0.118217,0.035555,0.033707,0.021667,0.208539,30.209288,44.710949,29.615263,1.003399
0.078673,-52.566879,0.06007,0.070057,1.907149,0.417531,0.258133,0.173731,0.500366,1.094691,2.574106,0.4944,0.797462,0.235618,0.201784,0.201598,0.189633,6.089092,0.727067,0.294155,0.000016,0.000017,0.406685,0.403825,0.518327,0.835207,1.282661,0.115561,0.104534,0.084321,0.075456,0.076776,0.077045,0.092064,0.000026,0.116837,0.042813,0.030408,0.02094,0.213683,31.360366,40.358595,31.604147,1.008037
0.034614,-54.255888,0.988307,0.19291,2.061202,0.390191,0.181972,0.107806,0.399767,1.077172,2.550213,0.476269,0.808015,0.229709,0.183075,0.178565,0.175329,6.569884,0.656495,0.328233,0.000128,0.000141,0.376541,0.549269,0.677754,0.655374,2.180978,0.107403,0.126952,0.097428,0.102093,0.090406,0.077891,0.092888,0.000066,0.144892,0.045179,0.036501,0.025278,0.21207,12.693386,28.328413,12.39542,1.006212
0.037566,-47.350222,0.812871,-0.11546,1.870663,0.373118,0.36369,0.122999,0.415145,1.064128,2.576339,0.572965,0.827171,0.219706,0.196145,0.19193,0.17815,5.603229,0.450473,0.328195,0.000205,0.000218,0.210451,0.41686,0.460951,0.793941,1.179689,0.110497,0.078543,0.070971,0.060608,0.057424,0.071082,0.08917,0.000146,0.099835,0.031562,0.028931,0.030962,0.213526,30.463479,45.746225,44.918617,1.004659
0.032705,-52.154727,0.257496,0.238532,1.874489,0.492752,0.308226,0.123105,0.47438,1.114376,2.579737,0.47117,0.778375,0.213362,0.186157,0.18248,0.153395,5.950587,0.673984,0.292474,0.000074,0.000097,0.271326,0.420137,0.530613,0.5823,1.562422,0.10225,0.088464,0.069617,0.068918,0.073838,0.086179,0.100175,0.000164,0.106037,0.030015,0.034333,0.02492,0.215393,55.614913,63.432112,52.483427,1.008711
0.067373,-45.782831,-0.084786,0.158227,1.851469,0.363313,0.304171,0.168769,0.46297,1.065356,2.592287,0.457276,0.933041,0.219931,0.201993,0.190983,0.178516,5.244743,0.569747,0.259339,0.000168,0.000164,0.387688,0.563927,0.501192,0.840909,1.854157,0.110583,0.099397,0.09924,0.074143,0.073938,0.076705,0.091575,0.000089,0.126192,0.046011,0.039263,0.032895,0.213663,57.724221,25.498313,88.176187,1.006791
0.087058,-45.732481,0.230716,0.571814,1.82057,0.490932,0.236597,0.202769,0.525692,1.108749,2.555387,0.412587,0.799105,0.210942,0.193838,0.164757,0.162242,5.193888,0.200613,0.190052,0.000039,0.000033,0.160776,0.424504,0.549624,0.579451,1.22395,0.108606,0.086909,0.082942,0.063473,0.066804,0.078933,0.09268,0.00002,0.095778,0.028537,0.030332,0.028425,0.211333,40.058206,25.463863,35.809255,1.003218
0.11199,-41.227891,0.304665,-0.005463,1.853135,0.518695,0.237452,0.19623,0.528508,1.050431,2.539955,0.409709,0.691083,0.221628,0.190559,0.169514,0.163752,4.698856,0.581768,0.132765,0.000206,0.000194,0.267961,0.337794,0.414496,0.519304,1.550128,0.099678,0.083236,0.080087,0.075494,0.071462,0.07846,0.093693,0.000095,0.110356,0.036614,0.02982,0.024232,0.213019,56.149855,54.507269,78.871412,1.003607
