@relation 'wav/all//opensmile.arff-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute pcm_RMSenergy_sma_amean numeric
@attribute pcm_RMSenergy_sma_skewness numeric
@attribute mfcc_sma[1]_linregc1 numeric
@attribute mfcc_sma[5]_min numeric
@attribute mfcc_sma[9]_linregerrQ numeric
@attribute mfcc_sma[12]_linregerrQ numeric
@attribute pcm_zcr_sma_min numeric
@attribute pcm_zcr_sma_amean numeric
@attribute pcm_zcr_sma_kurtosis numeric
@attribute voiceProb_sma_max numeric
@attribute voiceProb_sma_skewness numeric
@attribute pcm_RMSenergy_sma_de_stddev numeric
@attribute pcm_RMSenergy_sma_de_kurtosis numeric
@attribute mfcc_sma_de[1]_kurtosis numeric
@attribute mfcc_sma_de[2]_linregc1 numeric
@attribute mfcc_sma_de[2]_kurtosis numeric
@attribute mfcc_sma_de[3]_kurtosis numeric
@attribute mfcc_sma_de[5]_kurtosis numeric
@attribute mfcc_sma_de[6]_kurtosis numeric
@attribute mfcc_sma_de[9]_kurtosis numeric
@attribute mfcc_sma_de[12]_linregerrQ numeric
@attribute pcm_zcr_sma_de_amean numeric
@attribute pcm_zcr_sma_de_kurtosis numeric
@attribute voiceProb_sma_de_kurtosis numeric
@attribute output {happy,nothappy}

@data
0.018305,0.69544,-0.001074,-9.904279,28.00243,21.49844,0.004235,0.080524,5.228378,0.88913,1.516968,0.002236,5.615674,6.442558,-0.000004,5.129806,5.167844,4.118135,4.083048,4.774931,1.252615,0.000004,6.367258,6.31051,happy
0.012243,1.399801,-0.000213,-21.75324,31.62603,25.19304,0.00605,0.124487,4.100531,0.833507,0.935464,0.002398,6.469901,4.667712,0.000001,5.96859,4.560804,3.879602,3.816889,3.421674,1.519207,0.000014,7.56935,5.814059,happy
0.020921,2.077311,-0.000975,-19.5925,29.03052,17.52529,0.011494,0.042584,7.325341,0.903828,0.497462,0.001649,24.20857,14.77209,-0.000003,4.90816,5.964665,4.932686,5.138848,4.467636,0.731841,0.000002,11.08871,6.579699,happy
0.038744,1.664188,-0.000293,-22.6573,21.17842,20.36656,0.015124,0.099153,8.559053,0.667394,1.251788,0.003494,8.661046,6.404775,-0.000002,4.390405,4.039627,3.776804,4.821913,3.820537,0.928071,0.000022,10.98829,5.352003,happy
0.024395,1.109096,-0.000176,-9.553678,23.68599,30.27082,0.009074,0.079974,2.926739,0.954522,0.286792,0.003414,7.099244,3.511693,0.000001,4.515785,4.217253,3.753778,3.943427,3.608915,1.215678,-0.000004,4.482791,4.543899,happy
0.018643,1.533381,-0.000201,-27.59699,37.15329,32.27927,0,0.133793,6.802627,0.920841,1.389437,0.003995,8.716252,6.263013,-0.000001,4.291535,5.346308,4.409114,4.003017,4.921434,1.844516,-0.000003,7.221708,7.13202,happy
0.04612,1.671367,0.000254,-19.62751,28.32614,24.4048,0.012704,0.093841,6.148473,0.81724,1.480313,0.005821,8.38756,5.278294,0.000006,4.805667,4.444208,4.414349,5.159679,3.720255,0.746364,0.000057,9.06531,7.421652,happy
0.028435,1.1119,0.000361,-19.66203,16.06674,10.6678,0.009679,0.070594,7.275878,0.67462,1.437482,0.004805,4.410164,4.164352,-0.000001,4.525394,5.5588,4.360453,4.407431,3.201581,0.737207,-0.000013,6.395667,6.405726,happy
0.00216,1.232427,0.003083,-31.76232,36.52997,34.95953,0.009679,0.076213,13.69124,0.862879,0.690244,0.000188,13.87398,12.4879,0,6.85974,7.476254,4.400259,4.45713,3.592049,0.845444,-0.000007,29.20864,6.72008,happy
0.019959,1.084102,-0.000985,-19.13776,28.888,16.52112,0.00605,0.099897,24.28605,0.904872,0.626833,0.00202,8.648149,6.15568,0.000003,6.35388,4.471287,3.988544,4.254591,3.583372,0.818171,-0.000008,19.96591,5.591585,happy
0.027736,1.482648,-0.000684,-23.60475,46.65016,23.35997,0.007864,0.076028,5.823322,0.940876,0.715232,0.005632,8.775795,6.559717,0.000007,6.867801,5.573384,4.353797,5.455279,4.436451,1.348522,0.000005,7.780673,4.847923,happy
0.027771,0.839502,0.000323,-20.82428,20.17111,12.9159,0.027223,0.133372,7.000551,0.862735,1.118267,0.003154,10.4997,6.79351,0.000002,6.058996,4.422822,4.202513,3.718519,3.543744,0.779822,-0.000001,7.996974,5.325846,happy
0.032249,0.767503,-0.000512,-16.19401,22.65159,16.66682,0.012099,0.076237,3.291729,0.84309,0.9149,0.003685,7.459351,9.220072,0.000003,4.659104,4.135571,3.769314,4.158515,3.672544,0.888505,0.000006,5.885562,5.480826,happy
0.076429,-0.113874,0.000793,-10.42491,12.6152,14.7116,0.019359,0.108337,2.828621,0.685812,1.458278,0.003362,6.449113,3.687229,-0.000002,3.671873,3.577783,3.627758,3.040724,3.39658,0.985522,-0.000018,4.306048,5.041818,happy
0.043923,0.834671,0.000007,-13.54172,22.54232,13.32273,0.007864,0.111056,7.246862,0.837477,0.941908,0.005118,6.31832,5.26109,-0.000001,3.890902,4.493282,4.000449,3.879946,3.624738,1.042675,-0.000022,6.973117,5.15006,happy
0.017368,2.117747,-0.000311,-28.31048,42.4736,56.09106,0.016939,0.071057,61.62238,0.899604,-0.065852,0.001668,16.76021,7.135272,0.000002,5.576006,4.667683,3.471242,3.618884,3.520778,1.382129,-0.000008,64.53481,5.242718,happy
0.041834,0.860705,-0.001413,-19.95934,25.98698,31.26615,0.013914,0.106829,2.671058,0.916768,0.156079,0.004009,9.765664,5.527122,-0.00001,4.704679,3.633606,4.06802,3.989026,4.404521,1.271653,0.000021,5.418896,4.784238,happy
0.010172,1.297214,0.001005,-15.89913,27.18288,26.42706,0.005445,0.059371,6.399851,0.866885,0.8198,0.00071,6.235943,5.954085,-0.000003,4.762799,4.055737,3.311861,3.159775,3.256836,0.907983,-0.000006,7.182048,6.123641,happy
0.019953,1.122266,-0.001762,-23.17851,30.21391,26.10174,0.024198,0.071599,4.183053,0.911865,0.865245,0.001268,10.91316,9.194811,0.000004,6.312394,4.928219,3.540491,3.187193,3.447653,1.031673,-0.000007,7.393617,5.191881,happy
0.018401,0.879501,0.000283,-19.30108,24.8355,33.57467,0.016334,0.053708,4.776629,0.944733,0.352565,0.002281,5.184628,5.827486,0.000008,5.89706,3.842531,4.236042,3.602634,4.058938,1.201245,-0.000008,5.615767,4.514273,happy
0.014796,2.164409,0.000064,-20.08697,24.39695,21.61196,0.013309,0.076466,18.33862,0.87058,0.946856,0.002258,12.80811,5.568172,0.000003,5.731584,3.802681,3.394167,3.116029,3.509304,1.390371,-0.000007,13.06776,4.35146,happy
0.045831,0.242227,0.000283,-14.26441,22.0284,29.6843,0.005445,0.095461,3.202198,0.888817,0.848556,0.004089,4.944693,4.260064,0,4.667892,3.82322,4.122165,3.640535,3.353289,1.378031,0.000012,7.43406,5.488178,happy
0.043622,0.084386,-0.000391,-17.40699,36.64132,19.45411,0.011494,0.106337,16.81461,0.871545,0.919503,0.003252,6.086977,6.493161,-0.000002,5.07062,4.743369,3.521682,3.545475,3.449772,1.039866,-0.000019,16.54385,4.794029,happy
0.035551,1.735676,0.000006,-13.17259,19.96774,14.48066,0.012704,0.081201,9.062596,0.826387,0.934722,0.004944,8.347185,5.374427,0,4.916996,3.911534,3.620951,3.550879,3.678253,0.843054,0.000024,8.894068,4.902037,happy
0.030851,1.963649,0.00014,-19.09674,14.07843,14.76909,0.015124,0.061149,13.2624,0.715259,0.986983,0.002782,12.28081,7.187461,-0.000001,6.596211,4.882446,3.439335,3.814981,3.650901,0.79431,0.000007,14.47052,4.857026,happy
0.001216,1.442355,-0.000274,-14.17695,14.12477,16.27358,0.00484,0.016393,11.44809,0.8975,-0.149949,0.000079,148.3005,14.40283,-0.000005,9.905682,4.220898,4.985361,5.090229,3.437646,0.551066,0.000003,14.91566,14.45798,happy
0.05772,0.254479,-0.000057,-15.52068,19.24123,21.16824,0.013309,0.117487,3.839856,0.838712,1.705599,0.004916,6.354254,7.470551,-0.000001,5.635264,4.209992,3.818677,3.407258,4.071585,0.956015,-0.000006,6.77,5.834805,happy
0.035312,0.547032,-0.000072,-18.57885,19.94902,16.50623,0.015729,0.117914,3.440477,0.878753,1.032837,0.00396,5.909258,3.354671,-0.000002,3.485697,3.388181,3.61182,3.202842,3.513946,1.228125,-0.000021,4.338089,4.236846,happy
0.03772,0.429062,-0.000362,-22.78754,22.47903,19.15096,0.009679,0.07876,14.80333,0.871186,0.62687,0.00477,7.223734,5.282922,0.000002,5.485578,5.008121,4.922307,3.666352,4.323043,1.088663,0.000008,11.36551,4.426989,happy
0.01559,1.373547,-0.001298,-30.70949,36.30862,23.81857,0.019359,0.073294,26.73443,0.910714,0.316604,0.001711,16.36504,9.709208,0.000004,8.381605,5.486145,4.695573,4.071026,4.363606,1.110148,-0.000006,30.58187,5.730683,happy
0.025858,1.734645,-0.000411,-21.42881,26.16631,22.82538,0.013914,0.111805,12.83117,0.886328,0.97805,0.002797,8.782857,5.633544,0.000003,4.463108,4.006905,3.731056,3.963299,3.718007,1.090245,-0.000009,13.20779,4.641872,happy
0.055231,0.356635,-0.000068,-20.2357,21.98265,34.63641,0.014519,0.102726,4.3799,0.915,0.503265,0.003267,6.171122,5.38484,0.000002,5.419024,4.839322,3.474773,3.499604,3.378483,1.240855,-0.000031,4.910416,4.714039,happy
0.03432,0.319515,-0.000395,-12.03919,14.41604,9.360672,0.030853,0.114322,4.319078,0.686236,0.766574,0.001133,6.25724,5.399386,0.000002,3.968472,3.679231,3.325609,3.297004,3.262557,0.763395,0.000007,5.453497,4.585216,happy
0.016615,1.654703,-0.000377,-19.96251,37.62558,20.16456,0.009679,0.043132,15.70838,0.893776,0.402791,0.002435,6.398352,4.128239,-0.000001,4.894336,3.622498,3.544353,3.30499,4.33173,1.125378,0.000021,12.00082,4.915562,happy
0.011385,1.5354,0.000392,-21.43237,22.76737,16.28608,0.004235,0.068588,5.992802,0.834369,1.197784,0.001774,6.460572,4.429968,0.000002,3.925852,4.046416,3.736482,3.97562,4.067142,0.921491,-0.000025,9.176612,4.893017,happy
0.036587,1.638238,0.001772,-16.06818,45.76463,24.95532,0.00363,0.073706,7.818388,0.91312,0.532354,0.003473,8.837318,6.727329,-0.000001,7.066234,4.547759,4.233267,4.3749,3.994587,1.313136,-0.000031,9.007213,5.130223,happy
0.040402,0.606835,-0.000643,-12.20582,24.12765,14.52173,0.032668,0.125043,8.631742,0.780391,1.726122,0.003385,5.916497,5.603283,0,4.611321,6.12934,3.714304,4.272219,3.711053,0.967696,-0.000007,7.512288,8.145706,happy
0.01577,4.21952,-0.000063,-24.26029,21.03916,25.68705,0.004235,0.056641,19.45466,0.850197,0.630613,0.002691,31.48885,6.508059,0.000001,12.14712,4.862422,4.690989,4.178693,3.566683,0.808399,-0.000007,28.65126,6.84667,happy
0.024908,0.842685,-0.000548,-17.05866,55.24472,47.81447,0.008469,0.08725,6.593022,0.847316,0.535783,0.003069,9.68058,5.304692,0.000009,5.239922,4.687979,3.300565,3.89896,3.785964,1.318918,0.000023,7.604408,4.024123,happy
0.023377,0.621392,-0.000697,-18.26232,26.76863,18.12686,0.009074,0.078187,14.53318,0.929031,0.48444,0.002916,7.387581,4.654476,0.000003,5.076055,3.960415,4.840205,3.925586,4.115788,1.094249,0.000004,17.22526,4.280154,happy
0.05311,0.230089,0.000875,-19.39772,34.17029,40.58721,0.005445,0.129572,2.677361,0.889299,1.014436,0.005968,4.74834,5.152465,0.000004,3.763748,3.906974,4.063954,4.125796,3.578943,2.31264,-0.000014,7.120597,4.501961,happy
0.00892,0.677723,-0.000108,-21.61376,48.81723,43.37474,0.00484,0.059699,8.383429,0.928006,0.247547,0.000846,5.71787,3.102962,0.000007,3.222991,3.19602,4.118077,3.520018,4.112975,1.052584,0.000009,9.221041,5.641102,happy
0.042559,0.252482,-0.000832,-18.40036,22.77977,20.75981,0.00363,0.090882,10.99753,0.897091,0.990358,0.003932,5.922044,4.332194,-0.000001,4.758212,4.576905,6.070394,5.146213,3.678937,1.094831,-0.000012,13.38046,5.851507,happy
0.042403,0.791098,0.000589,-14.41095,15.15008,20.34111,0.013309,0.085279,3.279038,0.904576,0.745669,0.003124,5.907865,5.322174,0.000001,3.774938,4.131668,3.672246,3.469542,3.356978,0.879973,-0.000048,4.173634,6.149222,happy
0.058632,0.770633,-0.001733,-17.54239,40.54469,39.32131,0.00363,0.110168,10.59249,0.900394,0.843949,0.008546,5.471861,8.049018,-0.000007,4.03555,4.427515,4.012726,3.997603,4.392203,2.606852,-0.000007,12.00583,4.524519,happy
0.032339,1.126401,-0.000528,-16.78476,20.4084,14.65483,0.012704,0.124617,10.31294,0.74899,1.117315,0.002828,8.235456,4.218123,0,4.540318,3.876012,3.501199,3.461416,3.385694,1.08851,0.000039,8.072643,4.714292,happy
0.039459,0.670035,0.0002,-18.28249,25.42861,17.44924,0.026013,0.10198,10.49428,0.838824,0.611145,0.003948,4.975499,4.449585,-0.000001,3.550845,3.525379,3.228957,3.640853,3.327509,1.255725,0,10.25873,3.927431,happy
0.074027,1.571768,-0.000682,-15.92925,16.99383,10.97538,0.032063,0.116867,9.381428,0.669749,1.714193,0.004665,13.11521,5.773086,0.000003,4.027973,3.572656,3.311951,3.188929,3.155887,0.742396,0.000015,11.64288,5.184842,happy
0.066729,1.881568,-0.000635,-18.21119,16.40446,19.95172,0.011494,0.136955,8.45975,0.827909,1.354874,0.007418,9.988191,7.743439,0.000001,5.661269,4.177954,3.656994,3.8972,3.30934,1.170964,-0.000001,8.789363,6.09644,happy
0.037154,1.989468,0.001875,-24.26703,26.92867,24.44138,0.009679,0.114027,8.052508,0.885417,0.628692,0.005203,15.27866,6.774565,-0.000001,5.824548,4.482128,4.266624,4.010427,3.43417,1.103356,-0.000017,14.76483,5.265532,happy
0.022875,1.004458,-0.001285,-23.16824,29.74199,33.39809,0.005445,0.084539,4.467847,0.933878,-0.456437,0.002986,7.975865,5.719196,-0.000006,5.198139,4.199359,3.95304,4.023477,3.245729,1.530517,-0.000006,8.639543,4.257244,happy
0.033859,0.710656,0.000798,-17.53075,26.68075,24.37762,0.020569,0.088998,9.004707,0.923852,0.275466,0.002792,6.409671,4.404345,-0.000003,5.740091,4.19143,3.440829,5.04936,3.180984,1.102193,0,7.60619,4.986241,happy
0.073331,-0.120186,-0.000687,-11.60284,14.70951,10.37369,0.011494,0.156744,2.830171,0.732191,2.511464,0.003769,17.86,13.44325,0,4.272875,4.101242,3.582527,4.003869,4.31261,0.867523,0.000005,4.691074,5.716676,happy
0.017249,1.871709,-0.000864,-26.08454,27.04549,21.7738,0.022989,0.060024,44.46875,0.844072,1.121199,0.001415,30.71284,9.546415,0.000009,8.329269,4.364055,4.898304,3.973512,4.785142,0.51271,0.000018,52.71863,9.391447,happy
0.041087,0.811605,0.001819,-15.80291,16.99251,18.45254,0.00726,0.092533,5.731955,0.752549,1.191675,0.00368,10.10287,10.37323,-0.000003,6.329826,4.491114,4.379082,4.385692,3.331834,0.663305,-0.000013,7.27249,5.371886,happy
0.033499,0.527611,-0.000726,-20.64686,24.47038,32.07673,0.00726,0.080315,9.425443,0.915646,0.098583,0.003078,7.73777,5.518126,0.000009,5.091016,5.116382,4.289764,4.268402,3.829989,1.304814,-0.000027,14.03832,3.972588,happy
0.032641,0.210456,0.000644,-20.68085,33.8346,22.84485,0.009679,0.076353,9.576855,0.82895,0.272195,0.003136,6.796273,5.740662,0.000003,5.788318,4.624663,3.824685,4.453,3.438047,1.013584,-0.000008,11.32396,4.443568,happy
0.023852,1.531773,0.000134,-17.32988,18.96555,16.08561,0.00605,0.04789,3.534455,0.904749,1.090377,0.003967,5.367725,3.654914,-0.000003,3.654683,3.73666,4.168337,3.764547,4.129031,1.07432,-0.00002,5.216259,5.410835,happy
0.048348,1.554541,-0.00047,-14.61451,20.07397,13.01875,0.010889,0.102229,4.923904,0.686152,1.26582,0.007201,6.294001,3.898411,-0.000002,3.754998,3.423383,3.50301,3.267931,3.53127,0.966567,-0.000003,5.348681,4.837772,happy
0.031197,0.803618,-0.000494,-15.49647,27.29259,17.28203,0.009074,0.074909,6.830042,0.888012,0.736274,0.00284,8.681522,6.345936,0.000001,7.610965,4.313479,3.462041,4.888642,3.305361,1.070438,-0.000007,8.481433,4.940075,happy
0.040253,1.151665,-0.00069,-19.18716,18.79728,17.90793,0.020569,0.07668,10.90395,0.811915,0.539498,0.003407,12.50574,6.152846,-0.000001,4.496444,3.807186,3.745849,4.124291,3.361333,0.880726,0.000004,12.44352,4.323623,happy
0.028162,3.991397,0.000046,-19.54377,29.23278,23.6881,0.009074,0.03929,22.59361,0.897237,-0.116518,0.004623,30.35709,7.208629,0.000003,10.57837,5.117842,4.623745,5.199496,4.418728,0.91455,0.000005,27.79805,5.430019,happy
0.017182,2.392457,0.000628,-18.5415,18.94659,11.95428,0.013309,0.067282,18.75434,0.846803,0.966979,0.003699,11.13248,6.945454,-0.000007,5.368969,4.110529,3.741336,3.878573,3.632712,0.757976,-0.000007,11.98349,5.79767,happy
0.034943,0.925006,0.00007,-18.12665,32.15718,25.50105,0.009074,0.081581,18.38121,0.888572,0.387091,0.004385,5.733636,4.370563,0.000005,4.282398,4.030478,3.670108,3.838561,4.395157,1.276315,0.000042,18.95519,4.280942,happy
0.058527,0.327493,0.000007,-14.79163,15.65332,18.4787,0.027828,0.105529,3.142245,0.804057,0.769777,0.003816,3.65275,3.764816,-0.000003,4.256388,3.577432,4.271939,3.299903,3.665315,0.877688,0.000006,3.850619,4.396173,happy
0.031084,0.723835,0.000154,-13.54792,17.73599,14.3627,0.019359,0.075058,9.230445,0.851129,0.987135,0.002121,6.451345,6.491586,0.000002,5.224953,4.44689,4.682117,4.763479,3.322558,0.819211,-0.000001,9.859114,5.381524,happy
0.021917,1.302873,-0.000551,-18.60749,27.71538,24.16817,0.00726,0.068673,4.160848,0.799937,1.014149,0.001911,8.076951,6.046539,0.000001,4.705915,3.902609,3.406629,3.853385,3.842322,0.87846,-0.000027,7.011875,6.120023,happy
0.003997,0.532936,-0.000926,-24.9273,49.82676,20.01168,0.003025,0.053847,7.387655,0.893247,0.674412,0.000339,7.441755,7.092568,0.000003,7.48786,5.208447,3.968711,4.171665,4.244789,0.784165,-0.000004,6.94239,5.821268,happy
0.012884,2.729514,-0.000836,-21.01994,25.5734,27.51143,0.00363,0.035059,18.54601,0.783943,0.37086,0.001933,16.04373,5.920295,0.000002,4.548416,4.261601,3.930176,4.334611,3.986898,0.926086,0.000005,18.41635,5.298645,happy
0.040706,1.46453,-0.000846,-19.38797,24.3541,14.38022,0.004235,0.082557,12.35898,0.789971,1.42646,0.006333,6.439262,7.101931,0,5.867567,3.586235,3.159731,3.247094,3.017279,1.174783,-0.000002,12.44597,7.242447,happy
0.016898,1.237368,-0.000028,-27.12317,29.68646,25.03369,0.020569,0.10359,8.766561,0.902432,-0.116103,0.001823,11.33631,7.207931,-0.000002,6.541365,4.869783,4.047724,3.370248,4.804081,1.104018,0.000002,11.90491,5.467335,happy
0.024191,1.392976,0.000506,-11.15143,54.39477,28.11547,0.007864,0.062586,4.355611,0.864089,0.229523,0.002374,9.384414,7.452264,-0.000001,5.585397,4.958059,4.025748,3.673459,4.200264,0.759794,0.000007,6.5866,4.207142,happy
0.019566,0.622106,-0.001382,-26.82331,34.78726,51.45057,0.019964,0.075958,5.675219,0.93445,-0.284001,0.001681,11.7709,10.53301,-0.000004,7.788911,5.488317,4.516406,3.654312,4.226932,1.14582,0.00001,11.97038,6.040421,happy
0.019621,2.886367,-0.00033,-19.6614,17.77072,15.93528,0.046582,0.161574,7.474859,0.78838,1.828014,0.002457,16.69646,5.494896,0.000003,6.829218,4.072331,4.122318,4.001213,3.518196,0.897613,-0.000014,10.34084,7.795905,happy
0.022495,1.385093,-0.0019,-18.56016,31.46161,24.32297,0.005445,0.059093,20.38167,0.903449,0.964744,0.003281,11.51783,6.77041,-0.000006,5.516938,4.657027,4.660517,3.83571,3.594098,0.921111,0.000019,34.02586,6.338821,happy
0.011262,1.535957,0.000094,-26.65565,37.29299,32.83697,0.019964,0.06092,24.87261,0.945503,0.282279,0.001332,16.44989,11.32464,-0.000007,8.687361,4.909555,5.714741,4.283518,3.450025,1.101575,-0.000002,26.65009,6.903247,happy
0.018594,1.224867,0.00052,-24.13008,30.70759,35.26974,0.026618,0.073836,14.8128,0.893714,-0.219861,0.001818,6.620452,6.95824,0,6.103975,5.882425,3.384777,4.017749,3.953078,1.3643,0.000008,15.18561,4.214856,happy
0.05304,0.882043,-0.000201,-17.73755,36.2709,28.92598,0.055656,0.16794,4.069684,0.767673,0.88117,0.00556,3.822039,3.342969,0.000001,3.745947,4.146384,3.251495,3.290165,3.513228,1.575469,-0.000002,3.962669,3.643967,happy
0.03749,1.719765,0.001243,-28.72344,38.35112,26.12619,0.014519,0.084989,21.68252,0.904746,0.689436,0.005209,9.569537,5.255512,-0.000009,4.507808,4.497516,5.444912,3.646313,4.654246,0.879537,0.000002,14.88907,5.248991,happy
0.019179,0.886482,-0.000491,-26.89183,18.03749,20.27229,0.006655,0.111408,5.435456,0.913576,1.077568,0.002266,8.83092,4.857621,0.000008,4.990359,3.911742,3.359465,3.503051,3.293575,1.08844,0.000003,9.25444,5.313128,happy
0.007739,0.718139,0.000125,-29.17996,20.51519,15.94775,0.016939,0.140464,10.73661,0.894242,1.077107,0.001038,7.726576,5.755716,-0.00001,4.947355,3.688359,3.876444,4.018471,4.174675,0.940389,0.000016,14.32411,6.844749,happy
0.040395,0.388516,0.000491,-16.96783,20.58097,17.3001,0.015124,0.088663,4.803832,0.84198,0.021329,0.002798,5.647293,4.500777,-0.000003,4.098496,3.821026,4.144731,3.215605,3.514467,0.822026,0.000025,6.299562,3.717014,happy
0.022318,0.359365,-0.00025,-16.24963,28.78688,18.27094,0.015124,0.09442,6.076939,0.866063,1.066682,0.002203,4.479947,5.501662,0,3.833181,3.850992,4.337521,3.696396,3.619724,1.143548,-0.000004,5.942056,4.678331,happy
0.079765,-0.648378,0.000387,-13.62482,15.91089,15.06844,0.053842,0.139159,3.528366,0.800136,1.117715,0.003941,5.159205,4.13975,0.000002,5.353302,4.64006,3.626222,3.40471,3.619607,1.093658,0.000002,4.245005,5.029679,happy
0.019197,2.557125,0.000635,-18.65023,28.67854,30.05413,0.009679,0.069395,12.2018,0.806914,0.346448,0.003522,10.47826,4.133853,0.000001,4.336766,3.834368,4.862465,3.705192,3.297622,1.239177,0.000001,10.70887,4.098481,happy
0.040658,1.913739,0.000062,-21.61621,47.50716,22.92857,0.009074,0.076179,18.77147,0.842799,-0.200786,0.003998,11.62755,8.663605,0,9.49959,5.026369,4.617346,4.095302,4.857543,0.925028,0.000009,17.98307,5.087944,happy
0.027745,1.553767,0.000399,-13.37133,34.19207,24.16167,0.005445,0.087453,4.747002,0.934702,0.578122,0.005633,7.429142,4.63676,-0.000001,4.774438,3.979781,3.945609,3.595906,3.835665,1.458528,0.000032,6.689675,3.750398,happy
0.015903,0.377781,0.002356,-1.643918,16.40458,13.62384,0.009074,0.053421,2.949002,0.603949,0.952053,0.000767,9.511831,6.679725,-0.000004,4.76127,4.768103,3.101545,3.140188,3.317569,0.814785,-0.000005,3.995909,3.978407,happy
0.01108,1.131257,0.00015,-17.87716,16.77767,13.43475,0.008469,0.064104,18.08986,0.878536,1.337625,0.000888,8.381548,4.38379,0.000001,5.146243,3.777994,3.549468,3.726508,3.255074,0.815291,-0.000003,12.34295,6.270437,happy
0.016052,1.482595,0.000688,-19.65184,29.40102,26.15117,0.00484,0.024362,24.37754,0.879997,0.400143,0.003137,5.143129,4.776897,-0.000017,6.935034,3.750587,4.267664,3.070355,3.202767,1.294715,-0.000016,13.45202,5.552423,happy
0.004806,3.509292,0.000661,-26.42693,32.70478,26.1466,0.013309,0.049664,45.97275,0.89234,-0.195866,0.000454,60.80928,14.64453,0.000005,9.663661,5.207429,5.74675,3.714238,5.13029,0.631679,0.00005,59.57439,9.608339,happy
0.04066,0.698951,-0.001394,-23.03111,20.64384,14.04474,0.062311,0.161587,5.144555,0.763757,1.330481,0.003318,5.135772,5.107258,-0.000001,4.931762,3.758321,3.199807,4.03189,3.440482,1.002505,-0.000004,6.357391,5.631486,happy
0.025271,0.293087,0.001064,-22.39748,23.17759,20.62474,0.010284,0.072972,5.024531,0.60671,0.455853,0.001662,6.556748,6.387246,-0.000007,4.529466,4.478203,3.997127,3.222328,3.479029,0.994841,-0.000003,6.384303,3.839021,happy
0.030581,0.733842,0.000673,-36.60933,48.52007,34.22458,0.003025,0.10473,10.49218,0.945311,0.777284,0.002804,10.99123,10.7271,-0.000001,8.747671,7.395773,7.242694,5.161531,5.92394,1.606556,-0.000049,20.79028,6.76673,happy
0.022874,2.356199,-0.000494,-20.60974,21.00426,12.97197,0.040532,0.116047,13.40448,0.784015,0.5073,0.002007,25.5899,5.339081,-0.000002,5.571712,3.831707,3.928981,3.784938,4.368053,0.774559,0.00001,18.24383,4.704457,happy
0.017368,2.117747,-0.000311,-28.31048,42.4736,56.09106,0.016939,0.071057,61.62238,0.899604,-0.065852,0.001668,16.76021,7.135272,0.000002,5.576006,4.667683,3.471242,3.618884,3.520778,1.382129,-0.000008,64.53481,5.242718,happy
0.030559,0.488346,0.000529,-20.14756,21.58489,20.71874,0.00726,0.070983,18.0365,0.912941,0.513012,0.003363,6.578989,8.882623,-0.000006,5.079589,5.207953,4.294855,4.465435,3.780212,1.153062,0.000019,20.64131,5.06565,happy
0.022102,0.791973,0.000167,-13.05346,14.94192,16.64516,0.010889,0.063896,3.605039,0.863504,1.236273,0.003179,7.17886,5.067961,-0.000002,4.28448,4.262391,3.71137,5.076415,4.191055,1.006512,-0.000025,7.010873,6.058172,happy
0.046106,0.644379,0.000018,-19.33835,35.404,29.27643,0.006655,0.110284,8.033836,0.896909,0.936714,0.005108,4.632864,4.321813,-0.000006,4.649175,4.260622,4.32552,3.508387,4.334607,1.450696,0.000012,8.736506,4.387557,happy
0.014711,1.378576,-0.000111,-20.26278,20.7167,22.9664,0.009679,0.050425,7.753057,0.90892,0.984159,0.001416,7.35662,4.672587,0,4.087029,4.233132,3.511702,3.570758,3.520018,1.027662,0.000002,10.95151,4.973779,happy
0.013317,1.252081,-0.000899,-15.67671,25.47969,13.31051,0.005445,0.066169,3.908228,0.811815,1.660013,0.001806,8.699995,5.584254,0.000007,8.082669,5.269479,4.842559,4.346848,3.29947,0.764001,0.000004,4.034012,7.248606,happy
0.030494,1.328651,-0.000946,-15.92776,22.80501,14.59809,0.042952,0.131935,10.78716,0.816452,0.245334,0.003854,6.614262,4.113606,-0.000003,4.711099,4.163261,3.329417,3.93659,3.7423,0.947068,0.000018,7.580483,3.877777,happy
0.021048,1.205311,0.000776,-28.08849,37.62106,32.93897,0.021174,0.101446,13.26684,0.809291,0.073134,0.001621,22.99993,9.089595,-0.000005,5.236898,3.83086,4.034915,3.398578,3.151927,1.023542,-0.000004,14.64828,4.542143,happy
0.027042,-0.004266,-0.000557,-21.89704,22.00449,15.43939,0.011494,0.067149,7.558856,0.913048,0.548258,0.00198,4.963064,6.154929,0.000003,7.242445,5.956311,4.700382,3.588274,3.501034,0.747625,-0.000008,16.23864,5.272108,happy
0.018952,1.210802,0.001025,-28.9746,28.06026,24.78691,0.019964,0.082887,31.89447,0.892494,0.676258,0.002792,7.404917,7.794592,-0.000002,6.385749,5.557989,4.268471,4.388137,3.828478,1.104353,-0.000024,20.81617,5.97225,happy
