@relation 'wav/all/marsyas.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-Rlast_arff_file/psysound.arff'

@attribute Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_2 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_10 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_21 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_1 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_3 numeric
@attribute Mean_Acc1000_Mean_Mem40_LPCC_3 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_8 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_10 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_11 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_PeakRatio_Chroma_C numeric
@attribute Std_Acc1000_Mean_Mem40_PeakRatio_Average numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_1 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_8 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_9 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_21 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_5 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_8 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_11 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_13 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_15 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_2 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_3 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_4 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_5 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_PeakRatio_Chroma_F# numeric
@attribute Std_Acc1000_Std_Mem40_PeakRatio_Average numeric
@attribute Std_Acc1000_Std_Mem40_SCF_4 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_9 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_3 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_10 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_14 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_16 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_19 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_20 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_18 numeric
@attribute BeatHisto_LowPeakAmp numeric
@attribute BeatHisto_MidPeakAmp numeric
@attribute BeatHisto_HighPeakAmp numeric
@attribute BeatHisto_MaxHPS numeric
@attribute mean_Loudness numeric
@attribute std_Loudness numeric
@attribute mean_SharpnessA numeric
@attribute std_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_SharpnessZ numeric
@attribute mean_Spectral_Dissonance(HK) numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute mean_Spectral_Dissonance(S) numeric
@attribute std_Spectral_Dissonance(S) numeric
@attribute mean_Timbral_Width numeric
@attribute std_Timbral_Width numeric
@attribute mean_Tonal_Dissonance(HK) numeric
@attribute std_Tonal_Dissonance(HK) numeric
@attribute mean_Tonal_Dissonance(S) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric
@attribute output {happy,nothappy}

@data
0.051962,-46.711824,0.796927,1.921694,3.849597,0.292111,0.153985,0.468947,-2.289801,0.524475,0.21613,0.213163,0.205222,5.469792,0.917799,0.18314,0.184527,0.000124,0.185817,0.173364,0.475374,0.545136,1.703927,0.075241,0.090431,0.072773,0.084274,0.07365,0.039794,0.061332,0.074993,0.095196,3.659211,0.000122,0.189229,0.093972,0.211006,0.033499,0.025942,0.022541,0.026825,0.033059,0.027629,0.214391,55.879216,57.898767,90.990998,1.007048,79.46211,5.494721,1.473875,0.641477,1.056725,0.902871,0.089573,35.54516,5.353274,238.6666,0.993011,0.020736,0.054563,0.347584,0.000119,0.01002,1414.406,0.400979,0,0.864847,0.116219,0,0.116965,0.004606,596.246,236760.2,happy
0.044435,-50.538395,0.703154,1.989468,3.688682,0.265789,0.123952,0.464126,-4.789072,0.502616,0.222455,0.180131,0.175938,6.070811,0.920186,0.278761,0.221128,0.000133,0.222143,0.214492,0.412137,0.502724,1.725925,0.098907,0.091977,0.071847,0.081017,0.081429,0.038383,0.056374,0.074286,0.099087,3.587134,0.000204,0.167949,0.149221,0.20176,0.03801,0.032032,0.023209,0.021098,0.029435,0.028899,0.216569,49.138282,63.887415,84.754254,1.009754,63.47537,4.472961,1.344351,0.87079,0.95798,0.899265,0.069609,39.14548,5.524204,276.5586,1.104575,0.032619,0.116291,0.665983,0.000249,0.007476,2106,1.221025,0,0.939414,0.117239,0,0.056953,0.002913,489.4078,559368.5,happy
0.034977,-47.5752,0.9204,1.902946,3.900808,0.292453,0.125629,0.478675,-2.275035,0.464483,0.20736,0.168887,0.167701,5.953395,0.975753,0.515222,0.278777,0.000291,0.25063,0.180568,0.477679,0.614478,2.066553,0.136759,0.101433,0.110323,0.072122,0.079091,0.04455,0.065772,0.076136,0.102262,3.585205,0.000207,0.152775,0.118196,0.254439,0.043326,0.029506,0.023037,0.029085,0.031098,0.02585,0.218627,27.440165,50.553869,25.651356,1.005441,62.75542,4.57947,1.384598,0.655437,0.579291,0.896501,0.100882,82.18191,5.223724,194.4314,0.844592,0.022536,0.100415,0.190802,0.000166,0.006517,6053.857,0.580095,0,0.854194,0.071992,0,0.124629,0.002166,393.625,111065.9,happy
0.037236,-47.494488,0.798596,1.795098,3.407974,0.269129,0.144489,0.442138,-2.889029,0.466448,0.209389,0.188379,0.168256,5.66034,0.977657,0.187019,0.195102,0.000215,0.283786,0.177993,0.351452,0.547931,1.10723,0.100466,0.087443,0.081539,0.083467,0.07978,0.043762,0.058202,0.073284,0.095254,3.400245,0.000235,0.208628,0.136732,0.20752,0.029645,0.034385,0.028995,0.028078,0.026881,0.024048,0.21395,47.333527,44.886218,46.631442,1.004621,70.44636,4.722924,1.367898,0.845828,0.973694,0.897943,0.055431,20.87384,5.661416,185.2108,0.573043,0.016135,0.039138,0.219423,0.000276,0.008246,954.1259,0.692172,0,0.906125,0.105578,0,0.085119,0.003279,409.9549,97112.49,happy
0.111933,-45.621049,-0.471975,1.833756,3.106258,0.228798,0.209448,0.530846,-2.933148,0.362114,0.184498,0.156052,0.140132,5.2258,0.425258,0.177231,0.163808,0.000041,0.19705,0.243578,0.336759,0.428378,1.084772,0.132919,0.106999,0.0792,0.062893,0.063103,0.049492,0.062117,0.076357,0.090142,3.57826,0.00001,0.116864,0.150326,0.166111,0.037574,0.027035,0.02565,0.02647,0.024635,0.018521,0.213385,24.194505,26.053404,24.747744,1.002655,98.75233,6.847094,1.622623,0.547374,1.07804,0.899658,0.202452,97.85629,4.83451,28.41136,0.108919,0.002461,0.001214,0.034852,0.000035,0.020121,6546.112,0.085907,0,0.860186,0.10942,0,0.120346,0.003738,1248.118,99796.37,happy
0.090191,-41.472532,-0.803557,1.847244,4.02187,0.23657,0.204324,0.499158,-4.544556,0.469311,0.19377,0.18818,0.170076,4.651145,0.513002,0.278733,0.255353,0.000279,0.324544,0.188484,0.57301,0.629094,1.34144,0.100315,0.109504,0.085283,0.086777,0.066785,0.046644,0.060239,0.072734,0.088136,3.367432,0.000133,0.178035,0.150783,0.206414,0.037966,0.031643,0.021406,0.026516,0.027978,0.022073,0.215124,48.454248,65.402464,51.475617,1.003415,94.44216,6.072321,1.506876,0.574933,1.231561,0.897876,0.122536,53.35599,5.370074,75.24989,0.281386,0.008887,0.019782,0.115323,0.000098,0.014924,2894.987,0.309477,0,0.874834,0.115943,0,0.109573,0.003798,975.1722,212271.3,happy
0.090374,-41.729052,-0.499491,1.842286,3.384839,0.23701,0.196978,0.518672,-4.236874,0.429063,0.208535,0.19411,0.180993,4.752304,0.486988,0.228788,0.265377,0.000152,0.465301,0.165973,0.468128,0.449686,1.882141,0.145135,0.089168,0.092179,0.073986,0.079107,0.049769,0.060325,0.072831,0.091786,3.275196,0.000153,0.187968,0.11745,0.314651,0.031821,0.032229,0.02184,0.025015,0.028922,0.025432,0.21441,62.316853,56.734817,82.397189,1.004088,99.37167,6.343417,1.525503,0.564646,1.340681,0.897832,0.13441,64.99551,5.408484,84.294,0.316401,0.007035,0.012573,0.081342,0.000105,0.020158,5463.166,0.192377,0,0.868842,0.125225,0,0.114032,0.004133,1015.086,128359.6,happy
0.056364,-50.062308,0.355951,1.955768,3.597493,0.305936,0.161054,0.488022,-3.053786,0.488762,0.194117,0.18242,0.166535,5.922849,0.715896,0.335355,0.491608,0.000056,0.546953,0.182116,0.790799,0.646869,1.331849,0.111032,0.144386,0.091833,0.135442,0.111221,0.044375,0.060669,0.076016,0.093054,3.763638,0.000029,0.360008,0.142987,0.264767,0.039882,0.030458,0.02834,0.026839,0.025697,0.016955,0.217593,25.245961,21.646879,34.402755,1.004089,81.24536,5.490734,1.463128,0.622871,0.987032,0.895066,0.062509,27.85329,5.374609,193.6866,0.665911,0.013893,0.042792,0.1461,0.000273,0.005051,690.4836,0.409983,0,0.978029,0.098177,0,0.021502,0.002874,628.0969,149938.6,happy
0.050996,-44.954888,-0.343166,1.852626,3.07391,0.253122,0.139619,0.523361,-3.792774,0.396608,0.186617,0.162215,0.155374,5.260646,0.889935,0.125003,0.064851,0.000478,0.149905,0.195863,0.313714,0.422085,1.205382,0.077384,0.076169,0.068531,0.073463,0.063348,0.052801,0.062923,0.076222,0.091687,3.163803,0.000405,0.103173,0.115374,0.148889,0.028096,0.026467,0.029525,0.027396,0.026071,0.023413,0.21449,103.354307,84.05376,171.849522,1.011009,65.82259,5.17983,1.497559,0.633523,0.72345,0.902286,0.1131,38.72944,4.533344,209.5121,1.013439,0.021164,0.027729,0.361666,0.00008,0.016913,1596.142,0.332934,0,0.788948,0.070486,0,0.16662,0.002886,539.3978,148836.3,happy
0.042352,-50.451447,1.428455,1.996719,3.192322,0.32521,0.11363,0.490941,-2.64335,0.42763,0.203448,0.174494,0.162812,6.168344,0.879497,0.219472,0.168772,0.000141,0.293278,0.195547,0.385835,0.486263,1.415962,0.096197,0.08025,0.07242,0.064966,0.064617,0.04174,0.064267,0.081359,0.100182,3.942234,0.000174,0.183372,0.148124,0.253921,0.046473,0.029029,0.029347,0.026547,0.03703,0.032562,0.215342,47.386921,51.238258,71.05256,1.00729,67.98384,4.995746,1.427119,0.928107,1.092893,0.901805,0.106898,70.80996,5.300992,298.6949,1.252232,0.032966,0.278304,0.588568,0.000225,0.008664,5874.338,0.933317,0,0.790945,0.108812,0,0.165461,0.004802,461.674,301667.6,happy
0.043942,-44.421414,0.030276,1.809427,3.639189,0.2369,0.151792,0.476785,-3.860432,0.438299,0.188973,0.172046,0.160569,5.115227,1.006442,0.383111,0.187444,0.000139,0.190917,0.170889,0.424444,0.49871,1.465298,0.146954,0.08684,0.076122,0.060663,0.073527,0.042138,0.062244,0.071403,0.090247,3.524301,0.00019,0.097084,0.129354,0.164174,0.038831,0.02731,0.02137,0.026244,0.019502,0.024729,0.208163,62.70973,99.801395,51.519404,1.006928,78.80435,5.173359,1.405833,0.59549,0.953763,0.900969,0.12511,84.60878,5.594461,176.5683,0.804272,0.016587,0.021867,0.201618,0.000131,0.009425,4913.946,0.348148,0,0.908788,0.096947,0,0.082947,0.003742,436.1839,48648.59,happy
0.117051,-45.063891,-1.555959,1.986515,3.931917,0.135128,0.226278,0.50903,-6.394441,0.489061,0.174954,0.169367,0.14042,5.150079,0.646291,0.266951,0.23232,0.000093,0.505684,0.178381,0.552089,0.505268,3.158915,0.132074,0.090625,0.064556,0.038892,0.066873,0.040104,0.064714,0.070538,0.088289,3.502639,0.00007,0.144673,0.110368,0.184195,0.031131,0.020447,0.024966,0.021629,0.029783,0.02903,0.212269,25.65239,29.78911,33.920825,1.003215,102.3021,6.543449,1.568852,0.492536,0.969224,0.892815,0.06507,22.72408,5.063385,66.99298,0.425774,0.008414,0.005571,0.023999,0.000086,0.010019,443.9478,0.186407,0,0.830892,0.135046,0,0.140604,0.004692,1310.579,97838.25,happy
0.03954,-47.926326,-0.182182,1.813238,4.747215,0.398193,0.136818,0.412138,-9.997715,0.526574,0.162478,0.169228,0.136015,5.43788,1.360014,0.63528,0.419242,0.000387,0.355574,0.159036,0.420359,0.578637,1.433875,0.08415,0.097858,0.146143,0.079158,0.100974,0.054574,0.070808,0.072243,0.088811,3.823752,0.00043,0.259397,0.177817,0.18305,0.040619,0.048406,0.031273,0.034781,0.030198,0.041266,0.218511,34.148509,46.56734,39.951604,1.004097,90.36765,5.282582,1.382722,0.534687,1.075511,0.876344,0.147682,195.4057,6.216584,224.6145,1.052251,0.019332,0.030302,0.25871,0.000468,0.014487,28733.96,0.491953,0,0.715047,0.078804,0,0.203891,0.005761,493.8016,75228.28,happy
0.029164,-50.496928,1.55013,1.878946,4.186776,0.306649,0.115017,0.380071,-4.41927,0.351566,0.157,0.129082,0.121726,6.057885,1.970627,0.619015,0.344845,0.00009,0.365987,0.193698,0.417873,0.601658,4.10176,0.126931,0.090127,0.094289,0.123966,0.141121,0.030572,0.069904,0.091532,0.126762,4.432622,0.000043,0.12196,0.17047,0.241601,0.052828,0.034356,0.035435,0.053668,0.054989,0.050327,0.210307,18.841559,20.914592,20.520266,1.002496,65.3125,4.015889,1.216654,0.780161,0.799679,0.885,0.173287,197.9863,6.931972,159.3117,1.684833,0.053426,0.108375,0.119905,0.000169,0.008672,10079.74,2.187695,0,0.885486,0.098088,0,0.101468,0.0039,330.4673,40209.81,happy
0.038733,-46.276853,-0.150977,1.630547,3.965048,0.430551,0.142673,0.412891,-8.521808,0.498347,0.217855,0.188209,0.187451,5.64001,2.333505,0.193989,0.456845,0.00036,0.219647,0.190142,0.476236,0.574757,2.230814,0.089624,0.065772,0.075682,0.085311,0.131645,0.056809,0.073179,0.081822,0.099043,3.220106,0.000171,0.228951,0.132365,0.221683,0.040244,0.030719,0.031617,0.043083,0.035606,0.02754,0.211703,69.732605,51.944672,51.507321,1.004768,71.75846,4.24188,1.238423,0.803688,1.092862,0.890043,0.063691,34.96101,6.746723,172.325,1.365631,0.039696,0.095311,0.253164,0.00029,0.004576,1247.174,1.632137,0,0.891478,0.115703,0,0.096809,0.003553,396.3308,79406.05,happy
0.141937,-44.624037,0.745549,1.867685,3.919366,0.308568,0.204101,0.552888,-1.504963,0.55855,0.218414,0.200875,0.18667,5.338013,0.590315,0.343544,0.318648,0.000213,0.368079,0.166822,0.738649,0.642686,1.281287,0.096842,0.116959,0.081713,0.082024,0.07979,0.058876,0.072706,0.089317,0.104258,3.350695,0.000185,0.272823,0.134956,0.1982,0.03736,0.029259,0.02603,0.02267,0.024218,0.021163,0.217009,59.83994,79.083743,59.128767,1.004872,93.64582,7.154607,1.725974,0.418015,1.059635,0.888866,0.102999,37.06501,4.431057,427.5594,0.73241,0.020623,0.012479,0.328243,0.000159,0.016184,2073.322,0.678504,0,0.944075,0.12244,0,0.052833,0.002638,1495.284,1049556,happy
0.093689,-47.010764,-0.573447,2.04029,3.889351,0.179579,0.189634,0.519917,-5.575972,0.456267,0.189945,0.154058,0.148935,5.525935,1.014469,0.331962,0.274421,0.000081,0.330956,0.212819,0.468083,0.556766,7.285962,0.096101,0.087787,0.080088,0.066337,0.074762,0.048979,0.069565,0.079403,0.093563,3.82745,0.000033,0.21493,0.129491,0.172165,0.03743,0.02427,0.025987,0.024218,0.022425,0.023748,0.212459,28.288581,27.876708,39.38437,1.003853,105.1653,6.70867,1.55271,0.52564,1.207851,0.894398,0.130827,73.43676,5.472219,349.8703,1.596731,0.023016,0.014123,0.246319,0.000112,0.013045,3774.209,0.424525,0,0.928762,0.095725,0,0.066208,0.002574,1059.862,396349.7,happy
0.047648,-48.521261,1.312681,1.952276,3.77631,0.246728,0.15265,0.455367,-1.896348,0.467215,0.209819,0.188367,0.184933,5.547521,0.703445,0.299643,0.360326,0.000076,0.473989,0.179982,0.5193,1.19074,2.334543,0.161473,0.126773,0.103132,0.100913,0.113034,0.039185,0.060199,0.07694,0.094222,3.773443,0.000045,0.254198,0.163626,0.374943,0.034864,0.033386,0.036827,0.032346,0.025748,0.025,0.218262,46.777142,65.08257,30.32786,1.006477,74.84867,5.115872,1.431037,0.618184,0.777604,0.898025,0.065168,39.32796,5.487639,104.8026,0.207383,0.008026,0.048761,0.085916,0.000164,0.007442,1974.398,0.482758,0,0.924767,0.097934,0,0.069619,0.002422,493.2118,69946.22,happy
0.072331,-45.278214,0.299003,1.819014,3.34676,0.2541,0.170198,0.492604,-3.009941,0.485444,0.203034,0.187207,0.183292,5.515924,0.905041,0.273344,0.278969,0.000242,0.324736,0.186756,0.42133,0.479572,1.782185,0.092266,0.091954,0.078627,0.075971,0.074934,0.044104,0.06443,0.076158,0.089455,3.42463,0.000283,0.196938,0.149227,0.180295,0.038206,0.034732,0.02718,0.025651,0.028492,0.026789,0.215462,81.443896,44.904492,90.392869,1.006533,80.91065,5.519792,1.482109,0.651485,1.010338,0.897991,0.084443,34.43963,5.239868,233.524,0.532765,0.016917,0.041296,0.297363,0.000236,0.010823,2639.803,0.968111,0,0.766977,0.100524,0,0.178842,0.005292,756.3217,310402.4,happy
0.098145,-52.541295,-0.480368,1.770592,3.027552,0.213633,0.204959,0.496118,-4.436831,0.406573,0.188612,0.170621,0.15853,6.465039,0.945586,0.139859,0.253459,0.000012,0.460573,0.170736,0.383152,0.603797,1.363489,0.095666,0.108089,0.104483,0.0862,0.089906,0.045178,0.061309,0.075858,0.094393,3.924872,0.000014,0.328885,0.134956,0.334378,0.045243,0.028983,0.028418,0.032294,0.02639,0.021298,0.212853,35.551369,57.217385,17.959555,1.010692,95.21037,6.306724,1.53645,0.652964,1.375358,0.90276,0.092022,30.23965,5.226109,726.8741,1.99009,0.02331,0.032987,0.705932,0.000113,0.011344,1220.725,0.818134,0,0.926764,0.138259,0,0.067917,0.003702,1002.593,486619.7,happy
0.043483,-49.416804,-0.77939,1.901858,3.529563,0.286165,0.161148,0.437541,-2.894695,0.473094,0.206073,0.19854,0.177231,5.802519,0.943622,0.215173,0.160361,0.000065,0.344955,0.187057,0.466253,0.56763,1.152085,0.104992,0.077087,0.065968,0.084179,0.063322,0.035604,0.055538,0.066754,0.080751,3.729827,0.00004,0.263518,0.12638,0.222497,0.042911,0.031023,0.028123,0.026999,0.025647,0.022415,0.217058,41.334165,39.457351,70.292571,1.007731,73.1843,4.367088,1.288308,0.722896,0.925064,0.891472,0.090437,55.61902,6.14776,246.3098,0.582095,0.011553,0.058813,0.241327,0.000275,0.009215,3415.363,0.582137,0,0.971372,0.112208,0,0.027827,0.00311,494.6455,53151.72,happy
0.066694,-50.215476,0.357619,1.905949,3.502912,0.301829,0.149838,0.486882,-4.347511,0.568275,0.231828,0.201366,0.203407,5.877078,0.87711,0.200103,0.171343,0.000079,0.372628,0.18783,0.453687,0.678458,1.339122,0.100149,0.110384,0.08557,0.072361,0.068747,0.037376,0.059958,0.071923,0.088126,3.697974,0.000124,0.241512,0.14054,0.327524,0.037305,0.03329,0.030739,0.035845,0.027996,0.024423,0.215229,27.936115,76.079494,31.733078,1.007539,81.99454,5.457823,1.457922,0.716651,1.32086,0.900183,0.137459,72.46978,5.473507,380.1965,1.018095,0.026237,0.098032,0.756327,0.000198,0.016559,5446.013,1.141737,0,0.838882,0.115965,0,0.135249,0.005119,683.2218,289053.1,happy
0.044645,-47.622414,0.218047,1.910485,3.790349,0.266151,0.13238,0.500362,-5.785922,0.475221,0.250514,0.215639,0.207873,5.944184,1.278624,0.319388,0.191707,0.000166,0.23391,0.176821,0.721312,0.577696,2.419997,0.080011,0.136094,0.120545,0.121082,0.084259,0.051415,0.074746,0.08705,0.102551,3.206018,0.000208,0.240644,0.103529,0.27896,0.040399,0.03824,0.029477,0.037773,0.034785,0.026935,0.214027,60.989713,67.131631,94.019407,1.006702,73.02571,5.53685,1.516225,0.623744,0.959164,0.894653,0.063947,27.55007,4.797567,252.5364,0.949051,0.018858,0.068887,0.263598,0.000219,0.008604,1417.153,0.344242,0,0.676431,0.079042,0,0.219018,0.005015,515.2108,193800.5,happy
0.081103,-46.347792,-1.888165,1.862441,3.590006,0.246267,0.212301,0.454284,-6.101383,0.424505,0.197479,0.175131,0.161623,5.287758,0.926431,0.233153,0.267103,0.000063,0.355819,0.190075,0.512222,0.425592,1.967609,0.109975,0.094056,0.063149,0.058532,0.062525,0.036484,0.05249,0.063733,0.082417,3.647789,0.000046,0.146478,0.151572,0.181898,0.042187,0.033759,0.022979,0.022425,0.024573,0.022441,0.215688,25.470897,29.731367,30.219802,1.003211,93.78921,5.231172,1.36556,0.663967,1.118776,0.893384,0.189494,110.3818,6.114261,135.7066,0.473567,0.007716,0.007507,0.100277,0.00009,0.0191,8336.209,0.28,0,0.8249,0.096011,0,0.144536,0.004015,913.0019,40363.7,happy
0.030662,-48.330809,0.887965,1.965512,3.326847,0.284555,0.132489,0.42402,-2.915515,0.403239,0.19243,0.173326,0.166611,5.587574,0.832824,0.213889,0.281809,0.000235,0.274713,0.184461,0.530634,0.538876,1.077951,0.09243,0.10668,0.082289,0.073175,0.066865,0.034388,0.052668,0.06887,0.087642,3.508405,0.000112,0.183941,0.167707,0.214944,0.037734,0.034645,0.028745,0.022391,0.026026,0.0233,0.216148,76.028027,46.770382,41.226941,1.00539,68.77383,4.606582,1.338942,0.907717,0.999057,0.903043,0.126869,89.42587,5.926848,172.1107,0.799032,0.021876,0.06649,0.270585,0.000149,0.008958,5710.54,0.94934,0,0.908788,0.120064,0,0.082947,0.00361,370.7441,68485.34,happy
0.063253,-42.565391,-0.069063,1.907813,3.423662,0.313572,0.191815,0.463406,-2.481408,0.443323,0.186073,0.174488,0.163592,4.840694,0.690872,0.177334,0.27973,0.000169,0.308819,0.177772,0.448486,0.547028,0.831992,0.092918,0.096096,0.077471,0.069999,0.063421,0.037682,0.056238,0.069723,0.089083,3.302217,0.000108,0.164283,0.132708,0.315826,0.04131,0.023954,0.028751,0.028982,0.028054,0.029619,0.214672,59.17526,58.820041,70.997233,1.004257,84.40572,5.463119,1.45032,0.691868,1.041102,0.899762,0.081142,30.55926,5.440376,95.64177,0.411206,0.008272,0.010653,0.066664,0.000144,0.007009,960.0894,0.253582,0,0.816911,0.129457,0,0.149667,0.005599,674.516,89204.22,happy
0.131046,-44.391843,-0.29701,1.839414,4.128197,0.232527,0.219167,0.549307,-4.800241,0.48475,0.194732,0.180815,0.187624,5.115008,0.98047,0.242466,0.410708,0.00007,0.365684,0.189739,0.445316,0.639697,1.612219,0.099323,0.110325,0.10201,0.070118,0.079724,0.04702,0.07009,0.076197,0.093659,3.499689,0.000064,0.217254,0.172564,0.316138,0.036084,0.024795,0.02345,0.024112,0.020992,0.02561,0.21387,36.276346,56.74724,33.377172,1.004157,105.7266,7.084642,1.625781,0.472519,1.155612,0.89537,0.134282,60.09341,5.010552,141.4347,0.70685,0.009603,0.005915,0.09833,0.000048,0.01787,3073.247,0.123744,0,0.691079,0.091458,0,0.213631,0.005655,1403.105,190730.5,happy
0.033977,-46.608212,-0.161121,1.964982,4.539985,0.292221,0.149931,0.399073,-7.356972,0.470172,0.19214,0.164,0.167268,5.485417,0.848594,0.22225,0.319623,0.000344,0.237565,0.206691,0.393092,0.850099,1.68459,0.1216,0.080658,0.084089,0.078351,0.068198,0.035008,0.049455,0.066811,0.085468,3.594353,0.00012,0.141193,0.168102,0.209139,0.042487,0.027184,0.023218,0.024921,0.023398,0.018425,0.214525,33.160057,38.096054,59.177968,1.00519,69.19708,4.184395,1.254737,0.752049,0.917578,0.893218,0.08148,52.6111,6.23207,133.9765,0.56758,0.013675,0.030723,0.141283,0.000217,0.005692,2101.975,0.482207,0,0.847537,0.112449,0,0.129304,0.003939,389.5745,27000.28,happy
0.033276,-58.70116,0.692639,1.997282,3.627069,0.303468,0.109258,0.431404,-7.609145,0.469958,0.221497,0.197414,0.187162,7.362337,1.291694,0.536452,0.170188,0.000052,0.318902,0.233394,0.506115,0.70038,2.238047,0.133962,0.13339,0.147111,0.135111,0.092431,0.052886,0.067557,0.081072,0.087811,4.420737,0.000087,0.235872,0.164092,0.321116,0.043799,0.042579,0.040272,0.037736,0.035892,0.028816,0.214151,19.053778,24.224679,20.5815,1.004211,118.0215,6.5764,1.378826,0.719361,1.78887,0.882788,0.065775,59.79436,6.959634,5833.282,17.66023,0.095641,0.121415,2.064676,0.000533,0.0072,4478.409,1.333395,0,0.958722,0.133358,0,0.039601,0.002369,584.9139,275248,happy
0.045432,-50.289225,-1.470769,1.753551,3.862295,0.480045,0.145297,0.413487,-15.714881,0.458835,0.177367,0.158672,0.165388,6.159435,1.263772,0.483117,0.229577,0.000138,0.317879,0.19078,0.395001,0.538304,1.626657,0.102511,0.078755,0.074212,0.086151,0.06463,0.035135,0.056681,0.068659,0.08995,4.093603,0.00025,0.213522,0.125103,0.284155,0.036604,0.034248,0.019499,0.019566,0.051444,0.048454,0.223078,26.104381,29.636916,40.091286,1.004505,108.3719,5.328247,1.279692,0.686919,1.598648,0.893022,0.087428,86.91807,7.583488,1145.736,1.987616,0.020282,0.034186,0.699454,0.000191,0.0058,9240.396,1.343194,0,0.918109,0.092038,0,0.075235,0.002325,489.5382,48739.09,happy
0.034331,-50.903832,-0.626072,1.864593,3.581858,0.304998,0.154565,0.433774,-4.619097,0.45572,0.189092,0.17016,0.157603,5.881162,0.734827,0.316487,0.216626,0.000027,0.204097,0.188336,0.417629,0.418046,1.10562,0.101953,0.075141,0.088185,0.062818,0.068134,0.036728,0.05347,0.068124,0.084351,3.906528,0.000012,0.158671,0.125335,0.189626,0.029962,0.029114,0.021049,0.022629,0.024934,0.022262,0.212972,17.671859,22.148871,21.930105,1.002944,77.15422,4.558824,1.293268,0.752886,1.09708,0.899881,0.117654,77.83378,6.341612,104.1807,0.412238,0.01246,0.033747,0.094418,0.000164,0.008019,4612.55,0.611753,0,0.721039,0.099779,0,0.201276,0.00524,403.4071,36041.41,happy
