@relation 'wav/all//opensmile.arff-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute pcm_RMSenergy_sma_amean numeric
@attribute pcm_RMSenergy_sma_linregc2 numeric
@attribute pcm_RMSenergy_sma_skewness numeric
@attribute pcm_RMSenergy_sma_kurtosis numeric
@attribute mfcc_sma[1]_amean numeric
@attribute mfcc_sma[1]_linregc2 numeric
@attribute mfcc_sma[1]_stddev numeric
@attribute mfcc_sma[2]_amean numeric
@attribute mfcc_sma[7]_amean numeric
@attribute mfcc_sma[12]_linregerrQ numeric
@attribute pcm_zcr_sma_amean numeric
@attribute pcm_zcr_sma_kurtosis numeric
@attribute voiceProb_sma_max numeric
@attribute F0_sma_skewness numeric
@attribute pcm_RMSenergy_sma_de_max numeric
@attribute pcm_RMSenergy_sma_de_stddev numeric
@attribute pcm_RMSenergy_sma_de_skewness numeric
@attribute pcm_RMSenergy_sma_de_kurtosis numeric
@attribute mfcc_sma_de[1]_kurtosis numeric
@attribute mfcc_sma_de[2]_kurtosis numeric
@attribute mfcc_sma_de[3]_kurtosis numeric
@attribute mfcc_sma_de[5]_linregerrQ numeric
@attribute mfcc_sma_de[5]_kurtosis numeric
@attribute mfcc_sma_de[6]_linregerrQ numeric
@attribute mfcc_sma_de[6]_kurtosis numeric
@attribute mfcc_sma_de[9]_kurtosis numeric
@attribute pcm_zcr_sma_de_amean numeric
@attribute pcm_zcr_sma_de_kurtosis numeric
@attribute voiceProb_sma_de_linregerrQ numeric
@attribute voiceProb_sma_de_kurtosis numeric
@attribute output {happy,nothappy}

@data
0.045014,0.040381,0.949319,3.495125,-7.674572,-7.308771,4.33126,-4.188982,-0.090333,13.47423,0.092349,14.04827,0.876867,1.778337,0.032635,0.005974,1.543552,7.929862,6.580258,4.307477,3.686371,0.795181,3.451578,0.900068,3.314178,3.423888,-0.000127,14.82568,0.001095,6.404101,happy
0.030282,0.02952,1.186357,3.882558,-10.27462,-11.89033,3.840603,-4.660329,-3.5268,28.17344,0.097359,25.09516,0.910752,0.435132,0.020628,0.004075,0.461975,7.179066,8.859022,6.005483,5.725695,1.273228,4.498336,1.566359,4.594323,4.19205,0.000005,28.19267,0.001908,4.669936,happy
0.040706,0.029685,1.46453,5.655071,-9.315267,-8.051703,4.85951,3.451475,-1.656194,14.38022,0.082557,12.35898,0.789971,3.92849,0.031096,0.006333,1.46655,6.439262,7.101931,5.867567,3.586235,1.36686,3.159731,1.944019,3.247094,3.017279,-0.000002,12.44597,0.000794,7.242447,happy
0.021304,0.023531,1.702762,5.805525,-6.167851,-4.086393,4.379605,1.630526,-1.413386,12.86438,0.054909,5.502817,0.806136,3.984985,0.021309,0.004269,1.064865,5.83496,3.91119,4.138167,3.998832,0.767285,3.790452,0.99222,3.717647,3.624401,0.000008,5.785018,0.000994,5.257353,happy
0.012481,0.011271,1.005225,3.89825,-9.93962,-10.10874,3.428494,-3.332599,-2.726405,19.84159,0.107143,4.702482,0.708417,4.675793,0.008672,0.001829,1.032291,5.207014,4.598452,3.418171,3.472135,1.050232,3.958733,1.250334,3.767859,3.618754,-0.000012,5.627861,0.000562,4.136158,happy
0.051946,0.050194,0.994654,4.487191,-16.26825,-16.53023,1.829503,-0.272842,-3.470709,7.775068,0.175231,5.733349,0.631711,14.58201,0.017403,0.003572,0.321468,6.801323,4.8175,4.865076,3.832389,0.610975,3.164589,0.633319,3.138533,3.396392,0.000002,5.489646,0.000223,6.048153,happy
0.022297,0.019071,0.840594,3.186302,-8.625038,-7.400505,3.947326,-2.376784,-3.146474,17.10652,0.093937,12.55395,0.885153,0.926803,0.017189,0.002866,0.956098,7.974061,8.718201,6.64103,5.516024,1.163805,5.42721,0.897328,4.527227,4.444873,0.000029,17.8432,0.001333,5.929085,happy
0.042859,0.045631,0.642079,3.991138,-10.74541,-9.626737,3.548651,-1.235185,2.235193,24.48545,0.100671,5.662409,0.843567,2.189458,0.032907,0.005224,0.751627,5.919878,5.229888,5.86529,4.345694,1.232491,3.738765,1.406484,3.929092,3.695861,0.000022,9.94956,0.001216,4.386328,happy
0.042019,0.026775,0.422971,2.42481,-8.628074,-6.200264,3.383739,-5.151549,-1.535926,18.53891,0.100802,4.091912,0.900805,1.659726,0.019198,0.004017,0.999181,5.734989,5.018174,4.452996,4.471558,0.91025,3.549198,1.195006,3.740006,3.527803,-0.000025,10.66254,0.00105,5.032924,happy
0.035166,0.040028,1.012421,3.348702,-11.25291,-10.58607,3.29068,4.52641,-0.687599,16.56187,0.083348,7.727822,0.779423,6.943814,0.028497,0.00565,0.90412,5.516428,5.717301,4.814049,3.406359,1.107951,3.550408,1.353951,3.806484,3.273411,-0.000023,7.426524,0.000499,5.278377,happy
0.017344,0.016288,1.149739,4.815588,-10.63894,-10.11456,2.538386,2.241093,-4.020935,12.80349,0.1071,10.59332,0.833705,4.61543,0.014608,0.002419,1.346316,6.990093,7.308406,4.619479,4.107872,0.820876,3.613053,0.927426,3.336974,4.139443,0.000004,11.05499,0.000572,9.319628,happy
0.030851,0.034695,1.963649,7.446158,-6.472518,-6.681367,2.933123,0.9265,-2.657869,14.76909,0.061149,13.2624,0.715259,5.542357,0.021225,0.002782,0.878205,12.28081,7.187461,6.596211,4.882446,0.700107,3.439335,0.884724,3.814981,3.650901,0.000007,14.47052,0.000537,4.857026,happy
0.005537,0.003477,1.460185,8.222355,-4.252604,-4.377771,2.963943,3.617933,-3.970171,27.18378,0.047895,41.901,0.922192,1.926238,0.003253,0.000515,1.01183,8.736862,5.978796,4.315616,3.691427,0.990607,3.857502,1.016895,3.642545,3.008538,0.000003,27.64999,0.000991,4.098132,happy
0.024312,0.02417,1.536237,4.81212,-8.651033,-9.500861,4.682327,-0.730925,3.026822,22.42325,0.06575,19.44589,0.795922,3.376972,0.024019,0.005564,1.169066,5.58223,4.516127,4.547643,4.364201,2.622686,3.935366,2.210049,3.522171,3.572842,-0.000031,11.17986,0.001201,4.937708,happy
0.045057,0.043873,1.235347,4.952999,-9.36706,-9.043653,2.856184,-1.108324,-3.206675,10.64707,0.084596,8.74432,0.554395,31.06658,0.028239,0.004471,1.187734,6.915041,5.357886,4.167993,3.317179,0.641855,3.730446,0.797561,3.281294,3.350265,-0.000004,6.781147,0.000236,5.363276,happy
0.032707,0.022475,0.18205,2.203694,-5.905899,-3.318878,3.31105,-7.867136,-2.631624,17.80598,0.085454,2.504532,0.707456,3.554815,0.011116,0.002008,1.118422,7.123495,6.000695,5.350326,4.023851,0.820858,3.251397,0.876424,3.367857,3.122086,-0.000013,6.19522,0.000591,4.493618,happy
0.01346,0.010153,0.700384,3.505968,-11.6642,-12.52587,4.067915,-2.130994,1.116974,17.00033,0.11015,16.48191,0.810339,1.553264,0.009241,0.001532,1.451475,7.005721,5.954125,4.981336,5.169953,1.924805,5.45094,1.564694,3.794169,3.621414,0.000024,15.064,0.001276,4.982689,happy
0.009304,0.012399,1.912382,11.99786,-6.07713,-5.161278,3.470452,2.124764,-15.85399,40.03795,0.044943,93.20796,0.866448,0.970573,0.00748,0.001109,1.048214,11.13907,6.9748,4.721326,4.680592,0.923669,4.127965,1.198638,3.881361,3.531098,-0.000001,44.53193,0.001113,4.685208,happy
0.032058,0.02841,3.128811,15.50451,-4.535426,-3.32061,5.542308,0.770895,-2.137588,27.71786,0.050363,18.35645,0.891158,2.75727,0.036183,0.005163,0.019935,13.37712,5.840368,4.714299,4.285198,1.163005,3.405745,1.423905,3.808919,3.441133,-0.000006,20.65695,0.001004,5.013121,happy
0.013317,0.015752,1.252081,4.227968,-8.982886,-7.640499,4.166519,3.598777,0.130554,13.31051,0.066169,3.908228,0.811815,3.441737,0.011864,0.001806,1.839405,8.699995,5.584254,8.082669,5.269479,0.952241,4.842559,1.139848,4.346848,3.29947,0.000004,4.034012,0.00072,7.248606,happy
0.03749,0.034442,1.719765,8.854792,-7.052422,-8.908888,5.462271,-4.582923,-2.85749,26.12619,0.084989,21.68252,0.904746,2.066157,0.041159,0.005209,1.317037,9.569537,5.255512,4.507808,4.497516,1.074326,5.444912,0.870607,3.646313,4.654246,0.000002,14.88907,0.001239,5.248991,happy
0.035143,0.036858,0.66999,4.438104,-13.38996,-14.36587,2.142378,-2.237149,3.73436,12.78649,0.136517,4.333826,0.703567,4.844748,0.009037,0.001928,0.465627,4.937596,5.853444,4.634931,3.93325,0.741082,3.116611,0.840755,3.028498,3.255008,-0.000022,5.305911,0.000523,4.966566,happy
0.096759,0.077572,0.604585,3.72784,-14.20784,-12.81485,3.622424,-5.974203,0.01361,15.83991,0.158432,8.411921,0.810189,3.728564,0.041312,0.006841,1.095667,7.452204,6.375466,4.176489,4.262493,0.959137,3.735784,0.966613,3.717054,3.242788,0.000007,7.9605,0.000645,6.170056,happy
0.069388,0.071484,1.120199,4.099302,-14.43703,-13.87803,3.118378,1.097022,1.548548,21.47609,0.146895,4.703133,0.81403,3.800483,0.032491,0.007556,-0.026105,6.349347,5.847137,4.556171,5.788147,0.900149,4.559299,1.054189,3.348282,3.194089,0.000044,6.268675,0.000735,6.327905,happy
0.017249,0.011007,1.871709,9.167185,-0.770154,0.519887,5.298609,-8.697782,-6.293631,21.7738,0.060024,44.46875,0.844072,2.422038,0.014712,0.001415,1.955279,30.71284,9.546415,8.329269,4.364055,0.495353,4.898304,0.577753,3.973512,4.785142,0.000018,52.71863,0.000421,9.391447,happy
0.018643,0.0127,1.533381,5.037372,-14.77491,-14.47531,5.571503,-1.465281,-2.885849,32.27927,0.133793,6.802627,0.920841,2.269701,0.027778,0.003995,1.109061,8.716252,6.263013,4.291535,5.346308,1.729756,4.409114,1.837756,4.003017,4.921434,-0.000003,7.221708,0.001519,7.13202,happy
0.064046,0.066036,-0.059617,3.753933,-14.01312,-14.08238,2.587066,-2.655344,-0.257919,16.73627,0.132382,11.07238,0.742107,5.150776,0.036274,0.006652,1.165184,5.580342,5.475675,4.750608,4.567059,1.192185,3.946019,1.419751,3.779488,3.8085,0.000029,6.354033,0.000705,5.364226,happy
0.011385,0.010316,1.5354,5.342946,-7.096642,-7.681986,4.417128,-0.505936,-1.298152,16.28608,0.068588,5.992802,0.834369,3.873338,0.008415,0.001774,1.224948,6.460572,4.429968,3.925852,4.046416,1.085499,3.736482,1.442181,3.97562,4.067142,-0.000025,9.176612,0.000955,4.893017,happy
0.039459,0.041562,0.670035,3.250095,-9.308062,-9.60712,2.89918,-1.397395,-4.770572,17.44924,0.10198,10.49428,0.838824,2.605949,0.013767,0.003948,0.195839,4.975499,4.449585,3.550845,3.525379,1.097878,3.228957,1.240721,3.640853,3.327509,0,10.25873,0.000918,3.927431,happy
0.036865,0.031409,0.856689,5.499377,-14.46807,-15.15389,2.337395,-0.291632,-0.873401,21.46345,0.141305,7.932211,0.888914,3.231109,0.023386,0.003521,0.963158,8.034479,5.011833,4.985748,4.422254,0.803139,5.816553,0.831262,3.565363,3.453455,0.000002,10.10883,0.000779,7.777215,happy
0.0051,0.005844,0.896019,4.16992,-2.55939,-3.328525,4.370331,5.28656,5.258092,27.4434,0.036862,31.3043,0.859107,0.620976,0.003059,0.000595,0.753273,7.315586,4.930922,5.389977,5.036726,1.384023,4.690467,1.684297,5.224772,4.337451,0.000004,28.02005,0.001697,4.421354,happy
0.023852,0.02193,1.531773,5.193312,-5.635266,-5.835946,3.187941,-0.99353,-2.785295,16.08561,0.04789,3.534455,0.904749,1.625241,0.019381,0.003967,0.642306,5.367725,3.654914,3.654683,3.73666,1.385998,4.168337,1.189483,3.764547,4.129031,-0.00002,5.216259,0.001539,5.410835,happy
0.07377,0.071464,0.560801,5.94161,-12.52231,-12.552,1.893411,-6.069677,1.449161,13.33896,0.126428,7.968542,0.873915,1.7087,0.028361,0.004309,0.682341,10.26196,5.98161,4.127143,3.859727,0.842897,3.651829,0.861402,3.368022,3.404087,0.000006,8.833995,0.001115,4.900759,happy
0.017368,0.014115,2.117747,12.26778,-4.026798,-3.562343,3.667464,-8.625299,-8.600306,56.09106,0.071057,61.62238,0.899604,-0.064476,0.013391,0.001668,1.20437,16.76021,7.135272,5.576006,4.667683,0.855851,3.471242,1.100964,3.618884,3.520778,-0.000008,64.53481,0.000892,5.242718,happy
0.01677,0.014022,0.653241,3.627083,-8.19339,-6.384531,3.836188,-5.431135,-4.629722,19.39523,0.1061,10.4882,0.841895,1.210952,0.011503,0.001669,0.931107,7.322517,6.020887,5.474495,4.224307,0.800495,3.578613,1.064737,3.435593,3.204295,0.000016,11.29352,0.000866,4.4897,happy
0.020392,0.025572,0.744751,3.658955,-3.917114,-6.594491,5.339531,-4.571811,-8.7935,28.46583,0.068817,7.55659,0.91164,0.482246,0.008634,0.001612,0.775537,6.709149,8.658611,6.15809,5.390447,1.029728,5.193728,1.141891,5.084791,4.177571,0.00001,11.22266,0.001297,5.690555,happy
0.079765,0.085874,-0.648378,3.613165,-13.02716,-13.60516,1.626572,-6.818214,-5.50335,15.06844,0.139159,3.528366,0.800136,2.786065,0.019658,0.003941,0.815866,5.159205,4.13975,5.353302,4.64006,0.751914,3.626222,0.884001,3.40471,3.619607,0.000002,4.245005,0.000907,5.029679,happy
0.017182,0.016903,2.392457,9.340508,-5.67737,-6.61537,4.486042,-2.192583,-2.445921,11.95428,0.067282,18.75434,0.846803,1.966467,0.020922,0.003699,0.686167,11.13248,6.945454,5.368969,4.110529,1.017987,3.741336,0.926099,3.878573,3.632712,-0.000007,11.98349,0.001022,5.79767,happy
0.023791,0.007713,2.522443,12.37539,-9.501867,-7.346231,4.950318,-3.133965,-1.87499,19.20531,0.097373,8.216488,0.879107,2.047276,0.032726,0.004172,0.705368,16.87405,8.283252,8.1455,5.576058,1.19881,5.849819,1.324264,5.588644,4.593514,0.000013,11.58409,0.001,7.679855,happy
0.01577,0.009716,4.21952,22.57195,-6.82603,-6.731693,5.285881,3.408142,0.481362,25.68705,0.056641,19.45466,0.850197,1.46316,0.026277,0.002691,0.28363,31.48885,6.508059,12.14712,4.862422,0.671931,4.690989,0.775329,4.178693,3.566683,-0.000007,28.65126,0.000727,6.84667,happy
0.032832,0.028249,1.399107,5.601602,-7.265116,-5.955106,3.869853,-3.387677,-0.228705,12.18514,0.080988,10.76596,0.70977,5.674693,0.018655,0.003039,1.343406,8.198916,6.934978,5.618625,4.563205,0.567833,3.478101,0.766259,3.829529,3.792279,-0.000006,12.63264,0.000476,5.043451,happy
0.014796,0.014522,2.164409,12.55165,-5.823886,-5.920191,4.605961,-4.257359,0.331348,21.61196,0.076466,18.33862,0.87058,2.77089,0.018053,0.002258,1.037708,12.80811,5.568172,5.731584,3.802681,1.27347,3.394167,1.146368,3.116029,3.509304,-0.000007,13.06776,0.00098,4.35146,happy
0.025858,0.023613,1.734645,9.164541,-10.85835,-10.24466,3.400445,-0.099941,-1.952733,22.82538,0.111805,12.83117,0.886328,2.00417,0.01395,0.002797,0.389319,8.782857,5.633544,4.463108,4.006905,1.090403,3.731056,1.278067,3.963299,3.718007,-0.000009,13.20779,0.001082,4.641872,happy
0.027736,0.021568,1.482648,5.459895,-6.763606,-5.741529,7.094456,1.325215,-2.293726,23.35997,0.076028,5.823322,0.940876,1.416719,0.044704,0.005632,0.954554,8.775795,6.559717,6.867801,5.573384,1.453962,4.353797,1.604787,5.455279,4.436451,0.000005,7.780673,0.00162,4.847923,happy
0.024992,0.025204,1.505963,5.127891,-8.839752,-8.725339,2.732073,-3.606329,10.50566,14.34399,0.09313,2.913117,0.829489,-0.321901,0.018084,0.004006,1.074269,5.165275,4.593551,4.052909,4.069242,1.356376,4.093267,1.367998,3.592932,3.931494,-0.000028,4.249564,0.001109,4.08826,happy
0.017694,0.017558,1.366578,5.251201,-12.82219,-12.36702,2.686469,-2.467231,-3.005405,13.13326,0.14103,4.641796,0.635115,9.693377,0.011044,0.002175,1.115865,6.97473,4.626519,4.111688,4.22728,0.748277,3.534186,0.952564,3.731554,3.758146,0.000009,5.460149,0.000457,4.969577,happy
0.027323,0.026529,0.614937,2.842121,-8.285538,-8.890569,4.144113,-5.550685,4.093121,24.76561,0.088637,5.976714,0.878842,1.307301,0.017238,0.003591,1.139034,5.763535,5.084468,3.760739,4.075664,0.956511,3.457984,1.181697,3.915295,3.320413,0.000005,6.888181,0.001309,4.619737,happy
0.024048,0.020559,1.319433,5.540849,-4.315332,-5.309147,3.503263,0.607589,-6.173325,16.30835,0.052905,22.91082,0.859278,3.230593,0.013782,0.002279,0.866953,9.553381,4.533508,5.485798,4.648817,0.781619,4.672466,0.890156,4.084431,3.57358,-0.000004,21.00471,0.000518,5.420546,happy
0.026327,0.028303,0.205947,2.623087,-10.16277,-10.51063,3.243464,-6.919554,-1.769204,14.75485,0.107772,8.413943,0.844073,2.750661,0.010803,0.002268,0.938736,5.865421,6.829902,4.965365,5.220473,1.061289,4.157437,1.044718,3.570877,3.471655,-0.000009,9.05129,0.000822,5.149596,happy
0.025886,0.023437,0.80975,4.001146,-7.939966,-6.533578,2.747678,-1.753802,-1.310334,14.59867,0.078427,20.32289,0.894573,1.607962,0.015781,0.002997,0.676581,7.253739,5.287265,4.33698,4.271505,0.96791,3.848258,1.153288,4.380492,3.197482,0.000001,18.06281,0.001133,5.364615,happy
0.02477,0.021173,0.184796,2.281984,-7.673731,-7.055491,2.71404,-6.742867,-1.087984,13.12237,0.092496,15.99379,0.820985,5.125585,0.010005,0.001886,0.984203,5.963516,5.948319,4.933096,3.870949,0.711511,4.131485,0.726015,3.702636,3.241643,0.000001,11.79227,0.000548,4.990021,happy
0.002876,0.001363,3.648206,25.74763,-7.583662,-7.420182,2.855217,-10.75906,-2.876268,42.744,0.095658,4.107516,0.948717,0.22842,0.005048,0.000511,1.467721,42.87004,7.017185,3.514997,3.83125,0.781622,3.223837,0.964274,3.228486,3.55699,-0.000002,5.209475,0.001165,4.591102,happy
0.023369,0.020152,0.508344,2.569094,-9.908885,-10.89967,3.36779,0.370408,-1.299443,11.30969,0.090795,5.397683,0.813462,3.389584,0.013531,0.002741,1.486012,6.054761,4.074892,4.005429,3.491788,0.799344,3.88541,0.96611,3.767114,3.135023,0.000003,6.09585,0.000515,9.968444,happy
0.032196,0.040614,0.871488,3.683722,-10.23656,-10.04726,3.92082,-3.952676,-0.935448,25.33891,0.099689,21.01377,0.854588,2.868224,0.02312,0.003445,0.641433,8.598334,9.515001,4.965919,4.737571,1.080402,4.129106,1.150815,3.312868,3.630964,-0.000047,18.51394,0.000707,4.936277,happy
0.055231,0.047225,0.356635,3.70738,-9.259245,-9.158218,2.583132,-5.573747,0.532139,34.63641,0.102726,4.3799,0.915,0.837173,0.01879,0.003267,0.44219,6.171122,5.38484,5.419024,4.839322,0.958265,3.474773,0.943019,3.499604,3.378483,-0.000031,4.910416,0.001312,4.714039,happy
0.050212,0.064176,0.404034,2.376073,-13.74881,-15.33323,3.224739,-1.922748,3.519568,29.1431,0.11782,4.15197,0.924806,1.387574,0.023452,0.005378,0.896523,4.441786,4.749784,4.939206,4.364687,1.269314,3.93465,1.300627,3.494735,3.66722,-0.000006,5.763305,0.001921,4.123814,happy
0.039472,0.029563,0.542135,2.473723,-12.32308,-10.64308,3.414229,-5.457026,-1.270789,16.91105,0.144504,3.575505,0.918363,1.031491,0.025495,0.00527,0.476816,4.577149,4.403461,4.787114,4.360251,1.177761,3.567205,1.343749,3.464785,3.60382,-0.000013,6.035799,0.002169,3.686565,happy
0.057079,0.057795,0.636114,4.054989,-11.10721,-10.6243,3.016315,0.184489,2.547627,23.33663,0.088996,3.862168,0.892659,1.933406,0.021757,0.004265,0.503179,4.864963,5.419886,5.413799,3.856149,1.051075,3.621169,1.357503,3.591609,3.624357,-0.000002,4.857978,0.001473,5.388257,happy
0.071744,0.07584,1.029558,7.441228,-12.09337,-11.58436,2.396426,-5.90049,0.849342,16.41138,0.126683,10.37826,0.80091,2.629099,0.024964,0.003871,0.087202,9.71951,5.130563,4.748959,4.54899,1.014192,3.181799,1.179216,3.543107,3.385926,0.000056,5.95192,0.000798,4.164748,happy
0.034995,0.032182,1.292358,5.467896,-10.01697,-11.09857,3.49596,0.130627,-5.055347,22.83811,0.102647,7.302916,0.865958,1.518497,0.026075,0.003461,1.381935,10.10672,4.197542,4.534396,3.4543,0.802557,3.815591,0.829735,3.711213,3.634449,-0.000103,10.34155,0.000985,5.117584,happy
0.043294,0.031846,1.425404,6.216978,-9.29801,-8.557599,3.543635,-3.261474,1.855111,13.09692,0.099358,13.60855,0.842881,2.382946,0.02883,0.004229,0.874253,10.29735,7.412778,3.792691,4.378025,0.735449,3.237866,1.023867,3.406524,3.701858,0.000008,17.15647,0.000787,5.279613,happy
0.07756,0.071268,0.541017,2.716985,-13.79619,-14.32716,1.963176,-0.497537,0.733327,14.00794,0.127237,3.891501,0.57103,23.06892,0.024713,0.004219,1.273876,7.564261,4.697285,3.837769,3.98777,0.632377,3.254918,0.702064,3.229946,3.367757,-0.000018,4.509696,0.000283,4.155364,happy
0.032339,0.031551,1.126401,7.01969,-12.40501,-11.61663,2.254084,-2.950578,1.087225,14.65483,0.124617,10.31294,0.74899,5.712735,0.02015,0.002828,0.69137,8.235456,4.218123,4.540318,3.876012,1.018187,3.501199,0.99104,3.461416,3.385694,0.000039,8.072643,0.000674,4.714292,happy
0.044208,0.044565,0.761522,2.882037,-10.46345,-11.31188,4.254003,2.136541,2.119761,15.93408,0.072072,8.297549,0.803184,2.657871,0.02536,0.006003,1.0008,4.874703,3.820011,5.229553,5.186661,0.91057,4.092579,1.091144,4.220611,3.27216,0.000035,4.681561,0.001045,5.776904,happy
0.031272,0.025736,1.505274,6.842265,-9.584054,-7.998346,3.549798,-4.577248,7.641539,21.34041,0.082452,3.519908,0.855413,2.342581,0.018697,0.002565,0.534463,8.486036,4.482822,4.220142,3.464261,0.782368,3.138083,1.022265,2.991517,3.063752,-0.000006,5.359583,0.001139,3.644701,happy
0.018819,0.01565,0.671817,3.155982,-10.30428,-10.47566,2.593881,-1.229047,-1.130595,29.73783,0.086829,4.492099,0.877646,1.104029,0.008016,0.001519,0.850078,6.458249,5.654996,5.334146,3.70918,0.909329,3.669806,1.110671,3.326302,3.731138,-0.000003,6.459236,0.00105,6.142059,happy
0.037154,0.047932,1.989468,7.803703,-9.806548,-12.60632,4.596253,0.105894,-1.552099,24.44138,0.114027,8.052508,0.885417,1.427722,0.046442,0.005203,1.784062,15.27866,6.774565,5.824548,4.482128,1.025715,4.266624,1.163147,4.010427,3.43417,-0.000017,14.76483,0.001059,5.265532,happy
0.050181,0.04798,0.648811,3.250422,-13.93595,-13.21311,1.237476,-2.423176,1.689376,10.94827,0.149186,3.000609,0.697456,6.644391,0.017994,0.002797,0.853392,7.534488,3.402823,3.565352,3.241185,0.748125,3.674208,0.773497,3.247112,3.84169,-0.000001,3.294331,0.000446,5.380943,happy
0.038686,0.026098,1.377047,5.847905,-7.467503,-5.434773,5.120426,-0.577974,-0.795674,19.44196,0.082028,7.625798,0.757595,3.569855,0.032802,0.004489,1.265288,11.25703,5.675767,4.755414,4.676291,1.232162,4.679182,1.051237,3.553711,3.316392,0.000002,8.665013,0.000912,4.848885,happy
0.009541,0.005405,0.954097,5.756324,-6.928914,-5.976529,3.946987,-0.531739,-3.091429,21.97891,0.064666,7.314523,0.915577,0.469388,0.006386,0.001015,0.871624,6.905853,5.284337,4.28575,4.113275,1.26116,3.794084,1.384714,4.060787,3.534078,0.00002,12.2542,0.001754,4.230671,happy
0.074027,0.068025,1.571768,6.757124,-11.01493,-9.996806,2.217487,-3.631213,-1.710414,10.97538,0.116867,9.381428,0.669749,11.70186,0.034882,0.004665,0.150969,13.11521,5.773086,4.027973,3.572656,0.585531,3.311951,0.692334,3.188929,3.155887,0.000015,11.64288,0.000313,5.184842,happy
0.062766,0.056859,0.299402,2.689545,-10.80411,-10.02637,3.163343,-1.927646,-0.036268,12.03563,0.107108,3.775451,0.589393,13.00217,0.01876,0.003932,0.895151,5.351861,9.524881,6.147863,5.80817,0.643206,3.329313,0.766539,3.385487,3.181625,0.000014,5.253402,0.000338,4.770212,happy
0.034486,0.034325,0.071696,3.132436,-14.83702,-14.30026,1.489413,-5.002409,-3.341443,11.27462,0.157944,2.889963,0.424742,0,0.004613,0.001186,0.040219,4.114842,3.342653,4.053312,3.592104,0.532502,3.437767,0.65685,3.455181,3.630472,-0.000006,4.216806,0.00013,3.690445,happy
0.01559,0.00326,1.373547,4.397655,-4.723984,-2.785402,6.28867,-2.62493,-5.523197,23.81857,0.073294,26.73443,0.910714,1.11914,0.009972,0.001711,0.166268,16.36504,9.709208,8.381605,5.486145,1.179011,4.695573,1.068207,4.071026,4.363606,-0.000006,30.58187,0.000891,5.730683,happy
0.084928,0.09105,0.732149,6.723409,-13.48855,-12.91209,2.411706,-5.804308,3.094739,12.73039,0.148266,5.652626,0.816124,2.31521,0.031959,0.004549,0.982143,7.241167,5.629608,4.220404,4.32262,0.982688,3.553841,0.945594,3.307452,3.619188,0.00001,5.444726,0.000801,5.1533,happy
0.012289,0.007772,0.124717,2.123935,-3.906639,-0.972894,3.340665,-5.221834,-5.257951,13.06072,0.059619,4.27395,0.818826,1.159143,0.00685,0.000635,1.069662,18.84301,17.54444,11.05868,4.192077,0.609809,3.206254,0.632781,3.247263,3.168518,0.00001,20.27188,0.000631,4.342305,happy
0.038502,0.037534,0.983193,6.317203,-10.77507,-11.2696,2.137634,-1.740048,-3.278687,21.20282,0.113899,9.042505,0.725507,4.453253,0.012676,0.00223,0.744216,7.092688,5.591981,3.64463,3.40706,0.611441,3.548162,0.906489,3.622875,3.023882,-0.000008,7.25914,0.00055,4.50435,happy
0.023164,0.021278,0.474101,2.792464,-8.852608,-8.814095,2.38555,3.068421,-2.840409,27.41899,0.072729,5.542302,0.856432,1.238575,0.010178,0.001658,0.709392,5.088697,5.244503,4.634833,4.560059,0.996273,3.882194,1.057669,3.763797,3.473396,0.000007,8.023065,0.00099,4.955485,happy
0.025358,0.029815,0.814909,4.000011,-5.684535,-3.282988,4.239995,-3.227314,-10.85109,25.46518,0.078262,25.69072,0.90795,1.129974,0.019858,0.002893,1.73673,9.638837,9.333522,4.228981,4.295482,0.978061,4.014265,1.397925,4.206443,3.838852,0.000014,23.97676,0.001151,4.374643,happy
0.016052,0.015079,1.482595,4.916827,2.935421,1.907552,7.526058,-1.252075,3.503275,26.15117,0.024362,24.37754,0.879997,1.243995,0.014157,0.003137,0.482483,5.143129,4.776897,6.935034,3.750587,2.188094,4.267664,3.183085,3.070355,3.202767,-0.000016,13.45202,0.001568,5.552423,happy
0.00892,0.008106,0.677723,3.620048,-2.70399,-2.543272,4.854316,-5.972695,-4.898751,43.37474,0.059699,8.383429,0.928006,0.77647,0.003646,0.000846,0.575653,5.71787,3.102962,3.222991,3.19602,0.878986,4.118077,0.841851,3.520018,4.112975,0.000009,9.221041,0.001192,5.641102,happy
0.030494,0.024095,1.328651,4.794884,-11.83677,-10.42366,2.589842,-2.494461,-0.341445,14.59809,0.131935,10.78716,0.816452,1.829205,0.016997,0.003854,0.596826,6.614262,4.113606,4.711099,4.163261,0.942986,3.329417,1.067874,3.93659,3.7423,0.000018,7.580483,0.001504,3.877777,happy
0.025474,0.022688,2.138538,9.015117,-4.356127,-3.943434,4.745674,4.970547,-1.615477,29.04157,0.051097,24.01772,0.926205,1.383243,0.026687,0.004486,0.738022,9.884546,5.392003,4.285636,5.028163,1.414416,4.591025,1.206113,4.041938,4.253228,0.00001,17.8017,0.001407,4.504457,happy
