@relation 'wav/all/marsyas.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-Rlast_arff_file/psysound.arff'

@attribute Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_2 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_10 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_21 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_1 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_3 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_7 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_17 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_8 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_2 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_8 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_10 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_11 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_PeakRatio_Chroma_B numeric
@attribute Std_Acc1000_Mean_Mem40_PeakRatio_Chroma_C numeric
@attribute Std_Acc1000_Mean_Mem40_PeakRatio_Average numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_8 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_9 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_12 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_21 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_1 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_8 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_11 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_14 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_15 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_4 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_5 numeric
@attribute Std_Acc1000_Std_Mem40_PeakRatio_Chroma_D numeric
@attribute Std_Acc1000_Std_Mem40_SCF_3 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_2 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_4 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_19 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_18 numeric
@attribute BeatHisto_LowPeakAmp numeric
@attribute BeatHisto_MidPeakAmp numeric
@attribute BeatHisto_HighPeakAmp numeric
@attribute BeatHisto_MaxHPS numeric
@attribute mean_Loudness numeric
@attribute std_Loudness numeric
@attribute mean_SharpnessA numeric
@attribute std_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_SharpnessZ numeric
@attribute mean_Spectral_Dissonance(HK) numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute mean_Spectral_Dissonance(S) numeric
@attribute std_Spectral_Dissonance(S) numeric
@attribute mean_Timbral_Width numeric
@attribute std_Timbral_Width numeric
@attribute mean_Tonal_Dissonance(HK) numeric
@attribute std_Tonal_Dissonance(HK) numeric
@attribute mean_Tonal_Dissonance(S) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric
@attribute output {happy,nothappy}

@data
0.044527,-50.083631,0.324076,0.395462,1.992986,0.382742,0.323484,0.133411,0.462303,1.101397,2.58613,0.397141,0.779657,0.238768,0.20831,0.198908,0.186386,6.374829,0.625339,0.297291,0.000305,0.000336,0.412166,0.547856,0.779775,0.959374,1.267609,0.137167,0.130259,0.121914,0.100218,0.108303,0.071923,0.089741,0.000286,0.090746,0.044687,0.040727,0.030774,0.216841,60.311645,47.345872,60.085271,1.005579,60.99815,4.605294,1.406155,0.803411,0.834947,0.893749,0.041592,27.38607,5.160599,263.6277,0.78013,0.025621,0.174622,0.297922,0.000304,0.004189,1769.494,1.290657,0,0.798935,0.10271,0,0.160745,0.004958,409.8266,213168.9,happy
0.044676,-45.238854,0.132098,0.01193,1.742245,0.382564,0.251765,0.155387,0.466214,1.079562,2.570274,0.488546,0.793819,0.207693,0.211683,0.190452,0.179651,5.036151,0.550191,0.220954,0.000177,0.000198,0.224141,0.386962,0.625604,0.964913,1.94725,0.098935,0.091841,0.089599,0.083269,0.075781,0.078377,0.095188,0.000155,0.100609,0.035793,0.0341,0.027489,0.215212,42.578673,36.000653,69.385745,1.004367,92.59059,5.551908,1.404934,0.684145,1.449821,0.900398,0.102037,66.19645,6.25653,221.6826,0.721458,0.014261,0.056569,0.320254,0.000161,0.007333,3360.683,0.457728,0,0.854194,0.097901,0,0.124629,0.004387,507.904,62323.85,happy
0.043936,-50.538324,0.169401,0.228385,1.902094,0.462808,0.33796,0.126516,0.405667,1.089902,2.58549,0.484759,0.809951,0.220473,0.185412,0.177521,0.172895,6.028113,0.72285,0.446955,0.000116,0.000148,0.369086,0.560235,0.841976,0.947551,1.433747,0.114517,0.128631,0.083848,0.085777,0.071782,0.077243,0.090678,0.000112,0.122524,0.033568,0.037392,0.023467,0.209737,22.817079,23.24099,24.081314,1.003184,61.2995,4.01021,1.272301,0.776409,0.572869,0.876079,0.06158,31.3481,5.998884,116.2774,1.061143,0.038848,0.096102,0.054292,0.000302,0.007263,796.7347,1.196846,0,0.822903,0.10486,0,0.145831,0.004044,503.3384,233490.7,happy
0.038584,-48.462367,1.05744,0.120026,1.836514,0.468795,0.256635,0.138109,0.449969,1.043795,2.547258,0.430083,0.744372,0.198544,0.188038,0.166784,0.16421,5.835822,0.417423,0.198928,0.000076,0.000083,0.1892,0.400899,0.475929,0.596307,2.127599,0.095795,0.098648,0.071177,0.092774,0.083818,0.068877,0.089828,0.000111,0.138385,0.033955,0.034497,0.022283,0.211988,39.530437,37.286723,46.360243,1.004305,74.64115,4.932888,1.373568,0.728542,0.991516,0.90436,0.134023,118.7306,5.685367,214.5585,0.905317,0.016922,0.043125,0.17954,0.000141,0.01171,14086.62,0.290348,0,0.679095,0.085649,0,0.21807,0.005234,430.1807,73255.68,happy
0.0567,-48.938516,0.135891,-0.024141,1.839203,0.393067,0.254942,0.170325,0.462685,1.07353,2.5748,0.592718,0.979887,0.220492,0.21697,0.203389,0.195581,5.763049,0.63488,0.328584,0.000055,0.000062,0.363141,0.451369,0.600446,0.750722,1.832314,0.096111,0.098876,0.080129,0.059141,0.053994,0.077782,0.092518,0.000097,0.083843,0.03366,0.026469,0.028924,0.214674,48.026724,80.773765,33.531707,1.008977,76.53851,5.049274,1.3992,0.704574,1.101113,0.891329,0.062003,23.76323,5.580311,323.8088,0.743776,0.013682,0.058199,0.519261,0.000285,0.010083,745.9143,0.81661,0,0.758322,0.101903,0,0.183392,0.0052,592.1498,98338.68,happy
0.044895,-51.008289,0.528049,0.202813,1.984017,0.376549,0.351108,0.122412,0.443882,1.070517,2.573799,0.495411,0.831368,0.220275,0.216731,0.20121,0.194827,6.559963,1.000628,0.423458,0.000172,0.000204,0.463049,0.449167,0.573825,0.996975,2.338674,0.124377,0.083905,0.090527,0.112995,0.116716,0.084885,0.100924,0.000328,0.132653,0.035903,0.047543,0.035805,0.213068,46.346878,23.17571,66.74392,1.007976,68.83919,4.645512,1.339224,0.722928,0.830676,0.882032,0.056343,39.63381,5.857059,621.3397,2.504557,0.065077,0.127929,0.466723,0.000633,0.005358,1746.361,2.437757,0,0.866178,0.096278,0,0.115991,0.003609,482.3776,200406.6,happy
0.080882,-43.474122,0.468703,-0.199145,1.847664,0.477987,0.222767,0.189878,0.469954,1.088189,2.57294,0.447353,0.794732,0.219208,0.200144,0.178155,0.160921,5.125724,0.416336,0.348182,0.00023,0.000227,0.336887,0.39482,0.398339,0.997835,3.326128,0.09647,0.087536,0.096971,0.072256,0.070456,0.074043,0.091285,0.000121,0.108378,0.035808,0.037085,0.025858,0.212021,39.056747,53.026322,60.75541,1.004062,90.32251,6.046223,1.515927,0.614326,1.032136,0.899747,0.130072,63.48323,5.332654,258.9924,1.29582,0.021114,0.022262,0.120634,0.000154,0.010358,3478.111,0.302619,0,0.970706,0.116571,0,0.028455,0.002705,891.7829,178750,happy
0.062594,-44.457739,0.167782,0.24248,1.715884,0.453568,0.23758,0.169652,0.52571,1.07207,2.567012,0.458006,0.819845,0.207136,0.195542,0.182776,0.172976,5.137288,0.404717,0.196114,0.000209,0.000228,0.229212,0.412763,0.441189,0.677423,2.480441,0.09684,0.076703,0.07051,0.058571,0.052709,0.079721,0.095587,0.00019,0.104085,0.047917,0.038237,0.027896,0.213202,57.352437,80.19246,59.572781,1.004938,86.3239,6.112841,1.555896,0.573626,0.959205,0.896179,0.108219,44.67642,4.939982,145.5823,0.758289,0.01733,0.012946,0.155685,0.000089,0.014527,3106.347,0.325586,0,0.905459,0.099417,0,0.08566,0.002771,775.1447,345396.5,happy
0.031517,-49.14441,1.059683,0.232298,1.958767,0.374647,0.879759,0.116284,0.370211,0.899533,2.612036,0.469295,0.827476,0.229437,0.185961,0.159698,0.153151,5.876368,0.460081,0.266738,0.000371,0.000383,0.255979,0.494699,0.48829,0.911864,1.44632,0.107085,0.088947,0.081974,0.05779,0.061881,0.061139,0.079471,0.000197,0.111063,0.038993,0.034703,0.040835,0.226459,38.723172,19.413439,32.614327,1.003827,67.10234,3.563103,1.122669,0.56399,0.618535,0.881811,0.112347,207.3387,7.055476,152.1222,0.585516,0.015206,0.051446,0.067055,0.00019,0.008836,29448.07,1.056739,0,0.917443,0.118788,0,0.075791,0.002451,367.4149,24580.35,happy
0.100869,-44.717288,0.518209,0.350298,1.762126,0.473964,0.273144,0.190733,0.506036,1.130584,2.566194,0.478466,0.844466,0.204253,0.207925,0.193821,0.18809,5.152186,0.437419,0.180939,0.000115,0.000128,0.478036,0.52728,0.559637,0.823418,1.080493,0.098402,0.108562,0.090579,0.067973,0.072678,0.078983,0.097055,0.000114,0.090082,0.03431,0.030187,0.03056,0.215182,46.694972,75.883713,41.385145,1.005328,88.70079,6.338788,1.589707,0.629079,1.197064,0.900245,0.096887,31.066,4.873022,309.601,1.167597,0.022942,0.02171,0.248308,0.000153,0.017796,1902.008,0.490867,0,0.836884,0.108936,0,0.1366,0.004262,1168.797,625495.5,happy
0.029164,-50.496928,1.000514,0.397826,1.878946,0.365519,0.306649,0.115017,0.380071,1.04696,2.588088,0.351566,0.742552,0.180864,0.157,0.129082,0.121726,6.057885,0.411156,0.344845,0.000077,0.00009,0.365987,0.417873,0.601658,0.887239,4.10176,0.102747,0.090127,0.094289,0.101294,0.141121,0.091532,0.126762,0.000041,0.137496,0.049493,0.032274,0.054989,0.210307,18.841559,20.914592,20.520266,1.002496,65.3125,4.015889,1.216654,0.780161,0.799679,0.885,0.173287,197.9863,6.931972,159.3117,1.684833,0.053426,0.108375,0.119905,0.000169,0.008672,10079.74,2.187695,0,0.885486,0.098088,0,0.101468,0.0039,330.4673,40209.81,happy
0.025023,-50.240642,0.136606,0.798648,1.956993,0.430958,0.292318,0.0971,0.448209,1.068964,2.549085,0.462072,0.78728,0.236335,0.192144,0.169758,0.166861,5.821379,0.565444,0.183239,0.000227,0.000219,0.219161,0.480152,0.611983,1.048864,1.565585,0.114501,0.105324,0.105516,0.085939,0.083551,0.066397,0.096014,0.0001,0.142864,0.041756,0.027434,0.025412,0.210411,21.656836,21.159623,31.234201,1.002949,58.57839,3.842623,1.222028,0.955163,0.606992,0.883674,0.054332,48.8197,6.458023,87.16562,0.836735,0.029236,0.185254,0.092483,0.000247,0.003258,2289.456,1.060421,0,0.797603,0.063997,0,0.16154,0.002002,280.6163,62970.86,happy
0.073218,-44.568411,0.090241,0.213273,1.7322,0.438998,0.234379,0.209391,0.485918,1.050656,2.546861,0.392878,0.708134,0.209579,0.1787,0.167681,0.158709,5.005213,0.393534,0.220745,0.000051,0.000045,0.280339,0.378264,0.647168,0.662255,1.031901,0.102135,0.102588,0.073925,0.064625,0.067281,0.069454,0.090387,0.000025,0.12319,0.032678,0.026115,0.025462,0.218094,26.794571,33.525918,39.192955,1.002793,92.864,5.835993,1.466557,0.620381,1.30509,0.904019,0.138835,65.24402,5.536958,20.70802,0.129496,0.003322,0.006716,0.087071,0.000055,0.010271,2525.053,0.106456,0,0.877497,0.120675,0,0.107568,0.004728,818.6579,59036.53,happy
0.09414,-50.058057,0.248958,0.241692,1.84958,0.42191,0.182144,0.205717,0.498861,1.062083,2.526703,0.508029,0.78324,0.218694,0.2049,0.177095,0.170932,5.616059,0.471352,0.250861,0.000022,0.000019,0.54831,0.418006,0.499745,0.762402,1.571827,0.097691,0.099467,0.068633,0.07119,0.063582,0.07274,0.090715,0.000033,0.099821,0.035895,0.04155,0.022617,0.211978,14.458916,17.107867,21.600778,1.003377,96.91132,6.372011,1.547191,0.561277,1.185465,0.893295,0.092637,44.15475,5.22884,388.1315,1.176356,0.018766,0.02468,0.12293,0.000166,0.010084,2949.16,0.463364,0,0.980027,0.124271,0,0.019587,0.002757,1016.725,192355.3,happy
0.091731,-41.982123,-0.098853,-0.108461,1.803499,0.489275,0.280462,0.22366,0.44939,1.055407,2.570898,0.418723,0.726334,0.186604,0.182629,0.168101,0.16172,4.798484,0.249975,0.162953,0.000061,0.000059,0.34683,0.361365,0.439814,0.56336,1.405675,0.106091,0.059497,0.066823,0.061562,0.065347,0.062031,0.083507,0.000063,0.122686,0.031123,0.023997,0.02589,0.214558,41.807142,67.480205,40.752755,1.003786,97.69702,5.709871,1.443452,0.637402,1.056162,0.893532,0.095734,52.04172,5.59317,46.23087,0.093559,0.002285,0.009411,0.03385,0.000063,0.007374,1443.796,0.184383,0,0.517976,0.090299,0,0.249843,0.008061,1015.042,12752.69,happy
0.069792,-61.734795,0.285165,-0.128431,1.896966,0.362934,0.285815,0.151198,0.461671,1.039026,2.568659,0.542774,0.726971,0.228397,0.174706,0.164406,0.154563,7.888173,0.970021,0.275773,0.000004,0.000004,0.35821,0.476637,0.642647,0.745492,2.581581,0.167418,0.088475,0.075756,0.092381,0.083822,0.081349,0.090708,0.000003,0.100996,0.039234,0.031212,0.022738,0.21272,4.27952,3.352913,5.23356,1.003074,71.79118,4.671768,1.359667,0.58218,0.562421,0.880717,0.105239,129.4599,5.632128,550.4153,1.940442,0.048267,0.053875,0.117722,0.000278,0.007337,16733.3,2.899311,0,0.768975,0.101641,0,0.177771,0.005215,643.9932,359567.9,happy
0.093689,-47.010764,0.462615,0.128065,2.04029,0.348853,0.179579,0.189634,0.519917,1.038599,2.535877,0.456267,0.783906,0.230326,0.189945,0.154058,0.148935,5.525935,0.514212,0.274421,0.000072,0.000081,0.330956,0.468083,0.556766,0.949617,7.285962,0.147734,0.087787,0.080088,0.07295,0.074762,0.079403,0.093563,0.000031,0.148297,0.030242,0.03001,0.022425,0.212459,28.288581,27.876708,39.38437,1.003853,105.1653,6.70867,1.55271,0.52564,1.207851,0.894398,0.130827,73.43676,5.472219,349.8703,1.596731,0.023016,0.014123,0.246319,0.000112,0.013045,3774.209,0.424525,0,0.928762,0.095725,0,0.066208,0.002574,1059.862,396349.7,happy
0.033276,-58.70116,1.090624,0.436415,1.997282,0.41156,0.303468,0.109258,0.431404,1.031171,2.532134,0.469958,0.792235,0.22602,0.221497,0.197414,0.187162,7.362337,0.795019,0.170188,0.000051,0.000052,0.318902,0.506115,0.70038,1.153874,2.238047,0.17491,0.13339,0.147111,0.113554,0.092431,0.081072,0.087811,0.000099,0.105259,0.045265,0.042592,0.035892,0.214151,19.053778,24.224679,20.5815,1.004211,118.0215,6.5764,1.378826,0.719361,1.78887,0.882788,0.065775,59.79436,6.959634,5833.282,17.66023,0.095641,0.121415,2.064676,0.000533,0.0072,4478.409,1.333395,0,0.958722,0.133358,0,0.039601,0.002369,584.9139,275248,happy
0.02307,-60.382112,1.017646,0.461912,2.030231,0.331442,0.431114,0.096915,0.363025,1.023385,2.54816,0.49591,0.983375,0.259925,0.209704,0.189411,0.191486,7.013384,0.516699,0.236643,0.00002,0.000021,0.27091,0.541814,0.602435,0.841339,2.403021,0.113515,0.099881,0.088566,0.099402,0.099738,0.063968,0.085753,0.000015,0.123517,0.041133,0.03873,0.030969,0.21205,11.11315,9.90975,16.447423,1.004003,48.32286,2.957634,1.065822,1.15469,0.607125,0.869982,0.034731,49.16231,7.234156,132.6342,0.385491,0.02415,0.248047,0.146427,0.000598,0.002934,3448.559,3.330525,0,0.953396,0.114687,0,0.044462,0.002826,245.2898,19221.89,happy
0.034405,-50.014917,-0.232697,0.2824,1.976921,0.400539,0.311177,0.155835,0.411566,1.040821,2.539219,0.430039,0.800704,0.233178,0.202188,0.181486,0.170389,5.797861,0.551053,0.176534,0.000064,0.00007,0.377839,0.444061,0.643693,0.665721,1.120787,0.104618,0.120683,0.064163,0.057412,0.065845,0.069196,0.081634,0.000105,0.107579,0.036113,0.03455,0.026498,0.211193,53.552938,24.918883,21.784064,1.004388,67.30534,4.071854,1.248157,0.78202,0.730012,0.887025,0.095025,49.5447,6.176308,144.2331,0.428165,0.010732,0.039161,0.064532,0.000327,0.007007,1867.776,0.49393,0,0.595206,0.073207,0,0.241096,0.005653,384.136,36058.09,happy
0.053735,-52.690209,0.36478,0.184281,1.889273,0.378004,0.291569,0.154387,0.445057,1.052936,2.548821,0.509126,0.903298,0.203722,0.20026,0.196123,0.181398,6.498705,0.703328,0.230275,0.000019,0.000022,0.381769,0.579208,0.815795,1.045487,1.533543,0.111671,0.101649,0.120674,0.097949,0.105245,0.075446,0.092257,0.000024,0.11741,0.031802,0.03562,0.029761,0.212051,17.832833,33.480667,25.573018,1.006888,67.81397,4.56921,1.352587,0.711054,0.796193,0.892301,0.064258,38.61522,5.524994,281.8281,0.96418,0.029865,0.103223,0.284463,0.000226,0.005774,2274.928,1.410874,0,0.942077,0.117484,0,0.054604,0.003157,584.8491,305391.4,happy
0.098134,-47.520284,0.404164,-0.016698,1.885996,0.391333,0.206379,0.189007,0.498927,1.074023,2.555753,0.457405,0.814842,0.204835,0.193402,0.17949,0.167347,5.788982,0.380722,0.197387,0.000044,0.000037,0.390666,0.411386,0.537207,1.227878,1.590482,0.106657,0.080747,0.112505,0.079242,0.074085,0.075866,0.093178,0.000043,0.127265,0.032803,0.041086,0.026169,0.213997,42.802,28.562876,22.609677,1.00611,81.00607,5.880465,1.553506,0.534371,0.86857,0.893757,0.099033,64.58406,4.748742,285.8325,1.009363,0.020126,0.014429,0.11371,0.000148,0.008983,3867.835,0.478964,0,0.829561,0.124739,0,0.141484,0.004589,1041.187,368310.1,happy
0.050125,-50.780335,0.680423,0.057268,1.876371,0.36564,0.302404,0.157443,0.435951,1.055138,2.570487,0.502498,0.691834,0.218048,0.202435,0.169397,0.177026,6.103118,0.499072,0.259909,0.000023,0.000026,0.342851,0.48362,0.620303,0.820671,1.357721,0.111117,0.096881,0.067191,0.061557,0.06816,0.069313,0.088486,0.000018,0.095043,0.029044,0.035392,0.025542,0.213393,21.832976,18.256969,30.130342,1.004004,71.0092,4.567946,1.331833,0.742048,0.751611,0.893889,0.067344,42.18587,5.863291,254.3802,1.126295,0.028521,0.042906,0.111965,0.000217,0.006319,1675.822,1.073035,0,0.693076,0.076469,0,0.212863,0.004032,507.4307,175533.2,happy
0.034341,-46.861561,0.307155,0.354284,1.916644,0.504571,0.286293,0.125666,0.516781,1.106451,2.589126,0.41528,0.743879,0.218229,0.189325,0.178651,0.173417,5.421955,0.642723,0.149973,0.000099,0.00011,0.167804,0.347165,0.440801,0.551815,1.04279,0.100962,0.089501,0.078319,0.063731,0.062159,0.078468,0.093377,0.000064,0.097617,0.033568,0.029208,0.028017,0.215346,40.859292,31.203724,59.618811,1.004343,82.08455,5.634669,1.470929,0.699178,1.282149,0.903619,0.121647,57.10564,5.4308,184.9674,0.59975,0.013119,0.027561,0.141717,0.000072,0.016579,3593.48,0.292898,0,0.786951,0.090185,0,0.167771,0.005025,420.8413,74228.26,happy
0.106119,-45.227634,0.416304,-0.223149,1.948507,0.352637,0.270619,0.184622,0.487563,1.104615,2.577185,0.616459,0.95212,0.249993,0.232203,0.215927,0.212226,5.193488,0.573921,0.331719,0.000127,0.000146,0.443255,0.485385,0.53868,0.869022,1.043137,0.116604,0.084757,0.083551,0.077171,0.069643,0.075123,0.095978,0.000214,0.113305,0.042325,0.036948,0.027279,0.213724,90.825885,56.965896,109.171617,1.007344,87.39486,6.299495,1.605814,0.539739,0.990492,0.894123,0.058026,23.72826,4.767577,200.2143,0.631914,0.020568,0.024634,0.296153,0.000184,0.010201,1245.146,0.538803,0,0.891478,0.115809,0,0.096809,0.003883,1117.611,771935.4,happy
0.043942,-44.421414,0.433479,-0.151219,1.809427,0.407629,0.2369,0.151792,0.476785,1.062348,2.561527,0.438299,0.782694,0.211404,0.188973,0.172046,0.160569,5.115227,0.556766,0.187444,0.000129,0.000139,0.190917,0.424444,0.49871,0.770567,1.465298,0.116519,0.08684,0.076122,0.061852,0.073527,0.071403,0.090247,0.000224,0.122729,0.034134,0.030543,0.019502,0.208163,62.70973,99.801395,51.519404,1.006928,78.80435,5.173359,1.405833,0.59549,0.953763,0.900969,0.12511,84.60878,5.594461,176.5683,0.804272,0.016587,0.021867,0.201618,0.000131,0.009425,4913.946,0.348148,0,0.908788,0.096947,0,0.082947,0.003742,436.1839,48648.59,happy
0.06309,-46.030683,0.134357,0.311122,1.761336,0.416304,0.229105,0.153344,0.500107,1.10033,2.571768,0.46026,0.792616,0.207703,0.187322,0.180356,0.16049,5.3034,0.576987,0.251858,0.0001,0.000112,0.192697,0.445849,0.570149,0.608898,1.578301,0.11111,0.094966,0.090899,0.085247,0.071442,0.078537,0.095941,0.000188,0.156097,0.032994,0.025024,0.022765,0.216265,54.428384,71.892508,48.333704,1.005305,82.70048,5.673926,1.485048,0.658929,1.064756,0.903511,0.114943,67.99219,5.431179,139.6892,1.065727,0.025997,0.032085,0.325451,0.000109,0.008161,2880.745,0.558709,0,0.958722,0.112745,0,0.039601,0.002585,679.9634,352510.1,happy
0.037236,-47.494488,0.21681,-0.200195,1.795098,0.5103,0.269129,0.144489,0.442138,1.082281,2.569199,0.466448,0.814698,0.216875,0.209389,0.188379,0.168256,5.66034,0.435258,0.195102,0.000195,0.000215,0.283786,0.351452,0.547931,0.57492,1.10723,0.099323,0.087443,0.081539,0.096535,0.07978,0.073284,0.095254,0.000221,0.090412,0.034945,0.026683,0.026881,0.21395,47.333527,44.886218,46.631442,1.004621,70.44636,4.722924,1.367898,0.845828,0.973694,0.897943,0.055431,20.87384,5.661416,185.2108,0.573043,0.016135,0.039138,0.219423,0.000276,0.008246,954.1259,0.692172,0,0.906125,0.105578,0,0.085119,0.003279,409.9549,97112.49,happy
0.071762,-48.925946,0.015115,0.296437,1.816666,0.421509,0.212318,0.183739,0.483047,1.072658,2.530986,0.626095,0.787257,0.228158,0.208281,0.194842,0.183195,5.812464,0.780776,0.377414,0.000166,0.000118,0.605499,0.441517,0.628131,0.692978,1.450241,0.108643,0.124917,0.098554,0.070972,0.082501,0.073848,0.087448,0.000068,0.124374,0.043337,0.025802,0.021944,0.207592,73.244707,50.756365,109.368619,1.011524,84.29437,5.748738,1.499748,0.584462,1.048642,0.896099,0.071106,27.76524,5.137419,584.5083,1.613508,0.019498,0.027861,0.551034,0.000279,0.010554,1274.557,0.662804,0,0.82024,0.104776,0,0.147545,0.004886,830.5232,265329.7,happy
0.110519,-42.909137,-0.105691,-0.147198,1.675762,0.434728,0.266244,0.203194,0.528364,1.121364,2.574954,0.491793,0.697986,0.200811,0.190392,0.179396,0.172654,4.940233,0.424418,0.157012,0.000121,0.000122,0.270058,0.352843,0.456105,0.747714,1.38598,0.112786,0.078939,0.07645,0.078576,0.069177,0.078913,0.092736,0.000098,0.111909,0.037738,0.034919,0.026224,0.214623,48.494204,43.874366,63.197713,1.003448,95.83429,6.717142,1.623092,0.506899,1.064704,0.897618,0.109009,46.73509,4.859484,203.3776,0.487294,0.009835,0.016297,0.163793,0.000126,0.013273,3638.266,0.398606,0,0.906791,0.10489,0,0.084577,0.003741,1228.194,339439.7,happy
0.126493,-47.514143,0.200442,0.280723,1.761746,0.412995,0.265863,0.188783,0.548759,1.130542,2.570169,0.506031,0.70833,0.215016,0.19464,0.178,0.183853,5.557781,0.651401,0.217694,0.000071,0.000072,0.299955,0.374259,0.412173,0.698231,1.327524,0.112583,0.113769,0.065651,0.070672,0.068217,0.08198,0.095204,0.000021,0.133189,0.037052,0.02942,0.023452,0.213359,25.180319,49.380111,36.294412,1.005929,91.69354,6.85305,1.670092,0.46516,0.929321,0.893304,0.107417,81.02732,4.569099,386.1229,1.1879,0.018454,0.012258,0.167021,0.000166,0.010795,6727.777,0.345667,0,0.936751,0.122302,0,0.059288,0.002301,1422.278,651270,happy
0.066552,-49.145384,-0.33366,-0.155471,1.80633,0.385689,0.346907,0.163935,0.44584,0.969116,2.558949,0.511526,0.827977,0.218207,0.194345,0.17292,0.164312,5.803556,0.645215,0.237503,0.00003,0.000034,0.327135,0.512089,0.456001,0.697513,1.660192,0.107437,0.101723,0.083804,0.06364,0.082493,0.066842,0.082818,0.000034,0.114433,0.044776,0.040099,0.038174,0.213995,50.148512,54.948783,72.768782,1.007859,79.96578,4.703869,1.324021,0.684083,0.892832,0.888366,0.172657,137.5,6.019067,371.8612,1.45813,0.040243,0.021021,0.218746,0.000263,0.022235,19393.08,1.256009,0,0.826898,0.106884,0,0.143233,0.00457,753.3265,466689.1,happy
0.095496,-41.229382,0.116212,0.075319,1.848304,0.446084,0.245533,0.214035,0.499442,1.049588,2.550826,0.445553,0.81533,0.224923,0.208967,0.186431,0.179633,4.86356,0.331923,0.178694,0.00014,0.000124,0.292844,0.401435,0.485678,0.879154,1.534665,0.097905,0.072092,0.08205,0.064439,0.07307,0.074625,0.089602,0.000117,0.085173,0.038441,0.031267,0.027154,0.212644,94.946926,67.07663,61.129912,1.004838,91.91294,5.980055,1.506216,0.558173,1.125557,0.896441,0.100323,42.42805,5.221074,70.74093,0.334653,0.007714,0.010107,0.166933,0.000107,0.011822,2601.911,0.209767,0,0.875499,0.125078,0,0.109073,0.004151,1072.682,139393,happy
