@attribute Std_Acc1000_Std_Mem40_SCF_13 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_2 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_3 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_9 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_11 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_12 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_13 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_21 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_15 numeric
@attribute BeatHisto_LowPeakAmp numeric

@data

0.095488,0.181921,2.756937,5.946038,7.040753,8.834131,0.417903,0.148785,0.277453,2.683914,0.603633,0.979048,1.877678,2.162848,0.135308,0.052754,0.065711,0.08817,0.08807,0.084733,0.074155,0.073152,0.07565,0.330057,0.107997,0.101266,0.089843,0.102005,0.122626,0.138599,0.26051,0.290982,0.053881,0.133731,0.119509,0.113491,0.088331,0.085362,0.077224,0.152343,0.083033,0.090063,0.125154,0.280626,0.041628,0.037965,0.023777,0.030521,0.027893,0.026154,0.035513,0.179756,13.680981
0.128895,-0.947704,3.057928,7.740898,10.407021,11.975231,0.3933,0.183002,0.309037,2.668092,0.667687,0.954762,1.860509,2.615373,0.133606,0.04224,0.046414,0.045324,0.054565,0.064942,0.073142,0.075764,0.084982,0.327738,0.097546,0.09778,0.102563,0.098805,0.118545,0.131334,0.252551,0.288483,0.02081,0.102809,0.116679,0.107472,0.105724,0.126721,0.096272,0.165423,0.074697,0.101914,0.138818,0.272072,0.036626,0.034864,0.021758,0.028077,0.022059,0.024335,0.031352,0.17364,20.683047
0.153219,-2.985107,2.574493,7.840171,7.378554,9.677525,0.432173,0.202091,0.338675,2.747557,0.62961,0.970725,1.759762,2.291841,0.114143,0.033676,0.041615,0.045053,0.065631,0.060612,0.052781,0.069026,0.079155,0.251923,0.101151,0.10759,0.124295,0.092287,0.113007,0.129393,0.246212,0.286424,0.015409,0.099921,0.092855,0.089675,0.083375,0.091718,0.112408,0.2027,0.06637,0.120585,0.152129,0.434163,0.035793,0.037046,0.022977,0.022656,0.019935,0.019193,0.03252,0.174232,38.428131
0.251276,-0.910668,3.766367,6.103455,6.947874,8.876391,0.393625,0.197081,0.355642,2.719526,0.61116,1.009705,1.722257,2.20657,0.134922,0.043113,0.039471,0.048342,0.061736,0.089528,0.067677,0.070779,0.074061,0.210828,0.099658,0.097728,0.113201,0.100664,0.116596,0.132268,0.259916,0.295302,0.028256,0.120522,0.053669,0.109775,0.101918,0.092683,0.079887,0.207006,0.078027,0.084093,0.121078,0.302723,0.03911,0.032668,0.026041,0.025121,0.017589,0.018894,0.018996,0.177922,25.829308
0.080951,0.144305,2.508286,6.976698,5.980193,7.836176,0.411679,0.134072,0.311324,2.702302,0.587915,0.912502,2.080544,2.96468,0.139467,0.046258,0.062597,0.071421,0.066404,0.085766,0.067506,0.065129,0.069249,0.335645,0.115267,0.09657,0.090849,0.107292,0.125291,0.143526,0.256877,0.290718,0.031001,0.090872,0.090746,0.108585,0.07477,0.089039,0.090846,0.156732,0.079651,0.092752,0.132263,0.486997,0.037077,0.034961,0.031826,0.032968,0.035042,0.040175,0.041686,0.182381,15.149801
0.103898,0.103241,3.305023,4.654124,5.461913,6.79626,0.491148,0.131108,0.276093,2.704674,0.602821,0.821633,2.186394,2.078734,0.151242,0.063554,0.089594,0.107142,0.104325,0.090843,0.073147,0.070245,0.074865,0.185881,0.109344,0.087749,0.109772,0.116753,0.13075,0.145016,0.263374,0.297738,0.056783,0.096988,0.096718,0.069967,0.131757,0.076043,0.092278,0.129055,0.077628,0.110761,0.137017,0.278631,0.032136,0.036478,0.026659,0.026915,0.022195,0.029243,0.100257,0.177278,43.076987
0.081,0.286358,2.620922,4.241026,5.913721,8.707441,0.581134,0.151213,0.310595,2.708518,0.482167,0.809804,1.088519,1.613436,0.100169,0.025384,0.038359,0.043658,0.057368,0.062055,0.066237,0.066668,0.06792,0.237742,0.08734,0.085537,0.080066,0.101885,0.122603,0.139885,0.256797,0.289723,0.021902,0.089078,0.076414,0.068223,0.05846,0.046503,0.045852,0.118246,0.094849,0.100964,0.124645,0.218556,0.032396,0.036391,0.025025,0.030653,0.027265,0.031267,0.011772,0.178785,43.288971
0.222447,-0.07008,2.064481,5.284723,8.320037,11.268553,0.561435,0.174083,0.380342,2.657497,0.471214,0.742019,1.661348,1.854724,0.109253,0.034915,0.038564,0.044774,0.049154,0.048029,0.057123,0.061955,0.069861,0.170743,0.098192,0.077813,0.091593,0.106784,0.123881,0.138732,0.251875,0.287484,0.018218,0.070761,0.091448,0.074438,0.086029,0.088154,0.08283,0.149823,0.079714,0.086484,0.094409,0.469067,0.035602,0.03998,0.028701,0.033032,0.033159,0.030419,0.012826,0.175965,26.624026
0.09273,0.357072,4.075536,4.754308,5.550788,7.824708,0.521497,0.164139,0.301653,2.69843,0.563495,0.843464,1.703403,1.463896,0.11754,0.040581,0.046756,0.052529,0.051072,0.055707,0.063534,0.063941,0.067812,0.241917,0.096084,0.080142,0.094861,0.108153,0.128379,0.145154,0.26151,0.29351,0.036451,0.209419,0.135695,0.078066,0.092544,0.094205,0.079004,0.287043,0.078896,0.096301,0.113273,0.377907,0.033286,0.040497,0.032129,0.031044,0.032771,0.031759,0.011949,0.181383,28.715403
0.062492,1.40412,2.19989,5.865259,6.594708,9.629921,0.431276,0.133395,0.268444,2.641314,0.551958,0.858344,1.722564,1.950779,0.107351,0.044591,0.056547,0.060834,0.069221,0.055965,0.058364,0.062301,0.072561,0.299033,0.109144,0.097326,0.091093,0.106,0.128517,0.146485,0.256155,0.286521,0.041406,0.078555,0.118263,0.120764,0.099178,0.117645,0.082589,0.120735,0.081624,0.106675,0.111353,0.335913,0.035093,0.042432,0.021292,0.024938,0.023953,0.024064,0.012133,0.178441,21.183668
0.074104,0.938485,4.24167,8.115419,11.560618,8.357936,0.185905,0.138426,0.246843,2.705418,0.567381,0.75605,1.883968,2.303013,0.141763,0.030034,0.046726,0.048165,0.047108,0.063094,0.069795,0.065982,0.070966,0.322876,0.099476,0.120458,0.115329,0.102297,0.119882,0.136388,0.259626,0.29312,0.025468,0.13871,0.150191,0.077408,0.094515,0.129658,0.092597,0.300923,0.065531,0.090897,0.167329,0.525336,0.044516,0.032995,0.033478,0.026365,0.030309,0.02938,0.053427,0.180234,11.054196
0.17598,0.254193,3.108358,7.481241,6.594092,8.027537,0.465944,0.145405,0.309404,2.686219,0.70263,0.842978,1.657087,2.449357,0.143531,0.054932,0.052486,0.046608,0.064296,0.089741,0.071453,0.066852,0.070879,0.323962,0.102766,0.104345,0.092764,0.105853,0.12572,0.145906,0.259036,0.291741,0.037004,0.127975,0.137613,0.128213,0.137455,0.128315,0.121316,0.167107,0.080516,0.104969,0.167156,0.474639,0.030738,0.039047,0.02501,0.025304,0.023246,0.031776,0.032855,0.172676,36.19866
0.136388,-0.50575,2.352648,6.375965,6.272503,9.663719,0.416324,0.166031,0.316815,2.703873,0.541448,0.870085,1.700921,2.565881,0.1196,0.034963,0.045899,0.061795,0.070467,0.078538,0.068292,0.073639,0.07051,0.235109,0.102942,0.108185,0.097742,0.102072,0.121581,0.138364,0.25605,0.292192,0.01957,0.093619,0.104981,0.109807,0.071697,0.075847,0.082301,0.146565,0.080579,0.107632,0.196136,0.420303,0.038287,0.034768,0.022001,0.01828,0.025163,0.01794,0.023344,0.180923,28.501028
0.110459,-1.649499,4.398458,6.694158,7.214086,7.972663,0.396704,0.197366,0.282927,2.672503,0.54252,0.920003,1.705634,1.922204,0.113065,0.037084,0.048767,0.05868,0.060639,0.074163,0.068093,0.067295,0.071182,0.290232,0.108378,0.088456,0.088252,0.09413,0.117882,0.129453,0.251714,0.28709,0.008269,0.102373,0.084389,0.083762,0.106927,0.085944,0.097293,0.197883,0.083625,0.114908,0.132582,0.642142,0.0323,0.035224,0.024067,0.024571,0.029973,0.031446,0.036562,0.177691,13.786733
0.289904,-0.146562,4.297456,6.744377,7.485575,10.407422,0.447692,0.191119,0.379804,2.687025,0.638065,0.977249,2.004945,2.818723,0.128953,0.052213,0.045383,0.058691,0.05961,0.077443,0.060701,0.074207,0.078183,0.261331,0.113171,0.092389,0.078011,0.107385,0.124716,0.137335,0.247027,0.284921,0.034917,0.129639,0.109089,0.107471,0.09952,0.092962,0.091536,0.28193,0.093454,0.111948,0.11247,0.311847,0.034981,0.038241,0.02567,0.025536,0.024017,0.024296,0.022402,0.16981,37.313896
0.142405,-0.232541,3.683939,6.592734,8.658952,10.921237,0.462424,0.153346,0.335172,2.662994,0.634951,1.015605,1.768138,2.682963,0.122845,0.045668,0.054398,0.056235,0.071304,0.07381,0.077511,0.08551,0.078054,0.533436,0.115064,0.106412,0.117899,0.11047,0.127092,0.141978,0.251922,0.287364,0.044184,0.143992,0.168346,0.166751,0.091164,0.087749,0.093644,0.212158,0.085541,0.111339,0.139186,0.299431,0.038521,0.036461,0.030113,0.024355,0.027493,0.028697,0.040102,0.173641,27.618327
0.082561,-1.127995,2.190588,6.681392,6.305155,8.432899,0.281209,0.140294,0.316542,2.708747,0.518802,0.906193,2.016136,2.17817,0.138384,0.037946,0.050297,0.073829,0.07474,0.079781,0.062275,0.06689,0.069443,0.276581,0.13242,0.076075,0.081113,0.093681,0.11372,0.131541,0.256712,0.294053,0.032767,0.088209,0.085935,0.079082,0.106962,0.061628,0.059087,0.199317,0.077331,0.143407,0.174748,0.380288,0.048713,0.036147,0.025412,0.026908,0.029461,0.024714,0.026484,0.177622,38.54537
0.223432,-1.555959,12.456446,9.367886,10.520339,15.390086,0.35886,0.226278,0.316962,2.688732,0.516262,0.887271,1.970326,2.325047,0.093707,0.043469,0.046846,0.050883,0.053966,0.057066,0.069378,0.070039,0.074583,0.266951,0.106729,0.141328,0.132074,0.101498,0.12148,0.131359,0.257847,0.29225,0.014984,0.099317,0.10153,0.089855,0.090707,0.086554,0.076202,0.144673,0.095805,0.100278,0.110368,0.207069,0.033973,0.031131,0.025307,0.020159,0.020751,0.023394,0.019795,0.175229,25.65239
0.266775,0.629798,3.149377,4.90972,6.112808,7.720558,0.451074,0.172821,0.392144,2.699738,0.503406,0.879086,1.812583,1.859978,0.113657,0.038515,0.045002,0.052289,0.058991,0.069614,0.072449,0.069457,0.06947,0.377198,0.095493,0.113758,0.11306,0.114305,0.12855,0.146197,0.259164,0.292925,0.03641,0.1123,0.076596,0.076201,0.075823,0.062657,0.083833,0.372339,0.073239,0.103873,0.176234,0.462008,0.039739,0.027813,0.028492,0.030574,0.026471,0.025174,0.013701,0.182801,64.150715
0.077004,0.595631,2.414209,6.100468,6.234112,7.732041,0.442369,0.14339,0.284503,2.680841,0.699483,1.110643,1.794789,2.709679,0.127622,0.043156,0.039287,0.04244,0.055381,0.072058,0.078548,0.068069,0.06959,0.289116,0.124704,0.103241,0.101425,0.102585,0.115385,0.131721,0.256023,0.288642,0.017073,0.089028,0.106411,0.101727,0.062747,0.091385,0.096735,0.1152,0.087808,0.115728,0.130644,0.628481,0.034208,0.042057,0.030767,0.018266,0.028885,0.031753,0.027035,0.177882,27.723684
0.170498,0.327506,10.946598,7.792465,10.696994,12.983829,0.281432,0.171035,0.284855,2.659553,0.671795,0.857433,2.005523,2.715706,0.144045,0.053765,0.053428,0.063473,0.075499,0.066287,0.072877,0.076225,0.083265,0.534446,0.145303,0.112047,0.131175,0.110063,0.130304,0.138438,0.259315,0.286764,0.0505,0.219783,0.136999,0.131829,0.107674,0.167356,0.142029,0.215616,0.106668,0.121427,0.165017,0.818892,0.039517,0.034371,0.03884,0.029905,0.033255,0.035558,0.023465,0.17268,12.858298
0.080178,1.329004,5.141862,7.779609,11.530495,10.477803,0.343566,0.152018,0.248758,2.677233,0.624317,1.141891,2.100919,2.529206,0.125153,0.040637,0.04867,0.060066,0.052948,0.084179,0.087188,0.088682,0.095648,0.315172,0.099923,0.093524,0.093213,0.098383,0.118127,0.131575,0.25568,0.290367,0.020838,0.103248,0.16146,0.13654,0.137802,0.132089,0.111264,0.267258,0.078494,0.076437,0.109019,0.387682,0.041284,0.041272,0.026481,0.025024,0.026548,0.021533,0.057897,0.16537,31.349446
0.168171,-0.138577,2.430857,6.449618,6.185439,7.877009,0.456497,0.182755,0.350474,2.731905,0.680559,1.017114,1.42355,2.422311,0.132298,0.040066,0.046807,0.058284,0.054191,0.07411,0.074416,0.071683,0.074805,0.192126,0.107782,0.102198,0.097699,0.108976,0.126582,0.140619,0.264415,0.295357,0.035682,0.130344,0.091602,0.085487,0.059015,0.110904,0.070566,0.133285,0.081119,0.124865,0.16165,0.284672,0.041221,0.040986,0.027163,0.025111,0.026171,0.022005,0.018257,0.181937,52.731176
0.150155,0.623898,2.324174,5.686369,6.721073,9.623203,0.504986,0.141195,0.355508,2.695491,0.608675,0.9363,1.87748,1.78496,0.130764,0.06242,0.072619,0.069775,0.086387,0.076281,0.078457,0.076023,0.077723,0.308037,0.103471,0.093834,0.097893,0.113986,0.132462,0.149649,0.26089,0.292666,0.054405,0.133364,0.158851,0.117022,0.116282,0.093838,0.107307,0.187566,0.087294,0.092707,0.152648,0.441372,0.035879,0.03573,0.027307,0.023582,0.023538,0.021906,0.012668,0.180487,45.685435
0.053973,2.40184,1.748442,5.721383,6.582112,8.644401,0.555826,0.091963,0.257254,2.692291,0.53939,0.916945,1.665185,2.035662,0.114692,0.045462,0.055155,0.045782,0.051384,0.057701,0.066268,0.066513,0.066683,0.41313,0.116289,0.09981,0.088406,0.119201,0.135718,0.155691,0.262683,0.291911,0.076425,0.085545,0.093154,0.093896,0.102009,0.071342,0.065563,0.081078,0.090392,0.095473,0.117072,0.547152,0.032369,0.042891,0.029381,0.018558,0.024267,0.020228,0.01654,0.184285,40.785811
0.041232,0.80426,2.922722,5.652615,7.64833,10.713624,0.475826,0.112644,0.224595,2.750781,0.596498,0.866219,1.547046,1.943669,0.134992,0.045205,0.051591,0.059455,0.066075,0.068022,0.07876,0.094281,0.094087,0.240054,0.102282,0.093793,0.100496,0.103102,0.121153,0.136038,0.262999,0.300881,0.045304,0.117591,0.115153,0.116023,0.094769,0.086345,0.098729,0.201826,0.079031,0.111414,0.124098,0.308119,0.031122,0.037027,0.029128,0.022286,0.025528,0.027989,0.042701,0.173145,9.944247
0.113599,-0.02526,2.768178,5.441738,6.666841,9.925364,0.4627,0.169961,0.302304,2.670547,0.512374,0.921785,1.961182,2.21919,0.129481,0.043584,0.056778,0.049095,0.058824,0.06644,0.062183,0.0632,0.07026,0.234861,0.105653,0.091087,0.093219,0.105018,0.124752,0.144064,0.259581,0.290684,0.038564,0.101764,0.074042,0.111584,0.095106,0.098061,0.078304,0.175153,0.078848,0.096921,0.138662,0.306661,0.034452,0.03595,0.029498,0.024935,0.02267,0.024166,0.011275,0.176756,25.96386
0.134436,1.383184,6.248624,5.981173,6.832349,8.985858,0.436042,0.130008,0.316597,2.692901,0.731673,0.954293,1.926116,2.105957,0.125168,0.063234,0.076021,0.06693,0.075736,0.065112,0.070101,0.06841,0.074084,0.20733,0.119522,0.112282,0.115683,0.113547,0.133088,0.147346,0.257968,0.292355,0.050165,0.122823,0.120037,0.127061,0.139529,0.110061,0.099276,0.257136,0.075542,0.101408,0.119731,0.364564,0.034368,0.032296,0.022604,0.02339,0.028694,0.021231,0.026999,0.180513,28.900635
0.22586,-0.947257,2.666908,6.032089,7.001455,8.70466,0.47904,0.208632,0.374092,2.665681,0.615658,0.955722,1.805314,2.320124,0.129305,0.042237,0.048164,0.053557,0.046678,0.059609,0.061219,0.065925,0.070049,0.258111,0.102502,0.088179,0.096186,0.106165,0.119557,0.136816,0.256888,0.288413,0.025634,0.118586,0.11317,0.106616,0.071025,0.094793,0.078857,0.205639,0.08445,0.110238,0.13012,0.384438,0.031756,0.028601,0.03142,0.02967,0.031862,0.029658,0.014589,0.176568,24.761307
0.332168,-0.286345,2.888063,5.709353,6.435278,10.041264,0.39728,0.231018,0.402139,2.637507,0.480256,1.010892,1.666365,1.869738,0.104289,0.038986,0.038974,0.046726,0.048194,0.052741,0.059357,0.064212,0.067046,0.315917,0.1029,0.088153,0.110328,0.111166,0.126843,0.140833,0.252378,0.286879,0.022095,0.097405,0.085607,0.087084,0.068116,0.079753,0.079284,0.194081,0.077473,0.092787,0.12197,0.395911,0.038151,0.033719,0.030107,0.034494,0.032581,0.023109,0.009554,0.17587,19.359527
0.134572,-0.679078,8.869209,7.412446,8.001289,9.442753,0.379641,0.190287,0.283096,2.679101,0.64141,1.041478,2.000585,2.441859,0.126574,0.044922,0.040598,0.053873,0.054104,0.067283,0.06832,0.064503,0.076806,0.395353,0.136881,0.125007,0.089689,0.104626,0.124863,0.1429,0.261064,0.289633,0.051545,0.115638,0.116956,0.139456,0.117149,0.10726,0.104926,0.266094,0.093134,0.122882,0.170109,0.326906,0.049939,0.043101,0.028922,0.022685,0.022314,0.019821,0.052392,0.172801,46.262433
0.033804,1.857707,2.417864,4.369559,5.567307,5.778938,0.553107,0.094134,0.191005,2.738,0.461089,0.993828,1.257691,2.195107,0.178693,0.077196,0.121466,0.095803,0.096932,0.081264,0.0749,0.072821,0.079519,0.173246,0.092948,0.085268,0.091375,0.101685,0.118142,0.134335,0.258827,0.293032,0.051018,0.075431,0.062601,0.071267,0.091956,0.063726,0.084862,0.09123,0.075352,0.107714,0.119569,0.280416,0.025055,0.027645,0.02444,0.025114,0.027747,0.029008,0.038467,0.180858,50.942115
0.143821,0.41681,2.90512,6.332256,6.90222,9.069361,0.389082,0.139461,0.284002,2.685439,0.698391,1.024631,2.51354,2.394602,0.144765,0.058913,0.072298,0.09068,0.088391,0.074182,0.074719,0.073906,0.081293,0.38436,0.099534,0.081695,0.098092,0.103064,0.124978,0.136863,0.257415,0.290699,0.070411,0.137329,0.153021,0.097409,0.110713,0.123511,0.09984,0.200667,0.078668,0.134237,0.141616,0.340969,0.03124,0.033532,0.026806,0.028729,0.026404,0.02401,0.024397,0.179116,21.153401
0.112629,1.78283,3.757489,5.655837,5.716569,8.368768,0.495662,0.132444,0.237813,2.688342,1.099036,1.070241,1.525402,1.80998,0.121571,0.091836,0.070785,0.091742,0.090874,0.076164,0.075283,0.076093,0.079539,0.311302,0.105147,0.1021,0.090059,0.109599,0.127541,0.142301,0.256994,0.291741,0.04895,0.11614,0.120412,0.150085,0.118428,0.112102,0.086196,0.134915,0.094705,0.107905,0.151623,0.402404,0.028767,0.029955,0.032583,0.025715,0.030443,0.034675,0.029323,0.178285,28.22639
0.142004,0.038127,4.577669,5.381933,6.729022,8.461779,0.464598,0.178896,0.287529,2.704809,0.591192,1.016374,1.829464,2.116712,0.112645,0.057297,0.071795,0.072584,0.076522,0.085256,0.075161,0.073394,0.075791,0.242968,0.105822,0.104802,0.124269,0.103905,0.120197,0.135437,0.257775,0.291017,0.047936,0.100184,0.104638,0.108258,0.103957,0.081298,0.088572,0.208907,0.086666,0.100308,0.142022,0.325826,0.032889,0.024509,0.034837,0.023745,0.023471,0.026131,0.025875,0.177979,51.267225
0.132536,0.247431,3.159647,5.353125,5.454919,8.033156,0.479084,0.137033,0.349643,2.699172,0.735365,1.031646,1.637161,1.802486,0.129479,0.058938,0.06194,0.067958,0.058134,0.081333,0.063583,0.067262,0.071542,0.24538,0.095387,0.079169,0.081731,0.110715,0.128927,0.144601,0.259633,0.291287,0.068817,0.132091,0.087384,0.061455,0.128578,0.10055,0.087363,0.263705,0.079611,0.086045,0.1045,0.545623,0.031858,0.036127,0.0287,0.028016,0.039918,0.0352,0.023257,0.181384,81.757423
0.264755,-0.529077,6.502679,6.073876,8.531608,10.541545,0.48045,0.18372,0.384745,2.667894,0.601143,0.920447,1.869083,2.340619,0.104785,0.048824,0.059315,0.057762,0.062246,0.066162,0.067313,0.064494,0.070126,0.407434,0.099296,0.121444,0.108663,0.131377,0.144364,0.163764,0.257242,0.289721,0.128209,0.152086,0.096312,0.112507,0.144575,0.104656,0.145896,0.367191,0.055877,0.094434,0.17301,0.430896,0.031726,0.042364,0.030545,0.033754,0.037663,0.035244,0.021957,0.174226,19.486067
0.272308,-0.642493,2.608971,5.450336,6.901941,9.636429,0.558452,0.209842,0.350482,2.690784,0.462863,0.777028,1.242873,1.505063,0.112567,0.036985,0.045943,0.041975,0.047502,0.066274,0.069537,0.067117,0.074695,0.199138,0.103094,0.111827,0.113335,0.105095,0.11867,0.134205,0.254589,0.292953,0.026615,0.063651,0.076784,0.050868,0.066314,0.058246,0.059283,0.145048,0.077784,0.097631,0.149812,0.252202,0.033512,0.030386,0.025953,0.029756,0.027619,0.028794,0.015559,0.175472,59.682859
0.111464,0.129598,4.123424,6.366115,7.869607,10.568496,0.425993,0.157004,0.269034,2.669682,0.624701,1.012286,2.01767,2.314829,0.13748,0.059538,0.071185,0.074373,0.069765,0.07477,0.078287,0.086812,0.086588,0.213184,0.094262,0.109336,0.098838,0.100857,0.123605,0.136604,0.255111,0.28563,0.041376,0.115174,0.144845,0.111852,0.117134,0.129887,0.108942,0.147853,0.06829,0.09857,0.125974,0.306424,0.037672,0.035034,0.027999,0.022381,0.025409,0.024251,0.043529,0.172767,32.237366
0.142296,-0.522964,2.917744,6.003498,6.951867,10.188752,0.431074,0.166764,0.283541,2.523453,0.703425,0.961011,1.95075,2.426529,0.163406,0.049544,0.049586,0.055743,0.059619,0.090119,0.069635,0.068851,0.062856,0.303144,0.100337,0.093755,0.090714,0.101464,0.115496,0.131434,0.248853,0.271502,0.067709,0.122042,0.111935,0.093064,0.08383,0.068424,0.092846,0.244332,0.07581,0.116123,0.139951,0.357048,0.034263,0.03041,0.030149,0.025726,0.024918,0.026656,0.050102,0.169371,53.48791
0.231405,0.489995,3.051455,5.785655,7.119933,9.081076,0.441929,0.182958,0.355086,2.710078,0.58583,1.035029,1.426926,2.339223,0.118081,0.043765,0.05418,0.063484,0.061653,0.064776,0.064855,0.070144,0.076526,0.237644,0.102778,0.096001,0.090899,0.115111,0.132712,0.147586,0.258505,0.292351,0.038685,0.123545,0.088446,0.093235,0.089983,0.104593,0.103459,0.167935,0.082724,0.10399,0.123005,0.509616,0.033261,0.034286,0.02668,0.022096,0.022146,0.024542,0.01273,0.178635,35.226418
0.157441,-0.439771,3.350915,4.57929,6.080198,7.589039,0.458393,0.180705,0.322912,2.691205,0.58112,1.037119,1.679636,1.964343,0.110979,0.048567,0.068232,0.083327,0.075441,0.07003,0.075361,0.070205,0.073415,0.23904,0.096773,0.114379,0.097077,0.114231,0.130989,0.146435,0.260237,0.293159,0.058075,0.112543,0.112087,0.120255,0.090504,0.105675,0.088436,0.147802,0.078968,0.110876,0.133794,0.634628,0.042429,0.04897,0.025987,0.027553,0.025941,0.02739,0.048522,0.175621,92.175253
0.141684,-1.511841,13.314843,8.714938,8.773777,9.470454,0.228707,0.18349,0.286167,2.7282,0.68742,1.048308,2.256793,2.755152,0.122284,0.04553,0.054799,0.062177,0.08088,0.089042,0.07892,0.082035,0.076695,0.394184,0.156441,0.119506,0.119999,0.100937,0.13045,0.151231,0.263993,0.296327,0.036045,0.205198,0.156545,0.148916,0.159481,0.136202,0.091883,0.285394,0.088558,0.131864,0.193697,0.487059,0.052221,0.053262,0.040724,0.032409,0.026184,0.0272,0.054464,0.170391,9.585867
0.088543,0.928077,14.71251,5.322005,6.249601,8.88601,0.399151,0.136968,0.245749,2.684826,0.73712,1.128401,1.859541,2.232428,0.117226,0.053232,0.066666,0.066017,0.070945,0.069469,0.073855,0.081129,0.082528,0.349051,0.11477,0.103121,0.120552,0.1072,0.124459,0.14015,0.25923,0.293572,0.10855,0.138885,0.138521,0.126128,0.134067,0.13733,0.156741,0.392813,0.068995,0.104783,0.189288,0.484943,0.042061,0.035904,0.036716,0.028159,0.028207,0.032772,0.035477,0.173161,17.364755
0.113457,0.822565,3.841753,5.819693,7.645233,8.342525,0.354086,0.168129,0.276471,2.739483,0.767895,1.179792,1.931789,2.482517,0.134615,0.062284,0.063446,0.074401,0.081669,0.084641,0.0827,0.072651,0.082185,0.41363,0.095422,0.128391,0.148615,0.110059,0.130356,0.142485,0.265857,0.295735,0.074996,0.146203,0.137783,0.129972,0.130354,0.112197,0.124626,0.227412,0.080572,0.104354,0.217152,0.672222,0.032145,0.036712,0.031729,0.037939,0.034419,0.032441,0.020075,0.188455,22.026963
0.09123,0.694084,2.531111,5.339356,7.847307,15.460077,0.426443,0.138514,0.283828,2.698617,0.542263,1.134169,1.807261,2.091136,0.101831,0.064233,0.075685,0.075052,0.064211,0.066038,0.087778,0.06527,0.090883,0.161563,0.129051,0.100695,0.103731,0.107768,0.123741,0.138674,0.266592,0.289711,0.05752,0.128922,0.10075,0.090097,0.104485,0.089511,0.086414,0.114507,0.084997,0.108128,0.149196,0.291676,0.038357,0.03462,0.027218,0.025546,0.027424,0.025955,0.024433,0.176608,51.996402
0.160969,0.170378,8.693895,7.848883,7.50077,11.507816,0.361791,0.194261,0.291636,2.677831,0.659614,1.077498,2.337641,2.350915,0.143432,0.051131,0.055077,0.062609,0.064369,0.063653,0.069203,0.083616,0.078652,0.468845,0.092926,0.108989,0.09823,0.104822,0.122721,0.13691,0.255067,0.289062,0.045563,0.162986,0.128619,0.150981,0.110229,0.106114,0.117686,0.323107,0.066838,0.113123,0.151205,0.414922,0.037189,0.026868,0.033371,0.032787,0.032751,0.029911,0.024206,0.177064,37.823106
0.512166,-0.547902,1.419899,5.342924,5.252513,6.415757,0.542735,0.074091,0.236058,2.735413,0.481292,0.83589,1.40374,1.510043,0.120159,0.036349,0.036541,0.041722,0.049585,0.05886,0.06188,0.064346,0.067911,0.276729,0.096637,0.09112,0.084756,0.093258,0.11381,0.130484,0.256453,0.290597,0.164293,0.062345,0.070312,0.053843,0.049036,0.061063,0.053045,0.082198,0.064994,0.088148,0.116348,0.37758,0.03201,0.043271,0.027123,0.028892,0.028977,0.029608,0.040311,0.183249,11.040362
0.028841,0.920299,2.956978,5.205999,6.615018,7.946356,0.547241,0.079094,0.181374,2.678413,0.572893,0.849222,1.467719,1.97443,0.114543,0.039867,0.042757,0.044989,0.054753,0.056425,0.064609,0.061515,0.070628,0.615355,0.149363,0.108912,0.140312,0.096783,0.114501,0.139712,0.260752,0.288041,0.01707,0.174279,0.209149,0.113129,0.122813,0.156442,0.159525,0.11552,0.103594,0.156753,0.158153,0.318003,0.04232,0.031783,0.029783,0.049611,0.051474,0.026344,0.031097,0.183212,10.244996
0.086354,-0.440752,6.998524,7.300049,6.44357,8.797011,0.362904,0.160674,0.245864,2.703304,0.554607,1.022345,2.099939,2.12481,0.120888,0.042308,0.053947,0.059046,0.053936,0.069088,0.063832,0.065964,0.070069,0.453217,0.10836,0.135993,0.094156,0.098852,0.115433,0.136664,0.258959,0.290047,0.043513,0.106524,0.135152,0.177191,0.117605,0.123622,0.117724,0.240252,0.085954,0.118464,0.184704,0.659924,0.036059,0.047927,0.025785,0.030565,0.032633,0.023334,0.021258,0.17769,20.52804
0.186025,-0.769304,6.215344,7.427113,7.958904,8.866489,0.319619,0.211593,0.324059,2.682458,0.724409,1.008341,2.493516,2.998325,0.152781,0.047138,0.060529,0.064686,0.066088,0.080782,0.077301,0.072422,0.073075,0.359527,0.101376,0.106628,0.099532,0.109439,0.123918,0.13683,0.256266,0.290619,0.038651,0.134789,0.201245,0.123763,0.112137,0.125829,0.139729,0.227908,0.067136,0.109489,0.159397,0.493786,0.027418,0.034167,0.03323,0.026389,0.029903,0.02719,0.028057,0.175283,0
