@attribute mfcc_sma_de[12]_maxPos numeric
@attribute mfcc_sma_de[12]_kurtosis numeric
@attribute pcm_zcr_sma_de_max numeric
@attribute pcm_zcr_sma_de_min numeric
@attribute pcm_zcr_sma_de_amean numeric
@attribute pcm_zcr_sma_de_kurtosis numeric
@attribute voiceProb_sma_de_max numeric
@attribute voiceProb_sma_de_kurtosis numeric
@attribute F0_sma_de_maxPos numeric
@attribute output {high,nothigh}

@data

0.020645,-6.518568,-5.022316,-17.57511,-7.460145,27.1343,-19.98377,-6.973816,15.82338,25.11279,32.57676,-18.63894,-14.69823,0.022989,0.00001,0.142694,0.688368,4.576771,0.620821,2477,6.560024,-3.162589,-0.003818,0.382905,4.079068,6.802222,3.878724,151,3.690512,3.691826,3.057194,4.686935,8.115228,3.657143,1226,3.160992,0.070599,-0.055112,-0.000005,8.220129,0.090514,4.823239,1175,high
0.027673,-0.625459,0.839806,-16.59974,-1.48181,22.2016,-18.29656,-3.282607,17.62226,25.2813,27.61764,-15.84607,-12.69118,0.015729,0.000016,0.065649,1.861786,8.583611,0.489908,2115,9.987306,-3.987367,-0.000912,0.312342,4.816562,5.741889,3.850416,99,3.357858,3.374335,3.209743,3.432164,6.92845,3.140691,1880,3.004779,0.050696,-0.058258,0.00002,9.130186,0.075543,4.093436,948,high
0.018817,-10.20232,-11.94992,-12.51363,-2.173622,31.94186,-18.21013,1.94389,22.41325,31.20562,31.00007,-19.91574,-14.45826,0.031458,0.000033,0.072475,0.945286,3.891475,0.704123,1269,29.76261,-1.44163,0.00008,0.234805,4.20684,8.474826,7.310422,2907,3.144029,3.493627,3.436873,4.665737,9.026926,3.720749,1418,3.501471,0.03418,-0.038234,0.000041,5.781267,0.121257,5.395998,336,high
0.036313,1.939793,3.687254,-12.85318,2.072374,49.68596,-19.34413,-2.386776,22.7612,32.3467,33.80473,-21.26936,-16.22104,0.007864,-0.000007,0.130115,0.378881,2.759407,0.767451,2296,10.41403,-4.346294,-0.007869,0.685594,4.844272,7.793001,4.631086,2380,4.430811,4.742853,3.795288,3.735329,8.895145,3.879161,2295,3.525721,0.065699,-0.075318,0.000032,6.316208,0.163754,6.28245,937,high
0.041565,-0.628218,-0.905668,-6.307546,2.984189,24.22637,-11.4281,0.758127,12.45292,26.92569,23.99448,-14.78744,-14.28949,0.012704,0.000005,0.058532,1.235021,4.398226,0.523636,1120,6.295065,-2.243465,0.001126,0.247138,4.580762,6.161542,4.835278,1559,3.093368,3.051109,3.084633,4.192707,7.339111,3.335726,64,3.335034,0.033152,-0.043557,0.000011,5.452394,0.085111,4.423006,1008,high
0.007981,-8.931756,-13.79003,-17.58462,-0.902803,38.04889,-32.4264,-8.72329,51.83813,39.57857,50.90351,-20.31847,-26.07291,0.014519,-0.000021,0.11654,1.151977,4.014329,0.784368,9,17.50528,-4.889979,0.00493,0.524138,6.643462,6.920268,4.919785,242,5.065253,6.444915,5.916304,6.158267,13.02886,6.333956,2250,4.946904,0.051361,-0.0464,-0.000035,8.854366,0.181875,7.393953,2713,high
0.0012,13.79008,16.77232,-1.623075,10.63012,26.8285,-16.94771,-4.435358,17.98554,26.72318,26.98053,-17.46636,-15.37175,0.00484,0.000002,0.012972,1.87656,11.44809,0.762728,2766,148.3005,-1.619856,0.002394,0.229402,9.905682,4.531591,4.220898,2824,4.187138,2.711248,3.437646,3.419122,6.531694,3.931152,63,4.434785,0.012462,-0.008106,0.000003,14.91566,0.140578,14.45798,139,high
0.025364,-3.24529,-3.918595,-11.89174,-1.014867,26.96534,-12.17147,1.3555,15.6922,25.8147,30.08519,-12.8089,-13.31935,0.006655,-0.000004,0.062722,0.989738,4.537499,0.739636,659,11.50639,-2.36685,0.001412,0.350067,4.932588,6.31292,5.139077,683,3.617227,3.625828,3.550298,3.980507,8.711825,3.638353,573,3.404892,0.027526,-0.028373,0.00001,6.663639,0.135312,5.343484,57,high
0.060373,-9.715579,-9.653055,-11.13179,2.531179,31.65436,-14.7232,2.427002,20.49095,30.70073,30.30829,-14.30024,-14.56909,0.024198,0.000003,0.136859,0.71556,6.206487,0.745351,1875,8.050639,-3.56062,-0.000317,0.625751,5.814465,7.938728,6.039808,360,3.563457,4.381415,3.553773,3.451413,8.617033,3.689426,2781,3.382054,0.09637,-0.08409,0.000011,15.95433,0.147106,4.590898,2805,high
0.021884,-10.32782,-12.06339,-8.544998,4.048187,29.9963,-17.49347,-1.869247,18.30598,30.29043,27.9623,-15.51429,-13.64538,0.019359,0.000004,0.070631,1.98706,10.82492,0.601994,1893,10.65652,-3.402741,-0.000741,0.631927,4.790657,6.90316,3.904598,717,3.233624,4.685334,3.463016,3.643972,6.92768,3.036127,1969,3.029093,0.041621,-0.033817,0.000008,8.251374,0.089264,4.033147,2211,high
0.012969,-3.146099,-2.296479,-7.082549,3.151769,29.37938,-6.623346,5.802366,17.56064,29.08062,25.52066,-15.06001,-18.796,0.006655,0.000013,0.022096,0.703003,2.771804,0.725191,1335,5.13968,-3.692052,-0.002318,0.565561,5.118472,4.76761,3.141513,493,3.426537,3.767934,3.268592,4.10405,8.427919,3.205365,1906,3.223799,0.019601,-0.030793,-0.000003,5.354496,0.094119,4.762718,1885,high
0.015399,-1.103042,1.002976,-15.19363,0.973835,36.5467,-30.70443,-3.729372,36.0649,47.17927,34.30959,-24.02212,-19.21574,0.009679,-0.00001,0.104478,2.111293,8.699663,0.788791,2869,10.44055,-6.557549,0.002834,0.483096,7.302999,9.404074,7.494115,39,3.944736,4.624759,5.580644,4.060534,9.082287,3.765662,2712,4.551307,0.083727,-0.085662,-0.000032,15.14842,0.134539,9.493655,2742,high
0.020609,-4.581565,-4.856713,-12.85214,-0.015081,36.14096,-17.12029,0.013939,36.07191,42.03937,34.02703,-21.9462,-20.70015,0.00605,0.000002,0.07425,1.106759,6.542317,0.702326,117,7.940752,-5.303616,-0.000986,0.710416,4.934713,7.804523,4.449938,1912,4.078432,5.410942,3.62305,4.368651,9.242192,3.541844,2980,4.117606,0.070296,-0.062613,0.000029,10.1199,0.138465,4.125679,772,high
0.009175,-1.154222,-2.442497,-21.04623,-3.88825,35.63882,-13.81085,0.871179,22.27727,31.83194,31.78883,-13.40223,-15.45006,0.00484,-0.000006,0.074646,3.318507,18.53477,0.751506,2609,7.30344,-4.414447,-0.005031,1.054205,6.146123,6.280121,3.778695,1567,3.551488,3.981041,4.086858,4.056992,8.893069,3.841743,1838,3.110698,0.087417,-0.070236,-0.000102,12.24031,0.121632,5.091209,1788,high
0.014597,-7.270133,-8.061734,-9.564065,1.177052,34.4448,-18.2816,1.881827,30.95424,30.43204,32.54706,-14.85477,-21.43574,0.020569,0.000002,0.079412,0.726432,4.882266,0.640487,1628,5.14485,-2.128287,-0.001978,0.373848,4.695442,5.455107,3.546838,1622,3.754687,4.333405,3.189316,3.697359,8.844419,3.562836,2257,3.135487,0.03533,-0.029825,0.000014,5.614086,0.120464,4.448724,440,high
0.050797,-12.52153,-12.3933,-8.510672,1.385835,31.19869,-9.723361,3.400252,14.56585,22.19075,30.7739,-13.04098,-14.48974,0.027828,0.000004,0.086815,0.396232,2.782468,0.689362,2538,5.295107,-2.193934,0.000022,0.595501,4.785749,4.285368,3.395765,1867,3.217581,3.43658,3.19093,3.12674,6.695971,3.349376,1501,3.628211,0.026195,-0.020327,0.000009,4.066683,0.115791,4.152229,2552,high
0.035023,-8.2554,-8.303478,-8.0981,5.632526,26.18355,-16.75958,-2.155906,15.87685,29.51029,29.174,-15.95825,-16.39706,0.062311,-0.000006,0.155042,1.050654,5.891159,0.59716,93,7.827946,-2.843284,0.000702,0.579023,6.099514,8.911048,8.248181,2354,3.363279,4.161437,3.748856,3.762674,7.956965,3.613284,2379,3.210303,0.029159,-0.050151,-0.000013,5.276175,0.092439,3.770357,219,high
0.009196,-3.011903,2.230405,-7.353746,4.267996,24.41617,-18.90507,0.525135,28.00275,31.0176,30.59212,-18.50031,-16.52485,0.008469,0.000019,0.043597,1.064463,3.819677,0.731669,2641,9.691421,-3.046889,-0.002661,0.701873,5.023539,7.103325,4.366469,2753,3.839063,4.248112,3.416349,4.683943,8.884884,3.662496,55,3.476452,0.032426,-0.031942,0.000018,5.124164,0.122754,5.200394,2876,high
0.020152,-2.178392,-3.762127,-18.70356,-1.166417,34.41889,-24.97486,-2.4105,29.64246,37.42934,54.67988,-22.724,-16.41081,0.00484,0.000013,0.044074,2.047323,8.635401,0.764471,1005,6.423999,-6.835317,-0.002397,1.035867,4.278703,12.95481,6.028558,853,3.628791,4.492337,3.844621,6.109848,14.28323,4.843994,921,3.681554,0.065154,-0.056927,-0.000026,7.656411,0.111937,7.081414,656,high
0.00898,-1.323959,-0.894645,-10.64696,-0.097627,22.17183,-14.58074,-1.590471,15.7385,23.87215,21.03194,-13.27558,-10.21403,0.012099,0.000014,0.049496,1.239679,5.20019,0.572213,2432,18.05648,-2.16422,0.000387,0.378944,4.817605,6.247712,3.670993,455,3.653632,3.807774,3.58809,2.959641,5.595549,3.04231,2946,3.264087,0.045493,-0.034725,-0.000003,8.170305,0.083756,7.598212,1091,high
0.034333,-2.761265,-3.287693,-4.200153,4.337608,21.02847,-8.222425,1.962368,13.27545,23.64231,23.16048,-11.93413,-11.10295,0.027828,-0.000021,0.150944,0.719352,3.538073,0.621435,1925,6.590523,-1.449804,0.000077,0.199594,3.906032,5.042566,3.72412,1038,3.265508,3.094373,3.02498,4.166376,7.982368,3.146207,183,3.346523,0.035148,-0.0464,0.00002,4.767734,0.06571,4.394062,811,high
0.018288,-1.303299,0.014858,-19.75009,-1.953676,34.11876,-16.37967,3.628819,18.40866,37.29792,28.13955,-16.86918,-12.06086,0.010284,0.000011,0.059982,0.979035,3.118428,0.691686,129,8.556661,-2.774453,-0.001915,0.525596,15.54451,7.831697,6.015368,728,3.810833,4.738971,3.834491,3.96067,8.173142,3.502446,2693,3.307504,0.03775,-0.026074,0.000023,5.808943,0.121776,6.676507,2250,high
0.018972,3.777008,3.184871,-18.4583,-2.255311,27.87391,-7.812562,6.175155,22.47267,32.87996,27.04782,-16.26655,-15.50282,0.00726,-0.000004,0.061642,2.901042,23.13979,0.450565,292,7.301707,-2.513494,0.000121,0.347837,4.021238,7.216611,4.025487,72,3.196069,4.275388,3.199855,3.393886,7.135592,3.304861,2760,3.097865,0.072293,-0.076346,-0.000021,14.5538,0.068066,4.421786,1721,high
0.004713,-0.473041,-1.824618,-23.33678,-7.927745,29.55449,-16.28337,-3.056252,26.09752,27.60833,33.2898,-12.29174,-17.1256,0.011494,-0.000004,0.053504,2.788928,26.34101,0.713403,1870,38.68485,-2.723196,0.002383,0.228209,6.262091,5.992876,3.394293,1631,4.570911,4.638402,3.39273,3.773159,8.690895,3.414295,2206,3.789708,0.02686,-0.058863,-0.000006,39.90205,0.108875,3.835728,1760,high
0.027458,-3.229045,-0.924988,-8.820133,9.368301,36.7823,-19.08888,-5.712966,27.03471,28.93978,39.89807,-24.17152,-17.52295,0.012099,0.000006,0.101385,0.214245,2.764653,0.667159,266,6.87056,-3.874161,0.00513,0.822509,5.32816,7.716416,3.913215,2271,3.94265,3.52028,3.182957,3.307835,7.686696,3.141462,1027,3.500362,0.049365,-0.053358,-0.000021,5.99521,0.147278,4.924187,652,high
0.018609,-4.764995,-4.581841,-9.219924,1.143279,25.28401,-10.49053,1.987975,16.9304,29.59492,29.68751,-15.59214,-11.58349,0.027223,0.000003,0.082155,0.912305,5.034142,0.620691,1935,7.82294,-3.228289,0.00072,0.414455,5.974178,6.240499,4.541292,2834,3.158807,4.172345,3.546701,5.592565,9.215349,3.76056,1165,3.293513,0.028494,-0.036237,0.00001,5.021826,0.081077,4.799513,2552,high
0.011528,-9.652692,-11.52832,-20.13013,-6.474526,31.49042,-16.19519,-0.159857,21.27523,30.51511,35.40318,-14.55658,-17.56338,0.024803,0.000001,0.078093,0.532395,4.708684,0.684524,1724,5.573594,-3.810494,0.000842,0.429088,5.455347,5.159507,3.631983,1775,3.140738,3.13821,3.039276,3.236216,7.068657,3.023574,1614,2.995807,0.029099,-0.018391,-0.000006,5.465988,0.090018,3.664812,2794,high
0.092399,-5.068098,-6.626363,-6.395563,8.366683,25.92729,-11.229,2.113266,24.50949,32.52362,30.41731,-20.55267,-17.68352,0.049607,-0.000005,0.178319,0.89691,5.309644,0.701485,121,7.035834,-3.280588,0.002289,0.573465,5.158777,7.9169,4.870917,105,3.527538,4.792375,3.84912,3.707008,8.810115,3.297717,1519,3.985201,0.074894,-0.052511,-0.000001,8.219578,0.145082,4.150317,1136,high
0.027396,-4.361658,-4.114572,-18.74016,2.538398,39.54051,-22.45229,-4.050919,21.20695,34.94792,38.54301,-15.48018,-21.79677,0.009679,0.000012,0.081092,1.267376,5.58574,0.669295,766,19.23876,-3.029885,0.002752,0.480325,5.060242,8.970984,5.087407,629,4.452526,3.488971,3.282885,5.713617,10.12049,4.234764,109,4.930052,0.06951,-0.059044,0.000002,12.27065,0.1432,5.04806,533,high
0.019565,-5.864205,-5.403471,-8.587479,2.088907,27.34748,-9.049093,1.10658,18.39827,21.76147,30.56982,-8.769105,-8.271642,0.00726,0.000002,0.046923,0.788114,3.674026,0.677578,351,9.550087,-3.641903,0.001128,0.631203,5.800369,5.328431,3.719064,2688,3.453391,3.464769,3.522748,4.07759,8.769721,3.518161,2103,3.313943,0.020448,-0.022505,-0.000017,4.881214,0.112154,4.29642,1706,high
0.037082,-13.0304,-11.36354,-16.42924,-6.015365,24.99137,-17.71425,0.515548,20.0306,32.91277,32.57045,-15.52522,-21.89529,0.048397,-0.000003,0.143273,0.333204,2.964821,0.620584,751,2.423747,-2.20751,-0.001809,0.380906,3.002951,5.007801,3.011282,1567,2.955516,4.240832,2.976631,5.512854,10.09159,3.332752,921,3.077404,0.027768,-0.027828,-0.000015,3.321434,0.092759,2.86193,2698,high
0.031409,-0.291632,-0.280452,-18.50909,1.986378,35.57839,-14.46982,-0.873401,19.37587,29.27737,27.8146,-15.00024,-12.04318,0.020569,-0.000013,0.16123,1.398559,7.932211,0.760434,2727,8.034479,-2.318834,0.001084,0.409059,4.985748,5.923663,4.422254,2863,3.396482,3.844627,3.453455,4.778753,8.687019,3.348897,2162,3.782988,0.07193,-0.125106,0.000002,10.10883,0.143561,7.777215,615,high
0.017818,-2.280201,-2.623055,-6.674975,4.558719,20.74186,-18.75052,-3.678098,23.07692,28.94424,25.87637,-15.31137,-12.63398,0.010889,-0.000002,0.066235,0.286389,3.642645,0.777348,1628,5.360696,-2.403456,-0.001627,0.49393,3.034536,7.101435,3.847831,2753,3.310125,4.009286,3.416429,3.624511,6.958158,3.554607,641,3.722124,0.023351,-0.020448,0.000002,4.04224,0.115516,4.793308,2169,high
0.019336,-5.886751,-6.012612,-18.75604,-6.410055,43.94761,-19.03895,-3.16283,31.1601,36.8537,30.94386,-17.66199,-22.72361,0.021174,-0.000003,0.104867,2.901783,12.62231,0.7087,763,12.5997,-4.390785,-0.000861,0.38327,6.576599,6.903027,5.426048,1526,5.128765,5.921412,4.778911,3.673172,8.082618,3.746991,1732,3.857303,0.066425,-0.069147,0.000002,13.54509,0.146698,6.297209,608,high
0.023731,-2.009987,-1.686928,-15.15097,-1.76702,31.5929,-28.24164,-4.886018,25.11169,32.10352,40.59621,-17.63638,-18.54561,0.012704,-0.000006,0.072959,0.827863,4.498931,0.727567,2330,16.27187,-3.570729,0.001659,0.776014,6.585406,7.462027,4.340395,1703,3.561668,4.280328,3.234336,4.761349,9.919172,3.652368,913,3.585328,0.026013,-0.029885,-0.000005,6.057036,0.108187,4.553182,93,high
0.072551,-3.261342,-2.94243,-11.23333,-0.451484,25.6992,-18.02142,-3.520143,17.09213,30.07718,24.16575,-17.79762,-14.72588,0.019359,-0.000002,0.109528,0.708013,3.881397,0.640015,2140,5.05984,-2.574488,0.000385,0.289275,4.229833,6.586847,3.84651,2926,3.324298,4.795979,3.589698,3.267866,6.477081,3.169116,1327,3.385612,0.045977,-0.04882,-0.00001,5.229035,0.121858,4.650221,2114,high
0.029618,1.214834,4.546958,-19.54872,0.801033,30.6062,-10.06196,5.64975,23.68339,35.70641,34.96362,-14.11153,-20.54215,0.00726,0.000009,0.079464,1.728005,7.440664,0.716164,1098,8.108888,-3.829355,0.000875,0.933306,5.138978,8.806899,4.555469,2535,3.683501,5.730351,4.311298,5.554979,9.927518,4.182158,1746,4.94941,0.079794,-0.077495,0.000004,7.102786,0.132542,7.762371,2704,high
0.025045,10.08345,3.917369,-6.632133,4.446852,35.3021,-16.16802,0.147521,18.02825,25.4817,25.68798,-16.29971,-12.33573,0.00726,-0.000012,0.058168,2.030533,7.622749,0.427283,2183,18.26355,-3.457851,0.002942,0.870498,4.740226,6.727908,4.441548,2925,3.830323,3.957758,3.547894,3.417627,7.185436,3.172417,2284,3.453148,0.046703,-0.030732,0.000006,10.84528,0.085916,4.79799,2239,high
0.001329,-0.411609,4.251842,-10.97474,2.131712,34.54887,-18.28842,-2.442659,24.22559,37.05164,38.38483,-24.51664,-16.92696,0.006655,0.000014,0.017854,0.82021,3.42311,0.610857,1237,14.93793,-2.416865,-0.001834,0.338074,4.281358,5.327942,3.538827,2343,3.070019,3.89598,3.143139,4.42616,8.860771,3.244757,1713,2.995905,0.017483,-0.01458,0.000002,5.145713,0.100579,4.465852,300,high
0.014226,-3.567778,-4.325624,-12.20105,-0.841725,29.90648,-14.81519,0.026538,20.9441,28.96376,24.69084,-16.4811,-14.61875,0.013914,-0.000002,0.087078,0.821982,5.543516,0.667376,785,6.637346,-2.288736,-0.000617,0.278231,3.368939,4.890309,3.011354,2051,3.080539,3.692214,3.076065,3.92117,7.960435,3.16258,29,2.924207,0.035451,-0.031821,0.000013,5.296425,0.123463,5.304214,2355,high
0.045804,1.973428,4.797731,-16.67614,3.084842,36.01376,-28.59907,-4.331707,30.61462,40.68151,44.1203,-15.05463,-17.43234,0.008469,-0.000004,0.093238,2.711432,12.29645,0.697634,1125,14.25803,-4.591168,0.000874,0.814663,5.165107,9.164522,4.369082,685,4.198906,5.51588,3.629437,6.432477,12.17575,4.719663,2332,3.427274,0.091591,-0.101815,0.000014,12.82304,0.140176,4.94938,2124,high
0.013829,-6.852193,-6.631002,-10.58705,2.231028,27.08022,-18.11167,2.655389,19.31084,37.45697,30.64662,-18.12435,-14.48175,0.028433,0.000001,0.132405,0.545002,3.795574,0.653284,2726,12.74771,-2.662997,-0.000312,0.435137,3.655675,6.928743,4.879556,1003,3.527762,5.462846,3.254897,4.53199,9.380886,3.552163,144,3.526608,0.041379,-0.044041,-0.000031,3.735374,0.106252,4.66706,162,high
0.027854,-4.124406,-3.527014,-7.89269,2.107816,21.23687,-13.60032,0.791186,17.07156,28.31561,26.03072,-14.12352,-14.18547,0.083485,0.000007,0.180922,1.02544,4.646649,0.497247,760,6.031782,-2.602696,-0.001871,0.311793,3.871882,4.725044,3.139289,2324,3.258613,3.741792,3.234356,3.627921,7.204376,3.171859,1891,3.248292,0.060315,-0.05239,0.00001,5.401976,0.089897,4.427007,2937,high
0.0246,-7.307445,-9.433257,-22.35235,-4.549024,37.70349,-26.43384,0.913249,28.3985,34.60337,41.85011,-15.81845,-24.48578,0.00726,-0.000002,0.090331,1.243793,7.022552,0.73763,799,7.891667,-4.534617,-0.00181,0.47378,8.610236,7.891134,5.971133,196,3.444115,4.648406,3.656932,5.836322,10.48304,4.36869,195,3.672332,0.053479,-0.062674,0.000024,14.52226,0.110211,4.726288,2074,high
0.019602,4.111904,4.267692,-13.25636,-1.19137,28.57423,-24.74621,-2.471094,17.92689,38.85504,35.47692,-12.98769,-25.85685,0.00605,0.000002,0.024101,1.940332,8.020396,0.629183,2784,6.076598,-6.174836,-0.00231,2.615318,2.690069,8.075455,3.191661,2173,3.537363,4.318188,3.337503,5.223183,10.78377,3.659029,2433,3.767789,0.027223,-0.027889,0.000003,8.332397,0.120196,5.498616,155,high
0.017132,-0.473782,-1.368135,-12.1548,1.513208,29.63289,-20.00198,-0.164819,37.01118,40.97718,37.19449,-24.40806,-16.781,0.00484,-0.000007,0.08083,1.748752,8.067689,0.740003,216,5.679656,-3.458003,0.00116,1.054377,4.11663,7.138371,3.525682,33,3.513422,6.104768,4.221601,3.983083,8.505274,3.397937,136,3.77061,0.055777,-0.0634,0.00001,6.554143,0.141583,4.89257,910,high
0.019831,3.893706,3.601168,-17.49775,-0.217581,46.59826,-24.55642,-6.227041,38.91629,36.33858,38.08265,-16.30038,-17.65819,0.008469,-0.000005,0.07593,1.83836,7.070967,0.638478,1308,17.2056,-5.580474,0.002878,2.934519,4.45702,9.885126,3.660683,1627,4.028481,5.131551,4.617382,4.908084,9.759645,3.485116,1154,3.949739,0.068421,-0.068179,-0.000027,7.14869,0.105635,4.748055,2880,high
0.040381,-4.188982,-2.314843,-16.3798,-3.376261,27.69001,-20.26115,-0.090333,18.69962,34.05386,30.72811,-16.46845,-14.17611,0.010284,0,0.092396,2.666054,14.04827,0.740619,900,7.929862,-4.559365,-0.004283,0.608493,4.307477,6.389925,3.686371,10,3.731268,4.029397,3.423888,5.196514,8.641362,3.595752,2752,3.293215,0.065336,-0.108711,-0.000127,14.82568,0.131058,6.404101,453,high
0.017739,-0.572874,2.203497,-17.16888,0.586668,40.95936,-23.67091,-1.848371,21.07771,34.34646,37.09988,-23.79198,-16.96735,0.005445,0.000045,0.034175,1.101068,3.997444,0.761972,2487,11.47842,-4.041158,-0.004006,0.759103,3.62799,11.6902,5.57369,2868,3.306705,3.848083,2.866304,4.666192,10.37968,3.588201,2119,3.074909,0.064428,-0.044767,0.000066,4.93214,0.148861,6.248778,1042,high
0.014925,-1.963197,-19.49543,-11.64501,4.536822,36.03025,-13.32275,0.552676,23.87953,32.18594,36.09494,-11.19081,-18.93176,0.00363,-0.000008,0.140248,0.941052,3.397425,0.730351,2155,7.764348,-3.403126,0.009559,1.530606,6.280906,10.04434,5.930134,1367,3.776793,3.774474,3.535976,3.501996,8.105548,3.685608,1631,3.61039,0.079976,-0.075076,-0.000063,8.159951,0.135166,6.516786,626,high
0.07883,-8.208055,-6.6682,-10.4044,0.798851,22.71348,-12.0862,-0.557245,15.17211,30.17371,25.08327,-11.03334,-18.46832,0.07683,0.000006,0.143413,1.027842,5.182642,0.531112,1212,7.591104,-2.068764,-0.001449,0.263299,4.111707,4.281674,3.192629,2720,3.322729,3.923731,3.306304,3.869721,8.013973,3.254815,981,3.219734,0.046461,-0.040714,-0.000002,5.50785,0.103283,5.858027,2959,high
0.014522,-4.257359,-3.515413,-15.70524,-1.459418,35.91692,-16.38013,0.331348,32.08218,31.11145,30.19713,-15.88564,-23.72343,0.013309,0,0.077038,3.176862,18.33862,0.715053,1464,12.80811,-5.034601,0.003557,0.757588,5.731584,7.301293,3.802681,354,3.487351,3.669519,3.509304,4.904409,9.33267,3.50771,1127,3.838385,0.080641,-0.068905,-0.000007,13.06776,0.111204,4.35146,1723,high
0.018531,-6.21691,-5.375528,-14.12658,0.954248,37.63283,-13.00101,2.545375,30.14193,33.45615,32.6963,-18.24305,-15.78933,0.004235,-0.000002,0.071924,1.119248,3.933971,0.695051,2628,13.88371,-3.512193,-0.003247,0.773131,5.299204,6.752829,4.172666,254,3.983918,4.838213,3.495362,3.340998,8.291658,3.385521,944,3.583329,0.039383,-0.042287,-0.000023,7.599898,0.114991,4.975729,1720,high
0.038768,-0.676077,-0.724023,-13.89487,-0.158025,28.54705,-17.39767,0.845978,24.41495,28.60455,33.61555,-19.67143,-12.92345,0.014519,0.000005,0.129865,0.810921,4.673373,0.694786,2529,6.546854,-2.644091,0.00209,0.490129,4.17466,8.913498,5.068091,1344,3.179238,4.722734,3.034248,4.108711,8.193628,3.249926,2392,3.137278,0.070357,-0.086328,-0.000019,8.482599,0.108448,6.254464,1875,high
0.03904,-4.448237,-5.007781,-14.19259,-3.813647,32.17528,-18.10415,-1.095516,28.26376,31.89486,29.05967,-15.56283,-15.45814,0.012099,0.000011,0.081593,1.900451,8.139008,0.670555,652,6.318167,-4.159598,0.000763,0.707977,6.008745,5.968589,3.288215,1820,3.426817,4.380625,3.21404,4.476934,8.155512,3.384183,1986,3.066709,0.054144,-0.073019,0.000045,7.825699,0.132009,5.51891,2332,high
0.019897,-10.63825,-10.04027,-22.08741,-3.687464,41.66413,-22.37553,-2.196455,42.37352,32.77846,39.01741,-15.1986,-13.42125,0.018754,0.00001,0.087588,1.940667,14.62027,0.739694,342,46.96347,-5.590028,-0.002164,0.667303,7.280199,7.447575,4.913191,334,3.801375,4.985703,3.480117,3.877328,8.147774,3.285738,57,3.042838,0.090321,-0.076225,0.000032,28.51429,0.124178,4.608094,86,high
0.013715,0.181766,-1.481501,-19.11225,-2.356039,34.70048,-23.75931,-4.622885,29.34522,35.43574,37.78611,-18.44371,-13.14277,0.00363,0,0.053052,1.523447,7.528971,0.789019,632,8.295432,-3.881451,-0.00178,0.786107,4.447572,8.97654,5.086292,955,3.332341,4.784609,3.832525,4.764978,10.1044,4.023056,618,3.70099,0.045312,-0.035935,0.000019,8.87784,0.146267,4.729768,1921,high
0.034547,-0.429651,2.330469,-16.25421,-3.488477,32.21377,-24.83523,-1.809034,24.39031,32.62899,41.43367,-24.64076,-16.44367,0.014519,-0.000009,0.081789,3.631596,20.50539,0.750146,1639,16.68156,-4.399925,-0.004428,0.587079,6.231505,6.942365,4.340237,406,3.732096,4.906064,3.444198,5.796429,9.672969,3.558195,1082,3.7249,0.066122,-0.060254,-0.000002,16.96931,0.148602,4.520542,619,high
0.020655,-0.908289,-0.272589,-15.0807,2.140257,28.2407,-12.02513,3.133339,20.30444,39.16737,28.39633,-12.5866,-15.37009,0.00726,0.000004,0.056478,2.96569,15.37044,0.604265,2013,9.088211,-3.869846,-0.002791,0.742156,5.179513,7.011628,4.499398,2711,3.32013,4.980288,3.811033,4.131036,7.721533,3.808181,582,3.479495,0.07199,-0.077012,0.000013,12.02538,0.135835,4.524594,1004,high
0.047125,-3.671834,-4.236446,-16.12078,-5.808478,41.26687,-21.93672,-2.96087,27.31788,32.40367,33.07678,-16.16684,-20.76671,0.012704,-0.000009,0.116617,2.517176,15.22692,0.751183,246,15.21687,-3.962593,0.001328,0.557898,5.073919,7.631719,4.329891,2815,3.610492,4.371017,3.338178,4.409257,8.717438,3.705887,1278,3.339,0.095281,-0.081307,-0.000036,19.84197,0.142663,5.219169,1396,high
0.003272,-4.074863,2.138844,-4.73847,2.473869,19.56796,-11.04293,1.429479,9.839994,20.0969,21.65746,-11.30732,-7.285917,0.003025,0.000012,-0.000857,1.84649,6.503049,0.635315,2474,18.14988,-4.11316,-0.00493,1.165713,5.667409,5.177764,4.016121,2460,3.524572,2.766295,2.856091,2.452028,5.392772,2.967235,2518,2.824581,0.013672,-0.011676,0.000038,8.996873,0.074175,4.657952,2621,high
0.00708,3.261244,3.517708,-0.545076,8.531077,30.96597,-17.43104,-4.467897,67.98492,27.56838,37.2299,-12.53873,-14.60385,0.007864,0.000002,0.023699,1.951473,8.659658,0.716336,694,63.98515,-2.847721,-0.003789,0.283595,8.356135,4.260528,3.972489,1205,4.628716,3.761578,4.189691,3.125028,8.539602,3.950995,2436,4.265416,0.020327,-0.01827,0.000033,11.72914,0.13517,5.751369,744,high
0.016151,-6.069414,-5.336546,-14.80217,-5.477862,25.89016,-19.62353,-4.52313,28.88625,36.10108,31.64153,-11.23483,-20.92499,0.019359,-0.000004,0.065478,8.536234,101.0437,0.685186,1335,8.484508,-4.443319,-0.001375,0.280627,9.095821,5.08732,4.176835,44,3.506265,4.870187,4.411862,4.466145,9.06067,4.290456,1665,3.795028,0.079068,-0.076588,0.000008,79.28381,0.121452,4.851058,1999,high
