@attribute mfcc_sma_de[12]_maxPos numeric
@attribute mfcc_sma_de[12]_kurtosis numeric
@attribute pcm_zcr_sma_de_max numeric
@attribute pcm_zcr_sma_de_min numeric
@attribute pcm_zcr_sma_de_amean numeric
@attribute pcm_zcr_sma_de_kurtosis numeric
@attribute voiceProb_sma_de_max numeric
@attribute voiceProb_sma_de_kurtosis numeric
@attribute F0_sma_de_maxPos numeric
@attribute output {high,nothigh}

@data

0.024818,-3.870712,-3.730447,-14.93351,-1.646729,24.56003,-17.90468,-4.80316,15.84392,29.93665,25.69479,-18.28134,-14.79451,0.026013,0.000001,0.109701,2.099265,11.21937,0.664455,2458,9.00631,-3.955585,-0.001151,0.342737,4.116333,4.826807,3.64699,1013,3.298023,4.384616,3.660744,3.381353,7.275547,3.267972,1646,3.133287,0.065941,-0.06092,0.000003,10.36325,0.099877,5.266302,1795,high
0.029881,-7.217922,-5.6398,-22.72658,-6.393106,37.46355,-16.76891,0.391046,30.23092,35.28219,34.02216,-16.29691,-15.00551,0.036903,0,0.134275,1.419064,5.947327,0.729456,2521,25.60468,-3.105152,0.000275,0.420925,4.161527,6.592193,3.795688,1165,3.715643,4.098681,3.045537,3.632412,7.39432,2.870688,980,3.390887,0.075802,-0.077798,-0.000012,13.87839,0.128451,3.907559,94,high
0.014271,-5.484952,-4.88927,-10.94837,-1.547783,19.49239,-16.65157,-1.791414,15.58864,26.04232,23.34884,-20.48676,-16.83054,0.013309,0.000016,0.049492,0.629215,3.014243,0.632314,1279,8.25759,-1.534341,0.002557,0.353415,3.900978,4.267911,3.34986,2968,3.461315,3.923897,3.531918,3.496644,7.570669,3.261912,2251,3.364193,0.024319,-0.023533,0.00001,3.997588,0.087241,9.603409,2304,high
0.025523,-6.185155,-5.998755,-26.96212,-3.38045,29.39733,-21.49403,-3.186158,25.58199,34.74392,36.31655,-22.49579,-27.65019,0.008469,0.000002,0.073421,3.765065,24.66461,0.75643,1502,9.275742,-5.247706,0.000631,1.02636,5.482283,10.42861,6.527183,2193,4.092228,4.752225,4.021852,4.324019,8.918423,4.004017,2110,4.587133,0.106776,-0.09637,-0.000008,31.40847,0.140541,5.031759,1516,high
0.021953,-9.684402,-7.478937,-19.96593,-5.190367,28.4389,-19.2586,0.469207,24.60623,38.14507,32.25599,-18.67178,-17.14971,0.005445,0.000005,0.073569,-0.197604,2.565248,0.820312,1487,6.26999,-5.40685,0.001015,0.539835,6.059391,6.50858,4.049584,196,4.432165,4.405512,3.915647,3.586005,6.882315,3.180748,342,3.24326,0.02559,-0.026981,-0.000007,5.25913,0.133495,5.155236,174,high
0.015482,-2.126947,-5.107646,-20.32446,-3.429048,34.28455,-20.47932,-2.699409,29.22613,29.33754,37.0616,-19.88812,-19.95314,0.011494,-0.000006,0.056526,0.986321,5.868902,0.729468,2131,12.55648,-2.296691,0.001103,0.335944,5.265676,6.801109,4.955893,2918,3.248824,4.176767,3.708354,4.280277,8.612251,4.114239,2481,3.232092,0.028373,-0.027768,0.000007,10.66623,0.114448,4.461918,764,high
0.020096,-4.279807,-5.133496,-15.88979,-2.925762,36.9542,-19.67863,-1.083296,27.32876,29.19381,38.39103,-8.822748,-10.76218,0.009679,0.000006,0.094739,2.941764,15.73863,0.641031,2850,8.322295,-4.750825,0.000261,0.801945,5.077221,8.38687,4.454671,925,4.463228,4.513937,3.715833,4.340658,9.51512,3.850761,997,3.505415,0.062008,-0.075439,-0.000001,12.37897,0.094849,4.660004,1763,high
0.049795,-8.502361,-6.387893,-17.14246,2.48283,30.10939,-16.81246,1.121056,48.36842,44.0203,34.31252,-15.24992,-33.53856,0.028433,0.000005,0.122278,2.4877,11.78386,0.664771,2841,21.57735,-3.839289,-0.002968,0.372112,7.23461,8.398727,7.332831,839,5.155881,3.795654,4.026667,4.033739,8.242177,3.722514,2512,5.944564,0.071809,-0.052511,-0.000004,11.49547,0.127113,5.657773,784,high
0.032502,-5.031486,-4.610375,-17.07271,1.995339,38.68095,-16.7021,2.380301,30.23465,42.5005,36.37059,-16.59367,-17.19302,0.00484,-0.000001,0.077324,0.567613,3.76068,0.816829,1497,6.594299,-2.882034,0.000599,0.863616,6.179877,8.305126,5.123632,1243,4.293062,4.529617,3.829517,3.949333,8.49498,3.257776,144,3.208025,0.074108,-0.067514,-0.000014,8.290632,0.199785,4.681441,1346,high
0.019074,-1.571822,-1.871475,-15.26233,0.612233,30.18512,-20.17725,-2.39585,31.39108,30.38742,30.41034,-14.65069,-13.26974,0.012704,-0.000013,0.106813,2.126972,11.14705,0.686982,950,10.43718,-4.424272,-0.000504,0.652613,5.223608,7.324617,4.934282,321,3.563502,4.519348,3.85316,3.956199,8.840899,3.608686,2061,3.489588,0.080581,-0.083606,-0.00001,11.38958,0.151892,5.529418,486,high
0.019442,-10.19355,-9.723384,-3.145749,3.789487,17.83578,-2.533434,9.295301,9.805892,24.56262,22.32036,-8.325935,-13.29833,0.026618,0.000004,0.064329,0.424164,3.090938,0.479676,2959,9.987839,-3.866395,-0.00012,0.324179,5.298561,4.237906,3.976372,2034,3.788679,3.252276,3.223837,2.90061,5.982747,2.970042,1296,3.027116,0.023533,-0.018088,-0.000002,3.857957,0.076757,4.225073,2920,high
0.021364,-2.363365,-2.482164,-8.778708,4.971512,27.6675,-17.05233,-2.310689,23.10373,32.68029,32.46682,-21.0442,-17.85671,0.00726,0.000024,0.103128,1.965195,8.621465,0.682264,2568,9.708034,-5.334319,-0.001584,0.70359,4.294017,7.410802,4.214342,1875,3.8362,4.482745,3.561792,5.085579,10.93186,3.865664,293,3.846064,0.094374,-0.089776,-0.000013,10.09391,0.080387,4.962722,1351,high
0.05229,-4.811901,-9.71487,-22.13976,-5.366646,33.4246,-19.939,-1.209307,16.5973,31.61779,31.70691,-16.92505,-12.07025,0.005445,-0.000044,0.160037,1.307596,4.742663,0.674546,766,12.30346,-4.328022,-0.000487,0.747496,7.352354,6.647432,4.035537,11,3.76647,4.142202,3.278179,5.624996,9.32829,4.479898,161,3.150493,0.091349,-0.103993,-0.000069,8.635201,0.098256,3.540062,481,high
0.020947,-5.212944,-6.424845,-12.27156,-2.982306,28.11813,-18.70161,1.972872,24.26945,30.821,28.35197,-19.13162,-12.89901,0.012704,0.000005,0.065333,2.196188,14.82066,0.745787,284,17.68099,-2.601932,0.002353,0.34313,5.288212,6.490001,5.867808,444,3.8767,4.320666,3.909327,3.183518,6.979767,3.515673,1814,3.40885,0.027586,-0.040169,-0.000028,9.245204,0.145907,5.559308,2079,high
0.048079,0.613065,-3.909786,-12.75599,0.886551,32.50703,-22.79122,-3.482562,20.83328,35.36846,33.85086,-17.82219,-12.1354,0.013309,-0.000005,0.132107,1.853034,10.49291,0.576222,512,10.10803,-2.20803,0.00303,0.614547,5.58551,7.415601,4.429583,1975,3.691418,4.214857,3.506634,3.421403,9.100596,3.648649,2355,3.319281,0.072958,-0.081307,-0.000012,7.461997,0.082627,4.905041,47,high
0.021322,-4.85492,-3.118021,-12.58675,1.931877,38.98594,-25.54447,-4.47705,37.06681,38.55005,34.63396,-19.39307,-20.53453,0.008469,0.000013,0.082099,2.114116,9.546549,0.747628,2873,13.11481,-4.862699,0.004626,0.97965,8.70718,9.531781,5.637119,286,3.76874,3.543952,3.432333,3.452268,7.328754,3.361834,2194,3.623201,0.056261,-0.091894,0.000014,12.93528,0.131339,5.310315,1998,high
0.035296,-3.063602,-4.399305,-12.45195,-0.744123,33.24883,-16.42944,-1.213148,27.13015,32.5716,38.95481,-20.63409,-19.56317,0.007864,0.00002,0.063042,2.315085,11.40896,0.772801,2313,7.698796,-3.414468,0.00086,0.646994,5.107417,6.785164,3.669986,627,3.185733,4.363244,3.349314,5.158057,9.829262,3.548674,144,3.360406,0.073442,-0.09026,0.000011,10.75094,0.145373,6.171656,2127,high
0.033386,-6.313768,-5.160487,-17.62413,5.335714,33.91867,-7.97547,3.182795,13.14209,25.90456,24.14858,-17.91988,-17.39672,0.026618,0.00001,0.079829,0.674782,4.325452,0.622432,2758,5.531682,-3.708991,-0.001121,0.398787,6.269735,10.6059,10.19017,1158,3.651685,4.037555,3.509114,3.999827,7.81707,3.456358,604,3.617217,0.046461,-0.058681,0.000053,7.877293,0.122328,4.829163,2304,high
0.034026,-1.15061,0.180526,-8.626561,3.519467,29.21931,-11.39229,4.035358,29.65372,28.97873,29.05871,-13.89349,-16.21173,0.00484,0.000004,0.075039,1.528376,7.284146,0.755018,2590,21.45504,-3.398616,0.00332,0.342554,6.100756,5.913544,4.647167,81,4.19075,3.785056,3.476398,3.360699,7.688492,3.327365,1840,3.450749,0.039746,-0.058621,0.00001,9.656814,0.144856,7.638474,1504,high
0.021338,-2.352353,-1.472276,-14.25712,4.009279,39.2922,-24.45716,-4.20907,34.88163,41.23493,35.60432,-18.702,-18.60108,0.007864,0.000001,0.077385,1.67663,6.091504,0.743293,822,10.66513,-4.633278,-0.003289,0.635971,5.88734,6.762206,4.413008,1024,4.166082,5.385661,4.165824,4.081254,8.351561,3.572433,1674,3.82939,0.061343,-0.051966,0.000013,9.245025,0.147274,5.795664,2816,high
0.007239,2.129752,2.351879,-14.45185,-3.886736,25.7222,-10.14694,2.244738,17.3879,28.20511,26.34525,-13.08583,-11.95338,0.003025,0.000001,0.020925,2.345653,9.629957,0.691868,188,7.239609,-4.569491,-0.000614,1.639458,5.313212,7.103796,3.585671,479,3.770314,3.311902,3.816565,2.823215,6.904306,3.210024,546,3.735276,0.027707,-0.02807,0.000008,8.050639,0.107057,4.110515,2087,high
0.008309,1.78455,3.132938,-13.90794,1.291985,26.74646,-16.80791,0.587898,22.84561,27.80096,26.51639,-17.70123,-11.24649,0.009074,-0.000001,0.031678,10.53695,164.3446,0.497913,328,74.45638,-2.856209,0.000263,0.60379,4.324674,8.271719,3.8965,726,3.45943,5.490548,3.840444,4.167679,7.423298,3.547783,2398,3.584487,0.083787,-0.111978,0,74.55895,0.080952,3.989976,2033,high
0.076307,-5.351492,-2.390993,-11.11497,0.104535,24.54284,-12.60847,3.128438,18.77396,24.47294,25.58685,-9.446644,-11.88557,0.034483,0.000009,0.134064,1.270765,5.667462,0.613883,436,14.14064,-2.166721,0.000836,0.495802,4.867702,5.623684,3.739173,1769,3.024694,3.687447,3.135543,3.605048,7.15999,2.928914,606,3.272147,0.069147,-0.076346,0.000019,10.48463,0.106327,4.91198,2600,nothigh
0.017896,-5.077029,-6.097003,-16.47256,-0.572758,31.65654,-14.11077,1.45569,29.8522,37.26917,31.72565,-16.96689,-17.29352,0.020569,-0.000001,0.127004,0.862354,4.377537,0.723511,1428,7.607391,-2.563204,0.001143,0.600806,4.808772,5.336747,3.673026,1956,4.208079,4.91973,3.486435,3.776224,7.523871,3.15016,1067,3.25965,0.050635,-0.041258,0.000019,5.452879,0.130121,5.035834,251,nothigh
0.015968,-1.839902,-5.043816,-16.91997,1.466424,43.71378,-11.93108,5.0177,30.18045,44.12073,37.61135,-13.58936,-14.33686,0.003025,-0.000008,0.076867,2.378163,14.91572,0.758591,818,10.21797,-4.782538,0.003846,1.435016,4.726502,10.0162,3.853988,2558,2.969687,4.289859,3.661459,4.47304,9.14847,2.983985,2862,3.654877,0.095644,-0.146098,-0.00001,19.62115,0.146122,5.63587,11,nothigh
0.003313,7.446664,7.174468,-13.06999,2.766148,40.41472,-16.49627,-2.802912,28.93765,35.51293,37.55498,-16.59316,-18.07349,0.003025,0,0.044311,3.062437,15.6424,0.772452,1917,9.825665,-3.535649,-0.003657,0.636603,10.51972,6.99492,4.408442,1429,4.14056,4.692857,4.462949,5.675866,12.03033,4.842614,1814,3.7145,0.060073,-0.057834,0.000013,12.6914,0.152738,5.753724,54,nothigh
0.032841,-1.099331,-1.696051,-18.92984,-2.571212,34.31047,-19.3618,-2.974044,21.78591,30.11428,34.327,-11.74706,-15.79895,0.021779,-0.000003,0.104181,1.117977,4.441314,0.726452,771,4.367746,-3.140916,0.003151,0.54324,3.805938,8.376377,4.559478,2435,3.759587,3.977705,3.325478,4.584356,9.452679,3.240178,218,3.117604,0.047852,-0.037447,-0.000002,4.970418,0.149275,5.804184,1993,nothigh
0.030854,-5.177896,-3.842684,-10.55252,1.394921,24.39203,-10.5926,3.150233,15.56558,26.85619,25.155,-16.11658,-19.08432,0.013914,-0.000002,0.085047,0.728087,4.835546,0.651249,1986,9.648346,-2.710463,-0.002294,0.52168,3.720023,4.993293,3.637269,1784,3.401771,3.571208,3.294048,3.643382,7.037333,3.084571,2504,3.428603,0.041803,-0.040109,0.000003,6.060762,0.108307,4.937707,1148,nothigh
0.006341,-2.071585,-2.047504,-29.4385,-3.890891,39.61541,-25.47608,-9.250192,26.46202,30.97573,30.39549,-22.69593,-19.85392,0.018754,-0.000001,0.063922,5.054691,32.35585,0.67734,899,13.21353,-3.591756,0.001088,0.597313,5.818867,11.30504,6.323899,693,3.909076,4.421283,3.917103,5.2927,10.00132,3.847745,1251,3.630348,0.106776,-0.11222,-0.000003,27.05466,0.111123,4.177893,1429,nothigh
0.008489,1.50961,2.446285,-21.03292,-1.790013,38.75542,-22.15995,-1.596834,32.34745,40.30329,35.09678,-16.75556,-16.81639,0.00484,0.000001,0.044742,1.453187,7.14118,0.709792,2068,5.413425,-4.786344,0.001101,1.477976,3.997453,8.890174,3.764737,210,3.604028,5.279952,3.506304,5.040072,10.18129,3.729521,896,3.270181,0.038657,-0.042105,0.000015,7.818204,0.153504,4.000232,1554,nothigh
0.038127,-4.029462,-3.954368,-17.23005,-1.089191,36.57654,-13.35818,3.147707,32.17385,35.14599,34.14302,-24.26856,-16.54663,0.010284,-0.000011,0.119502,1.211109,5.778065,0.691517,2834,5.730287,-3.527657,-0.00009,1.0679,4.044901,7.047873,3.98329,706,3.793026,4.967299,3.572357,4.127028,10.39493,4.193442,1732,3.297152,0.060012,-0.061343,0.000005,6.766547,0.135363,4.866654,2377,nothigh
0.009223,-4.265271,-5.597293,-23.41339,-9.502516,37.74119,-22.35675,-8.170114,22.57233,31.14741,37.57846,-25.74613,-16.35954,0.015124,0.00001,0.059,3.658228,17.78267,0.639196,2963,13.70966,-4.334827,0.004874,0.514517,6.083315,6.869224,4.211444,1105,3.313591,5.608121,3.468254,5.600511,10.72869,3.985429,1334,4.401847,0.114822,-0.089292,-0.000003,19.35648,0.10778,4.078659,1184,nothigh
0.009223,-4.265271,-5.597293,-23.41339,-9.502516,37.74119,-22.35675,-8.170114,22.57233,31.14741,37.57846,-25.74613,-16.35954,0.015124,0.00001,0.059,3.658228,17.78267,0.639196,2963,13.70966,-4.334827,0.004874,0.514517,6.083315,6.869224,4.211444,1105,3.313591,5.608121,3.468254,5.600511,10.72869,3.985429,1334,4.401847,0.114822,-0.089292,-0.000003,19.35648,0.10778,4.078659,1184,nothigh
0.026569,-6.807856,-4.655708,-17.16957,-1.185693,42.10515,-15.23907,2.223935,26.90367,43.016,36.70358,-11.4203,-13.49984,0.005445,0.000004,0.088663,1.066362,6.803271,0.702026,521,7.701565,-4.004392,0.000291,1.285246,4.143484,9.497841,3.843194,2512,3.327469,4.458827,3.244969,6.189048,10.78449,3.596936,853,3.05666,0.046703,-0.091107,0.000004,8.833071,0.109636,3.624259,1411,nothigh
0.014412,-3.784535,-0.71524,-17.49624,-2.025844,35.64295,-22.85239,-3.401529,19.52936,28.5949,26.01925,-11.0015,-14.54727,0.019359,-0.000005,0.12115,1.2874,5.447071,0.79656,1796,9.614501,-3.821395,-0.001393,1.13437,6.61998,8.256145,6.31499,1648,4.213855,4.072803,4.045518,4.404726,9.570734,4.119705,1903,3.59206,0.051966,-0.060496,0.000035,6.27019,0.166347,5.668395,1716,nothigh
0.014412,-3.784535,-0.71524,-17.49624,-2.025844,35.64295,-22.85239,-3.401529,19.52936,28.5949,26.01925,-11.0015,-14.54727,0.019359,-0.000005,0.12115,1.2874,5.447071,0.79656,1796,9.614501,-3.821395,-0.001393,1.13437,6.61998,8.256145,6.31499,1648,4.213855,4.072803,4.045518,4.404726,9.570734,4.119705,1903,3.59206,0.051966,-0.060496,0.000035,6.27019,0.166347,5.668395,1716,nothigh
0.031795,-4.67018,-4.386868,-24.59464,-2.263119,36.64867,-33.5484,-2.593317,37.34878,41.23798,47.39996,-19.93192,-19.16078,0.008469,-0.000004,0.185542,1.076796,4.403007,0.746629,743,11.48214,-5.552408,-0.000369,1.357883,5.884199,10.51128,7.28653,570,4.304202,4.620651,4.713215,4.96307,11.22229,4.046295,2366,3.183443,0.085662,-0.143557,0.000048,7.608114,0.140715,9.325272,2958,nothigh
0.031795,-4.67018,-4.386868,-24.59464,-2.263119,36.64867,-33.5484,-2.593317,37.34878,41.23798,47.39996,-19.93192,-19.16078,0.008469,-0.000004,0.185542,1.076796,4.403007,0.746629,743,11.48214,-5.552408,-0.000369,1.357883,5.884199,10.51128,7.28653,570,4.304202,4.620651,4.713215,4.96307,11.22229,4.046295,2366,3.183443,0.085662,-0.143557,0.000048,7.608114,0.140715,9.325272,2958,nothigh
0.045167,-10.61163,-10.30414,-13.49007,3.5868,32.77647,-22.2838,3.766593,33.69087,38.27925,35.99347,-26.98896,-26.29772,0.00363,-0.000015,0.096514,1.510059,7.818388,0.754634,1422,8.837318,-4.947548,0.000724,0.521194,7.066234,6.988657,4.547759,77,4.185665,4.940707,3.994587,5.437932,10.78838,4.282665,234,5.135911,0.040472,-0.063279,-0.000031,9.007213,0.152272,5.130223,2969,nothigh
0.036083,1.135181,-1.003475,-16.07695,1.021742,27.4032,-19.21159,-3.588464,21.82861,35.04773,28.7524,-17.50393,-13.72969,0.025408,-0.000005,0.116035,1.778284,7.791205,0.629125,921,7.43292,-2.61762,-0.000277,0.49232,4.478764,7.298392,4.463439,370,3.486387,4.983215,3.940001,4.48592,8.336835,3.433826,600,3.27993,0.082456,-0.056987,0.000024,7.990755,0.137342,5.354952,242,nothigh
0.036083,1.135181,-1.003475,-16.07695,1.021742,27.4032,-19.21159,-3.588464,21.82861,35.04773,28.7524,-17.50393,-13.72969,0.025408,-0.000005,0.116035,1.778284,7.791205,0.629125,921,7.43292,-2.61762,-0.000277,0.49232,4.478764,7.298392,4.463439,370,3.486387,4.983215,3.940001,4.48592,8.336835,3.433826,600,3.27993,0.082456,-0.056987,0.000024,7.990755,0.137342,5.354952,242,nothigh
0.0411,-5.947502,-7.228828,-15.1146,-1.978394,35.36167,-22.70833,-2.372999,33.21665,37.07568,44.81927,-16.84753,-20.46652,0.008469,-0.000014,0.124592,1.968805,9.648586,0.774076,1896,10.13978,-3.411487,-0.001264,0.414404,5.669734,5.907859,3.917331,370,3.336302,4.775117,3.381537,7.103311,11.02512,4.222261,1854,3.848511,0.077435,-0.05735,0.000006,10.829,0.159647,5.437665,1829,nothigh
0.0411,-5.947502,-7.228828,-15.1146,-1.978394,35.36167,-22.70833,-2.372999,33.21665,37.07568,44.81927,-16.84753,-20.46652,0.008469,-0.000014,0.124592,1.968805,9.648586,0.774076,1896,10.13978,-3.411487,-0.001264,0.414404,5.669734,5.907859,3.917331,370,3.336302,4.775117,3.381537,7.103311,11.02512,4.222261,1854,3.848511,0.077435,-0.05735,0.000006,10.829,0.159647,5.437665,1829,nothigh
0.0411,-5.947502,-7.228828,-15.1146,-1.978394,35.36167,-22.70833,-2.372999,33.21665,37.07568,44.81927,-16.84753,-20.46652,0.008469,-0.000014,0.124592,1.968805,9.648586,0.774076,1896,10.13978,-3.411487,-0.001264,0.414404,5.669734,5.907859,3.917331,370,3.336302,4.775117,3.381537,7.103311,11.02512,4.222261,1854,3.848511,0.077435,-0.05735,0.000006,10.829,0.159647,5.437665,1829,nothigh
0.005253,-3.336813,-8.822045,-12.87121,2.735631,24.04182,-25.72575,-1.180081,24.87591,36.90441,44.59738,-24.93184,-18.71668,0.012704,-0.000011,0.061233,0.770683,5.66106,0.733215,2130,7.880706,-4.628907,0.001889,0.243061,5.429111,7.10328,6.151545,2758,3.138847,3.439563,2.853176,2.850401,10.47582,5.528704,2758,3.084598,0.016757,-0.016273,-0.000006,4.664883,0.119294,4.603593,2188,nothigh
0.012602,-2.404655,-3.608697,-25.36671,-4.74715,32.98813,-26.92472,-11.22736,44.79774,38.85043,35.64626,-27.59211,-31.30176,0.015729,-0.000004,0.050271,0.892903,5.046017,0.740943,518,25.43093,-5.411865,0.00095,0.465298,8.618868,7.579275,7.797502,2327,4.628788,4.250115,4.487691,4.442835,8.46154,4.076331,1285,4.344023,0.032668,-0.026376,-0.000003,13.33226,0.135467,6.291828,925,nothigh
0.013454,1.731429,-5.812531,-24.45972,-5.704422,42.82513,-21.20109,-2.007777,25.66675,34.50921,38.99725,-17.98927,-26.16229,0.010284,-0.000007,0.059067,6.464478,61.32076,0.682231,728,62.28035,-4.966199,0.004529,0.600839,8.617713,7.964679,7.123353,1306,6.46714,3.987685,4.584322,4.253057,9.845182,5.344401,982,4.820088,0.059226,-0.073684,0.000001,60.92897,0.120216,7.768942,2857,nothigh
0.002281,-3.479824,-4.812574,-19.38676,-3.312172,46.77451,-28.4135,-8.972784,35.13196,45.57602,34.54832,-20.81629,-21.57069,0.009074,0.000002,0.040419,7.465896,73.40672,0.79374,2216,35.73103,-4.774167,-0.000133,0.716269,6.682239,6.936033,4.157561,2920,4.320351,5.606531,5.117842,4.340401,8.822994,3.615196,2329,4.139873,0.124198,-0.123352,-0.000007,76.89747,0.172954,6.760075,1721,nothigh
0.002281,-3.479824,-4.812574,-19.38676,-3.312172,46.77451,-28.4135,-8.972784,35.13196,45.57602,34.54832,-20.81629,-21.57069,0.009074,0.000002,0.040419,7.465896,73.40672,0.79374,2216,35.73103,-4.774167,-0.000133,0.716269,6.682239,6.936033,4.157561,2920,4.320351,5.606531,5.117842,4.340401,8.822994,3.615196,2329,4.139873,0.124198,-0.123352,-0.000007,76.89747,0.172954,6.760075,1721,nothigh
0.002281,-3.479824,-4.812574,-19.38676,-3.312172,46.77451,-28.4135,-8.972784,35.13196,45.57602,34.54832,-20.81629,-21.57069,0.009074,0.000002,0.040419,7.465896,73.40672,0.79374,2216,35.73103,-4.774167,-0.000133,0.716269,6.682239,6.936033,4.157561,2920,4.320351,5.606531,5.117842,4.340401,8.822994,3.615196,2329,4.139873,0.124198,-0.123352,-0.000007,76.89747,0.172954,6.760075,1721,nothigh
0.01411,-3.859042,-3.275273,-24.24678,1.016723,34.27403,-13.65075,0.655545,23.06017,33.56982,34.21447,-25.30688,-19.25142,0.007864,-0.000004,0.121917,1.421206,9.777167,0.786923,1314,11.89679,-4.204772,0.005868,1.967125,4.439698,11.18261,5.535783,2037,3.771945,4.295553,3.245323,4.663739,9.394646,3.472391,905,3.626877,0.084453,-0.134604,-0.000023,11.15695,0.133609,5.302975,2978,nothigh
0.015357,-1.259745,-1.244572,-10.67069,-0.873188,32.33984,-19.3071,-1.65747,31.33863,36.60345,36.5588,-16.4573,-17.47964,0.00726,0.000003,0.037621,4.380388,44.37745,0.649265,2470,22.34584,-3.991526,-0.001203,0.368749,3.975219,4.960816,4.00666,2476,3.526411,4.317019,3.857286,3.977687,8.205851,4.146516,882,5.428687,0.056866,-0.057834,0.000008,34.34737,0.118795,5.197768,1107,nothigh
0.015357,-1.259745,-1.244572,-10.67069,-0.873188,32.33984,-19.3071,-1.65747,31.33863,36.60345,36.5588,-16.4573,-17.47964,0.00726,0.000003,0.037621,4.380388,44.37745,0.649265,2470,22.34584,-3.991526,-0.001203,0.368749,3.975219,4.960816,4.00666,2476,3.526411,4.317019,3.857286,3.977687,8.205851,4.146516,882,5.428687,0.056866,-0.057834,0.000008,34.34737,0.118795,5.197768,1107,nothigh
0.015357,-1.259745,-1.244572,-10.67069,-0.873188,32.33984,-19.3071,-1.65747,31.33863,36.60345,36.5588,-16.4573,-17.47964,0.00726,0.000003,0.037621,4.380388,44.37745,0.649265,2470,22.34584,-3.991526,-0.001203,0.368749,3.975219,4.960816,4.00666,2476,3.526411,4.317019,3.857286,3.977687,8.205851,4.146516,882,5.428687,0.056866,-0.057834,0.000008,34.34737,0.118795,5.197768,1107,nothigh
0.015263,-4.329183,-5.107969,-16.98194,-1.583219,48.39555,-16.35583,0.762267,26.23076,36.05444,30.36531,-22.2688,-17.71985,0.014519,-0.000007,0.102028,2.413964,14.11769,0.76235,731,11.60483,-2.808974,0.002268,1.270644,4.646451,8.708981,3.995563,1295,3.974174,3.990597,3.062433,4.222501,8.925799,3.380039,1662,3.382632,0.070175,-0.099153,-0.000077,17.43361,0.141957,4.254568,791,nothigh
0.008399,-5.490613,-6.982772,-20.21939,-4.207201,33.31948,-23.4632,-4.621318,34.42318,43.28223,36.71967,-19.22322,-12.16993,0.005445,0.000005,0.039654,4.823334,37.66949,0.717083,1337,34.45109,-5.746782,0.003612,0.445216,7.010166,6.842334,5.225481,1661,4.48833,4.46236,4.294863,4.938301,9.320861,4.120443,1369,3.668843,0.055233,-0.066425,0.000077,36.31585,0.143693,5.254762,93,nothigh
0.008399,-5.490613,-6.982772,-20.21939,-4.207201,33.31948,-23.4632,-4.621318,34.42318,43.28223,36.71967,-19.22322,-12.16993,0.005445,0.000005,0.039654,4.823334,37.66949,0.717083,1337,34.45109,-5.746782,0.003612,0.445216,7.010166,6.842334,5.225481,1661,4.48833,4.46236,4.294863,4.938301,9.320861,4.120443,1369,3.668843,0.055233,-0.066425,0.000077,36.31585,0.143693,5.254762,93,nothigh
0.008399,-5.490613,-6.982772,-20.21939,-4.207201,33.31948,-23.4632,-4.621318,34.42318,43.28223,36.71967,-19.22322,-12.16993,0.005445,0.000005,0.039654,4.823334,37.66949,0.717083,1337,34.45109,-5.746782,0.003612,0.445216,7.010166,6.842334,5.225481,1661,4.48833,4.46236,4.294863,4.938301,9.320861,4.120443,1369,3.668843,0.055233,-0.066425,0.000077,36.31585,0.143693,5.254762,93,nothigh
0.010715,-7.815289,-6.131784,-18.92821,-2.783746,37.143,-22.28757,-4.373892,37.95492,39.88158,30.64975,-18.45802,-20.64091,0.006655,0.000001,0.078141,1.191969,6.058153,0.740873,747,9.90955,-3.410008,-0.000922,0.935757,4.84625,9.089835,4.743177,1953,3.375763,7.262436,4.592339,4.250031,8.133672,3.269289,2775,3.279791,0.055414,-0.047429,-0.000009,7.96953,0.124791,4.2956,1653,nothigh
0.010715,-7.815289,-6.131784,-18.92821,-2.783746,37.143,-22.28757,-4.373892,37.95492,39.88158,30.64975,-18.45802,-20.64091,0.006655,0.000001,0.078141,1.191969,6.058153,0.740873,747,9.90955,-3.410008,-0.000922,0.935757,4.84625,9.089835,4.743177,1953,3.375763,7.262436,4.592339,4.250031,8.133672,3.269289,2775,3.279791,0.055414,-0.047429,-0.000009,7.96953,0.124791,4.2956,1653,nothigh
0.006135,-7.887565,-12.52684,-29.00414,-3.070651,37.61813,-20.63235,-2.136452,30.35744,39.40028,40.8975,-16.56159,-20.42795,0.011494,0,0.074886,2.684424,13.97473,0.734522,1354,13.0625,-4.411278,0.005286,0.463554,7.043931,7.806961,5.683614,2060,3.470749,4.7535,3.863247,4.031838,8.032887,3.545429,2038,3.815627,0.045917,-0.057653,0.000002,16.83829,0.139584,5.903827,1999,nothigh
0.006135,-7.887565,-12.52684,-29.00414,-3.070651,37.61813,-20.63235,-2.136452,30.35744,39.40028,40.8975,-16.56159,-20.42795,0.011494,0,0.074886,2.684424,13.97473,0.734522,1354,13.0625,-4.411278,0.005286,0.463554,7.043931,7.806961,5.683614,2060,3.470749,4.7535,3.863247,4.031838,8.032887,3.545429,2038,3.815627,0.045917,-0.057653,0.000002,16.83829,0.139584,5.903827,1999,nothigh
