@attribute mfcc_sma_de[10]_max numeric
@attribute mfcc_sma_de[10]_range numeric
@attribute mfcc_sma_de[12]_max numeric
@attribute pcm_zcr_sma_de_min numeric
@attribute pcm_zcr_sma_de_amean numeric
@attribute pcm_zcr_sma_de_kurtosis numeric
@attribute voiceProb_sma_de_max numeric
@attribute voiceProb_sma_de_range numeric
@attribute voiceProb_sma_de_kurtosis numeric
@attribute output {high,nothigh}

@data

0.000568,0.003705,-6.89641,14.60137,4.112556,-11.81483,32.79372,-5.031868,30.03107,-0.520669,-16.41779,6.02352,11.11291,0.00605,0.0732,1948,1.332198,5.330966,0.015931,128.2646,1402,6.278876,-0.000003,0.434508,5.201113,7.000997,579,4.242512,3.981002,1675,-0.030342,4.260537,4.755928,8.728455,3.168285,-0.015124,-0.000006,7.038234,0.115679,0.232459,4.447781,high
0.000568,0.003705,-6.89641,14.60137,4.112556,-11.81483,32.79372,-5.031868,30.03107,-0.520669,-16.41779,6.02352,11.11291,0.00605,0.0732,1948,1.332198,5.330966,0.015931,128.2646,1402,6.278876,-0.000003,0.434508,5.201113,7.000997,579,4.242512,3.981002,1675,-0.030342,4.260537,4.755928,8.728455,3.168285,-0.015124,-0.000006,7.038234,0.115679,0.232459,4.447781,high
0.001358,0.032502,-20.41224,11.03806,-4.610375,-17.07271,38.68095,2.380301,30.23465,-0.434358,-19.5338,7.164202,15.32929,0.00484,0.344223,1632,0.567613,3.76068,0.048827,149.3656,1497,5.588637,0.000005,0.863616,6.179877,8.305126,925,4.710804,4.341605,1243,-0.378786,3.829517,3.949333,8.49498,3.709848,-0.067514,-0.000014,8.290632,0.199785,0.367943,4.681441,high
0.006372,0.021692,-16.49332,27.44929,2.884531,-17.70346,43.57675,-4.75274,46.16613,0.101518,-25.06838,6.436704,15.03431,0.012099,0.281307,485,3.097997,19.47013,0.020437,200.5207,337,7.090599,-0.000004,0.603626,6.186353,6.812696,2564,4.768652,3.571053,1765,0.175114,3.717817,5.916698,9.868728,5.34097,-0.047852,0.000006,21.06636,0.119487,0.232433,4.27477,high
0.003248,0.020609,-22.18635,16.81787,-4.856713,-12.85214,36.14096,0.013939,36.07191,0.16184,-27.23478,5.576976,24.28933,0.00605,0.327284,1234,1.106759,6.542317,0.032566,113.8085,117,5.390697,-0.000003,0.710416,4.934713,7.804523,1432,4.240475,3.547715,1912,0.191238,3.62305,4.368651,9.242192,4.737527,-0.062613,0.000029,10.1199,0.138465,0.299305,4.125679,high
0.010399,0.055841,-21.92585,9.590285,1.440033,-17.30286,28.08866,-6.567899,34.7588,0.076176,-18.20695,6.073723,14.969,0.010284,0.377496,147,2.009308,9.303312,0.016832,-60.29577,161,19.25046,-0.000004,0.311161,6.347022,5.09593,84,3.845904,3.566977,1424,0.045557,3.219006,4.031044,7.569837,3.330194,-0.056987,0.000023,14.24249,0.090131,0.236285,5.673183,high
0.019259,0.048489,-23.22733,4.900908,-5.642629,-21.35346,28.13863,-1.932957,21.48324,-0.072743,-23.51342,6.045999,14.80672,0.055656,0.325469,2163,0.960542,4.069684,0.010001,22.13239,2166,3.342969,0.000001,0.745965,3.745947,6.476417,52,3.809649,3.290165,373,0.235603,3.513228,4.412423,8.567122,4.821977,-0.061343,-0.000002,3.962669,0.125145,0.250984,3.643967,high
0.001302,0.004713,-12.10112,11.38434,-1.824618,-23.33678,29.55449,-3.056252,26.09752,-0.824665,-17.75116,4.552574,13.46446,0.011494,0.259528,1868,2.788928,26.34101,0.019959,198.7129,1870,6.023334,-0.000005,0.228209,6.262091,5.992876,1632,3.154252,3.565743,1631,0.169218,3.39273,3.773159,8.690895,3.495367,-0.058863,-0.000006,39.90205,0.108875,0.214788,3.835728,high
0.001687,0.021322,-25.80556,16.4864,-3.118021,-12.58675,38.98594,-4.47705,37.06681,-0.132657,-26.26803,6.559421,10.07343,0.008469,0.499698,2303,2.114116,9.546549,0.02585,41.11869,2873,6.89612,0,0.97965,8.70718,9.531781,108,4.28137,3.616611,286,-0.172652,3.432333,3.452268,7.328754,3.382634,-0.091894,0.000014,12.93528,0.131339,0.271197,5.310315,high
0.002334,0.012695,-2.323602,12.35608,-5.20361,-23.19253,33.98966,-10.50699,29.85883,0.365861,-29.82342,5.467685,4.211111,0.018149,0.07562,501,1.133506,3.91043,0.018023,259.0807,480,5.345569,0,1.331867,5.833127,9.105995,1210,4.516234,3.881222,1638,-0.114386,3.372188,3.757809,7.062051,4.119222,-0.014701,-0.000012,6.733385,0.144733,0.29655,5.430903,high
0.000617,0.017032,-21.34302,18.87763,-0.750835,-17.23798,45.08025,2.275182,48.66419,-0.018424,-18.91397,6.176007,19.20791,0.00363,0.278282,1519,0.72548,3.100217,0.041792,118.106,1536,5.187746,0.000007,1.102118,6.436935,10.85164,821,4.192078,3.57903,121,0.067072,3.949586,4.909752,10.16568,5.102694,-0.056564,0.000011,5.423715,0.167994,0.340099,4.61946,high
0.005764,0.014597,-17.71922,3.717768,-8.061734,-9.564065,34.4448,1.881827,30.95424,0.466018,-14.83678,4.747511,9.899876,0.020569,0.222021,2940,0.726432,4.882266,0.014852,72.08673,1628,4.760647,-0.000003,0.373848,4.695442,5.455107,113,3.381619,3.510167,1622,0.046033,3.189316,3.697359,8.844419,3.444753,-0.029825,0.000014,5.614086,0.120464,0.247294,4.448724,high
0.005764,0.014597,-17.71922,3.717768,-8.061734,-9.564065,34.4448,1.881827,30.95424,0.466018,-14.83678,4.747511,9.899876,0.020569,0.222021,2940,0.726432,4.882266,0.014852,72.08673,1628,4.760647,-0.000003,0.373848,4.695442,5.455107,113,3.381619,3.510167,1622,0.046033,3.189316,3.697359,8.844419,3.444753,-0.029825,0.000014,5.614086,0.120464,0.247294,4.448724,high
0.005764,0.014597,-17.71922,3.717768,-8.061734,-9.564065,34.4448,1.881827,30.95424,0.466018,-14.83678,4.747511,9.899876,0.020569,0.222021,2940,0.726432,4.882266,0.014852,72.08673,1628,4.760647,-0.000003,0.373848,4.695442,5.455107,113,3.381619,3.510167,1622,0.046033,3.189316,3.697359,8.844419,3.444753,-0.029825,0.000014,5.614086,0.120464,0.247294,4.448724,high
0.006963,0.024763,-24.93148,13.25679,-1.574112,-17.21166,43.89474,-1.632419,37.90729,-0.060465,-19.23067,4.857856,13.87178,0.00726,0.472474,381,2.595565,11.68762,0.01868,28.64086,2606,7.72612,-0.000006,0.432711,5.761399,7.279143,2574,4.294866,3.876305,582,-0.009697,3.744919,5.133498,10.71015,4.101304,-0.092136,-0.000009,15.68618,0.10195,0.26356,5.669654,high
0.008216,0.010534,-15.36463,2.852799,-15.1653,-9.231421,21.65956,-0.504413,18.74882,-0.220152,-16.89925,4.571241,9.753189,0.019359,0.166364,2221,0.676324,3.132583,0.008474,29.54009,1860,7.72735,-0.000002,0.316488,6.105508,5.493608,568,3.905233,3.589703,2219,-0.197686,3.392238,3.122219,7.135741,3.021299,-0.018693,0.000007,4.168453,0.085263,0.179611,4.429545,high
0.008216,0.010534,-15.36463,2.852799,-15.1653,-9.231421,21.65956,-0.504413,18.74882,-0.220152,-16.89925,4.571241,9.753189,0.019359,0.166364,2221,0.676324,3.132583,0.008474,29.54009,1860,7.72735,-0.000002,0.316488,6.105508,5.493608,568,3.905233,3.589703,2219,-0.197686,3.392238,3.122219,7.135741,3.021299,-0.018693,0.000007,4.168453,0.085263,0.179611,4.429545,high
0.003093,0.076939,-24.05994,5.989939,-3.172806,-18.64263,26.85166,1.488163,16.88932,-0.100131,-16.70309,4.121832,10.5495,0.054446,0.320629,1274,0.448493,3.320659,0.018581,36.47377,1275,5.118806,0.000002,0.282932,3.860279,4.123846,2077,3.395537,3.193969,261,-0.053415,3.209654,4.342084,8.138559,3.778178,-0.049546,0.00002,7.628158,0.106717,0.239504,6.090185,high
0.004715,0.023731,-16.42983,9.892438,-1.686928,-15.15097,31.5929,-4.886018,25.11169,0.265975,-18.1361,4.822252,22.64883,0.012704,0.195402,528,0.827863,4.498931,0.018927,125.3324,2330,6.636415,-0.000001,0.776014,6.585406,7.462027,1324,4.952234,4.102008,1703,-0.02988,3.234336,4.761349,9.919172,3.570093,-0.029885,-0.000005,6.057036,0.108187,0.254568,4.553182,high
0.002878,0.013715,-17.0624,16.7968,-1.481501,-19.11225,34.70048,-4.622885,29.34522,-0.08013,-17.47228,4.92908,17.41732,0.00363,0.250454,1956,1.523447,7.528971,0.042582,216.1631,632,5.156218,0.000002,0.786107,4.447572,8.97654,1961,5.944138,3.964276,955,0.125046,3.832525,4.764978,10.1044,4.989234,-0.035935,0.000019,8.87784,0.146267,0.310205,4.729768,high
0.015454,0.025187,-21.17875,3.408477,-7.113855,-13.07868,26.23599,-1.168036,32.08605,0.368818,-12.98269,4.561166,15.43992,0.058681,0.182093,1391,-0.098589,2.537983,0.019124,146.4391,1291,3.91838,-0.000001,0.303833,3.755573,5.715266,2017,3.545594,3.100422,187,-0.167267,3.807282,3.854115,8.290415,5.379813,-0.029704,-0.000012,3.643668,0.136307,0.271774,4.917605,high
0.000489,0.004369,-19.8231,10.74917,-6.570949,-19.28922,29.2018,-7.442968,27.77388,-0.07879,-22.37663,5.453768,19.3316,0.00726,0.364791,287,3.575181,23.83566,0.041834,330.1327,651,5.495268,-0.000001,0.787651,4.943688,6.964984,1909,4.408088,5.137772,550,0.133995,3.673099,3.117473,6.224515,3.347507,-0.054567,0.000001,35.41368,0.148543,0.341806,9.142245,high
0.002831,0.016776,-15.22589,-1.773344,-15.24386,-15.79096,32.92975,-12.56155,24.67699,0.249286,-26.45554,5.435979,5.284128,0.027828,0.199637,386,1.080643,5.998233,0.028455,226.3693,137,5.781224,-0.000002,0.647815,4.488718,7.793897,800,4.51757,4.32039,75,0.08371,3.786467,4.307635,8.426534,6.076797,-0.026618,0.000008,13.28316,0.13454,0.237909,5.531709,high
0.002661,0.004374,-4.241955,9.480453,2.071606,-8.347955,24.84874,-7.802972,17.79296,0.063359,-17.53852,5.247382,13.67743,0.013309,0.035693,2326,0.573193,3.426403,0.00986,52.49857,2311,8.57741,-0.000001,0.227813,4.086283,5.113382,1013,3.298975,3.112163,832,0.044235,3.020882,4.718553,8.232418,3.779805,-0.006171,0.000001,3.778006,0.095423,0.193439,4.246858,high
0.000429,0.001329,-12.65973,14.9183,4.251842,-10.97474,34.54887,-2.442659,24.22559,-0.044485,-18.19597,5.495444,15.38872,0.006655,0.120387,2525,0.82021,3.42311,0.013888,-7.157521,1237,5.727902,0.000001,0.338074,4.281358,5.327942,2233,3.510561,3.137939,2343,0.063525,3.143139,4.42616,8.860771,4.011878,-0.01458,0.000002,5.145713,0.100579,0.226563,4.465852,high
0.002573,0.016585,-22.79967,24.75389,7.334826,-23.53652,40.51663,-6.17383,30.57997,-0.139506,-20.87045,5.70001,12.43591,0.013309,0.499093,852,4.394693,25.26502,0.018169,5.444235,2060,10.37304,-0.000005,0.702122,6.315757,8.666795,1999,4.544564,3.379267,120,0.133967,3.624032,4.331281,8.587769,3.553455,-0.08415,0.000008,24.8203,0.097423,0.225887,4.145203,high
0.00739,0.019565,-15.46115,5.641569,-5.403471,-8.587479,27.34748,1.10658,18.39827,0.028237,-6.757555,3.825471,22.77476,0.00726,0.150635,1777,0.788114,3.674026,0.01798,173.1425,351,6.856077,-0.000005,0.631203,5.800369,5.328431,2978,3.880463,3.652169,2688,-0.244256,3.522748,4.07759,8.769721,3.466721,-0.022505,-0.000017,4.881214,0.112154,0.265869,4.29642,high
0.005997,0.051545,-22.15811,9.5897,-3.356618,-20.43703,28.98799,-4.017262,18.37407,0.360169,-19.26673,4.622547,6.607039,0.016334,0.298851,0,1.312494,6.581753,0.012752,24.90261,712,4.441955,-0.000001,0.668861,3.10026,5.696276,2,3.728658,3.28708,1101,-0.076359,3.147068,5.092967,8.800886,3.9367,-0.068905,-0.000094,12.1213,0.121442,0.251303,4.017517,high
0.013608,0.06284,-20.54433,8.665036,-3.344694,-12.48671,23.48545,-0.033365,11.09299,0.410136,-12.47067,3.632026,12.55349,0.005445,0.276467,84,0.722886,3.521148,0.003687,-1.34807,1623,3.632351,-0.000005,0.399291,5.429511,5.589309,2198,4.198417,5.5896,750,0.121699,3.510818,4.435738,7.920284,3.349967,-0.054325,-0.000007,3.41228,0.095792,0.179785,6.478189,high
0.004026,0.045798,-27.19522,13.64186,-6.066245,-19.96309,33.80602,-0.930366,29.40867,-0.902116,-15.12763,3.896143,11.21394,0.017544,0.552934,1805,2.005456,11.67247,0.020816,33.27045,104,5.06778,0.000001,0.538501,5.568729,8.663902,874,4.528983,4.903512,1484,0.066186,3.924792,5.01225,8.6173,4.425256,-0.082093,0.000007,8.879603,0.132938,0.266441,6.029782,high
0.001739,0.012082,-23.05711,12.07156,-5.590919,-15.35875,34.03266,-0.575291,17.61973,-0.222247,-12.69691,4.17802,16.78573,0.015729,0.481549,319,4.433714,36.68364,0.020268,2.606623,323,8.507666,-0.000005,0.672305,4.883763,8.37961,294,4.802804,3.740098,2522,-0.159768,3.734112,3.64978,8.296211,4.545709,-0.088082,-0.000001,28.21081,0.139002,0.281457,5.928227,high
0.02499,0.043808,-22.68838,1.037904,-12.95613,-17.41759,23.7138,-4.513889,15.21681,0.016726,-19.28095,4.058793,9.341002,0.044162,0.413793,125,2.696652,12.54891,0.009384,57.55974,127,7.305571,-0.000002,0.231379,6.453732,5.830496,1513,3.989065,3.170176,53,0.087895,2.992398,3.763554,7.102525,3.192124,-0.061766,-0.000012,12.06452,0.083374,0.184666,4.211545,high
0.015475,0.039249,-16.75429,2.791359,-8.545371,-6.125381,24.18004,-2.485682,17.57519,-0.045721,-10.42327,4.516469,7.878954,0.020569,0.182698,748,0.163487,2.605577,0.007944,5.050481,814,4.349653,0,0.549416,6.324956,4.918271,1053,4.76419,3.753112,829,-0.007233,3.278764,3.470302,6.501968,3.258511,-0.027344,-0.000004,3.774243,0.078734,0.169478,4.044439,high
0.002045,0.018531,-17.62036,10.74251,-5.375528,-14.12658,37.63283,2.545375,30.14193,0.340516,-18.94151,5.404075,20.20885,0.004235,0.229885,166,1.119248,3.933971,0.021197,43.12821,2628,6.620839,0.000001,0.773131,5.299204,6.752829,928,3.988227,3.534248,254,-0.153778,3.495362,3.340998,8.291658,3.420252,-0.042287,-0.000023,7.599898,0.114991,0.277205,4.975729,high
0.002045,0.018531,-17.62036,10.74251,-5.375528,-14.12658,37.63283,2.545375,30.14193,0.340516,-18.94151,5.404075,20.20885,0.004235,0.229885,166,1.119248,3.933971,0.021197,43.12821,2628,6.620839,0.000001,0.773131,5.299204,6.752829,928,3.988227,3.534248,254,-0.153778,3.495362,3.340998,8.291658,3.420252,-0.042287,-0.000023,7.599898,0.114991,0.277205,4.975729,high
0.008694,0.025204,-16.58834,4.064844,-4.005141,-6.949726,27.23931,10.50566,14.99759,-0.175137,-9.281567,3.849671,28.09936,0.013309,0.252874,2757,0.568042,2.913117,0.015322,224.4876,2259,4.593551,-0.000003,0.3566,4.052909,6.321218,501,3.848413,3.592932,1632,0.15976,3.931494,4.482278,10.22567,5.621297,-0.042347,-0.000028,4.249564,0.100404,0.238283,4.08826,high
0.014697,0.066517,-23.16607,6.276319,-9.539845,-7.909368,34.51576,3.101119,22.42521,0.207141,-11.91747,4.597332,16.27258,0.012704,0.38778,441,0.380643,3.733312,0.016145,65.11209,2281,5.164762,0.000001,0.430893,4.884497,7.069551,2179,3.859078,3.356759,2844,0.03785,3.106973,3.768504,7.716371,4.108438,-0.055596,-0.000015,5.160343,0.110063,0.247104,4.462939,high
0.001979,0.007932,-19.16284,18.03479,6.951915,-10.85691,30.40979,1.48695,17.5415,0.274889,-12.38199,4.907032,19.15514,0.004235,0.227465,1475,2.132457,9.4042,0.008426,-2.596514,2794,4.535987,-0.000002,0.416262,4.070487,6.750507,458,3.350942,3.297259,1992,-0.081955,3.142758,3.882238,8.793472,3.601339,-0.045009,0.00001,7.693016,0.091605,0.214581,4.177059,high
0.000923,0.003662,-22.7058,18.64667,4.714528,-12.84198,39.25119,-3.148808,29.04691,-0.161237,-28.0701,6.910719,18.82384,0.009679,0.247429,1881,1.108631,3.840563,0.037505,130.6389,1411,5.889748,-0.000014,1.191074,5.943096,8.651257,1233,4.619056,5.354785,1904,0.263422,5.306699,4.735768,9.782351,4.682245,-0.047308,-0.000002,10.39905,0.16548,0.32243,6.807017,high
0.004959,0.031468,-26.41174,22.71419,2.122097,-17.56001,32.92384,-2.810468,30.08737,0.036178,-16.46164,5.473334,16.41401,0.008469,0.488808,1785,1.316605,5.049939,0.015196,58.76217,2472,4.522191,-0.000004,1.234318,4.865279,9.306736,2653,3.842699,3.830827,71,0.271221,4.073389,5.357413,9.970148,5.493816,-0.095826,0.000038,5.273043,0.12047,0.278018,5.660845,high
0.004959,0.031468,-26.41174,22.71419,2.122097,-17.56001,32.92384,-2.810468,30.08737,0.036178,-16.46164,5.473334,16.41401,0.008469,0.488808,1785,1.316605,5.049939,0.015196,58.76217,2472,4.522191,-0.000004,1.234318,4.865279,9.306736,2653,3.842699,3.830827,71,0.271221,4.073389,5.357413,9.970148,5.493816,-0.095826,0.000038,5.273043,0.12047,0.278018,5.660845,high
0.001568,0.011372,-12.26168,10.31868,-6.584171,-26.8903,28.9813,-7.191862,28.62539,-0.397952,-23.57799,5.511392,15.19301,0.016334,0.139141,2129,1.487148,8.75472,0.015754,133.8023,2139,15.48516,-0.000001,0.298138,8.09336,8.14113,2027,4.924221,4.21704,2668,0.089411,3.759614,4.03755,8.716696,4.295672,-0.024682,-0.000005,18.02963,0.150364,0.299961,7.505839,high
0.018266,0.052716,-18.7986,13.04426,0.742834,-23.11674,32.63302,1.807715,15.9798,-0.084716,-18.01975,3.711325,12.0383,0.009679,0.248639,871,1.517437,5.579618,0.00834,7.320249,1515,6.258202,-0.000008,0.557219,4.892952,7.5487,574,3.828309,3.551348,2709,0.087249,3.352725,3.289203,6.425993,3.357433,-0.039927,0.00001,4.92821,0.105742,0.22705,6.574254,high
0.004129,0.01089,-18.74681,15.02876,4.149318,-18.85007,36.43624,3.651703,22.4929,-0.141834,-16.8261,3.616987,12.08763,0.013309,0.313975,599,0.982428,4.648404,0.028324,-2.111926,1339,3.78867,0.000001,0.751771,4.275939,6.868711,1219,4.84776,3.186756,2789,-0.029293,3.014881,5.773575,9.245667,3.499558,-0.065033,-0.000021,5.938635,0.129747,0.253918,6.509198,high
0.00059,0.0098,-25.00718,16.11983,-1.330602,-10.82644,34.20253,-0.178195,27.17993,0.240635,-24.355,5.307506,12.60749,0.00605,0.462795,1647,4.344322,29.59358,0.016039,12.06549,1489,7.395373,-0.000003,0.533901,7.223755,5.802736,1431,4.08397,4.435836,1726,0.09615,3.847029,3.990772,7.70648,3.323187,-0.076104,-0.000008,22.09427,0.113509,0.25043,5.793698,high
0.00484,0.019602,-13.03615,16.92049,4.267692,-13.25636,28.57423,-2.471094,17.92689,0.716568,-23.60031,4.17801,21.04832,0.00605,0.128857,1903,1.940332,8.020396,0.013912,48.39452,2784,3.621366,-0.000001,2.615318,2.690069,8.075455,395,4.299908,3.560431,2173,-0.013317,3.337503,5.223183,10.78377,5.926055,-0.027889,0.000003,8.332397,0.120196,0.250646,5.498616,high
0.000483,0.002384,-8.500646,-0.181259,-13.36404,-8.938338,30.87651,-4.763715,38.74515,0.463416,-33.94061,7.183957,8.158721,0.008469,0.136721,62,0.552796,3.168728,0.021062,44.92093,1678,4.582921,0,0.255895,5.116074,5.232714,927,4.149375,3.249557,1954,0.071507,3.535969,3.384746,7.079533,3.440439,-0.01833,-0.000015,4.444615,0.094086,0.183262,4.141243,high
0.020958,0.053609,-20.15987,8.217223,-1.29902,-14.53969,25.94909,2.04571,12.46352,-0.43307,-12.05825,3.326569,10.81209,0.041742,0.272837,48,0.906105,3.999095,0.008129,28.18233,51,4.300293,0.000003,0.291895,3.386617,5.264888,2651,3.667291,3.404397,1003,-0.070297,3.258708,3.604104,6.956709,3.074627,-0.052934,0.000007,4.434546,0.15226,0.256081,7.111064,high
0.045051,0.07883,-20.905,1.569554,-6.6682,-10.4044,22.71348,-0.557245,15.17211,0.031557,-12.66775,4.003444,13.31264,0.07683,0.233515,822,1.027842,5.182642,0.004867,-4.68838,1212,5.005963,-0.000001,0.263299,4.111707,4.281674,1242,3.3243,3.163382,2720,-0.088396,3.306304,3.869721,8.013973,3.463553,-0.040714,-0.000002,5.50785,0.103283,0.202508,5.858027,high
0.005333,0.016515,-17.24616,12.5373,3.197076,-6.579494,27.6498,2.454155,14.13946,0.02693,-15.30882,4.755032,11.87467,0.00605,0.182698,2435,0.838906,3.420006,0.006557,7.950905,2933,5.496089,0.000004,0.75809,3.871998,8.015369,12,4.093592,3.678512,618,0.040548,3.001852,4.171094,8.01012,3.448815,-0.029825,0.000009,3.955266,0.090192,0.246903,5.598269,high
0.007743,0.017602,-11.19503,4.314136,-5.810641,-16.3054,26.62837,0.968855,15.47174,0.127495,-14.21526,3.762784,12.39759,0.029038,0.109498,1856,-0.136873,2.893962,0.013659,36.50792,2484,5.327028,-0.000002,0.345371,6.328452,4.909703,2078,4.275795,4.397786,1750,0.375993,3.971454,3.301671,7.029455,2.910871,-0.022747,-0.000003,4.338339,0.076619,0.205747,5.446589,high
0.00032,0.009175,-20.16516,14.16264,-2.442497,-21.04623,35.63882,0.871179,22.27727,-0.322902,-14.32481,5.003875,17.6378,0.00484,0.461585,2744,3.318507,18.53477,0.019654,49.67455,2609,5.212669,0.000005,1.054205,6.146123,6.280121,2241,4.645108,3.638346,1567,-0.36119,4.086858,4.056992,8.893069,3.351648,-0.070236,-0.000102,12.24031,0.121632,0.275248,5.091209,high
0.000394,0.020152,-21.59139,11.10997,-3.762127,-18.70356,34.41889,-2.4105,29.64246,-0.2545,-21.76737,5.70558,30.30173,0.00484,0.361767,2932,2.047323,8.635401,0.012654,34.95601,1005,5.900859,0.000001,1.035867,4.278703,12.95481,354,3.925374,4.655246,853,-0.211939,3.844621,6.109848,14.28323,4.082697,-0.056927,-0.000026,7.656411,0.111937,0.289211,7.081414,high
0.009652,0.047125,-20.61494,10.81299,-4.236446,-16.12078,41.26687,-2.96087,27.31788,-0.186067,-13.0766,5.060774,9.257801,0.012704,0.436782,1221,2.517176,15.22692,0.033433,216.6075,246,7.490754,0.000006,0.557898,5.073919,7.631719,1348,4.357667,3.988278,2815,0.039117,3.338178,4.409257,8.717438,3.778729,-0.081307,-0.000036,19.84197,0.142663,0.306417,5.219169,high
0.003124,0.032501,-24.61125,10.7317,-6.463698,-13.68811,27.45646,2.370518,30.25485,0.517127,-22.88412,5.290854,13.21533,0.009679,0.396854,114,1.12058,4.790335,0.037847,191.9872,1795,5.559118,0.000001,0.638915,6.16777,7.770755,202,4.144807,4.09985,2398,0.085982,3.643386,4.422172,8.916228,4.086446,-0.052813,-0.000012,7.070116,0.143549,0.317595,4.475888,high
0.003124,0.032501,-24.61125,10.7317,-6.463698,-13.68811,27.45646,2.370518,30.25485,0.517127,-22.88412,5.290854,13.21533,0.009679,0.396854,114,1.12058,4.790335,0.037847,191.9872,1795,5.559118,0.000001,0.638915,6.16777,7.770755,202,4.144807,4.09985,2398,0.085982,3.643386,4.422172,8.916228,4.086446,-0.052813,-0.000012,7.070116,0.143549,0.317595,4.475888,high
0.012146,0.033612,-10.48194,6.011817,-10.41722,-12.74913,27.21293,-2.573178,21.14762,0.004139,-18.71873,3.846882,14.29283,0.027223,0.103448,905,0.14388,2.429336,0.036221,187.7337,475,3.928007,0.000003,1.353079,3.423178,5.154463,903,3.296636,3.222065,2332,0.091123,3.441443,4.618108,7.813493,3.301629,-0.018451,-0.000015,3.511716,0.124281,0.266273,4.233407,high
0.013841,0.034333,-17.74503,3.016986,-3.287693,-4.200153,21.02847,1.962368,13.27545,-0.138937,-9.977566,3.481017,11.09565,0.027828,0.281912,680,0.719352,3.538073,0.012452,48.86288,1925,4.737194,0,0.199594,3.906032,5.042566,2271,3.034068,3.404807,1038,-0.007765,3.02498,4.166376,7.982368,3.39096,-0.0464,0.00002,4.767734,0.06571,0.162232,4.394062,high
0.00372,0.034919,-23.18713,12.08163,1.302032,-12.08444,27.72427,-2.572431,16.52107,-0.343219,-14.16004,4.924605,11.46689,0.015729,0.479734,1855,0.571534,3.956245,0.006536,4.848926,1861,15.20203,0,0.346311,4.749425,6.72511,1069,3.961498,3.079788,758,-0.12799,3.613696,3.344399,6.839472,2.700696,-0.055777,0.000014,6.55227,0.106584,0.225833,4.690352,high
0.024823,0.072551,-21.35975,7.495764,-2.94243,-11.23333,25.6992,-3.520143,17.09213,0.150023,-18.29142,4.341999,8.283962,0.019359,0.248034,246,0.708013,3.881397,0.016131,9.672296,2140,5.022469,0.000001,0.289275,4.229833,6.586847,2006,3.463382,4.049454,2926,-0.105626,3.589698,3.267866,6.477081,4.345807,-0.04882,-0.00001,5.229035,0.121858,0.261189,4.650221,high
0.012833,0.035946,-14.20904,11.15779,3.060025,-10.09633,23.65144,1.758587,12.35575,0.194575,-12.47805,3.995635,12.02272,0.00726,0.153055,1659,0.566933,3.384452,0.021974,79.14431,1634,4.260888,-0.000004,0.678561,3.770629,4.962122,2372,4.661764,4.097073,2375,-0.034439,3.604037,3.161136,6.557455,3.656465,-0.027647,-0.000014,3.447778,0.141985,0.317848,4.213853,high
0.000769,0.00952,-22.17697,33.0784,3.993792,-26.83706,53.58714,-5.208808,45.23734,0.227517,-31.58815,7.413817,23.22207,0.012704,0.399274,2665,2.867084,17.5847,0.032275,254.5371,2474,7.468696,0.000009,1.194002,6.663559,11.19422,2607,7.320426,5.694899,2600,0.081822,4.270164,4.718707,11.25392,5.962912,-0.077072,0.000034,26.41585,0.139901,0.262426,5.021139,high
0.004063,0.039083,-18.39792,5.772681,-7.650666,-12.70918,30.87414,-1.606052,19.93758,0.135363,-18.01838,4.639774,29.51196,0.016334,0.223231,1307,1.149675,4.611455,0.027472,113.291,1980,4.468043,0.000005,0.607429,7.539604,6.989258,68,5.00654,3.487155,996,0.02791,3.552101,3.902387,8.264611,4.800918,-0.025045,0.000009,4.514317,0.14756,0.295621,6.093041,high
0.006716,0.029639,-18.55646,9.356091,-10.24786,-14.3471,32.82204,0.176032,19.69592,0.15607,-24.87266,4.934756,21.88876,0.028433,0.248639,2392,0.493277,3.284959,0.024407,61.07433,1795,4.081348,0.000006,0.876568,4.655915,6.564037,2662,3.96687,3.377982,1764,0.095953,3.881456,4.399086,9.595956,4.592567,-0.046884,-0.000029,5.760722,0.134274,0.280392,4.285538,high
0.01024,0.037373,-22.17474,16.65624,5.774795,-14.60472,28.31424,0.166799,16.68837,-0.094587,-17.21191,4.778989,15.67888,0.010284,0.369631,2329,1.063053,5.401547,0.020935,-9.098148,1563,4.581447,-0.000007,0.491235,6.543767,5.798009,1292,4.015295,3.320598,824,0.050825,2.976527,3.870493,8.692048,3.291502,-0.048699,-0.000004,5.231537,0.088277,0.209755,7.420633,high
0.000722,0.002785,-18.34873,18.7275,-4.137075,-22.87045,44.45021,-6.156746,31.4042,0.040901,-14.92397,6.131308,18.02732,0.00363,0.353902,1215,3.923844,31.14577,0.020628,74.88876,1339,7.438746,0.000009,0.558281,4.45565,8.248951,795,4.314266,3.746974,1832,0.161565,3.376466,4.328557,8.133726,4.754741,-0.058742,-0.000006,32.47234,0.126761,0.261992,5.1216,high
0.008572,0.019165,-14.01868,7.552462,-4.435915,-28.35014,34.12135,-5.301007,19.37443,0.235581,-13.41018,4.136781,11.82814,0.015124,0.16092,1107,2.102472,9.855276,0.013763,57.60447,276,6.144549,-0.000007,1.297974,4.13741,10.36009,2301,3.367878,3.413808,81,-0.020522,3.463631,4.155175,8.721905,4.47644,-0.030067,0.000009,9.137083,0.117343,0.256865,3.523667,high
