@relation 'wav/all/marsyas.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-Rlast_arff_file/psysound.arff'

@attribute Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_PeakRatio_Minimum numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_17 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_20 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_21 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_10 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_1 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_2 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_18 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_9 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_14 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_16 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_18 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_3 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_5 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_6 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_7 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_10 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_14 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_16 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_17 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_1 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_4 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_5 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_6 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_7 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_8 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_15 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_17 numeric
@attribute Std_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_PeakRatio_Average numeric
@attribute Std_Acc1000_Std_Mem40_SCF_1 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_3 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_4 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_13 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_2 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_3 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_9 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_11 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_12 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_13 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_21 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_15 numeric
@attribute BeatHisto_LowPeakAmp numeric
@attribute mean_Loudness numeric
@attribute std_Loudness numeric
@attribute mean_SharpnessA numeric
@attribute std_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_SharpnessZ numeric
@attribute mean_Spectral_Dissonance(HK) numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute mean_Spectral_Dissonance(S) numeric
@attribute std_Spectral_Dissonance(S) numeric
@attribute mean_Timbral_Width numeric
@attribute std_Timbral_Width numeric
@attribute mean_Tonal_Dissonance(HK) numeric
@attribute std_Tonal_Dissonance(HK) numeric
@attribute mean_Tonal_Dissonance(S) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric
@attribute output {high,nothigh}

@data
0.167636,-0.284513,3.503295,4.989539,6.830716,8.683292,0.404585,0.182663,0.346631,2.674464,0.637478,0.88214,1.750786,2.12261,0.099813,0.048673,0.057933,0.065604,0.075693,0.059264,0.060639,0.065072,0.068442,0.291106,0.101225,0.114306,0.118632,0.111231,0.127751,0.142675,0.255521,0.289078,0.052991,0.103497,0.091758,0.109482,0.121157,0.087574,0.067015,0.248883,0.071202,0.090443,0.138758,0.313667,0.038805,0.040156,0.028924,0.027797,0.024167,0.025856,0.020421,0.17787,42.541451,84.98435,5.471813,1.439058,0.619983,1.068066,0.898353,0.15106,69.03829,5.512222,158.5644,0.682228,0.01792,0.017753,0.131603,0.000103,0.024523,6090.875,0.571823,0,0.902131,0.119169,0,0.08835,0.00351,801.6331,219848.4,high
0.245358,-0.265664,3.656376,5.132081,6.64367,9.862153,0.492419,0.19031,0.360096,2.633383,0.574427,0.859687,1.645932,1.728539,0.109523,0.048359,0.043486,0.049582,0.054668,0.065338,0.072041,0.069543,0.070582,0.269069,0.121451,0.160045,0.114108,0.103445,0.119203,0.136229,0.250003,0.282598,0.031647,0.106104,0.101292,0.104995,0.122963,0.101383,0.10086,0.181381,0.089438,0.102506,0.123577,0.314189,0.039499,0.046763,0.023334,0.025103,0.026425,0.029205,0.024688,0.17511,43.851387,98.72022,6.659458,1.582898,0.552724,1.146331,0.892116,0.142421,60.4796,5.053092,195.2569,1.352417,0.024236,0.009248,0.139713,0.000098,0.020448,3801.28,0.36119,0,0.966711,0.116457,0,0.032202,0.003003,1169.098,308846.6,high
0.290595,-0.151478,3.943316,5.945331,6.422381,7.117508,0.415872,0.150311,0.317128,2.705223,0.930631,1.091172,2.050982,2.484608,0.15333,0.077503,0.079264,0.085785,0.09454,0.085357,0.092008,0.088286,0.091203,0.24793,0.112494,0.090388,0.089959,0.107785,0.130792,0.147067,0.26632,0.299236,0.092098,0.166018,0.117323,0.146108,0.120647,0.113294,0.162749,0.181546,0.082082,0.120779,0.127996,0.310145,0.037339,0.041065,0.025115,0.022537,0.024009,0.021167,0.032975,0.184167,40.369873,70.88233,5.242817,1.504447,0.570972,0.593174,0.888455,0.03948,12.75177,4.755524,542.4607,1.566897,0.034239,0.026416,0.185186,0.000318,0.005954,433.7332,0.845332,0,0.537949,0.066202,0,0.248725,0.005236,714.8155,581886.9,high
0.083142,0.41738,3.10295,7.388695,8.860745,11.54583,0.300519,0.149859,0.285305,2.670851,0.556431,0.862594,1.543264,2.298701,0.127945,0.034097,0.049987,0.04886,0.055922,0.062223,0.069334,0.067779,0.077648,0.223671,0.147335,0.097918,0.109352,0.101689,0.119588,0.135901,0.258408,0.293742,0.033257,0.087663,0.09579,0.0917,0.085643,0.081252,0.090342,0.120629,0.090825,0.154456,0.141931,0.401781,0.034802,0.033084,0.02333,0.03149,0.024982,0.028677,0.022,0.17793,21.888299,79.92265,4.645403,1.291383,0.658341,1.039617,0.901131,0.139198,147.1848,6.37415,213.5952,0.388414,0.008461,0.034564,0.336888,0.000086,0.008037,8433.484,0.960538,0,0.989348,0.134118,0,0.010546,0.001637,442.6372,29549.92,high
0.090754,-1.500901,10.37502,7.6241,6.492721,8.258729,0.542183,0.155133,0.244045,2.745731,0.547162,0.901724,1.789227,2.262261,0.133733,0.036395,0.028451,0.038313,0.047301,0.074354,0.067435,0.069278,0.080068,0.462502,0.134664,0.118729,0.109647,0.090364,0.124186,0.125301,0.25442,0.288826,0.015527,0.121663,0.097086,0.091428,0.069053,0.073355,0.078253,0.18955,0.085864,0.143971,0.17632,0.303564,0.05406,0.047984,0.030028,0.028885,0.022066,0.021262,0.041867,0.180471,6.259773,98.1725,5.117743,1.306007,0.659406,1.242725,0.888222,0.133881,83.48494,6.722103,1018.177,2.383695,0.024265,0.019182,0.569741,0.000122,0.012179,3368.857,1.535202,0,0.868176,0.085153,0,0.114523,0.003575,516.4409,28520.51,high
0.049094,2.006711,2.198846,4.608298,5.775885,8.441772,0.4732,0.133855,0.24053,2.663368,0.547222,0.920196,1.388198,1.571031,0.110078,0.045625,0.039374,0.044001,0.05225,0.056261,0.067054,0.064515,0.064638,0.112766,0.107655,0.109016,0.102154,0.110546,0.124788,0.145686,0.262029,0.29168,0.031611,0.079608,0.070835,0.071396,0.063555,0.05731,0.061519,0.097283,0.07881,0.094658,0.139821,0.286235,0.036019,0.038497,0.023455,0.026592,0.02657,0.030746,0.017613,0.182543,48.162566,69.04873,4.511224,1.308892,1.097047,1.106616,0.897659,0.066345,36.67991,6.108929,92.8941,0.36221,0.008062,0.143117,0.242076,0.000121,0.006365,1735.203,0.331271,0,0.725699,0.084804,0,0.199193,0.004447,303.578,14344.4,high
0.047108,0.910054,3.03116,5.635417,6.042107,6.800479,0.466573,0.096772,0.223283,2.714501,0.616091,1.013325,2.0469,2.050089,0.126414,0.061061,0.057208,0.059929,0.064996,0.071044,0.070813,0.07675,0.079664,0.344972,0.115308,0.116579,0.140667,0.104033,0.127708,0.142591,0.263505,0.299838,0.099254,0.200634,0.151327,0.079307,0.141377,0.176633,0.094502,0.220986,0.072029,0.11786,0.149237,0.441335,0.038485,0.036929,0.034976,0.026655,0.026219,0.026326,0.053235,0.175454,20.865585,50.02733,3.231909,1.12178,1.090758,0.537519,0.875303,0.048631,30.25989,6.547187,115.3152,0.509984,0.020344,0.186659,0.098375,0.000545,0.004225,1023.701,1.091237,0,0.932091,0.098996,0,0.06334,0.002096,241.2055,25846.65,high
0.126126,-1.364715,3.383188,7.88642,8.095441,10.557358,0.497291,0.165718,0.312541,2.696256,0.485625,0.849891,1.624242,3.654381,0.117726,0.036324,0.044666,0.050671,0.057915,0.062709,0.067444,0.078334,0.077958,0.273979,0.09742,0.107562,0.102133,0.091315,0.108526,0.127779,0.251013,0.29037,0.01617,0.078923,0.093949,0.074414,0.077498,0.072144,0.135238,0.262608,0.078566,0.110463,0.115976,0.406699,0.03535,0.03497,0.021737,0.021936,0.025414,0.023929,0.022036,0.176731,9.473763,87.27033,4.928935,1.3254,0.650221,1.121084,0.895213,0.171388,85.36462,6.117532,211.2747,0.689885,0.012621,0.021908,0.055358,0.000118,0.012962,2942.865,0.399883,0,0.464714,0.078019,0,0.248921,0.007517,664.5389,66794.95,high
0.238327,-0.336163,11.823886,6.147305,8.173923,9.27717,0.351561,0.203902,0.346795,2.675399,0.568248,1.268042,2.307208,2.389101,0.124854,0.033002,0.047136,0.051027,0.049492,0.065673,0.059882,0.060428,0.064815,0.393725,0.116886,0.098764,0.131784,0.106637,0.120863,0.137149,0.257152,0.289426,0.014624,0.137284,0.177262,0.137823,0.224214,0.257845,0.246878,0.261238,0.070119,0.096667,0.13553,0.445603,0.044131,0.046632,0.029122,0.025894,0.032318,0.026151,0.012227,0.177892,20.62758,99.15427,6.605307,1.583797,0.49118,0.927661,0.893519,0.088533,31.30783,4.9651,138.0802,0.505164,0.007101,0.009279,0.057531,0.000078,0.01236,1000.331,0.185442,0,0.769641,0.083599,0,0.177412,0.005053,1248.873,91177.21,high
0.125962,1.139584,4.481047,6.691981,8.535561,9.218315,0.387087,0.13645,0.300238,2.678643,0.633045,1.066658,2.234998,3.131758,0.141945,0.055954,0.054423,0.050278,0.063216,0.070968,0.067478,0.067972,0.069881,0.358805,0.107445,0.134741,0.113942,0.121824,0.134444,0.148739,0.257419,0.288289,0.045146,0.182954,0.149765,0.116215,0.133309,0.253459,0.272537,0.339692,0.084229,0.138529,0.140489,0.447674,0.02794,0.041355,0.047001,0.035904,0.039653,0.037415,0.075771,0.181048,19.387139,70.65323,4.975866,1.397158,0.71647,0.855096,0.884004,0.045854,39.89396,5.525686,299.6992,1.52581,0.041646,0.176711,0.250314,0.000369,0.003672,1532.178,1.40365,0,0.915446,0.104394,0,0.077456,0.002715,568.3709,223257.5,high
0.107907,-0.305869,2.830506,6.303298,7.105838,8.014997,0.449762,0.155079,0.309762,2.713501,0.542691,0.945535,1.673611,2.073177,0.122718,0.039387,0.044025,0.060549,0.064111,0.092638,0.080874,0.074935,0.080616,0.220342,0.100252,0.108106,0.114611,0.101788,0.120722,0.135053,0.260437,0.295794,0.016808,0.110882,0.076482,0.071046,0.134623,0.067478,0.07149,0.215305,0.066278,0.094742,0.121666,0.316676,0.029505,0.038746,0.028874,0.024501,0.025972,0.024633,0.031702,0.179714,29.502485,71.64054,4.646578,1.345386,0.685453,0.758444,0.902204,0.136457,79.79763,5.567766,84.66231,0.349451,0.010351,0.024168,0.057774,0.000113,0.013503,5089.761,0.404236,0,0.890147,0.0911,0,0.097851,0.002756,535.9121,48715.83,high
