@relation 'wav/all/marsyas.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-Rlast_arff_file/psysound.arff'

@attribute Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_PeakRatio_Minimum numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_17 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_20 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_21 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_10 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_1 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_2 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_18 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_9 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_14 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_16 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_18 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_3 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_5 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_6 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_7 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_10 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_14 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_16 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_17 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_1 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_4 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_5 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_6 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_7 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_8 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_15 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_17 numeric
@attribute Std_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_PeakRatio_Average numeric
@attribute Std_Acc1000_Std_Mem40_SCF_1 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_3 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_4 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_13 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_2 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_3 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_9 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_11 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_12 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_13 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_21 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_15 numeric
@attribute BeatHisto_LowPeakAmp numeric
@attribute mean_Loudness numeric
@attribute std_Loudness numeric
@attribute mean_SharpnessA numeric
@attribute std_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_SharpnessZ numeric
@attribute mean_Spectral_Dissonance(HK) numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute mean_Spectral_Dissonance(S) numeric
@attribute std_Spectral_Dissonance(S) numeric
@attribute mean_Timbral_Width numeric
@attribute std_Timbral_Width numeric
@attribute mean_Tonal_Dissonance(HK) numeric
@attribute std_Tonal_Dissonance(HK) numeric
@attribute mean_Tonal_Dissonance(S) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric
@attribute output {high,nothigh}

@data
0.213377,-0.803321,3.97747,5.834969,6.710965,8.685432,0.506207,0.18713,0.335253,2.692764,0.64483,1.003628,1.940646,2.230405,0.133045,0.040775,0.051822,0.054853,0.056743,0.07463,0.085004,0.073383,0.085661,0.300679,0.104515,0.089523,0.094,0.102206,0.119049,0.134941,0.255613,0.290066,0.022681,0.091156,0.092519,0.090833,0.148882,0.068457,0.087186,0.190873,0.070791,0.109845,0.097977,0.406461,0.039264,0.041242,0.025097,0.023235,0.023479,0.020739,0.032484,0.174138,46.36783,93.19353,6.027658,1.492309,0.62712,1.202662,0.89813,0.101595,35.95219,5.34764,283.0002,1.592186,0.024414,0.025608,0.133099,0.00012,0.012242,1687.518,0.28327,0,0.886818,0.132041,0,0.100439,0.003663,907.8087,236495.1,high
0.230359,-0.321652,3.067474,4.928869,6.270799,9.391454,0.442906,0.211604,0.349647,2.677676,0.564322,0.851108,1.553937,1.868744,0.107008,0.038053,0.041099,0.051486,0.051539,0.067255,0.065945,0.070288,0.069198,0.168109,0.098321,0.09563,0.106928,0.108541,0.124364,0.140568,0.256268,0.289572,0.035165,0.090122,0.095343,0.090096,0.083045,0.083618,0.081686,0.183042,0.079398,0.088389,0.115592,0.33693,0.031912,0.041106,0.02044,0.021133,0.022227,0.024918,0.014482,0.179645,35.371153,92.03817,6.17489,1.537172,0.600382,1.192964,0.902724,0.148251,74.92483,5.12314,104.1833,0.224082,0.003908,0.007742,0.127107,0.000048,0.011284,4823.341,0.150666,0,0.931425,0.123424,0,0.063915,0.002868,973.5546,100996,high
0.058718,-0.57641,3.500732,7.802748,6.1302,6.606144,0.337038,0.121515,0.230377,2.741314,0.565772,0.901737,1.850342,2.425531,0.134367,0.040914,0.047922,0.054206,0.054636,0.080969,0.078359,0.083908,0.087384,0.271264,0.109991,0.146515,0.126615,0.097022,0.106133,0.118169,0.260129,0.297757,0.036438,0.160392,0.07268,0.065772,0.167753,0.127451,0.091588,0.127238,0.084096,0.123006,0.165316,0.431448,0.041904,0.05042,0.03548,0.026104,0.021463,0.03205,0.041135,0.180727,23.291831,65.27656,3.57676,1.13427,0.77133,0.745812,0.888381,0.187816,285.3341,7.064065,117.8237,0.767994,0.02323,0.100334,0.088661,0.000219,0.012297,46090.12,1.32519,0,0.943409,0.127833,0,0.053424,0.003035,373.2025,26138.66,high
0.123158,0.31472,6.508792,6.613704,8.11792,10.743559,0.364034,0.165886,0.283558,2.683006,0.582929,1.012815,1.746891,2.430583,0.136049,0.052874,0.059268,0.06029,0.06623,0.070421,0.068245,0.074453,0.075199,0.370168,0.122442,0.135155,0.157137,0.111386,0.127835,0.143526,0.259203,0.292848,0.053573,0.170021,0.167452,0.158373,0.171084,0.131919,0.183669,0.311486,0.080373,0.113016,0.187334,0.512362,0.041758,0.038849,0.030322,0.034893,0.029031,0.026956,0.028398,0.176724,13.756873,83.6154,5.298446,1.412195,0.592883,0.822549,0.888382,0.055565,35.13904,5.735766,228.1351,0.998589,0.023018,0.041637,0.150299,0.00029,0.006045,1417.036,0.715356,0,0.8249,0.082696,0,0.144536,0.003111,685.7119,198359.8,high
0.032473,0.654356,2.50597,4.852916,6.813351,9.818169,0.564447,0.103781,0.263455,2.69101,0.611444,0.865073,1.419402,1.760288,0.131019,0.041211,0.046603,0.050029,0.055762,0.05821,0.066566,0.071442,0.079204,0.279695,0.102992,0.094332,0.088566,0.107744,0.123902,0.141674,0.258663,0.293498,0.011797,0.093241,0.139853,0.113606,0.087187,0.112494,0.165421,0.24078,0.075407,0.104101,0.149086,0.253136,0.03022,0.039721,0.027991,0.033158,0.041622,0.035143,0.029157,0.17992,33.259251,59.91424,3.826704,1.209776,1.204247,1.026478,0.891792,0.073118,40.22339,6.391784,100.9641,0.276465,0.009656,0.101987,0.153109,0.000285,0.007752,1847.123,0.82482,0,0.890147,0.123232,0,0.097851,0.002966,239.5676,11999.52,high
0.165958,0.859126,3.462496,7.203224,8.769813,9.308266,0.475092,0.13775,0.311308,2.669696,0.664898,0.958657,2.103023,2.448306,0.138628,0.051756,0.075732,0.073844,0.061098,0.070201,0.070427,0.067408,0.073806,0.434295,0.123883,0.120775,0.110537,0.114787,0.123249,0.13474,0.251645,0.286084,0.044584,0.151951,0.163221,0.139095,0.112789,0.103839,0.097608,0.273682,0.082975,0.104534,0.151649,0.370891,0.034009,0.029428,0.029119,0.026295,0.023073,0.021511,0.027456,0.172993,40.150839,97.10009,6.407365,1.522956,0.585141,1.396079,0.891533,0.08879,68.13016,5.608802,709.6074,2.96922,0.04722,0.03825,0.401358,0.000193,0.007494,6298.173,1.076212,0,0.986684,0.137251,0,0.013147,0.002073,775.1456,380395.2,high
0.105534,1.603673,3.086912,6.627474,7.604107,10.694344,0.346135,0.122613,0.26291,2.573616,0.674432,0.982136,1.851347,2.396738,0.126137,0.058969,0.046254,0.060442,0.063725,0.060912,0.063092,0.063121,0.068046,0.48848,0.115427,0.086096,0.115124,0.105423,0.127151,0.142572,0.253174,0.282397,0.09733,0.158437,0.133802,0.144559,0.147643,0.140289,0.109802,0.235844,0.080549,0.118302,0.132648,0.355156,0.039457,0.042507,0.026877,0.029882,0.033697,0.023802,0.03052,0.173736,17.129684,68.46625,4.778518,1.373638,0.68466,0.829686,0.8875,0.04219,26.88909,5.523455,171.0493,0.718551,0.021408,0.074199,0.167712,0.000227,0.004295,954.8573,0.563309,0,0.993342,0.11336,0,0.006618,0.00222,434.9186,226915.3,high
0.043806,1.085877,33.531082,3.918785,3.614128,3.876168,0.440188,0.116555,0.159692,2.781841,0.74586,1.310391,1.739057,1.545538,0.135222,0.050854,0.071154,0.085875,0.068751,0.066537,0.058139,0.062337,0.065533,0.27511,0.114409,0.089945,0.086787,0.09431,0.113383,0.131687,0.259679,0.294708,0.007223,0.162856,0.111188,0.153115,0.128627,0.107067,0.107745,0.26436,0.109425,0.103331,0.13795,0.479037,0.037684,0.030213,0.028976,0.02344,0.037742,0.044174,0.038389,0.180327,15.324663,40.53434,2.267639,0.992873,0.7405,0.267615,0.819576,0.020135,5.905392,6.576637,133.8715,0.14509,0.008193,0.041063,0.034632,0.000841,0.004057,79.63666,1.857743,0,0.909454,0.149414,0,0.082402,0.003002,393.024,17594.67,high
0.249908,-0.300525,9.121735,5.584325,5.634234,8.851308,0.411594,0.225318,0.346703,2.675934,0.600904,0.890927,1.956823,1.949011,0.11528,0.039843,0.043247,0.06153,0.047396,0.059387,0.064515,0.069887,0.069704,0.244098,0.108758,0.105524,0.096331,0.105325,0.126108,0.141687,0.257398,0.292185,0.042914,0.100979,0.081808,0.074803,0.104382,0.064081,0.089012,0.292186,0.088998,0.146273,0.180329,0.360033,0.030846,0.029667,0.032478,0.027902,0.029363,0.024029,0.013424,0.182498,25.015711,107.9018,7.079797,1.628858,0.527374,1.14463,0.899403,0.084529,35.72098,5.019219,404.617,0.761927,0.006098,0.008043,0.109759,0.000076,0.01,1073.082,0.319979,0,0.886818,0.137834,0,0.100439,0.003514,1337.807,175759.8,high
0.121507,0.482682,2.369938,5.102096,6.70404,8.850015,0.412625,0.152319,0.312811,2.686946,0.539744,0.90309,1.647019,1.759624,0.107735,0.035311,0.050853,0.054621,0.063143,0.060345,0.065675,0.067853,0.070167,0.29192,0.113578,0.086597,0.089835,0.113158,0.134901,0.151635,0.267145,0.296617,0.059939,0.066359,0.078774,0.075149,0.082886,0.060567,0.07441,0.09972,0.087714,0.107679,0.119764,0.364069,0.039061,0.030994,0.031752,0.034313,0.035427,0.02875,0.015999,0.178745,32.677386,82.45658,5.342968,1.419076,0.679063,1.145988,0.906216,0.148063,82.65865,5.769115,136.7076,1.04444,0.024278,0.040461,0.13837,0.00006,0.018048,8013.644,0.480336,0,0.836884,0.11003,0,0.1366,0.004317,595.4442,135624.2,high
0.173572,-1.721741,5.109045,8.898919,9.384773,12.360381,0.51538,0.221464,0.314921,2.690101,0.606924,0.905872,1.746994,2.58236,0.114189,0.034674,0.044723,0.045487,0.049918,0.058443,0.061175,0.064133,0.067781,0.484956,0.111118,0.115383,0.088533,0.103555,0.123331,0.137144,0.255102,0.288107,0.018449,0.142356,0.078299,0.074929,0.080767,0.105511,0.076534,0.314389,0.07438,0.119879,0.124743,0.286282,0.026481,0.034195,0.035357,0.029727,0.032993,0.022767,0.032135,0.179082,0,86.06317,5.634809,1.482543,0.626363,0.81434,0.890124,0.127244,37.30728,5.150251,162.0618,0.783607,0.018821,0.012809,0.044598,0.000162,0.018361,1284.489,0.563516,0,0.934088,0.095412,0,0.061609,0.002544,1080.631,218728.7,high
0.211586,1.340312,3.080236,6.097566,7.038259,9.396458,0.377727,0.15644,0.337031,2.682658,0.585891,0.967356,1.9473,2.348271,0.122554,0.054885,0.058447,0.066322,0.06834,0.07753,0.075335,0.073794,0.075113,0.27313,0.10231,0.092622,0.123946,0.111666,0.12719,0.143607,0.25712,0.289944,0.043774,0.14953,0.132327,0.117938,0.11681,0.111215,0.095224,0.260456,0.081524,0.147341,0.161537,0.383802,0.030547,0.034533,0.034974,0.034162,0.031971,0.029929,0.012939,0.182196,34.976956,84.91097,6.198616,1.571896,0.599828,1.081102,0.896369,0.112173,78.08841,4.934287,357.7534,1.327272,0.020333,0.046619,0.263737,0.000165,0.013963,6631.231,0.313096,0,0.962716,0.119875,0,0.035917,0.002807,888.7677,270028.7,high
0.082343,0.324445,2.154799,4.979052,6.784398,10.298543,0.455193,0.143226,0.320959,2.687242,0.498744,0.885525,1.806413,2.39883,0.131992,0.041354,0.0503,0.047651,0.052784,0.061218,0.055807,0.066014,0.067305,0.217659,0.105822,0.08528,0.086028,0.105901,0.1234,0.142814,0.258998,0.292712,0.024527,0.089723,0.06409,0.074006,0.066833,0.073943,0.08202,0.097526,0.076862,0.074061,0.10814,0.201763,0.035707,0.042066,0.022056,0.020299,0.026663,0.029884,0.018698,0.180297,44.718062,80.83457,5.296455,1.405385,0.776535,1.279719,0.904103,0.123355,75.81917,5.740656,55.82822,0.451216,0.010779,0.042397,0.125863,0.000053,0.007122,2883.716,0.306429,0,0.510652,0.070962,0,0.250053,0.005543,403.3609,45591.25,high
0.139879,-0.681301,17.656757,9.449608,7.397099,8.957014,0.346797,0.164742,0.267993,2.756916,0.674115,1.090018,1.827131,2.752661,0.146568,0.06138,0.065962,0.06131,0.0632,0.084841,0.083615,0.085129,0.095653,0.439314,0.193954,0.159556,0.160395,0.101975,0.118781,0.142996,0.258886,0.297187,0.039472,0.193032,0.242141,0.303873,0.199573,0.185431,0.234739,0.247228,0.120547,0.157327,0.204622,0.430751,0.075288,0.060796,0.045779,0.036155,0.0349,0.035482,0.059316,0.173339,6.812146,55.17859,4.230785,1.382406,0.534603,0.317582,0.874263,0.067261,40.22791,4.319993,679.5258,2.522558,0.050505,0.021322,0.064411,0.000358,0.013951,1775.226,1.105963,0,0.737683,0.106918,0,0.193636,0.004922,809.2584,263757.4,high
0.076584,2.853452,2.407631,4.256103,4.757771,6.354144,0.578706,0.056906,0.115749,2.741752,0.375172,0.880558,1.358551,1.73412,0.103531,0.046322,0.043427,0.044329,0.047291,0.04875,0.054737,0.058985,0.062636,0.290857,0.160525,0.159719,0.1149,0.109569,0.128455,0.146441,0.262931,0.295485,0.11177,0.122747,0.098979,0.086465,0.094668,0.094461,0.089972,0.100515,0.105615,0.151189,0.205828,0.547562,0.081662,0.060679,0.038465,0.036967,0.033881,0.02944,0.032654,0.188451,3.731903,32.76063,2.634637,1.051033,1.173196,0.168843,0.819325,0.020026,49.54148,6.916341,65.9741,0.10899,0.022499,0.171337,0.041716,0.001332,0.000589,1201.733,4.77777,0,0.693076,0.054129,0,0.212863,0.002501,160.0114,1695.39,high
0.089742,-0.401395,2.871197,6.086282,7.096163,8.176781,0.365851,0.164291,0.302389,2.689398,0.504129,0.958539,1.861811,2.547737,0.140902,0.037231,0.047471,0.057586,0.062717,0.072534,0.064275,0.068257,0.071565,0.336002,0.104384,0.110338,0.095951,0.105352,0.126801,0.142995,0.260221,0.294892,0.066169,0.104677,0.125322,0.123409,0.091862,0.122737,0.125583,0.308702,0.0805,0.099564,0.115525,0.42806,0.027186,0.039569,0.031551,0.031857,0.029273,0.025566,0.029281,0.177476,20.377919,63.33444,4.233597,1.306139,0.666171,0.595505,0.89717,0.099986,54.54367,5.535001,104.7421,0.392941,0.012115,0.042828,0.141411,0.000146,0.006508,2028.126,0.482789,0,0.922104,0.082117,0,0.071876,0.002145,390.9108,64422.6,high
0.230729,-1.72082,3.94795,6.1807,8.438668,11.08215,0.384323,0.24088,0.375019,2.67282,0.59577,0.962259,1.94066,2.257399,0.135839,0.040934,0.041011,0.048651,0.058842,0.073605,0.069535,0.076974,0.073395,0.313135,0.100845,0.091805,0.103885,0.100257,0.118729,0.135967,0.253547,0.287271,0.021736,0.178275,0.160538,0.105475,0.097375,0.114363,0.082625,0.203832,0.069733,0.09687,0.140403,0.29348,0.037033,0.035512,0.03213,0.023372,0.024352,0.024146,0.017839,0.173594,43.245096,90.2709,6.097568,1.538628,0.493893,0.916678,0.89233,0.141007,88.87912,4.916921,172.6418,0.753154,0.012351,0.011777,0.131176,0.000109,0.014728,6443.948,0.232856,0,0.805593,0.080616,0,0.156718,0.004029,1201.276,216476.9,high
0.129081,-1.452092,3.245718,5.83314,6.037893,7.571604,0.354138,0.1579,0.301823,2.701196,0.549211,0.848995,2.360356,1.88043,0.109179,0.031443,0.044222,0.058539,0.054909,0.079884,0.082738,0.071767,0.081653,0.248574,0.101098,0.131628,0.085968,0.104179,0.11745,0.129754,0.259021,0.289218,0.026057,0.074785,0.068794,0.074221,0.094526,0.09895,0.065907,0.10015,0.071482,0.120722,0.129219,0.285279,0.036344,0.038573,0.02325,0.019011,0.019819,0.017384,0.063054,0.172295,32.809449,83.81009,4.713961,1.293426,0.642786,1.183742,0.899079,0.149358,109.2106,6.30981,66.37022,0.455424,0.010876,0.025477,0.156178,0.000066,0.011574,6401.365,0.341738,0,0.978695,0.127616,0,0.020865,0.002761,573.3811,35274.34,high
0.060203,-0.503777,2.059518,5.947302,5.93114,7.904003,0.437725,0.122275,0.294754,2.689071,0.630924,0.912508,1.978414,2.251635,0.119,0.051304,0.056705,0.073884,0.077828,0.081571,0.065149,0.064647,0.073305,0.261694,0.102413,0.102892,0.115541,0.106521,0.12082,0.138796,0.254813,0.291495,0.08571,0.098977,0.098428,0.078293,0.078316,0.084146,0.073738,0.088888,0.085842,0.10922,0.157964,0.444415,0.034302,0.037005,0.024809,0.019614,0.024361,0.027208,0.051401,0.180499,37.629552,64.72957,4.100973,1.245233,0.84954,0.922218,0.897223,0.048093,24.3814,6.140396,146.1788,0.703088,0.018041,0.08975,0.166971,0.00017,0.004353,638.113,0.466499,0,0.981358,0.105318,0,0.018306,0.002543,254.8116,17423.21,high
0.15503,1.019024,3.544344,5.472505,5.826473,7.94436,0.475348,0.14747,0.302999,2.695392,0.696702,0.817357,1.422239,1.51052,0.112658,0.066262,0.063652,0.077725,0.071949,0.072304,0.06321,0.06625,0.073371,0.387393,0.197878,0.127197,0.135289,0.119044,0.132354,0.147483,0.256645,0.288468,0.060223,0.178878,0.147704,0.113285,0.075554,0.083642,0.084166,0.2135,0.099729,0.116499,0.136908,0.338272,0.050846,0.045093,0.04447,0.035585,0.035221,0.033822,0.031289,0.180724,14.461772,71.46415,4.849671,1.379781,0.641741,0.888381,0.887344,0.070828,37.0074,5.582253,431.8818,2.156643,0.060756,0.08782,0.36846,0.000318,0.008315,1272.923,1.994279,0,0.805593,0.107707,0,0.156718,0.004401,713.0566,489107.1,high
0.124999,-0.550886,3.085371,6.690485,7.346579,9.144323,0.383756,0.157423,0.301389,2.685179,0.637403,0.967688,1.919398,2.458126,0.15288,0.061265,0.057603,0.084635,0.08237,0.09059,0.075881,0.082443,0.085895,0.383694,0.118536,0.110725,0.100423,0.101091,0.122867,0.133312,0.25513,0.289636,0.034889,0.150008,0.174466,0.113285,0.130447,0.110817,0.115148,0.154507,0.080895,0.105705,0.171172,0.431598,0.030583,0.040303,0.030513,0.032848,0.032321,0.033812,0.042894,0.175324,31.447632,85.85523,5.197289,1.36963,0.634578,1.095027,0.894908,0.081078,42.7323,6.103027,229.7531,1.124463,0.024962,0.075374,0.097107,0.000164,0.008953,1869.401,0.628171,0,0.98269,0.113075,0,0.017022,0.00297,620.5279,125362.7,high
0.095488,0.181921,2.756937,5.946038,7.040753,8.834131,0.417903,0.148785,0.277453,2.683914,0.603633,0.979048,1.877678,2.162848,0.135308,0.052754,0.065711,0.08817,0.08807,0.084733,0.074155,0.073152,0.07565,0.330057,0.107997,0.101266,0.089843,0.102005,0.122626,0.138599,0.26051,0.290982,0.053881,0.133731,0.119509,0.113491,0.088331,0.085362,0.077224,0.152343,0.083033,0.090063,0.125154,0.280626,0.041628,0.037965,0.023777,0.030521,0.027893,0.026154,0.035513,0.179756,13.680981,68.76289,4.486715,1.329271,0.789623,0.902233,0.898486,0.086409,49.9832,5.87824,436.8039,1.268375,0.030686,0.058658,0.347662,0.000199,0.007115,2806.091,1.498479,0,0.749001,0.082657,0,0.188124,0.004185,509.8681,279402,high
0.128895,-0.947704,3.057928,7.740898,10.407021,11.975231,0.3933,0.183002,0.309037,2.668092,0.667687,0.954762,1.860509,2.615373,0.133606,0.04224,0.046414,0.045324,0.054565,0.064942,0.073142,0.075764,0.084982,0.327738,0.097546,0.09778,0.102563,0.098805,0.118545,0.131334,0.252551,0.288483,0.02081,0.102809,0.116679,0.107472,0.105724,0.126721,0.096272,0.165423,0.074697,0.101914,0.138818,0.272072,0.036626,0.034864,0.021758,0.028077,0.022059,0.024335,0.031352,0.17364,20.683047,92.90212,5.443299,1.383737,0.623884,1.191731,0.900197,0.1122,60.1676,6.07301,196.1678,0.499967,0.007382,0.015454,0.099633,0.000112,0.011372,2456.705,0.386343,0,0.923435,0.105268,0,0.07075,0.002704,630.0223,59551.34,high
0.153219,-2.985107,2.574493,7.840171,7.378554,9.677525,0.432173,0.202091,0.338675,2.747557,0.62961,0.970725,1.759762,2.291841,0.114143,0.033676,0.041615,0.045053,0.065631,0.060612,0.052781,0.069026,0.079155,0.251923,0.101151,0.10759,0.124295,0.092287,0.113007,0.129393,0.246212,0.286424,0.015409,0.099921,0.092855,0.089675,0.083375,0.091718,0.112408,0.2027,0.06637,0.120585,0.152129,0.434163,0.035793,0.037046,0.022977,0.022656,0.019935,0.019193,0.03252,0.174232,38.428131,86.75408,5.115975,1.368375,0.564389,1.054562,0.893196,0.180846,94.59221,5.842427,108.4604,0.47496,0.007883,0.009359,0.145691,0.000077,0.016445,6069.617,0.176497,0,0.962716,0.103006,0,0.035917,0.003293,717.2686,66855.94,high
0.251276,-0.910668,3.766367,6.103455,6.947874,8.876391,0.393625,0.197081,0.355642,2.719526,0.61116,1.009705,1.722257,2.20657,0.134922,0.043113,0.039471,0.048342,0.061736,0.089528,0.067677,0.070779,0.074061,0.210828,0.099658,0.097728,0.113201,0.100664,0.116596,0.132268,0.259916,0.295302,0.028256,0.120522,0.053669,0.109775,0.101918,0.092683,0.079887,0.207006,0.078027,0.084093,0.121078,0.302723,0.03911,0.032668,0.026041,0.025121,0.017589,0.018894,0.018996,0.177922,25.829308,92.83834,6.154241,1.531225,0.492987,1.008522,0.889601,0.164038,85.68211,5.081115,118.3456,0.486221,0.007512,0.004668,0.082838,0.000098,0.018373,4055.372,0.126332,0,0.804927,0.114206,0,0.157124,0.0043,1159.8,106683.5,high
0.080951,0.144305,2.508286,6.976698,5.980193,7.836176,0.411679,0.134072,0.311324,2.702302,0.587915,0.912502,2.080544,2.96468,0.139467,0.046258,0.062597,0.071421,0.066404,0.085766,0.067506,0.065129,0.069249,0.335645,0.115267,0.09657,0.090849,0.107292,0.125291,0.143526,0.256877,0.290718,0.031001,0.090872,0.090746,0.108585,0.07477,0.089039,0.090846,0.156732,0.079651,0.092752,0.132263,0.486997,0.037077,0.034961,0.031826,0.032968,0.035042,0.040175,0.041686,0.182381,15.149801,74.71437,4.984262,1.381169,0.693596,0.924837,0.895439,0.078391,52.2378,5.635762,234.7302,1.365634,0.029158,0.099414,0.237267,0.000172,0.007729,3187.077,0.624428,0,0.950067,0.106384,0,0.047472,0.002455,519.0201,136893.9,high
0.103898,0.103241,3.305023,4.654124,5.461913,6.79626,0.491148,0.131108,0.276093,2.704674,0.602821,0.821633,2.186394,2.078734,0.151242,0.063554,0.089594,0.107142,0.104325,0.090843,0.073147,0.070245,0.074865,0.185881,0.109344,0.087749,0.109772,0.116753,0.13075,0.145016,0.263374,0.297738,0.056783,0.096988,0.096718,0.069967,0.131757,0.076043,0.092278,0.129055,0.077628,0.110761,0.137017,0.278631,0.032136,0.036478,0.026659,0.026915,0.022195,0.029243,0.100257,0.177278,43.076987,67.65857,4.515067,1.326209,0.767376,0.803162,0.899233,0.094789,55.35361,5.864028,314.5376,1.670176,0.042844,0.04866,0.234826,0.000205,0.011051,3977.285,1.828601,0,0.915446,0.108213,0,0.077456,0.003475,437.6289,160537.9,high
0.081,0.286358,2.620922,4.241026,5.913721,8.707441,0.581134,0.151213,0.310595,2.708518,0.482167,0.809804,1.088519,1.613436,0.100169,0.025384,0.038359,0.043658,0.057368,0.062055,0.066237,0.066668,0.06792,0.237742,0.08734,0.085537,0.080066,0.101885,0.122603,0.139885,0.256797,0.289723,0.021902,0.089078,0.076414,0.068223,0.05846,0.046503,0.045852,0.118246,0.094849,0.100964,0.124645,0.218556,0.032396,0.036391,0.025025,0.030653,0.027265,0.031267,0.011772,0.178785,43.288971,87.37799,5.426117,1.396143,0.748489,1.3372,0.906973,0.097001,66.70624,5.978129,278.8262,0.922087,0.010008,0.011336,0.392201,0.000089,0.007589,4580.371,0.156298,0,0.962051,0.116058,0,0.036534,0.002206,439.3086,46426.05,high
