@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric

@data

-0.421504,0.525659,-0.006733,3.602861,0.151062,2.270146,2.545765,2.698615,0.027202,1.027275,1.879774,3.364819,0.168511,0.163183,0.085403,0.080443,0.116534,0.074577,0.083598,1.235992,0.209803,0.343835,0.770794,2.063884,1.652784,0.101811,0.101346,0.12792,0.225597,0.240264,0.028837,0.062186,0.471368,0.088845,0.093426,0.086859,0.138698,0.07751,0.099541,0.110644,0.201805,0.338855,0.417545,0.03842,0.023203,0.022129,0.011758,0.176711,28.548925,1.005675,83.11059,4.798925,1.305206,0.718443,1.244334,0.899329,0.074502,48.23072,6.59429,328.4405,1.329889,0.029115,0.040448,0.627123,0.000139,0.004649,1570.731,1.354931,0,0.978029,0.094164,0,0.021502,0.002538,487.8511,252358.2
0.715391,0.421381,0.40373,5.25464,0.100595,2.264713,2.568065,2.682649,0.014089,1.311168,2.210483,2.729902,0.149421,0.123621,0.036049,0.056218,0.051954,0.0666,0.070241,0.323044,0.203257,0.344716,0.524929,0.929909,1.344927,0.093168,0.099352,0.124062,0.22662,0.243533,0.022202,0.032912,0.48718,0.092276,0.116022,0.09922,0.068058,0.073024,0.10649,0.146556,0.288621,0.240179,0.359879,0.042794,0.030626,0.023393,0.005531,0.179306,26.890029,1.00493,54.71267,3.321395,1.11515,1.121703,0.661083,0.884964,0.074867,56.85965,6.981764,89.33667,0.178519,0.005647,0.089282,0.131464,0.000136,0.004577,1899.216,0.681014,0,0.46538,0.060985,0,0.248967,0.004924,190.0125,39796.95
0.726102,-0.253546,-0.004755,3.484275,0.151748,2.23372,2.532049,2.670939,0.022513,1.073297,1.871424,2.725383,0.187501,0.126477,0.044601,0.048433,0.051798,0.068224,0.074472,1.598085,0.241853,0.372488,0.600055,1.320988,1.421507,0.099685,0.101109,0.11526,0.220796,0.234789,0.011766,0.028632,0.297833,0.116598,0.115219,0.147212,0.094564,0.099134,0.104195,0.135584,0.244361,0.273337,0.439431,0.029571,0.02812,0.025508,0.011236,0.174789,33.765081,1.003359,80.63784,5.168942,1.398416,0.594576,0.970183,0.888173,0.052091,19.70302,5.600823,184.9922,0.910796,0.018567,0.027535,0.079262,0.00017,0.006384,658.9834,0.42598,0,0.929427,0.128813,0,0.065636,0.004033,620.668,65121.48
-0.793617,-0.796415,0.050935,3.731887,0.183006,2.261013,2.582859,2.734293,0.049987,1.034465,2.132845,2.985585,0.176109,0.147818,0.08369,0.078881,0.084024,0.082717,0.084353,14.741074,0.347388,0.498687,0.832695,2.170127,1.81881,0.18587,0.109523,0.122497,0.222153,0.23891,0.042232,0.056526,1.046249,0.211726,0.236879,0.280688,0.149814,0.118578,0.154614,0.195774,0.278448,0.368582,0.49317,0.074987,0.041928,0.039606,0.019081,0.177507,10.858275,1.002924,76.37776,4.868676,1.392298,0.56794,0.582799,0.872084,0.085308,77.70832,5.170763,938.6936,3.149831,0.060162,0.022916,0.118142,0.000678,0.009011,5710.746,1.8635,0,0.814913,0.137697,0,0.15093,0.004775,901.9305,521500.6
1.094309,0.043144,0.078774,3.052378,0.145926,2.27312,2.544711,2.678903,0.026967,0.889803,2.206615,3.21394,0.176362,0.130373,0.041324,0.045411,0.05462,0.067604,0.071858,0.518469,0.236389,0.359375,0.606782,1.274468,1.233044,0.097999,0.110567,0.126433,0.22621,0.241552,0.010048,0.020268,0.262855,0.098491,0.099508,0.108043,0.081927,0.08347,0.09982,0.129216,0.184397,0.2447,0.393708,0.035611,0.028665,0.018759,0.011769,0.179614,44.158452,1.003478,87.51345,6.207787,1.556683,0.489333,1.168443,0.894301,0.065094,37.27015,5.037958,36.25415,0.220773,0.007681,0.018129,0.122604,0.000081,0.007996,1765.02,0.222807,0,0.852863,0.076918,0,0.125571,0.002977,711.5122,89202.53
1.094309,0.043144,0.078774,3.052378,0.145926,2.27312,2.544711,2.678903,0.026967,0.889803,2.206615,3.21394,0.176362,0.130373,0.041324,0.045411,0.05462,0.067604,0.071858,0.518469,0.236389,0.359375,0.606782,1.274468,1.233044,0.097999,0.110567,0.126433,0.22621,0.241552,0.010048,0.020268,0.262855,0.098491,0.099508,0.108043,0.081927,0.08347,0.09982,0.129216,0.184397,0.2447,0.393708,0.035611,0.028665,0.018759,0.011769,0.179614,44.158452,1.003478,87.51345,6.207787,1.556683,0.489333,1.168443,0.894301,0.065094,37.27015,5.037958,36.25415,0.220773,0.007681,0.018129,0.122604,0.000081,0.007996,1765.02,0.222807,0,0.852863,0.076918,0,0.125571,0.002977,711.5122,89202.53
-0.947257,0.100206,0.168651,3.344988,0.208632,2.242443,2.531113,2.665681,0.045012,0.955722,1.805314,2.796873,0.165395,0.129305,0.048164,0.053557,0.046678,0.065925,0.070049,0.743084,0.266722,0.330976,0.63781,0.93182,1.063818,0.102502,0.106165,0.119557,0.222502,0.238262,0.016986,0.025634,0.374962,0.118586,0.11317,0.106616,0.071025,0.073168,0.110238,0.13012,0.195832,0.337472,0.384438,0.028601,0.03142,0.02967,0.018289,0.176568,38.509841,1.005793,93.45178,6.282368,1.546507,0.557229,1.201714,0.895575,0.114384,40.41314,5.060208,299.9014,1.03946,0.015333,0.012679,0.394865,0.000111,0.012434,1580.516,0.467854,0,0.839547,0.111467,0,0.134797,0.004648,1045.786,242900.7
0.167119,-0.046656,0.025034,3.236387,0.185662,2.288955,2.575726,2.692487,0.044136,0.929838,1.752576,2.555231,0.157394,0.116412,0.040517,0.039525,0.046081,0.061916,0.064487,7.082354,0.349069,0.4403,0.588244,1.377447,1.552936,0.10984,0.107362,0.12822,0.228173,0.242658,0.012077,0.037356,0.320217,0.101808,0.10748,0.083174,0.099938,0.148385,0.11339,0.135936,0.178891,0.194686,0.438096,0.045942,0.023899,0.023855,0.011525,0.182186,89.853653,1.006837,85.77192,6.373652,1.622751,0.552453,0.939049,0.893461,0.116857,50.7258,4.548557,215.5287,1.068867,0.019299,0.022975,0.357778,0.000196,0.021543,4147.44,0.477859,0,0.809587,0.109228,0,0.154259,0.004873,1046.236,521213.9
-0.232541,0.482536,0.208795,3.192552,0.153346,2.205366,2.520925,2.662994,0.026634,1.015605,1.768138,3.540742,0.177099,0.122845,0.054398,0.056235,0.071304,0.08551,0.078054,4.560401,0.251736,0.374667,0.66823,1.334604,2.854964,0.115064,0.11047,0.127092,0.222876,0.235907,0.019952,0.044184,0.483153,0.143992,0.168346,0.166751,0.091164,0.082673,0.111339,0.139186,0.242207,0.29132,0.299431,0.036461,0.030113,0.024355,0.010571,0.173641,24.747982,1.004074,77.59267,5.156262,1.433544,0.641659,1.125313,0.893061,0.120624,46.03952,5.258713,1124.142,2.034936,0.029248,0.044884,0.570934,0.000324,0.017182,2914.435,3.06907,0,0.73968,0.07833,0,0.192682,0.00431,766.9096,323208.8
-1.511841,-0.129933,-0.016816,4.313589,0.18349,2.253696,2.571395,2.7282,0.028715,1.048308,2.256793,3.765951,0.132922,0.122284,0.054799,0.062177,0.08088,0.082035,0.076695,11.516005,0.271717,0.445575,0.834078,1.5586,2.719623,0.156441,0.100937,0.13045,0.224085,0.241314,0.018701,0.036045,0.470419,0.205198,0.156545,0.148916,0.159481,0.101129,0.131864,0.193697,0.240051,0.343542,0.487059,0.053262,0.040724,0.032409,0.014522,0.170391,15.455258,1.002669,74.74149,4.835139,1.40395,0.472332,0.6094,0.881833,0.103777,83.49223,5.150007,225.4319,0.744366,0.016773,0.015328,0.126126,0.000216,0.007799,3806.151,0.612709,0,0.371505,0.055016,0,0.233645,0.006053,880.0909,166868.6
-0.215015,0.234122,0.318667,3.246668,0.151809,2.217495,2.508177,2.659946,0.072347,1.065159,1.751723,2.441927,0.208162,0.145634,0.062336,0.072256,0.065971,0.071242,0.078964,32.718295,0.249307,0.365096,0.860641,0.91937,1.401417,0.109515,0.108649,0.123783,0.217465,0.23528,0.021428,0.044472,0.45982,0.147788,0.184251,0.116272,0.124554,0.072067,0.086992,0.107846,0.228751,0.355354,0.562679,0.029282,0.030325,0.031007,0.020047,0.174185,87.998052,1.007887,72.89366,5.467601,1.502555,0.655464,0.877706,0.882182,0.041445,7.232023,4.747973,302.2527,1.475844,0.0376,0.086348,0.310107,0.000387,0.011235,165.0115,1.01071,0,0.87217,0.103539,0,0.111563,0.00367,905.0484,698511.5
-0.200668,-0.072682,0.316909,3.550795,0.245253,2.252348,2.536119,2.6569,0.045292,0.973742,2.098374,3.215637,0.143389,0.116577,0.059993,0.057601,0.057404,0.067268,0.069959,2.747428,0.213612,0.412039,0.871444,0.861141,1.427147,0.1018,0.109453,0.127167,0.228248,0.241852,0.015678,0.022686,0.151014,0.083192,0.071479,0.079039,0.08246,0.079335,0.107336,0.082611,0.232844,0.463841,0.242053,0.036349,0.026405,0.019366,0.015722,0.179411,37.301577,1.005311,111.5434,7.188419,1.631022,0.421019,1.107941,0.895982,0.137139,96.86317,5.293352,120.7609,0.546055,0.008946,0.010294,0.102857,0.00013,0.011157,3786.736,0.189745,0,0.946072,0.11612,0,0.051054,0.002976,1412.737,209575.3
-1.765942,-0.63153,0.158576,3.348435,0.22366,2.271236,2.570898,2.689356,0.012465,0.930589,1.46871,2.777133,0.168101,0.116601,0.036497,0.040673,0.041724,0.062632,0.074381,2.764035,0.217885,0.293985,0.522905,0.625617,1.405675,0.106091,0.098083,0.120357,0.22598,0.239965,0.007802,0.011343,0.2538,0.090222,0.063928,0.068664,0.080048,0.083419,0.122686,0.120162,0.149712,0.186761,0.221516,0.038706,0.025975,0.02463,0.015174,0.180662,40.752755,1.003786,97.69702,5.709871,1.443452,0.637402,1.056162,0.893532,0.095734,52.04172,5.59317,46.23087,0.093559,0.002285,0.009411,0.03385,0.000063,0.007374,1443.796,0.184383,0,0.517976,0.090299,0,0.249843,0.008061,1015.042,12752.69
-0.018898,0.328928,-0.090715,3.724734,0.175517,2.247736,2.546232,2.674502,0.040885,1.018627,1.729134,3.512246,0.170246,0.141461,0.061853,0.066409,0.063409,0.078847,0.079125,1.972877,0.303879,0.416828,0.687121,1.211196,2.214687,0.096864,0.104264,0.126938,0.224174,0.239092,0.021386,0.053099,0.503035,0.147737,0.143334,0.126623,0.186697,0.147817,0.112691,0.115161,0.362299,0.283381,0.440449,0.043188,0.042634,0.029277,0.011428,0.177157,45.061173,1.002659,82.1969,5.384498,1.445248,0.57093,0.844748,0.897052,0.062708,33.38163,5.39679,169.0699,0.68307,0.016371,0.02366,0.107062,0.000112,0.006877,1132.775,0.638539,0,0.921438,0.123609,0,0.072438,0.002838,826.5056,207474.4
-0.57641,-0.295174,0.028867,3.559083,0.121515,2.264126,2.58547,2.741314,0.009841,0.901737,1.850342,2.629506,0.146074,0.134367,0.047922,0.054206,0.054636,0.083908,0.087384,1.080365,0.294548,0.303613,0.776796,1.707568,1.530902,0.109991,0.097022,0.106133,0.230183,0.243858,0.014628,0.036438,0.787993,0.160392,0.07268,0.065772,0.167753,0.086678,0.123006,0.165316,0.198116,0.277938,0.431448,0.05042,0.03548,0.026104,0.008099,0.180727,24.053619,1.002516,65.27656,3.57676,1.13427,0.77133,0.745812,0.888381,0.187816,285.3341,7.064065,117.8237,0.767994,0.02323,0.100334,0.088661,0.000219,0.012297,46090.12,1.32519,0,0.943409,0.127833,0,0.053424,0.003035,373.2025,26138.66
2.13369,0.232461,0.477285,3.615408,0.125619,2.255681,2.558039,2.705163,0.029983,1.056352,2.060099,2.60216,0.184612,0.136296,0.073812,0.075478,0.090671,0.094142,0.099239,3.057962,0.233392,0.415006,0.854783,1.616779,2.304716,0.114778,0.106561,0.127855,0.225344,0.239414,0.032001,0.077508,0.717879,0.19358,0.170775,0.206932,0.141692,0.130351,0.069768,0.122007,0.211515,0.303021,0.44488,0.038447,0.02943,0.030494,0.012345,0.180754,21.113323,1.004522,69.52104,4.663857,1.347268,0.835953,0.869206,0.887225,0.078994,37.18602,5.900301,415.5001,1.651467,0.042698,0.139995,0.252747,0.000285,0.009869,1851.781,1.439253,0,0.74767,0.108054,0,0.188785,0.0055,509.2326,320508.5
0.885974,0.060633,-0.22331,3.698034,0.130567,2.268029,2.572178,2.705174,0.015407,0.927837,1.948484,2.934848,0.152185,0.120288,0.042942,0.046645,0.050828,0.065257,0.077899,0.982071,0.278707,0.52312,1.101899,1.321469,2.050535,0.14415,0.10383,0.119018,0.224107,0.240687,0.01594,0.040858,0.34116,0.117364,0.170408,0.128831,0.086373,0.088702,0.112111,0.174389,0.230887,0.542303,0.372947,0.046969,0.030545,0.024729,0.010541,0.182906,16.596709,1.003043,78.63953,4.972894,1.356437,0.646977,0.915585,0.895278,0.066725,72.54092,5.96524,293.9717,0.866185,0.016405,0.053897,0.292906,0.00013,0.003743,3255.431,0.867995,0,0.954061,0.101041,0,0.043858,0.002196,432.1723,83550.1
0.639437,0.707106,0.084528,3.22853,0.134123,2.315988,2.595533,2.728339,0.015097,0.813241,1.731284,2.508632,0.169162,0.139557,0.086612,0.08669,0.092642,0.075817,0.081002,0.305581,0.26004,0.441531,0.765698,0.814541,1.209587,0.102402,0.107936,0.125226,0.231047,0.247299,0.013413,0.043324,0.461156,0.10748,0.125067,0.098915,0.114602,0.092115,0.107171,0.136085,0.159395,0.37141,0.340356,0.036811,0.032774,0.019131,0.00985,0.181308,38.250332,1.003405,71.48283,4.247804,1.25143,0.817492,1.100731,0.897762,0.150231,132.6651,6.706026,96.46214,0.580039,0.019488,0.040297,0.158452,0.000162,0.009621,9230.012,0.825067,0,0.874168,0.117865,0,0.110072,0.004478,340.278,25799.54
-0.364752,0.442965,0.002483,3.308977,0.159483,2.256971,2.553961,2.693008,0.035009,0.908341,1.709282,3.054837,0.173597,0.124071,0.063907,0.07623,0.074628,0.079381,0.076778,3.792,0.291806,0.367631,0.925773,1.358035,1.896991,0.121146,0.107694,0.121547,0.221218,0.237583,0.031316,0.052088,0.686509,0.127164,0.119292,0.135676,0.149692,0.108109,0.095335,0.134313,0.219998,0.353332,0.424144,0.041568,0.033477,0.029732,0.012685,0.178259,65.233893,1.005779,74.30132,4.464533,1.291638,0.749837,0.988353,0.890767,0.101605,87.06966,6.052261,444.6068,1.268247,0.027954,0.073479,0.404599,0.00031,0.010794,10924.37,1.101733,0,0.86751,0.111771,0,0.115013,0.003782,633.4535,259742
-1.555959,-0.851236,-0.065459,3.655748,0.226278,2.25158,2.549445,2.688732,0.026455,0.887271,1.970326,4.616275,0.169367,0.093707,0.046846,0.050883,0.053966,0.070039,0.074583,5.839257,0.335839,0.310242,0.710145,1.102928,3.158915,0.106729,0.101498,0.12148,0.224539,0.240174,0.008521,0.014984,0.259511,0.099317,0.10153,0.089855,0.090707,0.064101,0.100278,0.110368,0.184195,0.254115,0.207069,0.031131,0.025307,0.020159,0.013795,0.175229,33.920825,1.003215,102.3021,6.543449,1.568852,0.492536,0.969224,0.892815,0.06507,22.72408,5.063385,66.99298,0.425774,0.008414,0.005571,0.023999,0.000086,0.010019,443.9478,0.186407,0,0.830892,0.135046,0,0.140604,0.004692,1310.579,97838.25
0.273307,-0.044475,0.590854,3.404486,0.155392,2.290915,2.568341,2.721608,0.054895,1.046339,2.342619,2.349672,0.182128,0.130754,0.0664,0.08109,0.087327,0.075189,0.081189,1.135452,0.235252,0.387619,0.665922,0.873367,1.265116,0.100482,0.105566,0.120374,0.227901,0.243283,0.025074,0.043776,0.45905,0.190207,0.127405,0.120148,0.111304,0.098469,0.085642,0.121032,0.229406,0.228901,0.511923,0.039622,0.029795,0.025678,0.014419,0.178866,69.089743,1.005629,90.95343,6.306504,1.554605,0.567143,1.172819,0.891861,0.090462,75.83192,5.148694,391.4598,1.702387,0.028166,0.039219,0.290242,0.000161,0.007825,6250.271,0.399682,0,0.904794,0.139521,0,0.0862,0.003819,949.3067,408239.6
-0.790464,-0.433112,0.131215,3.460313,0.191477,2.243307,2.55596,2.693792,0.017463,1.00343,1.631398,2.330512,0.178836,0.106425,0.040659,0.043616,0.047281,0.072168,0.076131,2.114377,0.207242,0.427833,0.588559,0.84584,1.348465,0.09749,0.101493,0.11635,0.223402,0.238155,0.005186,0.009556,0.258242,0.105099,0.079199,0.081797,0.088687,0.067694,0.106355,0.172095,0.139677,0.321635,0.325186,0.042407,0.0243,0.024312,0.011564,0.176533,31.625175,1.002597,88.07226,5.47719,1.427155,0.631284,1.009063,0.900024,0.109729,48.09671,5.506516,61.95104,0.180481,0.0034,0.004579,0.073426,0.000063,0.009193,1970.658,0.166044,0,0.954061,0.127752,0,0.043858,0.002783,779.2032,57106.85
-0.839525,0.314308,-0.189394,2.902305,0.136739,2.206806,2.540118,2.70369,0.018451,0.764915,1.731727,2.335784,0.148676,0.113915,0.053904,0.058306,0.075225,0.07271,0.076745,2.545661,0.212098,0.295696,0.648989,0.818109,1.342848,0.099616,0.119221,0.134055,0.219716,0.235494,0.014605,0.047129,0.602472,0.117016,0.0854,0.105025,0.084701,0.074992,0.107192,0.135159,0.153382,0.249021,0.404599,0.03301,0.022533,0.020212,0.010504,0.174651,20.798977,1.002853,80.75606,4.871829,1.327632,0.687672,0.987965,0.897432,0.201725,105.9197,5.999283,570.5234,2.420217,0.034448,0.030903,0.199637,0.000183,0.011137,4556.826,0.606749,0,0.978695,0.126357,0,0.020865,0.003097,513.3583,54979.1
-0.839525,0.314308,-0.189394,2.902305,0.136739,2.206806,2.540118,2.70369,0.018451,0.764915,1.731727,2.335784,0.148676,0.113915,0.053904,0.058306,0.075225,0.07271,0.076745,2.545661,0.212098,0.295696,0.648989,0.818109,1.342848,0.099616,0.119221,0.134055,0.219716,0.235494,0.014605,0.047129,0.602472,0.117016,0.0854,0.105025,0.084701,0.074992,0.107192,0.135159,0.153382,0.249021,0.404599,0.03301,0.022533,0.020212,0.010504,0.174651,20.798977,1.002853,80.75606,4.871829,1.327632,0.687672,0.987965,0.897432,0.201725,105.9197,5.999283,570.5234,2.420217,0.034448,0.030903,0.199637,0.000183,0.011137,4556.826,0.606749,0,0.978695,0.126357,0,0.020865,0.003097,513.3583,54979.1
0.834842,0.032779,0.101934,3.79916,0.147087,2.291254,2.580207,2.707197,0.01379,0.931785,1.5889,2.744077,0.168438,0.13694,0.056507,0.067554,0.068314,0.067314,0.071339,4.252913,0.299426,0.486843,0.96901,0.881246,1.141086,0.154035,0.105795,0.125052,0.227425,0.245081,0.012126,0.031432,0.455651,0.114755,0.080445,0.088901,0.109327,0.083351,0.140382,0.136045,0.248398,0.5212,0.335913,0.050315,0.055303,0.03122,0.009606,0.183248,57.309168,1.005975,69.51684,4.534058,1.331885,0.672273,0.792958,0.889283,0.06438,42.94338,5.78136,128.9108,0.538542,0.015801,0.04313,0.173602,0.000316,0.004998,1086.336,0.611024,0,0.832224,0.087549,0,0.13972,0.004148,378.6128,53931.63
-0.151478,0.424142,0.17049,3.459691,0.150311,2.342406,2.633903,2.705223,0.061289,1.091172,2.050982,2.59006,0.193845,0.15333,0.079264,0.085785,0.09454,0.088286,0.091203,1.80996,0.303144,0.344655,0.517436,0.89574,1.527923,0.112494,0.107785,0.130792,0.232335,0.246128,0.035674,0.092098,0.517944,0.166018,0.117323,0.146108,0.120647,0.092732,0.120779,0.127996,0.248006,0.192959,0.310145,0.041065,0.025115,0.022537,0.012782,0.184167,22.429138,1.006688,70.88233,5.242817,1.504447,0.570972,0.593174,0.888455,0.03948,12.75177,4.755524,542.4607,1.566897,0.034239,0.026416,0.185186,0.000318,0.005954,433.7332,0.845332,0,0.537949,0.066202,0,0.248725,0.005236,714.8155,581886.9
0.098675,-0.147246,0.260137,2.976116,0.183215,2.28552,2.541011,2.665282,0.055024,0.89956,1.637786,2.048829,0.192225,0.125083,0.050673,0.046754,0.062883,0.065173,0.068949,1.57376,0.235156,0.334202,0.534173,0.90658,1.015107,0.096429,0.108644,0.125434,0.227858,0.242704,0.016702,0.03438,0.237006,0.105887,0.121227,0.121978,0.097023,0.109633,0.091901,0.117004,0.225807,0.279304,0.311314,0.035629,0.037901,0.029945,0.014139,0.181408,66.078053,1.00543,87.08043,6.31897,1.596672,0.574137,1.266773,0.888527,0.110895,38.10057,4.765681,187.3398,0.448916,0.008137,0.015947,0.328451,0.00015,0.021377,5981.984,0.385665,0,0.667776,0.093708,0,0.221999,0.005979,937.958,349491.9
0.910054,0.429809,0.144396,3.362105,0.096772,2.274385,2.583009,2.714501,0.010283,1.013325,2.0469,2.446069,0.18075,0.126414,0.057208,0.059929,0.064996,0.07675,0.079664,2.271854,0.250929,0.451189,0.675289,0.954428,1.387716,0.115308,0.104033,0.127708,0.227674,0.240497,0.011256,0.099254,0.428292,0.200634,0.151327,0.079307,0.141377,0.115687,0.11786,0.149237,0.263443,0.331316,0.441335,0.036929,0.034976,0.026655,0.009787,0.175454,26.518167,1.00329,50.02733,3.231909,1.12178,1.090758,0.537519,0.875303,0.048631,30.25989,6.547187,115.3152,0.509984,0.020344,0.186659,0.098375,0.000545,0.004225,1023.701,1.091237,0,0.932091,0.098996,0,0.06334,0.002096,241.2055,25846.65
0.954575,0.600471,0.512661,3.59729,0.079277,2.263347,2.574337,2.74552,0.006573,1.050051,2.133965,1.659025,0.178611,0.129512,0.049451,0.047933,0.051485,0.063871,0.069864,4.415857,0.271765,0.431395,0.81565,0.984303,0.950176,0.120967,0.098899,0.116077,0.222817,0.238879,0.003953,0.093427,0.541881,0.118553,0.125237,0.131331,0.106506,0.083605,0.156556,0.163942,0.236001,0.337983,0.301414,0.045924,0.037081,0.026892,0.009571,0.180908,11.761805,1.002736,46.89519,2.587787,0.96711,1.119779,0.494862,0.858859,0.055152,49.73011,8.048029,146.1436,0.231961,0.010592,0.259415,0.124107,0.000456,0.004056,1936.274,1.949684,0,0.938748,0.092919,0,0.057538,0.001539,190.3703,8226.166
0.954575,0.600471,0.512661,3.59729,0.079277,2.263347,2.574337,2.74552,0.006573,1.050051,2.133965,1.659025,0.178611,0.129512,0.049451,0.047933,0.051485,0.063871,0.069864,4.415857,0.271765,0.431395,0.81565,0.984303,0.950176,0.120967,0.098899,0.116077,0.222817,0.238879,0.003953,0.093427,0.541881,0.118553,0.125237,0.131331,0.106506,0.083605,0.156556,0.163942,0.236001,0.337983,0.301414,0.045924,0.037081,0.026892,0.009571,0.180908,11.761805,1.002736,46.89519,2.587787,0.96711,1.119779,0.494862,0.858859,0.055152,49.73011,8.048029,146.1436,0.231961,0.010592,0.259415,0.124107,0.000456,0.004056,1936.274,1.949684,0,0.938748,0.092919,0,0.057538,0.001539,190.3703,8226.166
-0.937241,0.715327,0.049917,3.972285,0.16402,2.283408,2.561685,2.67781,0.031804,1.136508,2.213957,4.042193,0.182574,0.158052,0.052246,0.066341,0.069539,0.077872,0.080504,11.42059,0.281013,0.511603,0.939559,1.780409,1.31256,0.105585,0.104513,0.121896,0.223052,0.240984,0.009712,0.087027,0.272849,0.146186,0.171918,0.170036,0.130167,0.141812,0.106229,0.165378,0.237501,0.264262,0.444781,0.033165,0.047525,0.031371,0.015245,0.178458,62.94614,1.007079,73.00322,4.986771,1.419272,0.61785,0.78002,0.881235,0.038553,15.12826,5.107225,685.632,1.538631,0.020865,0.133162,0.334175,0.000548,0.004839,350.1369,1.095754,0,0.709055,0.076373,0,0.206434,0.004125,601.4663,180520.1
1.627557,0.204332,0.141376,3.675777,0.123276,2.223717,2.504837,2.694846,0.015292,1.071064,1.88959,3.830149,0.171566,0.142054,0.085107,0.066191,0.07313,0.080184,0.103552,2.534673,0.300543,0.694937,0.6887,1.355276,1.735643,0.121151,0.108492,0.122935,0.221141,0.238035,0.01613,0.051373,0.461897,0.171596,0.182955,0.128478,0.141164,0.14583,0.109277,0.195867,0.311503,0.350208,0.370178,0.041699,0.028415,0.022882,0.013277,0.177072,21.30256,1.002259,61.0361,3.827876,1.205844,0.846397,0.646215,0.877988,0.059951,47.44373,6.49001,109.1324,0.670098,0.027866,0.119206,0.080817,0.000461,0.004122,1354.798,1.41799,0,0.940746,0.129001,0,0.05578,0.001946,363.7179,41162.56
-0.550886,0.139631,-0.223682,3.469852,0.157423,2.24209,2.548098,2.685179,0.032508,0.967688,1.919398,3.290407,0.183046,0.15288,0.057603,0.084635,0.08237,0.082443,0.085895,1.010285,0.271046,0.646688,0.74322,1.081885,1.714327,0.118536,0.101091,0.122867,0.224845,0.23681,0.012611,0.034889,0.45284,0.150008,0.174466,0.113285,0.130447,0.178447,0.105705,0.171172,0.181761,0.280457,0.431598,0.040303,0.030513,0.032848,0.009777,0.175324,38.690966,1.003876,85.85523,5.197289,1.36963,0.634578,1.095027,0.894908,0.081078,42.7323,6.103027,229.7531,1.124463,0.024962,0.075374,0.097107,0.000164,0.008953,1869.401,0.628171,0,0.98269,0.113075,0,0.017022,0.00297,620.5279,125362.7
-0.26426,0.300128,0.154613,3.536004,0.166409,2.23133,2.523245,2.68961,0.027357,1.099613,1.815701,3.736832,0.138105,0.088047,0.054435,0.061911,0.052295,0.071093,0.06437,11.783788,0.257023,0.398193,1.161404,3.704756,3.105856,0.107124,0.126504,0.140842,0.222289,0.238413,0.026434,0.078199,0.635819,0.109338,0.108451,0.07355,0.077348,0.085185,0.094986,0.111942,0.278147,0.421363,0.37235,0.040386,0.036819,0.053078,0.011565,0.180542,31.355968,1.002946,62.04517,4.139946,1.313833,0.497991,0.492737,0.870838,0.084817,60.71574,5.23611,238.8754,1.688831,0.031404,0.057332,0.194378,0.000654,0.007013,1347.306,0.498035,0,0.797603,0.084154,0,0.16154,0.003634,836.6431,235557.8
0.031212,-0.889902,0.303826,3.710355,0.230315,2.277842,2.566785,2.681814,0.0536,1.084592,1.758297,4.842888,0.168238,0.126172,0.05765,0.068539,0.06193,0.075438,0.074325,3.853569,0.239071,0.395812,0.614148,0.862534,2.002791,0.104073,0.111488,0.13033,0.228218,0.242993,0.01183,0.021316,0.151989,0.120507,0.11408,0.091599,0.105553,0.080064,0.110797,0.141507,0.191028,0.281405,0.493698,0.033926,0.023055,0.029144,0.014625,0.176394,94.495272,1.006727,102.0362,7.09203,1.665055,0.540312,0.998356,0.897159,0.093217,33.01665,4.771014,114.421,0.392511,0.009691,0.004497,0.107135,0.000085,0.010867,994.1647,0.306284,0,0.697736,0.109067,0,0.211041,0.00718,1466.017,313350.6
0.938485,-0.822838,-0.015482,3.867215,0.138426,2.273082,2.566097,2.705418,0.010241,0.75605,1.883968,4.263261,0.122767,0.141763,0.046726,0.048165,0.047108,0.065982,0.070966,6.13543,0.2486,0.396212,0.866002,1.375625,1.612786,0.099476,0.102297,0.119882,0.225035,0.239707,0.009663,0.025468,0.556923,0.13871,0.150191,0.077408,0.094515,0.108286,0.090897,0.167329,0.290634,0.341768,0.525336,0.032995,0.033478,0.026365,0.013014,0.180234,14.600727,1.002863,66.28316,3.507222,1.12251,0.469908,0.648566,0.874344,0.092325,112.0133,7.296539,300.827,0.897861,0.018737,0.04882,0.244841,0.000346,0.002942,4617.496,0.851998,0,0.86285,0.10026,0,0.118419,0.003141,396.0969,26344.45
