@relation 'wav/all/marsyas.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-Rlast_arff_file/psysound.arff-weka.filters.unsupervised.attribute.Remove-Rlast_wav/all//opensmile.arff-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute Mean_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_9 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_1 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_15 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_17 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_18 numeric
@attribute Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_9 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_14 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_20 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_10 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_18 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_5 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_6 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_7 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_16 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_17 numeric
@attribute Std_Acc1000_Mean_Mem40_PeakRatio_Minimum numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_2 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_6 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_11 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_16 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_21 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_1 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_6 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_7 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_13 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_14 numeric
@attribute Std_Acc1000_Std_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_3 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_4 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_9 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_11 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_13 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_3 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_9 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_11 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_1 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_15 numeric
@attribute BeatHisto_HighPeakAmp numeric
@attribute BeatHisto_MaxHPS numeric
@attribute mean_Loudness numeric
@attribute std_Loudness numeric
@attribute mean_SharpnessA numeric
@attribute std_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_SharpnessZ numeric
@attribute mean_Spectral_Dissonance(HK) numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute mean_Spectral_Dissonance(S) numeric
@attribute std_Spectral_Dissonance(S) numeric
@attribute mean_Timbral_Width numeric
@attribute std_Timbral_Width numeric
@attribute mean_Tonal_Dissonance(HK) numeric
@attribute std_Tonal_Dissonance(HK) numeric
@attribute mean_Tonal_Dissonance(S) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric
@attribute pcm_RMSenergy_sma_min numeric
@attribute pcm_RMSenergy_sma_linregc2 numeric
@attribute mfcc_sma[1]_min numeric
@attribute mfcc_sma[2]_max numeric
@attribute mfcc_sma[2]_linregc2 numeric
@attribute mfcc_sma[3]_min numeric
@attribute mfcc_sma[5]_range numeric
@attribute mfcc_sma[7]_amean numeric
@attribute mfcc_sma[8]_linregerrQ numeric
@attribute mfcc_sma[8]_skewness numeric
@attribute mfcc_sma[9]_min numeric
@attribute mfcc_sma[9]_stddev numeric
@attribute mfcc_sma[10]_max numeric
@attribute pcm_zcr_sma_min numeric
@attribute pcm_zcr_sma_range numeric
@attribute pcm_zcr_sma_maxPos numeric
@attribute pcm_zcr_sma_skewness numeric
@attribute pcm_zcr_sma_kurtosis numeric
@attribute voiceProb_sma_linregerrQ numeric
@attribute F0_sma_linregc2 numeric
@attribute pcm_RMSenergy_sma_de_minPos numeric
@attribute mfcc_sma_de[1]_kurtosis numeric
@attribute mfcc_sma_de[2]_linregc1 numeric
@attribute mfcc_sma_de[2]_linregerrQ numeric
@attribute mfcc_sma_de[2]_kurtosis numeric
@attribute mfcc_sma_de[3]_range numeric
@attribute mfcc_sma_de[3]_maxPos numeric
@attribute mfcc_sma_de[4]_kurtosis numeric
@attribute mfcc_sma_de[6]_kurtosis numeric
@attribute mfcc_sma_de[8]_maxPos numeric
@attribute mfcc_sma_de[9]_skewness numeric
@attribute mfcc_sma_de[9]_kurtosis numeric
@attribute mfcc_sma_de[10]_max numeric
@attribute mfcc_sma_de[10]_range numeric
@attribute mfcc_sma_de[12]_max numeric
@attribute pcm_zcr_sma_de_min numeric
@attribute pcm_zcr_sma_de_amean numeric
@attribute pcm_zcr_sma_de_kurtosis numeric
@attribute voiceProb_sma_de_max numeric
@attribute voiceProb_sma_de_range numeric
@attribute voiceProb_sma_de_kurtosis numeric
@attribute output {high,nothigh}

@data
0.408552,0.372764,0.603015,3.702503,0.166462,2.250501,2.565143,2.702566,0.021611,1.095269,1.615966,3.27884,0.165263,0.124504,0.050525,0.055826,0.056968,0.065796,0.068361,3.567181,0.23932,0.302884,0.664322,0.948169,2.158757,0.134506,0.108736,0.124022,0.226117,0.239051,0.01127,0.032248,0.274829,0.110771,0.100333,0.10067,0.059405,0.077377,0.129066,0.14973,0.214433,0.318132,0.383812,0.030784,0.021972,0.023389,0.013221,0.175984,70.053451,1.004826,77.60588,5.069181,1.400501,0.702022,0.989653,0.901815,0.095185,69.47845,5.516979,278.603,0.54695,0.006548,0.061514,0.281613,0.000138,0.007954,4986.365,0.42129,0,0.879494,0.104773,0,0.106055,0.003623,509.6414,64275.45,0.005997,0.051545,-22.15811,9.5897,-3.356618,-20.43703,28.98799,-4.017262,18.37407,0.360169,-19.26673,4.622547,6.607039,0.016334,0.298851,0,1.312494,6.581753,0.012752,24.90261,712,4.441955,-0.000001,0.668861,3.10026,5.696276,2,3.728658,3.28708,1101,-0.076359,3.147068,5.092967,8.800886,3.9367,-0.068905,-0.000094,12.1213,0.121442,0.251303,4.017517,high
-0.332813,0.670029,0.072198,2.655378,0.190349,2.295436,2.585591,2.713501,0.034398,0.77796,0.992257,1.500203,0.161322,0.105279,0.051174,0.049151,0.058252,0.05864,0.062608,0.167914,0.227328,0.230666,0.325534,0.539928,1.015569,0.101872,0.110925,0.128795,0.230871,0.246426,0.007587,0.083952,0.309897,0.068075,0.070026,0.05861,0.058813,0.057907,0.095167,0.112514,0.219736,0.221459,0.253623,0.034501,0.022443,0.027249,0.016091,0.182649,132.905391,1.006852,89.05725,6.080438,1.532841,0.701826,1.245418,0.910296,0.191422,71.2267,5.22946,119.0734,0.543701,0.011315,0.024895,0.357026,0.000047,0.026338,4862.791,0.336657,0,0.853529,0.10906,0,0.125101,0.00512,654.9283,121300.5,0.013608,0.06284,-20.54433,8.665036,-3.344694,-12.48671,23.48545,-0.033365,11.09299,0.410136,-12.47067,3.632026,12.55349,0.005445,0.276467,84,0.722886,3.521148,0.003687,-1.34807,1623,3.632351,-0.000005,0.399291,5.429511,5.589309,2198,4.198417,5.5896,750,0.121699,3.510818,4.435738,7.920284,3.349967,-0.054325,-0.000007,3.41228,0.095792,0.179785,6.478189,high
-1.020048,0.245728,0.217495,3.035485,0.205048,2.219456,2.528123,2.66779,0.047577,0.887756,1.636131,2.701303,0.18344,0.124091,0.049781,0.055456,0.053846,0.070922,0.072289,6.536818,0.241164,0.353057,0.796747,1.406923,1.713141,0.095564,0.108327,0.121599,0.224202,0.236938,0.023541,0.036167,0.37985,0.083709,0.10643,0.140941,0.05891,0.141498,0.090411,0.127413,0.216005,0.352926,0.355189,0.037211,0.037729,0.034227,0.010201,0.174307,33.155163,1.004459,91.68319,6.235298,1.551822,0.565818,1.129791,0.892748,0.094061,27.34598,5.020507,315.2715,0.937317,0.020976,0.012892,0.204804,0.000163,0.018266,1473.358,0.587937,0,0.930759,0.117191,0,0.06449,0.003174,1050.154,475305.7,0.004026,0.045798,-27.19522,13.64186,-6.066245,-19.96309,33.80602,-0.930366,29.40867,-0.902116,-15.12763,3.896143,11.21394,0.017544,0.552934,1805,2.005456,11.67247,0.020816,33.27045,104,5.06778,0.000001,0.538501,5.568729,8.663902,874,4.528983,4.903512,1484,0.066186,3.924792,5.01225,8.6173,4.425256,-0.082093,0.000007,8.879603,0.132938,0.266441,6.029782,high
-0.617848,-0.098388,0.098426,3.034577,0.16402,2.238321,2.545452,2.679764,0.024245,0.826455,1.491973,3.331969,0.174373,0.124487,0.054332,0.064418,0.070413,0.072595,0.078141,0.594725,0.245598,0.296004,0.582054,1.071821,1.334778,0.100563,0.102864,0.119305,0.22101,0.235618,0.021128,0.046316,0.355418,0.109788,0.077943,0.098888,0.088521,0.051222,0.104124,0.165408,0.198592,0.274348,0.433552,0.032863,0.027503,0.021373,0.012329,0.17718,58.678343,1.009203,79.74523,4.845738,1.330939,0.715865,1.20525,0.903291,0.161241,108.6242,6.00147,271.7926,0.824257,0.013195,0.025893,0.262448,0.000092,0.018244,12206.96,0.332853,0,0.9747,0.155072,0,0.024676,0.00207,517.4278,108522.2,0.001739,0.012082,-23.05711,12.07156,-5.590919,-15.35875,34.03266,-0.575291,17.61973,-0.222247,-12.69691,4.17802,16.78573,0.015729,0.481549,319,4.433714,36.68364,0.020268,2.606623,323,8.507666,-0.000005,0.672305,4.883763,8.37961,294,4.802804,3.740098,2522,-0.159768,3.734112,3.64978,8.296211,4.545709,-0.088082,-0.000001,28.21081,0.139002,0.281457,5.928227,high
-0.855128,-0.763893,-0.402176,3.142512,0.20257,2.28746,2.594167,2.697366,0.033831,0.871908,1.395109,2.869605,0.148115,0.102151,0.033362,0.045851,0.047499,0.069291,0.072135,2.865267,0.321285,0.475369,0.889624,0.730254,1.779083,0.147563,0.105049,0.123304,0.235884,0.243763,0.023253,0.061846,0.275569,0.098177,0.090635,0.067321,0.078253,0.079458,0.115774,0.149319,0.206877,0.398761,0.315271,0.037812,0.029057,0.025955,0.014125,0.178249,33.114468,1.002436,90.70149,6.047592,1.542548,0.509727,0.776406,0.894891,0.103026,45.65312,4.826738,58.61796,0.392642,0.008893,0.008255,0.011039,0.000074,0.009301,1543.035,0.122684,0,0.846205,0.119709,0,0.130229,0.004814,1172.87,228587.6,0.02499,0.043808,-22.68838,1.037904,-12.95613,-17.41759,23.7138,-4.513889,15.21681,0.016726,-19.28095,4.058793,9.341002,0.044162,0.413793,125,2.696652,12.54891,0.009384,57.55974,127,7.305571,-0.000002,0.231379,6.453732,5.830496,1513,3.989065,3.170176,53,0.087895,2.992398,3.763554,7.102525,3.192124,-0.061766,-0.000012,12.06452,0.083374,0.184666,4.211545,high
-1.251276,-0.425257,0.667195,3.184438,0.178001,2.205994,2.528971,2.691161,0.02463,0.896915,1.282217,2.748754,0.172219,0.125596,0.045555,0.034899,0.046635,0.073161,0.074931,0.474032,0.233295,0.315518,0.479379,1.601217,1.151287,0.094364,0.100438,0.11172,0.214421,0.229757,0.008609,0.027665,0.151902,0.055408,0.088953,0.07387,0.06394,0.076043,0.09345,0.095984,0.146722,0.182926,0.29403,0.039043,0.026019,0.024787,0.011909,0.17462,32.334628,1.003027,83.34773,5.47019,1.445343,0.602026,1.206012,0.888368,0.188272,66.92909,5.343557,111.4265,0.490764,0.0083,0.011965,0.158018,0.000144,0.018823,2404.317,0.153983,0,0.798935,0.105669,0,0.160745,0.00531,742.4523,102348.2,0.015475,0.039249,-16.75429,2.791359,-8.545371,-6.125381,24.18004,-2.485682,17.57519,-0.045721,-10.42327,4.516469,7.878954,0.020569,0.182698,748,0.163487,2.605577,0.007944,5.050481,814,4.349653,0,0.549416,6.324956,4.918271,1053,4.76419,3.753112,829,-0.007233,3.278764,3.470302,6.501968,3.258511,-0.027344,-0.000004,3.774243,0.078734,0.169478,4.044439,high
-0.522964,-0.652291,0.00219,3.322142,0.166764,2.175759,2.384756,2.523453,0.029457,0.961011,1.95075,2.692527,0.181389,0.163406,0.049586,0.055743,0.059619,0.068851,0.062856,1.082586,0.203516,0.355924,0.568551,1.049671,1.553482,0.100337,0.101464,0.115496,0.216619,0.232774,0.01295,0.067709,0.296084,0.122042,0.111935,0.093064,0.08383,0.085592,0.116123,0.139951,0.183604,0.25146,0.357048,0.03041,0.030149,0.025726,0.012043,0.169371,41.644975,1.004628,71.99494,4.642429,1.342706,0.698154,0.825259,0.896293,0.142496,61.13907,5.531921,207.8199,0.751377,0.015172,0.032549,0.203361,0.000182,0.013657,2932.377,0.538433,0,0.351531,0.046984,0,0.228109,0.005042,480.1267,145674.9,0.002045,0.018531,-17.62036,10.74251,-5.375528,-14.12658,37.63283,2.545375,30.14193,0.340516,-18.94151,5.404075,20.20885,0.004235,0.229885,166,1.119248,3.933971,0.021197,43.12821,2628,6.620839,0.000001,0.773131,5.299204,6.752829,928,3.988227,3.534248,254,-0.153778,3.495362,3.340998,8.291658,3.420252,-0.042287,-0.000023,7.599898,0.114991,0.277205,4.975729,high
-0.522964,-0.652291,0.00219,3.322142,0.166764,2.175759,2.384756,2.523453,0.029457,0.961011,1.95075,2.692527,0.181389,0.163406,0.049586,0.055743,0.059619,0.068851,0.062856,1.082586,0.203516,0.355924,0.568551,1.049671,1.553482,0.100337,0.101464,0.115496,0.216619,0.232774,0.01295,0.067709,0.296084,0.122042,0.111935,0.093064,0.08383,0.085592,0.116123,0.139951,0.183604,0.25146,0.357048,0.03041,0.030149,0.025726,0.012043,0.169371,41.644975,1.004628,71.99494,4.642429,1.342706,0.698154,0.825259,0.896293,0.142496,61.13907,5.531921,207.8199,0.751377,0.015172,0.032549,0.203361,0.000182,0.013657,2932.377,0.538433,0,0.351531,0.046984,0,0.228109,0.005042,480.1267,145674.9,0.002045,0.018531,-17.62036,10.74251,-5.375528,-14.12658,37.63283,2.545375,30.14193,0.340516,-18.94151,5.404075,20.20885,0.004235,0.229885,166,1.119248,3.933971,0.021197,43.12821,2628,6.620839,0.000001,0.773131,5.299204,6.752829,928,3.988227,3.534248,254,-0.153778,3.495362,3.340998,8.291658,3.420252,-0.042287,-0.000023,7.599898,0.114991,0.277205,4.975729,high
-0.622937,0.320559,-0.510305,2.650998,0.141839,2.213948,2.530854,2.690051,0.035325,0.719572,1.765561,7.800766,0.175508,0.136736,0.031651,0.064529,0.097331,0.096961,0.083262,0.322938,0.194702,0.321898,0.795101,0.914263,2.206953,0.085281,0.090281,0.115032,0.224763,0.228604,0.006649,0.043028,0.218264,0.102394,0.095138,0.083535,0.131085,0.09327,0.080734,0.102472,0.169034,0.333885,0.387965,0.035341,0.030935,0.026107,0.007381,0.167019,80.132575,1.00919,77.39703,5.476145,1.487868,0.419241,0.860858,0.88401,0.048552,59.87889,5.012335,183.8068,0.588692,0.007834,0.019875,0.232161,0.000197,0.004603,5140.778,0.172649,0,0.838882,0.064821,0,0.135249,0.002847,588.7673,124111.4,0.008694,0.025204,-16.58834,4.064844,-4.005141,-6.949726,27.23931,10.50566,14.99759,-0.175137,-9.281567,3.849671,28.09936,0.013309,0.252874,2757,0.568042,2.913117,0.015322,224.4876,2259,4.593551,-0.000003,0.3566,4.052909,6.321218,501,3.848413,3.592932,1632,0.15976,3.931494,4.482278,10.22567,5.621297,-0.042347,-0.000028,4.249564,0.100404,0.238283,4.08826,high
-1.698258,0.590716,-0.159367,3.171977,0.202684,2.240541,2.530507,2.663671,0.042558,0.983387,1.677032,2.218003,0.177143,0.121081,0.046317,0.057654,0.064251,0.062513,0.064252,1.003275,0.204865,0.360662,0.709601,0.97679,1.401648,0.094691,0.106359,0.122782,0.22156,0.236414,0.01225,0.037325,0.305158,0.112055,0.113644,0.081769,0.099926,0.074013,0.099624,0.126293,0.184993,0.334926,0.292204,0.031016,0.036174,0.029909,0.012953,0.179522,58.415929,1.003704,91.47608,6.065652,1.517717,0.551738,0.937107,0.890159,0.14676,44.34722,5.156447,113.7798,0.703492,0.013849,0.004832,0.085705,0.000094,0.025418,1991.529,0.201336,0,0.986019,0.109817,0,0.013795,0.001548,968.6945,209371.5,0.014697,0.066517,-23.16607,6.276319,-9.539845,-7.909368,34.51576,3.101119,22.42521,0.207141,-11.91747,4.597332,16.27258,0.012704,0.38778,441,0.380643,3.733312,0.016145,65.11209,2281,5.164762,0.000001,0.430893,4.884497,7.069551,2179,3.859078,3.356759,2844,0.03785,3.106973,3.768504,7.716371,4.108438,-0.055596,-0.000015,5.160343,0.110063,0.247104,4.462939,high
1.254586,0.709182,0.214023,3.169038,0.07931,2.294273,2.567021,2.692621,0.010807,0.919751,1.352934,3.504272,0.178619,0.117219,0.052803,0.060737,0.071823,0.065915,0.069381,0.210844,0.273421,0.29218,1.02393,0.691455,1.327591,0.120127,0.109542,0.128511,0.231008,0.246155,0.00742,0.17333,0.336168,0.104618,0.109243,0.070252,0.057558,0.05943,0.104716,0.107749,0.194016,0.606995,0.197998,0.041709,0.02643,0.033837,0.006909,0.180599,22.142792,1.004238,52.29612,4.217147,1.365261,1.019213,0.548788,0.890249,0.068961,49.23406,5.344937,43.69148,0.416338,0.021032,0.165577,0.115206,0.000232,0.006721,1374.13,0.641592,0,0.98269,0.1248,0,0.017022,0.002348,162.0736,6039.235,0.001979,0.007932,-19.16284,18.03479,6.951915,-10.85691,30.40979,1.48695,17.5415,0.274889,-12.38199,4.907032,19.15514,0.004235,0.227465,1475,2.132457,9.4042,0.008426,-2.596514,2794,4.535987,-0.000002,0.416262,4.070487,6.750507,458,3.350942,3.297259,1992,-0.081955,3.142758,3.882238,8.793472,3.601339,-0.045009,0.00001,7.693016,0.091605,0.214581,4.177059,high
0.983863,0.355297,0.392377,3.925213,0.114999,2.25491,2.522954,2.694799,0.021767,1.04987,1.946166,3.802502,0.168364,0.132129,0.054827,0.066338,0.07033,0.084537,0.101129,2.386735,0.266294,0.431208,1.229271,1.862937,2.649705,0.204503,0.110187,0.128283,0.233953,0.243455,0.018369,0.047279,0.552489,0.248487,0.222651,0.227042,0.164099,0.209065,0.118663,0.205963,0.27625,0.285681,0.496165,0.048775,0.043389,0.045526,0.020283,0.174773,8.082621,1.002419,71.94662,4.553028,1.293861,0.753123,0.701887,0.880856,0.021988,20.19967,6.160011,854.5176,2.613853,0.047647,0.185247,0.215923,0.000336,0.002405,376.3407,0.998538,0,0.894141,0.104775,0,0.094716,0.002145,489.4508,163151.9,0.000923,0.003662,-22.7058,18.64667,4.714528,-12.84198,39.25119,-3.148808,29.04691,-0.161237,-28.0701,6.910719,18.82384,0.009679,0.247429,1881,1.108631,3.840563,0.037505,130.6389,1411,5.889748,-0.000014,1.191074,5.943096,8.651257,1233,4.619056,5.354785,1904,0.263422,5.306699,4.735768,9.782351,4.682245,-0.047308,-0.000002,10.39905,0.16548,0.32243,6.807017,high
1.356671,1.235732,0.138997,3.21234,0.145688,2.277393,2.56364,2.695562,0.061816,1.127289,1.672895,3.092984,0.187009,0.115864,0.074555,0.077859,0.075581,0.067753,0.075907,1.034721,0.248835,0.376024,0.799747,1.113746,1.321291,0.107099,0.121944,0.144649,0.229829,0.242773,0.023997,0.04359,0.333181,0.162886,0.11283,0.180663,0.131915,0.085587,0.121628,0.098255,0.306755,0.277943,0.349305,0.035425,0.036275,0.029003,0.016278,0.177184,46.876865,1.007698,80.02077,6.028204,1.576736,0.666328,1.19392,0.899635,0.043965,13.2084,4.979356,264.7676,1.241783,0.032932,0.044751,0.341274,0.000222,0.006221,313.634,0.764343,0,0.878828,0.096526,0,0.10656,0.003875,826.7912,558864.7,0.004959,0.031468,-26.41174,22.71419,2.122097,-17.56001,32.92384,-2.810468,30.08737,0.036178,-16.46164,5.473334,16.41401,0.008469,0.488808,1785,1.316605,5.049939,0.015196,58.76217,2472,4.522191,-0.000004,1.234318,4.865279,9.306736,2653,3.842699,3.830827,71,0.271221,4.073389,5.357413,9.970148,5.493816,-0.095826,0.000038,5.273043,0.12047,0.278018,5.660845,high
1.356671,1.235732,0.138997,3.21234,0.145688,2.277393,2.56364,2.695562,0.061816,1.127289,1.672895,3.092984,0.187009,0.115864,0.074555,0.077859,0.075581,0.067753,0.075907,1.034721,0.248835,0.376024,0.799747,1.113746,1.321291,0.107099,0.121944,0.144649,0.229829,0.242773,0.023997,0.04359,0.333181,0.162886,0.11283,0.180663,0.131915,0.085587,0.121628,0.098255,0.306755,0.277943,0.349305,0.035425,0.036275,0.029003,0.016278,0.177184,46.876865,1.007698,80.02077,6.028204,1.576736,0.666328,1.19392,0.899635,0.043965,13.2084,4.979356,264.7676,1.241783,0.032932,0.044751,0.341274,0.000222,0.006221,313.634,0.764343,0,0.878828,0.096526,0,0.10656,0.003875,826.7912,558864.7,0.004959,0.031468,-26.41174,22.71419,2.122097,-17.56001,32.92384,-2.810468,30.08737,0.036178,-16.46164,5.473334,16.41401,0.008469,0.488808,1785,1.316605,5.049939,0.015196,58.76217,2472,4.522191,-0.000004,1.234318,4.865279,9.306736,2653,3.842699,3.830827,71,0.271221,4.073389,5.357413,9.970148,5.493816,-0.095826,0.000038,5.273043,0.12047,0.278018,5.660845,high
0.14729,-0.341386,-0.065832,3.951061,0.132497,2.215276,2.574632,2.738896,0.006894,0.972793,1.750652,3.322302,0.147529,0.141114,0.049935,0.050594,0.065684,0.095665,0.091257,8.811212,0.354305,0.525558,0.775647,1.827755,2.769564,0.129956,0.095294,0.105857,0.217467,0.233665,0.006588,0.012302,0.70006,0.126611,0.149884,0.135733,0.156945,0.118814,0.112523,0.150207,0.362339,0.372962,0.755472,0.06063,0.036525,0.02505,0.01077,0.173387,17.008605,1.002586,58.1919,3.097681,1.093605,0.666335,0.435523,0.859987,0.113255,132.7149,6.885277,223.3167,0.364592,0.011726,0.058779,0.047302,0.000404,0.007442,5367.286,1.692559,0,0.671771,0.093039,0,0.220642,0.005131,450.3094,15074.76,0.001568,0.011372,-12.26168,10.31868,-6.584171,-26.8903,28.9813,-7.191862,28.62539,-0.397952,-23.57799,5.511392,15.19301,0.016334,0.139141,2129,1.487148,8.75472,0.015754,133.8023,2139,15.48516,-0.000001,0.298138,8.09336,8.14113,2027,4.924221,4.21704,2668,0.089411,3.759614,4.03755,8.716696,4.295672,-0.024682,-0.000005,18.02963,0.150364,0.299961,7.505839,high
0.772274,0.184661,0.140686,3.629852,0.160096,2.278832,2.564858,2.696098,0.031623,0.792505,1.679935,1.762269,0.15728,0.095527,0.051968,0.054287,0.064205,0.067676,0.06804,0.968731,0.21027,0.384023,0.813719,0.729898,1.090659,0.09151,0.112149,0.129819,0.229315,0.243195,0.014011,0.033133,0.288234,0.078151,0.084576,0.070534,0.065523,0.068832,0.093175,0.117911,0.223657,0.37206,0.392258,0.034855,0.041704,0.029015,0.013834,0.179724,89.38619,1.004607,74.00943,5.006297,1.398291,0.816964,1.162043,0.902909,0.078789,34.2717,5.688561,59.49473,0.307976,0.010587,0.069635,0.189723,0.000112,0.007778,1037.897,0.432773,0,0.886152,0.115438,0,0.100954,0.003379,440.3759,108227.3,0.018266,0.052716,-18.7986,13.04426,0.742834,-23.11674,32.63302,1.807715,15.9798,-0.084716,-18.01975,3.711325,12.0383,0.009679,0.248639,871,1.517437,5.579618,0.00834,7.320249,1515,6.258202,-0.000008,0.557219,4.892952,7.5487,574,3.828309,3.551348,2709,0.087249,3.352725,3.289203,6.425993,3.357433,-0.039927,0.00001,4.92821,0.105742,0.22705,6.574254,high
0.666669,0.864933,1.180443,3.308064,0.162274,2.304984,2.592218,2.716165,0.036493,0.985016,1.790006,2.068912,0.181028,0.119196,0.060592,0.061929,0.066743,0.067018,0.066516,0.891205,0.251595,0.395503,0.768041,0.892575,1.06695,0.100755,0.118398,0.140281,0.232232,0.247493,0.014192,0.06105,0.303238,0.184708,0.087111,0.084168,0.095375,0.088539,0.07929,0.138589,0.215435,0.237028,0.368889,0.04347,0.030565,0.028639,0.012808,0.183006,24.259737,1.004784,85.17539,5.747867,1.496427,0.677004,1.03074,0.90105,0.098089,69.40689,5.55526,347.5767,0.731447,0.00887,0.046397,0.168888,0.00013,0.010004,4473.147,0.247145,0,0.792277,0.076264,0,0.164684,0.003427,625.7592,139111.5,0.004129,0.01089,-18.74681,15.02876,4.149318,-18.85007,36.43624,3.651703,22.4929,-0.141834,-16.8261,3.616987,12.08763,0.013309,0.313975,599,0.982428,4.648404,0.028324,-2.111926,1339,3.78867,0.000001,0.751771,4.275939,6.868711,1219,4.84776,3.186756,2789,-0.029293,3.014881,5.773575,9.245667,3.499558,-0.065033,-0.000021,5.938635,0.129747,0.253918,6.509198,high
