@relation 'arff_file/psysound.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute std_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_Spectral_Dissonance(S) numeric
@attribute mean_Timbral_Width numeric
@attribute mean_Tonal_Dissonance(HK) numeric
@attribute std_Volume numeric
@attribute mean_SpectralCentroid numeric
@attribute output {high,nothigh}

@data
0.584468,0.606354,132.9548,1.143729,0.072378,0.840753,590.5922,nothigh
0.592196,1.129026,152.4883,0.579594,0.020828,0.401306,728.8981,nothigh
0.592196,1.129026,152.4883,0.579594,0.020828,0.401306,728.8981,nothigh
0.524865,0.787024,382.8465,1.28264,0.046676,0.783191,842.9282,nothigh
0.524865,0.787024,382.8465,1.28264,0.046676,0.783191,842.9282,nothigh
0.524865,0.787024,382.8465,1.28264,0.046676,0.783191,842.9282,nothigh
0.81673,1.36981,481.1593,0.788729,0.067407,2.918893,347.982,nothigh
0.677861,0.524207,213.6202,0.657081,0.091187,0.94771,411.5353,nothigh
0.65412,0.442562,189.9843,0.562621,0.051342,1.117186,404.5552,nothigh
0.732322,0.463141,746.8907,2.273645,0.132639,3.506694,419.0627,nothigh
0.732322,0.463141,746.8907,2.273645,0.132639,3.506694,419.0627,nothigh
0.732322,0.463141,746.8907,2.273645,0.132639,3.506694,419.0627,nothigh
0.634031,0.970271,429.6891,1.189926,0.043126,0.368771,848.7159,nothigh
0.525862,0.696922,91.75266,0.587504,0.045404,0.857318,316.2226,nothigh
0.525862,0.696922,91.75266,0.587504,0.045404,0.857318,316.2226,nothigh
0.525862,0.696922,91.75266,0.587504,0.045404,0.857318,316.2226,nothigh
0.64882,0.900108,190.388,0.581706,0.065257,0.744573,706.9303,nothigh
0.602024,0.510025,257.3494,1.384205,0.026463,1.467545,415.737,nothigh
0.602024,0.510025,257.3494,1.384205,0.026463,1.467545,415.737,nothigh
0.602024,0.510025,257.3494,1.384205,0.026463,1.467545,415.737,nothigh
0.669986,1.032055,589.6779,1.529155,0.093355,1.426797,642.0856,nothigh
0.669986,1.032055,589.6779,1.529155,0.093355,1.426797,642.0856,nothigh
0.57045,1.085896,606.6926,2.10062,0.030078,0.841501,623.2714,nothigh
0.57045,1.085896,606.6926,2.10062,0.030078,0.841501,623.2714,nothigh
0.585946,0.66435,139.6184,0.580288,0.015978,0.505383,381.3835,nothigh
0.516186,0.734295,380.2242,1.361818,0.02949,0.521136,653.6522,nothigh
0.516186,0.734295,380.2242,1.361818,0.02949,0.521136,653.6522,nothigh
0.736626,0.844904,630.8009,2.156748,0.055865,3.268813,570.0248,nothigh
0.688484,0.350588,518.3034,1.287396,0.125471,1.204116,416.405,nothigh
0.688484,0.350588,518.3034,1.287396,0.125471,1.204116,416.405,nothigh
0.577198,0.810076,141.01,0.773132,0.056465,0.435117,945.2235,nothigh
0.577198,0.810076,141.01,0.773132,0.056465,0.435117,945.2235,nothigh
0.534687,1.075511,224.6145,1.052251,0.030302,0.491953,493.8016,nothigh
0.534687,1.075511,224.6145,1.052251,0.030302,0.491953,493.8016,nothigh
0.705631,1.059398,210.1255,0.526894,0.04287,0.405758,451.6446,nothigh
0.789558,0.798704,286.8936,0.941748,0.02015,0.716815,361.6678,nothigh
0.538293,0.981884,228.896,0.720097,0.004934,0.361918,1576.365,nothigh
0.538293,0.981884,228.896,0.720097,0.004934,0.361918,1576.365,nothigh
0.630761,0.674072,920.5238,2.538913,0.15457,1.540793,688.8901,nothigh
0.83397,0.994561,329.4914,1.198254,0.069601,0.53046,429.4395,nothigh
0.83397,0.994561,329.4914,1.198254,0.069601,0.53046,429.4395,nothigh
0.83397,0.994561,329.4914,1.198254,0.069601,0.53046,429.4395,nothigh
0.83397,0.994561,329.4914,1.198254,0.069601,0.53046,429.4395,nothigh
0.83397,0.994561,329.4914,1.198254,0.069601,0.53046,429.4395,nothigh
0.83397,0.994561,329.4914,1.198254,0.069601,0.53046,429.4395,nothigh
0.83397,0.994561,329.4914,1.198254,0.069601,0.53046,429.4395,nothigh
0.494835,1.148978,101.74,0.46857,0.008734,0.094861,690.8921,nothigh
0.685645,0.286311,371.9356,0.656432,0.111548,2.203076,371.5626,nothigh
0.776975,0.522017,502.9346,0.70887,0.097604,1.758876,304.0965,nothigh
0.730005,0.40934,431.3479,1.864001,0.295373,2.067517,444.5279,nothigh
0.863435,1.011653,466.5761,1.90747,0.159283,1.297575,539.6957,nothigh
0.723891,1.037922,218.4725,1.152976,0.051681,0.557665,561.1286,nothigh
0.884762,0.658484,466.0667,1.511386,0.0959,1.537404,280.6258,nothigh
0.558123,0.535759,192.6394,0.771645,0.018597,0.559305,667.0574,nothigh
0.558123,0.535759,192.6394,0.771645,0.018597,0.559305,667.0574,nothigh
0.558123,0.535759,192.6394,0.771645,0.018597,0.559305,667.0574,nothigh
0.558123,0.535759,192.6394,0.771645,0.018597,0.559305,667.0574,nothigh
0.655826,0.788454,901.6699,2.313327,0.095138,1.037112,537.8088,nothigh
0.672845,1.03887,475.8052,2.675518,0.102335,2.388103,752.6852,nothigh
0.672845,1.03887,475.8052,2.675518,0.102335,2.388103,752.6852,nothigh
0.767376,0.803162,314.5376,1.670176,0.04866,1.828601,437.6289,nothigh
0.767376,0.803162,314.5376,1.670176,0.04866,1.828601,437.6289,nothigh
0.574579,0.20155,919.2132,3.297149,0.089866,0.534596,731.3445,nothigh
0.620851,0.791551,754.4751,1.718234,0.038056,1.422473,690.8828,nothigh
0.557152,1.139072,189.9319,1.184146,0.009297,0.223275,701.83,nothigh
0.576361,1.168921,84.62841,0.195115,0.008451,0.202513,1120.158,nothigh
0.576361,1.168921,84.62841,0.195115,0.008451,0.202513,1120.158,nothigh
0.744076,1.429001,133.4402,0.574087,0.051688,0.233412,583.9636,nothigh
0.56597,1.044506,297.6364,1.549324,0.03535,0.504283,651.576,nothigh
1.179813,0.693185,126.7817,0.282271,0.158804,1.152093,259.0434,nothigh
1.179813,0.693185,126.7817,0.282271,0.158804,1.152093,259.0434,nothigh
0.707784,0.82937,223.3396,0.591296,0.074714,0.551002,483.9496,nothigh
0.707784,0.82937,223.3396,0.591296,0.074714,0.551002,483.9496,nothigh
0.593268,1.18746,265.8532,0.848634,0.014359,0.254498,903.648,nothigh
0.593268,1.18746,265.8532,0.848634,0.014359,0.254498,903.648,nothigh
0.649021,1.220735,102.0382,1.067429,0.007638,0.312048,743.1881,nothigh
0.809074,0.514167,163.8877,0.946959,0.143394,0.856001,286.565,nothigh
0.809074,0.514167,163.8877,0.946959,0.143394,0.856001,286.565,nothigh
0.809074,0.514167,163.8877,0.946959,0.143394,0.856001,286.565,nothigh
0.809074,0.514167,163.8877,0.946959,0.143394,0.856001,286.565,nothigh
0.707983,0.741525,302.0525,1.346658,0.076413,0.951597,410.6183,nothigh
0.608363,1.228811,40.62844,0.328121,0.00613,0.253313,875.8168,nothigh
0.630648,1.08048,132.0175,0.794646,0.024695,0.367746,721.9666,nothigh
1.184985,0.84086,460.5599,2.576688,0.384701,2.545901,397.1667,nothigh
0.710286,0.350165,123.5318,0.319225,0.092319,1.101047,297.0701,nothigh
0.710286,0.350165,123.5318,0.319225,0.092319,1.101047,297.0701,nothigh
0.710286,0.350165,123.5318,0.319225,0.092319,1.101047,297.0701,nothigh
0.526909,0.5288,200.2824,0.892475,0.014403,0.514856,672.4478,nothigh
0.526909,0.5288,200.2824,0.892475,0.014403,0.514856,672.4478,nothigh
0.526909,0.5288,200.2824,0.892475,0.014403,0.514856,672.4478,nothigh
0.616036,0.77411,330.6427,1.345996,0.060114,1.285051,555.2527,nothigh
0.684721,0.905864,171.5408,1.055275,0.052892,0.578778,723.5172,nothigh
0.704145,0.836981,215.2496,0.83111,0.064136,0.876834,663.5316,nothigh
0.536782,0.426137,511.7934,2.33061,0.074028,1.590794,477.0765,nothigh
0.536782,0.426137,511.7934,2.33061,0.074028,1.590794,477.0765,nothigh
0.642674,0.89737,421.602,0.925546,0.040368,0.863684,858.6912,nothigh
0.642674,0.89737,421.602,0.925546,0.040368,0.863684,858.6912,nothigh
0.642674,0.89737,421.602,0.925546,0.040368,0.863684,858.6912,nothigh
0.674078,0.853237,784.6336,2.370014,0.154294,1.875245,772.5526,nothigh
0.742124,0.914521,312.9748,1.029646,0.105,1.080512,623.8671,nothigh
0.753244,0.908491,324.9458,1.317986,0.027819,0.776841,655.9339,nothigh
0.742124,0.914521,312.9748,1.029646,0.105,1.080512,623.8671,nothigh
0.753244,0.908491,324.9458,1.317986,0.027819,0.776841,655.9339,nothigh
0.810172,0.525202,63.10161,0.19232,0.104756,0.805986,267.2176,nothigh
0.714121,0.503243,490.0171,1.839309,0.047749,1.383981,496.2645,nothigh
0.714121,0.503243,490.0171,1.839309,0.047749,1.383981,496.2645,nothigh
0.714121,0.503243,490.0171,1.839309,0.047749,1.383981,496.2645,nothigh
0.763258,1.029236,206.2827,1.127577,0.071995,0.556235,366.7553,nothigh
0.763258,1.029236,206.2827,1.127577,0.071995,0.556235,366.7553,nothigh
0.763258,1.029236,206.2827,1.127577,0.071995,0.556235,366.7553,nothigh
0.763258,1.029236,206.2827,1.127577,0.071995,0.556235,366.7553,nothigh
0.572499,0.852046,189.81,0.796327,0.037008,0.950377,1229.532,nothigh
0.588521,0.978129,299.1969,1.111004,0.013438,0.40824,631.9531,nothigh
0.588521,0.978129,299.1969,1.111004,0.013438,0.40824,631.9531,nothigh
0.625282,1.124654,1025.377,2.847556,0.044767,0.607092,697.3229,nothigh
0.601271,1.226191,154.2237,0.441784,0.013894,0.258662,961.3209,nothigh
0.661911,0.857068,1275.674,4.198782,0.068053,0.860183,490.9633,nothigh
0.673643,0.994218,61.29415,0.24483,0.015127,0.321509,495.393,nothigh
0.635142,1.648519,1099.68,3.03036,0.051519,0.775573,600.7339,nothigh
0.621056,1.461705,489.6187,2.438197,0.019222,0.597809,738.7858,nothigh
0.612961,0.71682,165.7585,0.959027,0.055443,0.848912,415.0912,nothigh
0.612961,0.71682,165.7585,0.959027,0.055443,0.848912,415.0912,nothigh
0.612961,0.71682,165.7585,0.959027,0.055443,0.848912,415.0912,nothigh
0.60558,0.696644,207.7293,0.77258,0.041752,0.62034,441.1463,nothigh
0.60558,0.696644,207.7293,0.77258,0.041752,0.62034,441.1463,nothigh
0.62519,1.122203,113.5107,0.63242,0.030966,0.844293,864.4428,nothigh
1.002354,0.593103,180.9445,1.030965,0.125693,0.772037,178.518,nothigh
0.576846,0.888143,302.4542,1.376834,0.052334,0.475332,617.1582,nothigh
0.624715,0.965418,36.66622,0.136062,0.016859,0.232677,550.1719,nothigh
0.624266,1.153582,244.27,0.797958,0.028324,0.769434,695.9775,nothigh
0.550094,1.303576,76.72094,0.41713,0.004605,0.08316,840.4328,nothigh
0.550094,1.303576,76.72094,0.41713,0.004605,0.08316,840.4328,nothigh
0.551883,1.447538,543.4805,1.134452,0.036867,0.648522,873.3383,nothigh
0.618523,1.130283,478.4041,1.305402,0.02699,0.578357,851.2426,nothigh
0.74447,0.831857,444.3104,2.514541,0.133905,1.401955,600.4154,nothigh
0.74447,0.831857,444.3104,2.514541,0.133905,1.401955,600.4154,nothigh
0.675129,1.085412,286.6217,1.438135,0.057544,0.507528,635.3813,nothigh
0.675129,1.085412,286.6217,1.438135,0.057544,0.507528,635.3813,nothigh
0.642502,0.402955,254.0717,0.694702,0.04445,0.718933,493.7405,nothigh
0.790273,0.719161,78.71101,0.657788,0.100065,0.601509,258.5176,nothigh
0.583098,1.288113,976.769,3.367519,0.034245,0.470284,690.4479,nothigh
0.62357,1.024385,133.3572,0.6201,0.025875,0.807411,623.5244,nothigh
0.696472,0.578456,467.8136,2.184155,0.16237,1.300525,469.4949,nothigh
0.600908,1.060756,104.3567,0.463367,0.013233,0.278081,779.0966,nothigh
0.600908,1.060756,104.3567,0.463367,0.013233,0.278081,779.0966,nothigh
0.55797,1.145207,74.59925,0.20177,0.013296,0.157071,724.3481,nothigh
0.553204,1.21235,79.50098,0.280683,0.006078,0.124051,923.0846,nothigh
0.553204,1.21235,79.50098,0.280683,0.006078,0.124051,923.0846,nothigh
0.751594,0.728485,409.5699,1.144834,0.06396,1.275623,492.8964,nothigh
0.578326,0.72818,79.49626,0.263354,0.019914,0.644442,651.1419,nothigh
0.578326,0.72818,79.49626,0.263354,0.019914,0.644442,651.1419,nothigh
0.817076,0.666199,466.2477,1.272653,0.161616,0.429245,607.5722,nothigh
0.817076,0.666199,466.2477,1.272653,0.161616,0.429245,607.5722,nothigh
0.684083,0.892832,371.8612,1.45813,0.021021,1.256009,753.3265,nothigh
0.684083,0.892832,371.8612,1.45813,0.021021,1.256009,753.3265,nothigh
0.539067,1.130495,110.7348,0.642666,0.012099,0.128479,1016.456,nothigh
0.672315,0.764152,532.0735,1.547409,0.086715,1.662987,589.979,nothigh
0.81034,1.24119,840.9202,1.640119,0.061018,0.941782,452.5185,nothigh
0.603547,1.299318,53.13514,0.184793,0.003096,0.102021,1103.728,nothigh
0.629079,1.197064,309.601,1.167597,0.02171,0.490867,1168.797,nothigh
0.629079,1.197064,309.601,1.167597,0.02171,0.490867,1168.797,nothigh
0.629079,1.197064,309.601,1.167597,0.02171,0.490867,1168.797,nothigh
0.659331,0.897589,197.5783,0.354816,0.024565,0.713475,657.5709,nothigh
0.659331,0.897589,197.5783,0.354816,0.024565,0.713475,657.5709,nothigh
0.580432,0.547769,399.2395,1.165299,0.055718,1.446961,407.8473,nothigh
1.443512,0.897592,64.89623,0.130931,0.411759,2.01864,230.1995,nothigh
0.663752,1.225252,66.07947,0.489472,0.0113,0.203529,613.5232,nothigh
1.097087,0.94897,188.7387,1.012064,0.266658,0.779908,249.9736,nothigh
0.612224,1.238836,471.5202,1.982074,0.032308,0.37756,828.3929,nothigh
0.58515,0.4321,132.0714,0.913562,0.046501,0.779687,491.8223,nothigh
0.58515,0.4321,132.0714,0.913562,0.046501,0.779687,491.8223,nothigh
0.58515,0.4321,132.0714,0.913562,0.046501,0.779687,491.8223,nothigh
0.58515,0.4321,132.0714,0.913562,0.046501,0.779687,491.8223,nothigh
0.704596,0.636227,207.1497,0.776334,0.102268,2.746013,340.6489,nothigh
0.704596,0.636227,207.1497,0.776334,0.102268,2.746013,340.6489,nothigh
1.008311,1.172067,424.894,0.79057,0.15092,0.687676,414.5472,nothigh
0.757161,1.344403,74.94431,0.246575,0.018766,0.199348,459.1787,nothigh
0.65844,0.79603,209.3709,0.671746,0.06446,0.874025,468.5796,nothigh
0.71601,1.019712,258.4162,0.757167,0.052098,0.715495,538.6737,nothigh
0.63055,0.863447,79.06474,0.554931,0.012377,0.270852,517.436,nothigh
0.533343,0.748805,483.715,2.07466,0.029774,0.634344,695.1059,nothigh
0.533343,0.748805,483.715,2.07466,0.029774,0.634344,695.1059,nothigh
0.533343,0.748805,483.715,2.07466,0.029774,0.634344,695.1059,nothigh
0.533343,0.748805,483.715,2.07466,0.029774,0.634344,695.1059,nothigh
0.663317,1.144655,892.1067,1.900665,0.050744,1.520984,435.4802,nothigh
0.714009,0.916054,137.1801,0.54636,0.040339,0.665105,524.2406,nothigh
0.883296,1.375487,1969.235,3.478099,0.134088,1.833828,442.8685,nothigh
0.759761,0.499756,295.6452,1.460276,0.106367,2.247605,411.9623,nothigh
0.683711,1.15292,79.49234,0.590792,0.015685,0.223743,442.2269,nothigh
0.900834,1.046601,119.2201,1.096062,0.071113,0.625136,298.6182,nothigh
0.900834,1.046601,119.2201,1.096062,0.071113,0.625136,298.6182,nothigh
0.634167,0.515514,990.5821,3.993232,0.108406,0.914343,843.7663,nothigh
0.683988,0.410492,505.9154,1.175525,0.071253,1.936975,454.1977,nothigh
0.61372,0.264697,731.5499,2.353165,0.058478,1.101716,512.4772,nothigh
0.878126,0.575815,321.9428,1.19792,0.078052,2.413652,411.1086,nothigh
0.878126,0.575815,321.9428,1.19792,0.078052,2.413652,411.1086,nothigh
0.971059,0.458041,584.9841,1.397722,0.229112,2.223883,588.9131,nothigh
0.971059,0.458041,584.9841,1.397722,0.229112,2.223883,588.9131,nothigh
0.827872,1.003521,482.9585,1.945156,0.133329,1.021183,497.7503,nothigh
0.827872,1.003521,482.9585,1.945156,0.133329,1.021183,497.7503,nothigh
0.827872,1.003521,482.9585,1.945156,0.133329,1.021183,497.7503,nothigh
0.529878,0.704862,247.8309,0.353186,0.015547,0.677888,786.2035,nothigh
0.663967,1.118776,135.7066,0.473567,0.007507,0.28,913.0019,nothigh
0.739133,0.988325,166.7417,0.69107,0.029337,0.327413,547.3149,nothigh
0.509685,0.705958,245.3122,1.080624,0.01977,0.532602,727.1942,nothigh
0.741977,0.768426,214.374,1.259244,0.033055,0.739963,427.5798,nothigh
0.675834,1.230913,751.5848,2.408706,0.056177,1.222969,525.5016,nothigh
0.828292,1.071225,600.4916,1.503945,0.123973,1.584142,630.9762,nothigh
0.681334,0.88498,155.0551,0.68713,0.027988,0.297951,388.5159,nothigh
0.681334,0.88498,155.0551,0.68713,0.027988,0.297951,388.5159,nothigh
0.649297,1.213905,175.0756,0.610124,0.017811,0.353342,828.9324,nothigh
0.806546,0.557445,208.2918,0.991671,0.167077,2.14389,377.753,nothigh
0.806546,0.557445,208.2918,0.991671,0.167077,2.14389,377.753,nothigh
0.600537,0.82421,209.9204,1.055604,0.040503,0.441933,648.0649,nothigh
0.564735,0.974065,936.7604,3.054246,0.066028,1.773446,496.5853,nothigh
0.617627,0.922797,483.0871,2.248686,0.020695,0.394036,501.7781,nothigh
0.608864,1.334992,178.8387,0.577932,0.005608,0.214088,728.8776,nothigh
0.633523,0.72345,209.5121,1.013439,0.027729,0.332934,539.3978,nothigh
0.633523,0.72345,209.5121,1.013439,0.027729,0.332934,539.3978,nothigh
0.801271,1.171921,127.9451,0.284273,0.051621,0.406954,385.7847,nothigh
0.550907,1.039328,270.5937,0.974043,0.011381,0.378073,1218.678,nothigh
0.60497,1.003353,278.5964,0.771209,0.02786,0.234561,881.4828,nothigh
0.60497,1.003353,278.5964,0.771209,0.02786,0.234561,881.4828,nothigh
0.673288,0.690287,469.5704,2.215804,0.050173,1.505704,394.3199,nothigh
0.709343,1.238569,187.7355,0.8908,0.033245,0.419337,620.0043,nothigh
0.57974,1.239226,805.0984,2.93553,0.022737,0.272523,967.2645,nothigh
0.563864,0.721269,237.9151,0.906622,0.018924,0.325925,565.4542,nothigh
0.419241,0.860858,183.8068,0.588692,0.019875,0.172649,588.7673,nothigh
0.419241,0.860858,183.8068,0.588692,0.019875,0.172649,588.7673,nothigh
0.64685,0.881428,231.1646,1.650152,0.041389,0.656903,729.4577,nothigh
0.64685,0.881428,231.1646,1.650152,0.041389,0.656903,729.4577,nothigh
0.519178,0.323806,460.9234,1.292349,0.047553,1.751154,679.7664,nothigh
0.515262,0.303258,462.4434,1.252961,0.048555,1.794797,674.1383,nothigh
0.787779,0.381334,108.7467,0.680231,0.072548,1.188867,243.6544,nothigh
0.787779,0.381334,108.7467,0.680231,0.072548,1.188867,243.6544,nothigh
0.787779,0.381334,108.7467,0.680231,0.072548,1.188867,243.6544,nothigh
0.527027,0.341682,338.4724,1.612411,0.055285,0.473582,329.5785,nothigh
0.527027,0.341682,338.4724,1.612411,0.055285,0.473582,329.5785,nothigh
0.760126,0.485062,248.0677,0.699979,0.124924,2.414644,395.0876,nothigh
0.760126,0.485062,248.0677,0.699979,0.124924,2.414644,395.0876,nothigh
0.747871,1.178747,60.12476,0.220536,0.015892,0.172649,456.9065,nothigh
1.043559,0.70669,206.428,0.893605,0.259118,0.964894,184.6952,nothigh
0.609965,1.45565,943.6104,2.700109,0.029804,0.808946,835.903,nothigh
0.654998,0.910969,1746.771,3.853515,0.086641,2.546806,591.8906,nothigh
0.654998,0.910969,1746.771,3.853515,0.086641,2.546806,591.8906,nothigh
0.654998,0.910969,1746.771,3.853515,0.086641,2.546806,591.8906,nothigh
0.654998,0.910969,1746.771,3.853515,0.086641,2.546806,591.8906,nothigh
0.654998,0.910969,1746.771,3.853515,0.086641,2.546806,591.8906,nothigh
0.662348,1.068254,187.8073,0.679202,0.037731,0.604069,592.3667,nothigh
0.688228,0.508321,196.8071,1.764248,0.026446,1.46248,458.5906,nothigh
0.688228,0.508321,196.8071,1.764248,0.026446,1.46248,458.5906,nothigh
0.688228,0.508321,196.8071,1.764248,0.026446,1.46248,458.5906,nothigh
0.671283,0.707017,603.9068,1.889005,0.049623,1.361401,556.6996,nothigh
0.729657,0.727121,156.721,0.560624,0.075436,0.479805,263.5534,nothigh
0.752879,1.134524,154.2065,0.592763,0.036629,0.65941,483.1463,nothigh
0.575695,1.373229,76.28503,0.635908,0.010219,0.257708,776.5012,nothigh
0.825521,1.063325,147.0883,1.003039,0.087371,0.492516,324.4202,nothigh
0.825521,1.063325,147.0883,1.003039,0.087371,0.492516,324.4202,nothigh
0.611576,1.118744,94.60348,0.390446,0.015549,0.242523,676.3525,nothigh
0.611576,1.118744,94.60348,0.390446,0.015549,0.242523,676.3525,nothigh
0.564346,0.585145,220.3271,1.052206,0.03884,1.149586,545.7889,nothigh
0.650325,1.273769,195.7644,0.669347,0.007641,0.166813,802.8574,nothigh
0.511914,1.49653,220.8394,0.648978,0.008437,0.27572,1213.14,nothigh
0.73793,0.760372,437.7772,1.395086,0.024889,1.457089,327.8216,nothigh
0.722075,1.132519,164.8005,0.663684,0.02811,0.206482,631.3883,nothigh
1.073344,1.046618,400.7619,1.248417,0.220777,1.536105,304.1052,nothigh
1.073344,1.046618,400.7619,1.248417,0.220777,1.536105,304.1052,nothigh
0.586779,1.562289,1600.114,4.989874,0.016723,0.283484,861.0226,nothigh
0.588944,1.013489,161.5368,0.727184,0.012311,0.312456,785.7396,nothigh
0.588944,1.013489,161.5368,0.727184,0.012311,0.312456,785.7396,nothigh
0.654681,0.749593,280.9443,0.766066,0.081229,0.321884,448.0652,nothigh
0.654681,0.749593,280.9443,0.766066,0.081229,0.321884,448.0652,nothigh
0.670477,0.72102,379.3568,1.230945,0.027267,0.945456,519.8325,nothigh
0.604792,0.409766,550.7576,1.023042,0.065636,1.434799,428.0892,nothigh
0.856635,0.449082,588.5081,1.414798,0.123462,2.440369,383.1847,nothigh
0.759604,0.52801,318.6874,1.053066,0.087372,1.245717,425.9031,nothigh
0.725477,1.531328,1668.605,3.84909,0.11049,0.957518,593.4771,nothigh
0.673131,0.37672,275.3583,0.878846,0.04229,0.876892,416.4927,nothigh
0.778705,0.331796,295.2212,0.97367,0.166194,3.220275,458.9841,nothigh
0.582609,0.832962,205.5492,1.252692,0.063298,0.96969,491.8027,nothigh
0.897417,0.623334,189.4032,1.333166,0.123812,5.498868,253.749,nothigh
0.897417,0.623334,189.4032,1.333166,0.123812,5.498868,253.749,nothigh
1.171584,0.853556,429.0712,0.863101,0.292112,1.578773,232.2376,nothigh
1.171584,0.853556,429.0712,0.863101,0.292112,1.578773,232.2376,nothigh
1.171584,0.853556,429.0712,0.863101,0.292112,1.578773,232.2376,nothigh
0.528972,1.257885,407.4395,1.307557,0.008188,0.369502,1434.209,nothigh
0.561789,1.446196,658.2948,2.655447,0.012757,0.582344,1074.801,nothigh
0.893003,0.91663,260.1207,1.229185,0.141617,0.977475,323.5362,nothigh
0.753947,0.689817,99.70247,0.933759,0.022031,0.429231,461.5408,nothigh
0.680347,1.066388,259.6728,2.269753,0.023553,0.894886,542.8354,nothigh
0.694421,0.813264,607.868,1.802341,0.071349,1.101608,511.4054,nothigh
0.810846,0.697654,249.5613,1.200312,0.11119,2.01812,293.2293,nothigh
0.453409,0.676657,132.5788,0.73486,0.015552,0.540951,810.7038,nothigh
0.532319,0.832508,624.2954,2.107736,0.037568,1.591053,521.017,nothigh
0.532319,0.832508,624.2954,2.107736,0.037568,1.591053,521.017,nothigh
0.946379,1.38512,390.5856,0.585747,0.114038,1.450868,438.066,nothigh
0.946379,1.38512,390.5856,0.585747,0.114038,1.450868,438.066,nothigh
0.946379,1.38512,390.5856,0.585747,0.114038,1.450868,438.066,nothigh
0.728808,1.166483,506.8318,2.295496,0.079901,1.25185,639.8033,nothigh
0.728808,1.166483,506.8318,2.295496,0.079901,1.25185,639.8033,nothigh
0.615018,0.819466,548.5445,2.058533,0.114901,1.973454,536.712,nothigh
0.882181,0.922137,225.4152,0.861574,0.12471,0.437254,347.3658,nothigh
0.882181,0.922137,225.4152,0.861574,0.12471,0.437254,347.3658,nothigh
