@relation 'wav/all/marsyas.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-Rlast_arff_file/psysound.arff'

@attribute Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_3 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_6 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_1 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_9 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_PeakRatio_Average numeric
@attribute BeatHisto_MeanACR numeric
@attribute mean_Loudness numeric
@attribute std_Loudness numeric
@attribute mean_SharpnessA numeric
@attribute std_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_SharpnessZ numeric
@attribute mean_Spectral_Dissonance(HK) numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute mean_Spectral_Dissonance(S) numeric
@attribute std_Spectral_Dissonance(S) numeric
@attribute mean_Timbral_Width numeric
@attribute std_Timbral_Width numeric
@attribute mean_Tonal_Dissonance(HK) numeric
@attribute std_Tonal_Dissonance(HK) numeric
@attribute mean_Tonal_Dissonance(S) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric
@attribute output {nostalgic,notnostalgic}

@data
2.208484,0.445372,0.233178,0.197118,0.029624,0.090751,0.091314,0.115871,0.602655,73.54925,5.244412,1.433432,0.747278,1.012044,0.894927,0.080685,51.01553,5.488026,315.7673,1.639783,0.040615,0.195753,0.464298,0.000215,0.01208,7851.133,1.196249,0,0.948069,0.096073,0,0.049267,0.002843,384.6033,184109.4,nostalgic
1.266881,0.427295,0.210091,0.211045,0.034667,0.074748,0.083033,0.181185,0.565774,81.94475,5.471306,1.447699,0.64685,0.881428,0.897245,0.095982,73.81498,5.53154,231.1646,1.650152,0.037531,0.041389,0.070874,0.000154,0.006167,3730.007,0.656903,0,0.988016,0.118587,0,0.011848,0.001904,729.4577,604865.8,nostalgic
1.863117,0.493932,0.202424,0.202989,0.023766,0.086931,0.119095,0.23281,0.564897,66.06742,4.124351,1.246725,0.949855,0.897561,0.884869,0.109395,108.4303,6.418293,335.7114,1.304064,0.037934,0.165446,0.212796,0.000312,0.006806,6524.438,1.304596,0,0.801598,0.116509,0,0.159145,0.004617,379.6465,142958.2,nostalgic
1.696397,0.349712,0.216883,0.18428,0.021438,0.076023,0.049222,0.088708,0.602672,81.81129,4.509412,1.251946,0.741285,1.295713,0.902278,0.258032,160.2699,6.544757,57.20574,0.373408,0.007772,0.007371,0.069607,0.000044,0.022104,10868.91,0.234323,0,0.997337,0.118217,0,0.002658,0.002889,508.2205,22014.49,nostalgic
1.327718,0.40093,0.203653,0.20195,0.02981,0.097606,0.112348,0.209439,0.563887,82.99529,4.793402,1.309523,0.734264,1.050589,0.893008,0.158753,115.0851,6.292366,360.5808,1.295178,0.021088,0.03803,0.170633,0.000247,0.011464,7823.471,0.443923,0,0.986019,0.16148,0,0.013795,0.001528,581.6259,103330.9,nostalgic
1.558674,0.412024,0.21384,0.210278,0.039238,0.079659,0.081536,0.103443,0.589751,82.08455,5.634669,1.470929,0.699178,1.282149,0.903619,0.121647,57.10564,5.4308,184.9674,0.59975,0.013119,0.027561,0.141717,0.000072,0.016579,3593.48,0.292898,0,0.786951,0.090185,0,0.167771,0.005025,420.8413,74228.26,nostalgic
1.73837,0.463856,0.225095,0.181122,0.019466,0.075327,0.083874,0.297515,0.583253,86.75281,4.901815,1.311406,0.695297,1.119353,0.881874,0.090462,83.46808,6.734293,384.4538,1.071794,0.02309,0.110623,0.275436,0.000308,0.006207,4746.673,0.85481,0,0.796272,0.103453,0,0.162331,0.005258,478.0931,70693.8,nostalgic
2.44696,0.4644,0.194011,0.210537,0.032277,0.07695,0.124867,0.260128,0.566513,74.52039,4.33164,1.27874,0.641489,0.773963,0.882904,0.163723,185.8966,5.953779,312.1054,1.237804,0.02427,0.066349,0.109273,0.000176,0.013291,31862.33,0.878635,0,0.978029,0.164563,0,0.021502,0.001609,521.526,46024.66,nostalgic
2.744092,0.366328,0.17501,0.179127,0.015141,0.067481,0.091588,0.127238,0.586738,65.27656,3.57676,1.13427,0.77133,0.745812,0.888381,0.187816,285.3341,7.064065,117.8237,0.767994,0.02323,0.100334,0.088661,0.000219,0.012297,46090.12,1.32519,0,0.943409,0.127833,0,0.053424,0.003035,373.2025,26138.66,nostalgic
1.141563,0.454584,0.225733,0.196122,0.033712,0.089269,0.093882,0.177744,0.534428,94.95804,6.228139,1.524392,0.56378,1.299351,0.899846,0.13117,55.26812,5.294494,170.0812,0.619634,0.007628,0.005376,0.328941,0.00005,0.015687,2524.236,0.246952,0,0.906125,0.134918,0,0.085119,0.003275,922.7867,111607.3,nostalgic
2.682553,0.460085,0.185225,0.155851,0.019493,0.103905,0.111705,0.148442,0.573634,77.26224,4.289406,1.214071,0.608973,0.722235,0.888508,0.09198,187.0024,7.187244,355.3151,1.716355,0.04002,0.082082,0.138569,0.00016,0.003591,11260.26,1.732187,0,0.989348,0.112387,0,0.010546,0.000654,358.1641,76871.97,nostalgic
0.399726,0.417788,0.203564,0.175261,0.026992,0.085577,0.080543,0.178638,0.569353,102.4072,6.468941,1.523781,0.513789,1.228699,0.901877,0.119589,79.89612,5.651344,98.09365,0.43809,0.008051,0.005863,0.116973,0.00005,0.009576,3435.004,0.21928,0,0.958056,0.10768,0,0.040212,0.00253,836.5396,103277,nostalgic
0.550678,0.421507,0.213659,0.193986,0.029969,0.087535,0.091422,0.142811,0.593979,89.26841,5.692113,1.458618,0.618284,1.112858,0.903545,0.157021,105.0794,5.700501,89.43328,0.439115,0.011082,0.013463,0.14954,0.000129,0.014782,10582.17,0.245297,0,0.808256,0.111388,0,0.155082,0.004399,638.5537,169753,nostalgic
1.15805,0.475856,0.202565,0.16543,0.027134,0.07883,0.133465,0.198431,0.563401,68.88015,4.504638,1.317757,0.631163,0.567696,0.890461,0.099855,109.3663,5.742933,549.6384,1.936896,0.034539,0.105811,0.111928,0.00018,0.004995,5641.628,0.815256,0,0.972037,0.120207,0,0.027199,0.001811,455.0173,86443.53,nostalgic
1.255157,0.457616,0.232644,0.20065,0.029692,0.104164,0.115185,0.240688,0.60649,104.632,5.549336,1.350592,0.57045,1.085896,0.889334,0.092116,85.31716,6.859,606.6926,2.10062,0.029681,0.030078,0.133694,0.000192,0.005961,5101.987,0.841501,0,0.870839,0.083967,0,0.112554,0.002363,623.2714,111510.6,nostalgic
1.380136,0.414209,0.214174,0.199186,0.03872,0.076207,0.095224,0.260456,0.551645,84.91097,6.198616,1.571896,0.599828,1.081102,0.896369,0.112173,78.08841,4.934287,357.7534,1.327272,0.020333,0.046619,0.263737,0.000165,0.013963,6631.231,0.313096,0,0.962716,0.119875,0,0.035917,0.002807,888.7677,270028.7,nostalgic
0.511857,0.415834,0.221279,0.203538,0.035225,0.082521,0.143883,0.198211,0.558634,81.35018,4.509779,1.28149,0.606244,0.862255,0.884067,0.120237,87.56451,6.473534,159.7943,0.766119,0.018766,0.024718,0.110613,0.00024,0.01536,9913.45,0.760348,0,0.828229,0.082131,0,0.142361,0.003188,672.643,81339.36,nostalgic
1.159562,0.439299,0.21879,0.205802,0.025621,0.077363,0.064767,0.133563,0.553332,81.15282,5.064769,1.379582,0.663275,0.979516,0.9018,0.189486,125.6135,5.84912,95.60751,0.343203,0.008195,0.019009,0.112619,0.000115,0.013553,10683.05,0.301969,0,0.92743,0.111708,0,0.067348,0.00189,564.7545,45741.45,nostalgic
1.007181,0.440472,0.210259,0.193375,0.026045,0.086011,0.076043,0.12156,0.571056,73.4455,4.273861,1.262879,0.803975,1.066842,0.898347,0.1604,119.8649,6.492361,76.06573,0.270141,0.00674,0.03454,0.117067,0.000128,0.011282,9353.986,0.288364,0,0.905459,0.122616,0,0.08566,0.004058,410.1105,22074.78,nostalgic
2.030797,0.502577,0.213541,0.198901,0.033571,0.11583,0.141489,0.287777,0.578322,72.65526,5.070502,1.436267,0.574577,0.528457,0.888533,0.093895,49.5539,4.9463,549.323,2.19406,0.038883,0.042781,0.046453,0.000191,0.007301,1776.872,0.559866,0,0.76032,0.090785,0,0.182355,0.003888,763.9532,309398,nostalgic
1.447214,0.359728,0.2244,0.178892,0.0227,0.07982,0.071309,0.128997,0.578903,84.10877,4.878312,1.331734,0.711515,1.146195,0.899915,0.202078,124.7101,6.160053,134.5812,0.737265,0.017009,0.027101,0.148075,0.000115,0.013036,6090.526,0.559979,0,0.890147,0.149521,0,0.097851,0.004012,659.1963,74673.17,nostalgic
1.579135,0.48066,0.22461,0.195286,0.032723,0.082824,0.134411,0.390871,0.604007,63.36265,3.961053,1.260835,0.625021,0.46856,0.877492,0.094273,81.62851,5.833874,253.6683,0.937503,0.030003,0.032625,0.038209,0.000301,0.004775,3468.464,0.707322,0,0.733023,0.089997,0,0.195831,0.004738,541.8513,153092.4,nostalgic
2.03334,0.462023,0.229819,0.205062,0.033237,0.110965,0.109802,0.235844,0.651547,68.46625,4.778518,1.373638,0.68466,0.829686,0.8875,0.04219,26.88909,5.523455,171.0493,0.718551,0.021408,0.074199,0.167712,0.000227,0.004295,954.8573,0.563309,0,0.993342,0.11336,0,0.006618,0.00222,434.9186,226915.3,nostalgic
1.611865,0.419621,0.203942,0.199894,0.026205,0.187017,0.067036,0.180523,0.566807,70.48435,4.473986,1.30523,0.700267,1.024541,0.893818,0.078201,61.23191,5.802751,303.1495,0.686513,0.010106,0.081666,0.471448,0.000195,0.006409,3258.066,0.588265,0,0.872836,0.120778,0,0.111067,0.004128,420.6613,41196.78,nostalgic
1.405582,0.360235,0.189337,0.175406,0.016009,0.161422,0.142612,0.164666,0.557843,64.33631,3.062406,1.000938,0.816066,0.800875,0.852076,0.133966,106.1312,9.244445,333.161,1.222322,0.027946,0.097519,0.55411,0.000844,0.007076,3163.289,3.745327,0,0.873502,0.082864,0,0.11057,0.002587,288.8137,9479.018,nostalgic
1.665953,0.434356,0.216104,0.184246,0.0228,0.077779,0.062003,0.091939,0.539514,49.76767,3.346422,1.17456,0.79292,0.420442,0.899441,0.068294,28.16523,5.843999,113.4213,0.516121,0.014509,0.081266,0.105894,0.000156,0.005865,584.6727,0.587441,0,0.268975,0.026563,0,0.196758,0.002595,117.5404,2959.231,nostalgic
1.929979,0.448217,0.214102,0.204955,0.03671,0.084567,0.079272,0.21493,0.564557,105.1653,6.70867,1.55271,0.52564,1.207851,0.894398,0.130827,73.43676,5.472219,349.8703,1.596731,0.023016,0.014123,0.246319,0.000112,0.013045,3774.209,0.424525,0,0.928762,0.095725,0,0.066208,0.002574,1059.862,396349.7,nostalgic
1.253724,0.46926,0.237899,0.20186,0.040149,0.077646,0.08238,0.167949,0.513168,63.47537,4.472961,1.344351,0.87079,0.95798,0.899265,0.069609,39.14548,5.524204,276.5586,1.104575,0.032619,0.116291,0.665983,0.000249,0.007476,2106,1.221025,0,0.939414,0.117239,0,0.056953,0.002913,489.4078,559368.5,nostalgic
1.145756,0.451513,0.190961,0.180786,0.021744,0.090538,0.143459,0.228804,0.550904,77.14972,4.83655,1.353481,0.535596,0.583553,0.889605,0.080361,110.5758,5.862444,405.6582,1.310656,0.024801,0.036399,0.070313,0.000241,0.003893,9283.686,0.76884,0,0.952064,0.113133,0,0.045669,0.002218,547.6121,97516,nostalgic
1.773606,0.402757,0.221349,0.208502,0.039691,0.08187,0.084117,0.163403,0.561006,87.64703,5.977157,1.511768,0.620992,1.235608,0.897224,0.136011,63.34666,5.24673,169.3896,0.825853,0.018406,0.029842,0.128868,0.000127,0.016895,5570.671,0.348227,0,0.820906,0.116752,0,0.147118,0.00485,736.7749,217327.1,nostalgic
2.026923,0.390725,0.198151,0.181775,0.023899,0.079732,0.072621,0.091449,0.573392,58.04901,4.312326,1.338964,0.679871,0.509404,0.89607,0.131451,126.2001,5.175335,199.7037,0.732106,0.018797,0.028751,0.142594,0.000155,0.005264,7324.273,0.380757,0,0.63249,0.056699,0,0.232601,0.003201,311.2608,49432.43,nostalgic
1.887093,0.39861,0.210932,0.197811,0.023746,0.075757,0.084265,0.133216,0.583004,96.04983,6.070026,1.486951,0.616049,1.282288,0.906667,0.134988,83.24131,5.640201,88.48954,0.192685,0.005313,0.007038,0.095481,0.000037,0.008951,4917.584,0.278534,0,0.725033,0.092739,0,0.199493,0.005267,771.5876,83262.19,nostalgic
2.458724,0.52422,0.207815,0.197436,0.023208,0.125257,0.123071,0.175881,0.54977,85.33072,5.687533,1.470731,0.56014,0.875798,0.891488,0.079799,48.53947,5.308292,253.0923,1.596446,0.036114,0.019578,0.10501,0.000162,0.005357,1666.779,0.601296,0,0.886818,0.126134,0,0.100439,0.003769,784.2737,253207.3,nostalgic
0.985506,0.45277,0.208716,0.20309,0.041048,0.101808,0.127065,0.357075,0.560487,69.47865,4.681034,1.359319,0.685095,0.67968,0.888233,0.061343,55.60623,5.506322,666.2929,1.791852,0.03269,0.105617,0.186557,0.00026,0.005362,4466.587,1.077409,0,0.96538,0.122796,0,0.033444,0.001889,592.6157,310150.9,nostalgic
0.749055,0.447751,0.20691,0.191338,0.014536,0.089995,0.104342,0.197913,0.563267,49.03801,2.681669,1.022294,0.748249,0.390259,0.862741,0.114219,108.6682,7.380207,91.83184,0.340135,0.015057,0.095794,0.03779,0.000462,0.007991,4197.079,1.214381,0,0.931425,0.085448,0,0.063915,0.001706,380.1684,8784.018,nostalgic
1.960924,0.436941,0.201533,0.204203,0.023871,0.155514,0.131833,0.283964,0.585989,42.83,2.84406,1.013773,1.120416,0.360397,0.826123,0.036857,63.3676,7.77071,718.9181,2.082315,0.065293,0.219306,0.18293,0.003298,0.002955,2602.219,7.069405,0,0.787617,0.084775,0,0.167388,0.002332,222.0954,51766.49,nostalgic
1.084066,0.415295,0.196591,0.165693,0.026917,0.109291,0.072541,0.213344,0.557899,93.01379,5.461979,1.387521,0.620052,1.330494,0.901504,0.101884,95.28297,6.184166,227.1005,0.661002,0.00828,0.038656,0.266596,0.000104,0.004809,5023.495,0.283066,0,0.997337,0.14939,0,0.002658,0.001227,595.5704,66694.61,nostalgic
0.985506,0.45277,0.208716,0.20309,0.041048,0.101808,0.127065,0.357075,0.560487,69.47865,4.681034,1.359319,0.685095,0.67968,0.888233,0.061343,55.60623,5.506322,666.2929,1.791852,0.03269,0.105617,0.186557,0.00026,0.005362,4466.587,1.077409,0,0.96538,0.122796,0,0.033444,0.001889,592.6157,310150.9,nostalgic
1.559303,0.421511,0.214626,0.195859,0.02206,0.112889,0.138257,0.225196,0.563907,56.66609,3.392897,1.13612,0.727862,0.439465,0.869685,0.107457,111.6625,6.587766,449.772,1.647506,0.046403,0.067158,0.068813,0.000294,0.007729,5242.642,1.520164,0,0.883489,0.121727,0,0.103005,0.003697,421.5517,38977.53,nostalgic
2.121895,0.475406,0.226506,0.21118,0.030392,0.115571,0.154303,0.181128,0.547559,71.71403,4.674399,1.33858,0.699683,0.796123,0.891774,0.08124,50.38295,5.78823,313.6639,1.462737,0.04305,0.050937,0.1824,0.000175,0.009047,3409.382,1.099041,0,0.754993,0.070042,0,0.185102,0.002803,579.2074,356139.4,nostalgic
1.840142,0.423723,0.194247,0.209552,0.024869,0.078782,0.064534,0.199217,0.508827,88.04457,5.769192,1.46808,0.494835,1.148978,0.902183,0.135872,142.103,5.405881,101.74,0.46857,0.006681,0.008734,0.271103,0.000052,0.006613,13140.33,0.094861,0,0.859521,0.126177,0,0.120825,0.004319,690.8921,98258.55,nostalgic
2.18654,0.465073,0.227597,0.21787,0.025956,0.123752,0.138604,0.399274,0.571574,75.80719,5.229788,1.448552,0.61729,0.630986,0.882312,0.038663,22.29676,5.146438,431.6656,1.285472,0.028826,0.067731,0.062206,0.000318,0.003301,650.0802,0.718879,0,0.743009,0.084852,0,0.191074,0.004475,695.717,256357.2,nostalgic
0.445694,0.422017,0.247834,0.194312,0.027576,0.101374,0.123812,0.175563,0.562178,64.50285,3.533762,1.172517,0.819607,0.70638,0.851733,0.061868,33.39887,6.577462,258.6253,1.171969,0.034232,0.021824,0.142566,0.000567,0.006325,1889.235,2.006024,0,0.659787,0.087118,0,0.224618,0.005782,596.3165,63769.56,nostalgic
1.062759,0.484757,0.210835,0.187619,0.043376,0.096154,0.136599,0.281843,0.566103,76.62907,5.431744,1.477954,0.651728,0.874138,0.890737,0.054505,42.85577,5.170051,469.7901,1.696883,0.036246,0.083945,0.352807,0.000296,0.005553,2620.998,1.073554,0,0.950067,0.144369,0,0.047472,0.002517,719.3692,516754.1,nostalgic
0.451917,0.482512,0.219451,0.196731,0.033239,0.090042,0.086305,0.328155,0.581564,81.68624,5.324282,1.435858,0.587492,0.791261,0.887858,0.064348,44.07419,5.556069,198.3036,0.947098,0.025376,0.039637,0.097167,0.000327,0.008325,1944.099,0.688624,0,0.958722,0.110849,0,0.039601,0.002569,784.628,410569.1,nostalgic
1.403387,0.377288,0.199831,0.191229,0.025137,0.082028,0.07413,0.248565,0.566802,60.35212,4.03589,1.271521,0.745954,0.601359,0.896628,0.136215,133.5562,5.863801,167.5322,0.541555,0.013058,0.035777,0.116202,0.000362,0.007697,7184.64,0.570898,0,0.896139,0.088045,0,0.093136,0.003678,282.964,53632.75,nostalgic
0.733494,0.485307,0.213196,0.196348,0.030329,0.086963,0.10537,0.125226,0.590447,91.74857,6.071576,1.515382,0.533423,1.001678,0.90242,0.096107,73.38306,5.440968,205.2193,1.097318,0.024306,0.014305,0.106578,0.000076,0.006329,3158.217,0.446693,0,0.994674,0.138088,0,0.005301,0.001902,908.7643,354540,nostalgic
0.543121,0.391832,0.200527,0.178597,0.031975,0.093271,0.080222,0.401343,0.579877,87.14415,5.080259,1.353816,0.557737,1.011688,0.895018,0.166524,165.6739,6.259304,123.8967,0.665889,0.012966,0.035671,0.119817,0.00023,0.015831,12129.55,0.412278,0,0.991345,0.098109,0,0.008586,0.001442,581.8546,105419.3,nostalgic
1.065225,0.538158,0.208642,0.167283,0.021053,0.108931,0.2495,0.23299,0.589069,74.42797,4.295074,1.27339,0.693979,0.778046,0.879866,0.099582,99.51117,6.314801,199.6362,0.529664,0.01432,0.024843,0.195407,0.000375,0.005282,6023.701,1.279404,0,0.675766,0.088648,0,0.219252,0.005617,517.3712,35014.86,nostalgic
1.995797,0.414898,0.198515,0.190238,0.038168,0.093377,0.118326,0.37422,0.570081,84.37782,5.409153,1.459224,0.431629,0.812565,0.875308,0.128964,111.1578,5.202272,52.99246,0.27847,0.00855,0.022535,0.059373,0.00028,0.011466,7285.965,0.223146,0,0.910786,0.105484,0,0.081309,0.003204,1052.398,135320.6,nostalgic
1.109742,0.416251,0.218291,0.199657,0.023516,0.0919,0.065467,0.149476,0.574524,116.3702,6.672797,1.50034,0.478437,1.489071,0.901497,0.121294,83.50032,5.988115,147.1275,0.31458,0.002814,0.00573,0.181124,0.000047,0.007825,3422.804,0.208938,0,0.953396,0.144893,0,0.044462,0.003606,947.5467,34862.7,nostalgic
1.56914,0.460018,0.212521,0.207189,0.044168,0.077596,0.07185,0.154202,0.596446,96.48548,6.619163,1.582869,0.535612,1.35846,0.897471,0.100823,37.57574,5.102494,192.4876,0.937044,0.014422,0.01289,0.245797,0.000123,0.009392,1379.615,0.22964,0,0.936085,0.120144,0,0.05987,0.003762,987.595,289253.2,nostalgic
1.395363,0.524557,0.233292,0.229625,0.043223,0.082235,0.109397,0.106333,0.579187,69.81968,5.290024,1.507845,0.661017,0.691398,0.894569,0.041204,19.65183,4.816552,397.3203,1.445409,0.038656,0.065249,0.266043,0.000189,0.004243,503.2008,0.970175,0,0.683089,0.0818,0,0.216623,0.004806,697.6475,427671.1,nostalgic
1.996859,0.442995,0.231878,0.213841,0.03355,0.07915,0.1123,0.12899,0.557083,67.14286,4.79678,1.399224,0.612961,0.71682,0.897542,0.114771,73.58806,5.460298,165.7585,0.959027,0.03086,0.055443,0.189974,0.000171,0.013023,4708.248,0.848912,0,0.886818,0.093966,0,0.100439,0.003766,415.0912,206255.9,nostalgic
1.880957,0.386954,0.206931,0.168074,0.018981,0.079365,0.081606,0.141659,0.569022,69.53149,4.123166,1.251902,0.561523,0.594599,0.87392,0.111071,133.8619,6.013605,278.2711,1.318653,0.027387,0.023115,0.077526,0.000433,0.00579,9921.446,1.029148,0,0.958722,0.120915,0,0.039601,0.002578,595.3739,92562.35,nostalgic
1.273834,0.401368,0.229986,0.203592,0.037565,0.130774,0.094278,0.166557,0.566361,110.7743,6.248711,1.426964,0.658074,1.745068,0.899171,0.176515,114.0976,6.691241,972.9215,2.465754,0.031882,0.039151,0.791711,0.000271,0.037019,17448.28,1.461447,0,0.966711,0.091408,0,0.032202,0.001616,516.9627,100929.8,nostalgic
2.290668,0.603746,0.227412,0.202327,0.03041,0.082059,0.139871,0.374846,0.596598,57.72552,3.651161,1.222778,0.59939,0.406513,0.850155,0.055661,32.66718,5.518086,600.7589,2.522299,0.058879,0.051306,0.056286,0.000946,0.003949,935.1597,1.416386,0,0.908788,0.131485,0,0.082947,0.003812,654.5227,109622.5,nostalgic
2.307366,0.379523,0.22602,0.202976,0.023243,0.131785,0.064735,0.194835,0.56821,63.66669,3.41007,1.122502,0.755126,0.697472,0.883922,0.108545,64.05669,6.751855,99.77484,0.53993,0.014905,0.052293,0.024016,0.000152,0.006649,1642.39,0.600871,0,0.733023,0.122438,0,0.195831,0.006552,392.1629,16479.96,nostalgic
0.67548,0.416783,0.220644,0.210845,0.037295,0.087287,0.086346,0.168305,0.613025,69.15797,4.600141,1.350623,0.701708,0.924934,0.900841,0.08379,38.00046,5.531275,144.4584,0.55513,0.011521,0.030196,0.232912,0.000115,0.006453,1196.242,0.38231,0,0.98735,0.131093,0,0.012498,0.002411,451.9554,64721.67,nostalgic
1.413721,0.763076,0.233218,0.158332,0.041959,0.071515,0.199285,0.247872,0.6008,99.80782,7.333121,1.680286,0.464582,0.637476,0.868217,0.053845,20.1991,4.707052,2794.654,12.14123,0.149717,0.088986,0.182481,0.00038,0.010972,525.5179,1.70873,0,0.799601,0.104677,0,0.160346,0.004651,1299.193,1155196,nostalgic
1.198735,0.448458,0.231819,0.197786,0.027433,0.073245,0.114263,0.132636,0.657827,58.0173,4.477789,1.350838,0.885387,0.688493,0.884361,0.056949,30.74085,5.601021,678.7818,3.468568,0.085999,0.210224,0.490122,0.000428,0.003986,1383.74,2.054652,0,0.838216,0.087714,0,0.135701,0.003405,426.0048,253046.3,nostalgic
2.10864,0.394382,0.214961,0.168945,0.024207,0.080326,0.134445,0.184513,0.561024,68.13174,4.418307,1.300731,0.699422,0.715286,0.893781,0.17521,165.4781,5.748399,299.3801,1.324291,0.027309,0.060363,0.263977,0.000154,0.010622,10847.97,0.933525,0,0.908123,0.096477,0,0.083492,0.002352,438.3566,170658.9,nostalgic
1.623535,0.429623,0.220152,0.185823,0.02377,0.087047,0.119682,0.165592,0.591093,62.3657,3.713824,1.212446,0.576309,0.450285,0.879362,0.08388,54.80692,5.933968,417.8943,0.705146,0.013059,0.031824,0.076182,0.000169,0.006327,2580.692,0.942905,0,0.882157,0.088023,0,0.104025,0.003056,502.4613,47922.63,nostalgic
0.465923,0.524232,0.217079,0.190103,0.031723,0.136854,0.137327,0.476129,0.550169,67.47741,3.807313,1.182917,0.615018,0.819466,0.863039,0.097243,88.6722,6.865216,548.5445,2.058533,0.043469,0.114901,0.408428,0.000991,0.010381,9100.138,1.973454,0,0.874168,0.12058,0,0.110072,0.003898,536.712,123919.5,nostalgic
0.673826,0.457128,0.22843,0.224666,0.032986,0.095399,0.111861,0.151825,0.573749,66.95606,3.828849,1.181996,0.812911,0.971251,0.883205,0.04358,39.45431,7.117938,111.3241,0.846328,0.029896,0.176401,0.078143,0.000326,0.003836,1867.337,1.175681,0,0.994008,0.110765,0,0.00596,0.002219,376.5351,43826,nostalgic
1.638972,0.429525,0.200629,0.185881,0.021579,0.085229,0.088463,0.148202,0.573623,72.11052,4.338181,1.264693,0.720332,0.944046,0.894569,0.120435,102.0024,6.294202,92.00735,0.825129,0.020826,0.036592,0.148674,0.000127,0.007949,6325.255,0.61637,0,0.890147,0.090538,0,0.097851,0.003927,408.6252,67916.44,nostalgic
1.058241,0.439942,0.207465,0.180879,0.027278,0.07765,0.092725,0.162003,0.552037,86.67156,5.76396,1.486102,0.588944,1.013489,0.897601,0.155222,105.4238,5.323157,161.5368,0.727184,0.01436,0.012311,0.13718,0.000193,0.016976,9297.952,0.312456,0,0.814913,0.091185,0,0.15093,0.004579,785.7396,150728.2,nostalgic
1.335888,0.457559,0.20675,0.201116,0.030695,0.11828,0.172429,0.468205,0.538555,67.41682,4.340852,1.30097,0.609438,0.524349,0.886239,0.100729,147.1297,5.795792,526.2638,1.705292,0.037762,0.086049,0.115719,0.000264,0.008402,14038.61,1.00251,0,0.852863,0.079907,0,0.125571,0.00211,513.8632,206005.7,nostalgic
1.200864,0.427694,0.217782,0.181372,0.023684,0.067818,0.148994,0.406808,0.609939,71.44518,3.734656,1.202197,0.624785,0.573259,0.852242,0.097255,129.3848,6.368506,148.6815,0.546644,0.013934,0.019978,0.023299,0.000465,0.004593,5926.387,0.497138,0,0.471372,0.075248,0,0.249346,0.006934,668.4627,27129.58,nostalgic
1.955037,0.487371,0.22719,0.2077,0.027647,0.113681,0.132136,0.163535,0.556252,64.65911,4.128028,1.252172,0.822482,0.593001,0.871782,0.045639,41.75829,6.226012,652.6372,1.480083,0.034496,0.210533,0.1748,0.000545,0.002689,1626.481,1.746437,0,0.79028,0.116048,0,0.165848,0.004087,375.2633,67559.54,nostalgic
1.191136,0.452191,0.214296,0.204423,0.029941,0.09769,0.094043,0.294713,0.611283,89.40012,5.820655,1.493996,0.572374,0.918073,0.894936,0.121498,88.78147,5.273918,176.1102,0.556663,0.011416,0.027475,0.05321,0.000139,0.010659,6122.067,0.29486,0,0.924767,0.147195,0,0.069619,0.003307,939.8599,173598.8,nostalgic
2.631501,0.548277,0.20422,0.189269,0.02166,0.090749,0.124145,0.23601,0.578669,57.97261,3.185564,1.102469,0.610025,0.425021,0.870487,0.078518,86.15623,6.678225,195.6898,0.582637,0.018093,0.043366,0.052783,0.000389,0.004836,3879.19,0.997668,0,0.923435,0.11208,0,0.07075,0.002704,416.6789,17838.07,nostalgic
2.082289,0.406054,0.204494,0.172745,0.024417,0.090185,0.090863,0.136011,0.593822,74.90974,4.734721,1.33416,0.642506,0.680244,0.882128,0.079369,114.4899,6.030937,325.7042,2.197415,0.054732,0.07792,0.118064,0.000255,0.003913,4492.424,1.281509,0,0.72237,0.091905,0,0.200685,0.003789,572.5471,569662.2,nostalgic
