@relation 'wav/all/marsyas.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-Rlast_arff_file/psysound.arff'

@attribute Mean_Acc1000_Std_Mem40_SFM_3 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_6 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_1 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_1 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_3 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_9 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_1 numeric
@attribute mean_Loudness numeric
@attribute std_Loudness numeric
@attribute mean_SharpnessA numeric
@attribute std_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_SharpnessZ numeric
@attribute mean_Spectral_Dissonance(HK) numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute mean_Spectral_Dissonance(S) numeric
@attribute std_Spectral_Dissonance(S) numeric
@attribute mean_Timbral_Width numeric
@attribute std_Timbral_Width numeric
@attribute mean_Tonal_Dissonance(HK) numeric
@attribute std_Tonal_Dissonance(HK) numeric
@attribute mean_Tonal_Dissonance(S) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric
@attribute output {nostalgic,notnostalgic}

@data
0.240371,0.198809,0.021627,0.117466,0.106102,0.081078,0.018164,55.62333,3.732676,1.214228,0.989413,0.612285,0.885152,0.052638,38.40102,6.133019,205.3915,0.95336,0.028319,0.158209,0.169377,0.000314,0.004038,1076.129,1.319637,0,0.912783,0.091926,0,0.079663,0.002688,287.0964,48492.35,nostalgic
0.206337,0.215625,0.031796,0.113816,0.106726,0.104499,0.029807,116.4624,6.936955,1.535334,0.556948,1.667543,0.900973,0.114007,71.74384,5.932338,675.8551,1.875698,0.02067,0.02352,0.864019,0.000129,0.011922,5125.443,1.062026,0,0.908788,0.127124,0,0.082947,0.003634,965.2411,250799.5,nostalgic
0.204494,0.172745,0.024417,0.110624,0.206244,0.090185,0.026704,74.90974,4.734721,1.33416,0.642506,0.680244,0.882128,0.079369,114.4899,6.030937,325.7042,2.197415,0.054732,0.07792,0.118064,0.000255,0.003913,4492.424,1.281509,0,0.72237,0.091905,0,0.200685,0.003789,572.5471,569662.2,nostalgic
0.202565,0.16543,0.027134,0.138363,0.090879,0.07883,0.02812,68.88015,4.504638,1.317757,0.631163,0.567696,0.890461,0.099855,109.3663,5.742933,549.6384,1.936896,0.034539,0.105811,0.111928,0.00018,0.004995,5641.628,0.815256,0,0.972037,0.120207,0,0.027199,0.001811,455.0173,86443.53,nostalgic
0.220644,0.210845,0.037295,0.107813,0.098142,0.087287,0.022317,69.15797,4.600141,1.350623,0.701708,0.924934,0.900841,0.08379,38.00046,5.531275,144.4584,0.55513,0.011521,0.030196,0.232912,0.000115,0.006453,1196.242,0.38231,0,0.98735,0.131093,0,0.012498,0.002411,451.9554,64721.67,nostalgic
0.20165,0.204133,0.028486,0.111977,0.108803,0.101094,0.024268,69.17642,5.258048,1.478222,0.7865,0.872331,0.900347,0.055825,46.6363,5.240324,242.7795,1.200696,0.029402,0.075145,0.246131,0.000156,0.005019,2534.818,0.795921,0,0.948735,0.108959,0,0.048669,0.003163,436.851,129333.4,nostalgic
0.198515,0.190238,0.038168,0.135967,0.180462,0.093377,0.043076,84.37782,5.409153,1.459224,0.431629,0.812565,0.875308,0.128964,111.1578,5.202272,52.99246,0.27847,0.00855,0.022535,0.059373,0.00028,0.011466,7285.965,0.223146,0,0.910786,0.105484,0,0.081309,0.003204,1052.398,135320.6,nostalgic
0.233292,0.229625,0.043223,0.15314,0.09606,0.082235,0.023737,69.81968,5.290024,1.507845,0.661017,0.691398,0.894569,0.041204,19.65183,4.816552,397.3203,1.445409,0.038656,0.065249,0.266043,0.000189,0.004243,503.2008,0.970175,0,0.683089,0.0818,0,0.216623,0.004806,697.6475,427671.1,nostalgic
0.226506,0.21118,0.030392,0.109876,0.123103,0.115571,0.025352,71.71403,4.674399,1.33858,0.699683,0.796123,0.891774,0.08124,50.38295,5.78823,313.6639,1.462737,0.04305,0.050937,0.1824,0.000175,0.009047,3409.382,1.099041,0,0.754993,0.070042,0,0.185102,0.002803,579.2074,356139.4,nostalgic
0.210057,0.192942,0.030721,0.109148,0.106346,0.098114,0.026083,53.5742,3.861532,1.30831,0.485255,0.336482,0.878018,0.134412,173.7205,4.765493,292.2392,1.098791,0.02541,0.026089,0.074092,0.000283,0.008031,15123.79,1.401191,0,0.941412,0.120114,0,0.055193,0.002395,641.0833,309914.2,nostalgic
0.221995,0.19106,0.027108,0.10366,0.116831,0.069761,0.029547,70.40489,4.701179,1.357758,0.730679,0.918851,0.904479,0.180208,119.9355,5.564803,173.3101,0.592143,0.010752,0.050224,0.124954,0.000109,0.012355,7775.818,0.277853,0,0.89747,0.106706,0,0.092079,0.003869,418.1545,29130.58,nostalgic
0.190961,0.180786,0.021744,0.161079,0.11932,0.090538,0.022171,77.14972,4.83655,1.353481,0.535596,0.583553,0.889605,0.080361,110.5758,5.862444,405.6582,1.310656,0.024801,0.036399,0.070313,0.000241,0.003893,9283.686,0.76884,0,0.952064,0.113133,0,0.045669,0.002218,547.6121,97516,nostalgic
0.218165,0.196317,0.023302,0.123097,0.131183,0.077024,0.019419,75.09517,5.150018,1.416672,0.70157,0.935665,0.899012,0.097958,76.03316,5.573889,221.5783,0.972183,0.024028,0.05037,0.181696,0.000121,0.007055,3738.017,0.668829,0,0.985353,0.122304,0,0.014442,0.002071,451.5059,174525.6,nostalgic
0.199831,0.191229,0.025137,0.141073,0.112216,0.082028,0.022865,60.35212,4.03589,1.271521,0.745954,0.601359,0.896628,0.136215,133.5562,5.863801,167.5322,0.541555,0.013058,0.035777,0.116202,0.000362,0.007697,7184.64,0.570898,0,0.896139,0.088045,0,0.093136,0.003678,282.964,53632.75,nostalgic
0.22719,0.2077,0.027647,0.168183,0.115442,0.113681,0.030304,64.65911,4.128028,1.252172,0.822482,0.593001,0.871782,0.045639,41.75829,6.226012,652.6372,1.480083,0.034496,0.210533,0.1748,0.000545,0.002689,1626.481,1.746437,0,0.79028,0.116048,0,0.165848,0.004087,375.2633,67559.54,nostalgic
0.236207,0.20017,0.032092,0.155769,0.132647,0.120525,0.023944,45.26798,2.936316,1.076913,1.142572,0.592652,0.867781,0.056668,40.27171,7.25011,153.9535,0.887019,0.057282,0.66284,0.432063,0.000712,0.003716,1434.52,6.852372,0,0.949401,0.116873,0,0.048071,0.002799,265.8175,26744.12,nostalgic
0.232644,0.20065,0.029692,0.126915,0.119686,0.104164,0.029262,104.632,5.549336,1.350592,0.57045,1.085896,0.889334,0.092116,85.31716,6.859,606.6926,2.10062,0.029681,0.030078,0.133694,0.000192,0.005961,5101.987,0.841501,0,0.870839,0.083967,0,0.112554,0.002363,623.2714,111510.6,nostalgic
0.229819,0.205062,0.033237,0.115427,0.108536,0.110965,0.038006,68.46625,4.778518,1.373638,0.68466,0.829686,0.8875,0.04219,26.88909,5.523455,171.0493,0.718551,0.021408,0.074199,0.167712,0.000227,0.004295,954.8573,0.563309,0,0.993342,0.11336,0,0.006618,0.00222,434.9186,226915.3,nostalgic
0.200527,0.178597,0.031975,0.111234,0.115668,0.093271,0.032367,87.14415,5.080259,1.353816,0.557737,1.011688,0.895018,0.166524,165.6739,6.259304,123.8967,0.665889,0.012966,0.035671,0.119817,0.00023,0.015831,12129.55,0.412278,0,0.991345,0.098109,0,0.008586,0.001442,581.8546,105419.3,nostalgic
0.216883,0.18428,0.021438,0.10306,0.094094,0.076023,0.02077,81.81129,4.509412,1.251946,0.741285,1.295713,0.902278,0.258032,160.2699,6.544757,57.20574,0.373408,0.007772,0.007371,0.069607,0.000044,0.022104,10868.91,0.234323,0,0.997337,0.118217,0,0.002658,0.002889,508.2205,22014.49,nostalgic
0.218784,0.169222,0.02276,0.149036,0.109809,0.093243,0.01805,68.44319,4.479032,1.309018,0.770363,0.694133,0.885374,0.160068,219.6816,6.03951,291.5584,2.181476,0.055885,0.077944,0.108532,0.000248,0.019278,36959.53,1.104276,0,0.960053,0.157358,0,0.038377,0.001652,417.6497,90481.77,nostalgic
0.194247,0.209552,0.024869,0.101295,0.095267,0.078782,0.021592,88.04457,5.769192,1.46808,0.494835,1.148978,0.902183,0.135872,142.103,5.405881,101.74,0.46857,0.006681,0.008734,0.271103,0.000052,0.006613,13140.33,0.094861,0,0.859521,0.126177,0,0.120825,0.004319,690.8921,98258.55,nostalgic
0.203365,0.17919,0.015293,0.190079,0.13565,0.104978,0.017946,63.73921,3.792412,1.168486,1.114697,0.973916,0.879848,0.097102,137.1753,7.19961,505.6792,1.054294,0.024822,0.341784,0.526006,0.000286,0.004512,9796.917,3.133801,0,0.930093,0.117119,0,0.065063,0.002877,247.3624,35755.62,nostalgic
0.212194,0.197512,0.036755,0.095795,0.144911,0.09905,0.02443,74.64115,4.932888,1.373568,0.728542,0.991516,0.90436,0.134023,118.7306,5.685367,214.5585,0.905317,0.016922,0.043125,0.17954,0.000141,0.01171,14086.62,0.290348,0,0.679095,0.085649,0,0.21807,0.005234,430.1807,73255.68,nostalgic
0.195542,0.187699,0.025037,0.106636,0.092841,0.114069,0.028415,69.78184,4.847752,1.392944,0.640751,0.755359,0.894791,0.102366,96.74492,5.405456,176.5144,1.083388,0.026498,0.050682,0.23897,0.000219,0.009673,8968.828,0.620663,0,0.736352,0.074846,0,0.194267,0.004571,496.9108,114694.6,nostalgic
0.20288,0.200503,0.044739,0.108962,0.092664,0.077442,0.019904,70.66485,4.760313,1.373233,0.741101,0.981179,0.899847,0.151869,78.79455,5.495912,232.3857,1.021457,0.019742,0.034487,0.420136,0.0002,0.019893,7058.179,0.505668,0,0.926764,0.155464,0,0.067917,0.002899,421.7762,106403.7,nostalgic
0.195622,0.171094,0.031326,0.140533,0.141122,0.069538,0.024343,84.11469,5.271481,1.400556,0.65404,0.95768,0.901032,0.169628,171.6755,5.723986,234.3471,1.255116,0.023842,0.02184,0.170469,0.000123,0.01492,23710.58,0.393381,0,0.934754,0.128933,0,0.06103,0.002488,711.3916,361234.4,nostalgic
0.202845,0.202013,0.023212,0.111945,0.114887,0.099022,0.021608,58.81978,3.408632,1.114762,1.317779,0.77905,0.865985,0.113508,126.4403,7.318767,315.3122,1.381069,0.038556,0.365448,0.165017,0.000471,0.005195,7702.541,1.972928,0,0.734354,0.100932,0,0.195208,0.005109,328.1033,58521.31,nostalgic
0.210932,0.197811,0.023746,0.101605,0.100213,0.075757,0.023049,96.04983,6.070026,1.486951,0.616049,1.282288,0.906667,0.134988,83.24131,5.640201,88.48954,0.192685,0.005313,0.007038,0.095481,0.000037,0.008951,4917.584,0.278534,0,0.725033,0.092739,0,0.199493,0.005267,771.5876,83262.19,nostalgic
0.243465,0.195249,0.040832,0.135196,0.120151,0.078353,0.032232,85.71924,5.862896,1.55025,0.535571,0.680103,0.884098,0.122012,65.86881,4.831123,234.6335,1.436558,0.032181,0.017598,0.038493,0.000162,0.013078,4095.262,0.625138,0,0.704394,0.123225,0,0.208362,0.006815,1048.571,577681.5,nostalgic
0.189337,0.175406,0.016009,0.137613,0.116789,0.161422,0.017983,64.33631,3.062406,1.000938,0.816066,0.800875,0.852076,0.133966,106.1312,9.244445,333.161,1.222322,0.027946,0.097519,0.55411,0.000844,0.007076,3163.289,3.745327,0,0.873502,0.082864,0,0.11057,0.002587,288.8137,9479.018,nostalgic
0.201533,0.204203,0.023871,0.156599,0.120697,0.155514,0.030306,42.83,2.84406,1.013773,1.120416,0.360397,0.826123,0.036857,63.3676,7.77071,718.9181,2.082315,0.065293,0.219306,0.18293,0.003298,0.002955,2602.219,7.069405,0,0.787617,0.084775,0,0.167388,0.002332,222.0954,51766.49,nostalgic
0.197115,0.199337,0.026228,0.128129,0.134847,0.083034,0.025245,69.1866,4.429964,1.295875,0.780563,0.799877,0.894317,0.118894,90.08653,6.136477,153.0349,0.704199,0.019302,0.06009,0.07687,0.000187,0.008366,3758.844,0.638865,0,0.962051,0.128136,0,0.036534,0.001959,366.5995,34666.82,nostalgic
0.221279,0.203538,0.035225,0.108899,0.118056,0.082521,0.035896,81.35018,4.509779,1.28149,0.606244,0.862255,0.884067,0.120237,87.56451,6.473534,159.7943,0.766119,0.018766,0.024718,0.110613,0.00024,0.01536,9913.45,0.760348,0,0.828229,0.082131,0,0.142361,0.003188,672.643,81339.36,nostalgic
0.230064,0.202614,0.03857,0.140778,0.131558,0.080881,0.0264,83.594,5.69771,1.481663,0.596092,0.917008,0.898968,0.08412,58.99791,5.316268,220.1193,1.123347,0.021114,0.030878,0.104905,0.000161,0.006171,2349.699,0.3954,0,0.92743,0.095611,0,0.067348,0.002601,735.6787,194500.9,nostalgic
0.220152,0.185823,0.02377,0.122638,0.106301,0.087047,0.025459,62.3657,3.713824,1.212446,0.576309,0.450285,0.879362,0.08388,54.80692,5.933968,417.8943,0.705146,0.013059,0.031824,0.076182,0.000169,0.006327,2580.692,0.942905,0,0.882157,0.088023,0,0.104025,0.003056,502.4613,47922.63,nostalgic
0.189378,0.17809,0.012611,0.130527,0.19152,0.119701,0.020189,40.01483,2.428394,0.997493,1.083374,0.323764,0.867148,0.139278,177.0234,7.186577,134.2181,0.049862,0.013797,0.057319,0.078627,0.000512,0.015321,6646.073,5.043708,0,0.958722,0.11211,0,0.039601,0.00119,224.5843,2989.479,nostalgic
0.197848,0.20126,0.036423,0.097676,0.094665,0.101682,0.033828,93.05017,5.805576,1.46256,0.641656,1.200593,0.895015,0.143551,58.22395,5.517979,214.9741,0.979658,0.017444,0.020703,0.156965,0.000214,0.018372,4507.402,0.372465,0,0.973369,0.1314,0,0.025939,0.002632,980.3333,161204.8,nostalgic
0.190961,0.180786,0.021744,0.161079,0.11932,0.090538,0.022171,77.14972,4.83655,1.353481,0.535596,0.583553,0.889605,0.080361,110.5758,5.862444,405.6582,1.310656,0.024801,0.036399,0.070313,0.000241,0.003893,9283.686,0.76884,0,0.952064,0.113133,0,0.045669,0.002218,547.6121,97516,nostalgic
0.205979,0.184819,0.027593,0.124409,0.139679,0.087523,0.031531,103.3226,5.509696,1.323322,0.619818,1.578393,0.894382,0.126523,148.4693,7.137929,1760.514,3.943728,0.032382,0.040004,1.702134,0.00028,0.009613,11534.7,1.493297,0,0.960719,0.094514,0,0.037763,0.001942,380.7184,41693.54,nostalgic
0.222706,0.20809,0.035614,0.114581,0.116334,0.094438,0.031104,80.05809,5.157029,1.410877,0.509685,0.705958,0.887055,0.087097,65.54514,5.544396,245.3122,1.080624,0.023498,0.01977,0.083318,0.000376,0.007713,2606.794,0.532602,0,0.966711,0.104339,0,0.032202,0.001881,727.1942,247927.3,nostalgic
0.233218,0.158332,0.041959,0.1626,0.163902,0.071515,0.046586,99.80782,7.333121,1.680286,0.464582,0.637476,0.868217,0.053845,20.1991,4.707052,2794.654,12.14123,0.149717,0.088986,0.182481,0.00038,0.010972,525.5179,1.70873,0,0.799601,0.104677,0,0.160346,0.004651,1299.193,1155196,nostalgic
0.204323,0.135851,0.023689,0.167177,0.123958,0.124505,0.043213,56.70247,2.724938,0.982214,0.728427,0.434024,0.851869,0.040456,59.24251,8.028365,693.5154,0.917911,0.022222,0.238653,0.076077,0.000449,0.001716,2385.576,1.042009,0,0.892144,0.108636,0,0.096287,0.002958,433.8612,48483.68,nostalgic
0.231878,0.213841,0.03355,0.100464,0.117095,0.07915,0.021825,67.14286,4.79678,1.399224,0.612961,0.71682,0.897542,0.114771,73.58806,5.460298,165.7585,0.959027,0.03086,0.055443,0.189974,0.000171,0.013023,4708.248,0.848912,0,0.886818,0.093966,0,0.100439,0.003766,415.0912,206255.9,nostalgic
0.22602,0.202976,0.023243,0.109916,0.107414,0.131785,0.021806,63.66669,3.41007,1.122502,0.755126,0.697472,0.883922,0.108545,64.05669,6.751855,99.77484,0.53993,0.014905,0.052293,0.024016,0.000152,0.006649,1642.39,0.600871,0,0.733023,0.122438,0,0.195831,0.006552,392.1629,16479.96,nostalgic
0.247834,0.194312,0.027576,0.107201,0.127309,0.101374,0.026758,64.50285,3.533762,1.172517,0.819607,0.70638,0.851733,0.061868,33.39887,6.577462,258.6253,1.171969,0.034232,0.021824,0.142566,0.000567,0.006325,1889.235,2.006024,0,0.659787,0.087118,0,0.224618,0.005782,596.3165,63769.56,nostalgic
0.216549,0.21402,0.037961,0.111401,0.097712,0.081535,0.019913,66.67944,4.780786,1.396064,0.882181,0.922137,0.900823,0.042531,22.79235,5.612894,225.4152,0.861574,0.015874,0.12471,0.294188,0.000152,0.004613,738.9839,0.437254,0,0.918775,0.100352,0,0.074677,0.003223,347.3658,59302.33,nostalgic
0.203564,0.175261,0.026992,0.106758,0.132209,0.085577,0.030825,102.4072,6.468941,1.523781,0.513789,1.228699,0.901877,0.119589,79.89612,5.651344,98.09365,0.43809,0.008051,0.005863,0.116973,0.00005,0.009576,3435.004,0.21928,0,0.958056,0.10768,0,0.040212,0.00253,836.5396,103277,nostalgic
0.217079,0.190103,0.031723,0.181381,0.10695,0.136854,0.039782,67.47741,3.807313,1.182917,0.615018,0.819466,0.863039,0.097243,88.6722,6.865216,548.5445,2.058533,0.043469,0.114901,0.408428,0.000991,0.010381,9100.138,1.973454,0,0.874168,0.12058,0,0.110072,0.003898,536.712,123919.5,nostalgic
0.206931,0.168074,0.018981,0.113262,0.116472,0.079365,0.019746,69.53149,4.123166,1.251902,0.561523,0.594599,0.87392,0.111071,133.8619,6.013605,278.2711,1.318653,0.027387,0.023115,0.077526,0.000433,0.00579,9921.446,1.029148,0,0.958722,0.120915,0,0.039601,0.002578,595.3739,92562.35,nostalgic
0.208642,0.167283,0.021053,0.144054,0.115648,0.108931,0.022651,74.42797,4.295074,1.27339,0.693979,0.778046,0.879866,0.099582,99.51117,6.314801,199.6362,0.529664,0.01432,0.024843,0.195407,0.000375,0.005282,6023.701,1.279404,0,0.675766,0.088648,0,0.219252,0.005617,517.3712,35014.86,nostalgic
0.220602,0.175371,0.023113,0.142342,0.153331,0.108821,0.025729,63.76817,3.86948,1.165587,0.891016,0.687147,0.866699,0.078746,118.0244,7.024818,1102.458,3.564361,0.072142,0.2781,0.346793,0.000497,0.004156,8986.022,2.341587,0,0.962051,0.122167,0,0.036534,0.001773,341.6734,126689.7,nostalgic
0.231819,0.197786,0.027433,0.118114,0.108892,0.073245,0.016747,58.0173,4.477789,1.350838,0.885387,0.688493,0.884361,0.056949,30.74085,5.601021,678.7818,3.468568,0.085999,0.210224,0.490122,0.000428,0.003986,1383.74,2.054652,0,0.838216,0.087714,0,0.135701,0.003405,426.0048,253046.3,nostalgic
0.212521,0.207189,0.044168,0.100298,0.099372,0.077596,0.027346,96.48548,6.619163,1.582869,0.535612,1.35846,0.897471,0.100823,37.57574,5.102494,192.4876,0.937044,0.014422,0.01289,0.245797,0.000123,0.009392,1379.615,0.22964,0,0.936085,0.120144,0,0.05987,0.003762,987.595,289253.2,nostalgic
0.233178,0.197118,0.029624,0.107008,0.131313,0.090751,0.023194,73.54925,5.244412,1.433432,0.747278,1.012044,0.894927,0.080685,51.01553,5.488026,315.7673,1.639783,0.040615,0.195753,0.464298,0.000215,0.01208,7851.133,1.196249,0,0.948069,0.096073,0,0.049267,0.002843,384.6033,184109.4,nostalgic
0.202424,0.202989,0.023766,0.131649,0.125238,0.086931,0.026727,66.06742,4.124351,1.246725,0.949855,0.897561,0.884869,0.109395,108.4303,6.418293,335.7114,1.304064,0.037934,0.165446,0.212796,0.000312,0.006806,6524.438,1.304596,0,0.801598,0.116509,0,0.159145,0.004617,379.6465,142958.2,nostalgic
0.217782,0.181372,0.023684,0.11072,0.136408,0.067818,0.031379,71.44518,3.734656,1.202197,0.624785,0.573259,0.852242,0.097255,129.3848,6.368506,148.6815,0.546644,0.013934,0.019978,0.023299,0.000465,0.004593,5926.387,0.497138,0,0.471372,0.075248,0,0.249346,0.006934,668.4627,27129.58,nostalgic
0.22461,0.195286,0.032723,0.113238,0.110431,0.082824,0.025456,63.36265,3.961053,1.260835,0.625021,0.46856,0.877492,0.094273,81.62851,5.833874,253.6683,0.937503,0.030003,0.032625,0.038209,0.000301,0.004775,3468.464,0.707322,0,0.733023,0.089997,0,0.195831,0.004738,541.8513,153092.4,nostalgic
0.209744,0.20971,0.033208,0.093364,0.083724,0.071013,0.030746,102.2827,6.745529,1.58434,0.57937,1.404288,0.894539,0.140532,37.66644,5.247164,63.22726,0.614229,0.012746,0.00568,0.07519,0.000212,0.026436,1944.623,0.169982,0,0.806924,0.104604,0,0.155901,0.004595,1169.098,264923.6,notnostalgic
0.211688,0.216518,0.033591,0.097691,0.097162,0.077825,0.039015,96.91132,6.372011,1.547191,0.561277,1.185465,0.893295,0.092637,44.15475,5.22884,388.1315,1.176356,0.018766,0.02468,0.12293,0.000166,0.010084,2949.16,0.463364,0,0.980027,0.124271,0,0.019587,0.002757,1016.725,192355.3,notnostalgic
0.238248,0.230228,0.057618,0.102373,0.126888,0.110753,0.04667,62.79319,4.586298,1.396702,0.904676,0.932193,0.894943,0.058764,14.96793,5.231251,336.8017,0.852421,0.022655,0.135163,0.339992,0.00025,0.012619,480.7814,1.310367,0,0.767643,0.097133,0,0.178486,0.004888,496.1106,327341.6,notnostalgic
0.241082,0.208067,0.033441,0.11151,0.108539,0.082781,0.021463,51.76452,3.989058,1.297576,1.018827,0.600252,0.880362,0.068099,33.43679,5.362283,503.0958,1.719699,0.043033,0.2855,0.323089,0.000449,0.007876,1426.887,1.698128,0,0.861518,0.091195,0,0.119384,0.003127,317.1322,94984.14,notnostalgic
0.216516,0.218835,0.033049,0.098164,0.087936,0.100714,0.028843,93.45463,5.991272,1.485387,0.667035,1.454324,0.903073,0.061407,19.76825,5.64449,200.1191,0.632476,0.011873,0.030287,0.533006,0.000145,0.006762,561.8241,0.555626,0,0.900133,0.127894,0,0.089953,0.004894,717.5693,154503,notnostalgic
0.211025,0.1961,0.02857,0.098382,0.094195,0.087453,0.023228,86.48917,5.178074,1.364704,0.652828,1.376088,0.901192,0.151147,96.6728,6.030396,70.64239,0.314863,0.006619,0.019052,0.124978,0.00008,0.018079,10263.09,0.213035,0,0.964714,0.140085,0,0.034064,0.002363,573.112,36859.33,notnostalgic
0.251568,0.228908,0.034216,0.109628,0.097623,0.075849,0.018694,55.34539,3.938178,1.322379,0.713913,0.429563,0.884163,0.066392,24.13971,5.105354,319.4293,0.706017,0.027501,0.0508,0.08231,0.000193,0.010967,712.5911,1.388688,0,0.891478,0.128656,0,0.096809,0.002695,553.2341,501689.5,notnostalgic
0.222897,0.24103,0.034088,0.113424,0.093878,0.104997,0.023361,65.35186,4.15669,1.263663,0.849902,0.8427,0.893843,0.047408,21.97851,6.114048,287.255,0.739996,0.016305,0.09876,0.233099,0.000205,0.005223,998.6509,0.882444,0,0.81225,0.11036,0,0.152601,0.004558,345.7262,36792.39,notnostalgic
0.232284,0.217335,0.044932,0.104595,0.0994,0.08507,0.032094,90.77695,5.969514,1.503183,0.564389,1.233892,0.898451,0.103341,50.13089,5.390502,400.1663,1.022237,0.016533,0.02462,0.41221,0.000185,0.014337,4011.944,0.910102,0,0.947404,0.112516,0,0.049863,0.002833,754.8105,266566.1,notnostalgic
0.232284,0.217335,0.044932,0.104595,0.0994,0.08507,0.032094,90.77695,5.969514,1.503183,0.564389,1.233892,0.898451,0.103341,50.13089,5.390502,400.1663,1.022237,0.016533,0.02462,0.41221,0.000185,0.014337,4011.944,0.910102,0,0.947404,0.112516,0,0.049863,0.002833,754.8105,266566.1,notnostalgic
0.2421,0.205963,0.031,0.107341,0.083636,0.081262,0.021404,67.73019,4.460188,1.357732,0.688877,0.586157,0.885763,0.08674,62.36436,5.408779,204.5858,0.758156,0.024534,0.033899,0.055958,0.000199,0.0069,3284.328,0.923805,0,0.796937,0.124581,0,0.161936,0.004653,630.7932,331120.6,notnostalgic
0.2421,0.205963,0.031,0.107341,0.083636,0.081262,0.021404,67.73019,4.460188,1.357732,0.688877,0.586157,0.885763,0.08674,62.36436,5.408779,204.5858,0.758156,0.024534,0.033899,0.055958,0.000199,0.0069,3284.328,0.923805,0,0.796937,0.124581,0,0.161936,0.004653,630.7932,331120.6,notnostalgic
0.229601,0.222468,0.06301,0.105572,0.092817,0.082447,0.031271,76.04378,5.081059,1.421614,0.635584,0.916192,0.895956,0.059229,15.54126,5.212549,191.069,0.52561,0.011527,0.026491,0.190964,0.000139,0.010108,459.4359,0.419894,0,0.870839,0.120417,0,0.112554,0.004095,740.4802,221418.3,notnostalgic
0.223504,0.203957,0.031646,0.100193,0.092228,0.125298,0.018268,65.33331,4.528807,1.325035,0.94968,1.085796,0.893491,0.062475,28.58048,5.697819,221.1669,1.076531,0.023513,0.13324,0.292614,0.000263,0.008007,2133.724,0.44745,0,0.953396,0.112394,0,0.044462,0.002737,246.7887,25013.56,notnostalgic
0.238914,0.219186,0.050078,0.112628,0.096644,0.117743,0.034259,86.65456,5.823932,1.50014,0.570868,1.117096,0.903362,0.179048,134.4754,5.265652,152.6599,0.384048,0.01067,0.014182,0.308257,0.000114,0.019914,18488.68,0.540236,0,0.756325,0.102984,0,0.18442,0.005165,833.7963,301631.8,notnostalgic
0.238914,0.219186,0.050078,0.112628,0.096644,0.117743,0.034259,86.65456,5.823932,1.50014,0.570868,1.117096,0.903362,0.179048,134.4754,5.265652,152.6599,0.384048,0.01067,0.014182,0.308257,0.000114,0.019914,18488.68,0.540236,0,0.756325,0.102984,0,0.18442,0.005165,833.7963,301631.8,notnostalgic
0.217029,0.189661,0.03475,0.129051,0.105877,0.071652,0.019142,74.92481,4.898048,1.363813,0.673835,0.927552,0.90106,0.11154,91.45646,5.811602,189.4968,0.971822,0.024873,0.044816,0.146364,0.000086,0.007189,5794.494,0.667146,0,0.766977,0.109806,0,0.178842,0.00547,442.5963,149866.9,notnostalgic
0.259023,0.216577,0.074692,0.14158,0.119579,0.113188,0.039441,72.37757,6.124872,1.68917,0.524445,0.847764,0.888046,0.069038,16.89071,4.003211,463.9287,1.816901,0.047511,0.016456,0.612431,0.000371,0.013553,522.1224,1.125897,0,0.788282,0.096244,0,0.167005,0.004606,1599.696,1815577,notnostalgic
0.259023,0.216577,0.074692,0.14158,0.119579,0.113188,0.039441,72.37757,6.124872,1.68917,0.524445,0.847764,0.888046,0.069038,16.89071,4.003211,463.9287,1.816901,0.047511,0.016456,0.612431,0.000371,0.013553,522.1224,1.125897,0,0.788282,0.096244,0,0.167005,0.004606,1599.696,1815577,notnostalgic
0.210466,0.197683,0.034767,0.097283,0.096804,0.102723,0.042168,64.21316,4.201738,1.297793,0.584468,0.606354,0.889071,0.259485,194.6522,5.47068,132.9548,1.143729,0.034598,0.072378,0.1997,0.00018,0.033205,28798.79,0.840753,0,0.848868,0.07893,0,0.128377,0.003039,590.5922,213853.9,notnostalgic
0.213389,0.214922,0.033943,0.118719,0.095426,0.071226,0.026354,84.60171,5.876019,1.515703,0.592196,1.129026,0.901034,0.104146,72.52674,5.261323,152.4883,0.579594,0.015169,0.020828,0.194326,0.000072,0.010039,4353.963,0.401306,0,0.896139,0.103238,0,0.093136,0.003568,728.8981,167857.2,notnostalgic
