@relation 'wav/all//opensmile.arff-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute mfcc_sma[1]_linregc2 numeric
@attribute mfcc_sma[2]_minPos numeric
@attribute mfcc_sma[2]_linregc1 numeric
@attribute mfcc_sma[7]_kurtosis numeric
@attribute mfcc_sma[8]_maxPos numeric
@attribute pcm_zcr_sma_maxPos numeric
@attribute pcm_RMSenergy_sma_de_linregerrQ numeric
@attribute mfcc_sma_de[1]_linregc2 numeric
@attribute mfcc_sma_de[2]_range numeric
@attribute mfcc_sma_de[3]_linregc1 numeric
@attribute mfcc_sma_de[3]_linregerrQ numeric
@attribute mfcc_sma_de[4]_minPos numeric
@attribute mfcc_sma_de[4]_linregc2 numeric
@attribute mfcc_sma_de[5]_skewness numeric
@attribute mfcc_sma_de[6]_minPos numeric
@attribute mfcc_sma_de[10]_linregerrQ numeric
@attribute output {nostalgic,notnostalgic}

@data
-9.452558,2005,0.000521,3.238051,1921,932,0.000002,0.014857,9.82926,-0.000004,1.024571,2643,-0.004431,0.352462,2731,1.43007,notnostalgic
8.188938,722,0.000999,2.981214,1824,1329,0.000002,0.006261,7.244957,-0.000011,0.522717,1953,-0.009885,0.507013,2777,1.062726,notnostalgic
8.188938,722,0.000999,2.981214,1824,1329,0.000002,0.006261,7.244957,-0.000011,0.522717,1953,-0.009885,0.507013,2777,1.062726,notnostalgic
8.188938,722,0.000999,2.981214,1824,1329,0.000002,0.006261,7.244957,-0.000011,0.522717,1953,-0.009885,0.507013,2777,1.062726,notnostalgic
-6.178779,744,-0.001127,2.694255,1053,2216,0.000003,-0.000303,8.34865,-0.000002,1.075379,394,-0.009084,0.407904,2280,1.225961,notnostalgic
-6.178779,744,-0.001127,2.694255,1053,2216,0.000003,-0.000303,8.34865,-0.000002,1.075379,394,-0.009084,0.407904,2280,1.225961,notnostalgic
-6.178779,744,-0.001127,2.694255,1053,2216,0.000003,-0.000303,8.34865,-0.000002,1.075379,394,-0.009084,0.407904,2280,1.225961,notnostalgic
-1.137552,162,0.003106,2.755181,1703,574,0.000001,-0.007793,7.605186,0.000001,0.655503,2857,-0.003759,0.018302,2483,1.28093,notnostalgic
-1.664308,956,-0.000077,3.491722,2953,2370,0.000001,0.001998,4.259135,0,0.339254,826,-0.004208,0.265408,2251,0.968032,notnostalgic
-12.45366,1540,0.001749,2.960002,413,2753,0.000013,0.003076,7.716431,0.000005,0.631504,2306,0.003608,-0.062492,2629,1.123861,notnostalgic
-12.45366,1540,0.001749,2.960002,413,2753,0.000013,0.003076,7.716431,0.000005,0.631504,2306,0.003608,-0.062492,2629,1.123861,notnostalgic
3.213025,984,-0.000005,3.022846,2232,2712,0.000002,0.017419,7.583969,0.000003,0.483949,982,-0.015902,-0.318739,1730,0.875633,notnostalgic
-12.37229,730,-0.000098,2.615489,135,1282,0.000032,0.009378,12.37279,-0.000007,2.227354,723,0.005444,0.348746,1934,2.442891,notnostalgic
2.07794,1750,0.000701,3.054486,408,2499,0,-0.001039,8.698619,0.000009,0.445022,2464,0.006982,0.339192,2855,0.843251,notnostalgic
2.07794,1750,0.000701,3.054486,408,2499,0,-0.001039,8.698619,0.000009,0.445022,2464,0.006982,0.339192,2855,0.843251,notnostalgic
-17.32125,2587,-0.000058,2.455862,1616,109,0.000047,-0.000414,7.330978,-0.000004,0.902788,2116,0.002989,-0.05905,2831,1.670815,notnostalgic
-17.32125,2587,-0.000058,2.455862,1616,109,0.000047,-0.000414,7.330978,-0.000004,0.902788,2116,0.002989,-0.05905,2831,1.670815,notnostalgic
-0.342452,545,0.001326,3.133917,854,2923,0.000009,-0.006934,7.907887,-0.000001,0.630833,802,0.016793,0.607851,1602,1.166017,notnostalgic
-0.342452,545,0.001326,3.133917,854,2923,0.000009,-0.006934,7.907887,-0.000001,0.630833,802,0.016793,0.607851,1602,1.166017,notnostalgic
-6.007223,742,-0.000319,3.143872,209,1890,0.000006,-0.005238,5.644624,-0.000002,0.579307,759,0.016151,0.087738,258,1.020065,notnostalgic
0.053723,2607,-0.000405,3.095623,1647,2935,0.000002,-0.000191,4.47225,0.000003,0.359225,1651,0.000046,0.174416,2005,0.935846,notnostalgic
-15.67562,1867,0.000419,2.699357,901,2223,0.000033,-0.003124,8.738543,0.000003,0.953727,1003,-0.006164,0.082018,2925,1.379348,notnostalgic
-15.67562,1867,0.000419,2.699357,901,2223,0.000033,-0.003124,8.738543,0.000003,0.953727,1003,-0.006164,0.082018,2925,1.379348,notnostalgic
-14.55085,751,-0.002461,3.321636,655,2046,0.000033,-0.00613,10.45755,-0.000006,0.891919,1178,0.01309,-0.574453,2774,1.294636,notnostalgic
-8.270472,787,0.002249,3.087821,1603,2677,0.000035,-0.004375,8.290206,-0.000002,0.938988,2528,-0.018304,0.061792,1610,1.042449,notnostalgic
-8.270472,787,0.002249,3.087821,1603,2677,0.000035,-0.004375,8.290206,-0.000002,0.938988,2528,-0.018304,0.061792,1610,1.042449,notnostalgic
-8.270472,787,0.002249,3.087821,1603,2677,0.000035,-0.004375,8.290206,-0.000002,0.938988,2528,-0.018304,0.061792,1610,1.042449,notnostalgic
-8.270472,787,0.002249,3.087821,1603,2677,0.000035,-0.004375,8.290206,-0.000002,0.938988,2528,-0.018304,0.061792,1610,1.042449,notnostalgic
-8.270472,787,0.002249,3.087821,1603,2677,0.000035,-0.004375,8.290206,-0.000002,0.938988,2528,-0.018304,0.061792,1610,1.042449,notnostalgic
-8.270472,787,0.002249,3.087821,1603,2677,0.000035,-0.004375,8.290206,-0.000002,0.938988,2528,-0.018304,0.061792,1610,1.042449,notnostalgic
-8.270472,787,0.002249,3.087821,1603,2677,0.000035,-0.004375,8.290206,-0.000002,0.938988,2528,-0.018304,0.061792,1610,1.042449,notnostalgic
5.144678,550,0.000989,3.743093,2292,2360,0,0.000871,9.540726,-0.000004,0.512148,2654,-0.019833,0.048583,2001,0.990029,notnostalgic
-4.439806,588,-0.001203,2.896855,484,1300,0.000004,0.000313,6.884439,-0.000006,0.464944,583,0.000935,0.016567,737,0.857279,notnostalgic
-4.053823,2850,-0.001054,3.155578,1685,1492,0,0.000818,4.885845,0.000003,0.331239,1512,-0.010103,-0.12255,2719,0.754557,notnostalgic
-6.350607,1332,0.000096,2.903998,1195,2436,0.000036,-0.00581,12.15056,0.000004,1.565183,2500,-0.004453,-0.118736,2099,1.957783,notnostalgic
-3.870145,2361,0.000935,3.059306,2897,2465,0.000017,-0.003476,12.19026,0.000007,1.528208,2237,-0.003747,0.091851,1179,1.345054,notnostalgic
-11.25542,54,0.000399,2.84205,1235,1632,0.000082,0.0023,5.777779,0.000001,0.442986,8,0.007022,0.935095,2406,0.966483,notnostalgic
-0.060948,191,0.003691,2.954122,1855,767,0.000005,-0.018264,11.47594,-0.000003,0.938068,1023,0.008042,-0.950835,1025,1.377005,notnostalgic
-3.562343,1666,0.000115,3.228111,2063,2933,0.000003,0.002615,7.534183,-0.000012,0.751805,389,-0.003304,0.178388,1960,1.401772,notnostalgic
-3.562343,1666,0.000115,3.228111,2063,2933,0.000003,0.002615,7.534183,-0.000012,0.751805,389,-0.003304,0.178388,1960,1.401772,notnostalgic
-3.562343,1666,0.000115,3.228111,2063,2933,0.000003,0.002615,7.534183,-0.000012,0.751805,389,-0.003304,0.178388,1960,1.401772,notnostalgic
-3.562343,1666,0.000115,3.228111,2063,2933,0.000003,0.002615,7.534183,-0.000012,0.751805,389,-0.003304,0.178388,1960,1.401772,notnostalgic
-2.147221,1740,-0.003413,2.572148,2326,1414,0.000002,-0.001992,7.440769,0.000009,0.657321,677,-0.001116,0.040268,262,1.103862,notnostalgic
2.168728,170,0.000365,2.838479,1150,1819,0.00001,-0.020153,6.212399,0.000005,0.518462,174,-0.008025,0.115484,1023,1.397949,notnostalgic
2.168728,170,0.000365,2.838479,1150,1819,0.00001,-0.020153,6.212399,0.000005,0.518462,174,-0.008025,0.115484,1023,1.397949,notnostalgic
-12.18968,443,0.000747,3.370396,393,48,0.000025,-0.002338,4.160395,0,0.401601,2761,-0.002179,0.02589,2455,0.88958,notnostalgic
2.422336,348,0.00106,2.836732,2832,2932,0.000022,0.016166,7.256182,0.000004,1.46661,1214,-0.002411,0.381778,1149,2.037683,notnostalgic
2.422336,348,0.00106,2.836732,2832,2932,0.000022,0.016166,7.256182,0.000004,1.46661,1214,-0.002411,0.381778,1149,2.037683,notnostalgic
2.422336,348,0.00106,2.836732,2832,2932,0.000022,0.016166,7.256182,0.000004,1.46661,1214,-0.002411,0.381778,1149,2.037683,notnostalgic
-4.350819,1663,0.001027,2.855221,4,991,0.000002,0.004717,8.511002,-0.000002,0.592495,1414,-0.005044,0.111693,2729,1.083876,notnostalgic
-5.59992,1786,0.000046,3.128964,1275,2707,0.000002,0.010194,5.218902,0,0.341599,414,-0.012858,0.013369,2887,1.061041,notnostalgic
-12.30551,2683,-0.001393,2.993922,1316,2293,0.000003,-0.007683,5.802667,0.000002,0.461477,2548,-0.007438,0.050826,1112,0.900141,notnostalgic
-13.60516,1411,-0.00048,2.916962,1524,1517,0.000016,0.000789,6.031034,0.000009,0.456652,2211,-0.00642,0.257694,1947,1.232809,notnostalgic
-13.60516,1411,-0.00048,2.916962,1524,1517,0.000016,0.000789,6.031034,0.000009,0.456652,2211,-0.00642,0.257694,1947,1.232809,notnostalgic
-8.642569,394,-0.000754,2.915461,1051,1372,0.00002,0.000231,5.773285,0.000004,0.575368,2210,-0.005304,0.235891,14,1.047393,notnostalgic
-4.769822,1072,0.00602,3.568875,1054,1794,0.000017,-0.004168,8.229973,0,0.64966,870,-0.006448,0.821782,1039,1.432917,notnostalgic
4.253268,774,0.002622,2.849217,1299,2268,0,-0.001665,10.25324,0.000003,2.19137,1278,0.000897,-0.007061,365,3.369671,notnostalgic
4.253268,774,0.002622,2.849217,1299,2268,0,-0.001665,10.25324,0.000003,2.19137,1278,0.000897,-0.007061,365,3.369671,notnostalgic
-0.972894,1771,-0.003876,3.003487,1917,605,0,-0.005472,7.33621,0.000007,0.410029,510,-0.005182,0.095924,2887,0.884993,notnostalgic
-0.972894,1771,-0.003876,3.003487,1917,605,0,-0.005472,7.33621,0.000007,0.410029,510,-0.005182,0.095924,2887,0.884993,notnostalgic
-11.11188,497,-0.000545,3.062935,2276,2966,0.000016,0.014019,6.652843,-0.000004,0.907288,1305,0.003145,0.120984,2009,1.547945,notnostalgic
-11.11188,497,-0.000545,3.062935,2276,2966,0.000016,0.014019,6.652843,-0.000004,0.907288,1305,0.003145,0.120984,2009,1.547945,notnostalgic
-6.395021,50,0.000515,2.717896,1287,890,0.000016,-0.003333,5.45192,0.000006,0.286693,1922,0.002138,0.082779,2134,0.707127,notnostalgic
-5.07551,430,0.002221,2.850049,870,1657,0.000009,-0.011626,7.724792,0.000001,0.465866,850,-0.006433,0.092096,1833,1.013956,notnostalgic
-5.07551,430,0.002221,2.850049,870,1657,0.000009,-0.011626,7.724792,0.000001,0.465866,850,-0.006433,0.092096,1833,1.013956,notnostalgic
-5.07551,430,0.002221,2.850049,870,1657,0.000009,-0.011626,7.724792,0.000001,0.465866,850,-0.006433,0.092096,1833,1.013956,notnostalgic
-5.07551,430,0.002221,2.850049,870,1657,0.000009,-0.011626,7.724792,0.000001,0.465866,850,-0.006433,0.092096,1833,1.013956,notnostalgic
-7.255105,2748,-0.000229,2.746428,1282,133,0.000027,0.006091,8.336424,0.000004,1.331669,1976,0.005296,-0.337096,1352,1.287335,notnostalgic
-10.54567,703,-0.000167,3.239974,1832,398,0.000001,0.001168,4.716489,0,0.368979,726,-0.008654,0.251724,2451,0.947145,notnostalgic
-6.728472,1576,-0.000708,3.361018,974,1987,0.000008,-0.008808,7.536715,0.000011,0.903478,1712,-0.004937,-0.072042,1699,1.30336,notnostalgic
0.21058,1495,-0.003171,2.794865,2832,2027,0.000014,-0.00038,10.46357,-0.000011,0.911784,1014,0.026743,-0.032983,1285,1.130666,notnostalgic
-6.03897,276,0.00315,2.842581,850,300,0,-0.000906,7.259067,-0.000001,0.272233,1195,0.002074,0.055358,514,1.029035,notnostalgic
-6.03897,276,0.00315,2.842581,850,300,0,-0.000906,7.259067,-0.000001,0.272233,1195,0.002074,0.055358,514,1.029035,notnostalgic
-6.03897,276,0.00315,2.842581,850,300,0,-0.000906,7.259067,-0.000001,0.272233,1195,0.002074,0.055358,514,1.029035,notnostalgic
-3.821532,2222,-0.000449,2.614149,4,2301,0.000003,-0.006656,10.10343,0.000004,0.926842,2484,-0.004136,0.150553,1537,1.308914,notnostalgic
-3.821532,2222,-0.000449,2.614149,4,2301,0.000003,-0.006656,10.10343,0.000004,0.926842,2484,-0.004136,0.150553,1537,1.308914,notnostalgic
-5.050646,1154,0.00207,2.611239,1723,2495,0,0.013737,4.718961,0.000002,0.485729,675,0.001545,0.092322,1092,0.909418,notnostalgic
-11.16341,2114,0.000057,3.046136,169,114,0.000009,-0.004,8.279556,0.000002,0.644902,231,0.006114,0.126167,92,1.363298,notnostalgic
-8.117135,1002,0.001856,3.26732,2333,802,0.000036,-0.013353,11.71141,-0.000008,0.80407,819,0.008824,0.170069,1666,1.240047,notnostalgic
-5.223217,2240,-0.003427,2.738482,2613,1597,0.000008,-0.005538,8.358091,-0.000008,0.905676,850,0.003526,-0.107411,2248,1.326386,notnostalgic
-2.01457,1011,0.001167,3.088042,1763,2081,0.000002,0.004407,7.937247,-0.000006,0.51384,1759,0.008422,0.024263,329,0.744577,notnostalgic
