@relation 'wav/all//opensmile.arff-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute mfcc_sma[1]_linregc2 numeric
@attribute mfcc_sma[7]_kurtosis numeric
@attribute mfcc_sma[8]_amean numeric
@attribute mfcc_sma[12]_max numeric
@attribute pcm_RMSenergy_sma_de_linregerrQ numeric
@attribute mfcc_sma_de[2]_range numeric
@attribute mfcc_sma_de[3]_linregc1 numeric
@attribute mfcc_sma_de[4]_linregc1 numeric
@attribute mfcc_sma_de[4]_linregc2 numeric
@attribute mfcc_sma_de[5]_skewness numeric
@attribute mfcc_sma_de[6]_minPos numeric
@attribute mfcc_sma_de[7]_linregerrQ numeric
@attribute mfcc_sma_de[10]_min numeric
@attribute mfcc_sma_de[10]_linregc1 numeric
@attribute mfcc_sma_de[10]_linregerrQ numeric
@attribute mfcc_sma_de[11]_min numeric
@attribute mfcc_sma_de[12]_max numeric
@attribute output {nostalgic,notnostalgic}

@data
-8.524579,3.91701,-1.561887,17.24229,0.000006,7.372461,0.000005,0.000007,-0.01028,0.477726,1031,1.249981,-4.646722,-0.000001,1.10394,-3.77204,3.962739,nostalgic
-4.517328,3.174549,5.468575,12.4918,0.000005,6.012739,0.000002,0,0.000314,0.038954,1673,0.898155,-3.343243,0,0.835264,-5.026546,5.091972,nostalgic
-0.452218,4.417804,-6.96904,6.493449,0.000001,5.064581,-0.000009,-0.000001,0.002135,0.002102,2001,0.711357,-5.317936,0.000006,0.800877,-3.672451,2.867379,nostalgic
-12.49966,2.644611,1.212185,13.76159,0.000002,6.620973,0.000001,0.000001,-0.003088,-0.148827,1816,1.111876,-3.747648,0,1.108995,-3.795256,3.28865,notnostalgic
-10.26006,3.31,1.102471,15.36518,0.000012,12.85029,0.000004,0,0.002721,-0.878275,1219,1.858904,-4.675429,0.000013,1.933787,-4.546629,4.743718,notnostalgic
-6.913595,2.801357,-1.641535,10.4538,0.000001,10.47995,-0.000004,0.000007,-0.01342,0.030439,1578,1.088977,-6.354463,-0.000008,1.189796,-4.366513,4.056603,notnostalgic
-10.22506,3.328796,-1.673092,13.06535,0.000013,5.997598,0.000005,-0.000007,0.008949,0.101032,312,1.433253,-4.868323,-0.000005,1.361858,-3.752593,3.195481,notnostalgic
-8.996593,2.647996,-3.246008,9.58744,0.000004,5.024868,-0.000003,0,-0.000243,-0.028533,2257,0.989329,-3.393951,0,0.919474,-3.756139,3.470655,notnostalgic
-5.553667,3.107666,-9.711082,8.761887,0.000001,7.810634,-0.000001,-0.000003,0.005647,-0.360973,68,1.292021,-4.708617,-0.000003,1.348345,-5.182773,3.936574,notnostalgic
-5.543818,3.248742,-0.652639,11.02145,0.000002,10.53823,-0.000002,-0.000003,0.003447,0.022684,181,1.658468,-5.141217,0.000007,1.480296,-6.817228,3.827112,notnostalgic
-12.51526,2.584547,3.088574,9.253647,0.00002,7.600883,0.000003,0.000005,-0.008332,0.051878,962,1.224561,-6.267897,0.000001,1.399642,-4.1109,3.100547,notnostalgic
-12.51526,2.584547,3.088574,9.253647,0.00002,7.600883,0.000003,0.000005,-0.008332,0.051878,962,1.224561,-6.267897,0.000001,1.399642,-4.1109,3.100547,notnostalgic
-4.614113,2.802546,-9.062325,10.77181,0.000002,7.4164,0.000005,0.000003,-0.003231,0.033395,1540,1.023456,-5.128182,0.000012,1.698132,-4.240183,5.677152,notnostalgic
-4.614113,2.802546,-9.062325,10.77181,0.000002,7.4164,0.000005,0.000003,-0.003231,0.033395,1540,1.023456,-5.128182,0.000012,1.698132,-4.240183,5.677152,notnostalgic
-10.87136,3.282468,-1.164788,14.39973,0.000008,9.108635,0.000005,-0.000004,0.005461,0.190188,24,1.582756,-4.595445,-0.000005,1.629465,-4.200572,4.673717,notnostalgic
-13.19102,3.722619,0.269177,15.85341,0.000004,9.296092,-0.000003,0.000002,-0.003752,0.248221,1109,0.980492,-5.166008,-0.000001,1.271277,-5.34793,3.959744,notnostalgic
-13.19102,3.722619,0.269177,15.85341,0.000004,9.296092,-0.000003,0.000002,-0.003752,0.248221,1109,0.980492,-5.166008,-0.000001,1.271277,-5.34793,3.959744,notnostalgic
-6.885217,2.617434,-1.014169,12.10529,0.000016,7.791609,0,-0.000001,0.002157,-0.005625,1029,1.352659,-3.590497,0,0.957345,-3.915993,4.34864,notnostalgic
-17.82505,2.455632,3.61461,18.15398,0.000036,9.308645,-0.000002,-0.000002,-0.002976,0.408432,1155,2.822389,-6.259219,-0.000003,1.72948,-4.332917,3.89877,notnostalgic
-17.82505,2.455632,3.61461,18.15398,0.000036,9.308645,-0.000002,-0.000002,-0.002976,0.408432,1155,2.822389,-6.259219,-0.000003,1.72948,-4.332917,3.89877,notnostalgic
-6.118427,4.030111,2.375896,16.38048,0.000012,8.045557,0.000003,0.000001,-0.000661,0.217058,142,1.517632,-5.350452,0.000003,1.380708,-9.348459,5.887694,notnostalgic
-11.79848,3.045564,-3.321582,10.00117,0.000011,5.769397,-0.000004,0.000001,-0.00299,0.183967,287,1.095227,-3.850915,0.000009,1.053524,-5.038453,3.530252,notnostalgic
-10.21679,2.651528,3.969009,26.1418,0.000006,5.682456,0.000002,0.000003,-0.00501,0.182893,2705,1.065377,-3.921808,-0.000001,1.219437,-4.137041,3.885842,notnostalgic
-10.21679,2.651528,3.969009,26.1418,0.000006,5.682456,0.000002,0.000003,-0.00501,0.182893,2705,1.065377,-3.921808,-0.000001,1.219437,-4.137041,3.885842,notnostalgic
-10.21679,2.651528,3.969009,26.1418,0.000006,5.682456,0.000002,0.000003,-0.00501,0.182893,2705,1.065377,-3.921808,-0.000001,1.219437,-4.137041,3.885842,notnostalgic
-4.582312,4.520105,-0.644039,15.49096,0,5.15073,-0.000001,-0.000004,0.00642,0.013951,2283,0.846875,-7.625423,-0.00001,0.979217,-3.452454,3.228572,notnostalgic
-1.201681,2.818356,-5.572009,11.71314,0.000001,6.844366,-0.000012,-0.000011,0.017849,0.650185,53,1.147125,-4.018704,0,0.832007,-3.700087,4.774375,notnostalgic
4.978157,2.607605,-7.577711,17.71243,0.000001,8.711468,0.000002,-0.000003,-0.000222,-0.521871,56,0.901485,-5.592126,0.000002,0.876642,-5.321134,3.239572,notnostalgic
-11.85139,2.778466,-0.696468,13.34174,0.000024,5.304283,-0.000001,-0.000001,0.001585,-0.025376,1188,1.225134,-3.209216,-0.000002,0.933809,-3.961384,4.345807,notnostalgic
5.698926,2.566194,-3.798614,20.13447,0,9.304151,-0.000012,-0.000007,0.012503,0.114972,2257,1.246829,-4.482594,-0.000007,1.199259,-5.779881,4.45536,notnostalgic
5.698926,2.566194,-3.798614,20.13447,0,9.304151,-0.000012,-0.000007,0.012503,0.114972,2257,1.246829,-4.482594,-0.000007,1.199259,-5.779881,4.45536,notnostalgic
5.698926,2.566194,-3.798614,20.13447,0,9.304151,-0.000012,-0.000007,0.012503,0.114972,2257,1.246829,-4.482594,-0.000007,1.199259,-5.779881,4.45536,notnostalgic
-8.296092,3.149863,-2.515323,13.53235,0.000011,6.999234,-0.000003,-0.000001,-0.000354,0.306984,914,1.160724,-5.57665,-0.000005,1.121935,-4.507419,4.101304,notnostalgic
-14.27678,3.375888,0.240267,15.81269,0.000004,11.09019,-0.000014,-0.000001,-0.001275,0.172813,1659,1.369781,-4.730906,-0.000003,1.420727,-4.48871,3.951736,notnostalgic
0.822942,2.503488,5.912946,26.80184,0.000002,4.645952,-0.000007,-0.000004,0.005737,0.229888,1965,0.967275,-4.228164,-0.000004,0.885076,-3.278405,4.276316,notnostalgic
0.822942,2.503488,5.912946,26.80184,0.000002,4.645952,-0.000007,-0.000004,0.005737,0.229888,1965,0.967275,-4.228164,-0.000004,0.885076,-3.278405,4.276316,notnostalgic
0.822942,2.503488,5.912946,26.80184,0.000002,4.645952,-0.000007,-0.000004,0.005737,0.229888,1965,0.967275,-4.228164,-0.000004,0.885076,-3.278405,4.276316,notnostalgic
-9.452558,3.238051,-1.219792,16.86499,0.000002,9.82926,-0.000004,0.000003,-0.004431,0.352462,2731,1.528754,-4.703298,0.000007,1.43007,-5.20082,4.077562,notnostalgic
8.188938,2.981214,4.282959,19.66107,0.000002,7.244957,-0.000011,0.000007,-0.009885,0.507013,2777,0.975574,-4.38256,0.000005,1.062726,-4.676164,3.856637,notnostalgic
8.188938,2.981214,4.282959,19.66107,0.000002,7.244957,-0.000011,0.000007,-0.009885,0.507013,2777,0.975574,-4.38256,0.000005,1.062726,-4.676164,3.856637,notnostalgic
8.188938,2.981214,4.282959,19.66107,0.000002,7.244957,-0.000011,0.000007,-0.009885,0.507013,2777,0.975574,-4.38256,0.000005,1.062726,-4.676164,3.856637,notnostalgic
-6.178779,2.694255,0.373228,10.15467,0.000003,8.34865,-0.000002,0.000005,-0.009084,0.407904,2280,1.359224,-3.883641,-0.000001,1.225961,-4.132346,3.935706,notnostalgic
-6.178779,2.694255,0.373228,10.15467,0.000003,8.34865,-0.000002,0.000005,-0.009084,0.407904,2280,1.359224,-3.883641,-0.000001,1.225961,-4.132346,3.935706,notnostalgic
-6.178779,2.694255,0.373228,10.15467,0.000003,8.34865,-0.000002,0.000005,-0.009084,0.407904,2280,1.359224,-3.883641,-0.000001,1.225961,-4.132346,3.935706,notnostalgic
-1.137552,2.755181,-3.648304,16.35696,0.000001,7.605186,0.000001,0.000003,-0.003759,0.018302,2483,1.21085,-4.001049,-0.000003,1.28093,-3.804989,4.121147,notnostalgic
-1.137552,2.755181,-3.648304,16.35696,0.000001,7.605186,0.000001,0.000003,-0.003759,0.018302,2483,1.21085,-4.001049,-0.000003,1.28093,-3.804989,4.121147,notnostalgic
-1.664308,3.491722,2.304714,11.9878,0.000001,4.259135,0,0.000004,-0.004208,0.265408,2251,0.810458,-4.510943,0.000001,0.968032,-3.472928,3.851481,notnostalgic
-12.45366,2.960002,0.620831,15.15027,0.000013,7.716431,0.000005,-0.000003,0.003608,-0.062492,2629,1.072817,-4.457135,0.000007,1.123861,-3.805473,4.28722,notnostalgic
-12.45366,2.960002,0.620831,15.15027,0.000013,7.716431,0.000005,-0.000003,0.003608,-0.062492,2629,1.072817,-4.457135,0.000007,1.123861,-3.805473,4.28722,notnostalgic
3.213025,3.022846,-4.000564,22.55978,0.000002,7.583969,0.000003,0.000011,-0.015902,-0.318739,1730,0.845017,-3.936319,0,0.875633,-6.246065,3.714638,notnostalgic
-12.37229,2.615489,-1.325194,15.73739,0.000032,12.37279,-0.000007,-0.000004,0.005444,0.348746,1934,2.763032,-5.46174,-0.000004,2.442891,-5.031095,4.712353,notnostalgic
2.07794,3.054486,-2.340664,25.70142,0,8.698619,0.000009,-0.000002,0.006982,0.339192,2855,0.882798,-4.228267,0.000002,0.843251,-4.413027,5.585645,notnostalgic
2.07794,3.054486,-2.340664,25.70142,0,8.698619,0.000009,-0.000002,0.006982,0.339192,2855,0.882798,-4.228267,0.000002,0.843251,-4.413027,5.585645,notnostalgic
-17.32125,2.455862,-1.442979,23.48714,0.000047,7.330978,-0.000004,-0.000004,0.002989,-0.05905,2831,1.837907,-5.549945,-0.000001,1.670815,-4.66083,4.377297,notnostalgic
-17.32125,2.455862,-1.442979,23.48714,0.000047,7.330978,-0.000004,-0.000004,0.002989,-0.05905,2831,1.837907,-5.549945,-0.000001,1.670815,-4.66083,4.377297,notnostalgic
-0.342452,3.133917,-1.188746,20.43631,0.000009,7.907887,-0.000001,-0.000012,0.016793,0.607851,1602,1.208185,-4.948181,-0.000007,1.166017,-3.53322,3.82919,notnostalgic
-0.342452,3.133917,-1.188746,20.43631,0.000009,7.907887,-0.000001,-0.000012,0.016793,0.607851,1602,1.208185,-4.948181,-0.000007,1.166017,-3.53322,3.82919,notnostalgic
0.053723,3.095623,-1.135823,10.35003,0.000002,4.47225,0.000003,-0.000001,0.000046,0.174416,2005,0.746642,-4.75104,0.000003,0.935846,-3.769325,3.209344,notnostalgic
-15.67562,2.699357,-4.764827,12.56788,0.000033,8.738543,0.000003,0.000005,-0.006164,0.082018,2925,1.297118,-4.450086,0,1.379348,-4.123342,4.200194,notnostalgic
-14.55085,3.321636,6.277846,27.75568,0.000033,10.45755,-0.000006,-0.000011,0.01309,-0.574453,2774,1.544494,-6.839887,-0.000002,1.294636,-5.696329,5.841232,notnostalgic
-8.270472,3.087821,0.076964,18.99452,0.000035,8.290206,-0.000002,0.000013,-0.018304,0.061792,1610,1.223129,-4.606587,0.000004,1.042449,-4.249213,4.257251,notnostalgic
-8.270472,3.087821,0.076964,18.99452,0.000035,8.290206,-0.000002,0.000013,-0.018304,0.061792,1610,1.223129,-4.606587,0.000004,1.042449,-4.249213,4.257251,notnostalgic
-8.270472,3.087821,0.076964,18.99452,0.000035,8.290206,-0.000002,0.000013,-0.018304,0.061792,1610,1.223129,-4.606587,0.000004,1.042449,-4.249213,4.257251,notnostalgic
-8.270472,3.087821,0.076964,18.99452,0.000035,8.290206,-0.000002,0.000013,-0.018304,0.061792,1610,1.223129,-4.606587,0.000004,1.042449,-4.249213,4.257251,notnostalgic
-8.270472,3.087821,0.076964,18.99452,0.000035,8.290206,-0.000002,0.000013,-0.018304,0.061792,1610,1.223129,-4.606587,0.000004,1.042449,-4.249213,4.257251,notnostalgic
-8.270472,3.087821,0.076964,18.99452,0.000035,8.290206,-0.000002,0.000013,-0.018304,0.061792,1610,1.223129,-4.606587,0.000004,1.042449,-4.249213,4.257251,notnostalgic
5.144678,3.743093,-5.139578,16.55325,0,9.540726,-0.000004,0.000011,-0.019833,0.048583,2001,0.84745,-5.333112,0.000005,0.990029,-5.409874,4.873762,notnostalgic
-4.439806,2.896855,-3.070071,19.39339,0.000004,6.884439,-0.000006,-0.000002,0.000935,0.016567,737,0.837871,-3.851341,0.000008,0.857279,-3.552366,4.049123,notnostalgic
-4.053823,3.155578,1.85063,9.380101,0,4.885845,0.000003,0.000006,-0.010103,-0.12255,2719,0.680629,-3.155953,-0.000001,0.754557,-3.489366,4.233172,notnostalgic
-6.350607,2.903998,6.791862,19.10203,0.000036,12.15056,0.000004,0.000002,-0.004453,-0.118736,2099,1.991722,-7.295912,0.000004,1.957783,-5.59802,4.952804,notnostalgic
-3.870145,3.059306,-3.85768,8.777207,0.000017,12.19026,0.000007,0.000006,-0.003747,0.091851,1179,1.927486,-4.746644,0.000001,1.345054,-5.119672,4.888532,notnostalgic
-11.25542,2.84205,1.070607,13.81709,0.000082,5.777779,0.000001,-0.000003,0.007022,0.935095,2406,0.971867,-4.135493,0.000002,0.966483,-3.718266,3.398542,notnostalgic
-0.060948,2.954122,-4.294707,18.64228,0.000005,11.47594,-0.000003,-0.000001,0.008042,-0.950835,1025,1.209032,-4.546303,0.000007,1.377005,-4.939116,5.752204,notnostalgic
-3.562343,3.228111,-3.908602,18.09622,0.000003,7.534183,-0.000012,0.000002,-0.003304,0.178388,1960,1.380942,-5.25783,0.000001,1.401772,-4.606836,4.124114,notnostalgic
-3.562343,3.228111,-3.908602,18.09622,0.000003,7.534183,-0.000012,0.000002,-0.003304,0.178388,1960,1.380942,-5.25783,0.000001,1.401772,-4.606836,4.124114,notnostalgic
-3.562343,3.228111,-3.908602,18.09622,0.000003,7.534183,-0.000012,0.000002,-0.003304,0.178388,1960,1.380942,-5.25783,0.000001,1.401772,-4.606836,4.124114,notnostalgic
-3.562343,3.228111,-3.908602,18.09622,0.000003,7.534183,-0.000012,0.000002,-0.003304,0.178388,1960,1.380942,-5.25783,0.000001,1.401772,-4.606836,4.124114,notnostalgic
-2.147221,2.572148,-2.961229,14.11688,0.000002,7.440769,0.000009,0,-0.001116,0.040268,262,1.51234,-3.540919,-0.000007,1.103862,-4.28234,6.82257,notnostalgic
-2.147221,2.572148,-2.961229,14.11688,0.000002,7.440769,0.000009,0,-0.001116,0.040268,262,1.51234,-3.540919,-0.000007,1.103862,-4.28234,6.82257,notnostalgic
2.168728,2.838479,-3.786519,16.22709,0.00001,6.212399,0.000005,0.000006,-0.008025,0.115484,1023,1.394015,-4.727489,0,1.397949,-4.709668,4.435832,notnostalgic
2.168728,2.838479,-3.786519,16.22709,0.00001,6.212399,0.000005,0.000006,-0.008025,0.115484,1023,1.394015,-4.727489,0,1.397949,-4.709668,4.435832,notnostalgic
2.168728,2.838479,-3.786519,16.22709,0.00001,6.212399,0.000005,0.000006,-0.008025,0.115484,1023,1.394015,-4.727489,0,1.397949,-4.709668,4.435832,notnostalgic
-12.18968,3.370396,0.715435,11.01136,0.000025,4.160395,0,0.000002,-0.002179,0.02589,2455,0.792093,-3.352605,0.000003,0.88958,-3.278652,3.074627,notnostalgic
2.422336,2.836732,-2.191795,12.07265,0.000022,7.256182,0.000004,0.000001,-0.002411,0.381778,1149,1.651805,-8.17338,-0.000002,2.037683,-3.30118,4.082697,notnostalgic
2.422336,2.836732,-2.191795,12.07265,0.000022,7.256182,0.000004,0.000001,-0.002411,0.381778,1149,1.651805,-8.17338,-0.000002,2.037683,-3.30118,4.082697,notnostalgic
2.422336,2.836732,-2.191795,12.07265,0.000022,7.256182,0.000004,0.000001,-0.002411,0.381778,1149,1.651805,-8.17338,-0.000002,2.037683,-3.30118,4.082697,notnostalgic
-4.350819,2.855221,-4.174698,25.48602,0.000002,8.511002,-0.000002,0.000005,-0.005044,0.111693,2729,0.881484,-3.426389,-0.000002,1.083876,-3.535012,4.065733,notnostalgic
-5.59992,3.128964,-1.833403,25.20834,0.000002,5.218902,0,0.000008,-0.012858,0.013369,2887,0.886437,-3.760507,-0.000001,1.061041,-3.802907,4.978004,notnostalgic
-12.30551,2.993922,5.861864,8.580163,0.000003,5.802667,0.000002,0.000003,-0.007438,0.050826,1112,0.86191,-3.219512,-0.00001,0.900141,-3.275199,3.353516,notnostalgic
-13.60516,2.916962,-4.529155,13.73956,0.000016,6.031034,0.000009,0.000005,-0.00642,0.257694,1947,0.972808,-4.099126,0.000008,1.232809,-4.829337,5.030744,notnostalgic
-13.60516,2.916962,-4.529155,13.73956,0.000016,6.031034,0.000009,0.000005,-0.00642,0.257694,1947,0.972808,-4.099126,0.000008,1.232809,-4.829337,5.030744,notnostalgic
-8.642569,2.915461,0.606409,14.50917,0.00002,5.773285,0.000004,0.000003,-0.005304,0.235891,14,1.030844,-3.802194,0.000007,1.047393,-4.02905,3.770461,notnostalgic
-12.44037,3.011585,-0.771982,15.96937,0.000016,4.677795,0.000004,-0.000001,0.001295,0.299839,749,0.928446,-4.355969,0.000002,1.169144,-4.895057,4.171042,notnostalgic
-4.769822,3.568875,-0.355499,17.3699,0.000017,8.229973,0,0.000005,-0.006448,0.821782,1039,1.404574,-3.442198,0.000003,1.432917,-3.654327,6.056187,notnostalgic
4.253268,2.849217,-0.944366,11.40395,0,10.25324,0.000003,0,0.000897,-0.007061,365,3.642235,-5.876553,0.000005,3.369671,-6.563649,5.367804,notnostalgic
-0.972894,3.003487,-2.775777,5.725821,0,7.33621,0.000007,0.000001,-0.005182,0.095924,2887,0.782021,-3.099328,0,0.884993,-3.401109,4.219276,notnostalgic
-0.972894,3.003487,-2.775777,5.725821,0,7.33621,0.000007,0.000001,-0.005182,0.095924,2887,0.782021,-3.099328,0,0.884993,-3.401109,4.219276,notnostalgic
-11.11188,3.062935,3.873111,14.06748,0.000016,6.652843,-0.000004,-0.000002,0.003145,0.120984,2009,1.240878,-5.339112,-0.000001,1.547945,-3.930005,4.025358,notnostalgic
-11.11188,3.062935,3.873111,14.06748,0.000016,6.652843,-0.000004,-0.000002,0.003145,0.120984,2009,1.240878,-5.339112,-0.000001,1.547945,-3.930005,4.025358,notnostalgic
-11.11188,3.062935,3.873111,14.06748,0.000016,6.652843,-0.000004,-0.000002,0.003145,0.120984,2009,1.240878,-5.339112,-0.000001,1.547945,-3.930005,4.025358,notnostalgic
-5.07551,2.850049,0.939955,16.59606,0.000009,7.724792,0.000001,0.000002,-0.006433,0.092096,1833,1.087418,-4.200546,-0.000011,1.013956,-3.852399,4.29508,notnostalgic
-5.07551,2.850049,0.939955,16.59606,0.000009,7.724792,0.000001,0.000002,-0.006433,0.092096,1833,1.087418,-4.200546,-0.000011,1.013956,-3.852399,4.29508,notnostalgic
-5.07551,2.850049,0.939955,16.59606,0.000009,7.724792,0.000001,0.000002,-0.006433,0.092096,1833,1.087418,-4.200546,-0.000011,1.013956,-3.852399,4.29508,notnostalgic
-5.07551,2.850049,0.939955,16.59606,0.000009,7.724792,0.000001,0.000002,-0.006433,0.092096,1833,1.087418,-4.200546,-0.000011,1.013956,-3.852399,4.29508,notnostalgic
-7.255105,2.746428,0.239978,15.44569,0.000027,8.336424,0.000004,-0.000003,0.005296,-0.337096,1352,1.455002,-4.457391,0.000003,1.287335,-3.695531,3.735196,notnostalgic
-10.54567,3.239974,-4.145768,10.70092,0.000001,4.716489,0,0.000005,-0.008654,0.251724,2451,0.801775,-3.908605,-0.000005,0.947145,-4.171529,3.646244,notnostalgic
-6.728472,3.361018,-2.820324,10.86407,0.000008,7.536715,0.000011,0.000003,-0.004937,-0.072042,1699,1.146979,-4.27098,0.000004,1.30336,-3.650478,4.105203,notnostalgic
0.21058,2.794865,-7.392418,10.1715,0.000014,10.46357,-0.000011,-0.000015,0.026743,-0.032983,1285,1.219258,-3.953843,0.000003,1.130666,-4.671398,4.824512,notnostalgic
-6.03897,2.842581,7.169481,15.85692,0,7.259067,-0.000001,-0.000002,0.002074,0.055358,514,0.706487,-5.230744,-0.000008,1.029035,-3.98847,3.351995,notnostalgic
-6.03897,2.842581,7.169481,15.85692,0,7.259067,-0.000001,-0.000002,0.002074,0.055358,514,0.706487,-5.230744,-0.000008,1.029035,-3.98847,3.351995,notnostalgic
-6.03897,2.842581,7.169481,15.85692,0,7.259067,-0.000001,-0.000002,0.002074,0.055358,514,0.706487,-5.230744,-0.000008,1.029035,-3.98847,3.351995,notnostalgic
-3.821532,2.614149,-6.913758,18.14425,0.000003,10.10343,0.000004,0.000001,-0.004136,0.150553,1537,1.227221,-4.73893,-0.000004,1.308914,-4.07854,5.4123,notnostalgic
-3.821532,2.614149,-6.913758,18.14425,0.000003,10.10343,0.000004,0.000001,-0.004136,0.150553,1537,1.227221,-4.73893,-0.000004,1.308914,-4.07854,5.4123,notnostalgic
-5.050646,2.611239,2.181619,11.59819,0,4.718961,0.000002,-0.000002,0.001545,0.092322,1092,0.855522,-4.276792,0.000006,0.909418,-3.515301,3.909768,notnostalgic
-11.16341,3.046136,-0.115057,11.15221,0.000009,8.279556,0.000002,-0.000004,0.006114,0.126167,92,1.433302,-4.494057,-0.000004,1.363298,-4.399152,4.086446,notnostalgic
-8.117135,3.26732,-0.290145,16.45638,0.000036,11.71141,-0.000008,-0.000003,0.008824,0.170069,1666,1.065571,-4.854705,0.000005,1.240047,-4.676956,3.997932,notnostalgic
-5.223217,2.738482,-3.594799,15.02126,0.000008,8.358091,-0.000008,-0.000003,0.003526,-0.107411,2248,1.404539,-3.5017,0.000003,1.326386,-4.249036,4.625227,notnostalgic
-2.01457,3.088042,-2.389827,18.00914,0.000002,7.937247,-0.000006,-0.000007,0.008422,0.024263,329,0.756827,-3.767059,-0.000011,0.744577,-4.246922,3.815826,notnostalgic
-14.71747,3.172522,6.076433,15.44118,0.000007,9.715372,0.000002,0.000001,0.001424,0.429342,69,1.348901,-5.109605,-0.000008,1.497581,-4.754109,3.697355,notnostalgic
-14.71747,3.172522,6.076433,15.44118,0.000007,9.715372,0.000002,0.000001,0.001424,0.429342,69,1.348901,-5.109605,-0.000008,1.497581,-4.754109,3.697355,notnostalgic
-9.15024,3.132255,-3.584944,21.29099,0.000042,8.743752,0.000006,-0.000004,0.005592,0.098932,1980,2.37803,-5.899975,0.000002,1.7847,-4.08495,6.481329,notnostalgic
