@attribute mfcc_sma_de[8]_linregc2 numeric
@attribute mfcc_sma_de[9]_max numeric
@attribute mfcc_sma_de[12]_range numeric
@attribute mfcc_sma_de[12]_skewness numeric
@attribute voiceProb_sma_de_max numeric
@attribute voiceProb_sma_de_linregc2 numeric
@attribute voiceProb_sma_de_linregerrQ numeric
@attribute F0_sma_de_linregerrQ numeric
@attribute F0_sma_de_skewness numeric
@attribute output {angry,notangry}

@data

0.823087,8.727448,3.677874,-9.169147,1.386455,1.128255,3.101396,891,-2.476425,12.61868,-12.18744,2516,-3.377435,11.51038,12.71177,0.010284,0.062056,0.030394,0.750571,0.375567,442.37,78,-0.897757,-0.000459,-0.709084,-0.115333,0.173634,-0.005408,3.94119,7.026795,-0.092473,0.100021,0.000001,0.000463,160.2698,0.228224,angry
0.413601,2.720165,3.049331,-22.36483,2.145192,3.636832,4.051883,933,1.39267,31.51313,-17.63885,2600,1.783082,13.26161,17.05609,0.012099,0.13563,0.108677,0.481622,0.363462,440.9764,1962,-0.269994,0.002926,-0.06206,0.058028,0.205484,-0.004573,5.771281,8.193985,-0.079954,0.120038,-0.000194,0.001095,518.9564,-0.013224,angry
0.156368,0.343137,3.302173,-11.11968,1.824803,1.982564,2.91393,2481,-1.32334,16.95642,-13.50316,1812,0.316809,8.681324,12.05051,0.036298,0.181494,0.186236,0.656769,0.239652,0,1495,0.308002,-0.000628,0.139117,0.1428,-0.158306,-0.003035,4.235345,8.3292,0.015261,0.061693,0.000036,0.000255,0,0,angry
0.498019,0.325749,3.433839,-22.09824,-1.544465,-0.771241,5.510059,835,-0.330475,14.60778,-14.50108,1094,-0.460579,11.24617,18.23443,0.013309,0.113699,0.092723,0.93927,0.267377,450.0789,1106,-0.657589,-0.000047,-0.049521,-0.052225,-0.264102,-0.006746,4.345226,7.946418,-0.113209,0.14331,-0.000009,0.000574,214.0188,0.009622,angry
2.290855,-2.816417,3.937304,-19.2168,-1.226976,-1.157897,2.58377,469,-0.986269,36.89363,-20.77309,2330,-5.19719,8.571561,24.44991,0.012704,0.099236,0.089369,2.58774,0.401328,397.4158,2923,0.157082,-0.001585,-0.036299,0.039553,-0.004914,-0.002078,5.206581,10.31312,-0.12111,0.159656,-0.000308,0.002152,1185.469,0.092515,angry
0.320913,3.69049,4.421882,-12.83033,-0.615707,-0.794309,3.627528,2620,-1.053961,9.830009,-13.48622,2295,-0.861541,8.405418,7.706885,0.101028,0.204891,0.207387,0.573099,0.220231,437.0898,546,-0.004333,0.001662,-0.101288,-0.095893,-0.177993,0.00136,3.93029,7.550721,-0.135656,0.123651,0.000075,0.000305,57.33438,-1.637644,angry
5.938581,2.538747,3.208689,-22.77789,-7.781094,-8.592763,2.784022,1275,-8.40524,41.39169,-19.28532,2873,-3.653218,11.21046,34.01905,0.016939,0.076325,0.07168,4.778609,0.546346,472.3343,25,-1.07385,-0.004753,0.55622,0.45023,0.143307,0.002967,4.857009,6.610535,0.068018,0.130754,0.000098,0.000714,858.9396,0.01913,angry
0.774261,-1.807472,3.18405,-17.32639,-3.756497,-3.112665,2.946327,1964,-1.365786,23.39397,-15.6356,2492,1.705358,12.60367,15.33609,0.025408,0.094949,0.090578,1.069535,0.307191,475.8031,132,0.111197,-0.000296,-0.080597,-0.047955,-0.133388,0.004945,4.139892,8.085691,-0.230491,0.123352,0.000012,0.000751,422.1951,0.386408,angry
0.031288,0.619578,2.596847,-8.730452,1.978487,1.815831,3.048526,2342,2.430459,12.85429,-11.75353,2140,0.258724,10.41846,11.19144,0.038113,0.135039,0.13225,-0.305572,0.343734,472.4051,2902,0.038223,-0.002105,0.083305,0.12553,0.23117,0.003952,3.250012,7.229548,-0.041675,0.10268,0.000092,0.000579,279.759,0.24544,angry
0.646495,-6.372481,3.794793,-21.30318,2.150101,-2.143217,2.912568,1814,2.71195,38.6215,-19.11628,66,-0.748898,12.15264,17.33804,0.023593,0.124419,0.120716,2.589007,0.577469,422.7616,247,-0.550027,-0.000905,-0.039878,0.166997,0.18215,0.002744,5.455481,7.436969,0.081331,0.128082,-0.000192,0.000752,432.5531,-0.010523,angry
0.249046,2.843522,4.283491,-19.86373,-1.155175,-2.986833,3.156432,1147,-3.193606,32.65938,-21.05058,314,-3.402961,20.85644,23.79606,0.018754,0.130808,0.140945,1.418984,0.462303,479.1305,223,0.439594,-0.000469,-0.064761,0.087112,0.285195,-0.01084,6.725272,10.43819,0.077182,0.161601,0.000472,0.002161,1788.063,0.029531,angry
0.997061,-8.010454,2.636904,-30.76267,-7.938497,-3.168612,3.421879,1949,-1.689043,65.12745,-26.5717,1286,-4.718587,31.85978,65.09468,0.022989,0.064659,0.071133,5.445993,0.606815,479.1305,1662,-0.898587,-0.001426,0.35307,0.11745,-0.189279,-0.014384,5.826036,11.21762,-0.149436,0.145011,-0.000172,0.000876,1251.613,-0.018274,angry
2.465912,0.519054,2.954777,-7.496104,2.36269,2.232611,3.382325,2846,0.521531,7.982316,-7.746886,1230,1.186857,11.68569,7.691413,0.00363,0.028641,0.033321,3.133662,0.331418,290.1615,69,-1.317776,-0.003961,-0.28041,-0.30794,0.172047,0.00213,3.357255,5.790096,0.093578,0.09876,0.000015,0.00065,26.0253,-0.120667,angry
-0.539378,6.678446,3.221386,-11.39884,4.354507,7.033264,3.322415,785,-2.002654,18.59107,-11.42222,2914,-0.711314,15.33658,15.99888,0.027828,0.12617,0.103466,-0.148384,0.39661,440.8,406,-0.356063,-0.000067,-0.036721,0.040958,0.049832,0.002199,4.19269,8.335737,-0.123582,0.113484,0.000007,0.000588,250.3738,-0.20642,angry
2.641475,2.490695,3.939945,-15.67803,-4.75837,-5.769017,3.024243,2955,-0.956438,13.24677,-19.47997,2880,-8.235691,7.180567,9.109895,0.019359,0.092064,0.085693,0.692562,0.314618,465.7461,57,-2.073415,0.003895,0.163126,0.311698,0.560974,-0.000501,3.08451,5.998978,0.100848,0.103524,0.000073,0.000341,145.1124,-0.057492,angry
0.819302,2.095599,3.13667,-24.54022,-1.926915,-4.768859,3.52368,1635,-0.049684,25.65928,-19.04402,2838,-4.0918,12.81794,15.83289,0.00363,0.051321,0.036534,2.575456,0.413382,464.0515,2191,-0.658521,-0.001198,0.607923,0.438131,-0.050255,0.014679,6.05454,8.128839,-0.11161,0.131254,-0.000841,0.002363,1247.394,-0.034687,angry
1.215451,3.924123,3.3573,-16.25711,0.376516,3.151637,2.664518,2864,0.234523,24.7022,-14.11424,2761,-2.468633,15.34922,14.49698,0.007864,0.078653,0.104271,1.489758,0.305914,468.9362,1514,-1.009174,-0.003482,-0.339989,-0.182143,-0.157848,-0.012181,3.911528,9.381919,0.039592,0.11712,0.000121,0.001096,1211.656,0.004694,angry
-0.029981,-1.994686,3.33014,-11.82896,0.215571,-0.330875,2.93914,2151,0.956003,15.32111,-13.37208,435,-1.524415,11.21839,13.32458,0.010889,0.117165,0.081111,0.428366,0.379046,452.9257,11,-0.1465,-0.001224,0.087178,0.069651,0.040215,0.006898,3.904774,7.99262,-0.094665,0.138838,-0.000374,0.00089,504.3983,-0.181464,angry
0.452223,-3.383634,2.906147,-11.9845,-1.618643,-1.181816,2.815978,2942,-1.27337,13.29695,-17.88662,286,-0.334005,9.092168,10.65189,0.018149,0.109448,0.128443,1.039487,0.371458,445.298,2793,-1.053677,-0.00021,-0.133656,-0.085701,0.023412,0.000159,3.45285,5.288845,-0.020608,0.094268,-0.000018,0.000421,283.5165,0.010153,angry
0.634691,3.354712,2.84566,-14.47474,0.488368,1.390709,2.983493,2694,1.546998,32.54345,-14.17474,2011,-0.730188,9.936229,15.10043,0.007864,0.067318,0.075608,0.784749,0.279962,370.9145,2725,-2.075226,0.002064,0.020694,0.287917,-0.091575,0.006674,4.604738,6.187225,0.064829,0.109639,0.000148,0.000768,183.2582,0.049281,angry
1.157404,-3.722642,3.450933,-16.38411,-2.502462,-2.472834,3.205753,2091,-4.262194,15.83428,-20.49239,815,-4.215149,10.34894,15.41029,0.011494,0.044677,0.035977,0.588076,0.494602,479.1305,317,-1.373769,-0.001811,-0.376664,0.17493,0.090472,0.00494,3.60637,6.675882,0.03851,0.164871,0.000049,0.000965,1310.19,0.031769,angry
0.942606,3.260044,3.222331,-11.6735,0.391712,1.483316,2.923583,2447,-1.413321,11.34891,-13.81024,2620,-2.313958,10.09442,11.16737,0.07562,0.183646,0.172816,1.211962,0.231642,477.4314,2107,-0.213374,-0.001014,0.011493,0.092906,0.145323,-0.005335,2.984854,6.772373,-0.073825,0.108996,0.000037,0.000476,204.6195,0.242017,angry
1.658596,-3.564304,2.871229,-31.20655,-5.254664,-5.53687,4.421534,979,-2.343173,15.05857,-13.12665,181,-2.379112,5.268169,11.05599,0.036298,0.131853,0.134394,3.087336,0.235188,360.0372,1700,0.182878,0.000727,0.220104,0.258961,0.198266,0.00706,3.533356,6.674988,-0.027756,0.099498,0.000104,0.000305,69.44556,-0.030068,angry
-1.144549,-3.453816,3.479382,-13.55553,0.39742,1.763955,2.962615,785,0.140088,9.955062,-8.969317,1209,0.987312,10.5067,9.504972,0.039927,0.143898,0.149804,0.065811,0.197549,351.9474,1925,-0.264221,0.001588,0.084086,-0.1912,-0.1537,0.000578,4.484528,6.463531,0.108588,0.077248,0.000009,0.000268,36.61793,-0.168,angry
-0.355033,-2.250053,4.040894,-11.40202,0.549643,-0.019331,3.087391,2875,-2.04652,11.91803,-13.62987,2787,-2.486631,9.201348,10.96281,0.019359,0.09012,0.090155,0.439585,0.315885,468.9362,291,-0.812103,0.000745,-0.058852,0.061761,-0.158402,0.004468,3.711648,6.888293,-0.008896,0.107658,-0.000216,0.00068,357.5098,0.137752,angry
0.649126,-0.278158,2.978704,-8.178588,5.225734,5.826446,3.729135,1861,1.939848,19.7236,-22.87614,1737,-2.330496,12.12352,11.80711,0.013914,0.088428,0.074811,1.12563,0.251996,403.105,1154,-0.369937,0.000908,0.243037,-0.135089,0.030238,-0.005466,4.098609,6.407543,-0.156136,0.082621,0.000081,0.000453,125.9658,0.166975,angry
0.152367,-2.374317,2.538943,-10.8954,0.604395,-0.082187,2.935453,243,0.972011,16.23109,-12.36806,2501,-0.333757,12.11383,13.7807,0.020569,0.147279,0.177355,0.929462,0.245395,479.1305,1822,-0.579699,0.000709,0.207312,0.066513,-0.03731,0.002914,4.131749,7.38629,-0.10043,0.131543,0.000163,0.000607,363.0554,-0.079301,angry
0.841824,3.644705,3.658231,-15.36808,1.078194,1.361001,3.127757,2825,-1.729725,14.26808,-19.81299,2922,-6.117909,15.39549,16.67238,0.011494,0.095881,0.085411,1.340835,0.262303,475.1006,444,0.42581,-0.000613,-0.400471,0.15711,-0.161083,0.005863,4.430083,9.611223,0.147162,0.134508,0.000078,0.00071,540.5855,0.107068,angry
0.532283,-1.323605,2.882138,-7.656538,2.45318,2.433483,3.048505,768,0.46645,10.05423,-14.95738,184,-3.678922,8.276046,11.42628,0.054446,0.156254,0.155097,-0.037279,0.218319,0,1180,-0.277126,-0.001377,-0.056489,0.043742,0.049777,0.002777,4.37546,8.224621,-0.096533,0.088931,0.000001,0.000164,0,0,angry
0.606623,-0.484711,2.919963,-16.1306,-2.572431,-2.099221,3.588993,1609,-1.326763,24.12487,-17.11151,2630,1.348525,6.489874,13.71973,0.015729,0.154053,0.152281,0.571534,0.267781,351.3623,1258,-2.311273,-0.000453,-0.228055,-0.121683,0.01208,0.009647,3.805775,5.417484,-0.034931,0.106584,0.00004,0.000572,111.4516,-0.039765,angry
0.718139,-8.661407,3.642288,-26.25839,-4.140157,-6.293877,3.954727,2394,1.362057,20.51519,-23.97292,2118,-3.643202,9.157239,15.94775,0.016939,0.140464,0.123696,2.102482,0.476929,333.9394,2908,-0.397212,0.004658,-0.075505,-0.152792,-0.042716,0.018896,4.816758,8.024866,-0.062843,0.123333,-0.000556,0.000695,233.0291,-0.032592,angry
0.959848,-4.854052,2.970758,-18.39617,0.622129,0.728039,3.479895,950,-1.397611,28.58207,-13.52434,848,-0.00829,13.16768,15.01934,0.005445,0.127065,0.125892,2.158913,0.333058,258.8156,1929,0.122749,0.00484,-0.301873,-0.154064,-0.286685,-0.00259,4.850984,8.855547,-0.021373,0.128655,-0.000101,0.001124,211.4714,0.086474,angry
-0.402202,0.083649,3.018763,-16.98193,0.677136,-1.229198,3.48652,813,-0.817854,19.97079,-15.5989,406,-1.831677,13.68042,17.97159,0.008469,0.152172,0.188209,0.616009,0.426737,425.2836,730,-0.734933,0.000837,0.094604,-0.042326,-0.022547,0.001761,4.059791,8.090872,-0.164724,0.141397,0.000096,0.000987,671.1244,-0.138925,angry
0.342249,5.49577,3.706338,-14.0889,0.113685,-1.240969,2.846559,2788,1.81951,16.23681,-18.06544,31,3.03387,8.295259,11.8291,0.036903,0.167298,0.177082,0.205125,0.368725,479.1305,2382,-0.585194,-0.000308,-0.378879,0.230504,0.105594,-0.005841,4.647988,7.077829,-0.048715,0.132287,0.00012,0.001143,853.1628,0.087088,angry
0.087978,2.252926,3.058946,-16.28012,-0.220512,-0.068329,3.827544,2609,0.697526,21.49383,-18.36754,2909,-4.486981,11.57874,15.86157,0.018149,0.172398,0.135309,1.666275,0.325153,472.4758,1924,0.117139,-0.000814,-0.211978,-0.069158,-0.139646,0.008425,4.515599,8.481557,0.112732,0.138409,0.00006,0.000939,654.8247,0.013898,angry
0.42481,2.165841,3.187634,-13.87962,-2.13033,-4.446819,2.958236,1337,-5.594519,11.78778,-13.65673,76,-1.041605,6.572351,11.83381,0.043557,0.150413,0.148326,0.092553,0.233276,0,2814,-0.186734,0.000243,-0.123517,-0.038822,0.12087,0.007997,4.265283,7.003323,-0.075729,0.068853,0.000088,0.000136,0,0,angry
1.353255,-4.880327,4.402601,-21.07388,-2.025816,-1.946889,3.614216,1474,-4.014965,34.46563,-13.6358,2834,-1.127657,12.68339,35.7001,0.010889,0.088802,0.080096,2.215697,0.401747,479.1305,38,-0.346437,-0.001659,0.1124,-0.082846,-0.024887,0.003023,6.793555,12.55674,-0.153539,0.146564,-0.000123,0.002376,907.5524,0.037192,angry
0.186366,-2.764588,3.172541,-11.00898,1.547408,2.570397,3.135438,161,-2.299995,10.18828,-9.233218,774,-0.277848,13.27077,10.54926,0.061101,0.164908,0.156731,0.464762,0.24603,356.4389,74,-0.90272,0.00137,0.072376,0.068167,-0.105095,-0.000998,3.422309,8.400877,-0.198476,0.104257,0.00016,0.000377,71.07915,-0.077711,angry
0.102636,1.468825,2.758429,-12.99343,-0.039058,-0.751865,3.260803,945,-0.959254,11.98622,-18.58346,2018,-2.944367,7.602989,14.40062,0.022384,0.17345,0.197517,0.11773,0.285631,401.1056,527,-0.109769,0.001947,-0.139201,0.299462,0.021368,0.005429,4.573241,8.085683,-0.056126,0.132655,0.000178,0.000455,228.7444,0.120554,angry
0.412424,7.458747,4.002049,-14.1419,4.393435,8.143451,3.114571,2577,1.123652,23.39901,-21.2974,2894,0.38159,12.73973,16.07185,0.00363,0.040171,0.046272,5.282501,0.339397,408.2882,538,0.071008,-0.003326,-0.02044,-0.182493,0.018886,-0.003224,6.091584,8.812771,-0.021603,0.113377,-0.000064,0.001274,319.4032,0.168606,angry
0.941574,5.198523,2.446152,-15.43584,0.058934,2.484679,3.187876,2762,-1.430346,18.03355,-14.112,2276,-3.852939,9.680305,11.66579,0.006655,0.054652,0.066842,0.642462,0.218313,468.9362,1968,-0.443501,0.000753,-0.091204,-0.209978,0.191693,0.003087,4.32476,7.867702,0.002999,0.151353,0.000126,0.000856,403.1064,0.258263,angry
2.144486,3.499902,3.440967,-20.96573,-0.882862,-0.099007,3.740696,1342,3.451849,20.43762,-22.15074,1600,-8.501184,6.582468,14.65109,0.006655,0.017887,0.021524,2.470598,0.593297,472.5423,1330,1.099558,-0.00308,-0.965049,-0.183264,-0.210097,-0.00085,3.696603,6.611053,-0.026797,0.161583,0.000124,0.000283,1067.107,-0.085203,angry
0.825337,3.317619,5.357126,-13.16555,-0.059934,-0.597848,3.054252,1718,-1.403425,12.17131,-15.39193,1913,-1.403732,11.42443,11.23545,0.009679,0.06689,0.03974,1.593171,0.368562,434.4225,1642,-0.686575,0.002381,-0.667066,0.174025,-0.180319,-0.002493,3.602449,6.775476,-0.162793,0.135332,-0.000122,0.000917,472.9432,-0.057802,angry
0.647594,5.329953,4.07265,-19.1873,1.0652,-2.864095,3.408806,785,-1.826027,20.24591,-15.17358,409,-2.069452,12.48922,14.40369,0.003025,0.079683,0.082223,2.78112,0.265041,425.4273,571,-0.710616,-0.002019,0.126286,0.198228,0.158064,-0.01227,4.37996,8.708925,0.095173,0.094202,0.000058,0.00033,71.97337,0.040276,angry
0.91898,0.225598,2.796175,-16.10028,0.095453,-0.366101,3.428,697,0.348274,21.33502,-11.44197,2585,-0.815252,8.431697,14.46055,0.016334,0.074728,0.074084,0.568599,0.360234,365.25,1972,-0.834854,-0.000643,0.138071,0.058638,0.214444,-0.003496,4.632796,8.364432,0.088585,0.130336,0.000058,0.000856,492.6004,0.094981,angry
1.364354,8.049868,3.836518,-14.70822,2.994132,3.303884,3.404742,2402,3.880399,24.86842,-12.92934,1077,0.246985,19.45868,17.14107,0.004235,0.056191,0.054734,2.930015,0.341951,450.1946,2005,-1.575777,0.002497,-0.231551,0.081533,-0.215708,0.003808,4.120344,10.03652,-0.048351,0.137075,0.000221,0.001058,572.4291,0.03567,angry
4.166346,-6.526893,4.934295,-14.88138,-1.062132,-3.425964,3.348557,1425,0.826843,17.76601,-19.35086,2515,-3.591487,15.01299,15.57477,0.019964,0.164581,0.1872,1.203844,0.414923,440.8,116,-1.044494,-0.00024,-0.088122,-0.051929,0.293624,-0.004713,3.745671,5.895619,-0.021762,0.081907,-0.00015,0.000564,653.9391,-0.07153,angry
1.839709,-1.278931,3.553611,-24.74621,-2.471094,0.181571,4.164186,2522,0.676665,16.89459,-12.98769,2519,-1.289703,11.58474,19.27291,0.00605,0.026781,0.024101,1.940332,0.383679,456.82,543,-0.730159,-0.00231,-0.377128,0.151536,0.165675,-0.00683,4.318188,10.01421,0.114455,0.120196,0.000101,0.000841,562.905,0.1259,angry
0.20316,-0.840362,3.068511,-11.44126,-0.1608,-0.671309,2.969173,394,2.039885,16.08153,-10.03909,677,2.552829,6.555004,10.26379,0.036298,0.129118,0.119881,0.234886,0.318408,436.7889,72,-0.378487,-0.000266,0.129057,0.123821,-0.014437,0.003657,3.981728,6.748989,0.148148,0.123995,-0.000045,0.000685,320.3877,-0.064002,angry
-0.171292,6.300583,2.9884,-10.46236,-0.656663,-1.002738,3.059463,900,-3.187767,11.88157,-11.76994,525,-0.282391,7.416747,8.657239,0.062311,0.180277,0.181537,-0.477037,0.239719,0,334,-0.134817,-0.002222,-0.054803,0.179241,0.13832,-0.001058,4.759504,8.121702,0.082903,0.042926,0.000014,0.000162,0,0,angry
0.804371,-1.687618,3.764678,-21.02278,1.467445,2.037088,4.432251,2882,0.810746,21.30195,-17.78427,2555,-1.605097,10.82845,15.69215,0.022989,0.125639,0.122309,1.379918,0.26984,424.6068,1340,-0.622955,-0.000549,-0.103316,0.289549,0.135801,-0.004503,4.897764,7.313663,-0.018377,0.138772,0.000068,0.000541,260.1395,-0.008277,angry
1.75682,4.341308,3.609061,-8.036496,4.549966,5.898274,2.558163,2121,0.725348,21.64785,-16.13583,137,3.879524,10.33763,12.93332,0.020569,0.061372,0.051516,2.019065,0.36619,447.4897,1129,-0.777428,0.002469,-0.592277,0.001929,0.085659,-0.00723,3.201571,5.723356,0.056277,0.096586,0.000017,0.000627,368.1255,0.054293,angry
0.275121,1.477994,3.493184,-11.13176,0.673499,0.286939,3.304929,2690,-0.256598,16.65134,-17.58399,1912,-2.453223,7.191109,14.19383,0.012704,0.115598,0.125748,0.77522,0.206593,354.545,1497,-0.592187,-0.000445,-0.267377,0.039687,-0.104438,-0.001321,5.478049,7.202815,0.087593,0.097693,0.000035,0.000404,64.1866,0.56058,angry
-0.042243,10.17681,1.887611,-13.62954,-0.654292,-2.60645,3.670782,635,-0.970763,13.31248,-17.59981,1564,-0.614086,7.420455,16.29995,0.009679,0.156443,0.043458,-0.13158,0.456664,479.1305,1470,-1.245597,-0.003567,-1.013851,0.125956,0.138823,-0.011937,3.371539,7.223004,-0.035418,0.13762,0.000086,0.001447,903.2247,0.129595,angry
0.932364,0.345294,2.932648,-17.42485,0.682195,0.020989,2.673673,2505,-3.663853,33.2653,-22.9586,2568,-10.10257,9.729632,19.60778,0.006655,0.12144,0.095345,1.056188,0.707347,436.2359,852,-0.414455,0.003435,-0.150875,1.186364,0.280089,-0.000544,4.896972,7.956991,0.001885,0.14897,-0.000022,0.001844,1244.33,-0.047729,angry
1.761767,-0.031929,2.96297,-15.28106,1.123951,1.255256,3.843654,417,4.936747,14.51945,-13.71646,1302,2.299832,9.077081,13.17197,0.00726,0.084661,0.084799,2.084312,0.2996,260.8376,1002,-1.266826,0.000067,-0.704386,-0.233411,-0.071801,-0.005348,3.210542,8.382313,-0.060058,0.128561,0.000195,0.000521,86.7606,0.189596,angry
-0.242315,-3.840251,3.717754,-13.11311,1.306343,0.943068,2.955628,2392,3.679902,20.13682,-13.64337,952,1.474411,14.85525,19.29479,0.030248,0.179779,0.168045,0.960461,0.33592,479.1305,2951,0.821802,-0.002938,0.098984,0.36056,0.211197,-0.001169,4.682646,9.841265,-0.140529,0.132411,0.00023,0.000656,529.6552,0.070387,angry
2.047073,1.470404,3.269895,-11.93108,5.0177,6.727375,3.31,1101,7.326378,28.32215,-13.58936,39,0.525351,15.36518,19.02272,0.003025,0.065571,0.076867,2.378163,0.359288,464.2468,2963,-0.651906,0.003846,-0.108637,-0.878275,-0.122584,-0.010368,4.289859,9.876074,-0.210926,0.146122,-0.00074,0.001093,400.5857,-0.01044,angry
-1.116189,3.100397,3.886261,-10.18207,1.412576,0.944842,3.023458,1825,0.04486,13.85998,-12.38345,623,-0.898292,12.10536,15.28548,0.022989,0.136498,0.143297,-0.179175,0.239695,0,2444,-0.144685,-0.00019,0.146906,0.087293,-0.114931,-0.0016,4.587068,9.140562,-0.151925,0.086444,-0.00002,0.000243,0,0,angry
0.163431,7.944242,3.198072,-15.07307,0.065753,0.044478,3.496138,625,-1.153765,14.0157,-16.31801,1465,-2.642626,14.83067,12.88013,0.018149,0.127621,0.103526,0.148076,0.201369,461.4212,284,-0.97748,0.001153,-0.51705,-0.028299,-0.020999,-0.001776,3.796731,7.714083,0.103799,0.131421,0.00025,0.000884,493.1797,0.187037,angry
0.356408,-1.930105,2.756473,-14.82492,1.178991,2.767464,3.157893,900,1.427105,19.9155,-12.64497,2882,-0.940619,14.91637,14.99923,0.009679,0.078735,0.078495,0.479019,0.350089,468.9362,1520,-1.259942,0.001088,0.257653,0.154278,0.026836,0.010034,3.992367,7.00147,-0.076433,0.098345,-0.000214,0.000461,551.3418,0.102745,angry
0.907164,0.26412,2.703481,-15.66957,2.608391,1.122758,3.152895,2719,1.953893,21.41379,-18.93325,2393,-1.563803,11.29579,22.89595,0.00484,0.080387,0.027037,1.0079,0.236795,467.9034,1488,-0.953494,-0.00499,-0.090759,0.052782,-0.161599,0.001894,4.921055,9.598249,0.149595,0.11812,-0.00019,0.001218,941.5467,0.01792,angry
0.514612,0.036094,3.077804,-14.10366,-0.103672,-0.945727,3.499377,1319,0.487703,19.55797,-14.45894,1614,-1.144719,12.0769,12.40426,0.013309,0.110737,0.100425,0.611525,0.253018,470.8433,1328,-0.965846,-0.002788,-0.134945,0.133037,0.29678,-0.001242,4.187284,8.048151,-0.030742,0.125074,0.00002,0.000398,98.75768,-0.132646,angry
0.485006,5.556977,2.79009,-10.73887,2.808573,3.166231,2.684172,130,-0.043019,19.46077,-12.80666,2674,0.237921,6.869509,19.37002,0.009679,0.070272,0.078821,0.894803,0.553946,468.9362,1556,-1.041241,-0.000426,-0.741968,-0.700577,-0.00263,-0.008612,4.597542,7.770692,0.234976,0.145187,0.00003,0.00123,823.1003,0.033479,angry
-0.220291,0.510768,3.231701,-10.30423,1.905909,1.676137,3.069276,1357,1.460918,17.64007,-18.86444,1041,-0.424261,13.68056,16.45218,0.037508,0.150338,0.155433,0.288195,0.245966,232.5649,1424,0.321799,0.002922,0.174686,0.45485,0.187043,-0.007854,4.103263,6.106689,-0.02358,0.074017,-0.00006,0.000276,6.699767,-0.046599,angry
0.8523,1.711958,2.915187,-9.990871,4.545233,5.300643,3.621377,1657,-0.147955,12.23194,-11.03154,460,-0.488894,12.77389,9.579291,0.012704,0.118619,0.145161,1.493364,0.212144,0,1044,-0.134355,-0.001364,-0.141467,-0.043471,-0.161545,0.008249,4.199018,8.020269,-0.134959,0.054691,-0.000042,0.000143,0,0,angry
1.201332,-0.391806,2.557548,-20.64663,-3.488969,-2.166132,3.067979,1600,-1.823808,36.63306,-20.34295,862,-0.881585,8.495325,23.26081,0.014519,0.100818,0.111001,1.326163,0.468547,409.2357,1023,-1.140952,0.000456,-0.730192,-0.152858,-0.223948,-0.00037,3.912271,8.115464,0.084745,0.129453,-0.000004,0.000871,420.7208,-0.085241,angry
1.131412,-0.998909,4.156665,-12.1277,0.090353,0.559572,3.934632,1993,0.900912,15.73312,-15.50729,1861,-0.031166,8.850924,9.709678,0.006655,0.111765,0.084102,1.191845,0.166478,363.0365,658,-0.927146,-0.000616,0.570183,-0.037795,0.325709,-0.002732,3.816687,6.241035,-0.060783,0.114134,0.000053,0.000396,121.3877,-0.111768,angry
0.202079,-3.877323,3.092689,-13.45273,-0.416371,-0.957743,2.837353,690,0.520949,14.05734,-22.28959,779,-1.869361,14.51108,20.03032,0.018754,0.116523,0.118366,0.163291,0.256995,380.13,1661,-0.227969,-0.001376,-0.283935,0.204175,0.202355,0.007971,4.261366,8.786182,-0.058361,0.077394,0.00007,0.000307,36.46376,0.311844,angry
1.148146,3.752147,3.253941,-23.994,-0.319085,-0.99996,3.586735,2777,-2.223768,24.18495,-11.28569,128,-1.038835,10.46027,19.27741,0.009679,0.098243,0.111897,2.855407,0.218172,297.8378,2125,-0.754547,0.002843,0.304588,0.206281,-0.206712,0.011667,4.661008,8.230866,0.111348,0.105465,0.000249,0.000953,292.6275,-0.109098,angry
0.882141,-2.391054,3.271703,-13.92415,-1.186468,-3.19403,2.588433,2834,-3.61869,11.87447,-12.91433,200,1.123903,8.858289,9.503953,0.019964,0.107824,0.057663,1.225164,0.390903,449.7959,530,-1.228282,0.003169,0.1552,0.035798,-0.032418,-0.008717,3.296781,6.265873,0.029173,0.074791,-0.000172,0.000388,177.4631,-0.174357,angry
1.154913,-1.561065,8.648861,-16.37967,3.628819,4.828372,3.019636,1564,-3.296624,17.41174,-16.86918,2704,-0.853442,15.11045,12.14629,0.010284,0.076362,0.059982,0.979035,0.273084,411.5027,2753,-0.68853,-0.001915,-0.255392,-0.115864,-0.021468,-0.011286,4.738971,7.015293,-0.203808,0.121776,-0.000025,0.000541,213.1332,0.143929,angry
0.954097,1.004506,2.894205,-21.08438,-3.091429,-3.82364,2.914042,2608,-4.055916,26.37527,-24.16844,1636,-4.952686,18.92357,21.97891,0.008469,0.064666,0.056645,1.616283,0.508439,468.9362,1791,-0.522964,-0.000401,-0.030159,-0.075528,0.054794,0.00276,4.385059,10.0541,-0.033485,0.142355,0.000309,0.001754,1335.595,-0.086348,angry
-0.443977,2.632772,3.065828,-7.339085,2.688346,3.828437,3.410292,2971,2.109743,7.179026,-14.84951,2693,-2.716612,11.22985,10.20699,0.032668,0.129057,0.13457,-0.129192,0.226482,0,2378,0.432104,0.001266,-0.048093,-0.017568,0.046037,-0.008085,3.211379,6.703049,0.038104,0.058495,0.00002,0.000155,0,0,angry
