@attribute Std_Acc1000_Std_Mem40_SCF_19 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_20 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_11 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_3 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_4 numeric
@attribute BeatHisto_MidBPM numeric
@attribute BeatHisto_MeanACR numeric
@attribute BeatHisto_MaxHPS numeric
@attribute BeatHisto_Flatness numeric
@attribute output {angry,notangry}

@data

0.174733,0.12128,0.347704,0.693041,-0.032847,1.75505,0.552815,0.411711,0.531953,0.462142,2.568452,0.446967,0.786546,1.483397,1.215682,1.268024,3.433684,0.114639,0.117368,0.069761,0.032473,0.043512,0.049181,0.0093,0.29122,0.159101,0.135217,0.215569,0.333962,0.348345,0.582385,0.084662,0.097151,0.093592,0.083401,0.127202,0.259718,0.056078,0.099211,0.18703,0.150795,0.237842,0.427272,0.728187,0.015922,0.038919,0.050214,111.75,0.573386,1.004229,0.001573,angry
0.157098,0.118935,0.243298,0.246765,-0.102261,1.864241,0.495023,0.453667,0.30957,0.418692,2.573074,0.557264,0.854572,2.198349,2.168802,3.232835,2.90218,0.179302,0.137168,0.090042,0.047071,0.046987,0.068401,0.010222,0.287279,0.211838,0.238544,0.244895,0.324096,0.367993,0.906436,0.089693,0.083903,0.074788,0.07774,0.122158,0.264822,0.114257,0.300366,2.270387,0.115856,0.540112,0.642647,0.355665,0.027176,0.039564,0.052743,135.25,0.568809,1.003682,0.001535,angry
0.069072,0.040105,0.097982,0.467063,-0.205815,1.865522,0.448526,0.433465,0.410299,0.436622,2.556833,0.497234,0.885235,1.493381,1.671445,3.03343,3.47782,0.13767,0.140119,0.119771,0.032552,0.041111,0.065541,0.010727,0.180742,0.279869,0.28469,0.245176,0.501816,0.434742,0.923732,0.10388,0.097479,0.0999,0.070132,0.123946,0.255106,0.076343,0.167491,0.578,0.101947,0.265024,0.813338,0.590243,0.024757,0.033176,0.044298,103.5,0.577649,1.004674,0.001562,angry
0.094147,0.056397,0.141655,0.701081,0.249004,1.761773,0.399426,0.475896,0.479219,0.455476,2.570211,0.470222,0.992268,1.527985,2.14086,1.853112,2.932935,0.153215,0.113682,0.079652,0.039016,0.046061,0.054659,0.009381,0.28087,0.209812,0.238861,0.203288,0.352912,0.664135,0.60714,0.102333,0.102794,0.109442,0.074393,0.125225,0.259703,0.076707,0.189342,1.027128,0.144013,0.260129,0.392991,0.523444,0.029394,0.038746,0.046928,117.5,0.593504,1.005531,0.001434,angry
0.074197,0.051054,0.120984,0.312693,0.06447,1.83388,0.39984,0.489829,0.445861,0.419518,2.576136,0.60485,1.030422,1.944971,2.895054,2.273264,3.446589,0.160801,0.13223,0.124,0.044799,0.069978,0.085571,0.012451,0.311431,0.303042,0.341797,0.229102,0.399483,0.739558,1.062582,0.09822,0.079273,0.080136,0.072237,0.125086,0.258344,0.099678,0.231691,7.361909,0.140774,0.25728,0.472373,0.610472,0.028804,0.033834,0.044445,103.5,0.542187,1.009048,0.001407,angry
0.116684,0.073331,0.212236,0.486025,0.004468,1.710292,0.47949,0.47291,0.502308,0.416352,2.55612,0.41328,0.896466,1.367413,1.268282,1.407942,3.140156,0.118227,0.102023,0.074127,0.027711,0.036982,0.042258,0.00904,0.17575,0.165708,0.214041,0.210361,0.391175,0.470636,0.681064,0.101419,0.08642,0.09749,0.075066,0.123084,0.25828,0.072297,0.103625,0.364788,0.116211,0.375276,0.407681,0.507987,0.031149,0.039385,0.050172,105,0.565817,1.002617,0.001597,angry
0.128786,0.089361,0.217504,0.056366,0.192441,1.882144,0.52139,0.485561,0.497122,0.420982,2.57256,0.461238,0.892184,1.53802,1.624358,1.58614,3.739557,0.12934,0.139997,0.089544,0.039929,0.040257,0.065075,0.010907,0.363445,0.238956,0.183016,0.272376,0.492622,0.449345,1.361447,0.095122,0.11701,0.10427,0.075704,0.122121,0.260241,0.101476,0.318845,1.437443,0.15266,0.292876,1.177513,0.732323,0.037294,0.037405,0.047358,116.75,0.579258,1.003925,0.001588,angry
0.137145,0.09011,0.243316,0.167428,0.161388,1.831338,0.403139,0.346687,0.41256,0.281127,2.563338,0.537109,0.926269,1.731831,1.941507,2.021622,3.169237,0.133856,0.129056,0.083521,0.038333,0.047759,0.04637,0.009546,0.386656,0.270377,0.282051,0.229631,0.4931,0.501786,0.904148,0.100368,0.110123,0.085803,0.082416,0.128007,0.256811,0.107904,0.193218,1.001718,0.140076,0.2657,0.46812,0.581094,0.02377,0.035444,0.050861,107.75,0.575243,1.00291,0.001592,angry
0.068276,0.042781,0.384461,0.625555,-0.381686,2.056128,0.382713,0.36664,0.374027,0.383687,2.58818,0.643724,1.297675,1.826722,2.141339,2.534162,4.093865,0.165432,0.161422,0.106436,0.056775,0.065442,0.06174,0.010958,0.248346,0.724456,0.338196,0.279503,0.40146,0.517193,0.916613,0.144306,0.081213,0.073181,0.076685,0.125893,0.26181,0.148635,0.309942,4.14517,0.114374,0.362938,0.810906,0.829048,0.026408,0.029613,0.041327,114,0.555651,1.004548,0.00153,angry
0.14276,0.109725,0.282291,-0.281077,0.267865,2.036388,0.387776,0.356146,0.374092,0.375299,2.548812,0.733838,1.120514,1.882127,2.36918,2.317897,3.644628,0.168103,0.118985,0.080079,0.052548,0.052926,0.07259,0.011561,0.253078,0.191914,0.194795,0.243479,0.391546,0.510456,0.980812,0.085082,0.088185,0.069188,0.071866,0.121921,0.256523,0.10097,0.127549,6.303392,0.133916,0.273758,0.536204,0.594977,0.022335,0.038431,0.048145,121.5,0.582365,1.005996,0.001325,angry
0.131678,0.08743,0.255053,0.636465,-0.051754,1.79046,0.480834,0.495664,0.497035,0.389677,2.562069,0.429922,1.088034,1.459132,1.417215,1.53339,3.059608,0.12562,0.119547,0.073326,0.033522,0.041213,0.045747,0.009081,0.324974,0.208198,0.184583,0.230403,0.54756,0.692684,0.770333,0.093814,0.120022,0.113538,0.077458,0.126129,0.258001,0.091511,0.170651,0.670642,0.112312,0.245929,0.481863,0.821988,0.028429,0.037682,0.05012,103.5,0.530697,1.005014,0.001541,angry
0.127639,0.097977,0.201418,0.432555,0.468658,1.91905,0.46582,0.421399,0.454172,0.387961,2.569137,0.546602,0.898313,1.375495,1.810926,2.079359,3.706563,0.142242,0.109478,0.082252,0.0299,0.04764,0.04486,0.009784,0.184964,0.160291,0.151369,0.257438,0.340617,0.445058,0.936627,0.087664,0.078252,0.070149,0.074504,0.119105,0.256534,0.077348,0.137247,1.188015,0.128133,0.214909,1.016979,0.526865,0.02026,0.030663,0.045603,109.5,0.589936,1.002538,0.001629,angry
0.147868,0.105723,0.260354,0.452297,-0.035048,1.823926,0.458034,0.336647,0.43926,0.391785,2.57577,0.458051,0.806794,1.576405,2.104057,1.848746,4.149697,0.13028,0.115626,0.087637,0.032628,0.043722,0.05464,0.009282,0.26649,0.282192,0.210967,0.251532,0.405081,0.520208,1.044523,0.107774,0.128162,0.108903,0.077425,0.12322,0.261785,0.079957,0.200338,0.900187,0.133822,0.279601,0.665353,1.143479,0.028877,0.035669,0.043229,97.25,0.581604,1.006029,0.001514,angry
0.092866,0.063417,0.146101,0.458837,0.061997,1.865502,0.453721,0.443053,0.42811,0.431769,2.539513,0.591377,0.980003,1.528709,1.876968,2.043639,3.270572,0.143824,0.1142,0.086178,0.035153,0.05244,0.059128,0.010407,0.26937,0.283176,0.16474,0.24761,0.412739,0.547807,0.913915,0.140869,0.138568,0.136643,0.082835,0.130801,0.258195,0.123122,0.34766,12.292187,0.180162,0.355259,0.513059,0.797706,0.028611,0.035585,0.046288,114.25,0.603192,1.004849,0.001367,angry
0.041556,0.02553,0.050629,1.132175,0.380954,1.789044,0.542968,0.486922,0.533439,0.464136,2.52973,0.409517,0.809988,1.364434,1.913672,1.29819,3.35309,0.125508,0.125271,0.260919,0.031471,0.037944,0.0465,0.012315,0.260231,0.182426,0.133025,0.224226,0.269691,0.348733,0.667511,0.101748,0.080851,0.084413,0.066908,0.110129,0.251232,0.053884,0.085277,0.173238,0.114161,0.252122,0.753573,0.598936,0.018051,0.038893,0.046629,109,0.538812,1.004932,0.001491,angry
0.075954,0.051317,0.114888,0.643735,0.17451,2.020622,0.460443,0.449156,0.390364,0.415735,2.567503,0.46882,0.81651,1.55252,1.556591,1.811002,3.641608,0.11621,0.102211,0.16067,0.02718,0.045414,0.052294,0.016791,0.516341,0.276089,0.548636,0.348062,0.78666,0.967025,2.020549,0.107349,0.105224,0.215802,0.085553,0.118931,0.25606,0.075476,0.165258,0.742667,0.185849,0.290108,1.722853,1.445651,0.027489,0.033367,0.044012,82.5,0.550257,1.00309,0.001563,angry
0.071991,0.046606,0.110468,0.251795,0.261358,1.854977,0.499446,0.443481,0.408084,0.399561,2.549327,0.48253,0.921602,1.708393,2.091648,2.004121,3.30965,0.136753,0.110694,0.099598,0.028754,0.048068,0.054725,0.010264,0.281507,0.270844,0.250892,0.245847,0.609008,0.54835,1.995396,0.114268,0.115263,0.110726,0.083591,0.121991,0.256711,0.102222,0.173045,1.874572,0.122576,0.287362,0.726236,0.900086,0.025059,0.023494,0.039861,124.5,0.612134,1.004429,0.001514,angry
0.114308,0.078799,0.1601,-0.204898,0.257694,1.805648,0.54746,0.519621,0.378367,0.423549,2.511445,0.444925,0.839879,1.249505,1.378108,1.789464,3.501537,0.150832,0.117102,0.071454,0.037803,0.033141,0.051762,0.009652,0.166277,0.146062,0.099657,0.22144,0.340761,0.416077,0.881456,0.093265,0.127003,0.085415,0.066423,0.13488,0.255229,0.074698,0.284238,2.114111,0.099017,0.286818,0.435228,0.497474,0.03188,0.030895,0.04099,106.5,0.57678,1.002635,0.001604,angry
0.133548,0.103763,0.202982,0.066677,0.391446,1.793611,0.506253,0.496262,0.423485,0.416735,2.544093,0.471332,0.922077,1.551188,1.642068,2.042859,3.471152,0.132956,0.115195,0.087645,0.031625,0.035903,0.044576,0.010285,0.282371,0.20692,0.240387,0.245686,0.482358,0.512806,0.827417,0.08957,0.089663,0.079132,0.070064,0.117837,0.255408,0.058754,0.152116,1.092222,0.13646,0.225661,0.797363,0.617071,0.031765,0.036452,0.046029,143.5,0.54661,1.003004,0.001584,angry
0.203237,0.157902,0.368276,0.234082,-0.049607,1.795272,0.375823,0.415235,0.436863,0.229602,2.424398,0.404949,1.028591,1.575413,1.8765,1.915692,5.452627,0.146347,0.115138,0.038711,0.034207,0.03563,0.038173,0.01085,0.155332,0.156808,0.303768,0.22059,0.372771,0.560248,1.202004,0.094092,0.093251,0.123208,0.07749,0.124442,0.245565,0.105195,0.165228,0.64062,0.115498,0.303939,0.492751,0.647604,0.02568,0.035783,0.049104,90,0.573306,1.002749,0.001603,angry
0.139038,0.094489,0.237518,-0.050641,0.130597,1.773325,0.508148,0.521049,0.500434,0.451823,2.566755,0.449129,1.003766,1.25588,1.308601,1.507591,3.130849,0.119979,0.09545,0.074372,0.028804,0.037547,0.038694,0.009265,0.173043,0.176998,0.142499,0.222614,0.422436,0.488673,0.981282,0.084257,0.089797,0.101948,0.075823,0.125174,0.262669,0.075336,0.208405,1.114603,0.118271,0.382538,0.460461,0.63686,0.02718,0.03814,0.047934,122.25,0.571849,1.002822,0.001609,angry
0.153747,0.111898,0.266468,-0.230208,-0.029378,1.778335,0.460069,0.454841,0.423253,0.449656,2.582348,0.50677,0.947185,1.363819,1.6878,1.960481,3.388005,0.141325,0.105338,0.074277,0.033646,0.044384,0.074299,0.009422,0.196402,0.168967,0.166068,0.229583,0.351979,0.443269,0.844296,0.093244,0.08507,0.077238,0.075661,0.126985,0.260269,0.065098,0.190914,3.725114,0.105511,0.198869,0.334207,0.442084,0.023006,0.035831,0.046519,102.75,0.591784,1.004779,0.001542,angry
0.117318,0.073725,0.193258,0.274057,0.168409,1.762208,0.540881,0.537509,0.537272,0.394749,2.549427,0.46223,0.815393,1.062805,1.083111,1.188166,3.059635,0.114109,0.096881,0.073651,0.028463,0.038348,0.041635,0.010164,0.163571,0.177326,0.133787,0.21019,0.334776,0.383671,0.547163,0.092635,0.085809,0.081043,0.0744,0.124498,0.255015,0.0657,0.12092,0.399366,0.099966,0.254616,0.451679,0.518083,0.028907,0.034676,0.04569,90,0.577131,1.003738,0.001594,angry
0.047461,0.02764,0.057234,0.484383,0.009988,1.80715,0.526634,0.525251,0.420391,0.48184,2.542289,0.420462,0.889015,1.326567,1.444549,1.984456,2.744428,0.136006,0.130384,0.198216,0.022033,0.039374,0.063166,0.012147,0.356946,0.192449,0.183283,0.227865,0.349395,0.483127,1.872272,0.095167,0.084152,0.089694,0.074538,0.13019,0.253914,0.083379,0.101371,0.374858,0.105522,0.253506,0.389183,0.437097,0.027492,0.032212,0.040923,97.5,0.590234,1.002997,0.001583,angry
0.124772,0.084415,0.22554,-0.017345,0.342382,1.906735,0.429012,0.441788,0.43968,0.399403,2.565354,0.574163,1.030868,1.471924,1.773064,1.965424,3.959594,0.145747,0.123158,0.087026,0.043046,0.047008,0.058506,0.010188,0.244562,0.206058,0.190701,0.263708,0.479423,0.457054,0.939593,0.096962,0.087896,0.073907,0.079868,0.127469,0.263223,0.074348,0.164648,1.094393,0.126951,0.325538,0.575949,0.759482,0.021113,0.035923,0.044166,116.25,0.558634,1.004091,0.001515,angry
0.179381,0.142478,0.303168,0.050235,-0.172571,1.85452,0.529221,0.507736,0.517762,0.410108,2.542973,0.501815,1.139582,1.153227,1.350753,1.374381,3.881056,0.122014,0.098092,0.069214,0.03944,0.035323,0.042865,0.009363,0.207703,0.215538,0.136123,0.242113,0.44691,0.547769,0.647034,0.083948,0.082467,0.105006,0.077199,0.120219,0.255639,0.08469,0.173857,1.277034,0.127784,0.295002,0.458258,0.429912,0.026076,0.038465,0.050209,121.5,0.599938,1.00304,0.001595,angry
0.107405,0.070507,0.170446,0.299309,-0.063195,1.810664,0.488749,0.482995,0.493748,0.363151,2.543495,0.428649,0.903133,1.302846,1.479971,1.573083,3.622992,0.125838,0.119907,0.097514,0.028783,0.045042,0.049835,0.011395,0.274946,0.277228,0.266495,0.23135,0.396118,0.366954,1.208629,0.09989,0.113061,0.108496,0.078375,0.128474,0.255964,0.065754,0.243723,2.069312,0.122485,0.22565,0.384728,0.665651,0.028376,0.035177,0.04226,96.5,0.556073,1.006588,0.001427,angry
0.096745,0.073785,0.155099,0.150856,0.291237,2.009716,0.374809,0.374193,0.360165,0.417283,2.564844,0.788018,1.164961,1.811982,2.148362,2.450843,3.154716,0.168885,0.140578,0.114455,0.050399,0.073223,0.079169,0.011267,0.274859,0.141822,0.219597,0.25239,0.468021,0.472724,0.937541,0.088443,0.078738,0.069698,0.072311,0.127237,0.262728,0.1123,0.161241,8.114906,0.103278,0.19513,0.585883,0.676958,0.022064,0.031928,0.041568,117,0.611096,1.003941,0.001508,angry
0.203781,0.162021,0.348795,0.653584,0.098354,1.7017,0.590983,0.55886,0.536693,0.443708,2.542744,0.40443,0.751874,1.064549,1.118542,1.234119,3.322552,0.118237,0.103616,0.068704,0.037794,0.03377,0.042915,0.009442,0.189619,0.11156,0.09199,0.21069,0.297535,0.344082,0.695542,0.091743,0.081456,0.077682,0.079301,0.124483,0.258056,0.06023,0.232306,4.258836,0.102102,0.201229,0.696917,0.51827,0.033845,0.041646,0.052059,102.5,0.581486,1.00337,0.001597,angry
0.074838,0.057224,0.115979,1.175701,0.394961,2.243347,0.325587,0.317717,0.251383,0.365466,2.581217,0.482607,0.864159,1.76657,2.064354,2.224418,5.889874,0.122963,0.142505,0.227514,0.030721,0.052133,0.058343,0.00894,0.708693,0.446821,0.537535,0.319287,0.563527,0.72166,1.762698,0.192739,0.126553,0.135663,0.070484,0.11233,0.254443,0.094439,0.209983,4.236142,0.195406,0.460878,1.231901,1.710719,0.031225,0.03378,0.044676,120.5,0.555111,1.003351,0.001501,angry
0.092956,0.059277,0.123631,-0.087324,0.006151,1.877244,0.52293,0.528156,0.436414,0.387372,2.581846,0.520519,1.01978,1.509442,1.838452,1.812875,3.494056,0.135221,0.128231,0.081111,0.026132,0.049759,0.047057,0.009825,0.253699,0.259691,0.162015,0.248202,0.418185,0.47023,0.932264,0.101121,0.111893,0.088616,0.075349,0.129152,0.262674,0.085972,0.213351,12.953896,0.108005,0.20497,0.395694,0.408998,0.027857,0.035395,0.045618,112.25,0.598424,1.00396,0.001531,angry
0.134099,0.099778,0.218255,0.395111,0.229017,1.770465,0.481285,0.465305,0.507261,0.418443,2.571327,0.44557,0.967704,1.506095,1.391171,1.464866,2.890586,0.121342,0.100579,0.074612,0.034049,0.036087,0.038004,0.009425,0.212974,0.199142,0.165492,0.215657,0.44576,0.51022,0.681836,0.088155,0.083581,0.096292,0.070374,0.119622,0.257059,0.071858,0.212744,0.974817,0.100183,0.284514,0.48062,0.679114,0.01825,0.035192,0.046656,117.5,0.576781,1.00282,0.001605,angry
0.12296,0.099172,0.202333,-0.79962,0.224678,1.858396,0.409615,0.35118,0.42275,0.356957,2.557919,0.579144,0.955972,1.34086,1.500631,1.861545,4.810768,0.132138,0.112422,0.112246,0.026213,0.054729,0.062714,0.010589,0.691126,0.42901,0.372482,0.238066,0.433204,0.493272,2.932853,0.103317,0.149929,0.108529,0.078933,0.134182,0.256379,0.107617,0.30488,16.673932,0.161915,0.371684,0.908605,0.704704,0.03071,0.033994,0.043609,117.5,0.574159,1.002677,0.001601,angry
0.132785,0.095322,0.189103,0.512198,-0.177845,1.896945,0.427725,0.411817,0.374446,0.2634,2.50027,0.672073,1.366219,2.031514,2.560155,2.499529,4.934418,0.175623,0.160256,0.091316,0.057232,0.060369,0.068956,0.011474,0.451244,0.362238,0.283233,0.241221,0.360101,0.535186,0.946589,0.089449,0.088851,0.091149,0.077001,0.122181,0.254335,0.145309,0.541773,60.602719,0.118089,0.332782,0.819006,0.898707,0.025585,0.033488,0.048211,112,0.576415,1.003448,0.00154,angry
0.066713,0.055891,0.089646,0.619831,0.049792,2.043217,0.23989,0.202543,0.251748,0.37947,2.576631,0.589588,0.99216,2.020591,2.289438,2.686147,4.156404,0.154922,0.179126,0.205372,0.027717,0.058168,0.078243,0.010184,0.866539,0.491191,0.732475,0.355605,0.624592,0.687536,1.8672,0.172212,0.124616,0.113291,0.078263,0.132289,0.263696,0.172841,0.255109,47.121801,0.181169,0.526597,1.520332,1.247084,0.035753,0.030045,0.03818,86.5,0.566823,1.002818,0.001541,angry
0.031333,0.018741,0.151995,0.47755,0.36111,1.872029,0.585887,0.580313,0.436955,0.454677,2.521309,0.392557,0.811695,1.520733,1.310638,2.108868,3.505591,0.123095,0.103512,0.235065,0.030164,0.065306,0.081672,0.011929,0.184013,0.167514,0.138701,0.258744,0.333502,0.365344,0.737723,0.095863,0.101005,0.07879,0.063469,0.117859,0.257033,0.05941,0.086483,0.106065,0.120394,0.180402,0.386827,0.647957,0.033335,0.027457,0.043203,86.5,0.529864,1.010584,0.001418,angry
0.123231,0.08245,0.217025,0.159963,0.565385,1.848995,0.423446,0.384445,0.436111,0.401924,2.559006,0.46928,0.973606,1.467498,1.829019,1.73518,3.222506,0.129977,0.115893,0.088027,0.035449,0.036402,0.038897,0.009974,0.267071,0.232329,0.155522,0.241394,0.404598,0.501016,0.858958,0.089876,0.089997,0.084774,0.072687,0.120857,0.255189,0.111932,0.124342,0.396986,0.144282,0.381709,0.575729,0.554007,0.03096,0.040367,0.046115,122.5,0.609603,1.003738,0.001564,angry
0.090413,0.062698,0.139658,0.07299,-0.272436,1.888563,0.452589,0.399559,0.459266,0.34742,2.515956,0.404632,0.858534,1.45568,1.280729,1.805911,5.570854,0.114564,0.103479,0.090584,0.020575,0.03963,0.04719,0.009,0.19531,0.180652,0.168759,0.268955,0.427037,0.436718,0.795094,0.088459,0.102361,0.090101,0.075188,0.125391,0.25594,0.059775,0.108456,0.365454,0.132707,0.202762,0.446915,0.434413,0.027752,0.031615,0.040678,96,0.603877,1.003354,0.001555,angry
0.051591,0.034227,0.066663,0.715073,0.204288,2.067915,0.459734,0.470366,0.491897,0.428568,2.569748,0.460209,1.439459,1.349058,1.354255,1.642715,3.488844,0.144483,0.121467,0.150586,0.031535,0.086871,0.068859,0.013284,0.240248,0.409917,0.2424,0.241491,0.562845,0.99598,0.833135,0.11281,0.141419,0.138183,0.07381,0.128944,0.255937,0.093065,0.126682,2.01732,0.132354,0.36595,0.362594,0.519529,0.037174,0.020974,0.037464,84.75,0.569988,1.010924,0.001245,angry
0.081075,0.04998,0.155893,0.680451,-0.19839,1.852234,0.436493,0.332665,0.378978,0.442467,2.566973,0.514845,0.9752,1.674207,2.015904,2.160128,3.519965,0.165097,0.143054,0.128962,0.045394,0.055083,0.069545,0.011602,0.202272,0.154422,0.176037,0.244394,0.52183,0.915435,1.83979,0.091396,0.094934,0.13383,0.080338,0.122963,0.257733,0.102383,0.167081,0.474773,0.111485,0.26753,1.248609,0.903123,0.034547,0.038665,0.04989,150.75,0.574525,1.005388,0.00153,angry
0.109701,0.068609,0.179198,0.299437,0.198496,1.79647,0.443072,0.433767,0.467375,0.402597,2.562533,0.492948,1.036705,1.515769,2.017279,1.722024,3.454583,0.132894,0.113162,0.087866,0.033412,0.045962,0.051094,0.010533,0.219473,0.125005,0.17702,0.23183,0.423388,0.491619,0.767418,0.093849,0.093849,0.092029,0.078182,0.12932,0.260446,0.07914,0.128329,1.543054,0.111512,0.322709,0.663174,0.619574,0.025051,0.031879,0.039992,126,0.592188,1.00361,0.001545,angry
0.118646,0.085077,0.184612,0.778391,0.079214,1.777983,0.450463,0.479586,0.439902,0.403352,2.55342,0.415309,0.828397,1.318401,1.415603,1.80819,3.289143,0.125963,0.111443,0.073694,0.02943,0.040695,0.044372,0.009092,0.398139,0.241681,0.189356,0.210939,0.470622,0.534866,1.614123,0.099197,0.09321,0.107185,0.077439,0.123538,0.258108,0.057187,0.182459,0.91998,0.138918,0.34614,0.624439,0.988008,0.028797,0.034025,0.044597,102.5,0.573699,1.002772,0.001598,angry
0.069731,0.040109,0.096232,0.210159,0.239172,1.887686,0.473984,0.478411,0.457039,0.437755,2.574093,0.611847,0.931934,1.268821,1.47005,1.916733,2.792803,0.147671,0.11397,0.091561,0.030472,0.04747,0.061266,0.009409,0.288427,0.178984,0.180996,0.239596,0.347848,0.55315,0.825666,0.115743,0.093491,0.082545,0.073373,0.12755,0.263151,0.062137,0.130542,0.332486,0.168739,0.340532,0.450268,0.834185,0.029064,0.035561,0.047525,103.5,0.534672,1.00622,0.001479,angry
0.044908,0.032105,0.054672,0.581068,0.49629,1.822111,0.39541,0.422684,0.465634,0.424838,2.540401,0.464328,1.083217,1.628579,1.605103,1.810067,3.331354,0.129534,0.12217,0.121602,0.030725,0.058411,0.053702,0.010292,0.224336,0.340913,0.187652,0.267448,0.392954,0.713919,0.766059,0.156096,0.091884,0.104196,0.067964,0.121049,0.258652,0.082461,0.207579,2.058878,0.12342,0.273697,1.259333,0.896218,0.031458,0.025394,0.03826,114.25,0.560332,1.00376,0.001585,angry
0.179097,0.127713,0.350483,0.537809,0.226688,1.806871,0.539525,0.534354,0.48757,0.397058,2.504431,0.424544,0.968208,1.303085,1.318481,1.626688,3.823998,0.126343,0.102814,0.069564,0.029068,0.036086,0.044749,0.009667,0.198678,0.164588,0.139688,0.235749,0.526863,0.532432,0.736584,0.090989,0.082568,0.093433,0.078373,0.126173,0.253671,0.061803,0.124722,0.38318,0.135955,0.345379,0.424527,0.846141,0.033282,0.040524,0.051184,95,0.572867,1.003352,0.00159,angry
0.130576,0.094258,0.211653,0.436746,0.12396,1.783576,0.556799,0.525135,0.504983,0.438575,2.546378,0.481949,0.812174,1.109129,1.273814,1.602252,3.208879,0.128966,0.102839,0.072456,0.031195,0.047371,0.050675,0.010129,0.202159,0.189438,0.158086,0.218932,0.311588,0.376839,1.224438,0.08867,0.091299,0.084222,0.075893,0.12112,0.257186,0.068863,0.187055,2.113052,0.15002,0.293455,0.308206,0.441908,0.028834,0.034093,0.044586,96,0.602583,1.004987,0.001492,angry
0.144879,0.097636,0.258055,0.315324,0.051294,1.726976,0.531017,0.530322,0.532457,0.438745,2.576912,0.424249,1.004598,1.156833,1.141026,1.195364,3.697306,0.116476,0.097857,0.074626,0.037893,0.036727,0.037226,0.010395,0.392043,0.259918,0.161893,0.203373,0.346877,0.392657,0.607472,0.096962,0.087461,0.072424,0.078038,0.128951,0.259185,0.064151,0.165161,0.759282,0.094684,0.237873,0.403504,0.717602,0.030194,0.035986,0.048445,117.5,0.559957,1.002566,0.001594,angry
0.090487,0.063105,0.133617,0.417636,-0.002203,1.840632,0.524637,0.498557,0.478537,0.44409,2.570684,0.449549,1.006699,1.503318,1.442522,1.618562,2.957073,0.129215,0.116405,0.087267,0.032433,0.043899,0.056743,0.01027,0.2965,0.16921,0.098913,0.228343,0.45502,0.487368,0.64581,0.087968,0.09103,0.087372,0.067333,0.121967,0.261504,0.073461,0.144709,0.721913,0.133057,0.23256,0.432624,0.57645,0.032939,0.0311,0.041254,120.5,0.583746,1.003717,0.001587,angry
0.086201,0.047998,0.134929,0.07545,0.100785,1.827347,0.495734,0.459137,0.520319,0.416364,2.571221,0.486318,0.891911,1.336659,1.275209,1.316304,3.166048,0.120394,0.114072,0.084067,0.031073,0.047012,0.056237,0.010071,0.236736,0.192491,0.153054,0.238739,0.444214,0.407091,0.606943,0.085616,0.088635,0.105556,0.072209,0.123885,0.258353,0.066284,0.147597,0.333836,0.124774,0.28367,0.603848,0.557321,0.028299,0.035728,0.048763,118.75,0.575756,1.004152,0.00157,angry
0.152857,0.107888,0.277063,0.226144,0.067512,1.851946,0.51281,0.497874,0.518035,0.449036,2.532375,0.457707,0.917107,1.432175,1.460783,1.401608,3.53576,0.119567,0.119591,0.06967,0.035144,0.03841,0.045995,0.009869,0.207128,0.215613,0.197888,0.247176,0.366426,0.397393,1.126686,0.089384,0.087567,0.09062,0.07811,0.125193,0.257121,0.066308,0.138975,0.981047,0.129105,0.200036,0.970162,0.640158,0.022783,0.037128,0.045758,96.25,0.567562,1.003306,0.001589,angry
0.09191,0.051222,0.13452,0.705956,0.256946,1.783364,0.505382,0.492146,0.421491,0.461207,2.567381,0.465951,1.080199,1.647298,1.944897,2.414764,2.918596,0.162963,0.116055,0.077018,0.038165,0.051385,0.066035,0.009978,0.261579,0.184166,0.178462,0.211376,0.354369,0.472423,0.659955,0.075171,0.083206,0.086116,0.080025,0.129002,0.262958,0.086987,0.101874,0.270013,0.104206,0.325691,0.592043,0.544039,0.033836,0.035935,0.049545,84.75,0.556007,1.003313,0.001565,angry
0.154315,0.111683,0.27508,0.227767,0.132056,1.851673,0.529604,0.503229,0.548029,0.425256,2.559186,0.393319,0.825381,1.065733,1.136948,1.326764,3.607054,0.108988,0.095127,0.069829,0.03185,0.036126,0.040772,0.009384,0.193754,0.253893,0.19802,0.239163,0.430211,0.388379,0.48509,0.083151,0.0839,0.097486,0.075138,0.124828,0.257707,0.069494,0.192886,0.684945,0.109459,0.272605,0.274071,0.494818,0.023019,0.036986,0.047333,123.5,0.584322,1.004055,0.00158,angry
0.153615,0.105457,0.269747,1.057898,-0.093916,1.902304,0.449549,0.44801,0.424295,0.433053,2.48035,0.469102,0.892193,1.380825,1.533484,2.161628,3.551927,0.135921,0.125454,0.065425,0.035979,0.050013,0.052901,0.009419,0.421459,0.257212,0.228612,0.267368,0.735344,0.602355,0.994704,0.098806,0.123238,0.112128,0.080205,0.126029,0.256379,0.076668,0.18803,1.180972,0.142194,0.334915,0.916998,0.747847,0.027552,0.035124,0.048685,83.75,0.528064,1.003765,0.00156,angry
