@relation 'wav/all/marsyas.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-Rlast_arff_file/psysound.arff-weka.filters.unsupervised.attribute.Remove-Rlast_wav/all//opensmile.arff-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute Mean_Acc1000_Mean_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_3 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_10 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_11 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_15 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_20 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_17 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_9 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_13 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_14 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_15 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_21 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_15 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_18 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_21 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_1 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_4 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_6 numeric
@attribute Std_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_3 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_7 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_9 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_16 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_2 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_5 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_8 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_4 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_7 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_15 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_PeakRatio_Average numeric
@attribute Std_Acc1000_Std_Mem40_PeakRatio_Minimum numeric
@attribute Std_Acc1000_Std_Mem40_SCF_4 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_11 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_19 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_20 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_11 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_3 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_4 numeric
@attribute BeatHisto_MidBPM numeric
@attribute BeatHisto_MeanACR numeric
@attribute BeatHisto_MaxHPS numeric
@attribute BeatHisto_Flatness numeric
@attribute mean_Loudness numeric
@attribute std_Loudness numeric
@attribute mean_SharpnessA numeric
@attribute std_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_SharpnessZ numeric
@attribute mean_Spectral_Dissonance(HK) numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute mean_Spectral_Dissonance(S) numeric
@attribute std_Spectral_Dissonance(S) numeric
@attribute mean_Timbral_Width numeric
@attribute std_Timbral_Width numeric
@attribute mean_Tonal_Dissonance(HK) numeric
@attribute std_Tonal_Dissonance(HK) numeric
@attribute mean_Tonal_Dissonance(S) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric
@attribute pcm_RMSenergy_sma_skewness numeric
@attribute mfcc_sma[3]_linregc2 numeric
@attribute mfcc_sma[4]_kurtosis numeric
@attribute mfcc_sma[7]_min numeric
@attribute mfcc_sma[7]_amean numeric
@attribute mfcc_sma[7]_linregc2 numeric
@attribute mfcc_sma[7]_kurtosis numeric
@attribute mfcc_sma[8]_maxPos numeric
@attribute mfcc_sma[9]_linregc2 numeric
@attribute mfcc_sma[9]_linregerrQ numeric
@attribute mfcc_sma[11]_min numeric
@attribute mfcc_sma[11]_maxPos numeric
@attribute mfcc_sma[11]_linregc2 numeric
@attribute mfcc_sma[12]_max numeric
@attribute mfcc_sma[12]_linregerrQ numeric
@attribute pcm_zcr_sma_min numeric
@attribute pcm_zcr_sma_amean numeric
@attribute pcm_zcr_sma_linregc2 numeric
@attribute pcm_zcr_sma_skewness numeric
@attribute voiceProb_sma_linregc2 numeric
@attribute F0_sma_max numeric
@attribute mfcc_sma_de[1]_minPos numeric
@attribute mfcc_sma_de[1]_skewness numeric
@attribute mfcc_sma_de[2]_amean numeric
@attribute mfcc_sma_de[3]_skewness numeric
@attribute mfcc_sma_de[5]_skewness numeric
@attribute mfcc_sma_de[6]_skewness numeric
@attribute mfcc_sma_de[8]_linregc2 numeric
@attribute mfcc_sma_de[9]_max numeric
@attribute mfcc_sma_de[12]_range numeric
@attribute mfcc_sma_de[12]_skewness numeric
@attribute voiceProb_sma_de_max numeric
@attribute voiceProb_sma_de_linregc2 numeric
@attribute voiceProb_sma_de_linregerrQ numeric
@attribute F0_sma_de_linregerrQ numeric
@attribute F0_sma_de_skewness numeric
@attribute output {angry,notangry}

@data
0.081075,0.04998,0.155893,0.680451,-0.19839,1.852234,0.436493,0.332665,0.378978,0.442467,2.566973,0.514845,0.9752,1.674207,2.015904,2.160128,3.519965,0.165097,0.143054,0.128962,0.045394,0.055083,0.069545,0.011602,0.202272,0.154422,0.176037,0.244394,0.52183,0.915435,1.83979,0.091396,0.094934,0.13383,0.080338,0.122963,0.257733,0.102383,0.167081,0.474773,0.111485,0.26753,1.248609,0.903123,0.034547,0.038665,0.04989,150.75,0.574525,1.005388,0.00153,74.03092,5.064497,1.411719,0.562565,0.927977,0.89854,0.12546,96.5997,5.289174,235.2026,1.225213,0.023633,0.023066,0.258692,0.000098,0.013275,11491,0.468634,0,0.984021,0.12119,0,0.015734,0.002522,523.3468,147221.8,1.215451,3.924123,3.3573,-16.25711,0.376516,3.151637,2.664518,2864,0.234523,24.7022,-14.11424,2761,-2.468633,15.34922,14.49698,0.007864,0.078653,0.104271,1.489758,0.305914,468.9362,1514,-1.009174,-0.003482,-0.339989,-0.182143,-0.157848,-0.012181,3.911528,9.381919,0.039592,0.11712,0.000121,0.001096,1211.656,0.004694,angry
0.109701,0.068609,0.179198,0.299437,0.198496,1.79647,0.443072,0.433767,0.467375,0.402597,2.562533,0.492948,1.036705,1.515769,2.017279,1.722024,3.454583,0.132894,0.113162,0.087866,0.033412,0.045962,0.051094,0.010533,0.219473,0.125005,0.17702,0.23183,0.423388,0.491619,0.767418,0.093849,0.093849,0.092029,0.078182,0.12932,0.260446,0.07914,0.128329,1.543054,0.111512,0.322709,0.663174,0.619574,0.025051,0.031879,0.039992,126,0.592188,1.00361,0.001545,93.04119,6.099823,1.507408,0.650015,1.316748,0.904741,0.092081,30.69666,5.435379,159.0704,0.663318,0.010967,0.013581,0.193663,0.000086,0.008909,1195.965,0.232682,0,0.9747,0.102278,0,0.024676,0.002564,804.2494,101218.3,-0.029981,-1.994686,3.33014,-11.82896,0.215571,-0.330875,2.93914,2151,0.956003,15.32111,-13.37208,435,-1.524415,11.21839,13.32458,0.010889,0.117165,0.081111,0.428366,0.379046,452.9257,11,-0.1465,-0.001224,0.087178,0.069651,0.040215,0.006898,3.904774,7.99262,-0.094665,0.138838,-0.000374,0.00089,504.3983,-0.181464,angry
0.118646,0.085077,0.184612,0.778391,0.079214,1.777983,0.450463,0.479586,0.439902,0.403352,2.55342,0.415309,0.828397,1.318401,1.415603,1.80819,3.289143,0.125963,0.111443,0.073694,0.02943,0.040695,0.044372,0.009092,0.398139,0.241681,0.189356,0.210939,0.470622,0.534866,1.614123,0.099197,0.09321,0.107185,0.077439,0.123538,0.258108,0.057187,0.182459,0.91998,0.138918,0.34614,0.624439,0.988008,0.028797,0.034025,0.044597,102.5,0.573699,1.002772,0.001598,92.1934,5.85941,1.476086,0.639693,1.198499,0.90016,0.158871,64.69756,5.491458,80.15037,0.598456,0.011901,0.014224,0.060935,0.000124,0.017687,3394.24,0.170114,0,0.89747,0.107473,0,0.092079,0.003583,852.0724,112181.7,0.452223,-3.383634,2.906147,-11.9845,-1.618643,-1.181816,2.815978,2942,-1.27337,13.29695,-17.88662,286,-0.334005,9.092168,10.65189,0.018149,0.109448,0.128443,1.039487,0.371458,445.298,2793,-1.053677,-0.00021,-0.133656,-0.085701,0.023412,0.000159,3.45285,5.288845,-0.020608,0.094268,-0.000018,0.000421,283.5165,0.010153,angry
0.069731,0.040109,0.096232,0.210159,0.239172,1.887686,0.473984,0.478411,0.457039,0.437755,2.574093,0.611847,0.931934,1.268821,1.47005,1.916733,2.792803,0.147671,0.11397,0.091561,0.030472,0.04747,0.061266,0.009409,0.288427,0.178984,0.180996,0.239596,0.347848,0.55315,0.825666,0.115743,0.093491,0.082545,0.073373,0.12755,0.263151,0.062137,0.130542,0.332486,0.168739,0.340532,0.450268,0.834185,0.029064,0.035561,0.047525,103.5,0.534672,1.00622,0.001479,73.65476,5.024616,1.400844,0.777646,1.104825,0.903291,0.105415,49.26458,5.545649,172.6847,0.624838,0.012356,0.053826,0.20182,0.000108,0.011569,1962.016,0.339628,0,0.97004,0.124604,0,0.029082,0.00311,416.894,45474.45,0.634691,3.354712,2.84566,-14.47474,0.488368,1.390709,2.983493,2694,1.546998,32.54345,-14.17474,2011,-0.730188,9.936229,15.10043,0.007864,0.067318,0.075608,0.784749,0.279962,370.9145,2725,-2.075226,0.002064,0.020694,0.287917,-0.091575,0.006674,4.604738,6.187225,0.064829,0.109639,0.000148,0.000768,183.2582,0.049281,angry
0.044908,0.032105,0.054672,0.581068,0.49629,1.822111,0.39541,0.422684,0.465634,0.424838,2.540401,0.464328,1.083217,1.628579,1.605103,1.810067,3.331354,0.129534,0.12217,0.121602,0.030725,0.058411,0.053702,0.010292,0.224336,0.340913,0.187652,0.267448,0.392954,0.713919,0.766059,0.156096,0.091884,0.104196,0.067964,0.121049,0.258652,0.082461,0.207579,2.058878,0.12342,0.273697,1.259333,0.896218,0.031458,0.025394,0.03826,114.25,0.560332,1.00376,0.001585,67.69045,3.77352,1.16472,0.932875,1.061229,0.882184,0.077998,66.08259,7.195129,168.447,0.40651,0.012242,0.103549,0.173141,0.000398,0.007409,5132.956,0.959659,0,0.962051,0.14684,0,0.036534,0.002404,354.6034,17685.75,1.157404,-3.722642,3.450933,-16.38411,-2.502462,-2.472834,3.205753,2091,-4.262194,15.83428,-20.49239,815,-4.215149,10.34894,15.41029,0.011494,0.044677,0.035977,0.588076,0.494602,479.1305,317,-1.373769,-0.001811,-0.376664,0.17493,0.090472,0.00494,3.60637,6.675882,0.03851,0.164871,0.000049,0.000965,1310.19,0.031769,angry
0.179097,0.127713,0.350483,0.537809,0.226688,1.806871,0.539525,0.534354,0.48757,0.397058,2.504431,0.424544,0.968208,1.303085,1.318481,1.626688,3.823998,0.126343,0.102814,0.069564,0.029068,0.036086,0.044749,0.009667,0.198678,0.164588,0.139688,0.235749,0.526863,0.532432,0.736584,0.090989,0.082568,0.093433,0.078373,0.126173,0.253671,0.061803,0.124722,0.38318,0.135955,0.345379,0.424527,0.846141,0.033282,0.040524,0.051184,95,0.572867,1.003352,0.00159,107.0636,7.583258,1.700466,0.500643,1.302143,0.8953,0.149817,66.01142,4.77477,90.08457,0.318327,0.004467,0.002424,0.134758,0.000045,0.015029,4650.486,0.096084,0,0.906791,0.109196,0,0.084577,0.003743,1462.434,190863.5,0.942606,3.260044,3.222331,-11.6735,0.391712,1.483316,2.923583,2447,-1.413321,11.34891,-13.81024,2620,-2.313958,10.09442,11.16737,0.07562,0.183646,0.172816,1.211962,0.231642,477.4314,2107,-0.213374,-0.001014,0.011493,0.092906,0.145323,-0.005335,2.984854,6.772373,-0.073825,0.108996,0.000037,0.000476,204.6195,0.242017,angry
0.130576,0.094258,0.211653,0.436746,0.12396,1.783576,0.556799,0.525135,0.504983,0.438575,2.546378,0.481949,0.812174,1.109129,1.273814,1.602252,3.208879,0.128966,0.102839,0.072456,0.031195,0.047371,0.050675,0.010129,0.202159,0.189438,0.158086,0.218932,0.311588,0.376839,1.224438,0.08867,0.091299,0.084222,0.075893,0.12112,0.257186,0.068863,0.187055,2.113052,0.15002,0.293455,0.308206,0.441908,0.028834,0.034093,0.044586,96,0.602583,1.004987,0.001492,93.52667,6.034723,1.50264,0.713771,1.472482,0.900303,0.156871,34.0975,5.421358,305.8333,0.94542,0.01915,0.025764,0.331675,0.000178,0.026218,1380.263,0.716712,0,0.984021,0.169392,0,0.015734,0.001909,1043.473,415732.7,1.658596,-3.564304,2.871229,-31.20655,-5.254664,-5.53687,4.421534,979,-2.343173,15.05857,-13.12665,181,-2.379112,5.268169,11.05599,0.036298,0.131853,0.134394,3.087336,0.235188,360.0372,1700,0.182878,0.000727,0.220104,0.258961,0.198266,0.00706,3.533356,6.674988,-0.027756,0.099498,0.000104,0.000305,69.44556,-0.030068,angry
0.144879,0.097636,0.258055,0.315324,0.051294,1.726976,0.531017,0.530322,0.532457,0.438745,2.576912,0.424249,1.004598,1.156833,1.141026,1.195364,3.697306,0.116476,0.097857,0.074626,0.037893,0.036727,0.037226,0.010395,0.392043,0.259918,0.161893,0.203373,0.346877,0.392657,0.607472,0.096962,0.087461,0.072424,0.078038,0.128951,0.259185,0.064151,0.165161,0.759282,0.094684,0.237873,0.403504,0.717602,0.030194,0.035986,0.048445,117.5,0.559957,1.002566,0.001594,88.20877,6.261058,1.573674,0.629774,1.326639,0.902685,0.102149,20.76407,4.865323,406.3937,0.978266,0.004048,0.003507,0.259951,0.000044,0.016214,708.1205,0.441106,0,0.950732,0.150963,0,0.046872,0.003151,984.5449,144027.1,-1.144549,-3.453816,3.479382,-13.55553,0.39742,1.763955,2.962615,785,0.140088,9.955062,-8.969317,1209,0.987312,10.5067,9.504972,0.039927,0.143898,0.149804,0.065811,0.197549,351.9474,1925,-0.264221,0.001588,0.084086,-0.1912,-0.1537,0.000578,4.484528,6.463531,0.108588,0.077248,0.000009,0.000268,36.61793,-0.168,angry
0.090487,0.063105,0.133617,0.417636,-0.002203,1.840632,0.524637,0.498557,0.478537,0.44409,2.570684,0.449549,1.006699,1.503318,1.442522,1.618562,2.957073,0.129215,0.116405,0.087267,0.032433,0.043899,0.056743,0.01027,0.2965,0.16921,0.098913,0.228343,0.45502,0.487368,0.64581,0.087968,0.09103,0.087372,0.067333,0.121967,0.261504,0.073461,0.144709,0.721913,0.133057,0.23256,0.432624,0.57645,0.032939,0.0311,0.041254,120.5,0.583746,1.003717,0.001587,92.04365,5.307104,1.369529,0.735804,1.440595,0.90229,0.135036,46.35051,6.17918,55.80016,0.208381,0.004579,0.016964,0.151618,0.000131,0.013918,2305.476,0.198668,0,0.917443,0.104705,0,0.075791,0.003588,684.854,31154.22,-0.355033,-2.250053,4.040894,-11.40202,0.549643,-0.019331,3.087391,2875,-2.04652,11.91803,-13.62987,2787,-2.486631,9.201348,10.96281,0.019359,0.09012,0.090155,0.439585,0.315885,468.9362,291,-0.812103,0.000745,-0.058852,0.061761,-0.158402,0.004468,3.711648,6.888293,-0.008896,0.107658,-0.000216,0.00068,357.5098,0.137752,angry
0.086201,0.047998,0.134929,0.07545,0.100785,1.827347,0.495734,0.459137,0.520319,0.416364,2.571221,0.486318,0.891911,1.336659,1.275209,1.316304,3.166048,0.120394,0.114072,0.084067,0.031073,0.047012,0.056237,0.010071,0.236736,0.192491,0.153054,0.238739,0.444214,0.407091,0.606943,0.085616,0.088635,0.105556,0.072209,0.123885,0.258353,0.066284,0.147597,0.333836,0.124774,0.28367,0.603848,0.557321,0.028299,0.035728,0.048763,118.75,0.575756,1.004152,0.00157,86.78486,5.742322,1.472669,0.616766,1.130413,0.903864,0.207778,110.2787,5.456642,89.19798,0.447609,0.010599,0.010275,0.105124,0.000086,0.029297,9171.33,0.217576,0,0.826232,0.113178,0,0.143669,0.005409,548.1878,52933.15,0.649126,-0.278158,2.978704,-8.178588,5.225734,5.826446,3.729135,1861,1.939848,19.7236,-22.87614,1737,-2.330496,12.12352,11.80711,0.013914,0.088428,0.074811,1.12563,0.251996,403.105,1154,-0.369937,0.000908,0.243037,-0.135089,0.030238,-0.005466,4.098609,6.407543,-0.156136,0.082621,0.000081,0.000453,125.9658,0.166975,angry
0.152857,0.107888,0.277063,0.226144,0.067512,1.851946,0.51281,0.497874,0.518035,0.449036,2.532375,0.457707,0.917107,1.432175,1.460783,1.401608,3.53576,0.119567,0.119591,0.06967,0.035144,0.03841,0.045995,0.009869,0.207128,0.215613,0.197888,0.247176,0.366426,0.397393,1.126686,0.089384,0.087567,0.09062,0.07811,0.125193,0.257121,0.066308,0.138975,0.981047,0.129105,0.200036,0.970162,0.640158,0.022783,0.037128,0.045758,96.25,0.567562,1.003306,0.001589,89.88425,6.284442,1.57226,0.585163,1.157073,0.900308,0.159055,61.78862,4.894341,222.4365,0.813167,0.011372,0.008804,0.190051,0.000097,0.019653,4923.318,0.269797,0,0.911451,0.109565,0,0.080762,0.003945,1121.513,294583.1,0.152367,-2.374317,2.538943,-10.8954,0.604395,-0.082187,2.935453,243,0.972011,16.23109,-12.36806,2501,-0.333757,12.11383,13.7807,0.020569,0.147279,0.177355,0.929462,0.245395,479.1305,1822,-0.579699,0.000709,0.207312,0.066513,-0.03731,0.002914,4.131749,7.38629,-0.10043,0.131543,0.000163,0.000607,363.0554,-0.079301,angry
0.09191,0.051222,0.13452,0.705956,0.256946,1.783364,0.505382,0.492146,0.421491,0.461207,2.567381,0.465951,1.080199,1.647298,1.944897,2.414764,2.918596,0.162963,0.116055,0.077018,0.038165,0.051385,0.066035,0.009978,0.261579,0.184166,0.178462,0.211376,0.354369,0.472423,0.659955,0.075171,0.083206,0.086116,0.080025,0.129002,0.262958,0.086987,0.101874,0.270013,0.104206,0.325691,0.592043,0.544039,0.033836,0.035935,0.049545,84.75,0.556007,1.003313,0.001565,78.77559,5.683062,1.5003,0.741379,1.280592,0.903394,0.100001,28.34632,5.205205,107.8486,0.520681,0.013009,0.053301,0.130534,0.000114,0.011709,880.2462,0.250161,0,0.98735,0.141169,0,0.012498,0.002068,560.9942,143768.9,0.841824,3.644705,3.658231,-15.36808,1.078194,1.361001,3.127757,2825,-1.729725,14.26808,-19.81299,2922,-6.117909,15.39549,16.67238,0.011494,0.095881,0.085411,1.340835,0.262303,475.1006,444,0.42581,-0.000613,-0.400471,0.15711,-0.161083,0.005863,4.430083,9.611223,0.147162,0.134508,0.000078,0.00071,540.5855,0.107068,angry
0.154315,0.111683,0.27508,0.227767,0.132056,1.851673,0.529604,0.503229,0.548029,0.425256,2.559186,0.393319,0.825381,1.065733,1.136948,1.326764,3.607054,0.108988,0.095127,0.069829,0.03185,0.036126,0.040772,0.009384,0.193754,0.253893,0.19802,0.239163,0.430211,0.388379,0.48509,0.083151,0.0839,0.097486,0.075138,0.124828,0.257707,0.069494,0.192886,0.684945,0.109459,0.272605,0.274071,0.494818,0.023019,0.036986,0.047333,123.5,0.584322,1.004055,0.00158,101.7339,6.798819,1.595466,0.594958,1.434183,0.904538,0.111836,30.53366,5.081929,24.84617,0.100725,0.002333,0.001867,0.120188,0.000027,0.01319,1016.48,0.075366,0,0.966045,0.125258,0,0.032824,0.00329,1216.949,111006.7,0.532283,-1.323605,2.882138,-7.656538,2.45318,2.433483,3.048505,768,0.46645,10.05423,-14.95738,184,-3.678922,8.276046,11.42628,0.054446,0.156254,0.155097,-0.037279,0.218319,0,1180,-0.277126,-0.001377,-0.056489,0.043742,0.049777,0.002777,4.37546,8.224621,-0.096533,0.088931,0.000001,0.000164,0,0,angry
0.153615,0.105457,0.269747,1.057898,-0.093916,1.902304,0.449549,0.44801,0.424295,0.433053,2.48035,0.469102,0.892193,1.380825,1.533484,2.161628,3.551927,0.135921,0.125454,0.065425,0.035979,0.050013,0.052901,0.009419,0.421459,0.257212,0.228612,0.267368,0.735344,0.602355,0.994704,0.098806,0.123238,0.112128,0.080205,0.126029,0.256379,0.076668,0.18803,1.180972,0.142194,0.334915,0.916998,0.747847,0.027552,0.035124,0.048685,83.75,0.528064,1.003765,0.00156,98.92453,7.135642,1.663147,0.496615,1.181655,0.888179,0.128236,83.37334,4.904956,337.373,1.542517,0.024352,0.008967,0.232244,0.000133,0.009569,3292.822,0.379743,0,0.976032,0.120216,0,0.023409,0.002609,1148.172,429877.6,0.606623,-0.484711,2.919963,-16.1306,-2.572431,-2.099221,3.588993,1609,-1.326763,24.12487,-17.11151,2630,1.348525,6.489874,13.71973,0.015729,0.154053,0.152281,0.571534,0.267781,351.3623,1258,-2.311273,-0.000453,-0.228055,-0.121683,0.01208,0.009647,3.805775,5.417484,-0.034931,0.106584,0.00004,0.000572,111.4516,-0.039765,angry
0.104798,0.091725,0.223191,0.583797,0.075605,2.069739,0.436487,0.403106,0.407783,0.427873,2.579612,0.439099,0.876327,1.378551,1.555767,1.868521,2.876896,0.122477,0.104151,0.078604,0.039409,0.053282,0.060486,0.011172,0.175401,0.311648,0.168639,0.392713,0.944783,0.779896,1.144782,0.200894,0.237952,0.196935,0.089641,0.133056,0.263959,0.084744,0.291906,10.472885,0.226725,0.322697,0.678854,1.461363,0.04627,0.035098,0.046513,125.5,0.604949,1.003997,0.001501,152.5245,9.174748,1.716793,0.514763,2.508464,0.881776,0.115595,54.16325,5.320913,7941.926,16.36737,0.033661,0.021374,3.425955,0.000405,0.018956,7211.053,3.982684,0,0.796937,0.112685,0,0.161936,0.005222,1125.405,600916.7,0.718139,-8.661407,3.642288,-26.25839,-4.140157,-6.293877,3.954727,2394,1.362057,20.51519,-23.97292,2118,-3.643202,9.157239,15.94775,0.016939,0.140464,0.123696,2.102482,0.476929,333.9394,2908,-0.397212,0.004658,-0.075505,-0.152792,-0.042716,0.018896,4.816758,8.024866,-0.062843,0.123333,-0.000556,0.000695,233.0291,-0.032592,angry
0.126383,0.096152,0.213824,0.032814,-0.191784,1.846947,0.448307,0.456675,0.480814,0.479991,2.558051,0.60835,1.04333,1.592942,2.165728,1.961858,2.750793,0.140376,0.115706,0.08764,0.048151,0.054897,0.08155,0.010483,0.258834,0.171461,0.136595,0.218988,0.329003,0.388179,0.675277,0.089717,0.075903,0.084135,0.074856,0.129882,0.26082,0.088204,0.17269,2.571798,0.132323,0.288832,0.564487,0.430569,0.023048,0.026375,0.043078,127,0.608308,1.003659,0.00151,79.52051,5.652752,1.522744,0.63215,0.921279,0.895877,0.068272,14.17198,4.961769,142.6111,0.693807,0.026195,0.023577,0.128932,0.000152,0.009602,370.4913,0.738387,0,0.654461,0.105477,0,0.226293,0.006635,1050.435,859043,0.959848,-4.854052,2.970758,-18.39617,0.622129,0.728039,3.479895,950,-1.397611,28.58207,-13.52434,848,-0.00829,13.16768,15.01934,0.005445,0.127065,0.125892,2.158913,0.333058,258.8156,1929,0.122749,0.00484,-0.301873,-0.154064,-0.286685,-0.00259,4.850984,8.855547,-0.021373,0.128655,-0.000101,0.001124,211.4714,0.086474,angry
0.157341,0.118178,0.270301,0.444537,0.288143,1.829226,0.377335,0.343586,0.421565,0.393232,2.555421,0.518659,0.99732,1.506636,1.752329,1.833575,3.5308,0.137274,0.127546,0.079965,0.046431,0.03997,0.04205,0.010528,0.248501,0.149965,0.143285,0.246692,0.408975,0.523917,0.85375,0.092851,0.160797,0.110715,0.07813,0.123756,0.25619,0.100877,0.234629,1.881374,0.113027,0.249445,0.529471,0.624289,0.020917,0.035108,0.046883,123.5,0.585791,1.002891,0.00159,91.58643,6.630647,1.631922,0.51634,0.956395,0.893352,0.080145,33.43228,4.622569,155.8547,0.319291,0.007554,0.006391,0.129215,0.000142,0.009029,1205.756,0.407926,0,0.910786,0.118301,0,0.081309,0.003264,1234.368,375643.3,-0.402202,0.083649,3.018763,-16.98193,0.677136,-1.229198,3.48652,813,-0.817854,19.97079,-15.5989,406,-1.831677,13.68042,17.97159,0.008469,0.152172,0.188209,0.616009,0.426737,425.2836,730,-0.734933,0.000837,0.094604,-0.042326,-0.022547,0.001761,4.059791,8.090872,-0.164724,0.141397,0.000096,0.000987,671.1244,-0.138925,angry
0.172057,0.128304,0.29897,0.118687,-0.061742,1.828228,0.460789,0.378242,0.427667,0.333253,2.544577,0.482344,1.052926,1.49314,1.570274,1.975051,4.598897,0.140978,0.134105,0.085631,0.030534,0.039389,0.04414,0.009645,0.250982,0.198643,0.284884,0.265034,0.610426,0.489097,1.531756,0.089474,0.105447,0.117753,0.077892,0.125424,0.258928,0.107765,0.143012,1.1918,0.160325,0.30663,1.518631,1.540143,0.026897,0.039082,0.049611,90.75,0.582515,1.003491,0.001553,95.81634,6.855349,1.648468,0.498726,1.079157,0.890217,0.100423,29.17506,4.635331,154.9217,0.416147,0.007387,0.008539,0.118542,0.000133,0.014019,766.9041,0.316777,0,0.683755,0.111275,0,0.216378,0.006653,1359.547,239641.8,0.342249,5.49577,3.706338,-14.0889,0.113685,-1.240969,2.846559,2788,1.81951,16.23681,-18.06544,31,3.03387,8.295259,11.8291,0.036903,0.167298,0.177082,0.205125,0.368725,479.1305,2382,-0.585194,-0.000308,-0.378879,0.230504,0.105594,-0.005841,4.647988,7.077829,-0.048715,0.132287,0.00012,0.001143,853.1628,0.087088,angry
