@relation 'wav/all/marsyas.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-Rlast_arff_file/psysound.arff-weka.filters.unsupervised.attribute.Remove-Rlast_wav/all//opensmile.arff-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute Mean_Acc1000_Mean_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_3 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_10 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_11 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_15 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_20 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_17 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_9 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_13 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_14 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_15 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_21 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_15 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_18 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_21 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_1 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_4 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_6 numeric
@attribute Std_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_3 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_7 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_9 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_16 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_2 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_5 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_8 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_4 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_7 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_15 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_PeakRatio_Average numeric
@attribute Std_Acc1000_Std_Mem40_PeakRatio_Minimum numeric
@attribute Std_Acc1000_Std_Mem40_SCF_4 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_11 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_19 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_20 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_11 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_3 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_4 numeric
@attribute BeatHisto_MidBPM numeric
@attribute BeatHisto_MeanACR numeric
@attribute BeatHisto_MaxHPS numeric
@attribute BeatHisto_Flatness numeric
@attribute mean_Loudness numeric
@attribute std_Loudness numeric
@attribute mean_SharpnessA numeric
@attribute std_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_SharpnessZ numeric
@attribute mean_Spectral_Dissonance(HK) numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute mean_Spectral_Dissonance(S) numeric
@attribute std_Spectral_Dissonance(S) numeric
@attribute mean_Timbral_Width numeric
@attribute std_Timbral_Width numeric
@attribute mean_Tonal_Dissonance(HK) numeric
@attribute std_Tonal_Dissonance(HK) numeric
@attribute mean_Tonal_Dissonance(S) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric
@attribute pcm_RMSenergy_sma_skewness numeric
@attribute mfcc_sma[3]_linregc2 numeric
@attribute mfcc_sma[4]_kurtosis numeric
@attribute mfcc_sma[7]_min numeric
@attribute mfcc_sma[7]_amean numeric
@attribute mfcc_sma[7]_linregc2 numeric
@attribute mfcc_sma[7]_kurtosis numeric
@attribute mfcc_sma[8]_maxPos numeric
@attribute mfcc_sma[9]_linregc2 numeric
@attribute mfcc_sma[9]_linregerrQ numeric
@attribute mfcc_sma[11]_min numeric
@attribute mfcc_sma[11]_maxPos numeric
@attribute mfcc_sma[11]_linregc2 numeric
@attribute mfcc_sma[12]_max numeric
@attribute mfcc_sma[12]_linregerrQ numeric
@attribute pcm_zcr_sma_min numeric
@attribute pcm_zcr_sma_amean numeric
@attribute pcm_zcr_sma_linregc2 numeric
@attribute pcm_zcr_sma_skewness numeric
@attribute voiceProb_sma_linregc2 numeric
@attribute F0_sma_max numeric
@attribute mfcc_sma_de[1]_minPos numeric
@attribute mfcc_sma_de[1]_skewness numeric
@attribute mfcc_sma_de[2]_amean numeric
@attribute mfcc_sma_de[3]_skewness numeric
@attribute mfcc_sma_de[5]_skewness numeric
@attribute mfcc_sma_de[6]_skewness numeric
@attribute mfcc_sma_de[8]_linregc2 numeric
@attribute mfcc_sma_de[9]_max numeric
@attribute mfcc_sma_de[12]_range numeric
@attribute mfcc_sma_de[12]_skewness numeric
@attribute voiceProb_sma_de_max numeric
@attribute voiceProb_sma_de_linregc2 numeric
@attribute voiceProb_sma_de_linregerrQ numeric
@attribute F0_sma_de_linregerrQ numeric
@attribute F0_sma_de_skewness numeric
@attribute output {angry,notangry}

@data
0.071646,0.044913,0.09273,0.021095,0.013622,1.770875,0.521497,0.490788,0.475487,0.447818,2.571617,0.502583,0.843464,1.326746,1.703403,2.060328,2.55111,0.140215,0.11754,0.075432,0.036896,0.038989,0.052529,0.010516,0.242636,0.213549,0.116213,0.215463,0.367948,0.393807,0.57407,0.090433,0.094861,0.076609,0.073177,0.128379,0.26151,0.079004,0.287043,14.292372,0.113273,0.259551,0.566228,0.438561,0.031044,0.034144,0.047662,91.5,0.545653,1.004203,0.001523,79.95702,5.271354,1.418938,0.827565,1.13016,0.904784,0.11308,43.02678,5.566474,241.7206,0.867247,0.016295,0.105337,0.128669,0.000207,0.012674,2585.6,0.496982,0,0.939414,0.104215,0,0.056953,0.002874,565.7095,174605.1,1.154913,-1.561065,8.648861,-16.37967,3.628819,4.828372,3.019636,1564,-3.296624,17.41174,-16.86918,2704,-0.853442,15.11045,12.14629,0.010284,0.076362,0.059982,0.979035,0.273084,411.5027,2753,-0.68853,-0.001915,-0.255392,-0.115864,-0.021468,-0.011286,4.738971,7.015293,-0.203808,0.121776,-0.000025,0.000541,213.1332,0.143929,angry
0.062875,0.042924,0.089365,0.751932,0.119942,1.951354,0.393387,0.381854,0.347485,0.343219,2.575299,0.561959,1.122418,1.959451,2.128059,2.687934,4.58504,0.172901,0.168695,0.134836,0.044268,0.071023,0.078907,0.010682,0.411056,0.226702,0.211337,0.245647,0.495384,0.60026,1.331254,0.108296,0.105448,0.10874,0.076507,0.12665,0.258778,0.090999,0.210276,1.862701,0.146915,0.302119,1.122174,0.904207,0.027107,0.030552,0.038219,105,0.561891,1.008839,0.001435,77.84941,5.072684,1.393402,0.768316,1.284144,0.894773,0.054345,28.42986,5.867095,362.2334,1.091794,0.024766,0.130562,0.564511,0.000242,0.007301,1478.298,0.990205,0,0.951398,0.125852,0,0.046271,0.00251,465.9434,105474.2,0.954097,1.004506,2.894205,-21.08438,-3.091429,-3.82364,2.914042,2608,-4.055916,26.37527,-24.16844,1636,-4.952686,18.92357,21.97891,0.008469,0.064666,0.056645,1.616283,0.508439,468.9362,1791,-0.522964,-0.000401,-0.030159,-0.075528,0.054794,0.00276,4.385059,10.0541,-0.033485,0.142355,0.000309,0.001754,1335.595,-0.086348,angry
0.126775,0.069364,0.212341,0.34231,0.189483,1.737724,0.573191,0.559687,0.519543,0.474502,2.57343,0.388921,0.770452,1.238032,1.156049,1.323107,2.633716,0.118127,0.096985,0.071924,0.036834,0.035163,0.04269,0.009513,0.173068,0.166893,0.13525,0.21019,0.33015,0.361207,0.750946,0.093262,0.087017,0.083,0.07941,0.129665,0.261323,0.084891,0.102577,0.177717,0.105782,0.234199,0.835413,0.88252,0.028429,0.040787,0.051169,103,0.581073,1.002834,0.001619,89.44715,6.533765,1.612546,0.60764,1.407659,0.901918,0.116751,19.72817,4.817552,40.06751,0.158065,0.004434,0.006423,0.0938,0.000037,0.020293,427.1435,0.118778,0,0.756991,0.092544,0,0.184078,0.005734,783.1627,91727.12,-0.443977,2.632772,3.065828,-7.339085,2.688346,3.828437,3.410292,2971,2.109743,7.179026,-14.84951,2693,-2.716612,11.22985,10.20699,0.032668,0.129057,0.13457,-0.129192,0.226482,0,2378,0.432104,0.001266,-0.048093,-0.017568,0.046037,-0.008085,3.211379,6.703049,0.038104,0.058495,0.00002,0.000155,0,0,angry
0.119463,0.08004,0.199228,0.05258,-0.092368,1.782212,0.529841,0.503641,0.512096,0.423342,2.56715,0.507631,0.728697,1.038467,1.236038,1.438064,2.752287,0.123679,0.099628,0.074441,0.03009,0.045407,0.055455,0.010008,0.158094,0.11664,0.165369,0.210951,0.427952,0.399478,0.493899,0.086136,0.100187,0.080792,0.07363,0.123908,0.259382,0.074712,0.143858,0.604249,0.10896,0.203014,0.366804,0.459788,0.024223,0.032107,0.044995,122,0.58998,1.00399,0.001551,94.01692,6.156437,1.519267,0.650679,1.354229,0.903291,0.095655,18.13233,5.304416,58.09634,0.269049,0.006982,0.007457,0.050107,0.000046,0.017212,454.1696,0.175264,0,0.913449,0.149637,0,0.079113,0.003956,869.0416,90261.91,0.83808,-3.154021,2.873754,-11.66954,1.747265,1.566782,2.992511,2026,1.61302,19.18883,-22.00228,2940,-1.530643,8.949371,13.62694,0.045372,0.120282,0.121917,2.117973,0.220008,0,1543,0.037866,0.001355,-0.16032,-0.013417,-0.092278,-0.00065,5.657277,7.831781,-0.031312,0.090844,0.000049,0.000287,0,0,angry
0.191673,0.143366,0.368086,0.285602,0.282856,1.777424,0.534629,0.505969,0.506301,0.376593,2.570365,0.439004,0.970536,1.46131,1.43915,1.647921,3.154388,0.126793,0.099131,0.080737,0.040204,0.039947,0.045639,0.008977,0.174417,0.174573,0.127462,0.229319,0.444851,0.421179,0.599968,0.099387,0.102285,0.081822,0.078173,0.126542,0.257109,0.065512,0.126773,0.43576,0.111861,0.277146,0.435144,0.573738,0.028866,0.039204,0.053061,132,0.610894,1.004573,0.001563,100.4725,7.403705,1.709892,0.492379,1.239733,0.894157,0.176913,65.71824,4.562122,59.2639,0.145105,0.002857,0.001391,0.075312,0.000039,0.024534,3441.322,0.086855,0,0.874834,0.120487,0,0.109573,0.004513,1492.291,263784,0.356229,1.92217,3.094542,-8.243589,4.638401,4.787405,2.936149,2837,3.066352,13.49804,-13.66344,687,-1.23536,12.54591,12.8862,0.067151,0.191796,0.197591,0.39982,0.251369,396.851,1419,0.095181,-0.000752,-0.214409,-0.018148,0.045482,0.010546,4.689127,6.673056,0.05503,0.121839,0.000115,0.000415,17.8492,-3.708943,angry
0.063668,0.03946,0.092032,0.55079,0.352139,1.913905,0.440985,0.459906,0.395186,0.31042,2.555973,0.563123,1.015653,1.848548,1.814273,2.262806,4.018544,0.168768,0.161957,0.149447,0.034113,0.079162,0.084503,0.011679,0.401228,0.289272,0.139861,0.242404,0.494926,0.565464,1.205343,0.09502,0.090263,0.139767,0.077699,0.127353,0.257853,0.102549,0.193971,1.205167,0.140009,0.311462,0.883405,0.502544,0.032677,0.033711,0.044842,114.75,0.589301,1.004004,0.001537,74.16926,4.935532,1.381619,0.780678,1.125655,0.894298,0.053068,20.55331,5.844961,279.9308,1.497302,0.048301,0.119109,0.218004,0.000265,0.006011,641.8693,1.370819,0,0.962716,0.129481,0,0.035917,0.003129,613.491,552361.5,1.147338,4.336853,3.237285,-19.53635,-1.128945,-0.174698,3.038025,433,-3.190035,23.99675,-19.90098,1090,-3.424086,20.96711,23.49796,0.00605,0.083726,0.033246,2.676871,0.356208,479.1305,1395,-0.604154,-0.004865,0.171501,0.05222,-0.158924,0.000791,4.975145,10.8775,-0.01697,0.149824,0.000347,0.001476,1170.99,0.006453,angry
0.127421,0.09414,0.204383,0.248958,0.283806,1.813635,0.42191,0.388845,0.404267,0.344654,2.526703,0.562869,0.987334,1.821289,1.987152,2.210874,4.399069,0.145537,0.119694,0.094168,0.033591,0.055772,0.05923,0.00983,0.412348,0.397131,0.274257,0.23362,0.492271,0.499745,1.1699,0.097131,0.111008,0.099467,0.07274,0.121834,0.251307,0.133822,0.306138,4.71393,0.129557,0.350293,0.393221,0.590777,0.027605,0.036974,0.04699,98,0.605824,1.003377,0.001577,96.91132,6.372011,1.547191,0.561277,1.185465,0.893295,0.092637,44.15475,5.22884,388.1315,1.176356,0.018766,0.02468,0.12293,0.000166,0.010084,2949.16,0.463364,0,0.980027,0.124271,0,0.019587,0.002757,1016.725,192355.3,0.619178,-0.295441,2.605443,-14.11077,1.45569,4.136394,2.644611,2102,1.847134,29.41662,-16.96689,2593,-2.1541,13.76159,23.21442,0.020569,0.125844,0.127004,0.862354,0.425107,464.8706,2178,-0.322115,0.001143,-0.175149,-0.148827,-0.160114,0.012622,4.91973,7.194765,-0.098215,0.130121,0.000195,0.000973,1064.44,0.006113,notangry
0.045332,0.02954,0.093159,0.645624,-0.09377,1.897973,0.498981,0.50993,0.491153,0.435182,2.581004,0.533417,0.899775,1.262438,1.518421,1.651177,2.714407,0.142361,0.123207,0.112895,0.033441,0.067966,0.068015,0.010895,0.276065,0.285084,0.19494,0.259416,0.442081,0.511026,1.018871,0.102689,0.098962,0.103016,0.080811,0.129881,0.262256,0.096907,0.132235,2.007635,0.144689,0.29934,0.40399,0.806782,0.03004,0.0362,0.046319,118.5,0.571574,1.007268,0.001227,51.76452,3.989058,1.297576,1.018827,0.600252,0.880362,0.068099,33.43679,5.362283,503.0958,1.719699,0.043033,0.2855,0.323089,0.000449,0.007876,1426.887,1.698128,0,0.861518,0.091195,0,0.119384,0.003127,317.1322,94984.14,2.031073,2.344654,3.049575,-16.49627,-2.802912,-2.78686,2.801357,168,-0.217499,26.78533,-16.59316,491,0.262792,10.4538,17.44812,0.003025,0.043845,0.044311,3.062437,0.314703,397.4272,750,-0.311551,-0.003657,-0.329954,0.030439,0.007535,-0.001386,4.692857,8.121912,-0.195752,0.152738,-0.000137,0.000943,418.5403,0.065486,notangry
0.102816,0.067219,0.144438,0.23189,-0.256556,1.828704,0.439809,0.418809,0.445738,0.427955,2.557943,0.556946,1.089528,1.631207,1.873598,2.045501,3.607605,0.147934,0.120071,0.086712,0.033049,0.048971,0.056111,0.010689,0.300351,0.328001,0.223887,0.22643,0.4865,0.872206,0.927668,0.09865,0.094184,0.105071,0.07223,0.127404,0.256521,0.095211,0.288828,2.986355,0.132507,0.313475,0.77465,0.658673,0.024468,0.035829,0.045842,80.75,0.559278,1.007131,0.001489,93.45463,5.991272,1.485387,0.667035,1.454324,0.903073,0.061407,19.76825,5.64449,200.1191,0.632476,0.011873,0.030287,0.533006,0.000145,0.006762,561.8241,0.555626,0,0.900133,0.127894,0,0.089953,0.004894,717.5693,154503,0.460966,-4.52727,2.833963,-19.3618,-2.974044,-2.511733,3.328796,174,-0.511664,24.54251,-11.74706,2491,-0.451988,13.06535,18.5893,0.021779,0.099316,0.104181,1.117977,0.301379,472.4051,1664,-0.633998,0.003151,0.4376,0.101032,0.183957,0.008824,3.977705,6.942619,-0.192769,0.149275,-0.000018,0.001267,616.6388,-0.040038,notangry
0.082683,0.052575,0.130045,0.014467,0.123375,1.917802,0.424499,0.332561,0.388859,0.41856,2.539369,0.482879,0.911343,1.487237,1.709219,2.584521,3.544109,0.135089,0.111056,0.100702,0.02857,0.043328,0.062902,0.010206,0.249216,0.216335,0.232004,0.256837,0.362343,0.520578,0.758604,0.095964,0.103644,0.09015,0.074203,0.121482,0.256898,0.087922,0.16442,0.772831,0.122125,0.288556,0.956951,0.582106,0.023149,0.034611,0.046424,101,0.559423,1.00478,0.001547,86.48917,5.178074,1.364704,0.652828,1.376088,0.901192,0.151147,96.6728,6.030396,70.64239,0.314863,0.006619,0.019052,0.124978,0.00008,0.018079,10263.09,0.213035,0,0.964714,0.140085,0,0.034064,0.002363,573.112,36859.33,0.702834,2.304703,3.212418,-10.5926,3.150233,5.424692,2.647996,997,-4.441393,13.48364,-16.11658,1277,-6.084733,9.58744,16.99119,0.013914,0.082259,0.085047,0.728087,0.313887,464.0514,1235,-1.177376,-0.002294,-0.069431,-0.028533,0.161832,0.002302,3.571208,7.275164,-0.123177,0.108307,-0.000172,0.000911,493.8337,0.162769,notangry
0.069481,0.05363,0.089237,0.229486,0.221255,2.076116,0.477791,0.448262,0.380814,0.397622,2.587146,0.611066,0.918346,1.627717,1.798405,2.552861,3.063596,0.148432,0.113989,0.09533,0.034216,0.070214,0.07931,0.01021,0.290938,0.284038,0.20169,0.300103,0.441801,0.415972,0.787295,0.132171,0.102071,0.087573,0.071255,0.126355,0.265372,0.094652,0.151819,2.133639,0.147347,0.240196,0.714886,1.018082,0.022121,0.024944,0.038505,105.5,0.545164,1.004588,0.001475,55.34539,3.938178,1.322379,0.713913,0.429563,0.884163,0.066392,24.13971,5.105354,319.4293,0.706017,0.027501,0.0508,0.08231,0.000193,0.010967,712.5911,1.388688,0,0.891478,0.128656,0,0.096809,0.002695,553.2341,501689.5,2.922663,-3.557863,2.760616,-25.47608,-9.250192,-9.686097,3.107666,2236,-6.499592,27.40277,-22.69593,1258,-7.902448,8.761887,20.68086,0.018754,0.062689,0.063922,5.054691,0.407077,448.8053,1995,0.25306,0.001088,-0.95069,-0.360973,-0.024215,0.011966,4.421283,7.846432,-0.103412,0.111123,-0.000313,0.000951,712.288,0.002166,notangry
0.047996,0.032058,0.082048,0.211548,0.08853,1.884746,0.418413,0.422722,0.408043,0.409471,2.534493,0.621843,1.050422,2.014157,2.147521,2.525155,3.665224,0.178208,0.145349,0.180516,0.034088,0.063795,0.086173,0.01322,0.363672,0.245585,0.232035,0.234967,0.438587,0.52472,1.316444,0.095617,0.086926,0.11473,0.068335,0.122561,0.253616,0.10183,0.216648,5.074856,0.118141,0.322674,0.86271,0.868195,0.023772,0.028247,0.038864,128.5,0.619925,1.00549,0.001313,65.35186,4.15669,1.263663,0.849902,0.8427,0.893843,0.047408,21.97851,6.114048,287.255,0.739996,0.016305,0.09876,0.233099,0.000205,0.005223,998.6509,0.882444,0,0.81225,0.11036,0,0.152601,0.004558,345.7262,36792.39,0.868707,-1.693558,3.410256,-22.15995,-1.596834,1.611525,3.248742,269,1.452076,34.78301,-16.75556,107,4.051313,11.02145,17.07376,0.00484,0.045828,0.044742,1.453187,0.39135,450.1787,1701,-0.818691,0.001101,-0.317177,0.022684,0.059906,0.00659,5.279952,7.548601,-0.064891,0.153504,0.000186,0.001876,839.7167,-0.052989,notangry
0.110543,0.077138,0.176732,0.20864,-0.029424,1.952228,0.398842,0.367778,0.423812,0.385478,2.553229,0.499345,1.019386,1.587357,1.841624,2.292522,3.564501,0.148061,0.115426,0.106068,0.044932,0.060666,0.067798,0.00975,0.2539,0.309939,0.228945,0.270573,0.416521,0.491934,0.933626,0.098982,0.107724,0.086744,0.075154,0.125866,0.260266,0.067917,0.273855,5.548952,0.128039,0.323166,0.842415,0.523309,0.027124,0.033782,0.042057,99,0.656272,1.005928,0.001479,90.77695,5.969514,1.503183,0.564389,1.233892,0.898451,0.103341,50.13089,5.390502,400.1663,1.022237,0.016533,0.02462,0.41221,0.000185,0.014337,4011.944,0.910102,0,0.947404,0.112516,0,0.049863,0.002833,754.8105,266566.1,0.342316,0.135032,2.880016,-13.35818,3.147707,0.322761,2.584547,2057,1.540234,30.82162,-24.26856,2816,-1.246199,9.253647,17.22279,0.010284,0.10375,0.119502,1.211109,0.367574,432.1827,236,-0.056643,-0.00009,-0.11046,0.051878,-0.019886,0.006341,4.967299,7.252673,-0.126946,0.135363,-0.000083,0.001278,572.3124,0.026511,notangry
0.110543,0.077138,0.176732,0.20864,-0.029424,1.952228,0.398842,0.367778,0.423812,0.385478,2.553229,0.499345,1.019386,1.587357,1.841624,2.292522,3.564501,0.148061,0.115426,0.106068,0.044932,0.060666,0.067798,0.00975,0.2539,0.309939,0.228945,0.270573,0.416521,0.491934,0.933626,0.098982,0.107724,0.086744,0.075154,0.125866,0.260266,0.067917,0.273855,5.548952,0.128039,0.323166,0.842415,0.523309,0.027124,0.033782,0.042057,99,0.656272,1.005928,0.001479,90.77695,5.969514,1.503183,0.564389,1.233892,0.898451,0.103341,50.13089,5.390502,400.1663,1.022237,0.016533,0.02462,0.41221,0.000185,0.014337,4011.944,0.910102,0,0.947404,0.112516,0,0.049863,0.002833,754.8105,266566.1,0.342316,0.135032,2.880016,-13.35818,3.147707,0.322761,2.584547,2057,1.540234,30.82162,-24.26856,2816,-1.246199,9.253647,17.22279,0.010284,0.10375,0.119502,1.211109,0.367574,432.1827,236,-0.056643,-0.00009,-0.11046,0.051878,-0.019886,0.006341,4.967299,7.252673,-0.126946,0.135363,-0.000083,0.001278,572.3124,0.026511,notangry
0.070715,0.055507,0.103309,0.274335,0.299893,2.102775,0.421313,0.418898,0.350529,0.341495,2.602484,0.566305,1.12882,1.927686,1.811232,1.978605,3.504591,0.142902,0.142918,0.12217,0.031,0.057074,0.07083,0.009614,0.263257,0.185888,0.200011,0.273781,0.391448,0.637159,1.144104,0.112183,0.102574,0.075092,0.064893,0.121038,0.263155,0.093141,0.110034,2.66264,0.148111,0.25145,0.811749,1.211251,0.020259,0.023946,0.038315,115,0.604899,1.004133,0.001454,67.73019,4.460188,1.357732,0.688877,0.586157,0.885763,0.08674,62.36436,5.408779,204.5858,0.758156,0.024534,0.033899,0.055958,0.000199,0.0069,3284.328,0.923805,0,0.796937,0.124581,0,0.161936,0.004653,630.7932,331120.6,2.157045,-11.10285,2.931916,-22.35675,-8.170114,-9.905131,2.802546,2937,-5.942015,23.82123,-25.74613,1172,-6.943549,10.77181,17.94572,0.015124,0.074135,0.059,3.658228,0.45758,474.2949,747,-0.365962,0.004874,-0.184305,0.033395,-0.073345,-0.001758,5.608121,9.969286,0.207161,0.10778,0.000302,0.000805,674.3729,0.130548,notangry
0.070715,0.055507,0.103309,0.274335,0.299893,2.102775,0.421313,0.418898,0.350529,0.341495,2.602484,0.566305,1.12882,1.927686,1.811232,1.978605,3.504591,0.142902,0.142918,0.12217,0.031,0.057074,0.07083,0.009614,0.263257,0.185888,0.200011,0.273781,0.391448,0.637159,1.144104,0.112183,0.102574,0.075092,0.064893,0.121038,0.263155,0.093141,0.110034,2.66264,0.148111,0.25145,0.811749,1.211251,0.020259,0.023946,0.038315,115,0.604899,1.004133,0.001454,67.73019,4.460188,1.357732,0.688877,0.586157,0.885763,0.08674,62.36436,5.408779,204.5858,0.758156,0.024534,0.033899,0.055958,0.000199,0.0069,3284.328,0.923805,0,0.796937,0.124581,0,0.161936,0.004653,630.7932,331120.6,2.157045,-11.10285,2.931916,-22.35675,-8.170114,-9.905131,2.802546,2937,-5.942015,23.82123,-25.74613,1172,-6.943549,10.77181,17.94572,0.015124,0.074135,0.059,3.658228,0.45758,474.2949,747,-0.365962,0.004874,-0.184305,0.033395,-0.073345,-0.001758,5.608121,9.969286,0.207161,0.10778,0.000302,0.000805,674.3729,0.130548,notangry
0.094116,0.066943,0.177489,0.380492,0.303861,1.892475,0.412191,0.397798,0.41758,0.302302,2.600764,0.613333,1.037992,1.441798,2.117458,1.932768,4.847021,0.13992,0.121635,0.125627,0.06301,0.051256,0.066521,0.011668,0.282904,0.208698,0.15622,0.265027,0.403938,0.401828,1.087007,0.102234,0.088301,0.083908,0.070693,0.121779,0.254837,0.087894,0.205615,2.972214,0.171889,0.265148,0.648787,0.646594,0.031081,0.028985,0.0457,99.75,0.623844,1.006657,0.001459,76.04378,5.081059,1.421614,0.635584,0.916192,0.895956,0.059229,15.54126,5.212549,191.069,0.52561,0.011527,0.026491,0.190964,0.000139,0.010108,459.4359,0.419894,0,0.870839,0.120417,0,0.112554,0.004095,740.4802,221418.3,0.571143,0.338473,2.744953,-15.23907,2.223935,2.514264,3.282468,2867,4.683087,30.33056,-11.4203,2289,0.935656,14.39973,15.63208,0.005445,0.095177,0.088663,1.066362,0.362479,479.1305,275,-0.515805,0.000291,0.009189,0.190188,-0.100005,0.010734,4.458827,8.717209,0.056974,0.109636,-0.000372,0.00138,1552.586,0.025544,notangry
0.115355,0.080502,0.202026,0.560054,-0.064579,1.88228,0.426935,0.408169,0.355154,0.318183,2.554872,0.496993,0.949657,1.656061,2.573007,2.690687,3.871859,0.163342,0.171602,0.117022,0.050078,0.055139,0.060371,0.010411,0.216091,0.147797,0.168525,0.244225,0.389344,0.540861,0.7634,0.109118,0.10299,0.109883,0.076923,0.125271,0.260381,0.095587,0.192082,6.950025,0.136984,0.273256,0.402476,0.840345,0.027093,0.03516,0.047639,82,0.579899,1.009041,0.001464,86.65456,5.823932,1.50014,0.570868,1.117096,0.903362,0.179048,134.4754,5.265652,152.6599,0.384048,0.01067,0.014182,0.308257,0.000114,0.019914,18488.68,0.540236,0,0.756325,0.102984,0,0.18442,0.005165,833.7963,301631.8,1.114494,1.453817,3.329242,-22.85239,-3.401529,-2.305754,3.722619,681,-1.520499,15.25046,-11.0015,476,1.513229,15.85341,12.97081,0.019359,0.113348,0.12115,1.2874,0.317834,464.4632,722,-0.285623,-0.001393,0.909042,0.248221,0.593584,-0.013814,4.072803,8.185777,0.118831,0.166347,0.000035,0.001097,555.645,0.042055,notangry
