@attribute Std_Acc1000_Std_Mem40_SCF_20 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_11 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_3 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_4 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_7 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_18 numeric
@attribute BeatHisto_MidBPM numeric
@attribute BeatHisto_MeanACR numeric
@attribute BeatHisto_MaxHPS numeric
@attribute output {angry,notangry}

@data

0.09011,0.167428,0.667564,0.161388,8.520185,0.49361,0.403139,0.386408,0.281127,0.518459,2.382285,1.748883,0.677967,1.501315,1.941507,2.021622,3.078098,3.169237,0.123119,0.083521,0.038333,0.047759,0.04637,0.055377,0.442333,0.386656,0.270377,0.282051,0.260052,0.294345,0.4931,1.182569,0.110123,0.118618,0.085803,0.046344,0.004915,0.193218,0.46812,0.581094,0.02377,0.035444,0.050861,0.079078,0.215043,107.75,0.575243,1.00291,angry
0.029669,0.562932,0.13748,0.102716,7.310238,0.50892,0.495616,0.465605,0.455274,0.411243,2.420635,1.239444,0.537172,1.350344,1.715241,1.732006,2.202776,2.720268,0.12849,0.136981,0.030248,0.081735,0.066875,0.072754,1.608977,0.452615,0.263723,0.241342,0.305001,0.31725,0.490542,1.18877,0.10638,0.108507,0.109474,0.072084,0.008842,0.155695,0.921342,0.714499,0.032943,0.038475,0.055782,0.085312,0.214479,97,0.576874,1.004093,angry
0.046606,0.251795,0.167904,0.261358,9.099576,0.585472,0.499446,0.45214,0.399561,0.448467,2.387473,1.745728,0.563673,1.455934,2.091648,2.004121,2.654453,3.30965,0.119784,0.099598,0.028754,0.048068,0.054725,0.069405,1.269395,0.281507,0.270844,0.250892,0.240056,0.318609,0.609008,1.310541,0.115263,0.132999,0.110726,0.025124,0.005307,0.173045,0.726236,0.900086,0.025059,0.023494,0.039861,0.072302,0.215318,124.5,0.612134,1.004429,angry
0.053024,0.533886,0.094941,-0.175722,7.571604,0.527793,0.354138,0.337941,0.465173,0.453277,2.361211,1.755277,0.530547,1.520336,2.360356,1.770279,2.351999,3.044626,0.119181,0.179688,0.025827,0.031456,0.058539,0.063771,0.952225,0.178668,0.190698,0.197094,0.302344,0.338079,0.440587,1.002209,0.085968,0.12142,0.125056,0.026057,0.006367,0.10015,0.572315,0.706206,0.019011,0.031402,0.03931,0.072398,0.213372,109.5,0.578176,1.003838,angry
0.100814,0.238844,0.328075,0.140022,7.948373,0.625471,0.542914,0.535008,0.453872,0.522529,2.402792,1.590598,0.542188,1.092518,1.585717,1.188614,2.336408,2.946483,0.105495,0.07984,0.031743,0.031259,0.039643,0.050833,0.457543,0.249765,0.195412,0.196874,0.215691,0.251925,0.583751,0.677573,0.090296,0.099606,0.086109,0.024267,0.006229,0.124084,0.344943,0.463599,0.029991,0.038608,0.048339,0.079998,0.216365,134,0.575495,1.0023,angry
0.060799,0.953528,0.078533,0.151657,8.635892,0.518174,0.369371,0.430928,0.292878,0.445406,2.375474,10.782458,0.600895,1.568213,2.442267,2.256087,3.319087,3.472603,0.138088,0.134623,0.042198,0.09596,0.080208,0.07145,0.75101,0.251513,0.280414,0.300306,0.325488,0.367155,0.473202,0.986261,0.096564,0.102307,0.117116,0.038421,0.00699,0.210374,0.518543,0.773705,0.029081,0.024552,0.034625,0.081441,0.21477,121,0.596038,1.005668,angry
0.040109,0.210159,0.007574,0.239172,7.930944,0.579528,0.473984,0.466241,0.437755,0.486299,2.407907,0.724091,0.562875,1.395582,1.47005,1.916733,2.243054,2.792803,0.126831,0.091561,0.030472,0.04747,0.061266,0.081553,0.773154,0.288427,0.178984,0.180996,0.274773,0.300363,0.347848,0.723409,0.093491,0.120901,0.082545,0.048169,0.005706,0.130542,0.450268,0.834185,0.029064,0.035561,0.047525,0.077516,0.213826,103.5,0.534672,1.00622,angry
0.140174,-0.029438,0.398266,0.321586,9.193364,0.577832,0.490153,0.443937,0.376416,0.545233,2.390437,5.084405,0.609644,1.555753,1.651951,1.794356,2.665062,3.560473,0.128336,0.085681,0.037647,0.045207,0.055199,0.074935,0.596481,0.255868,0.238225,0.291727,0.276694,0.386574,0.396855,0.751073,0.11377,0.094026,0.070259,0.033003,0.005897,0.203238,0.621438,0.802668,0.025869,0.037876,0.049368,0.076912,0.213675,102.5,0.56902,1.003911,angry
0.090559,-0.214092,-0.154475,0.057943,8.380595,0.612655,0.462367,0.409273,0.383286,0.506945,2.393098,4.11503,0.628606,1.775436,1.471047,1.73403,3.478451,3.233072,0.122392,0.085615,0.034398,0.041092,0.046484,0.058871,0.635833,0.418435,0.25969,0.168316,0.230399,0.294615,0.475891,0.74139,0.099756,0.105542,0.133399,0.032702,0.004676,0.216986,0.82256,1.564489,0.028829,0.034704,0.040184,0.078652,0.212814,134.25,0.570424,1.003177,angry
0.091731,-0.098853,0.323582,-0.093077,8.75073,0.443441,0.489275,0.437889,0.447181,0.44939,2.393807,5.000624,0.599765,1.41351,1.46871,1.997113,2.777133,3.705573,0.115779,0.083648,0.021839,0.036908,0.040673,0.049251,0.625037,0.275714,0.148448,0.151544,0.217885,0.254828,0.352586,0.629544,0.067935,0.082849,0.059497,0.011343,0.00535,0.172995,0.593906,0.899597,0.02463,0.034156,0.04194,0.081687,0.214558,116,0.582268,1.003786,angry
0.070507,0.299309,0.134882,-0.063195,9.135776,0.652954,0.488749,0.479316,0.363151,0.495321,2.373955,1.998469,0.498734,1.318223,1.479971,1.573083,2.262596,3.622992,0.116766,0.097514,0.028783,0.045042,0.049835,0.065567,0.650606,0.274946,0.277228,0.266495,0.251405,0.280634,0.396118,0.579003,0.113061,0.090985,0.108496,0.038458,0.008838,0.243723,0.384728,0.665651,0.028376,0.035177,0.04226,0.076316,0.211103,96.5,0.556073,1.006588,angry
0.099778,0.395111,0.088474,0.229017,8.150618,0.646779,0.481285,0.459188,0.418443,0.500505,2.3912,1.722113,0.514748,1.3737,1.391171,1.464866,2.435233,2.890586,0.107386,0.074612,0.034049,0.036087,0.038004,0.048914,0.3574,0.212974,0.199142,0.165492,0.218433,0.271033,0.44576,0.570762,0.083581,0.080381,0.096292,0.012374,0.004815,0.212744,0.48062,0.679114,0.01825,0.035192,0.046656,0.079636,0.214204,117.5,0.576781,1.00282,angry
0.095322,0.512198,0.519044,-0.177845,10.768436,0.583567,0.427725,0.394814,0.2634,0.514731,2.365788,32.894235,0.542571,1.772632,2.560155,2.499529,3.834505,4.934418,0.162937,0.091316,0.057232,0.060369,0.068956,0.077623,0.648681,0.451244,0.362238,0.283233,0.219338,0.30389,0.360101,1.625427,0.088851,0.091226,0.091149,0.044709,0.005851,0.541773,0.819006,0.898707,0.025585,0.033488,0.048211,0.081957,0.200829,112,0.576415,1.003448,angry
0.091725,0.583797,0.147256,0.075605,8.146174,0.537374,0.436487,0.419529,0.427873,0.495454,2.417841,5.813556,0.590718,1.348276,1.555767,1.868521,2.480284,2.876896,0.127636,0.078604,0.039409,0.053282,0.060486,0.071966,0.978012,0.175401,0.311648,0.168639,0.386423,0.583755,0.944783,1.243633,0.237952,0.212135,0.196935,0.063316,0.00469,0.291906,0.678854,1.461363,0.04627,0.035098,0.046513,0.081008,0.213036,125.5,0.604949,1.003997,angry
0.080269,0.117071,0.254255,0.014421,7.87488,0.597159,0.50072,0.465239,0.452799,0.522111,2.411228,4.614077,0.573511,1.665451,1.550541,1.518971,2.278188,2.929964,0.115199,0.080092,0.033536,0.051225,0.058744,0.059271,0.579309,0.205723,0.286777,0.221488,0.259194,0.316673,0.427725,0.817534,0.104264,0.091174,0.098713,0.033129,0.004252,0.290674,0.625958,0.615647,0.027087,0.034273,0.0461,0.085083,0.215694,83.25,0.585813,1.007242,angry
0.111683,0.227767,0.511478,0.132056,9.499556,0.638326,0.529604,0.477887,0.425256,0.510897,2.384253,1.264211,0.512596,1.298287,1.136948,1.326764,2.106971,3.607054,0.096855,0.069829,0.03185,0.036126,0.040772,0.042701,0.342354,0.193754,0.253893,0.19802,0.23515,0.283354,0.430211,0.45903,0.0839,0.118839,0.097486,0.020059,0.005292,0.192886,0.274071,0.494818,0.023019,0.036986,0.047333,0.087154,0.215729,123.5,0.584322,1.004055,angry
0.062138,0.109706,0.197183,0.02768,8.07304,0.59182,0.462547,0.425719,0.397225,0.424869,2.366182,2.520462,0.493285,1.259048,1.714217,2.314785,2.794111,3.145267,0.121831,0.154189,0.026976,0.035849,0.046872,0.051871,1.172766,0.43527,0.300763,0.246497,0.314908,0.314922,0.335252,0.877026,0.099836,0.109239,0.111933,0.01665,0.005578,0.245662,0.788347,1.126305,0.02407,0.031483,0.041781,0.071855,0.215078,91,0.567037,1.002635,angry
0.077394,0.255853,0.420734,0.094043,9.950765,0.685744,0.568117,0.542984,0.386736,0.539852,2.372637,0.625696,0.496557,1.042253,1.201554,1.146861,2.552169,3.909829,0.102067,0.075692,0.038234,0.035492,0.040815,0.050859,0.374726,0.159591,0.158354,0.146397,0.209463,0.24725,0.322201,0.484886,0.081767,0.079938,0.072346,0.0341,0.005684,0.135021,0.343817,0.568121,0.027327,0.037096,0.05073,0.085101,0.213678,101.5,0.572807,1.003946,angry
0.069556,0.502494,0.02832,0.19118,8.749611,0.623327,0.480911,0.428694,0.446551,0.454493,2.389156,1.295581,0.530086,1.176009,1.42045,1.519554,2.56346,3.75707,0.114151,0.12404,0.029815,0.040604,0.048768,0.057172,2.853732,0.282539,0.382115,0.100054,0.247034,0.308767,0.369498,0.937286,0.10436,0.120419,0.104951,0.053353,0.011284,0.155214,0.746638,0.96354,0.037648,0.024116,0.031897,0.068097,0.223611,101.25,0.572432,1.004645,angry
0.067035,0.292979,0.217298,0.035964,8.622159,0.588919,0.490597,0.525257,0.369776,0.503567,2.385902,0.703376,0.458831,1.123261,1.241147,1.16314,3.061891,3.286012,0.102183,0.098044,0.035968,0.037307,0.060445,0.07376,0.645313,0.185518,0.233902,0.235704,0.283766,0.372351,0.398863,0.584018,0.115714,0.128629,0.089087,0.050222,0.00473,0.122393,0.789667,0.581721,0.031571,0.033273,0.047664,0.084874,0.215409,100,0.545644,1.004878,angry
0.128304,0.118687,0.132728,-0.061742,10.741845,0.595385,0.460789,0.418089,0.333253,0.541418,2.379738,1.991764,0.599318,1.627648,1.570274,1.975051,3.705026,4.598897,0.14192,0.085631,0.030534,0.039389,0.04414,0.05587,0.683966,0.250982,0.198643,0.284884,0.21669,0.344555,0.610426,0.936105,0.105447,0.106998,0.117753,0.031379,0.0047,0.143012,1.518631,1.540143,0.026897,0.039082,0.049611,0.079584,0.214522,90.75,0.582515,1.003491,angry
0.056397,0.701081,-0.053376,0.249004,7.989865,0.621298,0.399426,0.444221,0.455476,0.485747,2.409416,0.817496,0.561312,1.503802,2.14086,1.853112,1.93945,2.932935,0.11435,0.079652,0.039016,0.046061,0.054659,0.055542,0.621397,0.28087,0.209812,0.238861,0.23073,0.221601,0.352912,0.916827,0.102794,0.081957,0.109442,0.03737,0.004663,0.189342,0.392991,0.523444,0.029394,0.038746,0.046928,0.081401,0.215576,117.5,0.593504,1.005531,angry
0.111898,-0.230208,0.35001,-0.029378,9.278544,0.670273,0.460069,0.412174,0.449656,0.51115,2.421161,3.816665,0.491941,1.382197,1.6878,1.960481,2.013733,3.388005,0.109292,0.074277,0.033646,0.044384,0.074299,0.077292,0.678454,0.196402,0.168967,0.166068,0.256326,0.280403,0.351979,0.772954,0.08507,0.078572,0.077238,0.031051,0.004659,0.190914,0.334207,0.442084,0.023006,0.035831,0.046519,0.078049,0.217462,102.75,0.591784,1.004779,angry
0.099172,-0.79962,0.162762,0.224678,11.52258,0.582575,0.409615,0.390651,0.356957,0.490706,2.34643,10.135814,0.55264,1.703203,1.500631,1.861545,2.911673,4.810768,0.118329,0.112246,0.026213,0.054729,0.062714,0.090306,1.661692,0.691126,0.42901,0.372482,0.249993,0.309316,0.433204,0.777847,0.149929,0.12786,0.108529,0.066898,0.009024,0.30488,0.908605,0.704704,0.03071,0.033994,0.043609,0.078166,0.210967,117.5,0.574159,1.002677,angry
0.033056,0.546078,0.352108,0.175995,8.244208,0.628022,0.522296,0.520098,0.318611,0.449684,2.353426,1.262472,0.504804,1.210238,1.412121,1.572516,3.446998,3.316158,0.126378,0.164484,0.033992,0.038435,0.051278,0.072381,1.022578,0.202802,0.230707,0.138659,0.230465,0.281912,0.379724,0.621368,0.077673,0.092762,0.090472,0.03648,0.006019,0.299967,0.76442,1.348945,0.025977,0.034014,0.045927,0.07609,0.212564,106.75,0.554742,1.011179,angry
0.051219,0.388802,0.185983,0.240841,9.375536,0.624259,0.548028,0.569535,0.410152,0.479217,2.404028,0.805424,0.516258,1.028251,1.190217,1.614671,2.609164,3.662212,0.120786,0.108458,0.030618,0.061323,0.083568,0.111362,0.774323,0.195554,0.158041,0.184571,0.2424,0.323324,0.421942,0.47858,0.10747,0.097991,0.080842,0.051358,0.005077,0.127479,0.431505,0.49952,0.031032,0.030765,0.044285,0.074935,0.213216,126.25,0.577895,1.002694,angry
0.04998,0.680451,0.528216,-0.19839,8.247782,0.623154,0.436493,0.341369,0.442467,0.478081,2.403132,0.720478,0.517208,2.107139,2.015904,2.160128,2.844512,3.519965,0.13029,0.128962,0.045394,0.055083,0.069545,0.077859,1.396539,0.202272,0.154422,0.176037,0.238276,0.345418,0.52183,1.585086,0.094934,0.077846,0.13383,0.052629,0.007736,0.167081,1.248609,0.903123,0.034547,0.038665,0.04989,0.083529,0.215683,150.75,0.574525,1.005388,angry
0.073331,0.486025,-0.096506,0.004468,8.903915,0.636271,0.47949,0.457859,0.416352,0.51705,2.380471,0.972044,0.559271,1.323736,1.268282,1.407942,2.307405,3.140156,0.111455,0.074127,0.027711,0.036982,0.042258,0.057208,0.46606,0.17575,0.165708,0.214041,0.246148,0.277516,0.391175,0.608631,0.08642,0.091256,0.09749,0.026612,0.004327,0.103625,0.407681,0.507987,0.031149,0.039385,0.050172,0.083098,0.214284,105,0.565817,1.002617,angry
0.018741,0.47755,0.174184,0.36111,7.681262,0.574085,0.585887,0.516672,0.454677,0.407626,2.371605,0.253944,0.505198,0.927237,1.310638,2.108868,2.54964,3.505591,0.126649,0.235065,0.030164,0.065306,0.081672,0.095315,1.074139,0.184013,0.167514,0.138701,0.2591,0.365104,0.333502,0.550228,0.101005,0.077765,0.07879,0.174903,0.00769,0.086483,0.386827,0.647957,0.033335,0.027457,0.043203,0.076948,0.210316,86.5,0.529864,1.010584,angry
0.129898,0.568355,0.349657,0.215844,9.938148,0.614696,0.558592,0.488357,0.366692,0.576279,2.353731,0.973673,0.527027,1.337502,1.217147,1.484302,2.667468,3.410831,0.106314,0.067269,0.025832,0.036814,0.033788,0.046864,0.539226,0.275794,0.177299,0.131666,0.251488,0.303499,0.366625,0.542192,0.092567,0.096634,0.088519,0.027454,0.004537,0.142681,0.596776,0.465411,0.028619,0.043215,0.053941,0.08366,0.213433,133.5,0.589693,1.004573,angry
0.047175,0.439922,0.219314,-0.048533,8.473338,0.653756,0.546774,0.531109,0.415364,0.517455,2.388295,0.818026,0.517165,1.336744,1.286686,1.393687,2.284961,3.019429,0.113253,0.091674,0.041524,0.053642,0.060564,0.067306,1.021673,0.252165,0.202434,0.123278,0.21185,0.312347,0.363349,0.592668,0.092836,0.094852,0.082126,0.099292,0.007072,0.17024,0.298995,0.568916,0.028426,0.035054,0.046989,0.083119,0.212692,107,0.553942,1.004648,angry
0.089332,0.633188,0.333098,0.338307,8.61669,0.619031,0.568172,0.528898,0.430551,0.560503,2.382716,1.442062,0.563935,1.143083,1.243417,1.297234,2.105459,3.35316,0.126482,0.093308,0.045413,0.040124,0.056691,0.082999,0.643719,0.161427,0.163762,0.208622,0.221272,0.312578,0.398637,0.549636,0.103443,0.08727,0.097527,0.024293,0.005511,0.254647,0.519449,0.48882,0.034082,0.038809,0.049416,0.077718,0.21241,92.5,0.56166,1.007071,angry
0.08743,0.636465,0.138919,-0.051754,8.302695,0.644655,0.480834,0.495435,0.389677,0.524343,2.401323,1.020113,0.499962,1.480257,1.417215,1.53339,2.614641,3.059608,0.122541,0.073326,0.033522,0.041213,0.045747,0.055941,0.529269,0.324974,0.208198,0.184583,0.224409,0.440336,0.54756,0.778838,0.120022,0.11395,0.113538,0.020084,0.004703,0.170651,0.481863,0.821988,0.028429,0.037682,0.05012,0.081487,0.21493,103.5,0.530697,1.005014,angry
0.066724,0.264264,0.369023,0.281605,10.048368,0.609375,0.47982,0.480937,0.4204,0.527215,2.393904,0.929706,0.551221,1.348939,1.449051,1.255868,2.41782,4.032569,0.104671,0.075317,0.030772,0.03929,0.037379,0.045348,0.601327,0.219186,0.173111,0.203601,0.215647,0.322477,0.507608,0.622535,0.116318,0.111243,0.116343,0.024125,0.004186,0.165718,0.45765,0.757081,0.0256,0.039897,0.049216,0.085648,0.216205,102,0.555744,1.005221,angry
0.069058,0.353927,0.065237,-0.012552,8.85029,0.560909,0.482311,0.514096,0.42103,0.51239,2.412893,1.784715,0.516627,1.304548,1.56641,1.637095,2.272271,3.290689,0.133806,0.093988,0.040577,0.054401,0.06151,0.070006,1.08208,0.330189,0.207471,0.213438,0.245331,0.454696,0.445887,0.855762,0.161672,0.134109,0.117213,0.079058,0.007644,0.195157,0.655735,0.753008,0.039328,0.038469,0.049561,0.08305,0.215848,89.5,0.590634,1.006704,angry
0.162021,0.653584,0.134656,0.098354,8.807905,0.669624,0.590983,0.548672,0.443708,0.557914,2.373492,1.718302,0.506654,1.028616,1.118542,1.234119,2.407038,3.322552,0.109474,0.068704,0.037794,0.03377,0.042915,0.052432,0.360862,0.189619,0.11156,0.09199,0.22243,0.241829,0.297535,0.618918,0.081456,0.082227,0.077682,0.025204,0.00417,0.232306,0.696917,0.51827,0.033845,0.041646,0.052059,0.084067,0.212619,102.5,0.581486,1.00337,angry
0.12128,0.693041,0.146793,-0.032847,9.224377,0.645233,0.552815,0.370232,0.462142,0.551391,2.40466,0.506779,0.52903,1.490691,1.215682,1.268024,2.335746,3.433684,0.111278,0.069761,0.032473,0.043512,0.049181,0.063799,0.279112,0.29122,0.159101,0.135217,0.22837,0.261309,0.333962,0.485801,0.097151,0.072293,0.093592,0.024233,0.007005,0.099211,0.427272,0.728187,0.015922,0.038919,0.050214,0.086176,0.214958,111.75,0.573386,1.004229,angry
0.038722,0.387643,0.464513,0.173573,9.660116,0.58167,0.459472,0.428003,0.398225,0.477565,2.421536,1.060604,0.571772,1.640394,1.745489,1.97276,2.459764,3.877523,0.130951,0.100974,0.039563,0.08014,0.081578,0.08679,1.251657,0.332107,0.290732,0.21543,0.250466,0.332821,0.4641,1.697493,0.092983,0.075811,0.124821,0.089601,0.009779,0.21857,0.480666,0.636403,0.027964,0.036303,0.051191,0.085809,0.215461,82,0.557004,1.006064,angry
0.045285,0.043133,0.303732,0.383109,8.55663,0.552277,0.501793,0.526915,0.381724,0.474147,2.400077,2.3098,0.610323,1.187838,1.295953,1.498477,3.006458,3.245237,0.12965,0.160451,0.057618,0.058235,0.069268,0.104425,1.432232,0.284625,0.235538,0.211034,0.249198,0.333607,0.436402,0.501489,0.128566,0.100287,0.124705,0.121384,0.009059,0.282511,0.422136,0.392891,0.030828,0.027692,0.038676,0.070186,0.215032,100.75,0.620868,1.008289,angry
0.071585,0.373562,0.33681,0.140547,8.49898,0.635521,0.511579,0.533263,0.384327,0.513169,2.419309,1.511225,0.515414,1.251254,1.29852,1.422759,2.43136,3.081904,0.113496,0.082832,0.040187,0.03628,0.047692,0.061346,0.738629,0.269581,0.155367,0.231047,0.218584,0.306812,0.383628,0.541305,0.111316,0.097735,0.082921,0.036206,0.003787,0.22001,0.494212,0.435072,0.0298,0.038368,0.050209,0.083713,0.217287,86.25,0.562393,1.004104,angry
0.068609,0.299437,0.144747,0.198496,8.849079,0.641774,0.443072,0.413158,0.402597,0.488183,2.399128,1.657436,0.542028,1.393462,2.017279,1.722024,2.748283,3.454583,0.124902,0.087866,0.033412,0.045962,0.051094,0.061994,0.83995,0.219473,0.125005,0.17702,0.227328,0.269231,0.423388,1.016511,0.093849,0.091693,0.092029,0.029134,0.005289,0.128329,0.663174,0.619574,0.025051,0.031879,0.039992,0.078196,0.214526,126,0.592188,1.00361,angry
0.109725,-0.281077,-0.093071,0.267865,9.177819,0.463701,0.387776,0.308815,0.375299,0.521728,2.377472,11.126686,0.737952,1.804607,2.36918,2.317897,2.949967,3.644628,0.147017,0.080079,0.052548,0.052926,0.07259,0.081396,0.568659,0.253078,0.191914,0.194795,0.276297,0.282945,0.391546,0.909038,0.088185,0.052922,0.069188,0.076922,0.004175,0.127549,0.536204,0.594977,0.022335,0.038431,0.048145,0.085373,0.211918,121.5,0.582365,1.005996,angry
0.059277,-0.087324,-0.365803,0.006151,9.089542,0.588701,0.52293,0.496262,0.387372,0.50854,2.418485,10.131687,0.512329,1.295351,1.838452,1.812875,2.166002,3.494056,0.134801,0.081111,0.026132,0.049759,0.047057,0.060953,0.626927,0.253699,0.259691,0.162015,0.27845,0.278635,0.418185,0.832216,0.111893,0.099648,0.088616,0.031904,0.003578,0.213351,0.395694,0.408998,0.027857,0.035395,0.045618,0.07685,0.211944,112.25,0.598424,1.00396,angry
0.069364,0.34231,0.606671,0.189483,8.107882,0.70129,0.573191,0.539455,0.474502,0.547395,2.411969,0.429104,0.481784,1.216769,1.156049,1.323107,2.374761,2.633716,0.098891,0.071924,0.036834,0.035163,0.04269,0.045234,0.392978,0.173068,0.166893,0.13525,0.20938,0.236568,0.33015,0.548835,0.087017,0.083282,0.083,0.022985,0.006314,0.102577,0.835413,0.88252,0.028429,0.040787,0.051169,0.084582,0.215096,103,0.581073,1.002834,angry
0.063417,0.458837,-0.090922,0.061997,8.485236,0.535551,0.453721,0.45799,0.431769,0.476678,2.377866,7.490637,0.594653,1.579727,1.876968,2.043639,2.297016,3.270572,0.137615,0.086178,0.035153,0.05244,0.059128,0.068509,0.937126,0.26937,0.283176,0.16474,0.267533,0.333029,0.412739,0.926356,0.138568,0.136997,0.136643,0.035507,0.005475,0.34766,0.513059,0.797706,0.028611,0.035585,0.046288,0.074995,0.211328,114.25,0.603192,1.004849,angry
0.089361,0.056366,-0.314522,0.192441,9.166728,0.607808,0.52139,0.436664,0.420982,0.527954,2.404248,1.591902,0.523127,1.439444,1.624358,1.58614,2.118816,3.739557,0.149318,0.089544,0.039929,0.040257,0.065075,0.083607,0.770156,0.363445,0.238956,0.183016,0.251272,0.388831,0.492622,0.862191,0.11701,0.093803,0.10427,0.054677,0.004675,0.318845,1.177513,0.732323,0.037294,0.037405,0.047358,0.08486,0.214146,116.75,0.579258,1.003925,angry
0.044913,0.021095,0.286395,0.013622,7.824708,0.600714,0.521497,0.487777,0.447818,0.476671,2.411193,5.115957,0.586315,1.359109,1.703403,2.060328,1.930546,2.55111,0.115643,0.075432,0.036896,0.038989,0.052529,0.047915,0.642081,0.242636,0.213549,0.116213,0.216999,0.278307,0.367948,0.716037,0.094861,0.103467,0.076609,0.036451,0.006007,0.287043,0.566228,0.438561,0.031044,0.034144,0.047662,0.082941,0.21555,91.5,0.545653,1.004203,angry
0.025023,0.136606,0.04755,-0.121291,8.869002,0.479883,0.430958,0.38205,0.374401,0.448209,2.406636,1.084726,0.566387,1.663519,2.049754,2.16798,2.634478,3.613427,0.133503,0.147066,0.018878,0.056149,0.088252,0.070686,1.149886,0.535319,0.248511,0.220824,0.277144,0.392744,0.439939,1.049104,0.118519,0.121612,0.105324,0.067356,0.006436,0.102404,0.69834,0.624714,0.025741,0.03309,0.046068,0.078529,0.210411,88.25,0.568202,1.002949,angry
0.034227,0.715073,0.099771,0.204288,8.486987,0.552563,0.459734,0.466523,0.428568,0.41803,2.398516,3.422,0.542098,1.418843,1.354255,1.642715,2.443804,3.488844,0.136788,0.150586,0.031535,0.086871,0.068859,0.07527,0.905822,0.240248,0.409917,0.2424,0.229674,0.494959,0.562845,0.639053,0.141419,0.089871,0.138183,0.051576,0.011339,0.126682,0.362594,0.519529,0.037174,0.020974,0.037464,0.077011,0.216954,84.75,0.569988,1.010924,angry
0.094857,0.351713,0.514978,0.233978,8.348783,0.600797,0.425599,0.375192,0.362598,0.533119,2.438871,4.459442,0.617472,1.738521,2.117973,2.239975,2.488284,3.245502,0.116976,0.085367,0.043299,0.040155,0.049259,0.052364,0.851811,0.598915,0.312757,0.3652,0.232225,0.449841,1.100527,0.824976,0.115439,0.168653,0.132693,0.020747,0.005062,0.223992,0.5948,0.550487,0.034866,0.040338,0.049438,0.084706,0.219526,122,0.596516,1.004378,angry
0.097977,0.432555,0.380765,0.468658,9.069814,0.588656,0.46582,0.482584,0.387961,0.462503,2.4061,3.096105,0.609269,1.605865,1.810926,2.079359,2.256917,3.706563,0.122585,0.082252,0.0299,0.04764,0.04486,0.06779,0.542449,0.184964,0.160291,0.151369,0.229844,0.260195,0.340617,0.732203,0.078252,0.095631,0.070149,0.011558,0.004123,0.137247,1.016979,0.526865,0.02026,0.030663,0.045603,0.076339,0.214336,109.5,0.589936,1.002538,angry
0.040105,0.467063,0.420235,-0.205815,8.844186,0.646913,0.448526,0.442617,0.436622,0.455193,2.386817,0.847118,0.495822,1.36652,1.671445,3.03343,2.366285,3.47782,0.138861,0.119771,0.032552,0.041111,0.065541,0.067474,0.670286,0.180742,0.279869,0.28469,0.272649,0.288471,0.501816,0.725306,0.097479,0.089475,0.0999,0.021021,0.004657,0.167491,0.813338,0.590243,0.024757,0.033176,0.044298,0.072658,0.215748,103.5,0.577649,1.004674,angry
0.118935,0.246765,0.457381,-0.102261,7.763559,0.548878,0.495023,0.402051,0.418692,0.562056,2.427334,4.309043,0.614229,1.457216,2.168802,3.232835,2.029837,2.90218,0.139181,0.090042,0.047071,0.046987,0.068401,0.077237,0.617386,0.287279,0.211838,0.238544,0.231704,0.30363,0.324096,0.875355,0.083903,0.075418,0.074788,0.042774,0.00497,0.300366,0.642647,0.355665,0.027176,0.039564,0.052743,0.078452,0.213909,135.25,0.568809,1.003682,angry
0.051317,0.643735,0.357178,0.17451,7.843944,0.545602,0.460443,0.416732,0.415735,0.459478,2.380865,1.089745,0.444589,1.200955,1.556591,1.811002,3.127475,3.641608,0.109879,0.16067,0.02718,0.045414,0.052294,0.054765,1.146431,0.516341,0.276089,0.548636,0.223941,0.286047,0.78666,0.918106,0.105224,0.116675,0.215802,0.033405,0.011392,0.165258,1.722853,1.445651,0.027489,0.033367,0.044012,0.081009,0.214923,82.5,0.550257,1.00309,angry
0.09384,0.558541,0.244837,0.196178,8.685432,0.582423,0.506207,0.444082,0.402285,0.5037,2.366304,2.579067,0.598482,1.473095,1.940646,1.966093,3.293329,3.370397,0.12621,0.124991,0.030876,0.039372,0.054853,0.064448,0.626088,0.2659,0.28537,0.195112,0.249406,0.30682,0.334245,0.818723,0.094,0.089378,0.08609,0.022681,0.004754,0.190873,0.972948,1.545022,0.023235,0.036752,0.043437,0.075585,0.212736,94.5,0.60786,1.004141,angry
0.097636,0.315324,0.022595,0.051294,9.036155,0.680116,0.531017,0.514886,0.438745,0.509816,2.407632,1.085886,0.502574,1.175491,1.141026,1.195364,2.06733,3.697306,0.10621,0.074626,0.037893,0.036727,0.037226,0.044362,0.569547,0.392043,0.259918,0.161893,0.219019,0.267634,0.346877,0.502926,0.087461,0.083997,0.072424,0.035439,0.003866,0.165161,0.403504,0.717602,0.030194,0.035986,0.048445,0.085469,0.215569,117.5,0.559957,1.002566,angry
