@relation 'arff_file/psysound.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute mean_Loudness numeric
@attribute std_Loudness numeric
@attribute mean_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_SharpnessZ numeric
@attribute mean_Spectral_Dissonance(HK) numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute std_Timbral_Width numeric
@attribute mean_Tonal_Dissonance(HK) numeric
@attribute mean_Tonal_Dissonance(S) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute std_Volume numeric
@attribute mean_Complex_Tonal numeric
@attribute mean_SpectralCentroid numeric
@attribute output {angry,notangry}

@data
69.41359,3.939501,1.19045,0.696922,0.886827,0.07102,84.52229,0.017717,0.045404,0.000233,0.003565,0.857318,0.093704,316.2226,notangry
69.41359,3.939501,1.19045,0.696922,0.886827,0.07102,84.52229,0.017717,0.045404,0.000233,0.003565,0.857318,0.093704,316.2226,notangry
76.29934,4.960308,1.393443,0.900108,0.892465,0.078962,34.56361,0.016909,0.065257,0.000246,0.009783,0.744573,0.085128,706.9303,notangry
63.18002,3.520835,1.148567,0.510025,0.8664,0.072257,101.0439,0.037868,0.026463,0.000342,0.002331,1.467545,0.066899,415.737,notangry
63.18002,3.520835,1.148567,0.510025,0.8664,0.072257,101.0439,0.037868,0.026463,0.000342,0.002331,1.467545,0.066899,415.737,notangry
63.18002,3.520835,1.148567,0.510025,0.8664,0.072257,101.0439,0.037868,0.026463,0.000342,0.002331,1.467545,0.066899,415.737,notangry
79.13048,4.736278,1.334113,1.032055,0.889492,0.069013,39.45985,0.024325,0.093355,0.000162,0.006647,1.426797,0.122009,642.0856,notangry
79.13048,4.736278,1.334113,1.032055,0.889492,0.069013,39.45985,0.024325,0.093355,0.000162,0.006647,1.426797,0.122009,642.0856,notangry
79.13048,4.736278,1.334113,1.032055,0.889492,0.069013,39.45985,0.024325,0.093355,0.000162,0.006647,1.426797,0.122009,642.0856,notangry
104.632,5.549336,1.350592,1.085896,0.889334,0.092116,85.31716,0.029681,0.030078,0.000192,0.005961,0.841501,0.083967,623.2714,notangry
104.632,5.549336,1.350592,1.085896,0.889334,0.092116,85.31716,0.029681,0.030078,0.000192,0.005961,0.841501,0.083967,623.2714,notangry
71.78439,4.337265,1.256977,0.66435,0.887835,0.108043,86.04478,0.014318,0.015978,0.000087,0.006513,0.505383,0.062699,381.3835,notangry
80.73064,5.567702,1.474498,0.734295,0.893766,0.090115,64.39119,0.029797,0.02949,0.00014,0.007429,0.521136,0.08285,653.6522,notangry
80.73064,5.567702,1.474498,0.734295,0.893766,0.090115,64.39119,0.029797,0.02949,0.00014,0.007429,0.521136,0.08285,653.6522,notangry
72.64244,3.94171,1.201058,0.844904,0.87723,0.17648,169.8052,0.061937,0.055865,0.000323,0.015542,3.268813,0.131295,570.0248,notangry
70.81272,5.278077,1.508952,0.838591,0.890292,0.053621,15.7461,0.024898,0.171018,0.000248,0.008784,1.141272,0.11637,873.9773,notangry
52.95264,3.153627,1.112908,0.350588,0.865861,0.079884,97.94457,0.033532,0.125471,0.00049,0.005581,1.204116,0.11864,416.405,notangry
52.95264,3.153627,1.112908,0.350588,0.865861,0.079884,97.94457,0.033532,0.125471,0.00049,0.005581,1.204116,0.11864,416.405,notangry
69.95847,6.000194,1.648118,0.810076,0.888326,0.074671,20.35709,0.022809,0.056465,0.000177,0.013912,0.435117,0.11915,945.2235,notangry
69.95847,6.000194,1.648118,0.810076,0.888326,0.074671,20.35709,0.022809,0.056465,0.000177,0.013912,0.435117,0.11915,945.2235,notangry
90.36765,5.282582,1.382722,1.075511,0.876344,0.147682,195.4057,0.019332,0.030302,0.000468,0.014487,0.491953,0.078804,493.8016,notangry
90.36765,5.282582,1.382722,1.075511,0.876344,0.147682,195.4057,0.019332,0.030302,0.000468,0.014487,0.491953,0.078804,493.8016,notangry
76.86675,4.790814,1.337374,1.059398,0.897713,0.100394,51.77673,0.009747,0.04287,0.0001,0.009537,0.405758,0.111869,451.6446,notangry
69.65752,3.990377,1.201325,0.798704,0.890163,0.149314,171.5949,0.017454,0.02015,0.000238,0.01475,0.716815,0.105575,361.6678,notangry
98.66378,6.968339,1.657787,0.981884,0.886455,0.12968,34.08581,0.012082,0.004934,0.000101,0.026335,0.361918,0.112453,1576.365,notangry
64.16267,5.658641,1.626831,0.674072,0.885441,0.059968,17.39616,0.053031,0.15457,0.000674,0.016072,1.540793,0.063298,688.8901,notangry
69.84287,4.77536,1.365756,0.994561,0.899404,0.07254,29.51966,0.024676,0.069601,0.000228,0.009549,0.53046,0.114546,429.4395,notangry
69.84287,4.77536,1.365756,0.994561,0.899404,0.07254,29.51966,0.024676,0.069601,0.000228,0.009549,0.53046,0.114546,429.4395,notangry
69.84287,4.77536,1.365756,0.994561,0.899404,0.07254,29.51966,0.024676,0.069601,0.000228,0.009549,0.53046,0.114546,429.4395,notangry
69.84287,4.77536,1.365756,0.994561,0.899404,0.07254,29.51966,0.024676,0.069601,0.000228,0.009549,0.53046,0.114546,429.4395,notangry
69.84287,4.77536,1.365756,0.994561,0.899404,0.07254,29.51966,0.024676,0.069601,0.000228,0.009549,0.53046,0.114546,429.4395,notangry
69.84287,4.77536,1.365756,0.994561,0.899404,0.07254,29.51966,0.024676,0.069601,0.000228,0.009549,0.53046,0.114546,429.4395,notangry
69.84287,4.77536,1.365756,0.994561,0.899404,0.07254,29.51966,0.024676,0.069601,0.000228,0.009549,0.53046,0.114546,429.4395,notangry
88.04457,5.769192,1.46808,1.148978,0.902183,0.135872,142.103,0.006681,0.008734,0.000052,0.006613,0.094861,0.126177,690.8921,notangry
49.79701,2.922139,1.081868,0.286311,0.843669,0.048287,94.16735,0.022622,0.111548,0.00064,0.002455,2.203076,0.091103,371.5626,notangry
71.48283,4.247804,1.25143,1.100731,0.897762,0.150231,132.6651,0.019488,0.040297,0.000162,0.009621,0.825067,0.117865,340.278,notangry
61.84175,3.761133,1.194821,0.522017,0.877701,0.057403,77.99895,0.015937,0.097604,0.000361,0.003696,1.758876,0.058165,304.0965,notangry
50.6824,4.004917,1.327829,0.40934,0.878122,0.025516,12.68016,0.054651,0.295373,0.000424,0.002992,2.067517,0.070538,444.5279,notangry
67.01638,4.431634,1.306466,1.011653,0.889564,0.087725,79.19437,0.049301,0.159283,0.000469,0.008813,1.297575,0.119022,539.6957,notangry
74.59823,5.650937,1.532172,1.037922,0.909754,0.266978,172.2256,0.027077,0.051681,0.000121,0.041973,0.557665,0.096526,561.1286,notangry
58.27608,3.544749,1.149181,0.658484,0.875249,0.048975,41.36333,0.036352,0.0959,0.00093,0.005095,1.537404,0.077385,280.6258,notangry
71.32089,4.349429,1.313819,0.535759,0.869448,0.098869,77.54994,0.019413,0.018597,0.000464,0.007889,0.559305,0.114705,667.0574,notangry
71.32089,4.349429,1.313819,0.535759,0.869448,0.098869,77.54994,0.019413,0.018597,0.000464,0.007889,0.559305,0.114705,667.0574,notangry
71.32089,4.349429,1.313819,0.535759,0.869448,0.098869,77.54994,0.019413,0.018597,0.000464,0.007889,0.559305,0.114705,667.0574,notangry
71.32089,4.349429,1.313819,0.535759,0.869448,0.098869,77.54994,0.019413,0.018597,0.000464,0.007889,0.559305,0.114705,667.0574,notangry
89.2729,5.351114,1.378115,0.788454,0.881302,0.049538,40.60153,0.032019,0.095138,0.000172,0.00266,1.037112,0.0696,537.8088,notangry
81.70138,5.335417,1.415947,1.03887,0.891228,0.112311,67.55399,0.066482,0.102335,0.000294,0.011894,2.388103,0.096972,752.6852,notangry
81.70138,5.335417,1.415947,1.03887,0.891228,0.112311,67.55399,0.066482,0.102335,0.000294,0.011894,2.388103,0.096972,752.6852,notangry
86.79584,6.236805,1.583378,0.906052,0.905034,0.120847,62.03051,0.008392,0.005728,0.000076,0.014032,0.236448,0.144785,759.9834,notangry
67.65857,4.515067,1.326209,0.803162,0.899233,0.094789,55.35361,0.042844,0.04866,0.000205,0.011051,1.828601,0.108213,437.6289,notangry
67.65857,4.515067,1.326209,0.803162,0.899233,0.094789,55.35361,0.042844,0.04866,0.000205,0.011051,1.828601,0.108213,437.6289,notangry
67.65857,4.515067,1.326209,0.803162,0.899233,0.094789,55.35361,0.042844,0.04866,0.000205,0.011051,1.828601,0.108213,437.6289,notangry
49.01063,3.732678,1.289969,0.20155,0.86254,0.070764,73.61492,0.069829,0.089866,0.000546,0.006659,0.534596,0.089977,731.3445,notangry
80.75252,5.204699,1.416468,0.791551,0.894681,0.225353,136.2412,0.024625,0.038056,0.000175,0.01394,1.422473,0.094421,690.8828,notangry
87.55856,6.190192,1.547568,1.139072,0.90065,0.13494,64.9726,0.021452,0.009297,0.000052,0.014,0.223275,0.093476,701.83,notangry
93.42326,6.243594,1.551302,1.168921,0.898289,0.131301,48.23045,0.003237,0.008451,0.000084,0.016664,0.202513,0.145054,1120.158,notangry
93.42326,6.243594,1.551302,1.168921,0.898289,0.131301,48.23045,0.003237,0.008451,0.000084,0.016664,0.202513,0.145054,1120.158,notangry
84.22542,5.380505,1.418599,1.429001,0.90386,0.094596,45.15431,0.01226,0.051688,0.000184,0.011878,0.233412,0.13485,583.9636,notangry
83.8285,5.659323,1.480062,1.044506,0.892446,0.098362,73.48238,0.02697,0.03535,0.000324,0.008014,0.504283,0.059299,651.576,notangry
48.4742,3.081789,1.112845,0.693185,0.885537,0.101275,57.72443,0.013277,0.158804,0.000212,0.009442,1.152093,0.130324,259.0434,notangry
48.4742,3.081789,1.112845,0.693185,0.885537,0.101275,57.72443,0.013277,0.158804,0.000212,0.009442,1.152093,0.130324,259.0434,notangry
75.54743,4.35816,1.258108,0.82937,0.892257,0.12193,144.2679,0.011471,0.074714,0.000133,0.006552,0.551002,0.148941,483.9496,notangry
75.54743,4.35816,1.258108,0.82937,0.892257,0.12193,144.2679,0.011471,0.074714,0.000133,0.006552,0.551002,0.148941,483.9496,notangry
91.22118,5.977852,1.496602,1.18746,0.89869,0.07286,23.00051,0.010363,0.014359,0.000097,0.010914,0.254498,0.115427,903.648,notangry
91.22118,5.977852,1.496602,1.18746,0.89869,0.07286,23.00051,0.010363,0.014359,0.000097,0.010914,0.254498,0.115427,903.648,notangry
93.17319,5.612333,1.415325,1.220735,0.903455,0.239068,161.7206,0.021106,0.007638,0.000067,0.012453,0.312048,0.117865,743.1881,notangry
55.63099,4.149692,1.324362,0.514167,0.893195,0.094255,102.8876,0.033055,0.143394,0.000185,0.005078,0.856001,0.098453,286.565,notangry
55.63099,4.149692,1.324362,0.514167,0.893195,0.094255,102.8876,0.033055,0.143394,0.000185,0.005078,0.856001,0.098453,286.565,notangry
55.63099,4.149692,1.324362,0.514167,0.893195,0.094255,102.8876,0.033055,0.143394,0.000185,0.005078,0.856001,0.098453,286.565,notangry
55.63099,4.149692,1.324362,0.514167,0.893195,0.094255,102.8876,0.033055,0.143394,0.000185,0.005078,0.856001,0.098453,286.565,notangry
65.43014,4.508315,1.34154,0.741525,0.887919,0.051915,23.59494,0.03672,0.076413,0.000301,0.011997,0.951597,0.107144,410.6183,notangry
93.32607,6.036815,1.498299,1.228811,0.901304,0.156617,90.71054,0.008457,0.00613,0.000051,0.010332,0.253313,0.11806,875.8168,notangry
85.62259,5.371012,1.408869,1.08048,0.893101,0.083013,37.09585,0.017568,0.024695,0.00013,0.012625,0.367746,0.122784,721.9666,notangry
59.76837,3.963875,1.225945,0.84086,0.868896,0.076617,83.60551,0.083664,0.384701,0.000598,0.005139,2.545901,0.152313,397.1667,notangry
58.26624,3.611462,1.178889,0.350165,0.860067,0.048899,124.2569,0.011364,0.092319,0.000456,0.001976,1.101047,0.085331,297.0701,notangry
58.26624,3.611462,1.178889,0.350165,0.860067,0.048899,124.2569,0.011364,0.092319,0.000456,0.001976,1.101047,0.085331,297.0701,notangry
58.26624,3.611462,1.178889,0.350165,0.860067,0.048899,124.2569,0.011364,0.092319,0.000456,0.001976,1.101047,0.085331,297.0701,notangry
74.3488,4.507379,1.331247,0.5288,0.875219,0.078692,73.08117,0.020663,0.014403,0.000211,0.004154,0.514856,0.117507,672.4478,notangry
74.3488,4.507379,1.331247,0.5288,0.875219,0.078692,73.08117,0.020663,0.014403,0.000211,0.004154,0.514856,0.117507,672.4478,notangry
74.3488,4.507379,1.331247,0.5288,0.875219,0.078692,73.08117,0.020663,0.014403,0.000211,0.004154,0.514856,0.117507,672.4478,notangry
68.70344,4.061509,1.241637,0.77411,0.882972,0.115782,76.5001,0.025794,0.060114,0.000176,0.008136,1.285051,0.127858,555.2527,notangry
79.01668,5.393056,1.457576,0.829961,0.886957,0.079702,59.89294,0.038642,0.047436,0.000256,0.005312,0.423999,0.096702,959.9404,notangry
79.98813,5.13924,1.409377,0.905864,0.888063,0.116705,52.8291,0.024781,0.052892,0.000348,0.014345,0.578778,0.082388,723.5172,notangry
74.32485,4.858168,1.383939,0.836981,0.893025,0.065571,40.87735,0.024355,0.064136,0.000202,0.006694,0.876834,0.099757,663.5316,notangry
63.12495,4.239126,1.29824,0.426137,0.868633,0.053357,64.41986,0.067978,0.074028,0.000606,0.004551,1.590794,0.08962,477.0765,notangry
63.12495,4.239126,1.29824,0.426137,0.868633,0.053357,64.41986,0.067978,0.074028,0.000606,0.004551,1.590794,0.08962,477.0765,notangry
80.1544,5.756409,1.547735,0.89737,0.895486,0.094455,28.48885,0.017186,0.040368,0.000184,0.020097,0.863684,0.056171,858.6912,notangry
80.1544,5.756409,1.547735,0.89737,0.895486,0.094455,28.48885,0.017186,0.040368,0.000184,0.020097,0.863684,0.056171,858.6912,notangry
80.1544,5.756409,1.547735,0.89737,0.895486,0.094455,28.48885,0.017186,0.040368,0.000184,0.020097,0.863684,0.056171,858.6912,notangry
79.14953,4.53888,1.284124,0.819312,0.891946,0.159079,150.9444,0.006135,0.012848,0.000201,0.010227,0.25149,0.107569,547.9808,notangry
76.99302,5.205659,1.44101,0.853237,0.883183,0.034647,21.19357,0.041259,0.154294,0.000534,0.004502,1.875245,0.111465,772.5526,notangry
70.35708,5.069639,1.443833,0.914521,0.898036,0.045981,19.31623,0.030704,0.105,0.000228,0.004983,1.080512,0.11211,623.8671,notangry
82.05285,5.142152,1.389359,0.908491,0.89352,0.080569,30.31725,0.025168,0.027819,0.000344,0.011861,0.776841,0.08768,655.9339,notangry
70.35708,5.069639,1.443833,0.914521,0.898036,0.045981,19.31623,0.030704,0.105,0.000228,0.004983,1.080512,0.11211,623.8671,notangry
82.05285,5.142152,1.389359,0.908491,0.89352,0.080569,30.31725,0.025168,0.027819,0.000344,0.011861,0.776841,0.08768,655.9339,notangry
56.64852,3.350838,1.11924,0.525202,0.879655,0.081346,94.91699,0.00788,0.104756,0.000189,0.004364,0.805986,0.110819,267.2176,notangry
59.70812,3.937046,1.26586,0.503243,0.869163,0.078317,72.56228,0.038266,0.047749,0.001139,0.009541,1.383981,0.10547,496.2645,notangry
59.70812,3.937046,1.26586,0.503243,0.869163,0.078317,72.56228,0.038266,0.047749,0.001139,0.009541,1.383981,0.10547,496.2645,notangry
59.70812,3.937046,1.26586,0.503243,0.869163,0.078317,72.56228,0.038266,0.047749,0.001139,0.009541,1.383981,0.10547,496.2645,notangry
72.17335,4.880401,1.374076,1.029236,0.902716,0.112893,65.37017,0.024481,0.071995,0.000113,0.006374,0.556235,0.097247,366.7553,notangry
72.17335,4.880401,1.374076,1.029236,0.902716,0.112893,65.37017,0.024481,0.071995,0.000113,0.006374,0.556235,0.097247,366.7553,notangry
72.17335,4.880401,1.374076,1.029236,0.902716,0.112893,65.37017,0.024481,0.071995,0.000113,0.006374,0.556235,0.097247,366.7553,notangry
72.17335,4.880401,1.374076,1.029236,0.902716,0.112893,65.37017,0.024481,0.071995,0.000113,0.006374,0.556235,0.097247,366.7553,notangry
83.81557,6.091701,1.605879,0.852046,0.885796,0.08071,33.91592,0.025974,0.037008,0.000274,0.008598,0.950377,0.124406,1229.532,notangry
