@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric

@data

0.082225,-0.257463,0.793756,0.129294,8.24613,0.675635,0.480681,0.524545,0.433391,0.508952,2.434784,0.703668,0.488286,1.081321,1.245861,1.593482,2.196261,2.820536,0.103097,0.080025,0.042155,0.038906,0.056171,0.059756,0.452661,0.20741,0.193297,0.121515,0.203374,0.250096,0.331995,0.52637,0.087759,0.101182,0.074963,0.041596,0.004557,0.099052,0.49101,0.541855,0.026524,0.037197,0.048144,0.085215,0.219416,104,0.590859,1.002654,86.4544,6.132177,1.56572,0.616974,1.190414,0.905461,0.112829,33.6596,4.974472,88.0073,0.410088,0.007971,0.004947,0.156817,0.000066,0.016916,1990.488,0.146565,0,0.898802,0.11847,0,0.091018,0.004443,851.9993,212336.5
0.052499,0.630143,0.186471,-0.224462,8.480143,0.52682,0.303957,0.330813,0.386775,0.389253,2.423277,7.538134,0.516982,1.869207,2.238175,2.910295,3.027708,3.630384,0.167351,0.156599,0.030125,0.060557,0.104168,0.093871,1.232972,0.32925,0.467483,0.295723,0.288645,0.347601,0.508728,0.976857,0.128586,0.109943,0.096426,0.035103,0.004394,0.363867,1.359939,1.486238,0.026129,0.024432,0.035892,0.06896,0.21571,104,0.577794,1.003076,80.57826,4.300582,1.236469,0.643155,0.751653,0.877376,0.173029,194.3668,6.838033,649.8423,1.875812,0.032956,0.059404,0.117503,0.000232,0.021373,24381.75,1.25334,0,0.710386,0.088041,0,0.205875,0.004425,555.1334,65692.3
0.093876,0.261383,0.021685,0.494768,8.709705,0.623166,0.407233,0.451562,0.388944,0.525319,2.403032,1.128587,0.565527,1.455731,1.538892,1.519747,2.249441,3.079907,0.109397,0.079694,0.038766,0.046791,0.050892,0.052286,0.379012,0.353717,0.221433,0.152253,0.225632,0.279403,0.329042,0.889356,0.098795,0.091606,0.081376,0.037806,0.005477,0.257648,0.41664,0.428527,0.020786,0.034673,0.049265,0.084787,0.216796,88,0.567162,1.003856,96.02681,6.433006,1.556811,0.602698,1.45302,0.899237,0.191701,61.52003,5.192247,85.47463,0.311368,0.007816,0.012559,0.297534,0.000122,0.022676,3280.611,0.271162,0,0.752996,0.084911,0,0.186117,0.005388,996.1456,267009.2
0.08004,0.05258,0.258321,-0.092368,8.223273,0.592324,0.529841,0.529726,0.423342,0.496892,2.393586,1.363174,0.605274,1.239403,1.236038,1.438064,2.156451,2.752287,0.105288,0.074441,0.03009,0.045407,0.055455,0.060171,0.460297,0.158094,0.11664,0.165369,0.22077,0.265153,0.427952,0.531835,0.100187,0.095709,0.080792,0.032896,0.004689,0.143858,0.366804,0.459788,0.024223,0.032107,0.044995,0.081916,0.214601,122,0.58998,1.00399,94.01692,6.156437,1.519267,0.650679,1.354229,0.903291,0.095655,18.13233,5.304416,58.09634,0.269049,0.006982,0.007457,0.050107,0.000046,0.017212,454.1696,0.175264,0,0.913449,0.149637,0,0.079113,0.003956,869.0416,90261.91
0.021179,0.730287,0.467957,0.361401,7.27489,0.692623,0.484789,0.46772,0.450976,0.419796,2.363738,1.237568,0.421176,1.245218,1.686457,1.755741,2.964807,2.758366,0.130776,0.184353,0.028784,0.040297,0.044385,0.052509,1.017577,0.279382,0.237459,0.270845,0.212073,0.280412,0.400646,0.984098,0.120532,0.089802,0.094459,0.073015,0.004594,0.309029,0.881964,1.782166,0.02853,0.0265,0.044501,0.078547,0.21414,97.5,0.504183,1.008522,48.46327,3.2193,1.120191,1.443512,0.897592,0.883678,0.101826,80.40698,6.487825,64.89623,0.130931,0.009016,0.411759,0.451083,0.000207,0.005127,2599.604,2.01864,0,0.996671,0.158982,0,0.00332,0.001846,230.1995,17115.16
0.051054,0.312693,-0.09166,0.06447,7.983112,0.553236,0.39984,0.461286,0.419518,0.466199,2.404914,8.079674,0.716572,1.616217,2.895054,2.273264,2.718157,3.446589,0.155781,0.124,0.044799,0.069978,0.085571,0.087861,0.74756,0.311431,0.303042,0.341797,0.241943,0.27474,0.399483,2.853433,0.079273,0.090723,0.080136,0.063484,0.006493,0.231691,0.472373,0.610472,0.028804,0.033834,0.044445,0.081562,0.214303,103.5,0.542187,1.009048,70.49868,4.837061,1.400879,0.701328,0.883893,0.893543,0.059785,27.96735,5.376264,232.153,0.677825,0.025412,0.050547,0.347908,0.000258,0.010452,2364.511,1.121655,0,0.872836,0.097714,0,0.111067,0.004067,577.5746,408689.4
0.133443,0.387782,0.204206,-0.112229,9.130479,0.63281,0.450946,0.436449,0.348466,0.510322,2.373601,8.136967,0.484903,1.71841,1.641843,1.757813,2.797665,3.280993,0.106846,0.075297,0.042744,0.061145,0.053884,0.056027,0.333434,0.273534,0.188646,0.249063,0.221698,0.285661,0.47078,0.705746,0.08315,0.082628,0.096022,0.029388,0.00412,0.307498,0.321277,0.514509,0.038726,0.034442,0.046391,0.084552,0.215091,144.75,0.605914,1.003156,100.9648,7.016046,1.64858,0.529991,1.203563,0.896237,0.101686,17.89791,4.83596,113.8247,0.342874,0.00917,0.010921,0.10343,0.000107,0.019083,507.0707,0.269668,0,0.896804,0.100089,0,0.092608,0.004099,1490.738,328783.2
0.073725,0.274057,0.181558,0.168409,8.90451,0.657111,0.540881,0.543089,0.394749,0.497707,2.371332,0.780532,0.511079,1.152774,1.083111,1.188166,2.252163,3.059635,0.099856,0.073651,0.028463,0.038348,0.041635,0.051005,0.508982,0.163571,0.177326,0.133787,0.214794,0.286878,0.334776,0.488624,0.085809,0.08667,0.081043,0.022115,0.004401,0.12092,0.451679,0.518083,0.028907,0.034676,0.04569,0.081691,0.212458,90,0.577131,1.003738,89.08034,6.032828,1.523559,0.665311,1.290552,0.907169,0.119401,30.18031,5.140009,65.2314,0.110781,0.003481,0.005648,0.1033,0.000034,0.013549,1206.48,0.255126,0,0.926099,0.125192,0,0.068486,0.004454,824.6691,78248.25
0.035419,0.414602,-0.106106,-0.095813,7.846131,0.609087,0.399032,0.42524,0.374232,0.396442,2.437515,1.255667,0.482026,1.745744,1.816549,2.795489,3.02334,2.95885,0.158065,0.139479,0.02156,0.109111,0.103549,0.093207,1.401537,0.41353,0.297382,0.306474,0.26788,0.43752,0.839503,0.766616,0.167273,0.109963,0.090524,0.061253,0.007014,0.104965,0.581953,0.765722,0.02557,0.036659,0.048672,0.077975,0.210187,100,0.602131,1.002907,64.00801,3.857808,1.195728,0.773166,0.617784,0.875613,0.059991,60.68501,7.059565,207.0379,1.624097,0.056406,0.086469,0.089021,0.000251,0.003281,3318.913,2.144403,0,0.936751,0.114719,0,0.059288,0.002312,440.3622,237871
0.083121,0.184075,0.540588,-0.016522,8.452937,0.653396,0.581502,0.558351,0.411119,0.555858,2.386061,1.176464,0.523683,0.980324,1.203995,1.357556,2.451091,2.744714,0.105191,0.069189,0.028259,0.030264,0.041366,0.046168,1.428996,0.214662,0.204684,0.227335,0.2407,0.320895,0.327572,1.310452,0.093342,0.080437,0.076785,0.039633,0.005509,0.134581,0.658778,0.888062,0.030347,0.041363,0.052726,0.083914,0.21556,117.5,0.573952,1.002791,71.32299,5.546197,1.538453,0.629678,0.928778,0.89596,0.145005,81.34132,4.437961,551.6453,1.563247,0.015309,0.038405,0.354817,0.000177,0.030423,15532.2,0.650438,0,0.935419,0.137349,0,0.06045,0.003183,831.8309,280398.5
0.094489,-0.050641,0.30141,0.130597,8.601121,0.643818,0.508148,0.522636,0.451823,0.51525,2.408245,2.104424,0.513782,1.338191,1.308601,1.507591,2.15361,3.130849,0.101567,0.074372,0.028804,0.037547,0.038694,0.050292,0.365202,0.173043,0.176998,0.142499,0.220588,0.283685,0.422436,0.602268,0.089797,0.084046,0.101948,0.025468,0.006255,0.208405,0.460461,0.63686,0.02718,0.03814,0.047934,0.07827,0.214885,122.25,0.571849,1.002822,95.60287,6.393878,1.562987,0.582935,1.133836,0.89882,0.113539,33.78972,5.04797,29.44578,0.08345,0.001969,0.003571,0.044443,0.000052,0.013232,1614.778,0.071396,0,0.762983,0.098648,0,0.180961,0.005366,1060,51738.2
0.042924,0.751932,0.194246,0.119942,9.721772,0.515819,0.393387,0.372632,0.343219,0.466651,2.425487,3.203164,0.681218,1.750342,2.128059,2.687934,3.351767,4.58504,0.162221,0.134836,0.044268,0.071023,0.078907,0.081051,0.902784,0.411056,0.226702,0.211337,0.261163,0.329957,0.495384,1.03996,0.105448,0.102181,0.10874,0.046783,0.005782,0.210276,1.122174,0.904207,0.027107,0.030552,0.038219,0.077593,0.215324,105,0.561891,1.008839,77.84941,5.072684,1.393402,0.768316,1.284144,0.894773,0.054345,28.42986,5.867095,362.2334,1.091794,0.024766,0.130562,0.564511,0.000242,0.007301,1478.298,0.990205,0,0.951398,0.125852,0,0.046271,0.00251,465.9434,105474.2
0.102577,0.695507,0.243608,-0.183093,8.589282,0.585468,0.542956,0.504063,0.40071,0.538946,2.381975,1.159441,0.598996,1.214474,1.216354,1.160771,2.092974,3.205909,0.107366,0.071801,0.038276,0.030801,0.037269,0.044953,0.526414,0.21182,0.158311,0.143123,0.211503,0.316093,0.336214,0.542227,0.085501,0.091285,0.08709,0.020203,0.003673,0.108378,0.41751,0.363427,0.028812,0.040477,0.052747,0.085419,0.215659,133.25,0.575328,1.00306,94.76545,6.644848,1.599109,0.619145,1.461475,0.896422,0.131684,34.18342,4.943125,78.20379,0.25048,0.004717,0.01078,0.134608,0.000042,0.016603,1155.661,0.159204,0,0.964714,0.150983,0,0.034064,0.002838,1087.201,181757.5
0.103597,0.378433,0.211024,-0.019414,8.885459,0.621553,0.548469,0.530777,0.45911,0.546988,2.405737,1.091528,0.563932,1.209637,1.284591,1.252377,1.920535,3.21777,0.102288,0.076807,0.037513,0.036458,0.041229,0.048226,0.711614,0.221944,0.215874,0.246612,0.305076,0.353191,0.625182,0.581233,0.111112,0.137111,0.129593,0.037631,0.006848,0.152676,0.398568,0.552237,0.027983,0.031987,0.04734,0.080203,0.217841,107,0.571818,1.003421,101.3857,7.025901,1.635329,0.554549,1.360689,0.896098,0.124333,42.75184,4.920627,131.2289,0.547531,0.00848,0.002843,0.113781,0.00006,0.021344,2452.666,0.158618,0,0.945406,0.150127,0,0.051648,0.003483,1101.655,244170.5
0.093675,0.089521,0.162246,0.339637,9.259497,0.603646,0.479922,0.464657,0.43212,0.537771,2.396414,0.997933,0.55814,1.428437,1.318845,1.463378,2.07318,3.370355,0.1075,0.074538,0.039355,0.037485,0.045681,0.065546,0.480405,0.284091,0.21139,0.194271,0.242838,0.269436,0.452747,0.813591,0.085063,0.08925,0.082474,0.051395,0.004714,0.14161,0.42215,0.438214,0.031951,0.042004,0.04857,0.079116,0.215059,98.5,0.590628,1.003247,93.21576,6.447084,1.580261,0.541972,1.100722,0.895028,0.138467,63.85381,4.988005,84.59238,0.342618,0.009158,0.005943,0.077911,0.000086,0.021526,4702.143,0.205026,0,0.890812,0.093603,0,0.097331,0.003662,1005.481,202348.9
0.069713,0.416452,0.253113,0.066827,8.249208,0.655363,0.558983,0.520153,0.418797,0.482138,2.409031,0.98948,0.501673,1.179248,1.424399,1.67469,2.479064,3.025763,0.129648,0.087258,0.038813,0.048667,0.062764,0.074088,0.593914,0.301415,0.162097,0.145052,0.249651,0.219103,0.351407,0.561651,0.09308,0.093062,0.078548,0.043278,0.00529,0.145232,0.604082,0.469071,0.026305,0.031335,0.048951,0.076859,0.217034,111.75,0.566081,1.004264,91.12647,6.043072,1.513221,0.650325,1.273769,0.902089,0.118093,45.42118,5.259994,195.7644,0.669347,0.009536,0.007641,0.187506,0.000071,0.013151,2360.496,0.166813,0,0.92743,0.126415,0,0.067348,0.003305,802.8574,167641.2
0.087653,0.361179,0.286711,0.10107,7.993859,0.627355,0.531138,0.485411,0.438023,0.550348,2.386319,3.3785,0.590627,1.768009,1.637786,1.932454,2.048829,2.840664,0.127668,0.075012,0.051988,0.047276,0.046754,0.064993,0.510119,0.265089,0.184224,0.165009,0.235156,0.30524,0.356899,0.600785,0.105988,0.082706,0.086697,0.03438,0.00816,0.205762,0.556404,0.44592,0.029945,0.03596,0.047244,0.0771,0.211499,111.5,0.548136,1.00543,87.08043,6.31897,1.596672,0.574137,1.266773,0.888527,0.110895,38.10057,4.765681,187.3398,0.448916,0.008137,0.015947,0.328451,0.00015,0.021377,5981.984,0.385665,0,0.667776,0.093708,0,0.221999,0.005979,937.958,349491.9
0.06292,0.190872,0.259441,0.292119,9.335072,0.467258,0.331285,0.294859,0.27035,0.458827,2.386858,9.6588,0.679802,1.794289,2.540718,2.688682,4.207056,3.915846,0.142371,0.094977,0.032792,0.060072,0.070556,0.085424,0.681177,0.265097,0.271278,0.315296,0.245041,0.27206,0.410109,1.239143,0.085353,0.096882,0.096711,0.034585,0.005219,0.338248,0.559387,0.570834,0.025936,0.031458,0.037505,0.079985,0.21116,105,0.599152,1.004824,82.67114,5.327145,1.423967,0.615227,0.996317,0.895791,0.075175,43.24366,5.604994,250.17,0.835189,0.015981,0.051116,0.126718,0.000211,0.007772,2391.87,0.453015,0,0.881491,0.1113,0,0.104534,0.003745,706.9624,137947.8
0.089517,0.098317,0.249426,-0.057829,8.864723,0.577133,0.547836,0.467054,0.437838,0.508014,2.407757,1.829368,0.653556,1.411117,1.223701,1.382392,2.144813,3.64247,0.106975,0.080604,0.027495,0.048216,0.046628,0.052083,0.523561,0.198643,0.24993,0.195174,0.20643,0.280072,0.392991,0.52574,0.088334,0.084375,0.071977,0.019173,0.006443,0.145301,0.421013,0.353288,0.027214,0.037131,0.047954,0.086779,0.215728,111,0.578031,1.003465,96.58901,6.603782,1.586841,0.625552,1.354471,0.903837,0.112543,43.10716,5.109669,58.80407,0.311233,0.006555,0.00597,0.133833,0.000049,0.009204,1960.792,0.169552,0,0.89747,0.120046,0,0.092079,0.004101,1017.929,152601.4
0.024595,0.408061,0.379779,-0.059245,7.707167,0.581418,0.523747,0.470726,0.432659,0.476503,2.357561,0.653928,0.552622,1.549643,1.800602,2.464327,2.247887,3.270504,0.15032,0.183486,0.049663,0.056397,0.082262,0.086261,0.720496,0.379424,0.24046,0.150549,0.230303,0.281526,0.360265,0.838505,0.084593,0.081104,0.087658,0.065042,0.006094,0.171029,0.441492,0.516374,0.029018,0.030209,0.045446,0.079053,0.216124,93.5,0.61154,1.004237,61.02744,4.418912,1.360392,0.729657,0.727121,0.89445,0.038152,7.023078,5.034453,156.721,0.560624,0.014908,0.075436,0.20033,0.000206,0.007618,174.2831,0.479805,0,0.366178,0.045072,0,0.232246,0.004913,263.5534,86774.59
0.143366,0.285602,0.498388,0.282856,8.534746,0.64386,0.534629,0.478052,0.376593,0.556263,2.383496,1.099674,0.522368,1.53874,1.43915,1.647921,2.185026,3.154388,0.103379,0.080737,0.040204,0.039947,0.045639,0.049812,0.259463,0.174417,0.174573,0.127462,0.260321,0.342878,0.444851,0.642,0.102285,0.083374,0.081822,0.023399,0.00523,0.126773,0.435144,0.573738,0.028866,0.039204,0.053061,0.085301,0.215168,132,0.610894,1.004573,100.4725,7.403705,1.709892,0.492379,1.239733,0.894157,0.176913,65.71824,4.562122,59.2639,0.145105,0.002857,0.001391,0.075312,0.000039,0.024534,3441.322,0.086855,0,0.874834,0.120487,0,0.109573,0.004513,1492.291,263784
0.036657,0.493822,0.543388,0.146891,7.850843,0.395008,0.384374,0.41606,0.477403,0.403063,2.428764,4.622755,0.682453,1.624796,1.79479,2.720019,2.080082,2.924523,0.130041,0.116619,0.029447,0.097372,0.09659,0.086647,0.948868,0.285775,0.309362,0.235392,0.431105,0.352738,0.696548,0.969139,0.118628,0.135202,0.134106,0.086501,0.005847,0.236301,0.631952,0.609405,0.030046,0.030811,0.046583,0.076483,0.217759,131.75,0.571706,1.005871,56.26848,3.897902,1.270869,1.044876,0.712427,0.86801,0.035222,32.09511,6.027476,187.6151,0.690454,0.027351,0.354415,0.450933,0.000495,0.004089,1843.925,1.223249,0,0.889481,0.102108,0,0.09837,0.003379,393.7291,165815
