@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric

@data

0.051219,0.388802,0.185983,0.240841,9.375536,0.624259,0.548028,0.569535,0.410152,0.479217,2.404028,0.805424,0.516258,1.028251,1.190217,1.614671,2.609164,3.662212,0.120786,0.108458,0.030618,0.061323,0.083568,0.111362,0.774323,0.195554,0.158041,0.184571,0.2424,0.323324,0.421942,0.47858,0.10747,0.097991,0.080842,0.051358,0.005077,0.127479,0.431505,0.49952,0.031032,0.030765,0.044285,0.074935,0.213216,126.25,0.577895,1.002694,81.95091,5.63548,1.47646,0.631476,0.965712,0.902846,0.165154,97.8757,5.446211,195.5565,1.404134,0.032915,0.012989,0.176707,0.000098,0.024188,24459.98,0.579135,0,0.99534,0.091203,0,0.004642,0.00112,575.5948,272250
0.04998,0.680451,0.528216,-0.19839,8.247782,0.623154,0.436493,0.341369,0.442467,0.478081,2.403132,0.720478,0.517208,2.107139,2.015904,2.160128,2.844512,3.519965,0.13029,0.128962,0.045394,0.055083,0.069545,0.077859,1.396539,0.202272,0.154422,0.176037,0.238276,0.345418,0.52183,1.585086,0.094934,0.077846,0.13383,0.052629,0.007736,0.167081,1.248609,0.903123,0.034547,0.038665,0.04989,0.083529,0.215683,150.75,0.574525,1.005388,74.03092,5.064497,1.411719,0.562565,0.927977,0.89854,0.12546,96.5997,5.289174,235.2026,1.225213,0.023633,0.023066,0.258692,0.000098,0.013275,11491,0.468634,0,0.984021,0.12119,0,0.015734,0.002522,523.3468,147221.8
0.073331,0.486025,-0.096506,0.004468,8.903915,0.636271,0.47949,0.457859,0.416352,0.51705,2.380471,0.972044,0.559271,1.323736,1.268282,1.407942,2.307405,3.140156,0.111455,0.074127,0.027711,0.036982,0.042258,0.057208,0.46606,0.17575,0.165708,0.214041,0.246148,0.277516,0.391175,0.608631,0.08642,0.091256,0.09749,0.026612,0.004327,0.103625,0.407681,0.507987,0.031149,0.039385,0.050172,0.083098,0.214284,105,0.565817,1.002617,94.11393,6.349195,1.546391,0.552831,1.194685,0.899691,0.102844,37.84615,5.207107,42.62671,0.254964,0.006046,0.003387,0.11031,0.000029,0.010683,1254.256,0.130934,0,0.872836,0.109861,0,0.111067,0.003521,830.6947,95294.86
0.018741,0.47755,0.174184,0.36111,7.681262,0.574085,0.585887,0.516672,0.454677,0.407626,2.371605,0.253944,0.505198,0.927237,1.310638,2.108868,2.54964,3.505591,0.126649,0.235065,0.030164,0.065306,0.081672,0.095315,1.074139,0.184013,0.167514,0.138701,0.2591,0.365104,0.333502,0.550228,0.101005,0.077765,0.07879,0.174903,0.00769,0.086483,0.386827,0.647957,0.033335,0.027457,0.043203,0.076948,0.210316,86.5,0.529864,1.010584,67.26678,4.141918,1.238753,0.802984,0.824172,0.903563,0.392561,496.0357,6.463746,197.7722,1.575196,0.038995,0.020613,0.303908,0.000204,0.059316,154604.4,0.798071,0,0.371505,0.021244,0,0.233645,0.001137,205.7654,30333.27
0.129898,0.568355,0.349657,0.215844,9.938148,0.614696,0.558592,0.488357,0.366692,0.576279,2.353731,0.973673,0.527027,1.337502,1.217147,1.484302,2.667468,3.410831,0.106314,0.067269,0.025832,0.036814,0.033788,0.046864,0.539226,0.275794,0.177299,0.131666,0.251488,0.303499,0.366625,0.542192,0.092567,0.096634,0.088519,0.027454,0.004537,0.142681,0.596776,0.465411,0.028619,0.043215,0.053941,0.08366,0.213433,133.5,0.589693,1.004573,106.2267,7.699327,1.720575,0.497559,1.406046,0.889262,0.119928,42.32321,4.74327,123.5564,0.165056,0.004312,0.001855,0.142053,0.000086,0.01903,3170.194,0.233526,0,0.932091,0.119597,0,0.06334,0.004087,1378.355,131372.3
0.047175,0.439922,0.219314,-0.048533,8.473338,0.653756,0.546774,0.531109,0.415364,0.517455,2.388295,0.818026,0.517165,1.336744,1.286686,1.393687,2.284961,3.019429,0.113253,0.091674,0.041524,0.053642,0.060564,0.067306,1.021673,0.252165,0.202434,0.123278,0.21185,0.312347,0.363349,0.592668,0.092836,0.094852,0.082126,0.099292,0.007072,0.17024,0.298995,0.568916,0.028426,0.035054,0.046989,0.083119,0.212692,107,0.553942,1.004648,91.76367,6.127281,1.50665,0.685056,1.55762,0.902449,0.107416,54.7814,5.477051,585.6824,1.366356,0.015563,0.03807,0.528581,0.000098,0.015233,7208.272,0.575362,0,0.887483,0.106555,0,0.099923,0.004551,516.2302,268097.6
0.089332,0.633188,0.333098,0.338307,8.61669,0.619031,0.568172,0.528898,0.430551,0.560503,2.382716,1.442062,0.563935,1.143083,1.243417,1.297234,2.105459,3.35316,0.126482,0.093308,0.045413,0.040124,0.056691,0.082999,0.643719,0.161427,0.163762,0.208622,0.221272,0.312578,0.398637,0.549636,0.103443,0.08727,0.097527,0.024293,0.005511,0.254647,0.519449,0.48882,0.034082,0.038809,0.049416,0.077718,0.21241,92.5,0.56166,1.007071,90.85223,6.523019,1.593331,0.595707,1.416117,0.886593,0.10985,42.22068,4.889162,205.773,0.923702,0.014249,0.018419,0.255781,0.000128,0.021539,2412.286,0.181316,0,0.94008,0.150976,0,0.056367,0.002725,931.3433,218402
0.08743,0.636465,0.138919,-0.051754,8.302695,0.644655,0.480834,0.495435,0.389677,0.524343,2.401323,1.020113,0.499962,1.480257,1.417215,1.53339,2.614641,3.059608,0.122541,0.073326,0.033522,0.041213,0.045747,0.055941,0.529269,0.324974,0.208198,0.184583,0.224409,0.440336,0.54756,0.778838,0.120022,0.11395,0.113538,0.020084,0.004703,0.170651,0.481863,0.821988,0.028429,0.037682,0.05012,0.081487,0.21493,103.5,0.530697,1.005014,97.02205,6.712877,1.601,0.532641,1.306458,0.895162,0.12792,58.20171,5.007272,83.36388,0.404936,0.006939,0.003689,0.167063,0.000047,0.016746,3558.597,0.123251,0,0.99534,0.152689,0,0.004642,0.00227,949.829,99821.4
0.066724,0.264264,0.369023,0.281605,10.048368,0.609375,0.47982,0.480937,0.4204,0.527215,2.393904,0.929706,0.551221,1.348939,1.449051,1.255868,2.41782,4.032569,0.104671,0.075317,0.030772,0.03929,0.037379,0.045348,0.601327,0.219186,0.173111,0.203601,0.215647,0.322477,0.507608,0.622535,0.116318,0.111243,0.116343,0.024125,0.004186,0.165718,0.45765,0.757081,0.0256,0.039897,0.049216,0.085648,0.216205,102,0.555744,1.005221,87.65175,6.209205,1.55792,0.546957,1.123917,0.896618,0.166489,95.50381,5.008644,71.71263,0.23696,0.005652,0.004692,0.121156,0.000053,0.016039,9494.734,0.200339,0,0.890147,0.12749,0,0.097851,0.003875,683.594,88978.95
0.069058,0.353927,0.065237,-0.012552,8.85029,0.560909,0.482311,0.514096,0.42103,0.51239,2.412893,1.784715,0.516627,1.304548,1.56641,1.637095,2.272271,3.290689,0.133806,0.093988,0.040577,0.054401,0.06151,0.070006,1.08208,0.330189,0.207471,0.213438,0.245331,0.454696,0.445887,0.855762,0.161672,0.134109,0.117213,0.079058,0.007644,0.195157,0.655735,0.753008,0.039328,0.038469,0.049561,0.08305,0.215848,89.5,0.590634,1.006704,80.94961,5.774409,1.518377,0.624266,1.153582,0.902111,0.07292,36.75581,5.157303,244.27,0.797958,0.022756,0.028324,0.288241,0.000108,0.012138,2289.923,0.769434,0,0.856858,0.127966,0,0.122734,0.004677,695.9775,701661.6
0.162021,0.653584,0.134656,0.098354,8.807905,0.669624,0.590983,0.548672,0.443708,0.557914,2.373492,1.718302,0.506654,1.028616,1.118542,1.234119,2.407038,3.322552,0.109474,0.068704,0.037794,0.03377,0.042915,0.052432,0.360862,0.189619,0.11156,0.09199,0.22243,0.241829,0.297535,0.618918,0.081456,0.082227,0.077682,0.025204,0.00417,0.232306,0.696917,0.51827,0.033845,0.041646,0.052059,0.084067,0.212619,102.5,0.581486,1.00337,105.011,7.605496,1.724471,0.536064,1.308535,0.888331,0.154321,29.62196,4.53426,91.84916,0.186576,0.003044,0.001845,0.093739,0.000079,0.031071,1601.396,0.122046,0,0.924767,0.111601,0,0.069619,0.003313,1798.607,150290.3
0.12128,0.693041,0.146793,-0.032847,9.224377,0.645233,0.552815,0.370232,0.462142,0.551391,2.40466,0.506779,0.52903,1.490691,1.215682,1.268024,2.335746,3.433684,0.111278,0.069761,0.032473,0.043512,0.049181,0.063799,0.279112,0.29122,0.159101,0.135217,0.22837,0.261309,0.333962,0.485801,0.097151,0.072293,0.093592,0.024233,0.007005,0.099211,0.427272,0.728187,0.015922,0.038919,0.050214,0.086176,0.214958,111.75,0.573386,1.004229,99.51727,7.387258,1.709152,0.506076,1.313159,0.891543,0.11788,35.32347,4.622249,64.57625,0.249565,0.006293,0.001507,0.071164,0.000054,0.018273,2012.209,0.125361,0,0.886818,0.106145,0,0.100439,0.004021,1313.742,207795.7
0.038722,0.387643,0.464513,0.173573,9.660116,0.58167,0.459472,0.428003,0.398225,0.477565,2.421536,1.060604,0.571772,1.640394,1.745489,1.97276,2.459764,3.877523,0.130951,0.100974,0.039563,0.08014,0.081578,0.08679,1.251657,0.332107,0.290732,0.21543,0.250466,0.332821,0.4641,1.697493,0.092983,0.075811,0.124821,0.089601,0.009779,0.21857,0.480666,0.636403,0.027964,0.036303,0.051191,0.085809,0.215461,82,0.557004,1.006064,77.02777,5.49451,1.474647,0.745034,1.002476,0.893533,0.048838,21.32817,5.316162,348.1952,1.478963,0.031441,0.134313,0.243521,0.000181,0.006111,733.466,0.844195,0,0.703063,0.084671,0,0.208905,0.004505,545.6905,192655.6
0.045285,0.043133,0.303732,0.383109,8.55663,0.552277,0.501793,0.526915,0.381724,0.474147,2.400077,2.3098,0.610323,1.187838,1.295953,1.498477,3.006458,3.245237,0.12965,0.160451,0.057618,0.058235,0.069268,0.104425,1.432232,0.284625,0.235538,0.211034,0.249198,0.333607,0.436402,0.501489,0.128566,0.100287,0.124705,0.121384,0.009059,0.282511,0.422136,0.392891,0.030828,0.027692,0.038676,0.070186,0.215032,100.75,0.620868,1.008289,62.79319,4.586298,1.396702,0.904676,0.932193,0.894943,0.058764,14.96793,5.231251,336.8017,0.852421,0.022655,0.135163,0.339992,0.00025,0.012619,480.7814,1.310367,0,0.767643,0.097133,0,0.178486,0.004888,496.1106,327341.6
0.071585,0.373562,0.33681,0.140547,8.49898,0.635521,0.511579,0.533263,0.384327,0.513169,2.419309,1.511225,0.515414,1.251254,1.29852,1.422759,2.43136,3.081904,0.113496,0.082832,0.040187,0.03628,0.047692,0.061346,0.738629,0.269581,0.155367,0.231047,0.218584,0.306812,0.383628,0.541305,0.111316,0.097735,0.082921,0.036206,0.003787,0.22001,0.494212,0.435072,0.0298,0.038368,0.050209,0.083713,0.217287,86.25,0.562393,1.004104,89.96711,6.130641,1.528564,0.634084,1.234817,0.902775,0.091781,33.84357,5.320261,66.15516,0.392866,0.010033,0.013706,0.100286,0.000118,0.010378,1908.21,0.249799,0,0.825566,0.102102,0,0.144103,0.004113,772.6789,146626.3
0.068609,0.299437,0.144747,0.198496,8.849079,0.641774,0.443072,0.413158,0.402597,0.488183,2.399128,1.657436,0.542028,1.393462,2.017279,1.722024,2.748283,3.454583,0.124902,0.087866,0.033412,0.045962,0.051094,0.061994,0.83995,0.219473,0.125005,0.17702,0.227328,0.269231,0.423388,1.016511,0.093849,0.091693,0.092029,0.029134,0.005289,0.128329,0.663174,0.619574,0.025051,0.031879,0.039992,0.078196,0.214526,126,0.592188,1.00361,93.04119,6.099823,1.507408,0.650015,1.316748,0.904741,0.092081,30.69666,5.435379,159.0704,0.663318,0.010967,0.013581,0.193663,0.000086,0.008909,1195.965,0.232682,0,0.9747,0.102278,0,0.024676,0.002564,804.2494,101218.3
0.109725,-0.281077,-0.093071,0.267865,9.177819,0.463701,0.387776,0.308815,0.375299,0.521728,2.377472,11.126686,0.737952,1.804607,2.36918,2.317897,2.949967,3.644628,0.147017,0.080079,0.052548,0.052926,0.07259,0.081396,0.568659,0.253078,0.191914,0.194795,0.276297,0.282945,0.391546,0.909038,0.088185,0.052922,0.069188,0.076922,0.004175,0.127549,0.536204,0.594977,0.022335,0.038431,0.048145,0.085373,0.211918,121.5,0.582365,1.005996,78.55865,5.894777,1.581854,0.526143,0.737112,0.892633,0.091646,19.65529,4.453099,223.7724,0.605763,0.009762,0.010243,0.151572,0.000114,0.012473,418.942,0.405944,0,0.774301,0.108679,0,0.174875,0.005864,1172.582,476080.1
0.059277,-0.087324,-0.365803,0.006151,9.089542,0.588701,0.52293,0.496262,0.387372,0.50854,2.418485,10.131687,0.512329,1.295351,1.838452,1.812875,2.166002,3.494056,0.134801,0.081111,0.026132,0.049759,0.047057,0.060953,0.626927,0.253699,0.259691,0.162015,0.27845,0.278635,0.418185,0.832216,0.111893,0.099648,0.088616,0.031904,0.003578,0.213351,0.395694,0.408998,0.027857,0.035395,0.045618,0.07685,0.211944,112.25,0.598424,1.00396,79.38718,5.385904,1.459696,0.659331,0.897589,0.891975,0.08549,34.06821,5.322289,197.5783,0.354816,0.009439,0.024565,0.12574,0.000267,0.010216,1358.761,0.713475,0,0.976698,0.117566,0,0.022774,0.0035,657.5709,54766.47
0.069364,0.34231,0.606671,0.189483,8.107882,0.70129,0.573191,0.539455,0.474502,0.547395,2.411969,0.429104,0.481784,1.216769,1.156049,1.323107,2.374761,2.633716,0.098891,0.071924,0.036834,0.035163,0.04269,0.045234,0.392978,0.173068,0.166893,0.13525,0.20938,0.236568,0.33015,0.548835,0.087017,0.083282,0.083,0.022985,0.006314,0.102577,0.835413,0.88252,0.028429,0.040787,0.051169,0.084582,0.215096,103,0.581073,1.002834,89.44715,6.533765,1.612546,0.60764,1.407659,0.901918,0.116751,19.72817,4.817552,40.06751,0.158065,0.004434,0.006423,0.0938,0.000037,0.020293,427.1435,0.118778,0,0.756991,0.092544,0,0.184078,0.005734,783.1627,91727.12
0.063417,0.458837,-0.090922,0.061997,8.485236,0.535551,0.453721,0.45799,0.431769,0.476678,2.377866,7.490637,0.594653,1.579727,1.876968,2.043639,2.297016,3.270572,0.137615,0.086178,0.035153,0.05244,0.059128,0.068509,0.937126,0.26937,0.283176,0.16474,0.267533,0.333029,0.412739,0.926356,0.138568,0.136997,0.136643,0.035507,0.005475,0.34766,0.513059,0.797706,0.028611,0.035585,0.046288,0.074995,0.211328,114.25,0.603192,1.004849,96.48307,5.919694,1.446028,0.667276,1.548076,0.895156,0.110796,57.23569,5.826722,1095.147,2.722537,0.025799,0.061245,1.106371,0.000285,0.01392,3872.19,1.125494,0,0.928762,0.13761,0,0.066208,0.003729,678.9342,132060.2
0.089361,0.056366,-0.314522,0.192441,9.166728,0.607808,0.52139,0.436664,0.420982,0.527954,2.404248,1.591902,0.523127,1.439444,1.624358,1.58614,2.118816,3.739557,0.149318,0.089544,0.039929,0.040257,0.065075,0.083607,0.770156,0.363445,0.238956,0.183016,0.251272,0.388831,0.492622,0.862191,0.11701,0.093803,0.10427,0.054677,0.004675,0.318845,1.177513,0.732323,0.037294,0.037405,0.047358,0.08486,0.214146,116.75,0.579258,1.003925,95.80211,6.344565,1.544302,0.581811,1.403598,0.894559,0.130319,59.74425,5.314889,184.8042,0.702887,0.013596,0.03542,0.232904,0.000354,0.018732,4086.26,0.269044,0,0.948069,0.138227,0,0.049267,0.002867,978.5982,199151
0.044913,0.021095,0.286395,0.013622,7.824708,0.600714,0.521497,0.487777,0.447818,0.476671,2.411193,5.115957,0.586315,1.359109,1.703403,2.060328,1.930546,2.55111,0.115643,0.075432,0.036896,0.038989,0.052529,0.047915,0.642081,0.242636,0.213549,0.116213,0.216999,0.278307,0.367948,0.716037,0.094861,0.103467,0.076609,0.036451,0.006007,0.287043,0.566228,0.438561,0.031044,0.034144,0.047662,0.082941,0.21555,91.5,0.545653,1.004203,79.95702,5.271354,1.418938,0.827565,1.13016,0.904784,0.11308,43.02678,5.566474,241.7206,0.867247,0.016295,0.105337,0.128669,0.000207,0.012674,2585.6,0.496982,0,0.939414,0.104215,0,0.056953,0.002874,565.7095,174605.1
0.025023,0.136606,0.04755,-0.121291,8.869002,0.479883,0.430958,0.38205,0.374401,0.448209,2.406636,1.084726,0.566387,1.663519,2.049754,2.16798,2.634478,3.613427,0.133503,0.147066,0.018878,0.056149,0.088252,0.070686,1.149886,0.535319,0.248511,0.220824,0.277144,0.392744,0.439939,1.049104,0.118519,0.121612,0.105324,0.067356,0.006436,0.102404,0.69834,0.624714,0.025741,0.03309,0.046068,0.078529,0.210411,88.25,0.568202,1.002949,58.57839,3.842623,1.222028,0.955163,0.606992,0.883674,0.054332,48.8197,6.458023,87.16562,0.836735,0.029236,0.185254,0.092483,0.000247,0.003258,2289.456,1.060421,0,0.797603,0.063997,0,0.16154,0.002002,280.6163,62970.86
0.034227,0.715073,0.099771,0.204288,8.486987,0.552563,0.459734,0.466523,0.428568,0.41803,2.398516,3.422,0.542098,1.418843,1.354255,1.642715,2.443804,3.488844,0.136788,0.150586,0.031535,0.086871,0.068859,0.07527,0.905822,0.240248,0.409917,0.2424,0.229674,0.494959,0.562845,0.639053,0.141419,0.089871,0.138183,0.051576,0.011339,0.126682,0.362594,0.519529,0.037174,0.020974,0.037464,0.077011,0.216954,84.75,0.569988,1.010924,70.25359,4.751515,1.350191,0.79096,1.10382,0.893382,0.042041,28.45522,5.795211,381.8107,1.334184,0.027071,0.095612,0.61859,0.000356,0.005017,1943.801,0.954689,0,0.905459,0.117064,0,0.08566,0.003742,363.9122,75193.16
0.094857,0.351713,0.514978,0.233978,8.348783,0.600797,0.425599,0.375192,0.362598,0.533119,2.438871,4.459442,0.617472,1.738521,2.117973,2.239975,2.488284,3.245502,0.116976,0.085367,0.043299,0.040155,0.049259,0.052364,0.851811,0.598915,0.312757,0.3652,0.232225,0.449841,1.100527,0.824976,0.115439,0.168653,0.132693,0.020747,0.005062,0.223992,0.5948,0.550487,0.034866,0.040338,0.049438,0.084706,0.219526,122,0.596516,1.004378,81.13039,5.838467,1.539977,0.535577,1.058725,0.888663,0.100332,53.48871,4.774079,129.9595,0.167844,0.008219,0.015492,0.253915,0.000151,0.013851,4547.586,0.603716,0,0.98269,0.144211,0,0.017022,0.00252,1056.436,343605
0.097977,0.432555,0.380765,0.468658,9.069814,0.588656,0.46582,0.482584,0.387961,0.462503,2.4061,3.096105,0.609269,1.605865,1.810926,2.079359,2.256917,3.706563,0.122585,0.082252,0.0299,0.04764,0.04486,0.06779,0.542449,0.184964,0.160291,0.151369,0.229844,0.260195,0.340617,0.732203,0.078252,0.095631,0.070149,0.011558,0.004123,0.137247,1.016979,0.526865,0.02026,0.030663,0.045603,0.076339,0.214336,109.5,0.589936,1.002538,96.3321,6.225682,1.533904,0.624225,1.104037,0.89522,0.106178,33.63468,5.196004,110.3844,0.452897,0.008172,0.010386,0.049532,0.000135,0.01424,2159.532,0.162909,0,0.797603,0.124534,0,0.16154,0.00577,1092.769,110987.5
0.040105,0.467063,0.420235,-0.205815,8.844186,0.646913,0.448526,0.442617,0.436622,0.455193,2.386817,0.847118,0.495822,1.36652,1.671445,3.03343,2.366285,3.47782,0.138861,0.119771,0.032552,0.041111,0.065541,0.067474,0.670286,0.180742,0.279869,0.28469,0.272649,0.288471,0.501816,0.725306,0.097479,0.089475,0.0999,0.021021,0.004657,0.167491,0.813338,0.590243,0.024757,0.033176,0.044298,0.072658,0.215748,103.5,0.577649,1.004674,79.94279,4.809571,1.323353,0.658409,1.174387,0.900866,0.09748,42.25613,6.039688,88.86957,0.416275,0.008545,0.018442,0.169522,0.000114,0.008077,1242.941,0.175773,0,0.986684,0.118352,0,0.013147,0.002832,437.1835,41006.5
0.118935,0.246765,0.457381,-0.102261,7.763559,0.548878,0.495023,0.402051,0.418692,0.562056,2.427334,4.309043,0.614229,1.457216,2.168802,3.232835,2.029837,2.90218,0.139181,0.090042,0.047071,0.046987,0.068401,0.077237,0.617386,0.287279,0.211838,0.238544,0.231704,0.30363,0.324096,0.875355,0.083903,0.075418,0.074788,0.042774,0.00497,0.300366,0.642647,0.355665,0.027176,0.039564,0.052743,0.078452,0.213909,135.25,0.568809,1.003682,97.3019,6.930689,1.648567,0.483899,1.257316,0.881217,0.140893,47.3594,4.867152,261.8208,1.029862,0.021254,0.019968,0.272592,0.000356,0.023408,2131.204,0.51687,0,0.92277,0.121266,0,0.071313,0.003523,1249.964,539569.5
0.051317,0.643735,0.357178,0.17451,7.843944,0.545602,0.460443,0.416732,0.415735,0.459478,2.380865,1.089745,0.444589,1.200955,1.556591,1.811002,3.127475,3.641608,0.109879,0.16067,0.02718,0.045414,0.052294,0.054765,1.146431,0.516341,0.276089,0.548636,0.223941,0.286047,0.78666,0.918106,0.105224,0.116675,0.215802,0.033405,0.011392,0.165258,1.722853,1.445651,0.027489,0.033367,0.044012,0.081009,0.214923,82.5,0.550257,1.00309,99.51439,5.857807,1.407111,0.635142,1.648519,0.89605,0.13144,100.0234,6.072183,1099.68,3.03036,0.025449,0.051519,1.122101,0.000114,0.017786,8320.24,0.775573,0,0.966711,0.134057,0,0.032202,0.003046,600.7339,57134.05
0.09384,0.558541,0.244837,0.196178,8.685432,0.582423,0.506207,0.444082,0.402285,0.5037,2.366304,2.579067,0.598482,1.473095,1.940646,1.966093,3.293329,3.370397,0.12621,0.124991,0.030876,0.039372,0.054853,0.064448,0.626088,0.2659,0.28537,0.195112,0.249406,0.30682,0.334245,0.818723,0.094,0.089378,0.08609,0.022681,0.004754,0.190873,0.972948,1.545022,0.023235,0.036752,0.043437,0.075585,0.212736,94.5,0.60786,1.004141,93.19353,6.027658,1.492309,0.62712,1.202662,0.89813,0.101595,35.95219,5.34764,283.0002,1.592186,0.024414,0.025608,0.133099,0.00012,0.012242,1687.518,0.28327,0,0.886818,0.132041,0,0.100439,0.003663,907.8087,236495.1
0.097636,0.315324,0.022595,0.051294,9.036155,0.680116,0.531017,0.514886,0.438745,0.509816,2.407632,1.085886,0.502574,1.175491,1.141026,1.195364,2.06733,3.697306,0.10621,0.074626,0.037893,0.036727,0.037226,0.044362,0.569547,0.392043,0.259918,0.161893,0.219019,0.267634,0.346877,0.502926,0.087461,0.083997,0.072424,0.035439,0.003866,0.165161,0.403504,0.717602,0.030194,0.035986,0.048445,0.085469,0.215569,117.5,0.559957,1.002566,88.20877,6.261058,1.573674,0.629774,1.326639,0.902685,0.102149,20.76407,4.865323,406.3937,0.978266,0.004048,0.003507,0.259951,0.000044,0.016214,708.1205,0.441106,0,0.950732,0.150963,0,0.046872,0.003151,984.5449,144027.1
0.055891,0.619831,0.088475,0.049792,8.58297,0.483257,0.23989,0.210955,0.37947,0.384276,2.417452,27.296357,0.509627,1.599423,2.289438,2.686147,3.943216,4.156404,0.173556,0.205372,0.027717,0.058168,0.078243,0.081185,1.98563,0.866539,0.491191,0.732475,0.381424,0.462732,0.624592,1.305625,0.124616,0.089835,0.113291,0.058033,0.008628,0.255109,1.520332,1.247084,0.035753,0.030045,0.03818,0.074858,0.21461,86.5,0.566823,1.002818,79.18691,4.560899,1.302012,0.51991,0.660119,0.867637,0.080464,114.7342,6.112398,924.9187,2.78358,0.049387,0.027355,0.171123,0.000598,0.00596,7644.401,1.67073,0,0.95739,0.131815,0,0.040821,0.002599,614.4037,131879
0.079983,0.782532,0.313143,0.022441,9.393485,0.552576,0.553728,0.49458,0.411525,0.448087,2.33395,5.859457,0.598865,1.383839,1.7459,1.52085,2.040325,4.128877,0.124567,0.184789,0.053089,0.065443,0.067118,0.070375,1.422194,0.773362,0.238279,0.380805,0.230026,0.282575,0.355224,0.697595,0.127593,0.119497,0.099947,0.064228,0.014183,0.262322,0.644883,0.717526,0.030311,0.039654,0.043691,0.081242,0.209681,104.5,0.536461,1.007043,82.92876,5.160676,1.412433,0.870274,1.054713,0.889808,0.076803,16.88264,5.423,622.1739,1.203461,0.035021,0.145366,0.193759,0.000208,0.012269,810.6726,1.563406,0,0.557923,0.094387,0,0.246809,0.007536,890.4293,621092.8
0.118178,0.444537,0.15241,0.288143,9.153396,0.594284,0.377335,0.36522,0.393232,0.523544,2.393948,2.20321,0.563442,1.597598,1.752329,1.833575,2.534059,3.5308,0.12677,0.079965,0.046431,0.03997,0.04205,0.051638,0.756632,0.248501,0.149965,0.143285,0.260472,0.373959,0.408975,0.778011,0.160797,0.100151,0.110715,0.045312,0.004196,0.234629,0.529471,0.624289,0.020917,0.035108,0.046883,0.084793,0.21531,123.5,0.585791,1.002891,91.58643,6.630647,1.631922,0.51634,0.956395,0.893352,0.080145,33.43228,4.622569,155.8547,0.319291,0.007554,0.006391,0.129215,0.000142,0.009029,1205.756,0.407926,0,0.910786,0.118301,0,0.081309,0.003264,1234.368,375643.3
0.041161,0.984245,0.5171,0.365929,9.841456,0.681185,0.420383,0.441042,0.364456,0.465764,2.39297,0.53969,0.512255,1.651592,2.121217,3.356129,4.0351,4.442607,0.14056,0.170177,0.031282,0.051438,0.071593,0.079738,1.623936,0.333995,0.527953,0.270778,0.243539,0.244863,0.412652,2.714135,0.090043,0.086515,0.096616,0.042955,0.005965,0.097373,2.683125,2.285068,0.036787,0.031137,0.048423,0.083037,0.216593,103.25,0.587,1.005542,75.25818,5.121466,1.387416,0.731153,1.085753,0.891568,0.117229,120.5144,5.855307,239.9875,2.061566,0.056689,0.15393,0.153946,0.000388,0.022471,15882.06,1.376189,0,0.98735,0.149641,0,0.012498,0.001656,438.8089,81367.15
0.085179,0.272373,0.203097,0.132891,9.602606,0.581036,0.330913,0.392508,0.378385,0.471107,2.392068,1.936585,0.513574,1.697453,1.777078,1.797783,2.984679,4.023368,0.116748,0.091344,0.03527,0.044484,0.054429,0.07582,0.678833,0.412245,0.239974,0.182331,0.251794,0.312139,0.440862,0.911478,0.110352,0.08171,0.103746,0.04424,0.004559,0.23176,0.553453,0.680843,0.028162,0.028501,0.045953,0.077288,0.212099,116.25,0.583258,1.005836,86.90933,5.640005,1.469032,0.565715,0.915363,0.900249,0.130583,84.83884,5.351627,165.0506,0.508593,0.010198,0.015697,0.072288,0.000103,0.01552,9299.894,0.253086,0,0.754328,0.102201,0,0.185441,0.005829,919.9327,141156
0.089051,0.052056,0.48548,-0.025324,8.630126,0.633609,0.524806,0.519635,0.345177,0.504794,2.381931,1.5491,0.491205,1.239284,1.331782,1.368881,2.784343,3.208298,0.107358,0.093157,0.029859,0.036454,0.04902,0.053808,0.517887,0.212581,0.230177,0.330134,0.224722,0.274345,0.356623,0.540734,0.080539,0.086338,0.081627,0.027013,0.003941,0.133357,0.405313,0.557114,0.025067,0.032479,0.046411,0.082106,0.215224,125.25,0.60379,1.003241,93.86888,6.116222,1.513105,0.630471,1.220576,0.901991,0.135504,47.04994,5.314126,159.9492,0.261062,0.003793,0.008641,0.161897,0.000077,0.015199,3076.536,0.337195,0,0.942077,0.110317,0,0.054604,0.003029,941.6269,122733
0.063105,0.417636,0.288641,-0.002203,8.228543,0.666776,0.524637,0.482364,0.44409,0.452521,2.403759,1.518584,0.516569,1.497447,1.442522,1.618562,2.485926,2.957073,0.109081,0.087267,0.032433,0.043899,0.056743,0.063744,0.664214,0.2965,0.16921,0.098913,0.213114,0.273671,0.45502,0.639772,0.09103,0.084809,0.087372,0.022234,0.004462,0.144709,0.432624,0.57645,0.032939,0.0311,0.041254,0.078157,0.2151,120.5,0.583746,1.003717,92.04365,5.307104,1.369529,0.735804,1.440595,0.90229,0.135036,46.35051,6.17918,55.80016,0.208381,0.004579,0.016964,0.151618,0.000131,0.013918,2305.476,0.198668,0,0.917443,0.104705,0,0.075791,0.003588,684.854,31154.22
