@attribute mfcc_sma_de[9]_linregc2 numeric
@attribute mfcc_sma_de[12]_range numeric
@attribute mfcc_sma_de[12]_skewness numeric
@attribute voiceProb_sma_de_max numeric
@attribute voiceProb_sma_de_linregc2 numeric
@attribute voiceProb_sma_de_linregerrQ numeric
@attribute F0_sma_de_max numeric
@attribute F0_sma_de_linregc1 numeric
@attribute F0_sma_de_linregc2 numeric
@attribute output {angry,notangry}

@data

1.912455,9.837054,-3.881885,2574,4.130775,0.325889,3.398216,-17.49347,-1.869247,-0.396095,2.691954,1305,19.41325,3.108767,0.000252,3.062434,298,-0.334707,11.7715,14.82379,0.019359,0.077044,1.98706,0.169075,0.429874,0.010961,0.598356,1648,-0.719363,-0.000741,0.026234,0.000655,0.32424,0.002867,0.002899,6.376881,0.070186,0.089264,0.000085,0.000612,111.5627,-0.000036,0.054116,angry
-1.116189,6.055466,-12.43355,2336,3.100397,0.53771,3.886261,-10.18207,1.412576,0.944842,3.023458,1825,13.85998,3.026264,0.000059,3.057381,623,-0.898292,12.10536,15.28548,0.022989,0.136498,-0.179175,0.139667,0.239695,0.002192,1.366605,2444,-0.144685,-0.00019,0.146906,-0.000094,-0.114931,-0.0016,-0.004901,9.140562,-0.151925,0.086444,-0.00002,0.000243,0,0,0,angry
1.353255,5.373854,-9.908516,1188,-4.880327,-0.90905,4.402601,-21.07388,-2.025816,-1.946889,3.614216,1474,34.46563,2.912806,0.000649,3.082516,2834,-1.127657,12.68339,35.7001,0.010889,0.088802,2.215697,0.125739,0.401747,0.029942,0.799151,38,-0.346437,-0.001659,0.1124,0.001619,-0.024887,0.003023,-0.006106,12.55674,-0.153539,0.146564,-0.000123,0.002376,121.3512,0.000149,-0.107877,angry
0.634691,2.837186,-8.939761,1410,3.354712,0.051146,2.84566,-14.47474,0.488368,1.390709,2.983493,2694,32.54345,2.845556,0.000272,2.876567,2011,-0.730188,9.936229,15.10043,0.007864,0.067318,0.784749,0.128542,0.279962,0.020043,1.263849,2725,-2.075226,0.002064,0.020694,0.004691,-0.091575,0.006674,0.005045,6.187225,0.064829,0.109639,0.000148,0.000768,91.28316,-0.000026,0.039412,angry
0.233924,4.133445,-15.40591,2164,-0.495767,-0.050981,2.622755,-19.99982,-1.655767,-1.852753,2.699357,901,41.26307,2.930423,0.000403,3.664329,1826,-5.596889,12.56788,18.99798,0.046582,0.176762,1.726023,0.129928,0.325874,0.015548,1.123138,115,-0.09465,-0.001534,-0.453579,0.001298,-0.117774,0.004145,-0.018196,8.35088,0.048184,0.13213,-0.000225,0.000721,111.7248,-0.000028,0.042101,angry
1.760743,14.37247,-9.816136,1273,-1.692168,0.118151,3.200748,-13.03425,1.031452,2.056425,2.89173,2738,16.5427,3.022894,0.001166,3.200899,2432,0.628908,7.350847,11.08853,0.045372,0.115649,2.081161,0.139289,0.488644,0.033248,0.094829,2215,-0.118739,0.001904,-0.147873,-0.001019,0.038036,0.002,0.0037,8.596449,0.138661,0.13384,-0.000122,0.001104,109.251,-0.000048,0.030667,angry
-0.335559,2.810538,-10.55961,2929,-15.20181,-0.142935,2.558786,-15.06294,-2.626828,-3.456032,2.83368,1591,11.63488,3.172802,0.001008,4.030589,239,-6.295599,8.325416,11.80568,0.0732,0.109323,0.255834,0.185508,0.352892,0.008006,0.960485,130,-0.192398,0.001369,-0.286168,0.001534,0.023105,0.007072,0.000678,7.189515,-0.065662,0.094518,-0.00006,0.000507,117.5467,-0.000017,0.02592,angry
0.498019,3.38721,-11.26218,934,0.325749,0.08289,3.433839,-22.09824,-1.544465,-0.771241,5.510059,835,14.60778,3.295758,-0.000933,3.06649,1094,-0.460579,11.24617,18.23443,0.013309,0.113699,0.93927,0.125031,0.267377,0.012153,1.965189,1106,-0.657589,-0.000047,-0.049521,0.000268,-0.264102,-0.006746,-0.002354,7.946418,-0.113209,0.14331,-0.000009,0.000574,117.2586,-0.000017,0.025273,angry
0.031288,2.614585,-12.79506,2394,0.619578,-0.114604,2.596847,-8.730452,1.978487,1.815831,3.048526,2342,12.85429,3.085307,-0.000274,2.819588,2140,0.258724,10.41846,11.19144,0.038113,0.135039,-0.305572,0.151307,0.343734,0.010623,1.231233,2902,0.038223,-0.002105,0.083305,0.002056,0.23117,0.003952,0.000545,7.229548,-0.041675,0.10268,0.000092,0.000579,126.2531,-0.000018,0.026685,angry
0.249046,2.377327,-11.99415,1570,2.843522,-0.085923,4.283491,-19.86373,-1.155175,-2.986833,3.156432,1147,32.65938,5.246126,0.002767,4.113807,314,-3.402961,20.85644,23.79606,0.018754,0.130808,1.418984,0.141003,0.462303,0.050097,0.695733,223,0.439594,-0.000469,-0.064761,0.001261,0.285195,-0.01084,-0.006437,10.43819,0.077182,0.161601,0.000472,0.002161,127.1027,-0.000167,0.249179,angry
0.718139,3.345398,-13.284,2901,-8.661407,-0.947063,3.642288,-26.25839,-4.140157,-6.293877,3.954727,2394,20.51519,5.754789,0.001777,3.231793,2118,-3.643202,9.157239,15.94775,0.016939,0.140464,2.102482,0.130646,0.476929,0.048069,1.077107,2908,-0.397212,0.004658,-0.075505,-0.001177,-0.042716,0.018896,-0.008801,8.024866,-0.062843,0.123333,-0.000556,0.000695,87.72139,-0.000001,-0.043281,angry
0.804371,4.222123,-13.05013,2579,-1.687618,-0.129767,3.764678,-21.02278,1.467445,2.037088,4.432251,2882,21.30195,4.302832,-0.000274,4.109879,2555,-1.605097,10.82845,15.69215,0.022989,0.125639,1.379918,0.138452,0.26984,0.012234,1.473096,1340,-0.622955,-0.000549,-0.103316,-0.001433,0.135801,-0.004503,0.000127,7.313663,-0.018377,0.138772,0.000068,0.000541,114.6138,-0.000017,0.02488,angry
0.532283,4.969916,-14.98998,436,-1.323605,0.069172,2.882138,-7.656538,2.45318,2.433483,3.048505,768,10.05423,3.01503,-0.000433,2.928221,184,-3.678922,8.276046,11.42628,0.054446,0.156254,-0.037279,0.138357,0.218319,0.001982,1.808522,1180,-0.277126,-0.001377,-0.056489,0.000984,0.049777,0.002777,-0.001411,8.224621,-0.096533,0.088931,0.000001,0.000164,0,0,0,angry
0.356408,2.10976,-3.338149,1071,-1.930105,0.16125,2.756473,-14.82492,1.178991,2.767464,3.157893,900,19.9155,3.109584,0.000023,3.239182,2882,-0.940619,14.91637,14.99923,0.009679,0.078735,0.479019,0.168772,0.350089,0.016663,0.923522,1520,-1.259942,0.001088,0.257653,0.001139,0.026836,0.010034,0.004516,7.00147,-0.076433,0.098345,-0.000214,0.000461,120.6787,0.000027,0.01163,angry
0.8523,5.790856,-13.92978,1044,1.711958,0.095055,2.915187,-9.990871,4.545233,5.300643,3.621377,1657,12.23194,3.217819,-0.000457,2.927291,460,-0.488894,12.77389,9.579291,0.012704,0.118619,1.493364,0.1337,0.212144,0.001253,1.49057,1044,-0.134355,-0.001364,-0.141467,0.001017,-0.161545,0.008249,0.004445,8.020269,-0.134959,0.054691,-0.000042,0.000143,0,0,0,angry
0.882141,3.020183,-8.865609,2571,-2.391054,-0.947752,3.271703,-13.92415,-1.186468,-3.19403,2.588433,2834,11.87447,3.232898,-0.001096,3.141466,200,1.123903,8.858289,9.503953,0.019964,0.107824,1.225164,0.130869,0.390903,0.009654,1.074342,530,-1.228282,0.003169,0.1552,0.002667,-0.032418,-0.008717,-0.005681,6.265873,0.029173,0.074791,-0.000172,0.000388,119.0636,-0.000014,0.021012,angry
1.890878,7.627264,-13.01007,908,0.171598,-0.32063,2.755044,-16.93251,3.519702,6.003067,3.308363,988,15.72694,3.244104,-0.001449,3.564154,497,2.568475,10.20086,14.5103,0.016334,0.123605,1.681689,0.137329,0.217411,0.003409,1.507961,2831,-1.308335,-0.005987,0.667351,-0.001508,0.165808,0.006883,0.008592,7.500451,0.040223,0.089374,-0.000165,0.000233,59.97279,0.000076,-0.075146,angry
0.342249,3.877616,-14.962,1034,5.49577,-0.581638,3.706338,-14.0889,0.113685,-1.240969,2.846559,2788,16.23681,3.766851,-0.001862,2.899797,31,3.03387,8.295259,11.8291,0.036903,0.167298,0.205125,0.13594,0.368725,0.026964,0.968986,2382,-0.585194,-0.000308,-0.378879,0.003255,0.105594,-0.005841,-0.015433,7.077829,-0.048715,0.132287,0.00012,0.001143,127.7681,-0.000075,0.111386,angry
0.635081,3.015874,-11.78216,34,0.627786,-0.509787,5.21296,-19.08261,0.145114,0.372953,4.006322,15,16.31549,4.348986,-0.001292,3.398875,2166,2.359937,16.08562,16.51019,0.012099,0.101847,1.918715,0.126899,0.269416,0.009294,1.670324,2626,-1.181815,0.003504,-0.447145,-0.002385,-0.117725,-0.001706,-0.007152,7.067101,0.11037,0.110532,0.000042,0.000504,107.3654,-0.000007,0.010334,angry
0.698951,3.308115,-13.29922,2852,-4.964057,-0.302715,3.44597,-13.56745,-0.42155,1.291972,3.125734,1512,20.64384,2.983684,0.000292,2.868345,1031,-3.604706,8.449595,14.04474,0.062311,0.161587,1.274183,0.150122,0.33954,0.011384,1.330481,232,-0.376254,0.002137,-0.14815,-0.003327,0.135681,-0.00189,0.000761,6.877397,0.07246,0.134392,0.000052,0.000771,97.39394,-0.000016,0.024016,angry
0.646495,3.966183,-10.54488,2832,-6.372481,-0.736371,3.794793,-21.30318,2.150101,-2.143217,2.912568,1814,38.6215,3.648306,0.001883,3.039591,66,-0.748898,12.15264,17.33804,0.023593,0.124419,2.589007,0.136092,0.577469,0.027496,0.805199,247,-0.550027,-0.000905,-0.039878,0.005162,0.18215,0.002744,-0.005963,7.436969,0.081331,0.128082,-0.000192,0.000752,113.9729,-0.000031,0.017163,angry
0.941574,3.478158,-4.872241,2392,5.198523,-0.043274,2.446152,-15.43584,0.058934,2.484679,3.187876,2762,18.03355,3.706676,-0.001358,3.136694,2276,-3.852939,9.680305,11.66579,0.006655,0.054652,0.642462,0.123788,0.218313,0.019848,2.097999,1968,-0.443501,0.000753,-0.091204,-0.00186,0.191693,0.003087,-0.004261,7.867702,0.002999,0.151353,0.000126,0.000856,125.0497,0.000116,-0.094129,angry
1.761767,6.57249,-9.812455,1082,-0.031929,-0.485157,2.96297,-15.28106,1.123951,1.255256,3.843654,417,14.51945,3.076313,-0.000095,3.161373,1302,2.299832,9.077081,13.17197,0.00726,0.084661,2.084312,0.138616,0.2996,0.009223,1.672229,1002,-1.266826,0.000067,-0.704386,-0.001262,-0.071801,-0.005348,-0.004649,8.382313,-0.060058,0.128561,0.000195,0.000521,69.60813,-0.000007,0.010853,angry
1.215451,3.682999,-8.672009,183,3.924123,-0.252696,3.3573,-16.25711,0.376516,3.151637,2.664518,2864,24.7022,2.954678,0.001126,3.186554,2761,-2.468633,15.34922,14.49698,0.007864,0.078653,1.489758,0.143516,0.305914,0.02833,0.656689,1514,-1.009174,-0.003482,-0.339989,-0.00274,-0.157848,-0.012181,-0.007996,9.381919,0.039592,0.11712,0.000121,0.001096,125.0497,0.000028,0.023931,angry
0.968625,4.607423,-12.40444,843,2.918568,0.197789,3.005345,-13.9982,-3.122391,-1.9288,3.061059,1746,12.57192,2.880539,-0.000434,2.977627,2415,1.550896,9.265959,11.97851,0.029038,0.12049,0.956916,0.13907,0.266442,0.002459,1.064817,2377,-0.162105,-0.001362,-0.066886,0.000074,-0.061725,-0.001139,-0.00828,5.749949,0.076002,0.073599,0.000043,0.000194,89.95918,0,0.000604,angry
2.465912,9.263335,-1.702071,1183,0.519054,-0.335348,2.954777,-7.496104,2.36269,2.232611,3.382325,2846,7.982316,3.037128,0.000558,3.428332,1230,1.186857,11.68569,7.691413,0.00363,0.028641,3.133662,0.116471,0.331418,0.008171,0.282976,69,-1.317776,-0.003961,-0.28041,-0.002821,0.172047,0.00213,0.004438,5.790096,0.093578,0.09876,0.000015,0.00065,76.7666,-0.000001,0.002187,angry
0.598553,3.367761,-16.02931,78,10.37874,0.027423,2.836244,-9.634397,1.635335,3.051033,2.854098,1455,14.95828,3.285989,-0.000041,3.355337,2609,-0.913297,9.499515,10.99122,0.079855,0.183003,0.373299,0.149397,0.229708,0.004348,1.817936,2187,-0.034603,0.000761,-0.918144,0.001468,0.218563,0.006074,0.000844,7.2527,-0.217968,0.088333,0.000033,0.000333,85.17876,-0.000003,0.004219,angry
0.647594,3.178312,-11.69982,374,5.329953,-0.734491,4.07265,-19.1873,1.0652,-2.864095,3.408806,785,20.24591,3.773586,0.000409,3.642315,409,-2.069452,12.48922,14.40369,0.003025,0.079683,2.78112,0.132563,0.265041,0.005368,2.211864,571,-0.710616,-0.002019,0.126286,-0.000404,0.158064,-0.01227,0.002815,8.708925,0.095173,0.094202,0.000058,0.00033,114.6394,-0.000004,0.006382,angry
0.163431,2.928917,-13.3903,882,7.944242,-0.437833,3.198072,-15.07307,0.065753,0.044478,3.496138,625,14.0157,3.530563,0.000373,2.917558,1465,-2.642626,14.83067,12.88013,0.018149,0.127621,0.148076,0.113049,0.201369,0.015264,2.017231,284,-0.97748,0.001153,-0.51705,-0.003011,-0.020999,-0.001776,0.002663,7.714083,0.103799,0.131421,0.00025,0.000884,123.5466,-0.000035,0.051533,angry
0.82334,3.994607,-13.76311,1720,5.151644,0.133946,3.270425,-14.12678,-0.585315,-1.6002,3.552895,303,12.06063,2.766585,-0.000804,2.712703,562,-0.859132,8.718994,11.77332,0.047187,0.133044,1.386761,0.139821,0.325047,0.016951,1.025587,75,-0.937372,0.001026,-0.532742,-0.00206,-0.076713,0.009181,0.003283,7.130763,0.064042,0.114698,0.000245,0.000604,109.6224,-0.000032,0.047481,angry
0.102086,2.903023,-13.35471,2850,2.173997,-0.237107,4.306807,-10.79361,4.678489,4.60901,3.029853,553,14.6237,3.125305,0.000196,3.492175,822,-2.427881,8.451198,10.45051,0.018754,0.107752,0.646148,0.136332,0.240911,0.003842,2.279933,755,0.179356,-0.001466,0.007874,0.001435,-0.052828,0.004921,0.003214,6.358736,0.039761,0.097754,0.000065,0.000248,69.18753,-0.000002,0.002989,angry
1.148146,4.287108,-11.75998,2225,3.752147,-0.586063,3.253941,-23.994,-0.319085,-0.99996,3.586735,2777,24.18495,3.246181,0.001877,2.973887,128,-1.038835,10.46027,19.27741,0.009679,0.098243,2.855407,0.110853,0.218172,0.025495,1.218544,2125,-0.754547,0.002843,0.304588,0.000579,-0.206712,0.011667,0.006789,8.230866,0.111348,0.105465,0.000249,0.000953,67.75529,-0.000045,0.067112,angry
0.320913,2.747296,-17.40093,748,3.69049,-0.156995,4.421882,-12.83033,-0.615707,-0.794309,3.627528,2620,9.830009,3.790595,0.000124,3.472654,2295,-0.861541,8.405418,7.706885,0.101028,0.204891,0.573099,0.131615,0.220231,0.006429,3.193768,546,-0.004333,0.001662,-0.101288,0.001143,-0.177993,0.00136,0.006482,7.550721,-0.135656,0.123651,0.000075,0.000305,108.6091,-0.000007,0.009829,angry
0.994654,4.487191,-16.26825,1150,6.139649,0.574862,3.776756,-13.44538,-3.470709,-3.372675,2.756021,2570,11.66212,2.952573,0.000217,2.610521,202,-2.255898,9.862762,7.775068,0.030853,0.175231,1.096788,0.141871,0.240831,0.003417,2.243016,1038,0.089295,0.000555,-0.222189,0.001016,0.066628,-0.005656,0.000783,7.106711,-0.064668,0.095923,0.000027,0.000223,66.78788,-0.000001,0.002191,angry
0.907164,3.24135,-10.87875,1218,0.26412,0.099847,2.703481,-15.66957,2.608391,1.122758,3.152895,2719,21.41379,3.263205,-0.001233,3.754804,2393,-1.563803,11.29579,22.89595,0.00484,0.080387,1.0079,0.125017,0.236795,0.019356,0.927998,1488,-0.953494,-0.00499,-0.090759,0.000917,-0.161599,0.001894,0.01136,9.598249,0.149595,0.11812,-0.00019,0.001218,116.2502,0.000181,-0.144965,angry
2.047073,7.518344,-8.550108,469,1.470404,-0.08674,3.269895,-11.93108,5.0177,6.727375,3.31,1101,28.32215,3.718396,-0.000776,3.631441,39,0.525351,15.36518,19.02272,0.003025,0.065571,2.378163,0.143126,0.359288,0.01493,1.531315,2963,-0.651906,0.003846,-0.108637,0.000687,-0.122584,-0.010368,-0.016971,9.876074,-0.210926,0.146122,-0.00074,0.001093,124.1118,0.000091,-0.196017,angry
0.275121,2.895883,-12.32287,322,1.477994,-0.311448,3.493184,-11.13176,0.673499,0.286939,3.304929,2690,16.65134,3.187424,0.000863,3.379063,1912,-2.453223,7.191109,14.19383,0.012704,0.115598,0.77522,0.133383,0.206593,0.006569,1.765968,1497,-0.592187,-0.000445,-0.267377,-0.003368,-0.104438,-0.001321,-0.001594,7.202815,0.087593,0.097693,0.000035,0.000404,97.72037,-0.000005,0.006917,angry
-0.029981,2.861845,-11.53877,669,-1.994686,0.23053,3.33014,-11.82896,0.215571,-0.330875,2.93914,2151,15.32111,3.963977,0.000226,3.229818,435,-1.524415,11.21839,13.32458,0.010889,0.117165,0.428366,0.1463,0.379046,0.014534,1.622871,11,-0.1465,-0.001224,0.087178,-0.00088,0.040215,0.006898,-0.012553,7.99262,-0.094665,0.138838,-0.000374,0.00089,110.8931,0.000067,-0.149786,angry
0.91162,3.980698,-14.85408,20,-2.345037,-0.735629,4.242752,-15.6837,5.851294,6.121983,2.785158,2661,38.32793,2.938493,0.000509,2.922225,2581,2.577452,15.47784,27.84444,0.009074,0.142224,0.592948,0.153183,0.371132,0.017955,0.807613,1621,-0.13618,-0.001706,0.039708,0.00453,-0.485168,0.01637,0.004753,9.179551,-0.085087,0.137827,-0.000191,0.001449,102.5507,0.000034,-0.009042,angry
0.774261,4.373962,-9.965365,1199,-1.807472,-0.261586,3.18405,-17.32639,-3.756497,-3.112665,2.946327,1964,23.39397,3.327356,0.000603,3.085285,2492,1.705358,12.60367,15.33609,0.025408,0.094949,1.069535,0.127337,0.307191,0.014226,1.751388,132,0.111197,-0.000296,-0.080597,0.003706,-0.133388,0.004945,0.009565,8.085691,-0.230491,0.123352,0.000012,0.000751,127.1027,-0.000027,0.040743,angry
-0.443977,3.054652,-14.65203,1551,2.632772,-0.021841,3.065828,-7.339085,2.688346,3.828437,3.410292,2971,7.179026,2.867646,-0.001445,3.080023,2693,-2.716612,11.22985,10.20699,0.032668,0.129057,-0.129192,0.143929,0.226482,0.00159,1.430882,2378,0.432104,0.001266,-0.048093,0.000191,0.046037,-0.008085,-0.004517,6.703049,0.038104,0.058495,0.00002,0.000155,0,0,0,angry
0.79817,2.947123,-9.61092,2532,-2.72622,-0.44362,6.065016,-28.73695,-3.028184,-3.56338,4.500777,2868,25.00795,4.82284,0.000001,5.085719,51,0.900497,9.970676,20.6835,0.00726,0.088721,0.837441,0.139504,0.350105,0.036045,0.817724,2527,-0.344359,-0.000664,0.16514,-0.004672,0.184755,0.015014,-0.008631,10.03496,-0.03748,0.158482,0.000101,0.000992,100.2876,0.000065,-0.029027,angry
0.023195,4.969432,-12.36099,854,4.336192,1.081422,4.813869,-17.98693,0.597607,1.711686,5.065329,1013,22.65995,4.361817,-0.001202,4.43799,1064,3.316223,11.57864,11.5274,0.010284,0.131271,0.4752,0.112897,0.383748,0.024949,2.436984,94,0.001635,-0.001188,-0.183783,0.000639,-0.190576,0.016137,-0.003369,7.493635,0.214007,0.131193,0.000319,0.000427,127.7681,-0.000036,0.053181,angry
1.154913,4.012378,-9.571443,2655,-1.561065,-1.65526,8.648861,-16.37967,3.628819,4.828372,3.019636,1564,17.41174,5.26992,-0.000677,2.575514,2704,-0.853442,15.11045,12.14629,0.010284,0.076362,0.979035,0.13556,0.273084,0.011138,1.736023,2753,-0.68853,-0.001915,-0.255392,0.003195,-0.021468,-0.011286,-0.002041,7.015293,-0.203808,0.121776,-0.000025,0.000541,108.2627,-0.000016,0.023717,angry
4.728629,28.54585,-2.513368,2684,2.945536,-0.680357,4.014554,-16.85239,0.039527,3.854069,2.720955,2211,36.30957,3.092544,0.000332,3.317123,2342,0.517904,14.77999,28.20476,0.005445,0.038801,4.681357,0.146528,0.469389,0.020041,0.273348,2682,-0.486189,-0.000016,0.040107,0.001697,0.174327,0.012754,-0.001643,10.02681,-0.049408,0.109099,0.000022,0.000911,120.0278,-0.000081,0.121437,angry
0.819302,3.089737,-6.127548,98,2.095599,0.147823,3.13667,-24.54022,-1.926915,-4.768859,3.52368,1635,25.65928,3.015117,-0.002094,2.728016,2838,-4.0918,12.81794,15.83289,0.00363,0.051321,2.575456,0.118446,0.413382,0.031526,0.747256,2191,-0.658521,-0.001198,0.607923,0.004484,-0.050255,0.014679,0.003631,8.128839,-0.11161,0.131254,-0.000841,0.002363,123.9099,0.000194,-0.210619,angry
0.946486,5.006708,-14.34023,2969,1.8419,-0.071325,2.604686,-14.38215,1.770152,3.737188,3.107625,1044,24.15721,2.88364,0.001228,3.129437,2718,-7.483367,8.955238,20.3616,0.039927,0.13818,0.645676,0.151043,0.352498,0.015161,0.796205,406,0.736764,-0.001115,0.401346,0.002715,-0.100284,0.004494,0.000609,7.000616,-0.103186,0.115093,-0.000124,0.000904,127.7681,-0.000042,0.06325,angry
0.436901,2.975534,-11.37996,2847,-3.893606,-0.146133,4.596851,-22.35696,-2.275198,-1.786118,3.982582,2825,24.42494,3.303889,-0.000999,3.562014,2127,-2.096093,14.16784,14.08376,0.019964,0.129278,1.143721,0.143414,0.330251,0.011144,1.672789,833,0.190122,0.00064,0.172629,0.000127,0.301775,0.008481,0.001217,7.721252,-0.002241,0.126651,0.000071,0.00072,119.1647,-0.000024,0.036085,angry
0.987695,3.937037,-6.40836,2039,5.057593,-0.058849,2.845146,-7.596878,4.483683,4.357639,2.968005,2687,17.8248,3.115858,0.000884,2.655339,2209,-2.338549,9.837276,12.39483,0.016334,0.069606,0.835228,0.141872,0.323799,0.021563,1.024675,144,-1.099412,0.000726,-0.193952,0.000642,0.180322,0.003511,0.002822,6.528717,-0.118249,0.129711,0.000004,0.000791,117.8465,-0.000064,0.095348,angry
0.495164,3.773288,-13.27634,478,8.543265,-0.2959,3.531342,-18.13778,-1.900632,-1.29947,2.795144,1116,20.12101,3.265607,-0.000507,3.005401,1708,-4.758448,14.13506,16.26087,0.018149,0.156345,0.813021,0.141367,0.497244,0.0277,0.72849,550,-0.262179,-0.000142,-0.318497,0.002584,0.252662,-0.013531,0.000839,7.080262,-0.038046,0.163213,-0.000012,0.001125,115.0321,-0.000083,0.124227,angry
0.183233,1.766533,-6.590585,1546,-0.153826,-0.103469,1.889268,-13.53559,1.54,6.441652,2.786877,304,15.18528,3.014985,-0.00104,3.245414,771,1.012584,15.8126,26.72554,0.00726,0.082265,-0.045961,0.150191,0.469791,0.010649,0.514898,1368,-1.02756,0.002546,-0.052355,-0.001994,-0.28374,0.00196,-0.001458,6.796084,-0.000867,0.101552,0.000035,0.000513,122.8822,-0.000028,0.042097,angry
1.600459,6.292108,-9.206886,2911,1.316474,-0.08509,2.807731,-17.92913,-0.592161,-1.89876,3.204592,2319,21.24495,3.186749,0.000962,3.163538,16,-1.39647,17.31795,16.74109,0.021779,0.113059,0.718185,0.139831,0.410119,0.014921,1.08625,2449,-0.862691,0.000736,-0.356831,0.00317,0.270603,-0.009626,0.004862,8.692451,-0.076789,0.132927,-0.000009,0.00092,125.7647,-0.000044,0.065288,angry
-1.144549,3.557655,-14.19169,1083,-3.453816,-0.042659,3.479382,-13.55553,0.39742,1.763955,2.962615,785,9.955062,3.089351,0.000304,2.881567,1209,0.987312,10.5067,9.504972,0.039927,0.143898,0.065811,0.124758,0.197549,0.00455,2.372429,1925,-0.264221,0.001588,0.084086,-0.002703,-0.1537,0.000578,-0.003282,6.463531,0.108588,0.077248,0.000009,0.000268,93.19643,-0.000002,0.002516,angry
0.997061,3.763075,0.276103,1380,-8.010454,0.200222,2.636904,-30.76267,-7.938497,-3.168612,3.421879,1949,65.12745,2.85443,-0.000767,3.202961,1286,-4.718587,31.85978,65.09468,0.022989,0.064659,5.445993,0.179758,0.606815,0.026617,-0.065622,1662,-0.898587,-0.001426,0.35307,0.006174,-0.189279,-0.014384,0.003586,11.21762,-0.149436,0.145011,-0.000172,0.000876,122.4445,0.000073,-0.029159,angry
0.829489,4.777068,-9.459623,903,-5.497724,0.096883,1.98014,-24.96442,-3.963877,-8.547989,3.761064,2813,54.12863,2.026338,0.000308,3.777893,140,-2.824339,23.08028,18.87049,0.014519,0.090141,3.661805,0.146772,0.403643,0.018513,0.949283,733,-0.259192,0.000846,-0.294868,0.005657,-0.540628,-0.001126,0.005462,10.94226,-0.150243,0.134664,0.000019,0.001414,118.6211,-0.000044,0.065631,angry
-0.402202,2.911269,-15.94738,719,0.083649,-0.496105,3.018763,-16.98193,0.677136,-1.229198,3.48652,813,19.97079,2.950025,0.002058,3.311448,406,-1.831677,13.68042,17.97159,0.008469,0.152172,0.616009,0.134879,0.426737,0.01999,0.72113,730,-0.734933,0.000837,0.094604,0.00007,-0.022547,0.001761,-0.001332,8.090872,-0.164724,0.141397,0.000096,0.000987,112.6258,-0.000058,0.086169,angry
0.485006,2.535859,-6.207061,578,5.556977,0.136456,2.79009,-10.73887,2.808573,3.166231,2.684172,130,19.46077,3.537558,-0.000651,4.74729,2674,0.237921,6.869509,19.37002,0.009679,0.070272,0.894803,0.147066,0.553946,0.051828,0.229507,1556,-1.041241,-0.000426,-0.741968,-0.001293,-0.00263,-0.008612,0.007937,7.770692,0.234976,0.145187,0.00003,0.00123,125.6587,-0.000062,0.156198,angry
2.067532,15.69705,-10.46934,638,-2.147584,-0.510898,3.369082,-14.77554,0.403687,1.43346,3.061689,2664,20.9153,3.565296,0.001442,3.058365,1001,-0.134411,11.89164,15.17801,0.021779,0.115943,2.058872,0.135724,0.458584,0.021197,0.514551,2242,-0.84912,-0.00062,-0.260273,-0.003117,0.055911,0.00574,-0.005392,7.824301,0.061931,0.130908,0.000073,0.001206,126.4904,-0.00007,0.104287,angry
-0.279777,3.172104,-12.4621,2639,-0.532768,-0.4282,3.074482,-10.80413,3.11453,2.809644,3.143367,2872,14.81066,3.663762,0.000965,3.077291,2937,-2.944367,13.04524,24.75285,0.009679,0.125333,0.00707,0.136132,0.224058,0.002562,1.166752,2933,-0.327803,-0.000955,-0.032136,-0.002726,0.085204,0.001172,-0.010623,9.206209,-0.124908,0.064735,0.000055,0.000238,64.82353,0,0.000435,angry
-0.355033,5.038949,-7.87872,335,-2.250053,0.242829,4.040894,-11.40202,0.549643,-0.019331,3.087391,2875,11.91803,3.089926,-0.000354,3.089851,2787,-2.486631,9.201348,10.96281,0.019359,0.09012,0.439585,0.146115,0.315885,0.013249,1.087835,291,-0.812103,0.000745,-0.058852,-0.001749,-0.158402,0.004468,-0.005264,6.888293,-0.008896,0.107658,-0.000216,0.00068,125.0496,-0.000024,0.035155,angry
2.044052,8.781466,-1.702208,193,6.127419,-0.4044,3.348106,-28.70707,-6.543207,-6.915342,3.011749,788,22.4588,3.200817,-0.001137,3.468038,2504,-5.963834,10.2962,29.24958,0.013914,0.049407,4.785528,0.153439,0.535859,0.028563,-0.169017,1411,-1.481576,0.000568,-0.569866,0.001743,0.379696,0.017982,0.00361,7.946324,-0.188914,0.132046,-0.000066,0.000736,100.5125,-0.000023,0.096125,angry
1.796186,7.910336,-4.302742,287,17.13663,0.309248,3.930778,-9.003514,2.349342,0.223483,4.408087,2809,12.87991,3.193306,0.000618,3.046427,2688,-2.29853,5.24412,10.91497,0.007864,0.041045,1.132905,0.144625,0.376022,0.01351,0.652573,2924,-1.278977,-0.001956,-0.52912,0.002738,-0.339896,-0.005421,0.00287,5.868,-0.127139,0.096506,0.000062,0.000929,125.0497,-0.000033,0.049715,angry
