-0.103901,8.69009,3.112107,0.640689,0.934199,0.029076,0.066415,0.066009,0.101869,0.104881,81.12255,6.178005,1.612316,0.41153,0.524069,0.884075,0.106362,49.78186,4.280085,586.7565,2.299809,0.037431,0.027835,0.08048,0.000164,0.021093,4095.241,0.405124,0,0.870173,0.087834,0,0.113047,0.003371,1435.583,572718.2,-10.70727,0.340735,2.696129,1235,3.037865,-0.700012,4.071138,2306,-0.000015,-3.566173,-0.000006,5.006955,0.002959,-0.021335,0.000003,0.549829,jazzy
0.928147,6.438026,3.896465,0.44859,0.847364,0.121479,0.079725,0.074533,0.077443,0.040279,80.7183,4.875517,1.333104,0.81034,1.24119,0.897743,0.141587,120.3442,6.28494,840.9202,1.640119,0.017319,0.061018,0.640534,0.000261,0.016333,14964.35,0.941782,0,0.971372,0.161862,0,0.027827,0.002143,452.5185,47185.26,2.925677,0.288603,2.84603,153,3.313575,-0.43314,3.626613,2368,0.000005,-3.275262,0,3.29634,-0.008823,-0.049404,-0.000001,0.236622,jazzy
0.171115,7.620174,2.191528,0.444043,0.842947,0.115944,0.071509,0.06952,0.110987,0.069452,63.12561,4.131831,1.27716,0.696442,0.533504,0.884883,0.08237,62.60399,5.744202,269.4789,1.190951,0.035435,0.08991,0.082202,0.000331,0.006887,2593.409,0.769488,0,0.836884,0.082805,0,0.1366,0.002864,515.8002,194237.4,-7.491571,0.762519,4.676112,2330,3.234491,0.498148,3.385852,2888,-0.000003,-3.104476,-0.000004,4.085567,0.018029,0.262577,-0.000001,1.369015,jazzy
1.747092,5.646268,5.177714,0.492379,0.804679,0.14897,0.074593,0.069845,0.106494,0.130424,55.55565,3.947788,1.246872,1.18535,0.685687,0.876117,0.031371,32.6795,6.016758,385.5137,1.710988,0.053988,0.465244,0.280395,0.000804,0.001848,1719.571,2.325371,0,0.917443,0.102155,0,0.075791,0.002261,364.9553,192425.3,6.296246,-0.134366,3.28689,1623,3.865005,0.050298,4.389174,227,0.000019,-5.092482,0.000006,4.219852,-0.002641,-0.038702,0.000002,0.479575,jazzy
2.505092,4.876461,3.31324,0.410371,0.854053,0.098485,0.064187,0.060869,0.060226,0.034761,106.6838,7.137543,1.619931,0.612824,1.761069,0.897193,0.055204,13.63463,5.425002,649.2035,1.236365,0.014603,0.022799,0.916986,0.000139,0.008754,402.1283,0.97559,0,0.981358,0.154832,0,0.018306,0.002526,894.9139,180251.9,8.772498,-1.443685,5.327465,2820,3.336632,-0.215893,3.034333,2825,-0.00001,-3.856129,0.000007,3.568336,-0.001896,0.168868,0,0.536682,jazzy
2.176627,5.810825,3.458716,0.507384,1.019191,0.103077,0.05909,0.062022,0.07967,0.038511,73.041,5.425224,1.492333,0.847038,1.030367,0.900726,0.055749,24.0341,5.141596,366.3555,1.265338,0.015416,0.070387,0.356619,0.000191,0.007293,561.0351,0.47137,0,0.8502,0.110905,0,0.127445,0.004266,546.343,134763.5,3.888774,-0.029317,2.585257,2614,2.977096,-0.200381,3.214458,2293,0.000001,-3.456676,0.000002,4.14774,0.003876,-0.152476,-0.000004,0.803184,jazzy
-0.392148,7.601086,2.967965,0.449499,0.781006,0.118819,0.077112,0.070236,0.059911,0.064393,87.31121,5.017959,1.340294,0.751807,1.176837,0.894045,0.065813,28.58073,6.35096,340.467,1.094909,0.022677,0.027157,0.181227,0.000216,0.008448,2142.01,0.646114,0,0.894141,0.1181,0,0.094716,0.003596,729.729,452086.4,-7.662165,0.589382,3.657116,637,3.204434,-0.179306,2.9653,2901,0.000016,-5.324916,0,4.527741,0.003878,-0.126932,0.000004,-0.055034,jazzy
0.948469,6.319336,5.009832,0.529296,0.745507,0.151592,0.067734,0.068979,0.118481,0.092367,57.54395,3.574767,1.153719,1.171584,0.853556,0.883183,0.042904,39.79175,6.750889,429.0712,0.863101,0.019366,0.292112,0.480344,0.000455,0.004966,3694.256,1.578773,0,0.926099,0.093825,0,0.068486,0.002378,232.2376,21336.33,1.678415,0.018782,3.674185,77,3.527477,-0.242356,4.515655,768,-0.000002,-4.741153,-0.000009,4.933057,-0.005794,-0.398302,0.000005,-0.062309,jazzy
0.246645,5.495012,4.317724,0.494755,0.810789,0.124356,0.064464,0.06691,0.145257,0.099226,63.32812,3.755793,1.17568,0.874779,0.768993,0.880932,0.05379,42.6282,6.73033,542.2685,1.669501,0.03817,0.196684,0.275263,0.00035,0.00388,2102.44,1.905747,0,0.856858,0.100462,0,0.122734,0.004297,401.6248,87970.68,-1.008375,-0.363937,2.742509,703,3.703571,0.777482,5.276232,2928,0.000002,-3.523265,-0.000003,5.120056,-0.000475,0.274798,0.000006,0.377522,jazzy
0.921848,5.617657,2.492835,0.452933,0.862991,0.094848,0.072243,0.076123,0.059432,0.046924,55.5941,4.112012,1.326152,0.798861,0.549012,0.892652,0.077628,43.2867,5.430584,93.73229,0.491885,0.022479,0.143039,0.190368,0.000243,0.005732,1631.575,0.72103,0,0.796937,0.091351,0,0.161936,0.003804,254.1572,49499.29,3.765486,-0.271803,3.204069,2022,3.087619,0.020916,3.112982,2626,-0.000002,-4.484214,-0.000005,3.354185,0.00948,0.099847,0.000008,0.155565,jazzy
